,CORT US Equity
2023-06-23,36.373
2023-06-24,36.373
2023-06-25,36.373
2023-06-26,35.923
2023-06-27,35.907
2023-06-28,35.674
2023-06-29,35.99
2023-06-30,37.022
2023-07-01,37.022
2023-07-02,37.022
2023-07-03,36.789
2023-07-04,36.789
2023-07-05,36.839
2023-07-06,36.556
2023-07-07,36.889
2023-07-08,36.889
2023-07-09,36.889
2023-07-10,37.421
2023-07-11,37.537
2023-07-12,37.787
2023-07-13,37.637
2023-07-14,37.97
2023-07-15,37.97
2023-07-16,37.97
2023-07-17,38.17
2023-07-18,38.835
2023-07-19,38.386
2023-07-20,38.819
2023-07-21,39.667
2023-07-22,39.667
2023-07-23,39.667
2023-07-24,40.416
2023-07-25,40.549
2023-07-26,41.747
2023-07-27,41.647
2023-07-28,42.18
2023-07-29,42.18
2023-07-30,42.18
2023-07-31,42.396
2023-08-01,41.597
2023-08-02,33.981
2023-08-03,36.883
2023-08-04,36.824
2023-08-05,36.824
2023-08-06,36.824
2023-08-07,35.691
2023-08-08,35.986
2023-08-09,35.62
2023-08-10,36.246
2023-08-11,36.446
2023-08-12,36.446
2023-08-13,36.446
2023-08-14,36.682
2023-08-15,36.553
2023-08-16,35.126
2023-08-17,35.069
2023-08-18,35.552
2023-08-19,35.552
2023-08-20,35.552
2023-08-21,36.115
2023-08-22,36.437
2023-08-23,36.563
2023-08-24,36.517
2023-08-25,34.602
2023-08-26,34.602
2023-08-27,34.602
2023-08-28,35.136
2023-08-29,35.802
2023-08-30,35.845
2023-08-31,35.692
2023-09-01,35.213
2023-09-02,35.213
2023-09-03,35.213
2023-09-04,35.213
2023-09-05,33.67
2023-09-06,33.543
2023-09-07,35.266
2023-09-08,35.043
2023-09-09,35.043
2023-09-10,35.043
2023-09-11,35.149
2023-09-12,35.138
2023-09-13,35.766
2023-09-14,35.957
2023-09-15,35.606
2023-09-16,35.606
2023-09-17,35.606
2023-09-18,34.383
2023-09-19,35.074
2023-09-20,34.085
2023-09-21,33.968
2023-09-22,33.66
2023-09-23,33.66
2023-09-24,33.66
2023-09-25,34.383
2023-09-26,34.543
2023-09-27,34.436
2023-09-28,35.096
2023-09-29,29.391
2023-09-30,29.391
2023-10-01,29.391
2023-10-02,28.36
2023-10-03,28.231
2023-10-04,27.94
2023-10-05,28.576
2023-10-06,28.479
2023-10-07,28.479
2023-10-08,28.479
2023-10-09,28.738
2023-10-10,29.547
2023-10-11,29.763
2023-10-12,29.795
2023-10-13,30.386
2023-10-14,30.386
2023-10-15,30.386
2023-10-16,30.97
2023-10-17,30.235
2023-10-18,30.192
2023-10-19,29.883
2023-10-20,29.797
2023-10-21,29.797
2023-10-22,29.797
2023-10-23,29.082
2023-10-24,29.936
2023-10-25,29.36
2023-10-26,29.413
2023-10-27,29.093
2023-10-28,29.093
2023-10-29,29.093
2023-10-30,29.168
2023-10-31,29.968
2023-11-01,29.631
2023-11-02,26.847
2023-11-03,27.197
2023-11-04,27.197
2023-11-05,27.197
2023-11-06,27.331
2023-11-07,27.152
2023-11-08,27.173
2023-11-09,26.276
2023-11-10,26.403
2023-11-11,26.403
2023-11-12,26.403
2023-11-13,26.181
2023-11-14,26.835
2023-11-15,26.772
2023-11-16,26.487
2023-11-17,27.331
2023-11-18,27.331
2023-11-19,27.331
2023-11-20,27.363
2023-11-21,26.814
2023-11-22,26.73
2023-11-23,26.73
2023-11-24,26.719
2023-11-25,26.719
2023-11-26,26.719
2023-11-27,26.656
2023-11-28,26.846
2023-11-29,26.962
2023-11-30,26.867
2023-12-01,27.395
2023-12-02,27.395
2023-12-03,27.395
2023-12-04,27.7
2023-12-05,27.911
2023-12-06,28.523
2023-12-07,28.196
2023-12-08,27.996
2023-12-09,27.996
2023-12-10,27.996
2023-12-11,28.681
2023-12-12,29.786
2023-12-13,31.487
2023-12-14,31.236
2023-12-15,31.152
2023-12-16,31.152
2023-12-17,31.152
2023-12-18,31.979
2023-12-19,32.702
2023-12-20,32.335
2023-12-21,33.152
2023-12-22,34.304
2023-12-23,34.304
2023-12-24,34.304
2023-12-25,34.304
2023-12-26,33.948
2023-12-27,34.366
2023-12-28,34.429
2023-12-29,34.01
2023-12-30,34.01
2023-12-31,34.01
2024-01-01,34.01
2024-01-02,25.84
2024-01-03,27.155
2024-01-04,27.102
2024-01-05,25.968
2024-01-06,25.968
2024-01-07,25.968
2024-01-08,29.369
2024-01-09,26.845
2024-01-10,26.246
2024-01-11,25.08
2024-01-12,24.813
2024-01-13,24.813
2024-01-14,24.813
2024-01-15,24.813
2024-01-16,24.08
2024-01-17,24.286
2024-01-18,24.207
2024-01-19,23.894
2024-01-20,23.894
2024-01-21,23.894
2024-01-22,20.345
2024-01-23,20.242
2024-01-24,19.75
2024-01-25,19.827
2024-01-26,18.705
2024-01-27,18.705
2024-01-28,18.705
2024-01-29,19.283
2024-01-30,18.886
2024-01-31,18.221
2024-02-01,18.679
2024-02-02,19.835
2024-02-03,19.835
2024-02-04,19.835
2024-02-05,19.733
2024-02-06,20.239
2024-02-07,20.46
2024-02-08,20.671
2024-02-09,21.149
2024-02-10,21.149
2024-02-11,21.149
2024-02-12,22.013
2024-02-13,21.186
2024-02-14,22.243
2024-02-15,22.565
2024-02-16,21.67
2024-02-17,21.67
2024-02-18,21.67
2024-02-19,21.67
2024-02-20,21.546
2024-02-21,20.668
2024-02-22,21.937
2024-02-23,20.596
2024-02-24,20.596
2024-02-25,20.596
2024-02-26,21.22
2024-02-27,22.156
2024-02-28,21.743
2024-02-29,21.56
2024-03-01,22.073
2024-03-02,22.073
2024-03-03,22.073
2024-03-04,22.156
2024-03-05,21.266
2024-03-06,21.128
2024-03-07,21.45
2024-03-08,21.688
2024-03-09,21.688
2024-03-10,21.688
2024-03-11,21.789
2024-03-12,22.44
2024-03-13,22.202
2024-03-14,21.716
2024-03-15,21.312
2024-03-16,21.312
2024-03-17,21.312
2024-03-18,22.303
2024-03-19,22.248
2024-03-20,22.394
2024-03-21,22.706
2024-03-22,22.477
2024-03-23,22.477
2024-03-24,22.477
2024-03-25,22.624
2024-03-26,22.706
2024-03-27,23.229
2024-03-28,23.11
2024-03-29,23.11
2024-03-30,23.11
2024-03-31,23.11
2024-04-01,23.615
2024-04-02,23.266
2024-04-03,23.532
2024-04-04,22.982
2024-04-05,23.119
2024-04-06,23.119
2024-04-07,23.119
2024-04-08,22.229
