,BMY US Equity
2023-06-23,7.616
2023-06-24,7.616
2023-06-25,7.616
2023-06-26,7.587
2023-06-27,7.586
2023-06-28,7.509
2023-06-29,7.498
2023-06-30,7.492
2023-07-01,7.492
2023-07-02,7.492
2023-07-03,7.549
2023-07-04,7.549
2023-07-05,7.584
2023-07-06,7.499
2023-07-07,7.405
2023-07-08,7.405
2023-07-09,7.405
2023-07-10,7.381
2023-07-11,7.423
2023-07-12,7.395
2023-07-13,7.405
2023-07-14,7.369
2023-07-15,7.369
2023-07-16,7.369
2023-07-17,7.35
2023-07-18,7.368
2023-07-19,7.386
2023-07-20,7.586
2023-07-21,7.687
2023-07-22,7.687
2023-07-23,7.687
2023-07-24,7.691
2023-07-25,7.577
2023-07-26,7.535
2023-07-27,7.365
2023-07-28,7.488
2023-07-29,7.488
2023-07-30,7.488
2023-07-31,7.603
2023-08-01,7.522
2023-08-02,7.55
2023-08-03,7.486
2023-08-04,7.407
2023-08-05,7.407
2023-08-06,7.407
2023-08-07,7.404
2023-08-08,7.366
2023-08-09,7.423
2023-08-10,7.51
2023-08-11,7.502
2023-08-12,7.502
2023-08-13,7.502
2023-08-14,7.54
2023-08-15,7.555
2023-08-16,7.455
2023-08-17,7.604
2023-08-18,7.593
2023-08-19,7.593
2023-08-20,7.593
2023-08-21,7.575
2023-08-22,7.569
2023-08-23,7.532
2023-08-24,7.508
2023-08-25,7.606
2023-08-26,7.606
2023-08-27,7.606
2023-08-28,7.596
2023-08-29,7.741
2023-08-30,7.683
2023-08-31,7.593
2023-09-01,7.639
2023-09-02,7.639
2023-09-03,7.639
2023-09-04,7.639
2023-09-05,7.469
2023-09-06,7.349
2023-09-07,7.386
2023-09-08,7.491
2023-09-09,7.491
2023-09-10,7.491
2023-09-11,7.49
2023-09-12,7.419
2023-09-13,7.347
2023-09-14,7.331
2023-09-15,7.293
2023-09-16,7.293
2023-09-17,7.293
2023-09-18,7.222
2023-09-19,7.229
2023-09-20,7.244
2023-09-21,7.278
2023-09-22,7.255
2023-09-23,7.255
2023-09-24,7.255
2023-09-25,7.287
2023-09-26,7.211
2023-09-27,7.131
2023-09-28,7.162
2023-09-29,7.149
2023-09-30,7.149
2023-10-01,7.149
2023-10-02,7.138
2023-10-03,7.06
2023-10-04,7.0
2023-10-05,7.035
2023-10-06,7.069
2023-10-07,7.069
2023-10-08,7.069
2023-10-09,7.086
2023-10-10,7.06
2023-10-11,7.099
2023-10-12,7.05
2023-10-13,7.081
2023-10-14,7.081
2023-10-15,7.081
2023-10-16,7.162
2023-10-17,7.193
2023-10-18,7.136
2023-10-19,7.089
2023-10-20,7.087
2023-10-21,7.087
2023-10-22,7.087
2023-10-23,7.041
2023-10-24,7.056
2023-10-25,7.117
2023-10-26,6.857
2023-10-27,6.667
2023-10-28,6.667
2023-10-29,6.667
2023-10-30,6.697
2023-10-31,6.737
2023-11-01,6.729
2023-11-02,6.709
2023-11-03,6.947
2023-11-04,6.947
2023-11-05,6.947
2023-11-06,6.943
2023-11-07,6.877
2023-11-08,6.892
2023-11-09,6.663
2023-11-10,6.689
2023-11-11,6.689
2023-11-12,6.689
2023-11-13,6.609
2023-11-14,6.658
2023-11-15,6.796
2023-11-16,6.693
2023-11-17,6.693
2023-11-18,6.693
2023-11-19,6.693
2023-11-20,6.45
2023-11-21,6.395
2023-11-22,6.517
2023-11-23,6.517
2023-11-24,6.562
2023-11-25,6.562
2023-11-26,6.562
2023-11-27,6.464
2023-11-28,6.451
2023-11-29,6.425
2023-11-30,6.512
2023-12-01,6.607
2023-12-02,6.607
2023-12-03,6.607
2023-12-04,6.591
2023-12-05,6.624
2023-12-06,6.578
2023-12-07,6.615
2023-12-08,6.634
2023-12-09,6.634
2023-12-10,6.634
2023-12-11,6.735
2023-12-12,6.667
2023-12-13,6.845
2023-12-14,6.794
2023-12-15,6.717
2023-12-16,6.717
2023-12-17,6.717
2023-12-18,6.774
2023-12-19,6.875
2023-12-20,6.724
2023-12-21,6.763
2023-12-22,6.91
2023-12-23,6.91
2023-12-24,6.91
2023-12-25,6.91
2023-12-26,6.837
2023-12-27,6.817
2023-12-28,6.818
2023-12-29,6.83
2023-12-30,6.83
2023-12-31,6.83
2024-01-01,6.83
2024-01-02,7.023
2024-01-03,6.962
2024-01-04,7.027
2024-01-05,7.052
2024-01-06,7.052
2024-01-07,7.052
2024-01-08,6.993
2024-01-09,6.924
2024-01-10,6.854
2024-01-11,6.795
2024-01-12,6.807
2024-01-13,6.807
2024-01-14,6.807
2024-01-15,6.807
2024-01-16,6.779
2024-01-17,6.799
2024-01-18,6.847
2024-01-19,6.849
2024-01-20,6.849
2024-01-21,6.849
2024-01-22,6.804
2024-01-23,6.881
2024-01-24,6.906
2024-01-25,6.857
2024-01-26,6.862
2024-01-27,6.862
2024-01-28,6.862
2024-01-29,6.93
2024-01-30,6.863
2024-01-31,6.791
2024-02-01,6.763
2024-02-02,6.809
2024-02-03,6.809
2024-02-04,6.809
2024-02-05,6.743
2024-02-06,6.96
2024-02-07,6.887
2024-02-08,6.897
2024-02-09,7.053
2024-02-10,7.053
2024-02-11,7.053
2024-02-12,7.056
2024-02-13,6.886
2024-02-14,6.912
2024-02-15,6.99
2024-02-16,7.039
2024-02-17,7.039
2024-02-18,7.039
2024-02-19,7.039
2024-02-20,7.039
2024-02-21,7.187
2024-02-22,7.246
2024-02-23,7.344
2024-02-24,7.344
2024-02-25,7.344
2024-02-26,7.244
2024-02-27,7.254
2024-02-28,7.313
2024-02-29,7.288
2024-03-01,7.309
2024-03-02,7.309
2024-03-03,7.309
2024-03-04,7.313
2024-03-05,7.421
2024-03-06,7.644
2024-03-07,7.63
2024-03-08,7.703
2024-03-09,7.703
2024-03-10,7.703
2024-03-11,7.846
2024-03-12,7.851
2024-03-13,7.572
2024-03-14,7.525
2024-03-15,7.504
2024-03-16,7.504
2024-03-17,7.504
2024-03-18,7.396
2024-03-19,7.444
2024-03-20,7.455
2024-03-21,7.413
2024-03-22,7.47
2024-03-23,7.47
2024-03-24,7.47
2024-03-25,7.516
2024-03-26,7.559
2024-03-27,7.66
2024-03-28,7.763
2024-03-29,7.763
2024-03-30,7.763
2024-03-31,7.763
2024-04-01,7.524
2024-04-02,7.488
2024-04-03,8.173
2024-04-04,8.145
2024-04-05,8.197
2024-04-06,8.197
2024-04-07,8.197
2024-04-08,8.617
