,LAZ US Equity
2020-12-19,8.465
2020-12-20,8.465
2020-12-21,8.377
2020-12-22,8.325
2020-12-23,8.479
2020-12-24,8.669
2020-12-25,8.669
2020-12-26,8.669
2020-12-27,8.669
2020-12-28,8.785
2020-12-29,8.719
2020-12-30,8.76
2020-12-31,8.815
2021-01-01,8.815
2021-01-02,8.815
2021-01-03,8.815
2021-01-04,8.681
2021-01-05,8.744
2021-01-06,9.186
2021-01-07,9.411
2021-01-08,9.436
2021-01-09,9.436
2021-01-10,9.436
2021-01-11,9.425
2021-01-12,9.388
2021-01-13,9.465
2021-01-14,9.754
2021-01-15,9.504
2021-01-16,9.504
2021-01-17,9.504
2021-01-18,9.504
2021-01-19,9.454
2021-01-20,9.25
2021-01-21,9.019
2021-01-22,9.052
2021-01-23,9.052
2021-01-24,9.052
2021-01-25,8.902
2021-01-26,8.825
2021-01-27,8.335
2021-01-28,8.644
2021-01-29,8.585
2021-01-30,8.585
2021-01-31,8.585
2021-02-01,8.694
2021-02-02,8.621
2021-02-03,8.775
2021-02-04,8.863
2021-02-05,8.817
2021-02-06,8.817
2021-02-07,8.817
2021-02-08,8.667
2021-02-09,8.498
2021-02-10,8.479
2021-02-11,8.671
2021-02-12,8.735
2021-02-13,8.735
2021-02-14,8.735
2021-02-15,8.735
2021-02-16,9.025
2021-02-17,9.008
2021-02-18,8.77
2021-02-19,8.671
2021-02-20,8.671
2021-02-21,8.671
2021-02-22,8.646
2021-02-23,8.568
2021-02-24,8.45
2021-02-25,8.393
2021-02-26,8.151
2021-02-27,8.151
2021-02-28,8.151
2021-03-01,8.536
2021-03-02,8.577
2021-03-03,8.591
2021-03-04,8.341
2021-03-05,8.435
2021-03-06,8.435
2021-03-07,8.435
2021-03-08,8.368
2021-03-09,8.69
2021-03-10,8.89
2021-03-11,9.08
2021-03-12,9.238
2021-03-13,9.238
2021-03-14,9.238
2021-03-15,9.36
2021-03-16,9.339
2021-03-17,9.476
2021-03-18,9.295
2021-03-19,9.093
2021-03-20,9.093
2021-03-21,9.093
2021-03-22,9.072
2021-03-23,8.785
2021-03-24,8.956
2021-03-25,9.105
2021-03-26,9.213
2021-03-27,9.213
2021-03-28,9.213
2021-03-29,9.124
2021-03-30,9.249
2021-03-31,9.166
2021-04-01,9.44
2021-04-02,9.44
2021-04-03,9.44
2021-04-04,9.44
2021-04-05,9.455
2021-04-06,9.426
2021-04-07,9.744
2021-04-08,9.809
2021-04-09,9.782
2021-04-10,9.782
2021-04-11,9.782
2021-04-12,9.788
2021-04-13,9.348
2021-04-14,9.6
2021-04-15,9.586
2021-04-16,9.514
2021-04-17,9.514
2021-04-18,9.514
2021-04-19,9.758
2021-04-20,9.598
2021-04-21,9.735
2021-04-22,9.577
2021-04-23,9.786
2021-04-24,9.786
2021-04-25,9.786
2021-04-26,9.689
2021-04-27,9.678
2021-04-28,9.716
2021-04-29,9.788
2021-04-30,9.478
2021-05-01,9.478
2021-05-02,9.478
2021-05-03,9.493
2021-05-04,9.468
2021-05-05,9.695
2021-05-06,9.944
2021-05-07,9.931
2021-05-08,9.931
2021-05-09,9.931
2021-05-10,9.797
2021-05-11,9.542
2021-05-12,9.291
2021-05-13,9.676
2021-05-14,9.925
2021-05-15,9.925
2021-05-16,9.925
2021-05-17,10.042
2021-05-18,9.72
2021-05-19,9.808
2021-05-20,9.712
2021-05-21,9.876
2021-05-22,9.876
2021-05-23,9.876
2021-05-24,10.012
2021-05-25,9.788
2021-05-26,9.786
2021-05-27,9.914
2021-05-28,10.04
2021-05-29,10.04
2021-05-30,10.04
2021-05-31,10.04
2021-06-01,10.252
2021-06-02,10.15
2021-06-03,10.097
2021-06-04,10.112
2021-06-05,10.112
2021-06-06,10.112
2021-06-07,10.04
2021-06-08,10.044
2021-06-09,9.995
2021-06-10,9.81
2021-06-11,9.918
2021-06-12,9.918
2021-06-13,9.918
2021-06-14,9.759
2021-06-15,9.767
2021-06-16,9.684
2021-06-17,9.395
2021-06-18,9.256
2021-06-19,9.256
2021-06-20,9.256
2021-06-21,9.501
2021-06-22,9.399
2021-06-23,9.478
2021-06-24,9.567
2021-06-25,9.788
2021-06-26,9.788
2021-06-27,9.788
2021-06-28,9.395
2021-06-29,9.535
2021-06-30,9.629
2021-07-01,9.874
2021-07-02,9.91
2021-07-03,9.91
2021-07-04,9.91
2021-07-05,9.91
2021-07-06,9.769
2021-07-07,9.857
2021-07-08,9.648
2021-07-09,9.799
2021-07-10,9.799
2021-07-11,9.799
2021-07-12,9.929
2021-07-13,9.81
2021-07-14,9.563
2021-07-15,9.484
2021-07-16,9.299
2021-07-17,9.299
2021-07-18,9.299
2021-07-19,9.163
2021-07-20,9.429
2021-07-21,9.584
2021-07-22,9.378
2021-07-23,9.386
2021-07-24,9.386
2021-07-25,9.386
2021-07-26,9.391
2021-07-27,9.197
2021-07-28,9.456
2021-07-29,9.744
2021-07-30,10.044
2021-07-31,10.044
2021-08-01,10.044
2021-08-02,10.316
2021-08-03,10.044
2021-08-04,10.097
2021-08-05,10.188
2021-08-06,10.257
2021-08-07,10.257
2021-08-08,10.257
2021-08-09,10.335
2021-08-10,10.339
2021-08-11,10.38
2021-08-12,10.403
2021-08-13,10.453
2021-08-14,10.453
2021-08-15,10.453
2021-08-16,10.287
2021-08-17,10.255
2021-08-18,10.053
2021-08-19,9.804
2021-08-20,9.948
2021-08-21,9.948
2021-08-22,9.948
2021-08-23,9.984
2021-08-24,10.139
2021-08-25,10.44
2021-08-26,10.32
2021-08-27,10.476
2021-08-28,10.476
2021-08-29,10.476
2021-08-30,10.352
2021-08-31,10.186
2021-09-01,10.356
2021-09-02,10.479
2021-09-03,10.395
2021-09-04,10.395
2021-09-05,10.395
2021-09-06,10.395
2021-09-07,10.354
2021-09-08,10.208
2021-09-09,10.242
2021-09-10,10.305
2021-09-11,10.305
2021-09-12,10.305
2021-09-13,10.315
2021-09-14,10.032
2021-09-15,10.15
2021-09-16,10.12
2021-09-17,10.141
2021-09-18,10.141
2021-09-19,10.141
2021-09-20,9.939
2021-09-21,9.767
2021-09-22,9.913
2021-09-23,10.109
2021-09-24,9.989
2021-09-25,9.989
2021-09-26,9.989
2021-09-27,10.128
2021-09-28,10.128
2021-09-29,10.128
2021-09-30,10.128
2021-10-01,10.128
2021-10-02,10.128
2021-10-03,10.128
2021-10-04,10.128
2021-10-05,10.128
2021-10-06,10.128
2021-10-07,10.128
2021-10-08,10.128
2021-10-09,10.128
2021-10-10,10.128
2021-10-11,10.128
2021-10-12,10.128
2021-10-13,10.128
2021-10-14,10.128
2021-10-15,10.128
2021-10-16,10.128
2021-10-17,10.128
2021-10-18,10.128
2021-10-19,10.128
2021-10-20,10.128
2021-10-21,10.128
2021-10-22,10.128
2021-10-23,10.128
2021-10-24,10.128
2021-10-25,10.128
2021-10-26,10.128
2021-10-27,10.128
2021-10-28,10.128
2021-10-29,10.128
2021-10-30,10.128
2021-10-31,10.128
2021-11-01,10.128
2021-11-02,10.128
2021-11-03,10.128
2021-11-04,10.128
2021-11-05,10.128
2021-11-06,10.128
2021-11-07,10.128
2021-11-08,10.128
2021-11-09,10.128
2021-11-10,10.128
2021-11-11,10.128
2021-11-12,10.128
2021-11-13,10.128
2021-11-14,10.128
2021-11-15,10.128
2021-11-16,10.128
2021-11-17,10.128
2021-11-18,10.128
2021-11-19,10.128
2021-11-20,10.128
2021-11-21,10.128
2021-11-22,10.128
2021-11-23,10.128
2021-11-24,10.128
2021-11-25,10.128
2021-11-26,10.128
2021-11-27,10.128
2021-11-28,10.128
2021-11-29,10.128
2021-11-30,10.128
2021-12-01,10.128
2021-12-02,10.128
2021-12-03,10.128
2021-12-04,10.128
2021-12-05,10.128
2021-12-06,10.128
2021-12-07,10.128
2021-12-08,10.128
2021-12-09,10.128
2021-12-10,10.128
2021-12-11,10.128
2021-12-12,10.128
2021-12-13,10.128
2021-12-14,10.128
2021-12-15,10.128
2021-12-16,10.128
2021-12-17,10.128
2021-12-18,10.128
2021-12-19,10.128
2021-12-20,10.128
2021-12-21,10.128
2021-12-22,10.128
2021-12-23,10.128
2021-12-24,10.128
2021-12-25,10.128
2021-12-26,10.128
2021-12-27,10.128
2021-12-28,10.128
2021-12-29,10.128
2021-12-30,10.128
2021-12-31,10.128
2022-01-01,10.128
2022-01-02,10.128
2022-01-03,10.128
2022-01-04,7.739
2022-01-05,7.549
2022-01-06,7.751
2022-01-07,7.79
2022-01-08,7.79
2022-01-09,7.79
2022-01-10,7.759
2022-01-11,7.856
2022-01-12,7.61
2022-01-13,7.629
2022-01-14,7.508
2022-01-15,7.508
2022-01-16,7.508
2022-01-17,7.508
2022-01-18,7.293
2022-01-19,7.08
2022-01-20,7.168
2022-01-21,7.085
2022-01-22,7.085
2022-01-23,7.085
2022-01-24,7.063
2022-01-25,7.007
2022-01-26,7.051
2022-01-27,7.1
2022-01-28,7.209
2022-01-29,7.209
2022-01-30,7.209
2022-01-31,7.39
2022-02-01,7.486
2022-02-02,7.271
2022-02-03,7.594
2022-02-04,7.995
2022-02-05,7.995
2022-02-06,7.995
2022-02-07,7.896
2022-02-08,7.956
2022-02-09,8.089
2022-02-10,7.847
2022-02-11,7.597
2022-02-12,7.597
2022-02-13,7.597
2022-02-14,7.436
2022-02-15,7.428
2022-02-16,7.403
2022-02-17,7.115
2022-02-18,6.819
2022-02-19,6.819
2022-02-20,6.819
2022-02-21,6.819
2022-02-22,6.673
2022-02-23,6.566
2022-02-24,6.466
2022-02-25,6.629
2022-02-26,6.629
2022-02-27,6.629
2022-02-28,6.553
2022-03-01,6.434
2022-03-02,6.661
2022-03-03,6.612
2022-03-04,6.392
2022-03-05,6.392
2022-03-06,6.392
2022-03-07,6.244
2022-03-08,6.073
2022-03-09,6.311
2022-03-10,6.177
2022-03-11,6.105
2022-03-12,6.105
2022-03-13,6.105
2022-03-14,6.081
2022-03-15,6.26
2022-03-16,6.56
2022-03-17,6.653
2022-03-18,6.875
2022-03-19,6.875
2022-03-20,6.875
2022-03-21,6.838
2022-03-22,6.982
2022-03-23,6.733
2022-03-24,6.792
2022-03-25,6.756
2022-03-26,6.756
2022-03-27,6.756
2022-03-28,6.84
2022-03-29,7.081
2022-03-30,6.925
2022-03-31,6.651
2022-04-01,6.866
2022-04-02,6.866
2022-04-03,6.866
2022-04-04,6.908
2022-04-05,6.762
2022-04-06,6.651
2022-04-07,6.764
2022-04-08,6.804
2022-04-09,6.804
2022-04-10,6.804
2022-04-11,6.761
2022-04-12,6.674
2022-04-13,6.715
2022-04-14,6.597
2022-04-15,6.597
2022-04-16,6.597
2022-04-17,6.597
2022-04-18,6.792
2022-04-19,7.122
2022-04-20,7.146
2022-04-21,7.017
2022-04-22,6.836
2022-04-23,6.836
2022-04-24,6.836
2022-04-25,6.923
2022-04-26,6.649
2022-04-27,6.653
2022-04-28,6.836
2022-04-29,6.522
2022-04-30,6.522
2022-05-01,6.522
2022-05-02,6.725
2022-05-03,6.766
2022-05-04,6.886
2022-05-05,6.774
2022-05-06,6.637
2022-05-07,6.637
2022-05-08,6.637
2022-05-09,6.651
2022-05-10,6.687
2022-05-11,6.477
2022-05-12,6.459
2022-05-13,6.511
2022-05-14,6.511
2022-05-15,6.511
2022-05-16,6.542
2022-05-17,6.878
2022-05-18,6.659
2022-05-19,6.691
2022-05-20,6.827
2022-05-21,6.827
2022-05-22,6.827
2022-05-23,6.917
2022-05-24,6.888
2022-05-25,7.073
2022-05-26,7.11
2022-05-27,7.299
2022-05-28,7.299
2022-05-29,7.299
2022-05-30,7.299
2022-05-31,7.235
2022-06-01,7.186
2022-06-02,7.412
2022-06-03,7.221
2022-06-04,7.221
2022-06-05,7.221
2022-06-06,7.389
2022-06-07,7.483
2022-06-08,7.309
2022-06-09,7.188
2022-06-10,6.8
2022-06-11,6.8
2022-06-12,6.8
2022-06-13,6.513
2022-06-14,6.546
2022-06-15,6.687
2022-06-16,6.414
2022-06-17,6.373
2022-06-18,6.373
2022-06-19,6.373
2022-06-20,6.373
2022-06-21,6.48
2022-06-22,6.431
2022-06-23,6.597
2022-06-24,6.977
2022-06-25,6.977
2022-06-26,6.977
2022-06-27,6.819
2022-06-28,6.854
2022-06-29,6.773
2022-06-30,6.65
2022-07-01,6.657
2022-07-02,6.657
2022-07-03,6.657
2022-07-04,6.657
2022-07-05,6.839
2022-07-06,6.833
2022-07-07,7.114
2022-07-08,7.119
2022-07-09,7.119
2022-07-10,7.119
2022-07-11,7.32
2022-07-12,7.427
2022-07-13,7.223
2022-07-14,7.152
2022-07-15,7.466
2022-07-16,7.466
2022-07-17,7.466
2022-07-18,7.45
2022-07-19,7.805
2022-07-20,8.054
2022-07-21,8.072
2022-07-22,8.045
2022-07-23,8.045
2022-07-24,8.045
2022-07-25,7.926
2022-07-26,7.797
2022-07-27,7.93
2022-07-28,8.221
2022-07-29,8.39
2022-07-30,8.39
2022-07-31,8.39
2022-08-01,8.426
2022-08-02,8.426
2022-08-03,8.6
2022-08-04,8.5
2022-08-05,8.401
2022-08-06,8.401
2022-08-07,8.401
2022-08-08,8.446
2022-08-09,8.374
2022-08-10,8.729
2022-08-11,8.785
2022-08-12,8.911
2022-08-13,8.911
2022-08-14,8.911
2022-08-15,8.781
2022-08-16,8.821
2022-08-17,8.749
2022-08-18,8.758
2022-08-19,8.552
2022-08-20,8.552
2022-08-21,8.552
2022-08-22,8.349
2022-08-23,8.43
2022-08-24,8.444
2022-08-25,8.691
2022-08-26,8.28
2022-08-27,8.28
2022-08-28,8.28
2022-08-29,8.176
2022-08-30,8.147
2022-08-31,8.167
2022-09-01,8.131
2022-09-02,8.035
2022-09-03,8.035
2022-09-04,8.035
2022-09-05,8.035
2022-09-06,8.064
2022-09-07,8.266
2022-09-08,8.392
2022-09-09,8.561
2022-09-10,8.561
2022-09-11,8.561
2022-09-12,8.648
2022-09-13,8.203
2022-09-14,8.262
2022-09-15,8.363
2022-09-16,8.1
2022-09-17,8.1
2022-09-18,8.1
2022-09-19,8.331
2022-09-20,8.109
2022-09-21,8.019
2022-09-22,7.929
2022-09-23,7.61
2022-09-24,7.61
2022-09-25,7.61
2022-09-26,7.492
2022-09-27,7.267
2022-09-28,7.431
2022-09-29,7.242
2022-09-30,7.237
2022-10-01,7.237
2022-10-02,7.237
2022-10-03,7.373
2022-10-04,7.837
2022-10-05,7.732
2022-10-06,7.512
2022-10-07,7.454
2022-10-08,7.454
2022-10-09,7.454
2022-10-10,7.402
2022-10-11,7.323
2022-10-12,7.423
2022-10-13,7.849
2022-10-14,7.655
2022-10-15,7.655
2022-10-16,7.655
2022-10-17,8.085
2022-10-18,8.235
2022-10-19,8.1
2022-10-20,8.036
2022-10-21,8.407
2022-10-22,8.407
2022-10-23,8.407
2022-10-24,8.468
2022-10-25,8.468
2022-10-26,8.885
2022-10-27,8.984
2022-10-28,9.409
2022-10-29,9.409
2022-10-30,9.409
2022-10-31,9.133
2022-11-01,9.085
2022-11-02,8.93
2022-11-03,8.483
2022-11-04,8.54
2022-11-05,8.54
2022-11-06,8.54
2022-11-07,8.701
2022-11-08,8.674
2022-11-09,8.513
2022-11-10,9.304
2022-11-11,9.485
2022-11-12,9.485
2022-11-13,9.485
2022-11-14,9.477
2022-11-15,9.455
2022-11-16,9.209
2022-11-17,8.996
2022-11-18,8.935
2022-11-19,8.935
2022-11-20,8.935
2022-11-21,8.923
2022-11-22,8.972
2022-11-23,9.021
2022-11-24,9.021
2022-11-25,8.974
2022-11-26,8.974
2022-11-27,8.974
2022-11-28,8.842
2022-11-29,8.906
2022-11-30,8.94
2022-12-01,9.013
2022-12-02,8.974
2022-12-03,8.974
2022-12-04,8.974
2022-12-05,8.459
2022-12-06,8.315
2022-12-07,8.698
2022-12-08,8.769
2022-12-09,8.762
2022-12-10,8.762
2022-12-11,8.762
2022-12-12,9.218
2022-12-13,9.426
2022-12-14,9.475
2022-12-15,8.872
2022-12-16,8.784
2022-12-17,8.784
2022-12-18,8.784
2022-12-19,8.659
2022-12-20,8.737
2022-12-21,8.991
2022-12-22,8.645
2022-12-23,8.698
2022-12-24,8.698
2022-12-25,8.698
2022-12-26,8.698
2022-12-27,8.608
2022-12-28,8.474
2022-12-29,8.603
2022-12-30,8.466
2022-12-31,8.466
2023-01-01,8.466
2023-01-02,8.466
2023-01-03,8.498
2023-01-04,8.869
2023-01-05,8.803
2023-01-06,9.037
2023-01-07,9.037
2023-01-08,9.037
2023-01-09,9.099
2023-01-10,9.225
2023-01-11,9.481
2023-01-12,9.443
2023-01-13,9.582
2023-01-14,9.582
2023-01-15,9.582
2023-01-16,9.582
2023-01-17,9.669
2023-01-18,9.666
2023-01-19,9.634
2023-01-20,9.909
2023-01-21,9.909
2023-01-22,9.909
2023-01-23,9.891
2023-01-24,9.753
2023-01-25,9.837
2023-01-26,10.029
2023-01-27,10.078
2023-01-28,10.078
2023-01-29,10.078
2023-01-30,9.95
2023-01-31,9.879
2023-02-01,10.145
2023-02-02,9.329
2023-02-03,9.231
2023-02-04,9.231
2023-02-05,9.231
2023-02-06,8.973
2023-02-07,8.898
2023-02-08,8.774
2023-02-09,8.673
2023-02-10,8.801
2023-02-11,8.801
2023-02-12,8.801
2023-02-13,8.91
2023-02-14,8.792
2023-02-15,8.797
2023-02-16,8.62
2023-02-17,8.733
2023-02-18,8.733
2023-02-19,8.733
2023-02-20,8.733
2023-02-21,8.402
2023-02-22,8.441
2023-02-23,8.571
2023-02-24,8.529
2023-02-25,8.529
2023-02-26,8.529
2023-02-27,8.627
2023-02-28,8.659
2023-03-01,8.865
2023-03-02,8.808
2023-03-03,8.812
2023-03-04,8.812
2023-03-05,8.812
2023-03-06,8.722
2023-03-07,8.576
2023-03-08,8.662
2023-03-09,8.33
2023-03-10,7.948
2023-03-11,7.948
2023-03-12,7.948
2023-03-13,7.69
2023-03-14,7.695
2023-03-15,7.533
2023-03-16,7.744
2023-03-17,7.584
2023-03-18,7.584
2023-03-19,7.584
2023-03-20,7.748
2023-03-21,7.999
2023-03-22,7.825
2023-03-23,7.832
2023-03-24,7.652
2023-03-25,7.652
2023-03-26,7.652
2023-03-27,7.736
2023-03-28,7.554
2023-03-29,7.663
2023-03-30,7.564
2023-03-31,7.793
2023-04-01,7.793
2023-04-02,7.793
2023-04-03,7.664
2023-04-04,7.478
2023-04-05,7.417
2023-04-06,7.461
2023-04-07,7.461
2023-04-08,7.461
2023-04-09,7.461
2023-04-10,7.448
2023-04-11,7.67
2023-04-12,7.957
2023-04-13,8.043
2023-04-14,8.32
2023-04-15,8.32
2023-04-16,8.32
2023-04-17,8.355
2023-04-18,8.411
2023-04-19,8.481
2023-04-20,8.447
2023-04-21,8.581
2023-04-22,8.581
2023-04-23,8.581
2023-04-24,8.467
2023-04-25,8.23
2023-04-26,7.887
2023-04-27,7.865
2023-04-28,7.663
2023-04-29,7.663
2023-04-30,7.663
2023-05-01,7.562
2023-05-02,7.406
2023-05-03,7.354
2023-05-04,7.243
2023-05-05,7.248
2023-05-06,7.248
2023-05-07,7.248
2023-05-08,7.233
2023-05-09,7.233
2023-05-10,7.25
2023-05-11,7.16
2023-05-12,7.301
2023-05-13,7.301
2023-05-14,7.301
2023-05-15,7.337
2023-05-16,7.197
2023-05-17,7.279
2023-05-18,7.319
2023-05-19,7.202
2023-05-20,7.202
2023-05-21,7.202
2023-05-22,7.522
2023-05-23,7.517
2023-05-24,7.362
2023-05-25,7.277
2023-05-26,7.435
2023-05-27,7.435
2023-05-28,7.435
2023-05-29,7.435
2023-05-30,7.479
2023-05-31,7.416
2023-06-01,7.522
2023-06-02,7.957
2023-06-03,7.957
2023-06-04,7.957
2023-06-05,7.773
2023-06-06,7.848
2023-06-07,7.993
2023-06-08,7.921
2023-06-09,7.838
2023-06-10,7.838
2023-06-11,7.838
2023-06-12,7.778
2023-06-13,7.998
2023-06-14,8.096
2023-06-15,8.329
2023-06-16,8.298
2023-06-17,8.298
2023-06-18,8.298
2023-06-19,8.298
2023-06-20,8.445
2023-06-21,8.368
2023-06-22,8.176
