,SUPN US Equity
2020-07-10,5.983
2020-07-11,5.983
2020-07-12,5.983
2020-07-13,5.862
2020-07-14,5.897
2020-07-15,6.153
2020-07-16,5.991
2020-07-17,5.971
2020-07-18,5.971
2020-07-19,5.971
2020-07-20,5.976
2020-07-21,5.902
2020-07-22,5.823
2020-07-23,5.86
2020-07-24,5.744
2020-07-25,5.744
2020-07-26,5.744
2020-07-27,5.57
2020-07-28,5.448
2020-07-29,5.446
2020-07-30,5.519
2020-07-31,5.227
2020-08-01,5.227
2020-08-02,5.227
2020-08-03,5.467
2020-08-04,5.385
2020-08-05,5.458
2020-08-06,5.441
2020-08-07,5.418
2020-08-08,5.418
2020-08-09,5.418
2020-08-10,5.406
2020-08-11,5.307
2020-08-12,5.423
2020-08-13,5.433
2020-08-14,5.619
2020-08-15,5.619
2020-08-16,5.619
2020-08-17,5.793
2020-08-18,5.828
2020-08-19,5.601
2020-08-20,5.404
2020-08-21,5.213
2020-08-22,5.213
2020-08-23,5.213
2020-08-24,5.203
2020-08-25,5.318
2020-08-26,5.39
2020-08-27,5.395
2020-08-28,5.297
2020-08-29,5.297
2020-08-30,5.297
2020-08-31,5.263
2020-09-01,5.048
2020-09-02,5.182
2020-09-03,5.208
2020-09-04,5.124
2020-09-05,5.124
2020-09-06,5.124
2020-09-07,5.124
2020-09-08,4.988
2020-09-09,5.055
2020-09-10,5.158
2020-09-11,5.096
2020-09-12,5.096
2020-09-13,5.096
2020-09-14,5.206
2020-09-15,5.256
2020-09-16,5.381
2020-09-17,5.381
2020-09-18,5.349
2020-09-19,5.349
2020-09-20,5.349
2020-09-21,5.146
2020-09-22,5.063
2020-09-23,4.89
2020-09-24,4.835
2020-09-25,4.861
2020-09-26,4.861
2020-09-27,4.861
2020-09-28,4.974
2020-09-29,4.993
2020-09-30,4.988
2020-10-01,5.136
2020-10-02,4.993
2020-10-03,4.993
2020-10-04,4.993
2020-10-05,5.074
2020-10-06,4.945
2020-10-07,4.996
2020-10-08,5.223
2020-10-09,5.304
2020-10-10,5.304
2020-10-11,5.304
2020-10-12,5.23
2020-10-13,5.176
2020-10-14,5.079
2020-10-15,5.037
2020-10-16,5.047
2020-10-17,5.047
2020-10-18,5.047
2020-10-19,4.96
2020-10-20,4.947
2020-10-21,4.889
2020-10-22,4.983
2020-10-23,4.973
2020-10-24,4.973
2020-10-25,4.973
2020-10-26,4.876
2020-10-27,4.663
2020-10-28,4.381
2020-10-29,4.542
2020-10-30,4.545
2020-10-31,4.545
2020-11-01,4.545
2020-11-02,4.547
2020-11-03,4.411
2020-11-04,5.72
2020-11-05,5.863
2020-11-06,6.003
2020-11-07,6.003
2020-11-08,6.003
2020-11-09,6.352
2020-11-10,5.365
2020-11-11,5.43
2020-11-12,5.532
2020-11-13,5.858
2020-11-14,5.858
2020-11-15,5.858
2020-11-16,5.692
2020-11-17,5.703
2020-11-18,5.463
2020-11-19,5.374
2020-11-20,5.29
2020-11-21,5.29
2020-11-22,5.29
2020-11-23,5.265
2020-11-24,5.4
2020-11-25,5.43
2020-11-26,5.43
2020-11-27,5.568
2020-11-28,5.568
2020-11-29,5.568
2020-11-30,5.423
2020-12-01,5.596
2020-12-02,5.517
2020-12-03,5.54
2020-12-04,5.601
2020-12-05,5.601
2020-12-06,5.601
2020-12-07,5.474
2020-12-08,5.56
2020-12-09,5.593
2020-12-10,5.57
2020-12-11,5.517
2020-12-12,5.517
2020-12-13,5.517
2020-12-14,5.519
2020-12-15,5.53
2020-12-16,5.502
2020-12-17,5.451
2020-12-18,5.57
2020-12-19,5.57
2020-12-20,5.57
2020-12-21,5.708
2020-12-22,5.733
2020-12-23,6.571
2020-12-24,6.533
2020-12-25,6.533
2020-12-26,6.533
2020-12-27,6.533
2020-12-28,6.375
2020-12-29,6.413
2020-12-30,6.385
2020-12-31,6.405
2021-01-01,6.405
2021-01-02,6.405
2021-01-03,6.405
2021-01-04,6.4
2021-01-05,6.591
2021-01-06,6.726
2021-01-07,6.762
2021-01-08,6.94
2021-01-09,6.94
2021-01-10,6.94
2021-01-11,7.207
2021-01-12,7.324
2021-01-13,7.202
2021-01-14,7.344
2021-01-15,7.454
2021-01-16,7.454
2021-01-17,7.454
2021-01-18,7.454
2021-01-19,7.589
2021-01-20,7.474
2021-01-21,7.235
2021-01-22,7.638
2021-01-23,7.638
2021-01-24,7.638
2021-01-25,7.805
2021-01-26,7.959
2021-01-27,7.888
2021-01-28,7.694
2021-01-29,7.497
2021-01-30,7.497
2021-01-31,7.497
2021-02-01,7.656
2021-02-02,7.321
2021-02-03,7.434
2021-02-04,7.301
2021-02-05,7.414
2021-02-06,7.414
2021-02-07,7.414
2021-02-08,7.739
2021-02-09,7.86
2021-02-10,7.926
2021-02-11,7.724
2021-02-12,7.704
2021-02-13,7.704
2021-02-14,7.704
2021-02-15,7.704
2021-02-16,7.568
2021-02-17,7.497
2021-02-18,7.346
2021-02-19,7.462
2021-02-20,7.462
2021-02-21,7.462
2021-02-22,7.374
2021-02-23,7.455
2021-02-24,7.797
2021-02-25,7.744
2021-02-26,5.653
2021-02-27,5.653
2021-02-28,5.653
2021-03-01,5.468
2021-03-02,5.254
2021-03-03,5.285
2021-03-04,5.081
2021-03-05,5.29
2021-03-06,5.29
2021-03-07,5.29
2021-03-08,5.367
2021-03-09,5.376
2021-03-10,5.422
2021-03-11,5.609
2021-03-12,5.619
2021-03-13,5.619
2021-03-14,5.619
2021-03-15,5.639
2021-03-16,5.54
2021-03-17,5.567
2021-03-18,5.38
2021-03-19,5.5
2021-03-20,5.5
2021-03-21,5.5
2021-03-22,5.746
2021-03-23,5.472
2021-03-24,5.291
2021-03-25,5.508
2021-03-26,5.519
2021-03-27,5.519
2021-03-28,5.519
2021-03-29,5.397
2021-03-30,5.505
2021-03-31,5.508
2021-04-01,5.622
2021-04-02,5.622
2021-04-03,5.622
2021-04-04,5.622
2021-04-05,6.335
2021-04-06,6.122
2021-04-07,5.944
2021-04-08,5.914
2021-04-09,5.956
2021-04-10,5.956
2021-04-11,5.956
2021-04-12,5.885
2021-04-13,6.583
2021-04-14,6.705
2021-04-15,6.701
2021-04-16,6.669
2021-04-17,6.669
2021-04-18,6.669
2021-04-19,6.512
2021-04-20,6.459
2021-04-21,6.604
2021-04-22,6.585
2021-04-23,6.608
2021-04-24,6.608
2021-04-25,6.608
2021-04-26,6.709
2021-04-27,6.787
2021-04-28,6.56
2021-04-29,6.579
2021-04-30,6.406
2021-05-01,6.406
2021-05-02,6.406
2021-05-03,6.526
2021-05-04,6.333
2021-05-05,6.46
2021-05-06,6.206
2021-05-07,6.222
2021-05-08,6.222
2021-05-09,6.222
2021-05-10,6.218
2021-05-11,6.225
2021-05-12,6.235
2021-05-13,6.32
2021-05-14,6.47
2021-05-15,6.47
2021-05-16,6.47
2021-05-17,6.555
2021-05-18,6.487
2021-05-19,6.396
2021-05-20,6.623
2021-05-21,6.502
2021-05-22,6.502
2021-05-23,6.502
2021-05-24,6.419
2021-05-25,6.337
2021-05-26,6.369
2021-05-27,6.373
2021-05-28,6.324
2021-05-29,6.324
2021-05-30,6.324
2021-05-31,6.324
2021-06-01,6.263
2021-06-02,6.242
2021-06-03,6.305
2021-06-04,6.331
2021-06-05,6.331
2021-06-06,6.331
2021-06-07,6.311
2021-06-08,6.362
2021-06-09,6.485
2021-06-10,6.744
2021-06-11,6.61
2021-06-12,6.61
2021-06-13,6.61
2021-06-14,6.773
2021-06-15,6.763
2021-06-16,7.032
2021-06-17,6.903
2021-06-18,6.799
2021-06-19,6.799
2021-06-20,6.799
2021-06-21,6.936
2021-06-22,6.886
2021-06-23,6.765
2021-06-24,6.856
2021-06-25,6.919
2021-06-26,6.919
2021-06-27,6.919
2021-06-28,6.814
2021-06-29,6.701
2021-06-30,6.523
2021-07-01,6.65
2021-07-02,6.434
2021-07-03,6.434
2021-07-04,6.434
2021-07-05,6.434
2021-07-06,6.375
2021-07-07,6.161
2021-07-08,6.017
2021-07-09,6.019
2021-07-10,6.019
2021-07-11,6.019
2021-07-12,5.983
2021-07-13,5.898
2021-07-14,5.672
2021-07-15,5.595
2021-07-16,5.604
2021-07-17,5.604
2021-07-18,5.604
2021-07-19,5.773
2021-07-20,5.718
2021-07-21,5.869
2021-07-22,5.786
2021-07-23,5.778
2021-07-24,5.778
2021-07-25,5.778
2021-07-26,5.803
2021-07-27,5.769
2021-07-28,5.936
2021-07-29,5.801
2021-07-30,5.578
2021-07-31,5.578
2021-08-01,5.578
2021-08-02,5.665
2021-08-03,5.697
2021-08-04,7.073
2021-08-05,6.919
2021-08-06,6.87
2021-08-07,6.87
2021-08-08,6.87
2021-08-09,6.695
2021-08-10,6.414
2021-08-11,6.383
2021-08-12,6.477
2021-08-13,6.438
2021-08-14,6.438
2021-08-15,6.438
2021-08-16,6.427
2021-08-17,6.409
2021-08-18,6.25
2021-08-19,6.125
2021-08-20,6.269
2021-08-21,6.269
2021-08-22,6.269
2021-08-23,6.529
2021-08-24,6.531
2021-08-25,6.622
2021-08-26,6.529
2021-08-27,6.89
2021-08-28,6.89
2021-08-29,6.89
2021-08-30,6.872
2021-08-31,7.164
2021-09-01,7.234
2021-09-02,7.203
2021-09-03,7.145
2021-09-04,7.145
2021-09-05,7.145
2021-09-06,7.145
2021-09-07,7.101
2021-09-08,7.034
2021-09-09,7.119
2021-09-10,6.919
2021-09-11,6.919
2021-09-12,6.919
2021-09-13,6.997
2021-09-14,7.008
2021-09-15,7.028
2021-09-16,7.075
2021-09-17,7.099
2021-09-18,7.099
2021-09-19,7.099
2021-09-20,6.979
2021-09-21,7.093
2021-09-22,7.054
2021-09-23,7.008
2021-09-24,7.237
2021-09-25,7.237
2021-09-26,7.237
2021-09-27,7.276
2021-09-28,7.052
2021-09-29,6.987
2021-09-30,6.94
2021-10-01,7.083
2021-10-02,7.083
2021-10-03,7.083
2021-10-04,6.937
2021-10-05,6.958
2021-10-06,6.88
2021-10-07,6.979
2021-10-08,6.862
2021-10-09,6.862
2021-10-10,6.862
2021-10-11,5.912
2021-10-12,6.245
2021-10-13,6.274
2021-10-14,6.463
2021-10-15,6.586
2021-10-16,6.586
2021-10-17,6.586
2021-10-18,6.382
2021-10-19,6.17
2021-10-20,6.22
2021-10-21,6.112
2021-10-22,6.199
2021-10-23,6.199
2021-10-24,6.199
2021-10-25,6.268
2021-10-26,6.247
2021-10-27,6.108
2021-10-28,5.577
2021-10-29,5.64
2021-10-30,5.64
2021-10-31,5.64
2021-11-01,5.732
2021-11-02,5.679
2021-11-03,6.039
2021-11-04,6.346
2021-11-05,6.475
2021-11-06,6.475
2021-11-07,6.475
2021-11-08,6.748
2021-11-09,6.813
2021-11-10,6.632
2021-11-11,6.684
2021-11-12,6.592
2021-11-13,6.592
2021-11-14,6.592
2021-11-15,6.553
2021-11-16,6.881
2021-11-17,6.819
2021-11-18,6.606
2021-11-19,6.73
2021-11-20,6.73
2021-11-21,6.73
2021-11-22,6.535
2021-11-23,6.445
2021-11-24,6.423
2021-11-25,6.423
2021-11-26,6.155
2021-11-27,6.155
2021-11-28,6.155
2021-11-29,6.123
2021-11-30,6.027
2021-12-01,18.473
2021-12-02,18.671
2021-12-03,18.198
2021-12-04,18.198
2021-12-05,18.198
2021-12-06,18.006
2021-12-07,18.545
2021-12-08,12.863
2021-12-09,12.382
2021-12-10,11.988
2021-12-11,11.988
2021-12-12,11.988
2021-12-13,11.618
2021-12-14,11.693
2021-12-15,11.884
2021-12-16,11.739
2021-12-17,11.905
2021-12-18,11.905
2021-12-19,11.905
2021-12-20,12.34
2021-12-21,12.315
2021-12-22,12.751
2021-12-23,12.78
2021-12-24,12.78
2021-12-25,12.78
2021-12-26,12.78
2021-12-27,12.871
2021-12-28,12.618
2021-12-29,12.465
2021-12-30,12.461
2021-12-31,12.1
2022-01-01,12.1
2022-01-02,12.1
2022-01-03,12.481
2022-01-04,12.224
2022-01-05,12.083
2022-01-06,11.83
2022-01-07,12.336
2022-01-08,12.336
2022-01-09,12.336
2022-01-10,12.361
2022-01-11,12.544
2022-01-12,12.311
2022-01-13,12.116
2022-01-14,12.468
2022-01-15,12.468
2022-01-16,12.468
2022-01-17,12.468
2022-01-18,12.012
2022-01-19,17.198
2022-01-20,17.239
2022-01-21,17.493
2022-01-22,17.493
2022-01-23,17.493
2022-01-24,17.192
2022-01-25,12.969
2022-01-26,12.817
2022-01-27,12.672
2022-01-28,13.41
2022-01-29,13.41
2022-01-30,13.41
2022-01-31,13.472
2022-02-01,13.865
2022-02-02,13.694
2022-02-03,13.14
2022-02-04,13.507
2022-02-05,13.507
2022-02-06,13.507
2022-02-07,13.62
2022-02-08,13.646
2022-02-09,13.686
2022-02-10,13.38
2022-02-11,13.183
2022-02-12,13.183
2022-02-13,13.183
2022-02-14,13.175
2022-02-15,13.341
2022-02-16,13.467
2022-02-17,13.59
2022-02-18,14.367
2022-02-19,14.367
2022-02-20,14.367
2022-02-21,14.367
2022-02-22,14.061
2022-02-23,13.817
2022-02-24,14.052
2022-02-25,13.524
2022-02-26,13.524
2022-02-27,13.524
2022-02-28,18.872
2022-03-01,17.543
2022-03-02,17.95
2022-03-03,17.891
2022-03-04,17.862
2022-03-05,17.862
2022-03-06,17.862
2022-03-07,17.767
2022-03-08,17.732
2022-03-09,18.051
2022-03-10,18.576
2022-03-11,18.293
2022-03-12,18.293
2022-03-13,18.293
2022-03-14,17.785
2022-03-15,17.826
2022-03-16,18.358
2022-03-17,18.476
2022-03-18,18.458
2022-03-19,18.458
2022-03-20,18.458
2022-03-21,18.411
2022-03-22,18.582
2022-03-23,18.612
2022-03-24,19.061
2022-03-25,18.919
2022-03-26,18.919
2022-03-27,18.919
2022-03-28,18.913
2022-03-29,19.22
2022-03-30,19.138
2022-03-31,19.09
2022-04-01,19.008
2022-04-02,19.008
2022-04-03,19.008
2022-04-04,18.836
2022-04-05,19.008
2022-04-06,20.106
2022-04-07,20.23
2022-04-08,19.799
2022-04-09,19.799
2022-04-10,19.799
2022-04-11,18.807
2022-04-12,18.949
2022-04-13,19.273
2022-04-14,18.37
2022-04-15,18.37
2022-04-16,18.37
2022-04-17,18.37
2022-04-18,17.307
2022-04-19,17.236
2022-04-20,17.513
2022-04-21,17.484
2022-04-22,17.413
2022-04-23,17.413
2022-04-24,17.413
2022-04-25,17.301
2022-04-26,16.745
2022-04-27,16.639
2022-04-28,17.329
2022-04-29,17.012
2022-04-30,17.012
2022-05-01,17.012
2022-05-02,17.61
2022-05-03,17.64
2022-05-04,17.817
2022-05-05,17.091
2022-05-06,16.756
2022-05-07,16.756
2022-05-08,16.756
2022-05-09,14.124
2022-05-10,13.835
2022-05-11,13.567
2022-05-12,14.167
2022-05-13,14.349
2022-05-14,14.349
2022-05-15,14.349
2022-05-16,14.697
2022-05-17,15.158
2022-05-18,14.435
2022-05-19,14.521
2022-05-20,14.719
2022-05-21,14.719
2022-05-22,14.719
2022-05-23,14.542
2022-05-24,14.451
2022-05-25,14.606
2022-05-26,14.703
2022-05-27,15.212
2022-05-28,15.212
2022-05-29,15.212
2022-05-30,15.212
2022-05-31,14.928
2022-06-01,14.987
2022-06-02,15.056
2022-06-03,15.147
2022-06-04,15.147
2022-06-05,15.147
2022-06-06,14.981
2022-06-07,15.351
2022-06-08,15.115
2022-06-09,14.933
2022-06-10,14.542
2022-06-11,14.542
2022-06-12,14.542
2022-06-13,14.199
2022-06-14,14.156
2022-06-15,14.692
2022-06-16,14.189
2022-06-17,14.472
2022-06-18,14.472
2022-06-19,14.472
2022-06-20,14.472
2022-06-21,14.751
2022-06-22,14.869
2022-06-23,15.206
2022-06-24,15.212
2022-06-25,15.212
2022-06-26,15.212
2022-06-27,15.528
2022-06-28,15.201
2022-06-29,15.265
2022-06-30,15.49
2022-07-01,15.72
2022-07-02,15.72
2022-07-03,15.72
2022-07-04,15.72
2022-07-05,15.961
2022-07-06,16.336
2022-07-07,16.127
2022-07-08,16.149
2022-07-09,16.149
2022-07-10,16.149
2022-07-11,15.865
2022-07-12,15.581
2022-07-13,15.517
2022-07-14,15.42
2022-07-15,15.897
2022-07-16,15.897
2022-07-17,15.897
2022-07-18,15.608
2022-07-19,16.042
2022-07-20,15.806
2022-07-21,16.004
2022-07-22,16.31
2022-07-23,16.31
2022-07-24,16.31
2022-07-25,16.363
2022-07-26,16.626
2022-07-27,16.781
2022-07-28,16.851
2022-07-29,17.006
2022-07-30,17.006
2022-07-31,17.006
2022-08-01,16.872
2022-08-02,17.118
2022-08-03,17.151
2022-08-04,16.939
2022-08-05,16.603
2022-08-06,16.603
2022-08-07,16.603
2022-08-08,16.144
2022-08-09,16.014
2022-08-10,16.309
2022-08-11,16.138
2022-08-12,16.928
2022-08-13,16.928
2022-08-14,16.928
2022-08-15,17.548
2022-08-16,17.543
2022-08-17,17.3
2022-08-18,17.481
2022-08-19,18.332
2022-08-20,18.332
2022-08-21,18.332
2022-08-22,18.219
2022-08-23,18.136
2022-08-24,18.172
2022-08-25,18.1
2022-08-26,17.47
2022-08-27,17.47
2022-08-28,17.47
2022-08-29,17.424
2022-08-30,16.318
2022-08-31,16.673
2022-09-01,17.068
2022-09-02,16.751
2022-09-03,16.751
2022-09-04,16.751
2022-09-05,16.751
2022-09-06,16.615
2022-09-07,16.668
2022-09-08,16.829
2022-09-09,16.878
2022-09-10,16.878
2022-09-11,16.878
2022-09-12,17.102
2022-09-13,16.868
2022-09-14,16.868
2022-09-15,16.965
2022-09-16,17.0
2022-09-17,17.0
2022-09-18,17.0
2022-09-19,17.248
2022-09-20,16.829
2022-09-21,16.702
2022-09-22,16.045
2022-09-23,16.113
2022-09-24,16.113
2022-09-25,16.113
2022-09-26,15.85
2022-09-27,15.49
2022-09-28,16.274
2022-09-29,16.21
2022-09-30,16.488
2022-10-01,16.488
2022-10-02,16.488
2022-10-03,16.318
2022-10-04,16.688
2022-10-05,16.439
2022-10-06,16.595
2022-10-07,16.215
2022-10-08,16.215
2022-10-09,16.215
2022-10-10,16.277
2022-10-11,16.056
2022-10-12,15.944
2022-10-13,16.482
2022-10-14,16.646
2022-10-15,16.646
2022-10-16,16.646
2022-10-17,17.205
2022-10-18,17.426
2022-10-19,17.164
2022-10-20,16.872
2022-10-21,17.251
2022-10-22,17.251
2022-10-23,17.251
2022-10-24,17.379
2022-10-25,17.569
2022-10-26,17.723
2022-10-27,17.477
2022-10-28,17.831
2022-10-29,17.831
2022-10-30,17.831
2022-10-31,17.574
2022-11-01,17.595
2022-11-02,17.61
2022-11-03,17.595
2022-11-04,17.436
2022-11-05,17.436
2022-11-06,17.436
2022-11-07,17.805
2022-11-08,21.513
2022-11-09,20.26
2022-11-10,21.246
2022-11-11,21.717
2022-11-12,21.717
2022-11-13,21.717
2022-11-14,21.389
2022-11-15,21.079
2022-11-16,20.905
2022-11-17,21.128
2022-11-18,21.407
2022-11-19,21.407
2022-11-20,21.407
2022-11-21,21.469
2022-11-22,21.655
2022-11-23,21.6
2022-11-24,21.6
2022-11-25,21.829
2022-11-26,21.829
2022-11-27,21.829
2022-11-28,22.071
2022-11-29,22.319
2022-11-30,22.765
2022-12-01,22.951
2022-12-02,23.255
2022-12-03,23.255
2022-12-04,23.255
2022-12-05,22.077
2022-12-06,22.071
2022-12-07,22.077
2022-12-08,22.058
2022-12-09,21.841
2022-12-10,21.841
2022-12-11,21.841
2022-12-12,22.04
2022-12-13,21.885
2022-12-14,22.052
2022-12-15,21.996
2022-12-16,22.939
2022-12-17,22.939
2022-12-18,22.939
2022-12-19,22.343
2022-12-20,21.237
2022-12-21,21.486
2022-12-22,21.299
2022-12-23,21.254
2022-12-24,21.254
2022-12-25,21.254
2022-12-26,21.254
2022-12-27,20.805
2022-12-28,20.278
2022-12-29,20.352
2022-12-30,20.233
2022-12-31,20.233
2023-01-01,20.233
2023-01-02,20.233
2023-01-03,23.317
2023-01-04,24.007
2023-01-05,24.269
2023-01-06,24.505
2023-01-07,24.505
2023-01-08,24.505
2023-01-09,23.989
2023-01-10,24.132
2023-01-11,24.063
2023-01-12,24.107
2023-01-13,24.816
2023-01-14,24.816
2023-01-15,24.816
2023-01-16,24.816
2023-01-17,24.941
2023-01-18,25.04
2023-01-19,25.128
2023-01-20,25.084
2023-01-21,25.084
2023-01-22,25.084
2023-01-23,33.398
2023-01-24,33.585
2023-01-25,33.285
2023-01-26,33.301
2023-01-27,32.993
2023-01-28,32.993
2023-01-29,32.993
2023-01-30,33.301
2023-01-31,33.26
2023-02-01,33.723
2023-02-02,25.833
2023-02-03,25.575
2023-02-04,25.575
2023-02-05,25.575
2023-02-06,25.046
2023-02-07,23.442
2023-02-08,23.534
2023-02-09,23.97
2023-02-10,23.768
2023-02-11,23.768
2023-02-12,23.768
2023-02-13,24.241
2023-02-14,23.712
2023-02-15,23.7
2023-02-16,23.755
2023-02-17,24.155
2023-02-18,24.155
2023-02-19,24.155
2023-02-20,24.155
2023-02-21,23.86
2023-02-22,23.706
2023-02-23,23.725
2023-02-24,23.356
2023-02-25,23.356
2023-02-26,23.356
2023-02-27,23.331
2023-02-28,26.985
2023-03-01,28.177
2023-03-02,28.6
2023-03-03,28.571
2023-03-04,28.571
2023-03-05,28.571
2023-03-06,27.552
2023-03-07,27.538
2023-03-08,27.085
2023-03-09,26.159
2023-03-10,25.104
2023-03-11,25.104
2023-03-12,25.104
2023-03-13,25.118
2023-03-14,26.102
2023-03-15,25.492
2023-03-16,28.451
2023-03-17,27.613
2023-03-18,27.613
2023-03-19,27.613
2023-03-20,25.542
2023-03-21,26.346
2023-03-22,25.384
2023-03-23,25.126
2023-03-24,25.678
2023-03-25,25.678
2023-03-26,25.678
2023-03-27,26.131
2023-03-28,26.123
2023-03-29,25.93
2023-03-30,26.037
2023-03-31,26.009
2023-04-01,26.009
2023-04-02,26.009
2023-04-03,26.152
2023-04-04,25.635
2023-04-05,25.75
2023-04-06,26.626
2023-04-07,26.626
2023-04-08,26.626
2023-04-09,26.626
2023-04-10,26.805
2023-04-11,26.439
2023-04-12,26.152
2023-04-13,26.454
2023-04-14,25.887
2023-04-15,25.887
2023-04-16,25.887
2023-04-17,26.382
2023-04-18,26.045
2023-04-19,26.719
2023-04-20,26.892
2023-04-21,27.803
2023-04-22,27.803
2023-04-23,27.803
2023-04-24,27.071
2023-04-25,26.525
2023-04-26,26.064
2023-04-27,26.199
2023-04-28,26.142
2023-04-29,26.142
2023-04-30,26.142
2023-05-01,26.206
2023-05-02,26.44
2023-05-03,26.397
2023-05-04,25.865
2023-05-05,26.035
2023-05-06,26.035
2023-05-07,26.035
2023-05-08,26.092
2023-05-09,25.788
2023-05-10,26.172
2023-05-11,25.588
2023-05-12,24.326
2023-05-13,24.326
2023-05-14,24.326
2023-05-15,24.761
2023-05-16,25.061
2023-05-17,25.082
2023-05-18,24.925
2023-05-19,25.153
2023-05-20,25.153
2023-05-21,25.153
2023-05-22,24.604
2023-05-23,24.277
2023-05-24,24.027
2023-05-25,23.906
2023-05-26,23.963
2023-05-27,23.963
2023-05-28,23.963
2023-05-29,23.963
2023-05-30,23.706
2023-05-31,23.621
2023-06-01,23.493
2023-06-02,23.899
2023-06-03,23.899
2023-06-04,23.899
2023-06-05,24.006
2023-06-06,24.654
2023-06-07,25.267
2023-06-08,25.367
2023-06-09,24.818
2023-06-10,24.818
2023-06-11,24.818
2023-06-12,24.234
2023-06-13,24.141
2023-06-14,24.098
2023-06-15,23.942
2023-06-16,24.07
2023-06-17,24.07
2023-06-18,24.07
2023-06-19,24.07
2023-06-20,23.906
2023-06-21,23.635
2023-06-22,23.899
