,SPR US Equity
2023-06-23,18.999
2023-06-24,18.999
2023-06-25,18.999
2023-06-26,19.405
2023-06-27,19.784
2023-06-28,19.594
2023-06-29,19.885
2023-06-30,19.736
2023-07-01,19.736
2023-07-02,19.736
2023-07-03,20.122
2023-07-04,20.122
2023-07-05,20.122
2023-07-06,19.899
2023-07-07,19.648
2023-07-08,19.648
2023-07-09,19.648
2023-07-10,20.129
2023-07-11,20.163
2023-07-12,18.098
2023-07-13,18.344
2023-07-14,17.903
2023-07-15,17.903
2023-07-16,17.903
2023-07-17,17.906
2023-07-18,18.284
2023-07-19,18.175
2023-07-20,18.604
2023-07-21,18.451
2023-07-22,18.451
2023-07-23,18.451
2023-07-24,18.668
2023-07-25,18.899
2023-07-26,19.725
2023-07-27,19.552
2023-07-28,20.045
2023-07-29,20.045
2023-07-30,20.045
2023-07-31,20.371
2023-08-01,20.128
2023-08-02,19.226
2023-08-03,21.306
2023-08-04,21.306
2023-08-05,21.306
2023-08-06,21.306
2023-08-07,27.973
2023-08-08,27.669
2023-08-09,27.877
2023-08-10,28.613
2023-08-11,28.38
2023-08-12,28.38
2023-08-13,28.38
2023-08-14,28.883
2023-08-15,26.736
2023-08-16,26.491
2023-08-17,26.0
2023-08-18,26.344
2023-08-19,26.344
2023-08-20,26.344
2023-08-21,26.528
2023-08-22,28.209
2023-08-23,28.184
2023-08-24,24.613
2023-08-25,25.337
2023-08-26,25.337
2023-08-27,25.337
2023-08-28,26.883
2023-08-29,26.994
2023-08-30,26.798
2023-08-31,26.16
2023-09-01,29.075
2023-09-02,29.075
2023-09-03,29.075
2023-09-04,29.075
2023-09-05,28.571
2023-09-06,28.177
2023-09-07,26.109
2023-09-08,25.755
2023-09-09,25.755
2023-09-10,25.755
2023-09-11,24.272
2023-09-12,23.85
2023-09-13,22.707
2023-09-14,22.286
2023-09-15,22.898
2023-09-16,22.898
2023-09-17,22.898
2023-09-18,21.756
2023-09-19,21.235
2023-09-20,20.494
2023-09-21,20.357
2023-09-22,20.796
2023-09-23,20.796
2023-09-24,20.796
2023-09-25,20.645
2023-09-26,20.796
2023-09-27,23.114
2023-09-28,23.816
2023-09-29,23.596
2023-09-30,23.596
2023-10-01,23.596
2023-10-02,27.205
2023-10-03,27.044
2023-10-04,27.568
2023-10-05,27.296
2023-10-06,28.401
2023-10-07,28.401
2023-10-08,28.401
2023-10-09,29.77
2023-10-10,32.491
2023-10-11,31.967
2023-10-12,31.239
2023-10-13,30.729
2023-10-14,30.729
2023-10-15,30.729
2023-10-16,33.412
2023-10-17,33.706
2023-10-18,39.849
2023-10-19,33.754
2023-10-20,32.568
2023-10-21,32.568
2023-10-22,32.568
2023-10-23,32.78
2023-10-24,33.109
2023-10-25,31.599
2023-10-26,32.616
2023-10-27,31.794
2023-10-28,31.794
2023-10-29,31.794
2023-10-30,30.365
2023-10-31,31.742
2023-11-01,33.955
2023-11-02,39.577
2023-11-03,39.358
2023-11-04,39.358
2023-11-05,39.358
2023-11-06,38.863
2023-11-07,44.682
2023-11-08,41.851
2023-11-09,50.506
2023-11-10,53.18
2023-11-11,53.18
2023-11-12,53.18
2023-11-13,54.211
2023-11-14,55.154
2023-11-15,55.088
2023-11-16,53.421
2023-11-17,54.276
2023-11-18,54.276
2023-11-19,54.276
2023-11-20,58.838
2023-11-21,58.838
2023-11-22,58.656
2023-11-23,58.656
2023-11-24,73.045
2023-11-25,73.045
2023-11-26,73.045
2023-11-27,73.101
2023-11-28,106.135
2023-11-29,104.223
2023-11-30,114.066
2023-12-01,116.888
2023-12-02,116.888
2023-12-03,116.888
2023-12-04,116.556
2023-12-05,115.228
2023-12-06,122.675
2023-12-07,122.851
2023-12-08,126.579
2023-12-09,126.579
2023-12-10,126.579
2023-12-11,124.956
2023-12-12,124.956
2023-12-13,125.487
2023-12-14,125.752
2023-12-15,130.841
2023-12-16,130.841
2023-12-17,130.841
2023-12-18,132.168
2023-12-19,135.929
2023-12-20,155.226
2023-12-21,161.206
2023-12-22,160.854
2023-12-23,160.854
2023-12-24,160.854
2023-12-25,160.854
2023-12-26,161.709
2023-12-27,161.055
2023-12-28,159.598
2023-12-29,159.698
2023-12-30,159.698
2023-12-31,159.698
2024-01-01,159.698
2024-01-02,154.573
2024-01-03,95.348
2024-01-04,99.057
2024-01-05,102.026
2024-01-06,102.026
2024-01-07,102.026
2024-01-08,83.186
2024-01-09,168.204
2024-01-10,125.427
2024-01-11,80.233
2024-01-12,79.07
2024-01-13,79.07
2024-01-14,79.07
2024-01-15,79.07
2024-01-16,77.411
2024-01-17,95.0
2024-01-18,102.291
2024-01-19,99.127
2024-01-20,99.127
2024-01-21,99.127
2024-01-22,99.312
2024-01-23,96.739
2024-01-24,103.514
2024-01-25,95.362
2024-01-26,97.681
2024-01-27,97.681
2024-01-28,97.681
2024-01-29,96.957
2024-01-30,91.594
2024-01-31,99.493
2024-02-01,100.326
2024-02-02,101.594
2024-02-03,101.594
2024-02-04,101.594
2024-02-05,117.665
2024-02-06,269.615
2024-02-07,480.169
2024-02-08,2570.0
2024-02-09,2570.0
2024-02-10,2570.0
2024-02-11,2570.0
2024-02-12,321.075
2024-02-13,321.828
2024-02-14,320.323
2024-02-15,175.988
2024-02-16,175.407
2024-02-17,175.407
2024-02-18,175.407
2024-02-19,175.407
2024-02-20,170.581
2024-02-21,390.4
2024-02-22,387.467
2024-02-23,390.0
2024-02-24,390.0
2024-02-25,390.0
2024-02-26,165.058
2024-02-27,169.593
2024-02-28,171.512
2024-02-29,166.279
2024-03-01,121.697
2024-03-02,121.697
2024-03-03,121.697
2024-03-04,126.716
2024-03-05,130.554
2024-03-06,114.623
2024-03-07,117.049
2024-03-08,117.311
2024-03-09,117.311
2024-03-10,117.311
2024-03-11,112.951
2024-03-12,104.164
2024-03-13,103.016
2024-03-14,101.41
2024-03-15,105.77
2024-03-16,105.77
2024-03-17,105.77
2024-03-18,106.656
2024-03-19,108.066
2024-03-20,124.504
2024-03-21,125.035
2024-03-22,122.199
2024-03-23,122.199
2024-03-24,122.199
2024-03-25,127.336
2024-03-26,128.175
2024-03-27,130.109
2024-03-28,131.642
2024-03-29,131.642
2024-03-30,131.642
2024-03-31,131.642
2024-04-01,129.343
2024-04-02,164.476
2024-04-03,219.935
2024-04-04,220.974
2024-04-05,223.312
2024-04-06,223.312
2024-04-07,223.312
2024-04-08,297.456
