,MRO US Equity
2020-03-30,3.614
2020-03-31,3.67
2020-04-01,3.48
2020-04-02,3.87
2020-04-03,4.071
2020-04-04,4.071
2020-04-05,4.071
2020-04-06,4.038
2020-04-07,4.105
2020-04-08,4.406
2020-04-09,5.329
2020-04-10,5.329
2020-04-11,5.329
2020-04-12,5.329
2020-04-13,5.202
2020-04-14,5.037
2020-04-15,5.013
2020-04-16,4.61
2020-04-17,5.155
2020-04-18,5.155
2020-04-19,5.155
2020-04-20,4.989
2020-04-21,5.025
2020-04-22,5.368
2020-04-23,5.736
2020-04-24,5.842
2020-04-25,5.842
2020-04-26,5.842
2020-04-27,5.748
2020-04-28,5.913
2020-04-29,11.25
2020-04-30,11.769
2020-05-01,10.577
2020-05-02,10.577
2020-05-03,10.577
2020-05-04,11.173
2020-05-05,11.835
2020-05-06,11.984
2020-05-07,11.792
2020-05-08,12.043
2020-05-09,12.043
2020-05-10,12.043
2020-05-11,17.142
2020-05-12,17.769
2020-05-13,16.576
2020-05-14,16.815
2020-05-15,15.829
2020-05-16,15.829
2020-05-17,15.829
2020-05-18,17.155
2020-05-19,16.422
2020-05-20,16.788
2020-05-21,16.76
2020-05-22,16.619
2020-05-23,16.619
2020-05-24,16.619
2020-05-25,16.619
2020-05-26,17.014
2020-05-27,17.353
2020-05-28,16.083
2020-05-29,15.067
2020-05-30,15.067
2020-05-31,15.067
2020-06-01,16.055
2020-06-02,16.535
2020-06-03,16.788
2020-06-04,17.578
2020-06-05,20.654
2020-06-06,20.654
2020-06-07,20.654
2020-06-08,23.786
2020-06-09,21.613
2020-06-10,20.061
2020-06-11,17.663
2020-06-12,18.566
2020-06-13,18.566
2020-06-14,18.566
2020-06-15,18.622
2020-06-16,19.018
2020-06-17,17.974
2020-06-18,18.312
2020-06-19,17.945
2020-06-20,17.945
2020-06-21,17.945
2020-06-22,5.54
2020-06-23,5.593
2020-06-24,5.116
2020-06-25,5.284
2020-06-26,5.072
2020-06-27,5.072
2020-06-28,5.072
2020-06-29,5.266
2020-06-30,5.407
2020-07-01,5.257
2020-07-02,5.407
2020-07-03,5.407
2020-07-04,5.407
2020-07-05,5.407
2020-07-06,5.178
2020-07-07,4.921
2020-07-08,5.01
2020-07-09,4.656
2020-07-10,4.727
2020-07-11,4.727
2020-07-12,4.727
2020-07-13,4.606
2020-07-14,4.789
2020-07-15,6.376
2020-07-16,6.41
2020-07-17,6.286
2020-07-18,6.286
2020-07-19,6.286
2020-07-20,6.263
2020-07-21,6.685
2020-07-22,6.606
2020-07-23,6.571
2020-07-24,6.487
2020-07-25,6.487
2020-07-26,6.487
2020-07-27,6.385
2020-07-28,6.271
2020-07-29,6.509
2020-07-30,6.249
2020-07-31,6.226
2020-08-01,6.226
2020-08-02,6.226
2020-08-03,6.26
2020-08-04,6.555
2020-08-05,6.782
2020-08-06,6.298
2020-08-07,6.448
2020-08-08,6.448
2020-08-09,6.448
2020-08-10,6.32
2020-08-11,6.216
2020-08-12,6.258
2020-08-13,6.177
2020-08-14,6.345
2020-08-15,6.345
2020-08-16,6.345
2020-08-17,6.208
2020-08-18,6.24
2020-08-19,6.009
2020-08-20,5.779
2020-08-21,5.527
2020-08-22,5.527
2020-08-23,5.527
2020-08-24,5.716
2020-08-25,5.758
2020-08-26,5.558
2020-08-27,5.621
2020-08-28,6.485
2020-08-29,6.485
2020-08-30,6.485
2020-08-31,6.352
2020-09-01,6.401
2020-09-02,6.16
2020-09-03,6.004
2020-09-04,5.931
2020-09-05,5.931
2020-09-06,5.931
2020-09-07,5.931
2020-09-08,5.414
2020-09-09,5.462
2020-09-10,5.246
2020-09-11,5.378
2020-09-12,5.378
2020-09-13,5.378
2020-09-14,5.294
2020-09-15,5.222
2020-09-16,5.834
2020-09-17,5.988
2020-09-18,6.167
2020-09-19,6.167
2020-09-20,6.167
2020-09-21,5.834
2020-09-22,5.719
2020-09-23,5.43
2020-09-24,5.559
2020-09-25,5.34
2020-09-26,5.34
2020-09-27,5.34
2020-09-28,5.534
2020-09-29,5.366
2020-09-30,5.276
2020-10-01,5.23
2020-10-02,5.336
2020-10-03,5.336
2020-10-04,5.336
2020-10-05,5.434
2020-10-06,5.19
2020-10-07,5.306
2020-10-08,5.414
2020-10-09,4.438
2020-10-10,4.438
2020-10-11,4.438
2020-10-12,4.469
2020-10-13,3.867
2020-10-14,3.84
2020-10-15,3.904
2020-10-16,3.721
2020-10-17,3.721
2020-10-18,3.721
2020-10-19,3.639
2020-10-20,3.798
2020-10-21,3.752
2020-10-22,3.999
2020-10-23,4.063
2020-10-24,4.063
2020-10-25,4.063
2020-10-26,3.779
2020-10-27,3.779
2020-10-28,3.427
2020-10-29,3.552
2020-10-30,3.525
2020-10-31,3.525
2020-11-01,3.525
2020-11-02,3.694
2020-11-03,3.685
2020-11-04,3.801
2020-11-05,3.911
2020-11-06,3.296
2020-11-07,3.296
2020-11-08,3.296
2020-11-09,4.062
2020-11-10,3.953
2020-11-11,3.953
2020-11-12,3.846
2020-11-13,4.038
2020-11-14,4.038
2020-11-15,4.038
2020-11-16,4.373
2020-11-17,4.413
2020-11-18,4.405
2020-11-19,4.566
2020-11-20,4.494
2020-11-21,4.494
2020-11-22,4.494
2020-11-23,4.951
2020-11-24,5.176
2020-11-25,5.16
2020-11-26,5.16
2020-11-27,5.095
2020-11-28,5.095
2020-11-29,5.095
2020-11-30,4.75
2020-12-01,4.702
2020-12-02,4.863
2020-12-03,4.967
2020-12-04,5.497
2020-12-05,5.497
2020-12-06,5.497
2020-12-07,5.414
2020-12-08,5.692
2020-12-09,5.757
2020-12-10,5.877
2020-12-11,5.684
2020-12-12,5.684
2020-12-13,5.684
2020-12-14,5.41
2020-12-15,5.563
2020-12-16,5.612
2020-12-17,5.508
2020-12-18,5.364
2020-12-19,5.364
2020-12-20,5.364
2020-12-21,5.221
2020-12-22,5.029
2020-12-23,6.995
2020-12-24,6.811
2020-12-25,6.811
2020-12-26,6.811
2020-12-27,6.811
2020-12-28,6.811
2020-12-29,6.749
2020-12-30,6.985
2020-12-31,6.852
2021-01-01,6.852
2021-01-02,6.852
2021-01-03,6.852
2021-01-04,7.283
2021-01-05,7.944
2021-01-06,7.997
2021-01-07,8.2
2021-01-08,8.051
2021-01-09,8.051
2021-01-10,8.051
2021-01-11,7.19
2021-01-12,7.757
2021-01-13,7.434
2021-01-14,7.295
2021-01-15,6.991
2021-01-16,6.991
2021-01-17,6.991
2021-01-18,6.991
2021-01-19,7.262
2021-01-20,7.304
2021-01-21,6.991
2021-01-22,6.906
2021-01-23,6.906
2021-01-24,6.906
2021-01-25,6.858
2021-01-26,6.551
2021-01-27,6.612
2021-01-28,6.63
2021-01-29,6.349
2021-01-30,6.349
2021-01-31,6.349
2021-02-01,6.437
2021-02-02,6.472
2021-02-03,6.84
2021-02-04,6.849
2021-02-05,6.963
2021-02-06,6.963
2021-02-07,6.963
2021-02-08,7.875
2021-02-09,7.796
2021-02-10,7.972
2021-02-11,7.674
2021-02-12,7.866
2021-02-13,7.866
2021-02-14,7.866
2021-02-15,7.866
2021-02-16,8.403
2021-02-17,8.43
2021-02-18,8.025
2021-02-19,8.315
2021-02-20,8.315
2021-02-21,8.315
2021-02-22,8.975
2021-02-23,10.485
2021-02-24,10.574
2021-02-25,10.092
2021-02-26,9.216
2021-02-27,9.216
2021-02-28,9.216
2021-03-01,9.299
2021-03-02,9.324
2021-03-03,9.656
2021-03-04,10.537
2021-03-05,11.065
2021-03-06,11.065
2021-03-07,11.065
2021-03-08,11.353
2021-03-09,11.004
2021-03-10,11.206
2021-03-11,11.472
2021-03-12,11.188
2021-03-13,11.188
2021-03-14,11.188
2021-03-15,10.449
2021-03-16,9.938
2021-03-17,10.166
2021-03-18,9.312
2021-03-19,9.608
2021-03-20,9.608
2021-03-21,9.608
2021-03-22,9.443
2021-03-23,8.867
2021-03-24,9.103
2021-03-25,9.181
2021-03-26,9.669
2021-03-27,9.669
2021-03-28,9.669
2021-03-29,9.504
2021-03-30,9.573
2021-03-31,9.312
2021-04-01,10.28
2021-04-02,10.28
2021-04-03,10.28
2021-04-04,10.28
2021-04-05,9.757
2021-04-06,9.713
2021-04-07,9.539
2021-04-08,9.504
2021-04-09,9.512
2021-04-10,9.512
2021-04-11,9.512
2021-04-12,9.727
2021-04-13,9.673
2021-04-14,9.812
2021-04-15,9.374
2021-04-16,9.106
2021-04-17,9.106
2021-04-18,9.106
2021-04-19,9.193
2021-04-20,8.743
2021-04-21,8.916
2021-04-22,8.751
2021-04-23,9.039
2021-04-24,9.039
2021-04-25,9.039
2021-04-26,9.214
2021-04-27,9.436
2021-04-28,10.043
2021-04-29,10.026
2021-04-30,9.625
2021-05-01,9.625
2021-05-02,9.625
2021-05-03,9.429
2021-05-04,9.59
2021-05-05,9.912
2021-05-06,9.657
2021-05-07,10.029
2021-05-08,10.029
2021-05-09,10.029
2021-05-10,9.179
2021-05-11,8.913
2021-05-12,8.844
2021-05-13,8.101
2021-05-14,8.635
2021-05-15,8.635
2021-05-16,8.635
2021-05-17,8.965
2021-05-18,8.759
2021-05-19,8.333
2021-05-20,8.275
2021-05-21,8.326
2021-05-22,8.326
2021-05-23,8.326
2021-05-24,8.611
2021-05-25,8.388
2021-05-26,8.192
2021-05-27,8.323
2021-05-28,8.336
2021-05-29,8.336
2021-05-30,8.336
2021-05-31,8.336
2021-06-01,9.472
2021-06-02,9.562
2021-06-03,9.652
2021-06-04,9.652
2021-06-05,9.652
2021-06-06,9.652
2021-06-07,9.568
2021-06-08,9.342
2021-06-09,9.184
2021-06-10,9.259
2021-06-11,9.252
2021-06-12,9.252
2021-06-13,9.252
2021-06-14,9.225
2021-06-15,9.514
2021-06-16,9.39
2021-06-17,8.76
2021-06-18,8.543
2021-06-19,8.543
2021-06-20,8.543
2021-06-21,9.134
2021-06-22,9.154
2021-06-23,9.215
2021-06-24,9.413
2021-06-25,9.562
2021-06-26,9.562
2021-06-27,9.562
2021-06-28,9.1
2021-06-29,9.059
2021-06-30,9.051
2021-07-01,9.417
2021-07-02,9.204
2021-07-03,9.204
2021-07-04,9.204
2021-07-05,9.204
2021-07-06,8.748
2021-07-07,8.563
2021-07-08,8.576
2021-07-09,8.781
2021-07-10,8.781
2021-07-11,8.781
2021-07-12,8.828
2021-07-13,8.695
2021-07-14,7.863
2021-07-15,7.743
2021-07-16,7.472
2021-07-17,7.472
2021-07-18,7.472
2021-07-19,6.845
2021-07-20,6.985
2021-07-21,7.311
2021-07-22,7.206
2021-07-23,7.083
2021-07-24,7.083
2021-07-25,7.083
2021-07-26,7.357
2021-07-27,7.021
2021-07-28,7.274
2021-07-29,7.293
2021-07-30,7.157
2021-07-31,7.157
2021-08-01,7.157
2021-08-02,6.978
2021-08-03,7.132
2021-08-04,6.823
2021-08-05,8.228
2021-08-06,8.287
2021-08-07,8.287
2021-08-08,8.287
2021-08-09,7.993
2021-08-10,8.557
2021-08-11,8.591
2021-08-12,8.635
2021-08-13,8.426
2021-08-14,8.426
2021-08-15,8.426
2021-08-16,8.127
2021-08-17,8.036
2021-08-18,7.791
2021-08-19,7.469
2021-08-20,7.497
2021-08-21,7.497
2021-08-22,7.497
2021-08-23,7.903
2021-08-24,8.12
2021-08-25,8.253
2021-08-26,8.057
2021-08-27,8.399
2021-08-28,8.399
2021-08-29,8.399
2021-08-30,8.225
2021-08-31,8.332
2021-09-01,7.985
2021-09-02,8.429
2021-09-03,8.364
2021-09-04,8.364
2021-09-05,8.364
2021-09-06,8.364
2021-09-07,8.242
2021-09-08,7.965
2021-09-09,8.079
2021-09-10,8.022
2021-09-11,8.022
2021-09-12,8.022
2021-09-13,8.598
2021-09-14,8.349
2021-09-15,8.976
2021-09-16,8.756
2021-09-17,8.529
2021-09-18,8.529
2021-09-19,8.529
2021-09-20,8.159
2021-09-21,8.109
2021-09-22,8.4
2021-09-23,8.897
2021-09-24,8.954
2021-09-25,8.954
2021-09-26,8.954
2021-09-27,9.423
2021-09-28,9.438
2021-09-29,9.459
2021-09-30,9.377
2021-10-01,9.768
2021-10-02,9.768
2021-10-03,9.768
2021-10-04,10.009
2021-10-05,10.38
2021-10-06,10.184
2021-10-07,10.366
2021-10-08,10.629
2021-10-09,10.629
2021-10-10,10.629
2021-10-11,10.55
2021-10-12,10.022
2021-10-13,9.979
2021-10-14,9.758
2021-10-15,9.832
2021-10-16,9.832
2021-10-17,9.832
2021-10-18,9.298
2021-10-19,8.869
2021-10-20,8.923
2021-10-21,8.755
2021-10-22,8.972
2021-10-23,8.972
2021-10-24,8.972
2021-10-25,8.876
2021-10-26,8.913
2021-10-27,8.569
2021-10-28,8.701
2021-10-29,8.632
2021-10-30,8.632
2021-10-31,8.632
2021-11-01,9.008
2021-11-02,8.95
2021-11-03,8.722
2021-11-04,8.49
2021-11-05,8.746
2021-11-06,8.746
2021-11-07,8.746
2021-11-08,8.689
2021-11-09,9.308
2021-11-10,9.21
2021-11-11,9.028
2021-11-12,8.95
2021-11-13,8.95
2021-11-14,8.95
2021-11-15,8.988
2021-11-16,9.004
2021-11-17,8.641
2021-11-18,8.657
2021-11-19,8.222
2021-11-20,8.222
2021-11-21,8.222
2021-11-22,8.41
2021-11-23,8.866
2021-11-24,9.038
2021-11-25,9.038
2021-11-26,8.431
2021-11-27,8.431
2021-11-28,8.431
2021-11-29,8.309
2021-11-30,8.12
2021-12-01,7.926
2021-12-02,8.02
2021-12-03,9.336
2021-12-04,9.336
2021-12-05,9.336
2021-12-06,9.525
2021-12-07,9.965
2021-12-08,9.892
2021-12-09,9.8
2021-12-10,9.91
2021-12-11,9.91
2021-12-12,9.91
2021-12-13,9.403
2021-12-14,9.275
2021-12-15,9.256
2021-12-16,9.385
2021-12-17,9.256
2021-12-18,9.256
2021-12-19,9.256
2021-12-20,9.079
2021-12-21,9.629
2021-12-22,9.8
2021-12-23,9.776
2021-12-24,9.776
2021-12-25,9.776
2021-12-26,9.776
2021-12-27,10.118
2021-12-28,10.152
2021-12-29,10.208
2021-12-30,10.072
2021-12-31,10.116
2022-01-01,10.116
2022-01-02,10.116
2022-01-03,10.393
2022-01-04,10.025
2022-01-05,9.826
2022-01-06,10.174
2022-01-07,10.293
2022-01-08,10.293
2022-01-09,10.293
2022-01-10,10.287
2022-01-11,10.82
2022-01-12,10.347
2022-01-13,10.43
2022-01-14,10.767
2022-01-15,10.767
2022-01-16,10.767
2022-01-17,10.767
2022-01-18,10.708
2022-01-19,10.526
2022-01-20,10.295
2022-01-21,10.055
2022-01-22,10.055
2022-01-23,10.055
2022-01-24,10.405
2022-01-25,11.862
2022-01-26,11.929
2022-01-27,12.075
2022-01-28,12.069
2022-01-29,12.069
2022-01-30,12.069
2022-01-31,11.844
2022-02-01,12.561
2022-02-02,12.218
2022-02-03,12.142
2022-02-04,12.527
2022-02-05,12.527
2022-02-06,12.527
2022-02-07,12.346
2022-02-08,12.06
2022-02-09,12.3
2022-02-10,12.231
2022-02-11,12.688
2022-02-12,12.688
2022-02-13,12.688
2022-02-14,12.117
2022-02-15,11.773
2022-02-16,12.077
2022-02-17,11.451
2022-02-18,11.253
2022-02-19,11.253
2022-02-20,11.253
2022-02-21,11.253
2022-02-22,10.667
2022-02-23,10.527
2022-02-24,10.377
2022-02-25,10.595
2022-02-26,10.595
2022-02-27,10.595
2022-02-28,11.051
2022-03-01,11.213
2022-03-02,11.267
2022-03-03,10.653
2022-03-04,11.082
2022-03-05,11.082
2022-03-06,11.082
2022-03-07,10.966
2022-03-08,10.858
2022-03-09,10.547
2022-03-10,10.396
2022-03-11,10.087
2022-03-12,10.087
2022-03-13,10.087
2022-03-14,9.002
2022-03-15,8.787
2022-03-16,8.762
2022-03-17,9.379
2022-03-18,8.78
2022-03-19,8.78
2022-03-20,8.78
2022-03-21,9.529
2022-03-22,9.102
2022-03-23,9.442
2022-03-24,9.423
2022-03-25,9.266
2022-03-26,9.266
2022-03-27,9.266
2022-03-28,8.86
2022-03-29,9.079
2022-03-30,9.261
2022-03-31,9.072
2022-04-01,9.303
2022-04-02,9.303
2022-04-03,9.303
2022-04-04,9.24
2022-04-05,8.923
2022-04-06,7.936
2022-04-07,8.102
2022-04-08,8.339
2022-04-09,8.339
2022-04-10,8.339
2022-04-11,8.193
2022-04-12,8.624
2022-04-13,8.722
2022-04-14,8.834
2022-04-15,8.834
2022-04-16,8.834
2022-04-17,8.834
2022-04-18,8.921
2022-04-19,8.888
2022-04-20,9.01
2022-04-21,8.887
2022-04-22,8.357
2022-04-23,8.357
2022-04-24,8.357
2022-04-25,7.998
2022-04-26,7.978
2022-04-27,8.17
2022-04-28,8.435
2022-04-29,8.256
2022-04-30,8.256
2022-05-01,8.256
2022-05-02,8.266
2022-05-03,8.694
2022-05-04,9.171
2022-05-05,9.096
2022-05-06,9.161
2022-05-07,9.161
2022-05-08,9.161
2022-05-09,7.993
2022-05-10,7.988
2022-05-11,8.205
2022-05-12,8.038
2022-05-13,8.636
2022-05-14,8.636
2022-05-15,8.636
2022-05-16,8.683
2022-05-17,8.638
2022-05-18,8.154
2022-05-19,8.188
2022-05-20,8.29
2022-05-21,8.29
2022-05-22,8.29
2022-05-23,8.431
2022-05-24,8.479
2022-05-25,8.304
2022-05-26,8.515
2022-05-27,8.893
2022-05-28,8.893
2022-05-29,8.893
2022-05-30,8.893
2022-05-31,8.996
2022-06-01,8.982
2022-06-02,8.93
2022-06-03,9.068
2022-06-04,9.068
2022-06-05,9.068
2022-06-06,8.273
2022-06-07,8.473
2022-06-08,8.41
2022-06-09,8.231
2022-06-10,7.978
2022-06-11,7.978
2022-06-12,7.978
2022-06-13,7.29
2022-06-14,7.393
2022-06-15,7.208
2022-06-16,6.589
2022-06-17,6.201
2022-06-18,6.201
2022-06-19,6.201
2022-06-20,6.201
2022-06-21,6.362
2022-06-22,5.902
2022-06-23,5.626
2022-06-24,5.634
2022-06-25,5.634
2022-06-26,5.634
2022-06-27,6.117
2022-06-28,6.385
2022-06-29,6.03
2022-06-30,5.948
2022-07-01,5.967
2022-07-02,5.967
2022-07-03,5.967
2022-07-04,5.967
2022-07-05,5.544
2022-07-06,5.404
2022-07-07,5.705
2022-07-08,5.674
2022-07-09,5.674
2022-07-10,5.674
2022-07-11,5.555
2022-07-12,5.339
2022-07-13,5.486
2022-07-14,5.399
2022-07-15,5.515
2022-07-16,5.515
2022-07-17,5.515
2022-07-18,5.616
2022-07-19,5.832
2022-07-20,5.935
2022-07-21,5.587
2022-07-22,5.56
2022-07-23,5.56
2022-07-24,5.56
2022-07-25,5.927
2022-07-26,5.858
2022-07-27,6.106
2022-07-28,6.124
2022-07-29,6.152
2022-07-30,6.152
2022-07-31,6.152
2022-08-01,5.951
2022-08-02,5.924
2022-08-03,5.706
2022-08-04,5.352
2022-08-05,5.338
2022-08-06,5.338
2022-08-07,5.338
2022-08-08,5.276
2022-08-09,5.241
2022-08-10,5.245
2022-08-11,5.614
2022-08-12,5.654
2022-08-13,5.654
2022-08-14,5.654
2022-08-15,5.774
2022-08-16,5.69
2022-08-17,5.779
2022-08-18,6.06
2022-08-19,6.026
2022-08-20,6.026
2022-08-21,6.026
2022-08-22,6.089
2022-08-23,6.351
2022-08-24,6.494
2022-08-25,6.514
2022-08-26,6.462
2022-08-27,6.462
2022-08-28,6.462
2022-08-29,6.517
2022-08-30,5.813
2022-08-31,5.681
2022-09-01,5.532
2022-09-02,5.46
2022-09-03,5.46
2022-09-04,5.46
2022-09-05,5.46
2022-09-06,5.42
2022-09-07,5.292
2022-09-08,5.439
2022-09-09,5.596
2022-09-10,5.596
2022-09-11,5.596
2022-09-12,5.891
2022-09-13,5.737
2022-09-14,5.859
2022-09-15,5.773
2022-09-16,5.648
2022-09-17,5.648
2022-09-18,5.648
2022-09-19,5.586
2022-09-20,5.549
2022-09-21,5.424
2022-09-22,5.505
2022-09-23,4.903
2022-09-24,4.903
2022-09-25,4.903
2022-09-26,4.721
2022-09-27,4.789
2022-09-28,5.075
2022-09-29,5.104
2022-09-30,5.055
2022-10-01,5.055
2022-10-02,5.055
2022-10-03,5.683
2022-10-04,6.031
2022-10-05,6.188
2022-10-06,6.427
2022-10-07,6.357
2022-10-08,6.357
2022-10-09,6.357
2022-10-10,6.261
2022-10-11,6.18
2022-10-12,6.204
2022-10-13,6.405
2022-10-14,6.136
2022-10-15,6.136
2022-10-16,6.136
2022-10-17,6.189
2022-10-18,6.496
2022-10-19,6.711
2022-10-20,6.681
2022-10-21,6.899
2022-10-22,6.899
2022-10-23,6.899
2022-10-24,6.924
2022-10-25,6.967
2022-10-26,7.091
2022-10-27,7.171
2022-10-28,7.178
2022-10-29,7.178
2022-10-30,7.178
2022-10-31,7.247
2022-11-01,7.361
2022-11-02,7.009
2022-11-03,7.384
2022-11-04,7.438
2022-11-05,7.438
2022-11-06,7.438
2022-11-07,7.57
2022-11-08,7.431
2022-11-09,6.954
2022-11-10,7.175
2022-11-11,7.46
2022-11-12,7.46
2022-11-13,7.46
2022-11-14,7.427
2022-11-15,7.549
2022-11-16,7.139
2022-11-17,7.105
2022-11-18,6.949
2022-11-19,6.949
2022-11-20,6.949
2022-11-21,6.82
2022-11-22,7.015
2022-11-23,6.728
2022-11-24,6.728
2022-11-25,6.669
2022-11-26,6.669
2022-11-27,6.669
2022-11-28,6.544
2022-11-29,6.662
2022-11-30,6.724
2022-12-01,6.605
2022-12-02,6.528
2022-12-03,6.528
2022-12-04,6.528
2022-12-05,6.183
2022-12-06,6.062
2022-12-07,6.053
2022-12-08,5.925
2022-12-09,5.737
2022-12-10,5.737
2022-12-11,5.737
2022-12-12,5.958
2022-12-13,6.068
2022-12-14,5.958
2022-12-15,5.972
2022-12-16,5.859
2022-12-17,5.859
2022-12-18,5.859
2022-12-19,5.794
2022-12-20,5.814
2022-12-21,5.94
2022-12-22,5.717
2022-12-23,5.876
2022-12-24,5.876
2022-12-25,5.876
2022-12-26,5.876
2022-12-27,5.921
2022-12-28,5.713
2022-12-29,5.756
2022-12-30,5.818
2022-12-31,5.818
2023-01-01,5.818
2023-01-02,5.818
2023-01-03,5.476
2023-01-04,5.408
2023-01-05,5.582
2023-01-06,5.74
2023-01-07,5.74
2023-01-08,5.74
2023-01-09,5.83
2023-01-10,5.791
2023-01-11,5.909
2023-01-12,6.039
2023-01-13,6.061
2023-01-14,6.061
2023-01-15,6.061
2023-01-16,6.061
2023-01-17,6.001
2023-01-18,6.011
2023-01-19,6.125
2023-01-20,6.317
2023-01-21,6.317
2023-01-22,6.317
2023-01-23,6.569
2023-01-24,6.576
2023-01-25,6.579
2023-01-26,6.791
2023-01-27,6.685
2023-01-28,6.685
2023-01-29,6.685
2023-01-30,6.383
2023-01-31,6.472
2023-02-01,6.299
2023-02-02,6.199
2023-02-03,6.161
2023-02-04,6.161
2023-02-05,6.161
2023-02-06,6.105
2023-02-07,6.36
2023-02-08,6.287
2023-02-09,6.209
2023-02-10,6.594
2023-02-11,6.594
2023-02-12,6.594
2023-02-13,6.523
2023-02-14,6.506
2023-02-15,6.245
2023-02-16,6.219
2023-02-17,5.77
2023-02-18,5.77
2023-02-19,5.77
2023-02-20,5.77
2023-02-21,5.647
2023-02-22,5.596
2023-02-23,5.679
2023-02-24,5.703
2023-02-25,5.703
2023-02-26,5.703
2023-02-27,5.824
2023-02-28,5.671
2023-03-01,5.807
2023-03-02,5.877
2023-03-03,5.976
2023-03-04,5.976
2023-03-05,5.976
2023-03-06,5.927
2023-03-07,5.79
2023-03-08,5.729
2023-03-09,5.503
2023-03-10,5.366
2023-03-11,5.366
2023-03-12,5.366
2023-03-13,5.138
2023-03-14,5.201
2023-03-15,4.753
2023-03-16,4.921
2023-03-17,4.878
2023-03-18,4.878
2023-03-19,4.878
2023-03-20,5.003
2023-03-21,5.198
2023-03-22,5.044
2023-03-23,5.103
2023-03-24,5.14
2023-03-25,5.14
2023-03-26,5.14
2023-03-27,5.332
2023-03-28,5.418
2023-03-29,5.595
2023-03-30,5.618
2023-03-31,5.677
2023-04-01,5.677
2023-04-02,5.677
2023-04-03,6.364
2023-04-04,6.324
2023-04-05,6.258
2023-04-06,6.215
2023-04-07,6.215
2023-04-08,6.215
2023-04-09,6.215
2023-04-10,6.27
2023-04-11,6.459
2023-04-12,6.38
2023-04-13,6.422
2023-04-14,6.468
2023-04-15,6.468
2023-04-16,6.468
2023-04-17,6.258
2023-04-18,6.259
2023-04-19,6.224
2023-04-20,5.965
2023-04-21,6.0
2023-04-22,6.0
2023-04-23,6.0
2023-04-24,6.159
2023-04-25,5.913
2023-04-26,5.808
2023-04-27,5.827
2023-04-28,5.996
2023-04-29,5.996
2023-04-30,5.996
2023-05-01,5.966
2023-05-02,5.644
2023-05-03,5.526
2023-05-04,5.504
2023-05-05,5.801
2023-05-06,5.801
2023-05-07,5.801
2023-05-08,5.894
2023-05-09,5.915
2023-05-10,5.856
2023-05-11,5.781
2023-05-12,5.791
2023-05-13,5.791
2023-05-14,5.791
2023-05-15,5.804
2023-05-16,5.645
2023-05-17,5.895
2023-05-18,5.983
2023-05-19,6.027
2023-05-20,6.027
2023-05-21,6.027
2023-05-22,6.289
2023-05-23,6.345
2023-05-24,6.445
2023-05-25,6.241
2023-05-26,6.223
2023-05-27,6.223
2023-05-28,6.223
2023-05-29,6.223
2023-05-30,6.229
2023-05-31,6.043
2023-06-01,6.128
2023-06-02,6.366
2023-06-03,6.366
2023-06-04,6.366
2023-06-05,6.278
2023-06-06,6.344
2023-06-07,6.653
2023-06-08,6.555
2023-06-09,6.445
2023-06-10,6.445
2023-06-11,6.445
2023-06-12,6.484
2023-06-13,6.478
2023-06-14,6.331
2023-06-15,6.464
2023-06-16,6.522
2023-06-17,6.522
2023-06-18,6.522
2023-06-19,6.522
2023-06-20,6.357
2023-06-21,6.418
2023-06-22,6.231
