,RHI US Equity
2020-12-04,11.144
2020-12-05,11.144
2020-12-06,11.144
2020-12-07,10.901
2020-12-08,10.977
2020-12-09,10.915
2020-12-10,10.834
2020-12-11,10.845
2020-12-12,10.845
2020-12-13,10.845
2020-12-14,10.656
2020-12-15,10.7
2020-12-16,10.575
2020-12-17,10.533
2020-12-18,10.651
2020-12-19,10.651
2020-12-20,10.651
2020-12-21,10.479
2020-12-22,10.481
2020-12-23,10.519
2020-12-24,10.509
2020-12-25,10.509
2020-12-26,10.509
2020-12-27,10.509
2020-12-28,10.59
2020-12-29,10.518
2020-12-30,10.491
2020-12-31,10.555
2021-01-01,10.555
2021-01-02,10.555
2021-01-03,10.555
2021-01-04,10.33
2021-01-05,10.487
2021-01-06,10.832
2021-01-07,10.992
2021-01-08,10.874
2021-01-09,10.874
2021-01-10,10.874
2021-01-11,10.656
2021-01-12,10.879
2021-01-13,10.749
2021-01-14,11.04
2021-01-15,10.776
2021-01-16,10.776
2021-01-17,10.776
2021-01-18,10.776
2021-01-19,10.845
2021-01-20,11.266
2021-01-21,11.501
2021-01-22,11.54
2021-01-23,11.54
2021-01-24,11.54
2021-01-25,11.582
2021-01-26,11.422
2021-01-27,11.062
2021-01-28,10.947
2021-01-29,11.005
2021-01-30,11.005
2021-01-31,11.005
2021-02-01,11.133
2021-02-02,10.938
2021-02-03,11.392
2021-02-04,11.403
2021-02-05,11.476
2021-02-06,11.476
2021-02-07,11.476
2021-02-08,11.684
2021-02-09,11.698
2021-02-10,11.831
2021-02-11,11.839
2021-02-12,11.956
2021-02-13,11.956
2021-02-14,11.956
2021-02-15,11.956
2021-02-16,12.115
2021-02-17,12.397
2021-02-18,12.46
2021-02-19,12.71
2021-02-20,12.71
2021-02-21,12.71
2021-02-22,13.134
2021-02-23,13.416
2021-02-24,13.374
2021-02-25,12.924
2021-02-26,12.664
2021-02-27,12.664
2021-02-28,12.664
2021-03-01,12.868
2021-03-02,12.635
2021-03-03,12.521
2021-03-04,12.34
2021-03-05,12.522
2021-03-06,12.522
2021-03-07,12.522
2021-03-08,12.57
2021-03-09,12.503
2021-03-10,12.456
2021-03-11,12.591
2021-03-12,12.768
2021-03-13,12.768
2021-03-14,12.768
2021-03-15,12.627
2021-03-16,12.321
2021-03-17,12.319
2021-03-18,12.615
2021-03-19,12.488
2021-03-20,12.488
2021-03-21,12.488
2021-03-22,12.291
2021-03-23,11.956
2021-03-24,11.997
2021-03-25,12.239
2021-03-26,12.558
2021-03-27,12.558
2021-03-28,12.558
2021-03-29,12.434
2021-03-30,12.627
2021-03-31,12.71
2021-04-01,12.643
2021-04-02,12.643
2021-04-03,12.643
2021-04-04,12.643
2021-04-05,12.729
2021-04-06,12.918
2021-04-07,12.955
2021-04-08,13.063
2021-04-09,13.244
2021-04-10,13.244
2021-04-11,13.244
2021-04-12,13.325
2021-04-13,13.442
2021-04-14,13.494
2021-04-15,13.387
2021-04-16,13.561
2021-04-17,13.561
2021-04-18,13.561
2021-04-19,13.265
2021-04-20,13.227
2021-04-21,13.431
2021-04-22,12.939
2021-04-23,13.213
2021-04-24,13.213
2021-04-25,13.213
2021-04-26,13.202
2021-04-27,13.388
2021-04-28,13.199
2021-04-29,13.367
2021-04-30,13.188
2021-05-01,13.188
2021-05-02,13.188
2021-05-03,13.179
2021-05-04,13.421
2021-05-05,13.418
2021-05-06,13.503
2021-05-07,13.653
2021-05-08,13.653
2021-05-09,13.653
2021-05-10,13.725
2021-05-11,13.556
2021-05-12,13.219
2021-05-13,13.394
2021-05-14,13.623
2021-05-15,13.623
2021-05-16,13.623
2021-05-17,13.564
2021-05-18,13.357
2021-05-19,13.31
2021-05-20,13.26
2021-05-21,13.304
2021-05-22,13.304
2021-05-23,13.304
2021-05-24,13.363
2021-05-25,13.241
2021-05-26,13.311
2021-05-27,13.503
2021-05-28,13.48
2021-05-29,13.48
2021-05-30,13.48
2021-05-31,13.48
2021-06-01,13.705
2021-06-02,13.697
2021-06-03,13.674
2021-06-04,13.721
2021-06-05,13.721
2021-06-06,13.721
2021-06-07,13.638
2021-06-08,13.862
2021-06-09,13.862
2021-06-10,13.85
2021-06-11,13.761
2021-06-12,13.761
2021-06-13,13.761
2021-06-14,13.767
2021-06-15,13.881
2021-06-16,13.847
2021-06-17,13.336
2021-06-18,13.059
2021-06-19,13.059
2021-06-20,13.059
2021-06-21,13.351
2021-06-22,13.342
2021-06-23,13.322
2021-06-24,13.563
2021-06-25,13.616
2021-06-26,13.616
2021-06-27,13.616
2021-06-28,13.503
2021-06-29,13.424
2021-06-30,13.507
2021-07-01,13.566
2021-07-02,13.462
2021-07-03,13.462
2021-07-04,13.462
2021-07-05,13.462
2021-07-06,13.087
2021-07-07,13.281
2021-07-08,13.135
2021-07-09,13.428
2021-07-10,13.428
2021-07-11,13.428
2021-07-12,13.364
2021-07-13,13.194
2021-07-14,13.27
2021-07-15,13.129
2021-07-16,13.053
2021-07-17,13.053
2021-07-18,13.053
2021-07-19,12.809
2021-07-20,13.128
2021-07-21,13.284
2021-07-22,12.957
2021-07-23,13.186
2021-07-24,13.186
2021-07-25,13.186
2021-07-26,13.289
2021-07-27,13.274
2021-07-28,13.367
2021-07-29,13.601
2021-07-30,13.722
2021-07-31,13.722
2021-08-01,13.722
2021-08-02,13.648
2021-08-03,13.829
2021-08-04,13.629
2021-08-05,13.836
2021-08-06,13.942
2021-08-07,13.942
2021-08-08,13.942
2021-08-09,13.903
2021-08-10,14.026
2021-08-11,14.181
2021-08-12,14.331
2021-08-13,14.472
2021-08-14,14.472
2021-08-15,14.472
2021-08-16,14.501
2021-08-17,14.424
2021-08-18,14.225
2021-08-19,14.199
2021-08-20,14.261
2021-08-21,14.261
2021-08-22,14.261
2021-08-23,14.279
2021-08-24,14.414
2021-08-25,14.499
2021-08-26,14.414
2021-08-27,14.597
2021-08-28,14.597
2021-08-29,14.597
2021-08-30,14.575
2021-08-31,14.501
2021-09-01,14.452
2021-09-02,14.621
2021-09-03,14.536
2021-09-04,14.536
2021-09-05,14.536
2021-09-06,14.536
2021-09-07,14.307
2021-09-08,14.367
2021-09-09,14.491
2021-09-10,14.395
2021-09-11,14.395
2021-09-12,14.395
2021-09-13,14.409
2021-09-14,14.275
2021-09-15,14.555
2021-09-16,14.438
2021-09-17,14.172
2021-09-18,14.172
2021-09-19,14.172
2021-09-20,14.121
2021-09-21,14.066
2021-09-22,14.157
2021-09-23,14.388
2021-09-24,14.467
2021-09-25,14.467
2021-09-26,14.467
2021-09-27,14.482
2021-09-28,14.351
2021-09-29,14.38
2021-09-30,14.07
2021-10-01,14.499
2021-10-02,14.499
2021-10-03,14.499
2021-10-04,14.387
2021-10-05,14.589
2021-10-06,14.545
2021-10-07,15.025
2021-10-08,15.3
2021-10-09,15.3
2021-10-10,15.3
2021-10-11,15.15
2021-10-12,14.862
2021-10-13,14.84
2021-10-14,15.203
2021-10-15,15.279
2021-10-16,15.279
2021-10-17,15.279
2021-10-18,15.478
2021-10-19,15.317
2021-10-20,15.321
2021-10-21,15.31
2021-10-22,15.693
2021-10-23,15.693
2021-10-24,15.693
2021-10-25,15.679
2021-10-26,15.577
2021-10-27,15.317
2021-10-28,15.658
2021-10-29,15.754
2021-10-30,15.754
2021-10-31,15.754
2021-11-01,15.916
2021-11-02,15.987
2021-11-03,16.238
2021-11-04,16.66
2021-11-05,16.547
2021-11-06,16.547
2021-11-07,16.547
2021-11-08,16.486
2021-11-09,16.363
2021-11-10,16.193
2021-11-11,16.384
2021-11-12,16.283
2021-11-13,16.283
2021-11-14,16.283
2021-11-15,16.238
2021-11-16,16.403
2021-11-17,16.217
2021-11-18,16.313
2021-11-19,16.405
2021-11-20,16.405
2021-11-21,16.405
2021-11-22,16.44
2021-11-23,16.431
2021-11-24,16.481
2021-11-25,16.481
2021-11-26,16.015
2021-11-27,16.015
2021-11-28,16.015
2021-11-29,16.041
2021-11-30,15.539
2021-12-01,15.099
2021-12-02,15.567
2021-12-03,15.047
2021-12-04,15.047
2021-12-05,15.047
2021-12-06,15.036
2021-12-07,15.272
2021-12-08,15.362
2021-12-09,15.1
2021-12-10,15.313
2021-12-11,15.313
2021-12-12,15.313
2021-12-13,15.033
2021-12-14,14.885
2021-12-15,15.173
2021-12-16,15.046
2021-12-17,14.888
2021-12-18,14.888
2021-12-19,14.888
2021-12-20,14.821
2021-12-21,15.057
2021-12-22,15.123
2021-12-23,15.265
2021-12-24,15.265
2021-12-25,15.265
2021-12-26,15.265
2021-12-27,15.583
2021-12-28,15.595
2021-12-29,15.685
2021-12-30,15.567
2021-12-31,15.588
2022-01-01,15.588
2022-01-02,15.588
2022-01-03,15.299
2022-01-04,15.676
2022-01-05,15.655
2022-01-06,15.801
2022-01-07,15.376
2022-01-08,15.376
2022-01-09,15.376
2022-01-10,15.425
2022-01-11,15.397
2022-01-12,15.525
2022-01-13,15.704
2022-01-14,16.157
2022-01-15,16.157
2022-01-16,16.157
2022-01-17,16.157
2022-01-18,15.829
2022-01-19,15.643
2022-01-20,15.38
2022-01-21,15.397
2022-01-22,15.397
2022-01-23,15.397
2022-01-24,15.521
2022-01-25,15.538
2022-01-26,15.696
2022-01-27,15.529
2022-01-28,15.57
2022-01-29,15.57
2022-01-30,15.57
2022-01-31,15.975
2022-02-01,16.163
2022-02-02,16.502
2022-02-03,16.261
2022-02-04,16.583
2022-02-05,16.583
2022-02-06,16.583
2022-02-07,16.71
2022-02-08,17.185
2022-02-09,17.448
2022-02-10,17.18
2022-02-11,16.942
2022-02-12,16.942
2022-02-13,16.942
2022-02-14,16.754
2022-02-15,17.245
2022-02-16,17.442
2022-02-17,16.972
2022-02-18,16.866
2022-02-19,16.866
2022-02-20,16.866
2022-02-21,16.866
2022-02-22,16.602
2022-02-23,16.163
2022-02-24,16.437
2022-02-25,17.005
2022-02-26,17.005
2022-02-27,17.005
2022-02-28,16.917
2022-03-01,15.972
2022-03-02,16.522
2022-03-03,16.607
2022-03-04,16.457
2022-03-05,16.457
2022-03-06,16.457
2022-03-07,15.547
2022-03-08,15.097
2022-03-09,15.775
2022-03-10,15.799
2022-03-11,15.302
2022-03-12,15.302
2022-03-13,15.302
2022-03-14,15.563
2022-03-15,15.882
2022-03-16,16.319
2022-03-17,16.623
2022-03-18,16.925
2022-03-19,16.925
2022-03-20,16.925
2022-03-21,16.619
2022-03-22,16.623
2022-03-23,16.378
2022-03-24,16.471
2022-03-25,16.457
2022-03-26,16.457
2022-03-27,16.457
2022-03-28,16.474
2022-03-29,17.128
2022-03-30,16.657
2022-03-31,16.058
2022-04-01,15.98
2022-04-02,15.98
2022-04-03,15.98
2022-04-04,16.329
2022-04-05,15.831
2022-04-06,15.636
2022-04-07,15.376
2022-04-08,15.32
2022-04-09,15.32
2022-04-10,15.32
2022-04-11,15.447
2022-04-12,15.405
2022-04-13,15.444
2022-04-14,15.065
2022-04-15,15.065
2022-04-16,15.065
2022-04-17,15.065
2022-04-18,15.151
2022-04-19,15.695
2022-04-20,15.964
2022-04-21,15.982
2022-04-22,15.603
2022-04-23,15.603
2022-04-24,15.603
2022-04-25,15.567
2022-04-26,15.176
2022-04-27,13.443
2022-04-28,13.688
2022-04-29,13.217
2022-04-30,13.217
2022-05-01,13.217
2022-05-02,13.17
2022-05-03,13.35
2022-05-04,13.692
2022-05-05,13.275
2022-05-06,13.049
2022-05-07,13.049
2022-05-08,13.049
2022-05-09,12.797
2022-05-10,12.957
2022-05-11,12.585
2022-05-12,12.494
2022-05-13,12.569
2022-05-14,12.569
2022-05-15,12.569
2022-05-16,12.372
2022-05-17,12.676
2022-05-18,12.046
2022-05-19,11.955
2022-05-20,11.913
2022-05-21,11.913
2022-05-22,11.913
2022-05-23,11.888
2022-05-24,11.627
2022-05-25,12.036
2022-05-26,11.973
2022-05-27,12.312
2022-05-28,12.312
2022-05-29,12.312
2022-05-30,12.312
2022-05-31,12.419
2022-06-01,12.121
2022-06-02,12.533
2022-06-03,12.542
2022-06-04,12.542
2022-06-05,12.542
2022-06-06,12.648
2022-06-07,12.829
2022-06-08,12.696
2022-06-09,12.211
2022-06-10,11.791
2022-06-11,11.791
2022-06-12,11.791
2022-06-13,11.229
2022-06-14,11.349
2022-06-15,11.476
2022-06-16,10.915
2022-06-17,10.709
2022-06-18,10.709
2022-06-19,10.709
2022-06-20,10.709
2022-06-21,11.049
2022-06-22,11.165
2022-06-23,10.464
2022-06-24,10.857
2022-06-25,10.857
2022-06-26,10.857
2022-06-27,10.809
2022-06-28,10.56
2022-06-29,10.525
2022-06-30,10.437
2022-07-01,10.508
2022-07-02,10.508
2022-07-03,10.508
2022-07-04,10.508
2022-07-05,10.765
2022-07-06,10.854
2022-07-07,11.122
2022-07-08,10.916
2022-07-09,10.916
2022-07-10,10.916
2022-07-11,10.794
2022-07-12,10.713
2022-07-13,10.524
2022-07-14,10.557
2022-07-15,10.658
2022-07-16,10.658
2022-07-17,10.658
2022-07-18,10.865
2022-07-19,11.33
2022-07-20,11.621
2022-07-21,11.502
2022-07-22,11.078
2022-07-23,11.078
2022-07-24,11.078
2022-07-25,11.264
2022-07-26,10.885
2022-07-27,11.207
2022-07-28,11.276
2022-07-29,11.422
2022-07-30,11.422
2022-07-31,11.422
2022-08-01,11.433
2022-08-02,11.257
2022-08-03,11.572
2022-08-04,11.403
2022-08-05,11.381
2022-08-06,11.381
2022-08-07,11.381
2022-08-08,11.338
2022-08-09,11.224
2022-08-10,11.553
2022-08-11,11.713
2022-08-12,11.881
2022-08-13,11.881
2022-08-14,11.881
2022-08-15,11.739
2022-08-16,11.826
2022-08-17,11.706
2022-08-18,11.687
2022-08-19,11.747
2022-08-20,11.747
2022-08-21,11.747
2022-08-22,11.38
2022-08-23,11.344
2022-08-24,11.4
2022-08-25,11.731
2022-08-26,11.286
2022-08-27,11.286
2022-08-28,11.286
2022-08-29,11.242
2022-08-30,11.094
2022-08-31,11.17
2022-09-01,11.17
2022-09-02,11.038
2022-09-03,11.038
2022-09-04,11.038
2022-09-05,11.038
2022-09-06,11.189
2022-09-07,11.225
2022-09-08,11.329
2022-09-09,11.678
2022-09-10,11.678
2022-09-11,11.678
2022-09-12,11.791
2022-09-13,11.395
2022-09-14,11.415
2022-09-15,11.363
2022-09-16,11.132
2022-09-17,11.132
2022-09-18,11.132
2022-09-19,11.363
2022-09-20,11.117
2022-09-21,10.814
2022-09-22,10.563
2022-09-23,10.632
2022-09-24,10.632
2022-09-25,10.632
2022-09-26,10.626
2022-09-27,10.66
2022-09-28,11.055
2022-09-29,10.974
2022-09-30,11.047
2022-10-01,11.047
2022-10-02,11.047
2022-10-03,11.116
2022-10-04,11.552
2022-10-05,11.503
2022-10-06,11.491
2022-10-07,11.191
2022-10-08,11.191
2022-10-09,11.191
2022-10-10,11.342
2022-10-11,11.49
2022-10-12,11.607
2022-10-13,11.863
2022-10-14,11.709
2022-10-15,11.709
2022-10-16,11.709
2022-10-17,11.853
2022-10-18,11.944
2022-10-19,11.684
2022-10-20,11.829
2022-10-21,11.208
2022-10-22,11.208
2022-10-23,11.208
2022-10-24,11.275
2022-10-25,11.726
2022-10-26,11.71
2022-10-27,11.729
2022-10-28,12.198
2022-10-29,12.198
2022-10-30,12.198
2022-10-31,11.994
2022-11-01,12.13
2022-11-02,11.923
2022-11-03,11.26
2022-11-04,11.707
2022-11-05,11.707
2022-11-06,11.707
2022-11-07,11.947
2022-11-08,11.92
2022-11-09,11.748
2022-11-10,12.616
2022-11-11,12.816
2022-11-12,12.816
2022-11-13,12.816
2022-11-14,12.434
2022-11-15,12.364
2022-11-16,12.187
2022-11-17,11.982
2022-11-18,12.002
2022-11-19,12.002
2022-11-20,12.002
2022-11-21,11.955
2022-11-22,12.254
2022-11-23,12.331
2022-11-24,12.331
2022-11-25,12.438
2022-11-26,12.438
2022-11-27,12.438
2022-11-28,12.154
2022-11-29,12.182
2022-11-30,12.593
2022-12-01,12.545
2022-12-02,12.385
2022-12-03,12.385
2022-12-04,12.385
2022-12-05,12.078
2022-12-06,11.805
2022-12-07,11.812
2022-12-08,11.671
2022-12-09,11.671
2022-12-10,11.671
2022-12-11,11.671
2022-12-12,11.976
2022-12-13,12.157
2022-12-14,12.083
2022-12-15,11.724
2022-12-16,11.684
2022-12-17,11.684
2022-12-18,11.684
2022-12-19,11.521
2022-12-20,11.466
2022-12-21,11.695
2022-12-22,11.501
2022-12-23,11.73
2022-12-24,11.73
2022-12-25,11.73
2022-12-26,11.73
2022-12-27,11.744
2022-12-28,11.557
2022-12-29,11.808
2022-12-30,11.802
2022-12-31,11.802
2023-01-01,11.802
2023-01-02,11.802
2023-01-03,11.764
2023-01-04,12.069
2023-01-05,11.863
2023-01-06,12.467
2023-01-07,12.467
2023-01-08,12.467
2023-01-09,12.329
2023-01-10,12.27
2023-01-11,12.462
2023-01-12,12.44
2023-01-13,12.671
2023-01-14,12.671
2023-01-15,12.671
2023-01-16,12.671
2023-01-17,12.56
2023-01-18,12.558
2023-01-19,12.38
2023-01-20,12.797
2023-01-21,12.797
2023-01-22,12.797
2023-01-23,13.039
2023-01-24,12.933
2023-01-25,12.897
2023-01-26,13.523
2023-01-27,14.717
2023-01-28,14.717
2023-01-29,14.717
2023-01-30,14.092
2023-01-31,14.347
2023-02-01,14.626
2023-02-02,15.159
2023-02-03,14.877
2023-02-04,14.877
2023-02-05,14.877
2023-02-06,14.486
2023-02-07,14.509
2023-02-08,14.421
2023-02-09,14.132
2023-02-10,14.517
2023-02-11,14.517
2023-02-12,14.517
2023-02-13,14.471
2023-02-14,14.346
2023-02-15,14.476
2023-02-16,14.214
2023-02-17,14.131
2023-02-18,14.131
2023-02-19,14.131
2023-02-20,14.131
2023-02-21,13.713
2023-02-22,13.797
2023-02-23,13.719
2023-02-24,13.552
2023-02-25,13.552
2023-02-26,13.552
2023-02-27,13.697
2023-02-28,13.859
2023-03-01,13.897
2023-03-02,13.859
2023-03-03,13.979
2023-03-04,13.979
2023-03-05,13.979
2023-03-06,13.967
2023-03-07,13.869
2023-03-08,13.849
2023-03-09,13.553
2023-03-10,13.307
2023-03-11,13.307
2023-03-12,13.307
2023-03-13,13.293
2023-03-14,13.263
2023-03-15,12.951
2023-03-16,12.903
2023-03-17,12.614
2023-03-18,12.614
2023-03-19,12.614
2023-03-20,12.965
2023-03-21,13.281
2023-03-22,12.829
2023-03-23,12.731
2023-03-24,12.866
2023-03-25,12.866
2023-03-26,12.866
2023-03-27,13.125
2023-03-28,13.142
2023-03-29,13.288
2023-03-30,13.426
2023-03-31,13.877
2023-04-01,13.877
2023-04-02,13.877
2023-04-03,13.714
2023-04-04,13.345
2023-04-05,12.925
2023-04-06,12.747
2023-04-07,12.747
2023-04-08,12.747
2023-04-09,12.747
2023-04-10,12.907
2023-04-11,13.02
2023-04-12,12.749
2023-04-13,13.027
2023-04-14,12.987
2023-04-15,12.987
2023-04-16,12.987
2023-04-17,13.135
2023-04-18,13.046
2023-04-19,13.027
2023-04-20,12.873
2023-04-21,12.654
2023-04-22,12.654
2023-04-23,12.654
2023-04-24,12.578
2023-04-25,12.378
2023-04-26,12.224
2023-04-27,13.286
2023-04-28,13.347
2023-04-29,13.347
2023-04-30,13.347
2023-05-01,13.547
2023-05-02,13.141
2023-05-03,12.758
2023-05-04,12.484
2023-05-05,12.777
2023-05-06,12.777
2023-05-07,12.777
2023-05-08,12.438
2023-05-09,12.523
2023-05-10,12.648
2023-05-11,12.575
2023-05-12,12.562
2023-05-13,12.562
2023-05-14,12.562
2023-05-15,12.667
2023-05-16,12.397
2023-05-17,12.599
2023-05-18,12.843
2023-05-19,12.802
2023-05-20,12.802
2023-05-21,12.802
2023-05-22,12.83
2023-05-23,12.832
2023-05-24,12.754
2023-05-25,12.666
2023-05-26,12.73
2023-05-27,12.73
2023-05-28,12.73
2023-05-29,12.73
2023-05-30,12.592
2023-05-31,12.262
2023-06-01,12.646
2023-06-02,13.317
2023-06-03,13.317
2023-06-04,13.317
2023-06-05,13.265
2023-06-06,13.626
2023-06-07,13.856
2023-06-08,13.89
2023-06-09,13.858
2023-06-10,13.858
2023-06-11,13.858
2023-06-12,13.993
2023-06-13,14.277
2023-06-14,13.601
2023-06-15,13.965
2023-06-16,13.992
2023-06-17,13.992
2023-06-18,13.992
2023-06-19,13.992
2023-06-20,13.666
2023-06-21,13.701
2023-06-22,13.542
