,CNP US Equity
2020-09-06,9.311
2020-09-07,9.311
2020-09-08,9.077
2020-09-09,9.152
2020-09-10,9.114
2020-09-11,9.114
2020-09-12,9.114
2020-09-13,9.114
2020-09-14,9.157
2020-09-15,8.908
2020-09-16,9.25
2020-09-17,9.039
2020-09-18,8.871
2020-09-19,8.871
2020-09-20,8.871
2020-09-21,8.857
2020-09-22,8.861
2020-09-23,8.838
2020-09-24,8.857
2020-09-25,8.899
2020-09-26,8.899
2020-09-27,8.899
2020-09-28,8.913
2020-09-29,8.904
2020-09-30,9.068
2020-10-01,9.091
2020-10-02,9.339
2020-10-03,9.339
2020-10-04,9.339
2020-10-05,9.461
2020-10-06,9.639
2020-10-07,9.677
2020-10-08,9.991
2020-10-09,10.014
2020-10-10,10.014
2020-10-11,10.014
2020-10-12,10.127
2020-10-13,9.756
2020-10-14,9.742
2020-10-15,9.854
2020-10-16,9.821
2020-10-17,9.821
2020-10-18,9.821
2020-10-19,10.955
2020-10-20,11.239
2020-10-21,11.339
2020-10-22,11.624
2020-10-23,11.708
2020-10-24,11.708
2020-10-25,11.708
2020-10-26,11.655
2020-10-27,11.761
2020-10-28,11.218
2020-10-29,11.313
2020-10-30,11.129
2020-10-31,11.129
2020-11-01,11.129
2020-11-02,11.308
2020-11-03,11.476
2020-11-04,11.355
2020-11-05,11.94
2020-11-06,12.166
2020-11-07,12.166
2020-11-08,12.166
2020-11-09,12.629
2020-11-10,12.826
2020-11-11,12.81
2020-11-12,12.475
2020-11-13,12.906
2020-11-14,12.906
2020-11-15,12.906
2020-11-16,13.353
2020-11-17,13.395
2020-11-18,12.715
2020-11-19,12.544
2020-11-20,12.56
2020-11-21,12.56
2020-11-22,12.56
2020-11-23,12.839
2020-11-24,13.042
2020-11-25,13.122
2020-11-26,13.122
2020-11-27,12.887
2020-11-28,12.887
2020-11-29,12.887
2020-11-30,12.416
2020-12-01,12.223
2020-12-02,12.276
2020-12-03,12.201
2020-12-04,12.239
2020-12-05,12.239
2020-12-06,12.239
2020-12-07,11.971
2020-12-08,12.627
2020-12-09,12.476
2020-12-10,12.234
2020-12-11,12.206
2020-12-12,12.206
2020-12-13,12.206
2020-12-14,12.145
2020-12-15,12.481
2020-12-16,12.274
2020-12-17,12.279
2020-12-18,12.274
2020-12-19,12.274
2020-12-20,12.274
2020-12-21,11.813
2020-12-22,11.684
2020-12-23,12.066
2020-12-24,12.111
2020-12-25,12.111
2020-12-26,12.111
2020-12-27,12.111
2020-12-28,12.015
2020-12-29,11.954
2020-12-30,12.021
2020-12-31,12.145
2021-01-01,12.145
2021-01-02,12.145
2021-01-03,12.145
2021-01-04,11.976
2021-01-05,12.105
2021-01-06,12.319
2021-01-07,11.718
2021-01-08,11.623
2021-01-09,11.623
2021-01-10,11.623
2021-01-11,11.668
2021-01-12,11.841
2021-01-13,11.91
2021-01-14,11.927
2021-01-15,12.276
2021-01-16,12.276
2021-01-17,12.276
2021-01-18,12.276
2021-01-19,12.407
2021-01-20,12.092
2021-01-21,12.21
2021-01-22,12.069
2021-01-23,12.069
2021-01-24,12.069
2021-01-25,11.822
2021-01-26,12.356
2021-01-27,11.743
2021-01-28,12.148
2021-01-29,11.872
2021-01-30,11.872
2021-01-31,11.872
2021-02-01,11.957
2021-02-02,12.103
2021-02-03,11.906
2021-02-04,12.064
2021-02-05,12.047
2021-02-06,12.047
2021-02-07,12.047
2021-02-08,11.838
2021-02-09,11.979
2021-02-10,12.08
2021-02-11,11.962
2021-02-12,12.035
2021-02-13,12.035
2021-02-14,12.035
2021-02-15,12.035
2021-02-16,12.125
2021-02-17,12.211
2021-02-18,12.364
2021-02-19,12.154
2021-02-20,12.154
2021-02-21,12.154
2021-02-22,11.723
2021-02-23,11.785
2021-02-24,11.802
2021-02-25,11.333
2021-02-26,10.885
2021-02-27,10.885
2021-02-28,10.885
2021-03-01,10.975
2021-03-02,10.958
2021-03-03,10.891
2021-03-04,11.126
2021-03-05,11.568
2021-03-06,11.568
2021-03-07,11.568
2021-03-08,11.652
2021-03-09,11.703
2021-03-10,11.938
2021-03-11,12.126
2021-03-12,12.514
2021-03-13,12.514
2021-03-14,12.514
2021-03-15,12.855
2021-03-16,12.781
2021-03-17,12.685
2021-03-18,12.497
2021-03-19,12.679
2021-03-20,12.679
2021-03-21,12.679
2021-03-22,12.508
2021-03-23,12.462
2021-03-24,12.388
2021-03-25,12.702
2021-03-26,12.514
2021-03-27,12.514
2021-03-28,12.514
2021-03-29,12.901
2021-03-30,12.986
2021-03-31,12.901
2021-04-01,12.901
2021-04-02,12.901
2021-04-03,12.901
2021-04-04,12.901
2021-04-05,13.066
2021-04-06,13.237
2021-04-07,13.305
2021-04-08,13.231
2021-04-09,13.237
2021-04-10,13.237
2021-04-11,13.237
2021-04-12,13.294
2021-04-13,13.476
2021-04-14,13.505
2021-04-15,13.698
2021-04-16,13.571
2021-04-17,13.571
2021-04-18,13.571
2021-04-19,13.413
2021-04-20,13.666
2021-04-21,13.65
2021-04-22,13.583
2021-04-23,13.702
2021-04-24,13.702
2021-04-25,13.702
2021-04-26,13.74
2021-04-27,13.637
2021-04-28,13.712
2021-04-29,14.012
2021-04-30,14.001
2021-05-01,14.001
2021-05-02,14.001
2021-05-03,13.961
2021-05-04,14.041
2021-05-05,13.881
2021-05-06,13.938
2021-05-07,14.176
2021-05-08,14.176
2021-05-09,14.176
2021-05-10,14.155
2021-05-11,13.843
2021-05-12,13.664
2021-05-13,14.138
2021-05-14,14.455
2021-05-15,14.455
2021-05-16,14.455
2021-05-17,14.461
2021-05-18,14.271
2021-05-19,14.236
2021-05-20,14.364
2021-05-21,14.369
2021-05-22,14.369
2021-05-23,14.369
2021-05-24,14.555
2021-05-25,14.503
2021-05-26,14.602
2021-05-27,14.585
2021-05-28,14.712
2021-05-29,14.712
2021-05-30,14.712
2021-05-31,14.712
2021-06-01,14.602
2021-06-02,14.59
2021-06-03,14.765
2021-06-04,14.771
2021-06-05,14.771
2021-06-06,14.771
2021-06-07,14.875
2021-06-08,14.806
2021-06-09,14.986
2021-06-10,15.09
2021-06-11,15.207
2021-06-12,15.207
2021-06-13,15.207
2021-06-14,15.108
2021-06-15,15.114
2021-06-16,14.846
2021-06-17,14.736
2021-06-18,14.323
2021-06-19,14.323
2021-06-20,14.323
2021-06-21,14.503
2021-06-22,14.416
2021-06-23,14.364
2021-06-24,14.253
2021-06-25,14.393
2021-06-26,14.393
2021-06-27,14.393
2021-06-28,14.323
2021-06-29,14.241
2021-06-30,14.259
2021-07-01,14.381
2021-07-02,14.486
2021-07-03,14.486
2021-07-04,14.486
2021-07-05,14.486
2021-07-06,14.474
2021-07-07,14.544
2021-07-08,14.744
2021-07-09,14.867
2021-07-10,14.867
2021-07-11,14.867
2021-07-12,14.715
2021-07-13,14.607
2021-07-14,14.66
2021-07-15,14.986
2021-07-16,15.146
2021-07-17,15.146
2021-07-18,15.146
2021-07-19,14.72
2021-07-20,14.939
2021-07-21,14.897
2021-07-22,14.814
2021-07-23,14.903
2021-07-24,14.903
2021-07-25,14.903
2021-07-26,15.004
2021-07-27,15.205
2021-07-28,15.187
2021-07-29,15.276
2021-07-30,15.069
2021-07-31,15.069
2021-08-01,15.069
2021-08-02,15.122
2021-08-03,15.311
2021-08-04,15.211
2021-08-05,15.501
2021-08-06,15.643
2021-08-07,15.643
2021-08-08,15.643
2021-08-09,15.579
2021-08-10,15.626
2021-08-11,15.738
2021-08-12,15.703
2021-08-13,15.791
2021-08-14,15.791
2021-08-15,15.791
2021-08-16,15.726
2021-08-17,15.761
2021-08-18,15.59
2021-08-19,15.307
2021-08-20,15.555
2021-08-21,15.555
2021-08-22,15.555
2021-08-23,15.46
2021-08-24,15.24
2021-08-25,15.169
2021-08-26,14.963
2021-08-27,15.11
2021-08-28,15.11
2021-08-29,15.11
2021-08-30,14.969
2021-08-31,14.798
2021-09-01,15.027
2021-09-02,15.18
2021-09-03,15.28
2021-09-04,15.28
2021-09-05,15.28
2021-09-06,15.28
2021-09-07,15.197
2021-09-08,15.592
2021-09-09,15.645
2021-09-10,15.445
2021-09-11,15.445
2021-09-12,15.445
2021-09-13,15.41
2021-09-14,15.115
2021-09-15,14.785
2021-09-16,14.508
2021-09-17,14.39
2021-09-18,14.39
2021-09-19,14.39
2021-09-20,14.555
2021-09-21,14.951
2021-09-22,14.735
2021-09-23,14.719
2021-09-24,15.015
2021-09-25,15.015
2021-09-26,15.015
2021-09-27,15.021
2021-09-28,14.743
2021-09-29,14.838
2021-09-30,14.536
2021-10-01,14.714
2021-10-02,14.714
2021-10-03,14.714
2021-10-04,15.062
2021-10-05,15.05
2021-10-06,15.239
2021-10-07,15.109
2021-10-08,15.092
2021-10-09,15.092
2021-10-10,15.092
2021-10-11,15.092
2021-10-12,15.387
2021-10-13,15.304
2021-10-14,15.7
2021-10-15,15.807
2021-10-16,15.807
2021-10-17,15.807
2021-10-18,15.476
2021-10-19,15.41
2021-10-20,15.686
2021-10-21,15.616
2021-10-22,15.633
2021-10-23,15.633
2021-10-24,15.633
2021-10-25,15.769
2021-10-26,15.716
2021-10-27,15.498
2021-10-28,15.486
2021-10-29,15.339
2021-10-30,15.339
2021-10-31,15.339
2021-11-01,15.486
2021-11-02,15.427
2021-11-03,15.486
2021-11-04,15.6
2021-11-05,15.7
2021-11-06,15.7
2021-11-07,15.7
2021-11-08,15.612
2021-11-09,15.612
2021-11-10,15.647
2021-11-11,15.759
2021-11-12,15.659
2021-11-13,15.659
2021-11-14,15.659
2021-11-15,15.865
2021-11-16,15.765
2021-11-17,15.818
2021-11-18,15.652
2021-11-19,15.729
2021-11-20,15.729
2021-11-21,15.729
2021-11-22,15.771
2021-11-23,15.765
2021-11-24,15.86
2021-11-25,15.86
2021-11-26,15.54
2021-11-27,15.54
2021-11-28,15.54
2021-11-29,15.753
2021-11-30,15.35
2021-12-01,15.223
2021-12-02,15.495
2021-12-03,15.926
2021-12-04,15.926
2021-12-05,15.926
2021-12-06,16.381
2021-12-07,16.497
2021-12-08,16.349
2021-12-09,16.295
2021-12-10,16.491
2021-12-11,16.491
2021-12-12,16.491
2021-12-13,16.578
2021-12-14,16.471
2021-12-15,16.631
2021-12-16,16.566
2021-12-17,15.974
2021-12-18,15.974
2021-12-19,15.974
2021-12-20,15.986
2021-12-21,16.163
2021-12-22,16.27
2021-12-23,16.294
2021-12-24,16.294
2021-12-25,16.294
2021-12-26,16.294
2021-12-27,16.329
2021-12-28,16.489
2021-12-29,16.548
2021-12-30,16.477
2021-12-31,16.525
2022-01-01,16.525
2022-01-02,16.525
2022-01-03,16.353
2022-01-04,16.252
2022-01-05,16.217
2022-01-06,16.371
2022-01-07,16.377
2022-01-08,16.377
2022-01-09,16.377
2022-01-10,16.394
2022-01-11,16.223
2022-01-12,16.245
2022-01-13,16.322
2022-01-14,16.357
2022-01-15,16.357
2022-01-16,16.357
2022-01-17,16.357
2022-01-18,16.197
2022-01-19,16.173
2022-01-20,15.98
2022-01-21,16.056
2022-01-22,16.056
2022-01-23,16.056
2022-01-24,15.96
2022-01-25,16.031
2022-01-26,16.043
2022-01-27,16.084
2022-01-28,16.372
2022-01-29,16.372
2022-01-30,16.372
2022-01-31,16.655
2022-02-01,16.491
2022-02-02,16.632
2022-02-03,16.532
2022-02-04,16.379
2022-02-05,16.379
2022-02-06,16.379
2022-02-07,16.491
2022-02-08,16.555
2022-02-09,16.591
2022-02-10,16.221
2022-02-11,16.091
2022-02-12,16.091
2022-02-13,16.091
2022-02-14,15.804
2022-02-15,15.792
2022-02-16,15.886
2022-02-17,15.845
2022-02-18,15.727
2022-02-19,15.727
2022-02-20,15.727
2022-02-21,15.727
2022-02-22,16.076
2022-02-23,15.637
2022-02-24,15.682
2022-02-25,16.172
2022-02-26,16.172
2022-02-27,16.172
2022-02-28,16.154
2022-03-01,15.877
2022-03-02,16.373
2022-03-03,16.68
2022-03-04,17.123
2022-03-05,17.123
2022-03-06,17.123
2022-03-07,16.969
2022-03-08,16.857
2022-03-09,16.763
2022-03-10,16.952
2022-03-11,16.804
2022-03-12,16.804
2022-03-13,16.804
2022-03-14,16.78
2022-03-15,17.058
2022-03-16,17.052
2022-03-17,17.176
2022-03-18,17.158
2022-03-19,17.158
2022-03-20,17.158
2022-03-21,17.406
2022-03-22,17.406
2022-03-23,17.495
2022-03-24,17.644
2022-03-25,18.018
2022-03-26,18.018
2022-03-27,18.018
2022-03-28,18.0
2022-03-29,18.249
2022-03-30,18.237
2022-03-31,18.165
2022-04-01,18.468
2022-04-02,18.468
2022-04-03,18.468
2022-04-04,18.337
2022-04-05,18.396
2022-04-06,18.835
2022-04-07,18.977
2022-04-08,19.262
2022-04-09,19.262
2022-04-10,19.262
2022-04-11,19.108
2022-04-12,19.12
2022-04-13,19.161
2022-04-14,19.209
2022-04-15,19.209
2022-04-16,19.209
2022-04-17,19.209
2022-04-18,19.137
2022-04-19,19.072
2022-04-20,19.404
2022-04-21,19.126
2022-04-22,18.871
2022-04-23,18.871
2022-04-24,18.871
2022-04-25,18.823
2022-04-26,18.551
2022-04-27,18.574
2022-04-28,18.639
2022-04-29,18.147
2022-04-30,18.147
2022-05-01,18.147
2022-05-02,17.894
2022-05-03,18.072
2022-05-04,18.534
2022-05-05,18.297
2022-05-06,18.173
2022-05-07,18.173
2022-05-08,18.173
2022-05-09,17.966
2022-05-10,18.025
2022-05-11,17.978
2022-05-12,17.972
2022-05-13,18.339
2022-05-14,18.339
2022-05-15,18.339
2022-05-16,18.304
2022-05-17,18.54
2022-05-18,18.225
2022-05-19,18.219
2022-05-20,18.172
2022-05-21,18.172
2022-05-22,18.172
2022-05-23,18.326
2022-05-24,18.605
2022-05-25,18.932
2022-05-26,19.015
2022-05-27,19.277
2022-05-28,19.277
2022-05-29,19.277
2022-05-30,19.277
2022-05-31,19.057
2022-06-01,19.063
2022-06-02,19.087
2022-06-03,18.831
2022-06-04,18.831
2022-06-05,18.831
2022-06-06,18.742
2022-06-07,19.057
2022-06-08,18.605
2022-06-09,18.19
2022-06-10,17.898
2022-06-11,17.898
2022-06-12,17.898
2022-06-13,17.019
2022-06-14,16.401
2022-06-15,16.71
2022-06-16,16.306
2022-06-17,16.282
2022-06-18,16.282
2022-06-19,16.282
2022-06-20,16.282
2022-06-21,16.49
2022-06-22,16.52
2022-06-23,16.787
2022-06-24,17.144
2022-06-25,17.144
2022-06-26,17.144
2022-06-27,17.227
2022-06-28,17.286
2022-06-29,17.304
2022-06-30,17.577
2022-07-01,18.124
2022-07-02,18.124
2022-07-03,18.124
2022-07-04,18.124
2022-07-05,17.286
2022-07-06,17.435
2022-07-07,17.417
2022-07-08,17.453
2022-07-09,17.453
2022-07-10,17.453
2022-07-11,17.548
2022-07-12,17.494
2022-07-13,17.28
2022-07-14,17.304
2022-07-15,17.584
2022-07-16,17.584
2022-07-17,17.584
2022-07-18,17.555
2022-07-19,17.667
2022-07-20,17.459
2022-07-21,17.337
2022-07-22,17.561
2022-07-23,17.561
2022-07-24,17.561
2022-07-25,17.798
2022-07-26,18.034
2022-07-27,18.064
2022-07-28,18.626
2022-07-29,18.738
2022-07-30,18.738
2022-07-31,18.738
2022-08-01,18.703
2022-08-02,18.675
2022-08-03,18.646
2022-08-04,17.737
2022-08-05,17.782
2022-08-06,17.782
2022-08-07,17.782
2022-08-08,18.512
2022-08-09,18.806
2022-08-10,18.8
2022-08-11,18.706
2022-08-12,19.052
2022-08-13,19.052
2022-08-14,19.052
2022-08-15,19.187
2022-08-16,19.257
2022-08-17,19.175
2022-08-18,19.222
2022-08-19,19.257
2022-08-20,19.257
2022-08-21,19.257
2022-08-22,18.891
2022-08-23,18.821
2022-08-24,19.033
2022-08-25,19.092
2022-08-26,18.726
2022-08-27,18.726
2022-08-28,18.726
2022-08-29,18.927
2022-08-30,18.667
2022-08-31,18.597
2022-09-01,18.926
2022-09-02,18.825
2022-09-03,18.825
2022-09-04,18.825
2022-09-05,18.825
2022-09-06,18.662
2022-09-07,19.233
2022-09-08,19.251
2022-09-09,19.826
2022-09-10,19.826
2022-09-11,19.826
2022-09-12,19.977
2022-09-13,19.524
2022-09-14,19.765
2022-09-15,19.421
2022-09-16,19.337
2022-09-17,19.337
2022-09-18,19.337
2022-09-19,19.59
2022-09-20,19.307
2022-09-21,19.282
2022-09-22,19.107
2022-09-23,19.047
2022-09-24,19.047
2022-09-25,19.047
2022-09-26,18.413
2022-09-27,18.039
2022-09-28,18.196
2022-09-29,17.406
2022-09-30,17.007
2022-10-01,17.007
2022-10-02,17.007
2022-10-03,17.406
2022-10-04,17.762
2022-10-05,17.387
2022-10-06,16.5
2022-10-07,16.18
2022-10-08,16.18
2022-10-09,16.18
2022-10-10,16.114
2022-10-11,16.054
2022-10-12,15.42
2022-10-13,15.722
2022-10-14,15.619
2022-10-15,15.619
2022-10-16,15.619
2022-10-17,15.842
2022-10-18,16.271
2022-10-19,16.295
2022-10-20,16.155
2022-10-21,16.383
2022-10-22,16.383
2022-10-23,16.383
2022-10-24,16.505
2022-10-25,16.761
2022-10-26,16.731
2022-10-27,16.967
2022-10-28,17.464
2022-10-29,17.464
2022-10-30,17.464
2022-10-31,17.343
2022-11-01,17.207
2022-11-02,17.061
2022-11-03,17.001
2022-11-04,17.286
2022-11-05,17.286
2022-11-06,17.286
2022-11-07,16.94
2022-11-08,17.097
2022-11-09,17.121
2022-11-10,17.878
2022-11-11,17.714
2022-11-12,17.714
2022-11-13,17.714
2022-11-14,17.714
2022-11-15,17.714
2022-11-16,18.014
2022-11-17,17.861
2022-11-18,18.155
2022-11-19,18.155
2022-11-20,18.155
2022-11-21,18.33
2022-11-22,18.667
2022-11-23,18.888
2022-11-24,18.888
2022-11-25,19.029
2022-11-26,19.029
2022-11-27,19.029
2022-11-28,18.919
2022-11-29,18.747
2022-11-30,19.072
2022-12-01,19.023
2022-12-02,18.348
2022-12-03,18.348
2022-12-04,18.348
2022-12-05,18.217
2022-12-06,18.438
2022-12-07,18.181
2022-12-08,18.157
2022-12-09,18.217
2022-12-10,18.217
2022-12-11,18.217
2022-12-12,18.552
2022-12-13,18.492
2022-12-14,18.516
2022-12-15,18.324
2022-12-16,17.953
2022-12-17,17.953
2022-12-18,17.953
2022-12-19,17.935
2022-12-20,17.929
2022-12-21,18.265
2022-12-22,18.133
2022-12-23,18.36
2022-12-24,18.36
2022-12-25,18.36
2022-12-26,18.36
2022-12-27,18.498
2022-12-28,18.259
2022-12-29,18.235
2022-12-30,17.941
2022-12-31,17.941
2023-01-01,17.941
2023-01-02,17.941
2023-01-03,17.684
2023-01-04,17.738
2023-01-05,17.337
2023-01-06,17.953
2023-01-07,17.953
2023-01-08,17.953
2023-01-09,18.24
2023-01-10,18.294
2023-01-11,18.647
2023-01-12,18.599
2023-01-13,18.743
2023-01-14,18.743
2023-01-15,18.743
2023-01-16,18.743
2023-01-17,18.617
2023-01-18,18.203
2023-01-19,18.137
2023-01-20,18.036
2023-01-21,18.036
2023-01-22,18.036
2023-01-23,17.981
2023-01-24,18.095
2023-01-25,18.005
2023-01-26,17.981
2023-01-27,17.825
2023-01-28,17.825
2023-01-29,17.825
2023-01-30,17.885
2023-01-31,18.053
2023-02-01,18.041
2023-02-02,17.849
2023-02-03,17.501
2023-02-04,17.501
2023-02-05,17.501
2023-02-06,17.579
2023-02-07,17.747
2023-02-08,17.405
2023-02-09,17.172
2023-02-10,17.567
2023-02-11,17.567
2023-02-12,17.567
2023-02-13,17.663
2023-02-14,17.549
2023-02-15,17.573
2023-02-16,17.525
2023-02-17,17.622
2023-02-18,17.622
2023-02-19,17.622
2023-02-20,17.622
2023-02-21,17.452
2023-02-22,17.415
2023-02-23,17.379
2023-02-24,17.246
2023-02-25,17.246
2023-02-26,17.246
2023-02-27,17.186
2023-02-28,16.794
2023-03-01,16.506
2023-03-02,16.865
2023-03-03,17.107
2023-03-04,17.107
2023-03-05,17.107
2023-03-06,17.173
2023-03-07,16.746
2023-03-08,16.848
2023-03-09,16.788
2023-03-10,16.595
2023-03-11,16.595
2023-03-12,16.595
2023-03-13,16.987
2023-03-14,17.276
2023-03-15,17.517
2023-03-16,17.661
2023-03-17,17.493
2023-03-18,17.493
2023-03-19,17.493
2023-03-20,17.553
2023-03-21,17.005
2023-03-22,16.65
2023-03-23,16.451
2023-03-24,17.076
2023-03-25,17.076
2023-03-26,17.076
2023-03-27,17.172
2023-03-28,17.274
2023-03-29,17.632
2023-03-30,17.656
2023-03-31,17.729
2023-04-01,17.729
2023-04-02,17.729
2023-04-03,17.662
2023-04-04,17.716
2023-04-05,18.288
2023-04-06,18.517
2023-04-07,18.517
2023-04-08,18.517
2023-04-09,18.517
2023-04-10,18.463
2023-04-11,18.433
2023-04-12,18.457
2023-04-13,18.481
2023-04-14,18.294
2023-04-15,18.294
2023-04-16,18.294
2023-04-17,18.439
2023-04-18,18.192
2023-04-19,18.372
2023-04-20,18.36
2023-04-21,18.384
2023-04-22,18.384
2023-04-23,18.384
2023-04-24,18.552
2023-04-25,18.564
2023-04-26,18.275
2023-04-27,18.558
2023-04-28,18.348
2023-04-29,18.348
2023-04-30,18.348
2023-05-01,18.474
2023-05-02,18.106
2023-05-03,18.046
2023-05-04,18.196
2023-05-05,18.389
2023-05-06,18.389
2023-05-07,18.389
2023-05-08,18.226
2023-05-09,18.202
2023-05-10,18.245
2023-05-11,18.022
2023-05-12,18.106
2023-05-13,18.106
2023-05-14,18.106
2023-05-15,17.781
2023-05-16,17.437
2023-05-17,17.419
2023-05-18,17.249
2023-05-19,17.34
2023-05-20,17.34
2023-05-21,17.34
2023-05-22,17.316
2023-05-23,17.504
2023-05-24,17.358
2023-05-25,17.14
2023-05-26,17.188
2023-05-27,17.188
2023-05-28,17.188
2023-05-29,17.188
2023-05-30,17.091
2023-05-31,17.11
2023-06-01,17.213
2023-06-02,17.346
2023-06-03,17.346
2023-06-04,17.346
2023-06-05,17.437
2023-06-06,17.387
2023-06-07,17.625
2023-06-08,17.729
2023-06-09,17.613
2023-06-10,17.613
2023-06-11,17.613
2023-06-12,17.727
2023-06-13,17.77
2023-06-14,17.673
2023-06-15,17.819
2023-06-16,17.764
2023-06-17,17.764
2023-06-18,17.764
2023-06-19,17.764
2023-06-20,17.703
2023-06-21,17.916
2023-06-22,17.721
2023-06-23,17.332
2023-06-24,17.332
2023-06-25,17.332
2023-06-26,17.606
2023-06-27,17.771
