,BR US Equity
2023-06-24,20.68
2023-06-25,20.68
2023-06-26,20.928
2023-06-27,21.138
2023-06-28,21.167
2023-06-29,21.372
2023-06-30,21.677
2023-07-01,21.677
2023-07-02,21.677
2023-07-03,21.429
2023-07-04,21.429
2023-07-05,21.436
2023-07-06,21.38
2023-07-07,21.352
2023-07-08,21.352
2023-07-09,21.352
2023-07-10,21.418
2023-07-11,21.571
2023-07-12,21.587
2023-07-13,21.777
2023-07-14,21.784
2023-07-15,21.784
2023-07-16,21.784
2023-07-17,21.62
2023-07-18,21.698
2023-07-19,22.124
2023-07-20,22.061
2023-07-21,22.144
2023-07-22,22.144
2023-07-23,22.144
2023-07-24,22.148
2023-07-25,22.433
2023-07-26,22.553
2023-07-27,22.268
2023-07-28,22.007
2023-07-29,22.007
2023-07-30,22.007
2023-07-31,22.02
2023-08-01,22.06
2023-08-02,21.859
2023-08-03,21.756
2023-08-04,21.732
2023-08-05,21.732
2023-08-06,21.732
2023-08-07,21.716
2023-08-08,22.832
2023-08-09,23.015
2023-08-10,23.116
2023-08-11,23.443
2023-08-12,23.443
2023-08-13,23.443
2023-08-14,23.561
2023-08-15,23.308
2023-08-16,23.372
2023-08-17,23.036
2023-08-18,23.09
2023-08-19,23.09
2023-08-20,23.09
2023-08-21,22.952
2023-08-22,22.947
2023-08-23,23.554
2023-08-24,23.555
2023-08-25,23.708
2023-08-26,23.708
2023-08-27,23.708
2023-08-28,24.012
2023-08-29,24.037
2023-08-30,24.113
2023-08-31,24.033
2023-09-01,24.218
2023-09-02,24.218
2023-09-03,24.218
2023-09-04,24.218
2023-09-05,24.211
2023-09-06,23.902
2023-09-07,24.139
2023-09-08,24.216
2023-09-09,24.216
2023-09-10,24.216
2023-09-11,24.38
2023-09-12,24.354
2023-09-13,24.269
2023-09-14,24.359
2023-09-15,23.984
2023-09-16,23.984
2023-09-17,23.984
2023-09-18,23.961
2023-09-19,24.065
2023-09-20,23.9
2023-09-21,23.794
2023-09-22,23.903
2023-09-23,23.903
2023-09-24,23.903
2023-09-25,24.012
2023-09-26,23.62
2023-09-27,23.51
2023-09-28,23.482
2023-09-29,23.229
2023-09-30,23.229
2023-10-01,23.229
2023-10-02,22.961
2023-10-03,22.798
2023-10-04,23.281
2023-10-05,23.264
2023-10-06,23.312
2023-10-07,23.312
2023-10-08,23.312
2023-10-09,23.598
2023-10-10,23.543
2023-10-11,23.662
2023-10-12,23.51
2023-10-13,23.051
2023-10-14,23.051
2023-10-15,23.051
2023-10-16,23.318
2023-10-17,23.514
2023-10-18,23.064
2023-10-19,22.838
2023-10-20,22.486
2023-10-21,22.486
2023-10-22,22.486
2023-10-23,22.417
2023-10-24,22.442
2023-10-25,22.071
2023-10-26,21.985
2023-10-27,21.732
2023-10-28,21.732
2023-10-29,21.732
2023-10-30,22.003
2023-10-31,22.155
2023-11-01,22.141
2023-11-02,23.17
2023-11-03,23.338
2023-11-04,23.338
2023-11-05,23.338
2023-11-06,23.366
2023-11-07,23.309
2023-11-08,23.446
2023-11-09,23.215
2023-11-10,23.338
2023-11-11,23.338
2023-11-12,23.338
2023-11-13,23.428
2023-11-14,23.851
2023-11-15,23.76
2023-11-16,23.877
2023-11-17,24.074
2023-11-18,24.074
2023-11-19,24.074
2023-11-20,24.207
2023-11-21,24.41
2023-11-22,24.601
2023-11-23,24.601
2023-11-24,24.586
2023-11-25,24.586
2023-11-26,24.586
2023-11-27,24.722
2023-11-28,24.847
2023-11-29,25.12
2023-11-30,25.539
2023-12-01,25.747
2023-12-02,25.747
2023-12-03,25.747
2023-12-04,25.71
2023-12-05,25.016
2023-12-06,24.636
2023-12-07,24.716
2023-12-08,24.626
2023-12-09,24.626
2023-12-10,24.626
2023-12-11,24.591
2023-12-12,24.945
2023-12-13,24.876
2023-12-14,25.023
2023-12-15,25.037
2023-12-16,25.037
2023-12-17,25.037
2023-12-18,25.42
2023-12-19,25.46
2023-12-20,25.374
2023-12-21,25.374
2023-12-22,25.802
2023-12-23,25.802
2023-12-24,25.802
2023-12-25,25.802
2023-12-26,26.106
2023-12-27,26.397
2023-12-28,26.598
2023-12-29,26.588
2023-12-30,26.588
2023-12-31,26.588
2024-01-01,26.588
2024-01-02,25.831
2024-01-03,25.469
2024-01-04,25.465
2024-01-05,25.37
2024-01-06,25.37
2024-01-07,25.37
2024-01-08,25.841
2024-01-09,25.841
2024-01-10,26.096
2024-01-11,25.998
2024-01-12,26.177
2024-01-13,26.177
2024-01-14,26.177
2024-01-15,26.177
2024-01-16,26.1
2024-01-17,26.073
2024-01-18,25.98
2024-01-19,26.453
2024-01-20,26.453
2024-01-21,26.453
2024-01-22,26.645
2024-01-23,26.637
2024-01-24,26.605
2024-01-25,26.886
2024-01-26,26.839
2024-01-27,26.839
2024-01-28,26.839
2024-01-29,26.875
2024-01-30,26.978
2024-01-31,26.364
2024-02-01,25.954
2024-02-02,25.992
2024-02-03,25.992
2024-02-04,25.992
2024-02-05,25.54
2024-02-06,25.62
2024-02-07,25.542
2024-02-08,25.639
2024-02-09,25.637
2024-02-10,25.637
2024-02-11,25.637
2024-02-12,25.463
2024-02-13,24.938
2024-02-14,25.313
2024-02-15,25.549
2024-02-16,25.5
2024-02-17,25.5
2024-02-18,25.5
2024-02-19,25.5
2024-02-20,25.144
2024-02-21,25.327
2024-02-22,25.747
2024-02-23,25.96
2024-02-24,25.96
2024-02-25,25.96
2024-02-26,25.948
2024-02-27,25.769
2024-02-28,25.955
2024-02-29,26.229
2024-03-01,26.25
2024-03-02,26.25
2024-03-03,26.25
2024-03-04,26.484
2024-03-05,25.923
2024-03-06,26.157
2024-03-07,26.399
2024-03-08,26.225
2024-03-09,26.225
2024-03-10,26.225
2024-03-11,26.072
2024-03-12,26.285
2024-03-13,26.152
2024-03-14,25.835
2024-03-15,25.896
2024-03-16,25.896
2024-03-17,25.896
2024-03-18,25.803
2024-03-19,26.161
2024-03-20,26.35
2024-03-21,26.594
2024-03-22,26.266
2024-03-23,26.266
2024-03-24,26.266
2024-03-25,26.115
2024-03-26,26.057
2024-03-27,26.333
2024-03-28,26.464
2024-03-29,26.464
2024-03-30,26.464
2024-03-31,26.464
2024-04-01,26.254
2024-04-02,26.17
2024-04-03,25.769
2024-04-04,25.654
2024-04-05,26.192
2024-04-06,26.192
2024-04-07,26.192
2024-04-08,26.466
