,SFM US Equity
2023-06-23,12.565
2023-06-24,12.565
2023-06-25,12.565
2023-06-26,12.765
2023-06-27,12.984
2023-06-28,13.107
2023-06-29,13.217
2023-06-30,13.381
2023-07-01,13.381
2023-07-02,13.381
2023-07-03,13.366
2023-07-04,13.366
2023-07-05,13.534
2023-07-06,13.359
2023-07-07,13.49
2023-07-08,13.49
2023-07-09,13.49
2023-07-10,13.658
2023-07-11,13.938
2023-07-12,13.832
2023-07-13,13.938
2023-07-14,13.709
2023-07-15,13.709
2023-07-16,13.709
2023-07-17,13.829
2023-07-18,14.033
2023-07-19,14.186
2023-07-20,14.514
2023-07-21,14.597
2023-07-22,14.597
2023-07-23,14.597
2023-07-24,14.557
2023-07-25,14.286
2023-07-26,14.129
2023-07-27,14.297
2023-07-28,14.158
2023-07-29,14.158
2023-07-30,14.158
2023-07-31,14.278
2023-08-01,13.822
2023-08-02,13.427
2023-08-03,13.822
2023-08-04,13.653
2023-08-05,13.653
2023-08-06,13.653
2023-08-07,13.708
2023-08-08,13.388
2023-08-09,13.457
2023-08-10,13.607
2023-08-11,13.812
2023-08-12,13.812
2023-08-13,13.812
2023-08-14,13.726
2023-08-15,13.558
2023-08-16,13.298
2023-08-17,13.394
2023-08-18,13.961
2023-08-19,13.961
2023-08-20,13.961
2023-08-21,13.979
2023-08-22,13.812
2023-08-23,14.083
2023-08-24,13.908
2023-08-25,14.094
2023-08-26,14.094
2023-08-27,14.094
2023-08-28,14.245
2023-08-29,14.461
2023-08-30,14.433
2023-08-31,14.557
2023-09-01,14.051
2023-09-02,14.051
2023-09-03,14.051
2023-09-04,14.051
2023-09-05,14.051
2023-09-06,13.911
2023-09-07,13.851
2023-09-08,14.215
2023-09-09,14.215
2023-09-10,14.215
2023-09-11,14.211
2023-09-12,14.161
2023-09-13,14.197
2023-09-14,14.486
2023-09-15,14.561
2023-09-16,14.561
2023-09-17,14.561
2023-09-18,14.588
2023-09-19,14.516
2023-09-20,14.613
2023-09-21,14.724
2023-09-22,14.821
2023-09-23,14.821
2023-09-24,14.821
2023-09-25,15.1
2023-09-26,14.86
2023-09-27,15.224
2023-09-28,15.35
2023-09-29,15.346
2023-09-30,15.346
2023-10-01,15.346
2023-10-02,15.059
2023-10-03,14.876
2023-10-04,15.303
2023-10-05,15.181
2023-10-06,15.199
2023-10-07,15.199
2023-10-08,15.199
2023-10-09,15.235
2023-10-10,15.74
2023-10-11,15.593
2023-10-12,15.629
2023-10-13,15.493
2023-10-14,15.493
2023-10-15,15.493
2023-10-16,15.059
2023-10-17,15.475
2023-10-18,15.407
2023-10-19,15.16
2023-10-20,15.199
2023-10-21,15.199
2023-10-22,15.199
2023-10-23,15.26
2023-10-24,15.685
2023-10-25,15.76
2023-10-26,15.682
2023-10-27,15.611
2023-10-28,15.611
2023-10-29,15.611
2023-10-30,15.577
2023-10-31,15.066
2023-11-01,14.469
2023-11-02,14.686
2023-11-03,14.85
2023-11-04,14.85
2023-11-05,14.85
2023-11-06,14.537
2023-11-07,14.537
2023-11-08,14.344
2023-11-09,14.573
2023-11-10,14.63
2023-11-11,14.63
2023-11-12,14.63
2023-11-13,14.921
2023-11-14,14.879
2023-11-15,15.025
2023-11-16,14.654
2023-11-17,14.672
2023-11-18,14.672
2023-11-19,14.672
2023-11-20,14.764
2023-11-21,14.425
2023-11-22,14.861
2023-11-23,14.861
2023-11-24,14.989
2023-11-25,14.989
2023-11-26,14.989
2023-11-27,15.071
2023-11-28,14.943
2023-11-29,14.875
2023-11-30,15.397
2023-12-01,15.697
2023-12-02,15.697
2023-12-03,15.697
2023-12-04,16.233
2023-12-05,16.19
2023-12-06,16.276
2023-12-07,16.53
2023-12-08,16.447
2023-12-09,16.447
2023-12-10,16.447
2023-12-11,16.63
2023-12-12,16.813
2023-12-13,17.438
2023-12-14,16.924
2023-12-15,17.231
2023-12-16,17.231
2023-12-17,17.231
2023-12-18,17.241
2023-12-19,17.202
2023-12-20,17.091
2023-12-21,17.363
2023-12-22,17.427
2023-12-23,17.427
2023-12-24,17.427
2023-12-25,17.427
2023-12-26,17.106
2023-12-27,17.159
2023-12-28,17.063
2023-12-29,17.17
2023-12-30,17.17
2023-12-31,17.17
2024-01-01,17.17
2024-01-02,17.502
2024-01-03,17.081
2024-01-04,17.447
2024-01-05,17.515
2024-01-06,17.515
2024-01-07,17.515
2024-01-08,17.738
2024-01-09,17.56
2024-01-10,17.66
2024-01-11,17.66
2024-01-12,17.884
2024-01-13,17.884
2024-01-14,17.884
2024-01-15,17.884
2024-01-16,18.159
2024-01-17,18.327
2024-01-18,18.405
2024-01-19,18.416
2024-01-20,18.416
2024-01-21,18.416
2024-01-22,18.452
2024-01-23,18.213
2024-01-24,17.513
2024-01-25,17.781
2024-01-26,17.749
2024-01-27,17.749
2024-01-28,17.749
2024-01-29,17.97
2024-01-30,18.171
2024-01-31,17.919
2024-02-01,18.356
2024-02-02,18.307
2024-02-03,18.307
2024-02-04,18.307
2024-02-05,18.221
2024-02-06,18.051
2024-02-07,17.769
2024-02-08,18.07
2024-02-09,18.22
2024-02-10,18.22
2024-02-11,18.22
2024-02-12,18.572
2024-02-13,18.238
2024-02-14,18.475
2024-02-15,18.71
2024-02-16,18.788
2024-02-17,18.788
2024-02-18,18.788
2024-02-19,18.788
2024-02-20,18.866
2024-02-21,18.703
2024-02-22,18.857
2024-02-23,20.626
2024-02-24,20.626
2024-02-25,20.626
2024-02-26,20.764
2024-02-27,20.906
2024-02-28,21.221
2024-02-29,21.42
2024-03-01,21.746
2024-03-02,21.746
2024-03-03,21.746
2024-03-04,21.811
2024-03-05,21.571
2024-03-06,21.729
2024-03-07,21.659
2024-03-08,21.673
2024-03-09,21.673
2024-03-10,21.673
2024-03-11,21.429
2024-03-12,21.487
2024-03-13,21.614
2024-03-14,21.627
2024-03-15,22.107
2024-03-16,22.107
2024-03-17,22.107
2024-03-18,21.703
2024-03-19,20.956
2024-03-20,21.347
2024-03-21,21.357
2024-03-22,21.792
2024-03-23,21.792
2024-03-24,21.792
2024-03-25,21.737
2024-03-26,21.902
2024-03-27,21.947
2024-03-28,22.097
2024-03-29,22.097
2024-03-30,22.097
2024-03-31,22.097
2024-04-01,21.799
2024-04-02,21.864
2024-04-03,21.69
2024-04-04,21.443
2024-04-05,21.748
2024-04-06,21.748
2024-04-07,21.748
2024-04-08,21.691
