,VNOM US Equity
2023-06-23,11.911
2023-06-24,11.911
2023-06-25,11.911
2023-06-26,12.303
2023-06-27,12.346
2023-06-28,12.537
2023-06-29,12.846
2023-06-30,12.879
2023-07-01,12.879
2023-07-02,12.879
2023-07-03,12.577
2023-07-04,12.577
2023-07-05,12.497
2023-07-06,12.158
2023-07-07,12.337
2023-07-08,12.337
2023-07-09,12.337
2023-07-10,12.235
2023-07-11,12.506
2023-07-12,12.598
2023-07-13,12.862
2023-07-14,12.521
2023-07-15,12.521
2023-07-16,12.521
2023-07-17,14.899
2023-07-18,12.604
2023-07-19,12.489
2023-07-20,12.385
2023-07-21,12.546
2023-07-22,12.546
2023-07-23,12.546
2023-07-24,13.066
2023-07-25,13.203
2023-07-26,12.968
2023-07-27,12.321
2023-07-28,12.625
2023-07-29,12.625
2023-07-30,12.625
2023-07-31,12.812
2023-08-01,13.521
2023-08-02,13.123
2023-08-03,13.416
2023-08-04,13.407
2023-08-05,13.407
2023-08-06,13.407
2023-08-07,13.208
2023-08-08,13.249
2023-08-09,13.359
2023-08-10,13.061
2023-08-11,13.219
2023-08-12,13.219
2023-08-13,13.219
2023-08-14,12.739
2023-08-15,12.569
2023-08-16,12.489
2023-08-17,12.52
2023-08-18,12.381
2023-08-19,12.381
2023-08-20,12.381
2023-08-21,12.209
2023-08-22,12.017
2023-08-23,11.973
2023-08-24,11.74
2023-08-25,11.814
2023-08-26,11.814
2023-08-27,11.814
2023-08-28,12.114
2023-08-29,12.184
2023-08-30,12.266
2023-08-31,12.097
2023-09-01,12.327
2023-09-02,12.327
2023-09-03,12.327
2023-09-04,12.327
2023-09-05,11.935
2023-09-06,11.561
2023-09-07,11.477
2023-09-08,11.565
2023-09-09,11.565
2023-09-10,11.565
2023-09-11,11.445
2023-09-12,11.564
2023-09-13,11.576
2023-09-14,11.524
2023-09-15,11.52
2023-09-16,11.52
2023-09-17,11.52
2023-09-18,11.455
2023-09-19,11.261
2023-09-20,11.451
2023-09-21,11.31
2023-09-22,11.16
2023-09-23,11.16
2023-09-24,11.16
2023-09-25,11.314
2023-09-26,11.148
2023-09-27,11.423
2023-09-28,11.223
2023-09-29,11.017
2023-09-30,11.017
2023-10-01,11.017
2023-10-02,10.899
2023-10-03,10.859
2023-10-04,10.935
2023-10-05,10.855
2023-10-06,11.016
2023-10-07,11.016
2023-10-08,11.016
2023-10-09,11.305
2023-10-10,11.249
2023-10-11,11.305
2023-10-12,11.458
2023-10-13,11.74
2023-10-14,11.74
2023-10-15,11.74
2023-10-16,11.688
2023-10-17,11.72
2023-10-18,11.684
2023-10-19,11.713
2023-10-20,11.705
2023-10-21,11.705
2023-10-22,11.705
2023-10-23,11.502
2023-10-24,11.17
2023-10-25,11.285
2023-10-26,11.12
2023-10-27,11.012
2023-10-28,11.012
2023-10-29,11.012
2023-10-30,11.05
2023-10-31,10.954
2023-11-01,10.858
2023-11-02,11.004
2023-11-03,10.893
2023-11-04,10.893
2023-11-05,10.893
2023-11-06,10.801
2023-11-07,11.201
2023-11-08,11.185
2023-11-09,11.263
2023-11-10,11.629
2023-11-11,11.629
2023-11-12,11.629
2023-11-13,11.838
2023-11-14,11.467
2023-11-15,11.74
2023-11-16,11.477
2023-11-17,11.94
2023-11-18,11.94
2023-11-19,11.94
2023-11-20,11.987
2023-11-21,11.83
2023-11-22,11.912
2023-11-23,11.912
2023-11-24,12.175
2023-11-25,12.175
2023-11-26,12.175
2023-11-27,12.156
2023-11-28,12.057
2023-11-29,12.111
2023-11-30,12.198
2023-12-01,12.135
2023-12-02,12.135
2023-12-03,12.135
2023-12-04,12.155
2023-12-05,11.941
2023-12-06,11.632
2023-12-07,11.823
2023-12-08,12.079
2023-12-09,12.079
2023-12-10,12.079
2023-12-11,11.951
2023-12-12,11.999
2023-12-13,12.043
2023-12-14,12.284
2023-12-15,12.24
2023-12-16,12.24
2023-12-17,12.24
2023-12-18,12.709
2023-12-19,13.005
2023-12-20,13.313
2023-12-21,13.38
2023-12-22,13.229
2023-12-23,13.229
2023-12-24,13.229
2023-12-25,13.229
2023-12-26,13.334
2023-12-27,13.292
2023-12-28,13.204
2023-12-29,13.2
2023-12-30,13.2
2023-12-31,13.2
2024-01-01,13.2
2024-01-02,11.987
2024-01-03,12.324
2024-01-04,12.431
2024-01-05,12.36
2024-01-06,12.36
2024-01-07,12.36
2024-01-08,12.356
2024-01-09,12.304
2024-01-10,12.452
2024-01-11,12.468
2024-01-12,12.5
2024-01-13,12.5
2024-01-14,12.5
2024-01-15,12.5
2024-01-16,12.245
2024-01-17,12.597
2024-01-18,12.523
2024-01-19,12.618
2024-01-20,12.618
2024-01-21,12.618
2024-01-22,13.847
2024-01-23,14.094
2024-01-24,14.173
2024-01-25,14.441
2024-01-26,14.459
2024-01-27,14.459
2024-01-28,14.459
2024-01-29,14.454
2024-01-30,16.63
2024-01-31,16.466
2024-02-01,16.461
2024-02-02,16.482
2024-02-03,16.482
2024-02-04,16.482
2024-02-05,16.435
2024-02-06,16.614
2024-02-07,16.693
2024-02-08,16.73
2024-02-09,16.725
2024-02-10,16.725
2024-02-11,16.725
2024-02-12,17.244
2024-02-13,16.514
2024-02-14,16.766
2024-02-15,17.386
2024-02-16,17.84
2024-02-17,17.84
2024-02-18,17.84
2024-02-19,17.84
2024-02-20,16.899
2024-02-21,17.828
2024-02-22,18.422
2024-02-23,18.18
2024-02-24,18.18
2024-02-25,18.18
2024-02-26,18.019
2024-02-27,18.05
2024-02-28,17.989
2024-02-29,18.231
2024-03-01,18.478
2024-03-02,18.478
2024-03-03,18.478
2024-03-04,17.8
2024-03-05,18.336
2024-03-06,17.03
2024-03-07,16.933
2024-03-08,17.02
2024-03-09,17.02
2024-03-10,17.02
2024-03-11,17.165
2024-03-12,17.213
2024-03-13,17.407
2024-03-14,17.499
2024-03-15,17.368
2024-03-16,17.368
2024-03-17,17.368
2024-03-18,17.576
2024-03-19,17.6
2024-03-20,17.572
2024-03-21,18.085
2024-03-22,18.037
2024-03-23,18.037
2024-03-24,18.037
2024-03-25,18.234
2024-03-26,17.98
2024-03-27,18.167
2024-03-28,19.259
2024-03-29,19.259
2024-03-30,19.259
2024-03-31,19.259
2024-04-01,19.079
2024-04-02,19.214
2024-04-03,19.144
2024-04-04,21.661
2024-04-05,22.045
2024-04-06,22.045
2024-04-07,22.045
2024-04-08,22.309
