,HII US Equity
2023-06-24,13.266
2023-06-25,13.266
2023-06-26,13.365
2023-06-27,13.524
2023-06-28,13.478
2023-06-29,13.878
2023-06-30,13.917
2023-07-01,13.917
2023-07-02,13.917
2023-07-03,13.987
2023-07-04,13.987
2023-07-05,13.922
2023-07-06,13.813
2023-07-07,13.684
2023-07-08,13.684
2023-07-09,13.684
2023-07-10,13.905
2023-07-11,14.094
2023-07-12,14.023
2023-07-13,13.943
2023-07-14,13.947
2023-07-15,13.947
2023-07-16,13.947
2023-07-17,14.383
2023-07-18,14.163
2023-07-19,14.156
2023-07-20,14.365
2023-07-21,14.285
2023-07-22,14.285
2023-07-23,14.285
2023-07-24,14.263
2023-07-25,14.286
2023-07-26,14.463
2023-07-27,14.224
2023-07-28,14.215
2023-07-29,14.215
2023-07-30,14.215
2023-07-31,14.167
2023-08-01,14.186
2023-08-02,14.053
2023-08-03,13.9
2023-08-04,13.935
2023-08-05,13.935
2023-08-06,13.935
2023-08-07,14.158
2023-08-08,13.892
2023-08-09,13.993
2023-08-10,13.786
2023-08-11,13.92
2023-08-12,13.92
2023-08-13,13.92
2023-08-14,13.97
2023-08-15,13.669
2023-08-16,13.727
2023-08-17,13.587
2023-08-18,13.534
2023-08-19,13.534
2023-08-20,13.534
2023-08-21,13.563
2023-08-22,13.601
2023-08-23,13.576
2023-08-24,13.522
2023-08-25,13.549
2023-08-26,13.549
2023-08-27,13.549
2023-08-28,13.575
2023-08-29,13.578
2023-08-30,13.689
2023-08-31,13.659
2023-09-01,13.679
2023-09-02,13.679
2023-09-03,13.679
2023-09-04,13.679
2023-09-05,13.447
2023-09-06,12.957
2023-09-07,12.968
2023-09-08,13.058
2023-09-09,13.058
2023-09-10,13.058
2023-09-11,13.074
2023-09-12,13.09
2023-09-13,12.976
2023-09-14,13.188
2023-09-15,13.108
2023-09-16,13.108
2023-09-17,13.108
2023-09-18,13.147
2023-09-19,12.939
2023-09-20,12.732
2023-09-21,12.542
2023-09-22,12.454
2023-09-23,12.454
2023-09-24,12.454
2023-09-25,12.469
2023-09-26,12.412
2023-09-27,12.486
2023-09-28,12.601
2023-09-29,12.571
2023-09-30,12.571
2023-10-01,12.571
2023-10-02,12.286
2023-10-03,12.299
2023-10-04,12.264
2023-10-05,12.182
2023-10-06,12.317
2023-10-07,12.317
2023-10-08,12.317
2023-10-09,13.465
2023-10-10,13.337
2023-10-11,13.395
2023-10-12,13.305
2023-10-13,13.671
2023-10-14,13.671
2023-10-15,13.671
2023-10-16,13.691
2023-10-17,13.557
2023-10-18,13.56
2023-10-19,13.458
2023-10-20,13.322
2023-10-21,13.322
2023-10-22,13.322
2023-10-23,13.154
2023-10-24,13.032
2023-10-25,13.077
2023-10-26,13.257
2023-10-27,12.959
2023-10-28,12.959
2023-10-29,12.959
2023-10-30,13.216
2023-10-31,13.366
2023-11-01,13.437
2023-11-02,14.19
2023-11-03,14.181
2023-11-04,14.181
2023-11-05,14.181
2023-11-06,14.159
2023-11-07,14.172
2023-11-08,13.945
2023-11-09,13.922
2023-11-10,14.113
2023-11-11,14.113
2023-11-12,14.113
2023-11-13,14.324
2023-11-14,14.481
2023-11-15,14.418
2023-11-16,14.398
2023-11-17,14.584
2023-11-18,14.584
2023-11-19,14.584
2023-11-20,14.594
2023-11-21,14.577
2023-11-22,14.583
2023-11-23,14.583
2023-11-24,14.599
2023-11-25,14.599
2023-11-26,14.599
2023-11-27,14.483
2023-11-28,14.497
2023-11-29,14.318
2023-11-30,14.518
2023-12-01,14.624
2023-12-02,14.624
2023-12-03,14.624
2023-12-04,14.86
2023-12-05,14.73
2023-12-06,14.921
2023-12-07,15.019
2023-12-08,15.123
2023-12-09,15.123
2023-12-10,15.123
2023-12-11,15.337
2023-12-12,15.588
2023-12-13,15.729
2023-12-14,15.621
2023-12-15,15.482
2023-12-16,15.482
2023-12-17,15.482
2023-12-18,15.572
2023-12-19,15.693
2023-12-20,15.414
2023-12-21,15.511
2023-12-22,15.637
2023-12-23,15.637
2023-12-24,15.637
2023-12-25,15.637
2023-12-26,15.744
2023-12-27,15.773
2023-12-28,15.783
2023-12-29,15.854
2023-12-30,15.854
2023-12-31,15.854
2024-01-01,15.854
2024-01-02,15.883
2024-01-03,15.65
2024-01-04,15.595
2024-01-05,15.362
2024-01-06,15.362
2024-01-07,15.362
2024-01-08,15.559
2024-01-09,15.43
2024-01-10,15.405
2024-01-11,15.271
2024-01-12,15.518
2024-01-13,15.518
2024-01-14,15.518
2024-01-15,15.518
2024-01-16,15.548
2024-01-17,15.531
2024-01-18,15.859
2024-01-19,15.618
2024-01-20,15.618
2024-01-21,15.618
2024-01-22,15.811
2024-01-23,15.752
2024-01-24,15.618
2024-01-25,15.665
2024-01-26,15.742
2024-01-27,15.742
2024-01-28,15.742
2024-01-29,15.923
2024-01-30,16.029
2024-01-31,15.943
2024-02-01,16.668
2024-02-02,16.495
2024-02-03,16.495
2024-02-04,16.495
2024-02-05,16.197
2024-02-06,16.538
2024-02-07,17.062
2024-02-08,16.682
2024-02-09,16.791
2024-02-10,16.791
2024-02-11,16.791
2024-02-12,16.903
2024-02-13,16.865
2024-02-14,17.319
2024-02-15,17.608
2024-02-16,17.689
2024-02-17,17.689
2024-02-18,17.689
2024-02-19,17.689
2024-02-20,17.671
2024-02-21,17.878
2024-02-22,17.906
2024-02-23,17.959
2024-02-24,17.959
2024-02-25,17.959
2024-02-26,17.971
2024-02-27,18.044
2024-02-28,18.191
2024-02-29,18.176
2024-03-01,18.229
2024-03-02,18.229
2024-03-03,18.229
2024-03-04,18.476
2024-03-05,18.158
2024-03-06,18.324
2024-03-07,18.191
2024-03-08,18.282
2024-03-09,18.282
2024-03-10,18.282
2024-03-11,17.924
2024-03-12,18.026
2024-03-13,18.01
2024-03-14,17.821
2024-03-15,17.955
2024-03-16,17.955
2024-03-17,17.955
2024-03-18,18.052
2024-03-19,18.059
2024-03-20,18.212
2024-03-21,18.32
2024-03-22,18.234
2024-03-23,18.234
2024-03-24,18.234
2024-03-25,18.125
2024-03-26,18.311
2024-03-27,18.304
2024-03-28,18.413
2024-03-29,18.413
2024-03-30,18.413
2024-03-31,18.413
2024-04-01,18.168
2024-04-02,18.16
2024-04-03,18.092
2024-04-04,18.08
2024-04-05,18.072
2024-04-06,18.072
2024-04-07,18.072
2024-04-08,18.047
