,HUM US Equity
2020-09-05,12.573
2020-09-06,12.573
2020-09-07,12.573
2020-09-08,12.335
2020-09-09,12.422
2020-09-10,11.97
2020-09-11,11.909
2020-09-12,11.909
2020-09-13,11.909
2020-09-14,12.282
2020-09-15,12.171
2020-09-16,12.143
2020-09-17,12.095
2020-09-18,12.251
2020-09-19,12.251
2020-09-20,12.251
2020-09-21,12.004
2020-09-22,11.769
2020-09-23,11.728
2020-09-24,11.776
2020-09-25,12.197
2020-09-26,12.197
2020-09-27,12.197
2020-09-28,12.171
2020-09-29,12.236
2020-09-30,12.614
2020-10-01,12.659
2020-10-02,12.444
2020-10-03,12.444
2020-10-04,12.444
2020-10-05,12.788
2020-10-06,12.684
2020-10-07,13.087
2020-10-08,13.023
2020-10-09,13.21
2020-10-10,13.21
2020-10-11,13.21
2020-10-12,13.121
2020-10-13,13.19
2020-10-14,12.891
2020-10-15,13.268
2020-10-16,13.34
2020-10-17,13.34
2020-10-18,13.34
2020-10-19,13.199
2020-10-20,13.3
2020-10-21,13.325
2020-10-22,13.445
2020-10-23,13.528
2020-10-24,13.528
2020-10-25,13.528
2020-10-26,13.249
2020-10-27,13.158
2020-10-28,12.582
2020-10-29,12.08
2020-10-30,12.157
2020-10-31,12.157
2020-11-01,12.157
2020-11-02,12.44
2020-11-03,13.041
2020-11-04,13.754
2020-11-05,13.413
2020-11-06,13.162
2020-11-07,13.162
2020-11-08,13.162
2020-11-09,12.871
2020-11-10,13.105
2020-11-11,12.963
2020-11-12,13.139
2020-11-13,13.188
2020-11-14,13.188
2020-11-15,13.188
2020-11-16,13.04
2020-11-17,12.848
2020-11-18,12.733
2020-11-19,12.39
2020-11-20,12.36
2020-11-21,12.36
2020-11-22,12.36
2020-11-23,12.454
2020-11-24,12.421
2020-11-25,12.203
2020-11-26,12.203
2020-11-27,12.369
2020-11-28,12.369
2020-11-29,12.369
2020-11-30,12.187
2020-12-01,12.346
2020-12-02,12.346
2020-12-03,12.288
2020-12-04,12.56
2020-12-05,12.56
2020-12-06,12.56
2020-12-07,12.285
2020-12-08,12.454
2020-12-09,12.419
2020-12-10,12.095
2020-12-11,11.902
2020-12-12,11.902
2020-12-13,11.902
2020-12-14,11.813
2020-12-15,11.938
2020-12-16,11.951
2020-12-17,12.06
2020-12-18,11.916
2020-12-19,11.916
2020-12-20,11.916
2020-12-21,11.837
2020-12-22,11.82
2020-12-23,12.326
2020-12-24,12.318
2020-12-25,12.318
2020-12-26,12.318
2020-12-27,12.318
2020-12-28,12.482
2020-12-29,12.416
2020-12-30,12.376
2020-12-31,12.503
2021-01-01,12.503
2021-01-02,12.503
2021-01-03,12.503
2021-01-04,12.562
2021-01-05,12.592
2021-01-06,13.343
2021-01-07,13.643
2021-01-08,13.311
2021-01-09,13.311
2021-01-10,13.311
2021-01-11,13.212
2021-01-12,12.875
2021-01-13,12.678
2021-01-14,12.343
2021-01-15,12.398
2021-01-16,12.398
2021-01-17,12.398
2021-01-18,12.398
2021-01-19,12.413
2021-01-20,12.536
2021-01-21,12.635
2021-01-22,12.348
2021-01-23,12.348
2021-01-24,12.348
2021-01-25,12.312
2021-01-26,12.064
2021-01-27,11.518
2021-01-28,11.879
2021-01-29,11.675
2021-01-30,11.675
2021-01-31,11.675
2021-02-01,12.038
2021-02-02,11.945
2021-02-03,12.035
2021-02-04,12.198
2021-02-05,12.015
2021-02-06,12.015
2021-02-07,12.015
2021-02-08,11.984
2021-02-09,12.119
2021-02-10,11.973
2021-02-11,12.074
2021-02-12,12.057
2021-02-13,12.057
2021-02-14,12.057
2021-02-15,12.057
2021-02-16,11.883
2021-02-17,11.958
2021-02-18,11.984
2021-02-19,11.939
2021-02-20,11.939
2021-02-21,11.939
2021-02-22,12.033
2021-02-23,11.983
2021-02-24,12.081
2021-02-25,12.055
2021-02-26,12.026
2021-02-27,12.026
2021-02-28,12.026
2021-03-01,12.193
2021-03-02,11.906
2021-03-03,11.793
2021-03-04,11.976
2021-03-05,12.31
2021-03-06,12.31
2021-03-07,12.31
2021-03-08,12.362
2021-03-09,12.416
2021-03-10,12.421
2021-03-11,12.372
2021-03-12,12.53
2021-03-13,12.53
2021-03-14,12.53
2021-03-15,12.515
2021-03-16,12.425
2021-03-17,12.425
2021-03-18,12.567
2021-03-19,12.631
2021-03-20,12.631
2021-03-21,12.631
2021-03-22,12.463
2021-03-23,12.452
2021-03-24,12.78
2021-03-25,12.836
2021-03-26,13.056
2021-03-27,13.056
2021-03-28,13.056
2021-03-29,13.107
2021-03-30,13.143
2021-03-31,12.943
2021-04-01,12.745
2021-04-02,12.745
2021-04-03,12.745
2021-04-04,12.745
2021-04-05,12.755
2021-04-06,12.575
2021-04-07,12.711
2021-04-08,12.57
2021-04-09,12.897
2021-04-10,12.897
2021-04-11,12.897
2021-04-12,12.757
2021-04-13,12.877
2021-04-14,13.051
2021-04-15,13.397
2021-04-16,13.438
2021-04-17,13.438
2021-04-18,13.438
2021-04-19,13.581
2021-04-20,13.676
2021-04-21,13.721
2021-04-22,13.728
2021-04-23,13.851
2021-04-24,13.851
2021-04-25,13.851
2021-04-26,13.773
2021-04-27,13.855
2021-04-28,13.541
2021-04-29,13.82
2021-04-30,13.746
2021-05-01,13.746
2021-05-02,13.746
2021-05-03,13.746
2021-05-04,13.746
2021-05-05,13.746
2021-05-06,13.746
2021-05-07,13.746
2021-05-08,13.746
2021-05-09,13.746
2021-05-10,13.746
2021-05-11,13.746
2021-05-12,13.746
2021-05-13,13.746
2021-05-14,13.746
2021-05-15,13.746
2021-05-16,13.746
2021-05-17,13.746
2021-05-18,13.746
2021-05-19,13.746
2021-05-20,13.746
2021-05-21,13.746
2021-05-22,13.746
2021-05-23,13.746
2021-05-24,13.746
2021-05-25,13.746
2021-05-26,13.746
2021-05-27,13.746
2021-05-28,13.746
2021-05-29,13.746
2021-05-30,13.746
2021-05-31,13.746
2021-06-01,13.746
2021-06-02,13.746
2021-06-03,13.746
2021-06-04,13.746
2021-06-05,13.746
2021-06-06,13.746
2021-06-07,13.746
2021-06-08,13.746
2021-06-09,13.746
2021-06-10,13.746
2021-06-11,13.746
2021-06-12,13.746
2021-06-13,13.746
2021-06-14,13.746
2021-06-15,13.746
2021-06-16,13.746
2021-06-17,13.746
2021-06-18,13.746
2021-06-19,13.746
2021-06-20,13.746
2021-06-21,13.746
2021-06-22,13.746
2021-06-23,13.746
2021-06-24,13.746
2021-06-25,13.746
2021-06-26,13.746
2021-06-27,13.746
2021-06-28,13.746
2021-06-29,13.746
2021-06-30,13.746
2021-07-01,13.746
2021-07-02,13.746
2021-07-03,13.746
2021-07-04,13.746
2021-07-05,13.746
2021-07-06,13.746
2021-07-07,13.746
2021-07-08,13.746
2021-07-09,13.746
2021-07-10,13.746
2021-07-11,13.746
2021-07-12,13.746
2021-07-13,13.746
2021-07-14,13.746
2021-07-15,13.746
2021-07-16,13.746
2021-07-17,13.746
2021-07-18,13.746
2021-07-19,13.746
2021-07-20,13.746
2021-07-21,13.746
2021-07-22,13.746
2021-07-23,13.746
2021-07-24,13.746
2021-07-25,13.746
2021-07-26,13.746
2021-07-27,13.746
2021-07-28,13.746
2021-07-29,13.746
2021-07-30,13.098
2021-07-31,13.098
2021-08-01,13.098
2021-08-02,13.212
2021-08-03,13.086
2021-08-04,13.108
2021-08-05,12.791
2021-08-06,12.893
2021-08-07,12.893
2021-08-08,12.893
2021-08-09,12.814
2021-08-10,12.758
2021-08-11,12.573
2021-08-12,12.479
2021-08-13,12.634
2021-08-14,12.634
2021-08-15,12.634
2021-08-16,12.676
2021-08-17,12.713
2021-08-18,12.553
2021-08-19,12.723
2021-08-20,12.721
2021-08-21,12.721
2021-08-22,12.721
2021-08-23,12.747
2021-08-24,12.682
2021-08-25,12.505
2021-08-26,12.387
2021-08-27,12.48
2021-08-28,12.48
2021-08-29,12.48
2021-08-30,12.472
2021-08-31,12.469
2021-09-01,12.475
2021-09-02,12.799
2021-09-03,12.781
2021-09-04,12.781
2021-09-05,12.781
2021-09-06,12.781
2021-09-07,12.724
2021-09-08,12.718
2021-09-09,12.829
2021-09-10,12.363
2021-09-11,12.363
2021-09-12,12.363
2021-09-13,12.751
2021-09-14,12.531
2021-09-15,12.5
2021-09-16,12.443
2021-09-17,12.711
2021-09-18,12.711
2021-09-19,12.711
2021-09-20,12.597
2021-09-21,12.492
2021-09-22,12.48
2021-09-23,12.514
2021-09-24,12.435
2021-09-25,12.435
2021-09-26,12.435
2021-09-27,12.487
2021-09-28,12.3
2021-09-29,12.333
2021-09-30,12.14
2021-10-01,12.214
2021-10-02,12.214
2021-10-03,12.214
2021-10-04,12.009
2021-10-05,12.113
2021-10-06,12.244
2021-10-07,12.598
2021-10-08,12.876
2021-10-09,12.876
2021-10-10,12.876
2021-10-11,12.849
2021-10-12,13.021
2021-10-13,13.029
2021-10-14,13.472
2021-10-15,13.658
2021-10-16,13.658
2021-10-17,13.658
2021-10-18,13.582
2021-10-19,13.674
2021-10-20,14.076
2021-10-21,14.272
2021-10-22,14.304
2021-10-23,14.304
2021-10-24,14.304
2021-10-25,14.353
2021-10-26,14.466
2021-10-27,14.204
2021-10-28,14.482
2021-10-29,14.344
2021-10-30,14.344
2021-10-31,14.344
2021-11-01,14.231
2021-11-02,14.157
2021-11-03,14.23
2021-11-04,14.078
2021-11-05,14.074
2021-11-06,14.074
2021-11-07,14.074
2021-11-08,13.886
2021-11-09,13.816
2021-11-10,13.758
2021-11-11,13.697
2021-11-12,13.664
2021-11-13,13.664
2021-11-14,13.664
2021-11-15,13.442
2021-11-16,13.624
2021-11-17,13.448
2021-11-18,13.68
2021-11-19,13.34
2021-11-20,13.34
2021-11-21,13.34
2021-11-22,13.264
2021-11-23,13.412
2021-11-24,13.38
2021-11-25,13.38
2021-11-26,13.144
2021-11-27,13.144
2021-11-28,13.144
2021-11-29,13.131
2021-11-30,12.875
2021-12-01,12.811
2021-12-02,12.928
2021-12-03,12.936
2021-12-04,12.936
2021-12-05,12.936
2021-12-06,13.267
2021-12-07,13.283
2021-12-08,13.497
2021-12-09,13.874
2021-12-10,14.488
2021-12-11,14.488
2021-12-12,14.488
2021-12-13,14.588
2021-12-14,14.527
2021-12-15,14.525
2021-12-16,14.389
2021-12-17,14.259
2021-12-18,14.259
2021-12-19,14.259
2021-12-20,14.189
2021-12-21,14.159
2021-12-22,14.344
2021-12-23,14.486
2021-12-24,14.486
2021-12-25,14.486
2021-12-26,14.486
2021-12-27,14.536
2021-12-28,14.607
2021-12-29,14.686
2021-12-30,14.622
2021-12-31,14.546
2022-01-01,14.546
2022-01-02,14.546
2022-01-03,14.596
2022-01-04,14.393
2022-01-05,14.294
2022-01-06,11.578
2022-01-07,11.684
2022-01-08,11.684
2022-01-09,11.684
2022-01-10,12.392
2022-01-11,12.6
2022-01-12,12.717
2022-01-13,12.663
2022-01-14,12.6
2022-01-15,12.6
2022-01-16,12.6
2022-01-17,12.6
2022-01-18,12.479
2022-01-19,12.215
2022-01-20,12.383
2022-01-21,12.132
2022-01-22,12.132
2022-01-23,12.132
2022-01-24,12.256
2022-01-25,12.125
2022-01-26,12.191
2022-01-27,12.384
2022-01-28,12.485
2022-01-29,12.485
2022-01-30,12.485
2022-01-31,12.689
2022-02-01,12.676
2022-02-02,13.096
2022-02-03,13.748
2022-02-04,13.865
2022-02-05,13.865
2022-02-06,13.865
2022-02-07,13.882
2022-02-08,13.963
2022-02-09,14.077
2022-02-10,13.937
2022-02-11,13.672
2022-02-12,13.672
2022-02-13,13.672
2022-02-14,13.532
2022-02-15,13.612
2022-02-16,13.827
2022-02-17,13.696
2022-02-18,13.601
2022-02-19,13.601
2022-02-20,13.601
2022-02-21,13.601
2022-02-22,13.562
2022-02-23,13.335
2022-02-24,13.578
2022-02-25,13.945
2022-02-26,13.945
2022-02-27,13.945
2022-02-28,13.998
2022-03-01,13.819
2022-03-02,13.994
2022-03-03,13.98
2022-03-04,14.152
2022-03-05,14.152
2022-03-06,14.152
2022-03-07,13.698
2022-03-08,13.611
2022-03-09,13.756
2022-03-10,13.824
2022-03-11,13.658
2022-03-12,13.658
2022-03-13,13.658
2022-03-14,13.845
2022-03-15,14.099
2022-03-16,14.193
2022-03-17,14.138
2022-03-18,14.123
2022-03-19,14.123
2022-03-20,14.123
2022-03-21,14.003
2022-03-22,14.053
2022-03-23,13.802
2022-03-24,14.02
2022-03-25,13.96
2022-03-26,13.96
2022-03-27,13.96
2022-03-28,13.944
2022-03-29,14.069
2022-03-30,14.095
2022-03-31,13.96
2022-04-01,14.16
2022-04-02,14.16
2022-04-03,14.16
2022-04-04,14.041
2022-04-05,14.238
2022-04-06,14.425
2022-04-07,14.7
2022-04-08,14.707
2022-04-09,14.707
2022-04-10,14.707
2022-04-11,14.499
2022-04-12,14.425
2022-04-13,14.705
2022-04-14,14.762
2022-04-15,14.762
2022-04-16,14.762
2022-04-17,14.762
2022-04-18,14.551
2022-04-19,14.702
2022-04-20,14.92
2022-04-21,14.613
2022-04-22,14.247
2022-04-23,14.247
2022-04-24,14.247
2022-04-25,14.152
2022-04-26,13.799
2022-04-27,14.101
2022-04-28,14.593
2022-04-29,14.022
2022-04-30,14.022
2022-05-01,14.022
2022-05-02,13.673
2022-05-03,13.682
2022-05-04,13.952
2022-05-05,13.689
2022-05-06,13.583
2022-05-07,13.583
2022-05-08,13.583
2022-05-09,13.389
2022-05-10,13.651
2022-05-11,13.617
2022-05-12,13.529
2022-05-13,13.843
2022-05-14,13.843
2022-05-15,13.843
2022-05-16,13.909
2022-05-17,13.896
2022-05-18,13.248
2022-05-19,13.625
2022-05-20,13.866
2022-05-21,13.866
2022-05-22,13.866
2022-05-23,13.922
2022-05-24,13.887
2022-05-25,13.984
2022-05-26,14.245
2022-05-27,14.528
2022-05-28,14.528
2022-05-29,14.528
2022-05-30,14.528
2022-05-31,14.309
2022-06-01,14.1
2022-06-02,14.161
2022-06-03,13.94
2022-06-04,13.94
2022-06-05,13.94
2022-06-06,13.994
2022-06-07,14.173
2022-06-08,14.196
2022-06-09,14.168
2022-06-10,13.997
2022-06-11,13.997
2022-06-12,13.997
2022-06-13,13.432
2022-06-14,13.358
2022-06-15,13.651
2022-06-16,13.335
2022-06-17,13.5
2022-06-18,13.5
2022-06-19,13.5
2022-06-20,13.5
2022-06-21,14.132
2022-06-22,14.102
2022-06-23,14.31
2022-06-24,14.378
2022-06-25,14.378
2022-06-26,14.378
2022-06-27,14.617
2022-06-28,14.547
2022-06-29,14.766
2022-06-30,14.758
2022-07-01,15.101
2022-07-02,15.101
2022-07-03,15.101
2022-07-04,15.101
2022-07-05,14.911
2022-07-06,15.054
2022-07-07,15.019
2022-07-08,15.24
2022-07-09,15.24
2022-07-10,15.24
2022-07-11,15.355
2022-07-12,15.234
2022-07-13,14.931
2022-07-14,14.902
2022-07-15,15.373
2022-07-16,15.373
2022-07-17,15.373
2022-07-18,15.276
2022-07-19,15.618
2022-07-20,15.252
2022-07-21,15.315
2022-07-22,15.419
2022-07-23,15.419
2022-07-24,15.419
2022-07-25,15.507
2022-07-26,15.523
2022-07-27,15.052
2022-07-28,15.337
2022-07-29,15.277
2022-07-30,15.277
2022-07-31,15.277
2022-08-01,15.027
2022-08-02,15.145
2022-08-03,15.253
2022-08-04,15.194
2022-08-05,15.324
2022-08-06,15.324
2022-08-07,15.324
2022-08-08,15.276
2022-08-09,15.441
2022-08-10,15.386
2022-08-11,15.325
2022-08-12,15.731
2022-08-13,15.731
2022-08-14,15.731
2022-08-15,15.769
2022-08-16,15.662
2022-08-17,15.689
2022-08-18,15.694
2022-08-19,15.82
2022-08-20,15.82
2022-08-21,15.82
2022-08-22,15.853
2022-08-23,15.608
2022-08-24,15.686
2022-08-25,15.674
2022-08-26,15.403
2022-08-27,15.403
2022-08-28,15.403
2022-08-29,15.419
2022-08-30,15.339
2022-08-31,15.217
2022-09-01,15.381
2022-09-02,15.299
2022-09-03,15.299
2022-09-04,15.299
2022-09-05,15.299
2022-09-06,15.146
2022-09-07,15.213
2022-09-08,15.395
2022-09-09,15.146
2022-09-10,15.146
2022-09-11,15.146
2022-09-12,15.388
2022-09-13,14.823
2022-09-14,14.524
2022-09-15,15.686
2022-09-16,15.751
2022-09-17,15.751
2022-09-18,15.751
2022-09-19,15.792
2022-09-20,15.797
2022-09-21,15.369
2022-09-22,15.444
2022-09-23,15.245
2022-09-24,15.245
2022-09-25,15.245
2022-09-26,15.111
2022-09-27,15.257
2022-09-28,15.461
2022-09-29,15.399
2022-09-30,15.214
2022-10-01,15.214
2022-10-02,15.214
2022-10-03,15.663
2022-10-04,15.797
2022-10-05,15.828
2022-10-06,15.658
2022-10-07,15.788
2022-10-08,15.788
2022-10-09,15.788
2022-10-10,15.587
2022-10-11,15.61
2022-10-12,15.476
2022-10-13,15.663
2022-10-14,15.658
2022-10-15,15.658
2022-10-16,15.658
2022-10-17,15.621
2022-10-18,15.711
2022-10-19,15.665
2022-10-20,15.826
2022-10-21,15.989
2022-10-22,15.989
2022-10-23,15.989
2022-10-24,16.332
2022-10-25,16.567
2022-10-26,16.798
2022-10-27,16.966
2022-10-28,17.288
2022-10-29,17.288
2022-10-30,17.288
2022-10-31,17.389
2022-11-01,17.235
2022-11-02,17.435
2022-11-03,17.489
2022-11-04,17.133
2022-11-05,17.133
2022-11-06,17.133
2022-11-07,17.182
2022-11-08,17.269
2022-11-09,17.133
2022-11-10,17.282
2022-11-11,16.361
2022-11-12,16.361
2022-11-13,16.361
2022-11-14,16.408
2022-11-15,15.886
2022-11-16,16.014
2022-11-17,16.097
2022-11-18,16.395
2022-11-19,16.395
2022-11-20,16.395
2022-11-21,16.249
2022-11-22,16.423
2022-11-23,16.655
2022-11-24,16.655
2022-11-25,16.737
2022-11-26,16.737
2022-11-27,16.737
2022-11-28,16.531
2022-11-29,16.495
2022-11-30,17.014
2022-12-01,16.966
2022-12-02,16.917
2022-12-03,16.917
2022-12-04,16.917
2022-12-05,16.916
2022-12-06,16.883
2022-12-07,16.971
2022-12-08,16.914
2022-12-09,16.484
2022-12-10,16.484
2022-12-11,16.484
2022-12-12,16.378
2022-12-13,16.135
2022-12-14,16.087
2022-12-15,15.684
2022-12-16,15.533
2022-12-17,15.533
2022-12-18,15.533
2022-12-19,15.589
2022-12-20,15.492
2022-12-21,15.69
2022-12-22,15.823
2022-12-23,15.87
2022-12-24,15.87
2022-12-25,15.87
2022-12-26,15.87
2022-12-27,15.883
2022-12-28,15.912
2022-12-29,15.871
2022-12-30,15.84
2022-12-31,15.84
2023-01-01,15.84
2023-01-02,15.84
2023-01-03,15.513
2023-01-04,15.219
2023-01-05,15.124
2023-01-06,15.264
2023-01-07,15.264
2023-01-08,15.264
2023-01-09,14.928
2023-01-10,14.924
2023-01-11,15.277
2023-01-12,15.317
2023-01-13,15.227
2023-01-14,15.227
2023-01-15,15.227
2023-01-16,15.227
2023-01-17,15.199
2023-01-18,15.022
2023-01-19,15.246
2023-01-20,15.419
2023-01-21,15.419
2023-01-22,15.419
2023-01-23,15.334
2023-01-24,15.513
2023-01-25,15.571
2023-01-26,15.483
2023-01-27,14.935
2023-01-28,14.935
2023-01-29,14.935
2023-01-30,15.035
2023-01-31,15.865
2023-02-01,15.905
2023-02-02,15.183
2023-02-03,14.761
2023-02-04,14.761
2023-02-05,14.761
2023-02-06,15.085
2023-02-07,14.921
2023-02-08,15.33
2023-02-09,15.26
2023-02-10,15.467
2023-02-11,15.467
2023-02-12,15.467
2023-02-13,15.57
2023-02-14,15.562
2023-02-15,15.476
2023-02-16,15.711
2023-02-17,15.849
2023-02-18,15.849
2023-02-19,15.849
2023-02-20,15.849
2023-02-21,15.639
2023-02-22,15.653
2023-02-23,15.861
2023-02-24,15.76
2023-02-25,15.76
2023-02-26,15.76
2023-02-27,15.701
2023-02-28,15.355
2023-03-01,15.39
2023-03-02,15.378
2023-03-03,15.516
2023-03-04,15.516
2023-03-05,15.516
2023-03-06,15.5
2023-03-07,15.406
2023-03-08,15.197
2023-03-09,15.098
2023-03-10,14.891
2023-03-11,14.891
2023-03-12,14.891
2023-03-13,14.979
2023-03-14,14.963
2023-03-15,15.022
2023-03-16,15.348
2023-03-17,15.384
2023-03-18,15.384
2023-03-19,15.384
2023-03-20,15.34
2023-03-21,15.541
2023-03-22,15.462
2023-03-23,15.245
2023-03-24,15.589
2023-03-25,15.589
2023-03-26,15.589
2023-03-27,15.731
2023-03-28,14.999
2023-03-29,15.072
2023-03-30,15.18
2023-03-31,15.09
2023-04-01,15.09
2023-04-02,15.09
2023-04-03,15.861
2023-04-04,15.625
2023-04-05,16.026
2023-04-06,16.138
2023-04-07,16.138
2023-04-08,16.138
2023-04-09,16.138
2023-04-10,16.28
2023-04-11,16.536
2023-04-12,16.505
2023-04-13,16.604
2023-04-14,16.241
2023-04-15,16.241
2023-04-16,16.241
2023-04-17,16.086
2023-04-18,15.904
2023-04-19,15.29
2023-04-20,15.209
2023-04-21,15.237
2023-04-22,15.237
2023-04-23,15.237
2023-04-24,15.564
2023-04-25,15.561
2023-04-26,15.654
2023-04-27,16.242
2023-04-28,16.403
2023-04-29,16.403
2023-04-30,16.403
2023-05-01,16.559
2023-05-02,16.495
2023-05-03,16.394
2023-05-04,16.354
2023-05-05,16.546
2023-05-06,16.546
2023-05-07,16.546
2023-05-08,16.575
2023-05-09,16.406
2023-05-10,16.389
2023-05-11,16.369
2023-05-12,16.318
2023-05-13,16.318
2023-05-14,16.318
2023-05-15,16.168
2023-05-16,16.04
2023-05-17,16.1
2023-05-18,15.901
2023-05-19,15.89
2023-05-20,15.89
2023-05-21,15.89
2023-05-22,15.904
2023-05-23,15.686
2023-05-24,15.692
2023-05-25,15.488
2023-05-26,15.381
2023-05-27,15.381
2023-05-28,15.381
2023-05-29,15.381
2023-05-30,15.33
2023-05-31,15.54
2023-06-01,15.951
2023-06-02,16.125
2023-06-03,16.125
2023-06-04,16.125
2023-06-05,16.223
2023-06-06,15.829
2023-06-07,15.63
2023-06-08,15.789
2023-06-09,15.898
2023-06-10,15.898
2023-06-11,15.898
2023-06-12,15.894
2023-06-13,15.875
2023-06-14,14.09
2023-06-15,14.364
2023-06-16,13.811
2023-06-17,13.811
2023-06-18,13.811
2023-06-19,13.811
2023-06-20,13.847
2023-06-21,14.033
2023-06-22,14.161
2023-06-23,13.837
2023-06-24,13.837
2023-06-25,13.837
