,GM US Equity
2020-12-10,6.532
2020-12-11,6.387
2020-12-12,6.387
2020-12-13,6.387
2020-12-14,6.342
2020-12-15,6.348
2020-12-16,6.311
2020-12-17,6.5
2020-12-18,6.342
2020-12-19,6.342
2020-12-20,6.342
2020-12-21,6.373
2020-12-22,6.325
2020-12-23,6.565
2020-12-24,6.43
2020-12-25,6.43
2020-12-26,6.43
2020-12-27,6.43
2020-12-28,6.443
2020-12-29,6.429
2020-12-30,6.471
2020-12-31,6.44
2021-01-01,6.44
2021-01-02,6.44
2021-01-03,6.44
2021-01-04,6.265
2021-01-05,6.443
2021-01-06,6.647
2021-01-07,6.7
2021-01-08,6.659
2021-01-09,6.659
2021-01-10,6.659
2021-01-11,6.961
2021-01-12,7.395
2021-01-13,7.41
2021-01-14,7.836
2021-01-15,7.599
2021-01-16,7.599
2021-01-17,7.599
2021-01-18,7.599
2021-01-19,8.339
2021-01-20,8.494
2021-01-21,8.376
2021-01-22,8.424
2021-01-23,8.424
2021-01-24,8.424
2021-01-25,8.119
2021-01-26,7.914
2021-01-27,7.503
2021-01-28,7.761
2021-01-29,7.707
2021-01-30,7.707
2021-01-31,7.707
2021-02-01,7.833
2021-02-02,7.856
2021-02-03,8.084
2021-02-04,8.066
2021-02-05,8.108
2021-02-06,8.108
2021-02-07,8.108
2021-02-08,8.476
2021-02-09,8.376
2021-02-10,8.199
2021-02-11,8.369
2021-02-12,8.384
2021-02-13,8.384
2021-02-14,8.384
2021-02-15,8.384
2021-02-16,8.363
2021-02-17,8.273
2021-02-18,8.159
2021-02-19,8.34
2021-02-20,8.34
2021-02-21,8.34
2021-02-22,8.247
2021-02-23,8.109
2021-02-24,8.393
2021-02-25,8.028
2021-02-26,8.144
2021-02-27,8.144
2021-02-28,8.144
2021-03-01,8.335
2021-03-02,8.585
2021-03-03,8.356
2021-03-04,8.223
2021-03-05,8.527
2021-03-06,8.527
2021-03-07,8.527
2021-03-08,8.723
2021-03-09,8.67
2021-03-10,9.016
2021-03-11,8.937
2021-03-12,9.402
2021-03-13,9.402
2021-03-14,9.402
2021-03-15,9.192
2021-03-16,9.062
2021-03-17,9.527
2021-03-18,9.403
2021-03-19,9.49
2021-03-20,9.49
2021-03-21,9.49
2021-03-22,9.218
2021-03-23,8.91
2021-03-24,8.854
2021-03-25,8.98
2021-03-26,8.967
2021-03-27,8.967
2021-03-28,8.967
2021-03-29,8.875
2021-03-30,9.283
2021-03-31,9.116
2021-04-01,9.17
2021-04-02,9.17
2021-04-03,9.17
2021-04-04,9.17
2021-04-05,9.437
2021-04-06,9.576
2021-04-07,9.405
2021-04-08,9.29
2021-04-09,9.301
2021-04-10,9.301
2021-04-11,9.301
2021-04-12,9.224
2021-04-13,9.043
2021-04-14,9.041
2021-04-15,9.127
2021-04-16,9.143
2021-04-17,9.143
2021-04-18,9.143
2021-04-19,9.014
2021-04-20,8.685
2021-04-21,8.953
2021-04-22,8.952
2021-04-23,9.037
2021-04-24,9.037
2021-04-25,9.037
2021-04-26,9.143
2021-04-27,9.263
2021-04-28,9.197
2021-04-29,8.886
2021-04-30,8.988
2021-05-01,8.988
2021-05-02,8.988
2021-05-03,8.977
2021-05-04,8.693
2021-05-05,9.044
2021-05-06,9.078
2021-05-07,9.12
2021-05-08,9.12
2021-05-09,9.12
2021-05-10,8.876
2021-05-11,8.616
2021-05-12,8.312
2021-05-13,8.441
2021-05-14,8.658
2021-05-15,8.658
2021-05-16,8.658
2021-05-17,8.495
2021-05-18,8.473
2021-05-19,8.418
2021-05-20,8.415
2021-05-21,8.599
2021-05-22,8.599
2021-05-23,8.599
2021-05-24,8.58
2021-05-25,8.605
2021-05-26,8.805
2021-05-27,9.061
2021-05-28,8.991
2021-05-29,8.991
2021-05-30,8.991
2021-05-31,8.991
2021-06-01,9.043
2021-06-02,9.043
2021-06-03,9.62
2021-06-04,9.622
2021-06-05,9.622
2021-06-06,9.622
2021-06-07,9.549
2021-06-08,9.653
2021-06-09,9.479
2021-06-10,9.263
2021-06-11,9.286
2021-06-12,9.286
2021-06-13,9.286
2021-06-14,9.18
2021-06-15,9.183
2021-06-16,9.327
2021-06-17,9.143
2021-06-18,8.926
2021-06-19,8.926
2021-06-20,8.926
2021-06-21,8.911
2021-06-22,8.902
2021-06-23,9.035
2021-06-24,9.022
2021-06-25,9.062
2021-06-26,9.062
2021-06-27,9.062
2021-06-28,8.812
2021-06-29,8.841
2021-06-30,8.892
2021-07-01,8.883
2021-07-02,8.86
2021-07-03,8.86
2021-07-04,8.86
2021-07-05,8.86
2021-07-06,8.635
2021-07-07,8.504
2021-07-08,8.025
2021-07-09,8.412
2021-07-10,8.412
2021-07-11,8.412
2021-07-12,8.442
2021-07-13,8.378
2021-07-14,8.302
2021-07-15,8.152
2021-07-16,7.901
2021-07-17,7.901
2021-07-18,7.901
2021-07-19,7.719
2021-07-20,8.0
2021-07-21,8.128
2021-07-22,7.927
2021-07-23,7.827
2021-07-24,7.827
2021-07-25,7.827
2021-07-26,7.946
2021-07-27,7.836
2021-07-28,7.906
2021-07-29,8.161
2021-07-30,8.098
2021-07-31,8.098
2021-08-01,8.098
2021-08-02,8.125
2021-08-03,8.246
2021-08-04,7.498
2021-08-05,7.651
2021-08-06,7.736
2021-08-07,7.736
2021-08-08,7.736
2021-08-09,7.582
2021-08-10,7.656
2021-08-11,7.657
2021-08-12,7.707
2021-08-13,7.57
2021-08-14,7.57
2021-08-15,7.57
2021-08-16,7.471
2021-08-17,7.121
2021-08-18,7.173
2021-08-19,6.925
2021-08-20,6.886
2021-08-21,6.886
2021-08-22,6.886
2021-08-23,6.798
2021-08-24,6.994
2021-08-25,7.013
2021-08-26,6.86
2021-08-27,7.027
2021-08-28,7.027
2021-08-29,7.027
2021-08-30,6.938
2021-08-31,6.9
2021-09-01,6.914
2021-09-02,6.892
2021-09-03,6.874
2021-09-04,6.874
2021-09-05,6.874
2021-09-06,6.874
2021-09-07,6.86
2021-09-08,6.895
2021-09-09,6.817
2021-09-10,6.973
2021-09-11,6.973
2021-09-12,6.973
2021-09-13,7.16
2021-09-14,7.085
2021-09-15,7.236
2021-09-16,7.194
2021-09-17,7.167
2021-09-18,7.167
2021-09-19,7.167
2021-09-20,6.894
2021-09-21,6.894
2021-09-22,7.091
2021-09-23,7.25
2021-09-24,7.293
2021-09-25,7.293
2021-09-26,7.293
2021-09-27,7.364
2021-09-28,7.31
2021-09-29,7.321
2021-09-30,7.291
2021-10-01,7.349
2021-10-02,7.349
2021-10-03,7.349
2021-10-04,7.466
2021-10-05,7.516
2021-10-06,7.322
2021-10-07,7.663
2021-10-08,7.952
2021-10-09,7.952
2021-10-10,7.952
2021-10-11,7.99
2021-10-12,8.109
2021-10-13,7.946
2021-10-14,7.774
2021-10-15,7.829
2021-10-16,7.829
2021-10-17,7.829
2021-10-18,7.68
2021-10-19,7.674
2021-10-20,7.935
2021-10-21,8.037
2021-10-22,7.83
2021-10-23,7.83
2021-10-24,7.83
2021-10-25,7.828
2021-10-26,7.775
2021-10-27,7.109
2021-10-28,7.183
2021-10-29,7.271
2021-10-30,7.271
2021-10-31,7.271
2021-11-01,7.413
2021-11-02,7.426
2021-11-03,7.481
2021-11-04,7.834
2021-11-05,7.818
2021-11-06,7.818
2021-11-07,7.818
2021-11-08,7.962
2021-11-09,7.831
2021-11-10,7.918
2021-11-11,8.259
2021-11-12,8.47
2021-11-13,8.47
2021-11-14,8.47
2021-11-15,8.412
2021-11-16,8.364
2021-11-17,8.631
2021-11-18,8.327
2021-11-19,8.256
2021-11-20,8.256
2021-11-21,8.256
2021-11-22,8.558
2021-11-23,8.423
2021-11-24,8.308
2021-11-25,8.308
2021-11-26,8.038
2021-11-27,8.038
2021-11-28,8.038
2021-11-29,7.997
2021-11-30,7.731
2021-12-01,7.501
2021-12-02,7.884
2021-12-03,7.715
2021-12-04,7.715
2021-12-05,7.715
2021-12-06,7.608
2021-12-07,7.823
2021-12-08,7.728
2021-12-09,7.58
2021-12-10,8.037
2021-12-11,8.037
2021-12-12,8.037
2021-12-13,7.518
2021-12-14,7.425
2021-12-15,7.35
2021-12-16,7.169
2021-12-17,6.772
2021-12-18,6.772
2021-12-19,6.772
2021-12-20,6.635
2021-12-21,6.727
2021-12-22,6.885
2021-12-23,6.987
2021-12-24,6.987
2021-12-25,6.987
2021-12-26,6.987
2021-12-27,7.051
2021-12-28,7.011
2021-12-29,7.026
2021-12-30,7.137
2021-12-31,7.198
2022-01-01,7.198
2022-01-02,7.198
2022-01-03,7.579
2022-01-04,8.272
2022-01-05,7.894
2022-01-06,7.91
2022-01-07,7.835
2022-01-08,7.835
2022-01-09,7.835
2022-01-10,7.684
2022-01-11,7.732
2022-01-12,7.678
2022-01-13,7.771
2022-01-14,7.717
2022-01-15,7.717
2022-01-16,7.717
2022-01-17,7.717
2022-01-18,7.426
2022-01-19,7.104
2022-01-20,6.903
2022-01-21,6.73
2022-01-22,6.73
2022-01-23,6.73
2022-01-24,6.64
2022-01-25,6.547
2022-01-26,6.604
2022-01-27,6.49
2022-01-28,6.338
2022-01-29,6.338
2022-01-30,6.338
2022-01-31,6.652
2022-02-01,6.766
2022-02-02,6.732
2022-02-03,6.63
2022-02-04,6.403
2022-02-05,6.403
2022-02-06,6.403
2022-02-07,6.301
2022-02-08,6.146
2022-02-09,6.549
2022-02-10,6.5
2022-02-11,6.305
2022-02-12,6.305
2022-02-13,6.305
2022-02-14,6.277
2022-02-15,6.442
2022-02-16,6.54
2022-02-17,6.332
2022-02-18,6.303
2022-02-19,6.303
2022-02-20,6.303
2022-02-21,6.303
2022-02-22,6.066
2022-02-23,6.015
2022-02-24,6.011
2022-02-25,6.151
2022-02-26,6.151
2022-02-27,6.151
2022-02-28,6.059
2022-03-01,5.774
2022-03-02,6.007
2022-03-03,5.823
2022-03-04,5.499
2022-03-05,5.499
2022-03-06,5.499
2022-03-07,5.166
2022-03-08,5.214
2022-03-09,5.483
2022-03-10,5.428
2022-03-11,5.384
2022-03-12,5.384
2022-03-13,5.384
2022-03-14,5.328
2022-03-15,5.498
2022-03-16,5.723
2022-03-17,5.698
2022-03-18,5.849
2022-03-19,5.849
2022-03-20,5.849
2022-03-21,5.83
2022-03-22,5.957
2022-03-23,5.853
2022-03-24,5.929
2022-03-25,5.835
2022-03-26,5.835
2022-03-27,5.835
2022-03-28,5.913
2022-03-29,6.186
2022-03-30,6.043
2022-03-31,5.845
2022-04-01,5.741
2022-04-02,5.741
2022-04-03,5.741
2022-04-04,5.77
2022-04-05,5.639
2022-04-06,5.409
2022-04-07,5.329
2022-04-08,5.415
2022-04-09,5.415
2022-04-10,5.415
2022-04-11,5.504
2022-04-12,5.464
2022-04-13,5.489
2022-04-14,5.477
2022-04-15,5.477
2022-04-16,5.477
2022-04-17,5.477
2022-04-18,5.545
2022-04-19,5.743
2022-04-20,5.694
2022-04-21,5.592
2022-04-22,5.473
2022-04-23,5.473
2022-04-24,5.473
2022-04-25,5.533
2022-04-26,5.318
2022-04-27,5.352
2022-04-28,5.373
2022-04-29,5.257
2022-04-30,5.257
2022-05-01,5.257
2022-05-02,5.32
2022-05-03,5.526
2022-05-04,5.696
2022-05-05,5.527
2022-05-06,5.476
2022-05-07,5.476
2022-05-08,5.476
2022-05-09,5.225
2022-05-10,5.285
2022-05-11,5.275
2022-05-12,5.033
2022-05-13,5.416
2022-05-14,5.416
2022-05-15,5.416
2022-05-16,5.258
2022-05-17,5.4
2022-05-18,5.078
2022-05-19,5.119
2022-05-20,5.017
2022-05-21,5.017
2022-05-22,5.017
2022-05-23,5.102
2022-05-24,4.99
2022-05-25,5.099
2022-05-26,5.304
2022-05-27,5.467
2022-05-28,5.467
2022-05-29,5.467
2022-05-30,5.467
2022-05-31,5.515
2022-06-01,5.456
2022-06-02,5.572
2022-06-03,5.391
2022-06-04,5.391
2022-06-05,5.391
2022-06-06,5.423
2022-06-07,5.5
2022-06-08,5.403
2022-06-09,5.254
2022-06-10,5.018
2022-06-11,5.018
2022-06-12,5.018
2022-06-13,4.627
2022-06-14,4.759
2022-06-15,4.899
2022-06-16,4.507
2022-06-17,4.573
2022-06-18,4.573
2022-06-19,4.573
2022-06-20,4.573
2022-06-21,4.682
2022-06-22,4.709
2022-06-23,4.732
2022-06-24,4.995
2022-06-25,4.995
2022-06-26,4.995
2022-06-27,4.968
2022-06-28,4.876
2022-06-29,4.798
2022-06-30,4.556
2022-07-01,4.618
2022-07-02,4.618
2022-07-03,4.618
2022-07-04,4.618
2022-07-05,4.672
2022-07-06,4.513
2022-07-07,4.722
2022-07-08,4.671
2022-07-09,4.671
2022-07-10,4.671
2022-07-11,4.512
2022-07-12,4.608
2022-07-13,4.636
2022-07-14,4.656
2022-07-15,4.845
2022-07-16,4.845
2022-07-17,4.845
2022-07-18,4.784
2022-07-19,5.045
2022-07-20,5.111
2022-07-21,5.165
2022-07-22,5.098
2022-07-23,5.098
2022-07-24,5.098
2022-07-25,5.076
2022-07-26,4.932
2022-07-27,5.206
2022-07-28,5.383
2022-07-29,5.461
2022-07-30,5.461
2022-07-31,5.461
2022-08-01,5.541
2022-08-02,5.444
2022-08-03,5.622
2022-08-04,5.459
2022-08-05,5.434
2022-08-06,5.434
2022-08-07,5.434
2022-08-08,5.632
2022-08-09,5.491
2022-08-10,5.691
2022-08-11,5.767
2022-08-12,5.92
2022-08-13,5.92
2022-08-14,5.92
2022-08-15,5.908
2022-08-16,5.847
2022-08-17,5.758
2022-08-18,5.806
2022-08-19,5.943
2022-08-20,5.943
2022-08-21,5.943
2022-08-22,5.797
2022-08-23,5.798
2022-08-24,5.902
2022-08-25,6.073
2022-08-26,5.899
2022-08-27,5.899
2022-08-28,5.899
2022-08-29,5.941
2022-08-30,5.897
2022-08-31,5.759
2022-09-01,5.811
2022-09-02,5.798
2022-09-03,5.798
2022-09-04,5.798
2022-09-05,5.798
2022-09-06,5.834
2022-09-07,6.045
2022-09-08,6.104
2022-09-09,6.223
2022-09-10,6.223
2022-09-11,6.223
2022-09-12,6.337
2022-09-13,6.108
2022-09-14,6.122
2022-09-15,6.223
2022-09-16,6.118
2022-09-17,6.118
2022-09-18,6.118
2022-09-19,6.335
2022-09-20,5.978
2022-09-21,5.767
2022-09-22,5.721
2022-09-23,5.428
2022-09-24,5.428
2022-09-25,5.428
2022-09-26,5.36
2022-09-27,5.31
2022-09-28,5.4
2022-09-29,5.095
2022-09-30,4.924
2022-10-01,4.924
2022-10-02,4.924
2022-10-03,5.065
2022-10-04,5.516
2022-10-05,5.41
2022-10-06,5.377
2022-10-07,5.22
2022-10-08,5.22
2022-10-09,5.22
2022-10-10,5.065
2022-10-11,5.021
2022-10-12,5.038
2022-10-13,5.164
2022-10-14,5.185
2022-10-15,5.185
2022-10-16,5.185
2022-10-17,5.329
2022-10-18,5.437
2022-10-19,5.309
2022-10-20,5.265
2022-10-21,5.511
2022-10-22,5.511
2022-10-23,5.511
2022-10-24,5.625
2022-10-25,5.809
2022-10-26,6.094
2022-10-27,6.164
2022-10-28,6.275
2022-10-29,6.275
2022-10-30,6.275
2022-10-31,6.371
2022-11-01,6.387
2022-11-02,6.252
2022-11-03,6.251
2022-11-04,6.47
2022-11-05,6.47
2022-11-06,6.47
2022-11-07,6.535
2022-11-08,6.478
2022-11-09,6.314
2022-11-10,6.608
2022-11-11,6.838
2022-11-12,6.838
2022-11-13,6.838
2022-11-14,6.64
2022-11-15,6.692
2022-11-16,6.397
2022-11-17,6.426
2022-11-18,6.556
2022-11-19,6.556
2022-11-20,6.556
2022-11-21,6.515
2022-11-22,6.566
2022-11-23,6.589
2022-11-24,6.589
2022-11-25,6.646
2022-11-26,6.646
2022-11-27,6.646
2022-11-28,6.469
2022-11-29,6.527
2022-11-30,6.66
2022-12-01,6.654
2022-12-02,6.567
2022-12-03,6.567
2022-12-04,6.567
2022-12-05,6.384
2022-12-06,6.257
2022-12-07,6.247
2022-12-08,6.287
2022-12-09,6.302
2022-12-10,6.302
2022-12-11,6.302
2022-12-12,6.337
2022-12-13,6.383
2022-12-14,6.346
2022-12-15,6.224
2022-12-16,5.98
2022-12-17,5.98
2022-12-18,5.98
2022-12-19,5.86
2022-12-20,5.823
2022-12-21,5.939
2022-12-22,5.547
2022-12-23,5.597
2022-12-24,5.597
2022-12-25,5.597
2022-12-26,5.597
2022-12-27,5.509
2022-12-28,5.378
2022-12-29,5.566
2022-12-30,5.561
2022-12-31,5.561
2023-01-01,5.561
2023-01-02,5.561
2023-01-03,5.591
2023-01-04,5.74
2023-01-05,5.791
2023-01-06,5.942
2023-01-07,5.942
2023-01-08,5.942
2023-01-09,5.943
2023-01-10,6.14
2023-01-11,6.258
2023-01-12,6.343
2023-01-13,6.042
2023-01-14,6.042
2023-01-15,6.042
2023-01-16,6.042
2023-01-17,6.059
2023-01-18,6.03
2023-01-19,5.962
2023-01-20,5.922
2023-01-21,5.922
2023-01-22,5.922
2023-01-23,6.104
2023-01-24,6.064
2023-01-25,6.084
2023-01-26,6.111
2023-01-27,6.502
2023-01-28,6.502
2023-01-29,6.502
2023-01-30,6.217
2023-01-31,6.558
2023-02-01,6.366
2023-02-02,6.661
2023-02-03,6.581
2023-02-04,6.581
2023-02-05,6.581
2023-02-06,6.559
2023-02-07,6.568
2023-02-08,6.585
2023-02-09,6.595
2023-02-10,6.551
2023-02-11,6.551
2023-02-12,6.551
2023-02-13,6.657
2023-02-14,6.688
2023-02-15,6.77
2023-02-16,6.794
2023-02-17,6.805
2023-02-18,6.805
2023-02-19,6.805
2023-02-20,6.805
2023-02-21,6.484
2023-02-22,6.448
2023-02-23,6.189
2023-02-24,6.178
2023-02-25,6.178
2023-02-26,6.178
2023-02-27,6.199
2023-02-28,6.109
2023-03-01,6.106
2023-03-02,6.248
2023-03-03,6.482
2023-03-04,6.482
2023-03-05,6.482
2023-03-06,6.393
2023-03-07,6.281
2023-03-08,6.284
2023-03-09,5.978
2023-03-10,5.772
2023-03-11,5.772
2023-03-12,5.772
2023-03-13,5.652
2023-03-14,5.627
2023-03-15,5.426
2023-03-16,5.47
2023-03-17,5.276
2023-03-18,5.276
2023-03-19,5.276
2023-03-20,5.314
2023-03-21,5.548
2023-03-22,5.382
2023-03-23,5.333
2023-03-24,5.328
2023-03-25,5.328
2023-03-26,5.328
2023-03-27,5.459
2023-03-28,5.422
2023-03-29,5.657
2023-03-30,5.703
2023-03-31,5.812
2023-04-01,5.812
2023-04-02,5.812
2023-04-03,5.747
2023-04-04,5.663
2023-04-05,5.56
2023-04-06,5.486
2023-04-07,5.486
2023-04-08,5.486
2023-04-09,5.486
2023-04-10,5.679
2023-04-11,5.628
2023-04-12,5.514
2023-04-13,5.5
2023-04-14,5.492
2023-04-15,5.492
2023-04-16,5.492
2023-04-17,5.595
2023-04-18,5.634
2023-04-19,5.499
2023-04-20,5.333
2023-04-21,5.332
2023-04-22,5.332
2023-04-23,5.332
2023-04-24,5.45
2023-04-25,5.237
2023-04-26,5.108
2023-04-27,5.187
2023-04-28,5.246
2023-04-29,5.246
2023-04-30,5.246
2023-05-01,5.29
2023-05-02,5.227
2023-05-03,5.132
2023-05-04,5.007
2023-05-05,5.255
2023-05-06,5.255
2023-05-07,5.255
2023-05-08,5.267
2023-05-09,5.208
2023-05-10,5.176
2023-05-11,5.182
2023-05-12,5.07
2023-05-13,5.07
2023-05-14,5.07
2023-05-15,5.106
2023-05-16,4.975
2023-05-17,5.117
2023-05-18,5.189
2023-05-19,5.151
2023-05-20,5.151
2023-05-21,5.151
2023-05-22,5.183
2023-05-23,5.271
2023-05-24,5.091
2023-05-25,5.071
2023-05-26,5.208
2023-05-27,5.208
2023-05-28,5.208
2023-05-29,5.208
2023-05-30,5.219
2023-05-31,5.071
2023-06-01,5.18
2023-06-02,5.378
2023-06-03,5.378
2023-06-04,5.378
2023-06-05,5.355
2023-06-06,5.529
2023-06-07,5.682
2023-06-08,5.624
2023-06-09,5.684
2023-06-10,5.684
2023-06-11,5.684
2023-06-12,5.753
2023-06-13,5.907
2023-06-14,5.861
2023-06-15,5.966
2023-06-16,5.955
2023-06-17,5.955
2023-06-18,5.955
2023-06-19,5.955
2023-06-20,5.865
2023-06-21,5.817
2023-06-22,5.762
2023-06-23,5.686
