,OEC US Equity
2022-04-16,5.795
2022-04-17,5.795
2022-04-18,5.825
2022-04-19,6.026
2022-04-20,6.083
2022-04-21,6.045
2022-04-22,5.897
2022-04-23,5.897
2022-04-24,5.897
2022-04-25,5.897
2022-04-26,5.655
2022-04-27,5.628
2022-04-28,5.738
2022-04-29,5.723
2022-04-30,5.723
2022-05-01,5.723
2022-05-02,5.848
2022-05-03,6.113
2022-05-04,6.284
2022-05-05,6.166
2022-05-06,6.39
2022-05-07,6.39
2022-05-08,6.39
2022-05-09,6.167
2022-05-10,6.027
2022-05-11,6.135
2022-05-12,5.909
2022-05-13,5.947
2022-05-14,5.947
2022-05-15,5.947
2022-05-16,6.13
2022-05-17,6.476
2022-05-18,6.331
2022-05-19,6.386
2022-05-20,6.341
2022-05-21,6.341
2022-05-22,6.341
2022-05-23,6.445
2022-05-24,6.386
2022-05-25,6.417
2022-05-26,6.639
2022-05-27,6.739
2022-05-28,6.739
2022-05-29,6.739
2022-05-30,6.739
2022-05-31,6.68
2022-06-01,6.798
2022-06-02,6.936
2022-06-03,7.03
2022-06-04,7.03
2022-06-05,7.03
2022-06-06,7.057
2022-06-07,6.964
2022-06-08,6.884
2022-06-09,6.421
2022-06-10,6.103
2022-06-11,6.103
2022-06-12,6.103
2022-06-13,5.659
2022-06-14,5.572
2022-06-15,5.64
2022-06-16,5.057
2022-06-17,4.867
2022-06-18,4.867
2022-06-19,4.867
2022-06-20,4.867
2022-06-21,4.8
2022-06-22,4.649
2022-06-23,4.507
2022-06-24,4.642
2022-06-25,4.642
2022-06-26,4.642
2022-06-27,4.884
2022-06-28,4.89
2022-06-29,4.887
2022-06-30,5.003
2022-07-01,5.074
2022-07-02,5.074
2022-07-03,5.074
2022-07-04,5.074
2022-07-05,4.868
2022-07-06,4.784
2022-07-07,4.99
2022-07-08,5.074
2022-07-09,5.074
2022-07-10,5.074
2022-07-11,5.038
2022-07-12,5.038
2022-07-13,4.958
2022-07-14,4.776
2022-07-15,4.843
2022-07-16,4.843
2022-07-17,4.843
2022-07-18,4.869
2022-07-19,5.028
2022-07-20,5.156
2022-07-21,5.353
2022-07-22,5.261
2022-07-23,5.261
2022-07-24,5.261
2022-07-25,5.299
2022-07-26,5.238
2022-07-27,5.471
2022-07-28,5.516
2022-07-29,5.509
2022-07-30,5.509
2022-07-31,5.509
2022-08-01,5.57
2022-08-02,5.535
2022-08-03,5.554
2022-08-04,5.461
2022-08-05,5.111
2022-08-06,5.111
2022-08-07,5.111
2022-08-08,5.156
2022-08-09,5.158
2022-08-10,5.245
2022-08-11,5.319
2022-08-12,5.521
2022-08-13,5.521
2022-08-14,5.521
2022-08-15,5.576
2022-08-16,5.69
2022-08-17,5.605
2022-08-18,5.67
2022-08-19,5.521
2022-08-20,5.521
2022-08-21,5.521
2022-08-22,5.385
2022-08-23,5.424
2022-08-24,5.573
2022-08-25,5.742
2022-08-26,5.567
2022-08-27,5.567
2022-08-28,5.567
2022-08-29,5.58
2022-08-30,5.495
2022-08-31,5.46
2022-09-01,5.392
2022-09-02,5.431
2022-09-03,5.431
2022-09-04,5.431
2022-09-05,5.431
2022-09-06,5.356
2022-09-07,5.434
2022-09-08,5.515
2022-09-09,5.622
2022-09-10,5.622
2022-09-11,5.622
2022-09-12,5.69
2022-09-13,5.482
2022-09-14,5.447
2022-09-15,5.363
2022-09-16,5.084
2022-09-17,5.084
2022-09-18,5.084
2022-09-19,5.201
2022-09-20,5.032
2022-09-21,4.942
2022-09-22,4.835
2022-09-23,4.734
2022-09-24,4.734
2022-09-25,4.734
2022-09-26,4.595
2022-09-27,4.478
2022-09-28,4.611
2022-09-29,4.397
2022-09-30,4.329
2022-10-01,4.329
2022-10-02,4.329
2022-10-03,4.585
2022-10-04,4.698
2022-10-05,4.608
2022-10-06,4.533
2022-10-07,4.397
2022-10-08,4.397
2022-10-09,4.397
2022-10-10,4.41
2022-10-11,4.959
2022-10-12,4.919
2022-10-13,5.1
2022-10-14,5.011
2022-10-15,5.011
2022-10-16,5.011
2022-10-17,5.289
2022-10-18,5.486
2022-10-19,5.475
2022-10-20,5.356
2022-10-21,5.601
2022-10-22,5.601
2022-10-23,5.601
2022-10-24,5.608
2022-10-25,5.801
2022-10-26,5.801
2022-10-27,5.767
2022-10-28,5.767
2022-10-29,5.767
2022-10-30,5.767
2022-10-31,5.916
2022-11-01,5.949
2022-11-02,5.83
2022-11-03,5.69
2022-11-04,6.231
2022-11-05,6.231
2022-11-06,6.231
2022-11-07,6.397
2022-11-08,6.379
2022-11-09,5.992
2022-11-10,6.784
2022-11-11,6.974
2022-11-12,6.974
2022-11-13,6.974
2022-11-14,6.843
2022-11-15,6.762
2022-11-16,6.762
2022-11-17,6.616
2022-11-18,6.66
2022-11-19,6.66
2022-11-20,6.66
2022-11-21,6.613
2022-11-22,6.854
2022-11-23,6.839
2022-11-24,6.839
2022-11-25,6.912
2022-11-26,6.912
2022-11-27,6.912
2022-11-28,6.733
2022-11-29,6.773
2022-11-30,6.854
2022-12-01,6.806
2022-12-02,6.927
2022-12-03,6.927
2022-12-04,6.927
2022-12-05,6.784
2022-12-06,6.667
2022-12-07,6.642
2022-12-08,6.737
2022-12-09,6.7
2022-12-10,6.7
2022-12-11,6.7
2022-12-12,6.733
2022-12-13,6.886
2022-12-14,6.781
2022-12-15,6.463
2022-12-16,6.383
2022-12-17,6.383
2022-12-18,6.383
2022-12-19,6.251
2022-12-20,6.306
2022-12-21,6.478
2022-12-22,6.35
2022-12-23,6.459
2022-12-24,6.459
2022-12-25,6.459
2022-12-26,6.459
2022-12-27,6.463
2022-12-28,6.368
2022-12-29,6.492
2022-12-30,6.507
2022-12-31,6.507
2023-01-01,6.507
2023-01-02,6.507
2023-01-03,6.372
2023-01-04,6.624
2023-01-05,6.445
2023-01-06,6.719
2023-01-07,6.719
2023-01-08,6.719
2023-01-09,6.935
2023-01-10,7.004
2023-01-11,7.083
2023-01-12,7.156
2023-01-13,7.248
2023-01-14,7.248
2023-01-15,7.248
2023-01-16,7.248
2023-01-17,7.215
2023-01-18,7.208
2023-01-19,7.171
2023-01-20,7.358
2023-01-21,7.358
2023-01-22,7.358
2023-01-23,7.369
2023-01-24,7.292
2023-01-25,7.336
2023-01-26,7.362
2023-01-27,7.303
2023-01-28,7.303
2023-01-29,7.303
2023-01-30,7.281
2023-01-31,7.714
2023-02-01,7.795
2023-02-02,7.923
2023-02-03,8.004
2023-02-04,8.004
2023-02-05,8.004
2023-02-06,7.883
2023-02-07,7.978
2023-02-08,7.89
2023-02-09,7.747
2023-02-10,7.853
2023-02-11,7.853
2023-02-12,7.853
2023-02-13,7.997
2023-02-14,8.037
2023-02-15,8.0
2023-02-16,8.004
2023-02-17,8.159
2023-02-18,8.159
2023-02-19,8.159
2023-02-20,8.159
2023-02-21,8.412
2023-02-22,8.613
2023-02-23,8.585
2023-02-24,8.626
2023-02-25,8.626
2023-02-26,8.626
2023-02-27,8.613
2023-02-28,8.695
2023-03-01,8.886
2023-03-02,9.005
2023-03-03,9.1
2023-03-04,9.1
2023-03-05,9.1
2023-03-06,8.971
2023-03-07,8.869
2023-03-08,9.107
2023-03-09,8.657
2023-03-10,8.364
2023-03-11,8.364
2023-03-12,8.364
2023-03-13,8.13
2023-03-14,8.327
2023-03-15,8.093
2023-03-16,8.429
2023-03-17,8.191
2023-03-18,8.191
2023-03-19,8.191
2023-03-20,8.062
2023-03-21,8.344
2023-03-22,8.173
2023-03-23,8.198
2023-03-24,8.224
2023-03-25,8.224
2023-03-26,8.224
2023-03-27,8.373
2023-03-28,8.426
2023-03-29,8.495
2023-03-30,8.502
2023-03-31,8.617
2023-04-01,8.617
2023-04-02,8.617
2023-04-03,8.571
2023-04-04,8.34
2023-04-05,8.241
2023-04-06,8.224
2023-04-07,8.224
2023-04-08,8.224
2023-04-09,8.224
2023-04-10,8.422
2023-04-11,8.508
2023-04-12,8.558
2023-04-13,8.766
2023-04-14,8.227
2023-04-15,8.227
2023-04-16,8.227
2023-04-17,8.406
2023-04-18,8.257
2023-04-19,8.188
2023-04-20,8.128
2023-04-21,8.059
2023-04-22,8.059
2023-04-23,8.059
2023-04-24,8.224
2023-04-25,7.825
2023-04-26,7.815
2023-04-27,7.831
2023-04-28,7.996
2023-04-29,7.996
2023-04-30,7.996
2023-05-01,8.052
2023-05-02,7.712
2023-05-03,7.742
2023-05-04,7.649
2023-05-05,8.304
2023-05-06,8.304
2023-05-07,8.304
2023-05-08,7.949
2023-05-09,7.825
2023-05-10,7.962
2023-05-11,8.022
2023-05-12,8.053
2023-05-13,8.053
2023-05-14,8.053
2023-05-15,8.15
2023-05-16,8.046
2023-05-17,8.255
2023-05-18,8.342
2023-05-19,8.429
2023-05-20,8.429
2023-05-21,8.429
2023-05-22,8.409
2023-05-23,8.332
2023-05-24,8.282
2023-05-25,8.288
2023-05-26,8.265
2023-05-27,8.265
2023-05-28,8.265
2023-05-29,8.265
2023-05-30,8.021
2023-05-31,7.753
2023-06-01,8.131
2023-06-02,8.716
2023-06-03,8.716
2023-06-04,8.716
2023-06-05,8.549
2023-06-06,8.686
2023-06-07,8.756
2023-06-08,8.499
2023-06-09,8.208
2023-06-10,8.208
2023-06-11,8.208
2023-06-12,8.114
2023-06-13,8.191
2023-06-14,8.041
2023-06-15,8.141
2023-06-16,7.62
2023-06-17,7.62
2023-06-18,7.62
2023-06-19,7.62
2023-06-20,7.427
2023-06-21,7.213
2023-06-22,7.455
