,SYF US Equity
2023-06-23,6.03
2023-06-24,6.03
2023-06-25,6.03
2023-06-26,6.008
2023-06-27,6.153
2023-06-28,6.232
2023-06-29,6.273
2023-06-30,6.245
2023-07-01,6.245
2023-07-02,6.245
2023-07-03,6.33
2023-07-04,6.33
2023-07-05,6.212
2023-07-06,6.157
2023-07-07,6.207
2023-07-08,6.207
2023-07-09,6.207
2023-07-10,6.267
2023-07-11,6.424
2023-07-12,6.452
2023-07-13,6.601
2023-07-14,6.502
2023-07-15,6.502
2023-07-16,6.502
2023-07-17,6.615
2023-07-18,6.767
2023-07-19,6.758
2023-07-20,6.53
2023-07-21,6.488
2023-07-22,6.488
2023-07-23,6.488
2023-07-24,6.619
2023-07-25,6.493
2023-07-26,6.438
2023-07-27,6.414
2023-07-28,6.434
2023-07-29,6.434
2023-07-30,6.434
2023-07-31,6.425
2023-08-01,6.458
2023-08-02,6.351
2023-08-03,6.38
2023-08-04,6.391
2023-08-05,6.391
2023-08-06,6.391
2023-08-07,6.464
2023-08-08,6.481
2023-08-09,6.399
2023-08-10,6.403
2023-08-11,6.471
2023-08-12,6.471
2023-08-13,6.471
2023-08-14,6.371
2023-08-15,6.23
2023-08-16,6.114
2023-08-17,6.15
2023-08-18,6.17
2023-08-19,6.17
2023-08-20,6.17
2023-08-21,6.122
2023-08-22,5.913
2023-08-23,5.958
2023-08-24,5.943
2023-08-25,5.925
2023-08-26,5.925
2023-08-27,5.925
2023-08-28,5.949
2023-08-29,6.053
2023-08-30,6.019
2023-08-31,5.937
2023-09-01,6.007
2023-09-02,6.007
2023-09-03,6.007
2023-09-04,6.007
2023-09-05,5.849
2023-09-06,5.836
2023-09-07,5.687
2023-09-08,5.753
2023-09-09,5.753
2023-09-10,5.753
2023-09-11,5.829
2023-09-12,5.932
2023-09-13,5.843
2023-09-14,5.934
2023-09-15,5.976
2023-09-16,5.976
2023-09-17,5.976
2023-09-18,5.954
2023-09-19,5.996
2023-09-20,5.957
2023-09-21,5.893
2023-09-22,5.813
2023-09-23,5.813
2023-09-24,5.813
2023-09-25,5.822
2023-09-26,5.759
2023-09-27,5.59
2023-09-28,5.717
2023-09-29,5.662
2023-09-30,5.662
2023-10-01,5.662
2023-10-02,5.623
2023-10-03,5.417
2023-10-04,5.406
2023-10-05,5.362
2023-10-06,5.481
2023-10-07,5.481
2023-10-08,5.481
2023-10-09,5.524
2023-10-10,5.608
2023-10-11,5.574
2023-10-12,5.518
2023-10-13,5.413
2023-10-14,5.413
2023-10-15,5.413
2023-10-16,5.557
2023-10-17,5.716
2023-10-18,5.603
2023-10-19,5.389
2023-10-20,5.316
2023-10-21,5.316
2023-10-22,5.316
2023-10-23,5.363
2023-10-24,5.149
2023-10-25,5.201
2023-10-26,5.257
2023-10-27,5.237
2023-10-28,5.237
2023-10-29,5.237
2023-10-30,5.265
2023-10-31,5.252
2023-11-01,5.237
2023-11-02,5.445
2023-11-03,5.645
2023-11-04,5.645
2023-11-05,5.645
2023-11-06,5.526
2023-11-07,5.51
2023-11-08,5.505
2023-11-09,5.473
2023-11-10,5.551
2023-11-11,5.551
2023-11-12,5.551
2023-11-13,5.531
2023-11-14,5.692
2023-11-15,5.59
2023-11-16,5.432
2023-11-17,5.612
2023-11-18,5.612
2023-11-19,5.612
2023-11-20,5.601
2023-11-21,5.535
2023-11-22,5.574
2023-11-23,5.574
2023-11-24,5.602
2023-11-25,5.602
2023-11-26,5.602
2023-11-27,5.52
2023-11-28,5.802
2023-11-29,5.863
2023-11-30,6.078
2023-12-01,6.354
2023-12-02,6.354
2023-12-03,6.354
2023-12-04,6.38
2023-12-05,6.382
2023-12-06,6.442
2023-12-07,6.555
2023-12-08,6.628
2023-12-09,6.628
2023-12-10,6.628
2023-12-11,6.658
2023-12-12,6.687
2023-12-13,6.918
2023-12-14,7.089
2023-12-15,6.956
2023-12-16,6.956
2023-12-17,6.956
2023-12-18,7.036
2023-12-19,7.164
2023-12-20,6.995
2023-12-21,7.13
2023-12-22,7.109
2023-12-23,7.109
2023-12-24,7.109
2023-12-25,7.109
2023-12-26,7.171
2023-12-27,7.186
2023-12-28,7.19
2023-12-29,7.156
2023-12-30,7.156
2023-12-31,7.156
2024-01-01,7.156
2024-01-02,7.113
2024-01-03,6.917
2024-01-04,6.814
2024-01-05,7.065
2024-01-06,7.065
2024-01-07,7.065
2024-01-08,7.143
2024-01-09,7.03
2024-01-10,6.901
2024-01-11,6.895
2024-01-12,6.66
2024-01-13,6.66
2024-01-14,6.66
2024-01-15,6.66
2024-01-16,6.725
2024-01-17,6.618
2024-01-18,6.491
2024-01-19,6.698
2024-01-20,6.698
2024-01-21,6.698
2024-01-22,6.854
2024-01-23,6.652
2024-01-24,6.659
2024-01-25,6.745
2024-01-26,6.935
2024-01-27,6.935
2024-01-28,6.935
2024-01-29,6.843
2024-01-30,6.927
2024-01-31,6.782
2024-02-01,6.737
2024-02-02,6.841
2024-02-03,6.841
2024-02-04,6.841
2024-02-05,6.807
2024-02-06,6.919
2024-02-07,6.873
2024-02-08,6.933
2024-02-09,6.906
2024-02-10,6.906
2024-02-11,6.906
2024-02-12,7.049
2024-02-13,6.855
2024-02-14,6.976
2024-02-15,7.157
2024-02-16,7.11
2024-02-17,7.11
2024-02-18,7.11
2024-02-19,7.11
2024-02-20,7.275
2024-02-21,7.128
2024-02-22,7.135
2024-02-23,7.211
2024-02-24,7.211
2024-02-25,7.211
2024-02-26,7.189
2024-02-27,7.385
2024-02-28,7.36
2024-02-29,7.437
2024-03-01,7.392
2024-03-02,7.392
2024-03-03,7.392
2024-03-04,7.317
2024-03-05,7.33
2024-03-06,7.418
2024-03-07,7.482
2024-03-08,7.585
2024-03-09,7.585
2024-03-10,7.585
2024-03-11,7.668
2024-03-12,7.774
2024-03-13,7.837
2024-03-14,7.796
2024-03-15,7.531
2024-03-16,7.531
2024-03-17,7.531
2024-03-18,7.552
2024-03-19,7.619
2024-03-20,7.849
2024-03-21,7.715
2024-03-22,7.514
2024-03-23,7.514
2024-03-24,7.514
2024-03-25,7.438
2024-03-26,7.485
2024-03-27,7.573
2024-03-28,7.723
2024-03-29,7.723
2024-03-30,7.723
2024-03-31,7.723
2024-04-01,7.478
2024-04-02,7.344
2024-04-03,7.391
2024-04-04,7.395
2024-04-05,7.501
2024-04-06,7.501
2024-04-07,7.501
2024-04-08,7.723
