,APO US Equity
2023-06-24,9.213
2023-06-25,9.213
2023-06-26,9.297
2023-06-27,9.473
2023-06-28,9.522
2023-06-29,9.606
2023-06-30,9.733
2023-07-01,9.733
2023-07-02,9.733
2023-07-03,9.766
2023-07-04,9.766
2023-07-05,9.634
2023-07-06,9.438
2023-07-07,9.628
2023-07-08,9.628
2023-07-09,9.628
2023-07-10,9.598
2023-07-11,9.816
2023-07-12,9.812
2023-07-13,10.134
2023-07-14,10.123
2023-07-15,10.123
2023-07-16,10.123
2023-07-17,10.187
2023-07-18,10.376
2023-07-19,10.281
2023-07-20,10.244
2023-07-21,10.145
2023-07-22,10.145
2023-07-23,10.145
2023-07-24,10.151
2023-07-25,10.191
2023-07-26,10.227
2023-07-27,10.135
2023-07-28,10.273
2023-07-29,10.273
2023-07-30,10.273
2023-07-31,10.251
2023-08-01,10.283
2023-08-02,10.204
2023-08-03,10.516
2023-08-04,10.453
2023-08-05,10.453
2023-08-06,10.453
2023-08-07,10.391
2023-08-08,9.938
2023-08-09,9.86
2023-08-10,9.848
2023-08-11,9.825
2023-08-12,9.825
2023-08-13,9.825
2023-08-14,9.891
2023-08-15,9.709
2023-08-16,9.678
2023-08-17,9.585
2023-08-18,9.822
2023-08-19,9.822
2023-08-20,9.822
2023-08-21,9.869
2023-08-22,9.867
2023-08-23,10.052
2023-08-24,9.987
2023-08-25,10.063
2023-08-26,10.063
2023-08-27,10.063
2023-08-28,10.122
2023-08-29,10.282
2023-08-30,10.299
2023-08-31,10.57
2023-09-01,10.461
2023-09-02,10.461
2023-09-03,10.461
2023-09-04,10.461
2023-09-05,10.743
2023-09-06,10.536
2023-09-07,10.553
2023-09-08,10.623
2023-09-09,10.623
2023-09-10,10.623
2023-09-11,10.712
2023-09-12,10.901
2023-09-13,10.954
2023-09-14,11.007
2023-09-15,11.08
2023-09-16,11.08
2023-09-17,11.08
2023-09-18,11.114
2023-09-19,11.066
2023-09-20,11.109
2023-09-21,10.915
2023-09-22,10.963
2023-09-23,10.963
2023-09-24,10.963
2023-09-25,11.165
2023-09-26,10.851
2023-09-27,10.811
2023-09-28,10.998
2023-09-29,10.837
2023-09-30,10.837
2023-10-01,10.837
2023-10-02,10.825
2023-10-03,10.458
2023-10-04,10.649
2023-10-05,10.744
2023-10-06,10.985
2023-10-07,10.985
2023-10-08,10.985
2023-10-09,10.857
2023-10-10,10.911
2023-10-11,10.835
2023-10-12,10.673
2023-10-13,10.625
2023-10-14,10.625
2023-10-15,10.625
2023-10-16,10.588
2023-10-17,10.689
2023-10-18,10.601
2023-10-19,10.131
2023-10-20,10.029
2023-10-21,10.029
2023-10-22,10.029
2023-10-23,10.085
2023-10-24,10.242
2023-10-25,9.925
2023-10-26,9.879
2023-10-27,9.797
2023-10-28,9.797
2023-10-29,9.797
2023-10-30,9.774
2023-10-31,9.442
2023-11-01,10.302
2023-11-02,10.368
2023-11-03,10.48
2023-11-04,10.48
2023-11-05,10.48
2023-11-06,10.279
2023-11-07,10.427
2023-11-08,10.477
2023-11-09,10.412
2023-11-10,10.5
2023-11-11,10.5
2023-11-12,10.5
2023-11-13,10.594
2023-11-14,10.836
2023-11-15,10.749
2023-11-16,10.731
2023-11-17,10.799
2023-11-18,10.799
2023-11-19,10.799
2023-11-20,10.983
2023-11-21,10.939
2023-11-22,11.217
2023-11-23,11.217
2023-11-24,11.334
2023-11-25,11.334
2023-11-26,11.334
2023-11-27,11.256
2023-11-28,11.276
2023-11-29,11.493
2023-11-30,11.46
2023-12-01,11.521
2023-12-02,11.521
2023-12-03,11.521
2023-12-04,11.168
2023-12-05,11.28
2023-12-06,11.26
2023-12-07,11.289
2023-12-08,11.449
2023-12-09,11.449
2023-12-10,11.449
2023-12-11,11.431
2023-12-12,11.591
2023-12-13,11.47
2023-12-14,11.579
2023-12-15,11.746
2023-12-16,11.746
2023-12-17,11.746
2023-12-18,11.736
2023-12-19,11.821
2023-12-20,11.436
2023-12-21,11.452
2023-12-22,11.426
2023-12-23,11.426
2023-12-24,11.426
2023-12-25,11.426
2023-12-26,11.552
2023-12-27,11.623
2023-12-28,11.761
2023-12-29,11.627
2023-12-30,11.627
2023-12-31,11.627
2024-01-01,11.627
2024-01-02,11.386
2024-01-03,11.491
2024-01-04,11.819
2024-01-05,11.835
2024-01-06,11.835
2024-01-07,11.835
2024-01-08,12.019
2024-01-09,11.986
2024-01-10,12.143
2024-01-11,11.952
2024-01-12,11.961
2024-01-13,11.961
2024-01-14,11.961
2024-01-15,11.961
2024-01-16,11.967
2024-01-17,12.042
2024-01-18,12.107
2024-01-19,12.392
2024-01-20,12.392
2024-01-21,12.392
2024-01-22,12.292
2024-01-23,12.022
2024-01-24,12.382
2024-01-25,12.622
2024-01-26,12.664
2024-01-27,12.664
2024-01-28,12.664
2024-01-29,12.789
2024-01-30,12.827
2024-01-31,12.675
2024-02-01,12.694
2024-02-02,13.02
2024-02-03,13.02
2024-02-04,13.02
2024-02-05,13.004
2024-02-06,13.189
2024-02-07,13.37
2024-02-08,13.567
2024-02-09,13.947
2024-02-10,13.947
2024-02-11,13.947
2024-02-12,13.834
2024-02-13,14.013
2024-02-14,14.357
2024-02-15,14.555
2024-02-16,14.435
2024-02-17,14.435
2024-02-18,14.435
2024-02-19,14.435
2024-02-20,14.037
2024-02-21,13.996
2024-02-22,14.282
2024-02-23,14.294
2024-02-24,14.294
2024-02-25,14.294
2024-02-26,14.199
2024-02-27,14.199
2024-02-28,14.378
2024-02-29,14.379
2024-03-01,14.278
2024-03-02,14.278
2024-03-03,14.278
2024-03-04,14.323
2024-03-05,14.072
2024-03-06,13.994
2024-03-07,14.265
2024-03-08,13.976
2024-03-09,13.976
2024-03-10,13.976
2024-03-11,13.978
2024-03-12,14.129
2024-03-13,14.134
2024-03-14,14.138
2024-03-15,14.19
2024-03-16,14.19
2024-03-17,14.19
2024-03-18,14.193
2024-03-19,14.252
2024-03-20,14.497
2024-03-21,14.74
2024-03-22,14.489
2024-03-23,14.489
2024-03-24,14.489
2024-03-25,14.597
2024-03-26,14.658
2024-03-27,14.586
2024-03-28,14.441
2024-03-29,14.441
2024-03-30,14.441
2024-03-31,14.441
2024-04-01,14.456
2024-04-02,14.211
2024-04-03,14.47
2024-04-04,14.27
2024-04-05,14.722
2024-04-06,14.722
2024-04-07,14.722
2024-04-08,14.945
