,NTRS US Equity
2023-07-24,11.668
2023-07-25,11.487
2023-07-26,11.707
2023-07-27,11.608
2023-07-28,11.675
2023-07-29,11.675
2023-07-30,11.675
2023-07-31,11.683
2023-08-01,11.698
2023-08-02,11.685
2023-08-03,11.784
2023-08-04,11.702
2023-08-05,11.702
2023-08-06,11.702
2023-08-07,11.79
2023-08-08,11.606
2023-08-09,11.52
2023-08-10,11.634
2023-08-11,11.653
2023-08-12,11.653
2023-08-13,11.653
2023-08-14,11.479
2023-08-15,11.221
2023-08-16,11.158
2023-08-17,11.228
2023-08-18,11.197
2023-08-19,11.197
2023-08-20,11.197
2023-08-21,11.12
2023-08-22,10.839
2023-08-23,11.002
2023-08-24,11.002
2023-08-25,10.898
2023-08-26,10.898
2023-08-27,10.898
2023-08-28,11.024
2023-08-29,11.1
2023-08-30,11.109
2023-08-31,11.103
2023-09-01,11.269
2023-09-02,11.269
2023-09-03,11.269
2023-09-04,11.269
2023-09-05,11.144
2023-09-06,11.129
2023-09-07,11.125
2023-09-08,11.248
2023-09-09,11.248
2023-09-10,11.248
2023-09-11,11.35
2023-09-12,10.679
2023-09-13,10.688
2023-09-14,11.015
2023-09-15,10.904
2023-09-16,10.904
2023-09-17,10.904
2023-09-18,10.883
2023-09-19,10.685
2023-09-20,10.597
2023-09-21,10.547
2023-09-22,10.53
2023-09-23,10.53
2023-09-24,10.53
2023-09-25,10.498
2023-09-26,10.506
2023-09-27,10.428
2023-09-28,10.626
2023-09-29,10.737
2023-09-30,10.737
2023-10-01,10.737
2023-10-02,10.565
2023-10-03,10.431
2023-10-04,10.401
2023-10-05,10.502
2023-10-06,10.627
2023-10-07,10.627
2023-10-08,10.627
2023-10-09,10.71
2023-10-10,10.828
2023-10-11,11.013
2023-10-12,10.811
2023-10-13,10.863
2023-10-14,10.863
2023-10-15,10.863
2023-10-16,11.093
2023-10-17,11.377
2023-10-18,10.84
2023-10-19,10.908
2023-10-20,10.705
2023-10-21,10.705
2023-10-22,10.705
2023-10-23,10.688
2023-10-24,10.583
2023-10-25,10.502
2023-10-26,10.829
2023-10-27,10.636
2023-10-28,10.636
2023-10-29,10.636
2023-10-30,10.9
2023-10-31,11.033
2023-11-01,11.159
2023-11-02,11.728
2023-11-03,11.937
2023-11-04,11.937
2023-11-05,11.937
2023-11-06,11.803
2023-11-07,11.669
2023-11-08,11.64
2023-11-09,11.648
2023-11-10,11.861
2023-11-11,11.861
2023-11-12,11.861
2023-11-13,11.908
2023-11-14,12.436
2023-11-15,12.611
2023-11-16,12.571
2023-11-17,12.696
2023-11-18,12.696
2023-11-19,12.696
2023-11-20,12.775
2023-11-21,12.726
2023-11-22,12.825
2023-11-23,12.825
2023-11-24,12.861
2023-11-25,12.861
2023-11-26,12.861
2023-11-27,12.839
2023-11-28,12.918
2023-11-29,13.184
2023-11-30,13.347
2023-12-01,13.502
2023-12-02,13.502
2023-12-03,13.502
2023-12-04,13.585
2023-12-05,13.583
2023-12-06,13.568
2023-12-07,13.558
2023-12-08,13.62
2023-12-09,13.62
2023-12-10,13.62
2023-12-11,13.655
2023-12-12,13.592
2023-12-13,13.996
2023-12-14,14.516
2023-12-15,14.435
2023-12-16,14.435
2023-12-17,14.435
2023-12-18,14.541
2023-12-19,14.586
2023-12-20,14.116
2023-12-21,14.142
2023-12-22,14.149
2023-12-23,14.149
2023-12-24,14.149
2023-12-25,14.149
2023-12-26,14.218
2023-12-27,14.272
2023-12-28,14.338
2023-12-29,14.24
2023-12-30,14.24
2023-12-31,14.24
2024-01-01,14.24
2024-01-02,14.32
2024-01-03,13.448
2024-01-04,13.749
2024-01-05,13.878
2024-01-06,13.878
2024-01-07,13.878
2024-01-08,13.956
2024-01-09,13.681
2024-01-10,13.659
2024-01-11,13.544
2024-01-12,13.604
2024-01-13,13.604
2024-01-14,13.604
2024-01-15,13.604
2024-01-16,13.516
2024-01-17,13.462
2024-01-18,12.974
2024-01-19,12.885
2024-01-20,12.885
2024-01-21,12.885
2024-01-22,12.897
2024-01-23,12.872
2024-01-24,12.813
2024-01-25,13.104
2024-01-26,13.074
2024-01-27,13.074
2024-01-28,13.074
2024-01-29,13.026
2024-01-30,12.955
2024-01-31,12.76
2024-02-01,12.705
2024-02-02,12.878
2024-02-03,12.878
2024-02-04,12.878
2024-02-05,12.615
2024-02-06,12.529
2024-02-07,12.631
2024-02-08,12.528
2024-02-09,12.714
2024-02-10,12.714
2024-02-11,12.714
2024-02-12,12.987
2024-02-13,12.368
2024-02-14,12.619
2024-02-15,12.9
2024-02-16,12.749
2024-02-17,12.749
2024-02-18,12.749
2024-02-19,12.749
2024-02-20,12.695
2024-02-21,12.74
2024-02-22,12.754
2024-02-23,12.993
2024-02-24,12.993
2024-02-25,12.993
2024-02-26,12.949
2024-02-27,13.041
2024-02-28,12.987
2024-02-29,13.097
2024-03-01,13.171
2024-03-02,13.171
2024-03-03,13.171
2024-03-04,13.472
2024-03-05,13.673
2024-03-06,13.05
2024-03-07,13.275
2024-03-08,13.257
2024-03-09,13.257
2024-03-10,13.257
2024-03-11,13.28
2024-03-12,13.113
2024-03-13,13.244
2024-03-14,13.004
2024-03-15,13.2
2024-03-16,13.2
2024-03-17,13.2
2024-03-18,13.28
2024-03-19,13.314
2024-03-20,13.615
2024-03-21,13.99
2024-03-22,13.835
2024-03-23,13.835
2024-03-24,13.835
2024-03-25,13.885
2024-03-26,14.009
2024-03-27,14.162
2024-03-28,14.351
2024-03-29,14.351
2024-03-30,14.351
2024-03-31,14.351
2024-04-01,14.15
2024-04-02,13.978
2024-04-03,13.946
2024-04-04,13.816
2024-04-05,13.775
2024-04-06,13.775
2024-04-07,13.775
2024-04-08,13.737
