,WDR US Equity
2020-07-27,12.423
2020-07-28,11.51
2020-07-29,12.001
2020-07-30,11.759
2020-07-31,11.549
2020-08-01,11.549
2020-08-02,11.549
2020-08-03,11.438
2020-08-04,11.423
2020-08-05,11.897
2020-08-06,11.771
2020-08-07,12.143
2020-08-08,12.143
2020-08-09,12.143
2020-08-10,12.333
2020-08-11,12.349
2020-08-12,12.388
2020-08-13,12.206
2020-08-14,11.768
2020-08-15,11.768
2020-08-16,11.768
2020-08-17,11.843
2020-08-18,11.897
2020-08-19,11.95
2020-08-20,11.676
2020-08-21,11.601
2020-08-22,11.601
2020-08-23,11.601
2020-08-24,11.95
2020-08-25,12.01
2020-08-26,11.889
2020-08-27,11.912
2020-08-28,11.957
2020-08-29,11.957
2020-08-30,11.957
2020-08-31,11.957
2020-09-01,11.912
2020-09-02,12.215
2020-09-03,12.033
2020-09-04,11.98
2020-09-05,11.98
2020-09-06,11.98
2020-09-07,11.98
2020-09-08,11.752
2020-09-09,11.889
2020-09-10,11.532
2020-09-11,11.426
2020-09-12,11.426
2020-09-13,11.426
2020-09-14,11.608
2020-09-15,11.669
2020-09-16,11.889
2020-09-17,11.79
2020-09-18,11.768
2020-09-19,11.768
2020-09-20,11.768
2020-09-21,11.198
2020-09-22,11.145
2020-09-23,10.629
2020-09-24,10.697
2020-09-25,10.826
2020-09-26,10.826
2020-09-27,10.826
2020-09-28,11.35
2020-09-29,11.137
2020-09-30,11.274
2020-10-01,11.046
2020-10-02,11.426
2020-10-03,11.426
2020-10-04,11.426
2020-10-05,11.692
2020-10-06,11.647
2020-10-07,11.863
2020-10-08,12.776
2020-10-09,12.568
2020-10-10,12.568
2020-10-11,12.568
2020-10-12,12.226
2020-10-13,12.172
2020-10-14,12.949
2020-10-15,13.029
2020-10-16,12.847
2020-10-17,12.847
2020-10-18,12.847
2020-10-19,12.599
2020-10-20,12.592
2020-10-21,12.393
2020-10-22,12.437
2020-10-23,12.378
2020-10-24,12.378
2020-10-25,12.378
2020-10-26,12.151
2020-10-27,11.738
2020-10-28,10.861
2020-10-29,10.289
2020-10-30,10.215
2020-10-31,10.215
2020-11-01,10.215
2020-11-02,10.369
2020-11-03,10.681
2020-11-04,10.841
2020-11-05,10.987
2020-11-06,10.608
2020-11-07,10.608
2020-11-08,10.608
2020-11-09,11.214
2020-11-10,11.314
2020-11-11,11.274
2020-11-12,11.014
2020-11-13,11.187
2020-11-14,11.187
2020-11-15,11.187
2020-11-16,11.407
2020-11-17,11.3
2020-11-18,11.001
2020-11-19,10.781
2020-11-20,10.615
2020-11-21,10.615
2020-11-22,10.615
2020-11-23,10.651
2020-11-24,11.059
2020-11-25,11.124
2020-11-26,11.124
2020-11-27,11.151
2020-11-28,11.151
2020-11-29,11.151
2020-11-30,10.822
2020-12-01,11.091
2020-12-02,11.328
2020-12-03,16.973
2020-12-04,16.424
2020-12-05,16.424
2020-12-06,16.424
2020-12-07,16.141
2020-12-08,16.218
2020-12-09,16.078
2020-12-10,16.027
2020-12-11,16.014
2020-12-12,16.014
2020-12-13,16.014
2020-12-14,15.983
2020-12-15,15.983
2020-12-16,15.97
2020-12-17,15.957
2020-12-18,15.97
2020-12-19,15.97
2020-12-20,15.97
2020-12-21,15.989
2020-12-22,15.97
2020-12-23,15.964
2020-12-24,15.957
2020-12-25,15.957
2020-12-26,15.957
2020-12-27,15.957
2020-12-28,16.078
2020-12-29,16.148
2020-12-30,16.16
2020-12-31,16.16
2021-01-01,16.16
2021-01-02,16.16
2021-01-03,16.16
2021-01-04,16.065
2021-01-05,16.053
2021-01-06,16.11
2021-01-07,16.04
2021-01-08,16.04
2021-01-09,16.04
2021-01-10,16.04
2021-01-11,15.392
2021-01-12,15.22
2021-01-13,15.154
2021-01-14,15.154
2021-01-15,15.148
2021-01-16,15.148
2021-01-17,15.148
2021-01-18,15.148
2021-01-19,15.141
2021-01-20,15.159
2021-01-21,15.153
2021-01-22,15.159
2021-01-23,15.159
2021-01-24,15.159
2021-01-25,15.333
2021-01-26,15.152
2021-01-27,15.037
2021-01-28,15.049
2021-01-29,15.194
2021-01-30,15.194
2021-01-31,15.194
2021-02-01,15.17
2021-02-02,13.672
2021-02-03,14.071
2021-02-04,14.088
2021-02-05,14.037
2021-02-06,14.037
2021-02-07,14.037
2021-02-08,14.116
2021-02-09,14.144
2021-02-10,13.701
2021-02-11,13.728
2021-02-12,13.674
2021-02-13,13.674
2021-02-14,13.674
2021-02-15,13.674
2021-02-16,13.679
2021-02-17,13.717
2021-02-18,13.723
2021-02-19,13.668
2021-02-20,13.668
2021-02-21,13.668
2021-02-22,13.723
2021-02-23,13.712
2021-02-24,13.723
2021-02-25,13.663
2021-02-26,13.679
2021-02-27,13.679
2021-02-28,13.679
2021-03-01,13.684
2021-03-02,13.684
2021-03-03,13.679
2021-03-04,13.63
2021-03-05,13.728
2021-03-06,13.728
2021-03-07,13.728
2021-03-08,13.679
2021-03-09,13.641
2021-03-10,13.717
2021-03-11,13.739
2021-03-12,13.684
2021-03-13,13.684
2021-03-14,13.684
2021-03-15,13.663
2021-03-16,13.657
2021-03-17,13.668
2021-03-18,13.657
2021-03-19,13.641
2021-03-20,13.641
2021-03-21,13.641
2021-03-22,13.652
2021-03-23,13.63
2021-03-24,13.646
2021-03-25,13.663
2021-03-26,13.679
2021-03-27,13.679
2021-03-28,13.679
2021-03-29,13.614
2021-03-30,13.663
2021-03-31,13.657
2021-04-01,13.712
2021-04-02,13.712
2021-04-03,13.712
2021-04-04,13.712
2021-04-05,13.723
2021-04-06,13.728
2021-04-07,13.733
2021-04-08,13.638
2021-04-09,13.452
2021-04-10,13.452
2021-04-11,13.452
2021-04-12,13.4
2021-04-13,13.4
2021-04-14,13.414
2021-04-15,13.414
2021-04-16,13.419
2021-04-17,13.419
2021-04-18,13.419
2021-04-19,13.414
2021-04-20,13.419
2021-04-21,13.435
2021-04-22,13.425
2021-04-23,13.441
2021-04-24,13.441
2021-04-25,13.441
2021-04-26,13.435
2021-04-27,13.596
2021-04-28,13.596
2021-04-29,13.596
2021-04-30,13.591
2021-05-01,13.591
2021-05-02,13.591
2021-05-03,13.591
2021-05-04,13.591
2021-05-05,13.591
2021-05-06,13.591
2021-05-07,13.591
2021-05-08,13.591
2021-05-09,13.591
2021-05-10,13.591
2021-05-11,13.591
2021-05-12,13.591
2021-05-13,13.591
2021-05-14,13.591
2021-05-15,13.591
2021-05-16,13.591
2021-05-17,13.591
2021-05-18,13.591
2021-05-19,13.591
2021-05-20,13.591
2021-05-21,13.591
2021-05-22,13.591
2021-05-23,13.591
2021-05-24,13.591
2021-05-25,13.591
2021-05-26,13.591
2021-05-27,13.591
2021-05-28,13.591
2021-05-29,13.591
2021-05-30,13.591
2021-05-31,13.591
2021-06-01,13.591
2021-06-02,13.591
2021-06-03,13.591
2021-06-04,13.591
2021-06-05,13.591
2021-06-06,13.591
2021-06-07,13.591
2021-06-08,13.591
2021-06-09,13.591
2021-06-10,13.591
2021-06-11,13.591
2021-06-12,13.591
2021-06-13,13.591
2021-06-14,13.591
2021-06-15,13.591
2021-06-16,13.591
2021-06-17,13.591
2021-06-18,13.591
2021-06-19,13.591
2021-06-20,13.591
2021-06-21,13.591
2021-06-22,13.591
2021-06-23,13.591
2021-06-24,13.591
2021-06-25,13.591
2021-06-26,13.591
2021-06-27,13.591
2021-06-28,13.591
2021-06-29,13.591
2021-06-30,13.591
2021-07-01,13.591
2021-07-02,13.591
2021-07-03,13.591
2021-07-04,13.591
2021-07-05,13.591
2021-07-06,13.591
2021-07-07,13.591
2021-07-08,13.591
2021-07-09,13.591
2021-07-10,13.591
2021-07-11,13.591
2021-07-12,13.591
2021-07-13,13.591
2021-07-14,13.591
2021-07-15,13.591
2021-07-16,13.591
2021-07-17,13.591
2021-07-18,13.591
2021-07-19,13.591
2021-07-20,13.591
2021-07-21,13.591
2021-07-22,13.591
2021-07-23,13.591
2021-07-24,13.591
2021-07-25,13.591
2021-07-26,13.591
2021-07-27,13.591
2021-07-28,13.591
2021-07-29,13.591
2021-07-30,13.591
2021-07-31,13.591
2021-08-01,13.591
2021-08-02,13.591
2021-08-03,13.591
2021-08-04,13.591
2021-08-05,13.591
2021-08-06,13.591
2021-08-07,13.591
2021-08-08,13.591
2021-08-09,13.591
2021-08-10,13.591
2021-08-11,13.591
2021-08-12,13.591
2021-08-13,13.591
2021-08-14,13.591
2021-08-15,13.591
2021-08-16,13.591
2021-08-17,13.591
2021-08-18,13.591
2021-08-19,13.591
2021-08-20,13.591
2021-08-21,13.591
2021-08-22,13.591
2021-08-23,13.591
2021-08-24,13.591
2021-08-25,13.591
2021-08-26,13.591
2021-08-27,13.591
2021-08-28,13.591
2021-08-29,13.591
2021-08-30,13.591
2021-08-31,13.591
2021-09-01,13.591
2021-09-02,13.591
2021-09-03,13.591
2021-09-04,13.591
2021-09-05,13.591
2021-09-06,13.591
2021-09-07,13.591
2021-09-08,13.591
2021-09-09,13.591
2021-09-10,13.591
2021-09-11,13.591
2021-09-12,13.591
2021-09-13,13.591
2021-09-14,13.591
2021-09-15,13.591
2021-09-16,13.591
2021-09-17,13.591
2021-09-18,13.591
2021-09-19,13.591
2021-09-20,13.591
2021-09-21,13.591
2021-09-22,13.591
2021-09-23,13.591
2021-09-24,13.591
2021-09-25,13.591
2021-09-26,13.591
2021-09-27,13.591
2021-09-28,13.591
2021-09-29,13.591
2021-09-30,13.591
2021-10-01,13.591
2021-10-02,13.591
2021-10-03,13.591
2021-10-04,13.591
2021-10-05,13.591
2021-10-06,13.591
2021-10-07,13.591
2021-10-08,13.591
2021-10-09,13.591
2021-10-10,13.591
2021-10-11,13.591
2021-10-12,13.591
2021-10-13,13.591
2021-10-14,13.591
2021-10-15,13.591
2021-10-16,13.591
2021-10-17,13.591
2021-10-18,13.591
2021-10-19,13.591
2021-10-20,13.591
2021-10-21,13.591
2021-10-22,13.591
2021-10-23,13.591
2021-10-24,13.591
2021-10-25,13.591
2021-10-26,13.591
2021-10-27,13.591
2021-10-28,13.591
2021-10-29,13.591
2021-10-30,13.591
2021-10-31,13.591
2021-11-01,13.591
2021-11-02,13.591
2021-11-03,13.591
2021-11-04,13.591
2021-11-05,13.591
2021-11-06,13.591
2021-11-07,13.591
2021-11-08,13.591
2021-11-09,13.591
2021-11-10,13.591
2021-11-11,13.591
2021-11-12,13.591
2021-11-13,13.591
2021-11-14,13.591
2021-11-15,13.591
2021-11-16,13.591
2021-11-17,13.591
2021-11-18,13.591
2021-11-19,13.591
2021-11-20,13.591
2021-11-21,13.591
2021-11-22,13.591
2021-11-23,13.591
2021-11-24,13.591
2021-11-25,13.591
2021-11-26,13.591
2021-11-27,13.591
2021-11-28,13.591
2021-11-29,13.591
2021-11-30,13.591
2021-12-01,13.591
2021-12-02,13.591
2021-12-03,13.591
2021-12-04,13.591
2021-12-05,13.591
2021-12-06,13.591
2021-12-07,13.591
2021-12-08,13.591
2021-12-09,13.591
2021-12-10,13.591
2021-12-11,13.591
2021-12-12,13.591
2021-12-13,13.591
2021-12-14,13.591
2021-12-15,13.591
2021-12-16,13.591
2021-12-17,13.591
2021-12-18,13.591
2021-12-19,13.591
2021-12-20,13.591
2021-12-21,13.591
2021-12-22,13.591
2021-12-23,13.591
2021-12-24,13.591
2021-12-25,13.591
2021-12-26,13.591
2021-12-27,13.591
2021-12-28,13.591
2021-12-29,13.591
2021-12-30,13.591
2021-12-31,13.591
2022-01-01,13.591
2022-01-02,13.591
2022-01-03,13.591
2022-01-04,13.591
2022-01-05,13.591
2022-01-06,13.591
2022-01-07,13.591
2022-01-08,13.591
2022-01-09,13.591
2022-01-10,13.591
2022-01-11,13.591
2022-01-12,13.591
2022-01-13,13.591
2022-01-14,13.591
2022-01-15,13.591
2022-01-16,13.591
2022-01-17,13.591
2022-01-18,13.591
2022-01-19,13.591
2022-01-20,13.591
2022-01-21,13.591
2022-01-22,13.591
2022-01-23,13.591
2022-01-24,13.591
2022-01-25,13.591
2022-01-26,13.591
2022-01-27,13.591
2022-01-28,13.591
2022-01-29,13.591
2022-01-30,13.591
2022-01-31,13.591
2022-02-01,13.591
2022-02-02,13.591
2022-02-03,13.591
2022-02-04,13.591
2022-02-05,13.591
2022-02-06,13.591
2022-02-07,13.591
2022-02-08,13.591
2022-02-09,13.591
2022-02-10,13.591
2022-02-11,13.591
2022-02-12,13.591
2022-02-13,13.591
2022-02-14,13.591
2022-02-15,13.591
2022-02-16,13.591
2022-02-17,13.591
2022-02-18,13.591
2022-02-19,13.591
2022-02-20,13.591
2022-02-21,13.591
2022-02-22,13.591
2022-02-23,13.591
2022-02-24,13.591
2022-02-25,13.591
2022-02-26,13.591
2022-02-27,13.591
2022-02-28,13.591
2022-03-01,13.591
2022-03-02,13.591
2022-03-03,13.591
2022-03-04,13.591
2022-03-05,13.591
2022-03-06,13.591
2022-03-07,13.591
2022-03-08,13.591
2022-03-09,13.591
2022-03-10,13.591
2022-03-11,13.591
2022-03-12,13.591
2022-03-13,13.591
2022-03-14,13.591
2022-03-15,13.591
2022-03-16,13.591
2022-03-17,13.591
2022-03-18,13.591
2022-03-19,13.591
2022-03-20,13.591
2022-03-21,13.591
2022-03-22,13.591
2022-03-23,13.591
2022-03-24,13.591
2022-03-25,13.591
2022-03-26,13.591
2022-03-27,13.591
2022-03-28,13.591
2022-03-29,13.591
2022-03-30,13.591
2022-03-31,13.591
2022-04-01,13.591
2022-04-02,13.591
2022-04-03,13.591
2022-04-04,13.591
2022-04-05,13.591
2022-04-06,13.591
2022-04-07,13.591
2022-04-08,13.591
2022-04-09,13.591
2022-04-10,13.591
2022-04-11,13.591
2022-04-12,13.591
2022-04-13,13.591
2022-04-14,13.591
2022-04-15,13.591
2022-04-16,13.591
2022-04-17,13.591
2022-04-18,13.591
2022-04-19,13.591
2022-04-20,13.591
2022-04-21,13.591
2022-04-22,13.591
2022-04-23,13.591
2022-04-24,13.591
2022-04-25,13.591
2022-04-26,13.591
2022-04-27,13.591
2022-04-28,13.591
2022-04-29,13.591
2022-04-30,13.591
2022-05-01,13.591
2022-05-02,13.591
2022-05-03,13.591
2022-05-04,13.591
2022-05-05,13.591
2022-05-06,13.591
2022-05-07,13.591
2022-05-08,13.591
2022-05-09,13.591
2022-05-10,13.591
2022-05-11,13.591
2022-05-12,13.591
2022-05-13,13.591
2022-05-14,13.591
2022-05-15,13.591
2022-05-16,13.591
2022-05-17,13.591
2022-05-18,13.591
2022-05-19,13.591
2022-05-20,13.591
2022-05-21,13.591
2022-05-22,13.591
2022-05-23,13.591
2022-05-24,13.591
2022-05-25,13.591
2022-05-26,13.591
2022-05-27,13.591
2022-05-28,13.591
2022-05-29,13.591
2022-05-30,13.591
2022-05-31,13.591
2022-06-01,13.591
2022-06-02,13.591
2022-06-03,13.591
2022-06-04,13.591
2022-06-05,13.591
2022-06-06,13.591
2022-06-07,13.591
2022-06-08,13.591
2022-06-09,13.591
2022-06-10,13.591
2022-06-11,13.591
2022-06-12,13.591
2022-06-13,13.591
2022-06-14,13.591
2022-06-15,13.591
2022-06-16,13.591
2022-06-17,13.591
2022-06-18,13.591
2022-06-19,13.591
2022-06-20,13.591
2022-06-21,13.591
2022-06-22,13.591
2022-06-23,13.591
2022-06-24,13.591
2022-06-25,13.591
2022-06-26,13.591
2022-06-27,13.591
2022-06-28,13.591
2022-06-29,13.591
2022-06-30,13.591
2022-07-01,13.591
2022-07-02,13.591
2022-07-03,13.591
2022-07-04,13.591
2022-07-05,13.591
2022-07-06,13.591
2022-07-07,13.591
2022-07-08,13.591
2022-07-09,13.591
2022-07-10,13.591
2022-07-11,13.591
2022-07-12,13.591
2022-07-13,13.591
2022-07-14,13.591
2022-07-15,13.591
2022-07-16,13.591
2022-07-17,13.591
2022-07-18,13.591
2022-07-19,13.591
2022-07-20,13.591
2022-07-21,13.591
2022-07-22,13.591
2022-07-23,13.591
2022-07-24,13.591
2022-07-25,13.591
2022-07-26,13.591
2022-07-27,13.591
2022-07-28,13.591
2022-07-29,13.591
2022-07-30,13.591
2022-07-31,13.591
2022-08-01,13.591
2022-08-02,13.591
2022-08-03,13.591
2022-08-04,13.591
2022-08-05,13.591
2022-08-06,13.591
2022-08-07,13.591
2022-08-08,13.591
2022-08-09,13.591
2022-08-10,13.591
2022-08-11,13.591
2022-08-12,13.591
2022-08-13,13.591
2022-08-14,13.591
2022-08-15,13.591
2022-08-16,13.591
2022-08-17,13.591
2022-08-18,13.591
2022-08-19,13.591
2022-08-20,13.591
2022-08-21,13.591
2022-08-22,13.591
2022-08-23,13.591
2022-08-24,13.591
2022-08-25,13.591
2022-08-26,13.591
2022-08-27,13.591
2022-08-28,13.591
2022-08-29,13.591
2022-08-30,13.591
2022-08-31,13.591
2022-09-01,13.591
2022-09-02,13.591
2022-09-03,13.591
2022-09-04,13.591
2022-09-05,13.591
2022-09-06,13.591
2022-09-07,13.591
2022-09-08,13.591
2022-09-09,13.591
2022-09-10,13.591
2022-09-11,13.591
2022-09-12,13.591
2022-09-13,13.591
2022-09-14,13.591
2022-09-15,13.591
2022-09-16,13.591
2022-09-17,13.591
2022-09-18,13.591
2022-09-19,13.591
2022-09-20,13.591
2022-09-21,13.591
2022-09-22,13.591
2022-09-23,13.591
2022-09-24,13.591
2022-09-25,13.591
2022-09-26,13.591
2022-09-27,13.591
2022-09-28,13.591
2022-09-29,13.591
2022-09-30,13.591
2022-10-01,13.591
2022-10-02,13.591
2022-10-03,13.591
2022-10-04,13.591
2022-10-05,13.591
2022-10-06,13.591
2022-10-07,13.591
2022-10-08,13.591
2022-10-09,13.591
2022-10-10,13.591
2022-10-11,13.591
2022-10-12,13.591
2022-10-13,13.591
2022-10-14,13.591
2022-10-15,13.591
2022-10-16,13.591
2022-10-17,13.591
2022-10-18,13.591
2022-10-19,13.591
2022-10-20,13.591
2022-10-21,13.591
2022-10-22,13.591
2022-10-23,13.591
2022-10-24,13.591
2022-10-25,13.591
2022-10-26,13.591
2022-10-27,13.591
2022-10-28,13.591
2022-10-29,13.591
2022-10-30,13.591
2022-10-31,13.591
2022-11-01,13.591
2022-11-02,13.591
2022-11-03,13.591
2022-11-04,13.591
2022-11-05,13.591
2022-11-06,13.591
2022-11-07,13.591
2022-11-08,13.591
2022-11-09,13.591
2022-11-10,13.591
2022-11-11,13.591
2022-11-12,13.591
2022-11-13,13.591
2022-11-14,13.591
2022-11-15,13.591
2022-11-16,13.591
2022-11-17,13.591
2022-11-18,13.591
2022-11-19,13.591
2022-11-20,13.591
2022-11-21,13.591
2022-11-22,13.591
2022-11-23,13.591
2022-11-24,13.591
2022-11-25,13.591
2022-11-26,13.591
2022-11-27,13.591
2022-11-28,13.591
2022-11-29,13.591
2022-11-30,13.591
2022-12-01,13.591
2022-12-02,13.591
2022-12-03,13.591
2022-12-04,13.591
2022-12-05,13.591
2022-12-06,13.591
2022-12-07,13.591
2022-12-08,13.591
2022-12-09,13.591
2022-12-10,13.591
2022-12-11,13.591
2022-12-12,13.591
2022-12-13,13.591
2022-12-14,13.591
2022-12-15,13.591
2022-12-16,13.591
2022-12-17,13.591
2022-12-18,13.591
2022-12-19,13.591
2022-12-20,13.591
2022-12-21,13.591
2022-12-22,13.591
2022-12-23,13.591
2022-12-24,13.591
2022-12-25,13.591
2022-12-26,13.591
2022-12-27,13.591
2022-12-28,13.591
2022-12-29,13.591
2022-12-30,13.591
2022-12-31,13.591
2023-01-01,13.591
2023-01-02,13.591
2023-01-03,13.591
2023-01-04,13.591
2023-01-05,13.591
2023-01-06,13.591
2023-01-07,13.591
2023-01-08,13.591
2023-01-09,13.591
2023-01-10,13.591
2023-01-11,13.591
2023-01-12,13.591
2023-01-13,13.591
2023-01-14,13.591
2023-01-15,13.591
2023-01-16,13.591
2023-01-17,13.591
2023-01-18,13.591
2023-01-19,13.591
2023-01-20,13.591
2023-01-21,13.591
2023-01-22,13.591
2023-01-23,13.591
2023-01-24,13.591
2023-01-25,13.591
2023-01-26,13.591
2023-01-27,13.591
2023-01-28,13.591
2023-01-29,13.591
2023-01-30,13.591
2023-01-31,13.591
2023-02-01,13.591
2023-02-02,13.591
2023-02-03,13.591
2023-02-04,13.591
2023-02-05,13.591
2023-02-06,13.591
2023-02-07,13.591
2023-02-08,13.591
2023-02-09,13.591
2023-02-10,13.591
2023-02-11,13.591
2023-02-12,13.591
2023-02-13,13.591
2023-02-14,13.591
2023-02-15,13.591
2023-02-16,13.591
2023-02-17,13.591
2023-02-18,13.591
2023-02-19,13.591
2023-02-20,13.591
2023-02-21,13.591
2023-02-22,13.591
2023-02-23,13.591
2023-02-24,13.591
2023-02-25,13.591
2023-02-26,13.591
2023-02-27,13.591
2023-02-28,13.591
2023-03-01,13.591
2023-03-02,13.591
2023-03-03,13.591
2023-03-04,13.591
2023-03-05,13.591
2023-03-06,13.591
2023-03-07,13.591
2023-03-08,13.591
2023-03-09,13.591
2023-03-10,13.591
2023-03-11,13.591
2023-03-12,13.591
2023-03-13,13.591
2023-03-14,13.591
2023-03-15,13.591
2023-03-16,13.591
2023-03-17,13.591
2023-03-18,13.591
2023-03-19,13.591
2023-03-20,13.591
2023-03-21,13.591
2023-03-22,13.591
2023-03-23,13.591
2023-03-24,13.591
2023-03-25,13.591
2023-03-26,13.591
2023-03-27,13.591
2023-03-28,13.591
2023-03-29,13.591
2023-03-30,13.591
2023-03-31,13.591
2023-04-01,13.591
2023-04-02,13.591
2023-04-03,13.591
2023-04-04,13.591
2023-04-05,13.591
2023-04-06,13.591
2023-04-07,13.591
2023-04-08,13.591
2023-04-09,13.591
2023-04-10,13.591
2023-04-11,13.591
2023-04-12,13.591
2023-04-13,13.591
2023-04-14,13.591
2023-04-15,13.591
2023-04-16,13.591
2023-04-17,13.591
2023-04-18,13.591
2023-04-19,13.591
2023-04-20,13.591
2023-04-21,13.591
2023-04-22,13.591
2023-04-23,13.591
2023-04-24,13.591
2023-04-25,13.591
2023-04-26,13.591
2023-04-27,13.591
2023-04-28,13.591
2023-04-29,13.591
2023-04-30,13.591
2023-05-01,13.591
2023-05-02,13.591
2023-05-03,13.591
2023-05-04,13.591
2023-05-05,13.591
2023-05-06,13.591
2023-05-07,13.591
2023-05-08,13.591
2023-05-09,13.591
2023-05-10,13.591
2023-05-11,13.591
2023-05-12,13.591
2023-05-13,13.591
2023-05-14,13.591
2023-05-15,13.591
2023-05-16,13.591
2023-05-17,13.591
2023-05-18,13.591
2023-05-19,13.591
2023-05-20,13.591
2023-05-21,13.591
2023-05-22,13.591
2023-05-23,13.591
2023-05-24,13.591
2023-05-25,13.591
2023-05-26,13.591
2023-05-27,13.591
2023-05-28,13.591
2023-05-29,13.591
2023-05-30,13.591
2023-05-31,13.591
2023-06-01,13.591
2023-06-02,13.591
2023-06-03,13.591
2023-06-04,13.591
2023-06-05,13.591
2023-06-06,13.591
2023-06-07,13.591
2023-06-08,13.591
2023-06-09,13.591
2023-06-10,13.591
2023-06-11,13.591
2023-06-12,13.591
2023-06-13,13.591
2023-06-14,13.591
2023-06-15,13.591
2023-06-16,13.591
2023-06-17,13.591
2023-06-18,13.591
2023-06-19,13.591
2023-06-20,13.591
2023-06-21,13.591
2023-06-22,13.591
