,FHB US Equity
2023-06-23,8.826
2023-06-24,8.826
2023-06-25,8.826
2023-06-26,8.936
2023-06-27,9.15
2023-06-28,8.984
2023-06-29,9.108
2023-06-30,9.063
2023-07-01,9.063
2023-07-02,9.063
2023-07-03,9.349
2023-07-04,9.349
2023-07-05,9.163
2023-07-06,9.017
2023-07-07,9.314
2023-07-08,9.314
2023-07-09,9.314
2023-07-10,9.374
2023-07-11,9.429
2023-07-12,9.687
2023-07-13,9.848
2023-07-14,9.717
2023-07-15,9.717
2023-07-16,9.717
2023-07-17,9.798
2023-07-18,10.444
2023-07-19,10.869
2023-07-20,10.707
2023-07-21,10.576
2023-07-22,10.576
2023-07-23,10.576
2023-07-24,10.949
2023-07-25,10.808
2023-07-26,11.313
2023-07-27,11.071
2023-07-28,11.286
2023-07-29,11.286
2023-07-30,11.286
2023-07-31,11.474
2023-08-01,11.302
2023-08-02,11.363
2023-08-03,11.258
2023-08-04,11.269
2023-08-05,11.269
2023-08-06,11.269
2023-08-07,11.385
2023-08-08,11.302
2023-08-09,11.241
2023-08-10,11.33
2023-08-11,11.163
2023-08-12,11.163
2023-08-13,11.163
2023-08-14,10.891
2023-08-15,10.337
2023-08-16,10.304
2023-08-17,10.792
2023-08-18,10.803
2023-08-19,10.803
2023-08-20,10.803
2023-08-21,10.634
2023-08-22,10.46
2023-08-23,10.601
2023-08-24,10.584
2023-08-25,10.499
2023-08-26,10.499
2023-08-27,10.499
2023-08-28,10.64
2023-08-29,10.78
2023-08-30,10.685
2023-08-31,10.629
2023-09-01,10.854
2023-09-02,10.854
2023-09-03,10.854
2023-09-04,10.854
2023-09-05,10.606
2023-09-06,10.28
2023-09-07,10.162
2023-09-08,10.286
2023-09-09,10.286
2023-09-10,10.286
2023-09-11,10.095
2023-09-12,10.027
2023-09-13,9.876
2023-09-14,9.999
2023-09-15,10.263
2023-09-16,10.263
2023-09-17,10.263
2023-09-18,10.297
2023-09-19,10.37
2023-09-20,10.336
2023-09-21,10.303
2023-09-22,10.224
2023-09-23,10.224
2023-09-24,10.224
2023-09-25,10.241
2023-09-26,10.095
2023-09-27,10.162
2023-09-28,10.039
2023-09-29,10.169
2023-09-30,10.169
2023-10-01,10.169
2023-10-02,9.892
2023-10-03,9.83
2023-10-04,9.752
2023-10-05,9.955
2023-10-06,10.107
2023-10-07,10.107
2023-10-08,10.107
2023-10-09,10.158
2023-10-10,10.419
2023-10-11,10.431
2023-10-12,10.311
2023-10-13,10.22
2023-10-14,10.22
2023-10-15,10.22
2023-10-16,10.545
2023-10-17,10.602
2023-10-18,10.328
2023-10-19,10.231
2023-10-20,9.843
2023-10-21,9.843
2023-10-22,9.843
2023-10-23,10.009
2023-10-24,9.991
2023-10-25,10.083
2023-10-26,10.339
2023-10-27,10.115
2023-10-28,10.115
2023-10-29,10.115
2023-10-30,10.235
2023-10-31,10.195
2023-11-01,10.235
2023-11-02,10.736
2023-11-03,10.923
2023-11-04,10.923
2023-11-05,10.923
2023-11-06,10.707
2023-11-07,10.423
2023-11-08,10.343
2023-11-09,10.298
2023-11-10,10.36
2023-11-11,10.36
2023-11-12,10.36
2023-11-13,10.298
2023-11-14,11.077
2023-11-15,11.026
2023-11-16,11.065
2023-11-17,11.192
2023-11-18,11.192
2023-11-19,11.192
2023-11-20,11.233
2023-11-21,11.077
2023-11-22,11.008
2023-11-23,11.008
2023-11-24,11.008
2023-11-25,11.008
2023-11-26,11.008
2023-11-27,11.031
2023-11-28,11.077
2023-11-29,11.342
2023-11-30,11.325
2023-12-01,11.774
2023-12-02,11.774
2023-12-03,11.774
2023-12-04,11.918
2023-12-05,11.705
2023-12-06,11.769
2023-12-07,12.034
2023-12-08,12.126
2023-12-09,12.126
2023-12-10,12.126
2023-12-11,12.17
2023-12-12,12.222
2023-12-13,12.626
2023-12-14,13.169
2023-12-15,13.048
2023-12-16,13.048
2023-12-17,13.048
2023-12-18,13.123
2023-12-19,13.296
2023-12-20,12.915
2023-12-21,13.088
2023-12-22,13.117
2023-12-23,13.117
2023-12-24,13.117
2023-12-25,13.117
2023-12-26,13.308
2023-12-27,13.256
2023-12-28,13.36
2023-12-29,13.198
2023-12-30,13.198
2023-12-31,13.198
2024-01-01,13.198
2024-01-02,13.123
2024-01-03,12.771
2024-01-04,12.954
2024-01-05,12.849
2024-01-06,12.849
2024-01-07,12.849
2024-01-08,12.919
2024-01-09,12.756
2024-01-10,12.745
2024-01-11,12.646
2024-01-12,12.541
2024-01-13,12.541
2024-01-14,12.541
2024-01-15,12.541
2024-01-16,12.309
2024-01-17,12.25
2024-01-18,12.407
2024-01-19,12.611
2024-01-20,12.611
2024-01-21,12.611
2024-01-22,12.884
2024-01-23,12.588
2024-01-24,12.704
2024-01-25,12.564
2024-01-26,12.854
2024-01-27,12.854
2024-01-28,12.854
2024-01-29,13.171
2024-01-30,13.223
2024-01-31,12.596
2024-02-01,12.387
2024-02-02,12.364
2024-02-03,12.364
2024-02-04,12.364
2024-02-05,12.207
2024-02-06,12.137
2024-02-07,12.16
2024-02-08,12.166
2024-02-09,12.317
2024-02-10,12.317
2024-02-11,12.317
2024-02-12,12.526
2024-02-13,12.178
2024-02-14,12.399
2024-02-15,12.763
2024-02-16,12.716
2024-02-17,12.716
2024-02-18,12.716
2024-02-19,12.716
2024-02-20,12.587
2024-02-21,12.598
2024-02-22,12.446
2024-02-23,12.44
2024-02-24,12.44
2024-02-25,12.44
2024-02-26,12.275
2024-02-27,12.334
2024-02-28,12.228
2024-02-29,12.322
2024-03-01,12.234
2024-03-02,12.234
2024-03-03,12.234
2024-03-04,12.205
2024-03-05,12.593
2024-03-06,12.522
2024-03-07,12.392
2024-03-08,12.501
2024-03-09,12.501
2024-03-10,12.501
2024-03-11,12.472
2024-03-12,12.397
2024-03-13,12.397
2024-03-14,12.204
2024-03-15,12.268
2024-03-16,12.268
2024-03-17,12.268
2024-03-18,12.216
2024-03-19,12.274
2024-03-20,12.624
2024-03-21,12.682
2024-03-22,12.408
2024-03-23,12.408
2024-03-24,12.408
2024-03-25,12.431
2024-03-26,12.408
2024-03-27,12.671
2024-03-28,12.805
2024-03-29,12.805
2024-03-30,12.805
2024-03-31,12.805
2024-04-01,12.616
2024-04-02,12.451
2024-04-03,12.493
2024-04-04,12.455
2024-04-05,12.39
2024-04-06,12.39
2024-04-07,12.39
2024-04-08,12.703
