,IBP US Equity
2023-06-23,15.128
2023-06-24,15.128
2023-06-25,15.128
2023-06-26,15.16
2023-06-27,15.68
2023-06-28,15.509
2023-06-29,15.995
2023-06-30,15.968
2023-07-01,15.968
2023-07-02,15.968
2023-07-03,15.754
2023-07-04,15.754
2023-07-05,15.614
2023-07-06,15.328
2023-07-07,15.393
2023-07-08,15.393
2023-07-09,15.393
2023-07-10,15.758
2023-07-11,15.917
2023-07-12,16.577
2023-07-13,16.683
2023-07-14,16.622
2023-07-15,16.622
2023-07-16,16.622
2023-07-17,16.661
2023-07-18,16.759
2023-07-19,16.894
2023-07-20,16.564
2023-07-21,16.413
2023-07-22,16.413
2023-07-23,16.413
2023-07-24,16.52
2023-07-25,16.795
2023-07-26,16.984
2023-07-27,16.653
2023-07-28,16.906
2023-07-29,16.906
2023-07-30,16.906
2023-07-31,16.863
2023-08-01,16.841
2023-08-02,15.979
2023-08-03,15.192
2023-08-04,15.591
2023-08-05,15.591
2023-08-06,15.591
2023-08-07,15.34
2023-08-08,15.264
2023-08-09,15.061
2023-08-10,15.086
2023-08-11,15.018
2023-08-12,15.018
2023-08-13,15.018
2023-08-14,15.146
2023-08-15,15.154
2023-08-16,14.847
2023-08-17,14.067
2023-08-18,14.113
2023-08-19,14.113
2023-08-20,14.113
2023-08-21,14.028
2023-08-22,14.111
2023-08-23,14.204
2023-08-24,13.814
2023-08-25,13.4
2023-08-26,13.4
2023-08-27,13.4
2023-08-28,13.506
2023-08-29,13.945
2023-08-30,14.101
2023-08-31,14.154
2023-09-01,14.307
2023-09-02,14.307
2023-09-03,14.307
2023-09-04,14.307
2023-09-05,13.361
2023-09-06,13.578
2023-09-07,13.58
2023-09-08,13.45
2023-09-09,13.45
2023-09-10,13.45
2023-09-11,13.427
2023-09-12,13.303
2023-09-13,12.909
2023-09-14,13.087
2023-09-15,12.505
2023-09-16,12.505
2023-09-17,12.505
2023-09-18,12.585
2023-09-19,12.556
2023-09-20,12.438
2023-09-21,12.105
2023-09-22,12.091
2023-09-23,12.091
2023-09-24,12.091
2023-09-25,12.138
2023-09-26,11.923
2023-09-27,11.98
2023-09-28,12.191
2023-09-29,12.244
2023-09-30,12.244
2023-10-01,12.244
2023-10-02,12.053
2023-10-03,11.68
2023-10-04,11.795
2023-10-05,11.766
2023-10-06,11.828
2023-10-07,11.828
2023-10-08,11.828
2023-10-09,11.842
2023-10-10,11.963
2023-10-11,12.095
2023-10-12,11.513
2023-10-13,11.537
2023-10-14,11.537
2023-10-15,11.537
2023-10-16,11.593
2023-10-17,11.555
2023-10-18,11.067
2023-10-19,10.856
2023-10-20,10.88
2023-10-21,10.88
2023-10-22,10.88
2023-10-23,10.888
2023-10-24,10.87
2023-10-25,10.44
2023-10-26,10.681
2023-10-27,10.693
2023-10-28,10.693
2023-10-29,10.693
2023-10-30,10.762
2023-10-31,10.963
2023-11-01,11.308
2023-11-02,11.649
2023-11-03,12.282
2023-11-04,12.282
2023-11-05,12.282
2023-11-06,12.026
2023-11-07,12.109
2023-11-08,11.787
2023-11-09,11.815
2023-11-10,12.188
2023-11-11,12.188
2023-11-12,12.188
2023-11-13,12.041
2023-11-14,13.33
2023-11-15,13.152
2023-11-16,13.266
2023-11-17,13.668
2023-11-18,13.668
2023-11-19,13.668
2023-11-20,13.934
2023-11-21,13.751
2023-11-22,13.728
2023-11-23,13.728
2023-11-24,13.819
2023-11-25,13.819
2023-11-26,13.819
2023-11-27,13.822
2023-11-28,13.744
2023-11-29,14.202
2023-11-30,14.183
2023-12-01,14.459
2023-12-02,14.459
2023-12-03,14.459
2023-12-04,14.615
2023-12-05,14.48
2023-12-06,15.116
2023-12-07,15.205
2023-12-08,15.427
2023-12-09,15.427
2023-12-10,15.427
2023-12-11,15.394
2023-12-12,15.307
2023-12-13,15.762
2023-12-14,17.311
2023-12-15,17.042
2023-12-16,17.042
2023-12-17,17.042
2023-12-18,16.823
2023-12-19,17.238
2023-12-20,17.078
2023-12-21,17.421
2023-12-22,17.445
2023-12-23,17.445
2023-12-24,17.445
2023-12-25,17.445
2023-12-26,17.551
2023-12-27,17.594
2023-12-28,17.423
2023-12-29,17.163
2023-12-30,17.163
2023-12-31,17.163
2024-01-01,17.163
2024-01-02,16.96
2024-01-03,16.39
2024-01-04,16.108
2024-01-05,16.36
2024-01-06,16.36
2024-01-07,16.36
2024-01-08,16.818
2024-01-09,17.0
2024-01-10,17.282
2024-01-11,17.231
2024-01-12,17.348
2024-01-13,17.348
2024-01-14,17.348
2024-01-15,17.348
2024-01-16,17.204
2024-01-17,17.048
2024-01-18,17.488
2024-01-19,17.813
2024-01-20,17.813
2024-01-21,17.813
2024-01-22,18.428
2024-01-23,17.592
2024-01-24,17.0
2024-01-25,17.347
2024-01-26,17.627
2024-01-27,17.627
2024-01-28,17.627
2024-01-29,18.247
2024-01-30,18.33
2024-01-31,18.109
2024-02-01,18.657
2024-02-02,18.759
2024-02-03,18.759
2024-02-04,18.759
2024-02-05,18.065
2024-02-06,18.273
2024-02-07,18.535
2024-02-08,19.094
2024-02-09,19.215
2024-02-10,19.215
2024-02-11,19.215
2024-02-12,19.708
2024-02-13,19.028
2024-02-14,19.724
2024-02-15,19.782
2024-02-16,19.19
2024-02-17,19.19
2024-02-18,19.19
2024-02-19,19.19
2024-02-20,19.142
2024-02-21,18.825
2024-02-22,19.877
2024-02-23,20.241
2024-02-24,20.241
2024-02-25,20.241
2024-02-26,20.413
2024-02-27,20.483
2024-02-28,20.216
2024-02-29,20.559
2024-03-01,20.832
2024-03-02,20.832
2024-03-03,20.832
2024-03-04,20.621
2024-03-05,20.039
2024-03-06,20.103
2024-03-07,20.639
2024-03-08,20.344
2024-03-09,20.344
2024-03-10,20.344
2024-03-11,20.238
2024-03-12,20.568
2024-03-13,20.705
2024-03-14,20.669
2024-03-15,20.491
2024-03-16,20.491
2024-03-17,20.491
2024-03-18,20.572
2024-03-19,20.721
2024-03-20,21.136
2024-03-21,22.04
2024-03-22,22.1
2024-03-23,22.1
2024-03-24,22.1
2024-03-25,21.927
2024-03-26,21.873
2024-03-27,21.876
2024-03-28,22.163
2024-03-29,22.163
2024-03-30,22.163
2024-03-31,22.163
2024-04-01,21.987
2024-04-02,21.637
2024-04-03,22.176
2024-04-04,21.491
2024-04-05,22.085
2024-04-06,22.085
2024-04-07,22.085
2024-04-08,21.876
