,DISCK US Equity
2020-08-22,4.465
2020-08-23,4.465
2020-08-24,4.608
2020-08-25,4.608
2020-08-26,4.581
2020-08-27,4.592
2020-08-28,4.608
2020-08-29,4.608
2020-08-30,4.608
2020-08-31,4.45
2020-09-01,4.315
2020-09-02,4.385
2020-09-03,4.343
2020-09-04,4.554
2020-09-05,4.554
2020-09-06,4.554
2020-09-07,4.554
2020-09-08,4.543
2020-09-09,4.661
2020-09-10,4.713
2020-09-11,4.61
2020-09-12,4.61
2020-09-13,4.61
2020-09-14,4.811
2020-09-15,4.817
2020-09-16,4.931
2020-09-17,4.902
2020-09-18,4.855
2020-09-19,4.855
2020-09-20,4.855
2020-09-21,4.545
2020-09-22,4.503
2020-09-23,4.26
2020-09-24,4.276
2020-09-25,4.278
2020-09-26,4.278
2020-09-27,4.278
2020-09-28,4.396
2020-09-29,4.338
2020-09-30,4.367
2020-10-01,4.314
2020-10-02,4.32
2020-10-03,4.32
2020-10-04,4.32
2020-10-05,4.394
2020-10-06,4.308
2020-10-07,4.453
2020-10-08,4.561
2020-10-09,4.333
2020-10-10,4.333
2020-10-11,4.333
2020-10-12,4.351
2020-10-13,4.198
2020-10-14,4.076
2020-10-15,4.106
2020-10-16,4.099
2020-10-17,4.099
2020-10-18,4.099
2020-10-19,3.946
2020-10-20,3.957
2020-10-21,4.069
2020-10-22,4.121
2020-10-23,4.127
2020-10-24,4.127
2020-10-25,4.127
2020-10-26,4.009
2020-10-27,3.931
2020-10-28,3.76
2020-10-29,3.842
2020-10-30,3.95
2020-10-31,3.95
2020-11-01,3.95
2020-11-02,4.125
2020-11-03,4.14
2020-11-04,4.028
2020-11-05,4.206
2020-11-06,4.111
2020-11-07,4.111
2020-11-08,4.111
2020-11-09,4.751
2020-11-10,4.896
2020-11-11,4.8
2020-11-12,4.652
2020-11-13,4.937
2020-11-14,4.937
2020-11-15,4.937
2020-11-16,5.155
2020-11-17,5.197
2020-11-18,5.204
2020-11-19,5.321
2020-11-20,5.406
2020-11-21,5.406
2020-11-22,5.406
2020-11-23,5.62
2020-11-24,5.781
2020-11-25,5.767
2020-11-26,5.767
2020-11-27,5.8
2020-11-28,5.8
2020-11-29,5.8
2020-11-30,5.674
2020-12-01,5.826
2020-12-02,5.739
2020-12-03,6.049
2020-12-04,6.073
2020-12-05,6.073
2020-12-06,6.073
2020-12-07,6.121
2020-12-08,5.979
2020-12-09,5.967
2020-12-10,6.038
2020-12-11,6.038
2020-12-12,6.038
2020-12-13,6.038
2020-12-14,5.974
2020-12-15,6.009
2020-12-16,6.0
2020-12-17,5.998
2020-12-18,5.81
2020-12-19,5.81
2020-12-20,5.81
2020-12-21,5.692
2020-12-22,5.654
2020-12-23,5.889
2020-12-24,5.957
2020-12-25,5.957
2020-12-26,5.957
2020-12-27,5.957
2020-12-28,6.118
2020-12-29,6.152
2020-12-30,6.156
2020-12-31,6.206
2021-01-01,6.206
2021-01-02,6.206
2021-01-03,6.206
2021-01-04,6.254
2021-01-05,6.403
2021-01-06,6.991
2021-01-07,7.068
2021-01-08,7.147
2021-01-09,7.147
2021-01-10,7.147
2021-01-11,7.249
2021-01-12,7.244
2021-01-13,7.524
2021-01-14,7.704
2021-01-15,7.666
2021-01-16,7.666
2021-01-17,7.666
2021-01-18,7.666
2021-01-19,7.675
2021-01-20,7.783
2021-01-21,7.81
2021-01-22,7.925
2021-01-23,7.925
2021-01-24,7.925
2021-01-25,8.605
2021-01-26,8.917
2021-01-27,8.431
2021-01-28,8.796
2021-01-29,8.824
2021-01-30,8.824
2021-01-31,8.824
2021-02-01,8.816
2021-02-02,8.589
2021-02-03,8.814
2021-02-04,8.791
2021-02-05,9.174
2021-02-06,9.174
2021-02-07,9.174
2021-02-08,9.32
2021-02-09,9.37
2021-02-10,9.68
2021-02-11,9.824
2021-02-12,10.264
2021-02-13,10.264
2021-02-14,10.264
2021-02-15,10.264
2021-02-16,10.202
2021-02-17,10.484
2021-02-18,10.564
2021-02-19,10.781
2021-02-20,10.781
2021-02-21,10.781
2021-02-22,12.524
2021-02-23,12.684
2021-02-24,12.509
2021-02-25,12.497
2021-02-26,12.931
2021-02-27,12.931
2021-02-28,12.931
2021-03-01,13.882
2021-03-02,14.095
2021-03-03,14.483
2021-03-04,14.782
2021-03-05,15.23
2021-03-06,15.23
2021-03-07,15.23
2021-03-08,15.805
2021-03-09,15.221
2021-03-10,16.095
2021-03-11,16.339
2021-03-12,17.155
2021-03-13,17.155
2021-03-14,17.155
2021-03-15,17.497
2021-03-16,17.92
2021-03-17,18.037
2021-03-18,17.494
2021-03-19,18.018
2021-03-20,18.018
2021-03-21,18.018
2021-03-22,17.674
2021-03-23,17.196
2021-03-24,14.889
2021-03-25,13.934
2021-03-26,9.817
2021-03-27,9.817
2021-03-28,9.817
2021-03-29,9.588
2021-03-30,10.104
2021-03-31,10.071
2021-04-01,10.123
2021-04-02,10.123
2021-04-03,10.123
2021-04-04,10.123
2021-04-05,9.855
2021-04-06,10.066
2021-04-07,8.743
2021-04-08,8.455
2021-04-09,8.445
2021-04-10,8.445
2021-04-11,8.445
2021-04-12,8.273
2021-04-13,8.253
2021-04-14,7.937
2021-04-15,7.842
2021-04-16,7.725
2021-04-17,7.725
2021-04-18,7.725
2021-04-19,7.473
2021-04-20,7.234
2021-04-21,7.744
2021-04-22,7.825
2021-04-23,7.772
2021-04-24,7.772
2021-04-25,7.772
2021-04-26,7.902
2021-04-27,7.945
2021-04-28,7.655
2021-04-29,7.794
2021-04-30,7.819
2021-05-01,7.819
2021-05-02,7.819
2021-05-03,7.667
2021-05-04,7.791
2021-05-05,7.873
2021-05-06,7.779
2021-05-07,7.983
2021-05-08,7.983
2021-05-09,7.983
2021-05-10,7.896
2021-05-11,7.805
2021-05-12,7.594
2021-05-13,7.479
2021-05-14,7.523
2021-05-15,7.523
2021-05-16,7.523
2021-05-17,7.705
2021-05-18,7.778
2021-05-19,7.716
2021-05-20,7.402
2021-05-21,7.233
2021-05-22,7.233
2021-05-23,7.233
2021-05-24,7.179
2021-05-25,7.074
2021-05-26,7.355
2021-05-27,7.557
2021-05-28,7.47
2021-05-29,7.47
2021-05-30,7.47
2021-05-31,7.47
2021-06-01,7.487
2021-06-02,7.484
2021-06-03,7.365
2021-06-04,7.345
2021-06-05,7.345
2021-06-06,7.345
2021-06-07,7.293
2021-06-08,7.036
2021-06-09,7.141
2021-06-10,7.064
2021-06-11,7.213
2021-06-12,7.213
2021-06-13,7.213
2021-06-14,7.188
2021-06-15,7.056
2021-06-16,7.141
2021-06-17,6.899
2021-06-18,6.812
2021-06-19,6.812
2021-06-20,6.812
2021-06-21,6.969
2021-06-22,6.927
2021-06-23,6.932
2021-06-24,7.088
2021-06-25,7.239
2021-06-26,7.239
2021-06-27,7.239
2021-06-28,7.167
2021-06-29,7.098
2021-06-30,7.17
2021-07-01,7.266
2021-07-02,7.256
2021-07-03,7.256
2021-07-04,7.256
2021-07-05,7.256
2021-07-06,7.066
2021-07-07,6.895
2021-07-08,6.737
2021-07-09,6.87
2021-07-10,6.87
2021-07-11,6.87
2021-07-12,7.06
2021-07-13,6.854
2021-07-14,6.776
2021-07-15,6.688
2021-07-16,6.653
2021-07-17,6.653
2021-07-18,6.653
2021-07-19,6.563
2021-07-20,6.636
2021-07-21,6.803
2021-07-22,6.758
2021-07-23,6.738
2021-07-24,6.738
2021-07-25,6.738
2021-07-26,6.999
2021-07-27,6.891
2021-07-28,6.878
2021-07-29,7.097
2021-07-30,6.808
2021-07-31,6.808
2021-08-01,6.808
2021-08-02,6.616
2021-08-03,7.411
2021-08-04,7.452
2021-08-05,7.757
2021-08-06,7.698
2021-08-07,7.698
2021-08-08,7.698
2021-08-09,7.771
2021-08-10,7.858
2021-08-11,7.87
2021-08-12,7.717
2021-08-13,7.616
2021-08-14,7.616
2021-08-15,7.616
2021-08-16,7.571
2021-08-17,7.658
2021-08-18,7.621
2021-08-19,7.463
2021-08-20,7.568
2021-08-21,7.568
2021-08-22,7.568
2021-08-23,7.675
2021-08-24,7.751
2021-08-25,7.762
2021-08-26,7.548
2021-08-27,7.661
2021-08-28,7.661
2021-08-29,7.661
2021-08-30,7.542
2021-08-31,7.785
2021-09-01,7.678
2021-09-02,7.841
2021-09-03,7.664
2021-09-04,7.664
2021-09-05,7.664
2021-09-06,7.664
2021-09-07,7.568
2021-09-08,7.314
2021-09-09,7.257
2021-09-10,7.099
2021-09-11,7.099
2021-09-12,7.099
2021-09-13,7.345
2021-09-14,7.136
2021-09-15,7.249
2021-09-16,7.255
2021-09-17,7.314
2021-09-18,7.314
2021-09-19,7.314
2021-09-20,7.044
2021-09-21,6.81
2021-09-22,6.892
2021-09-23,6.906
2021-09-24,6.85
2021-09-25,6.85
2021-09-26,6.85
2021-09-27,7.05
2021-09-28,6.914
2021-09-29,6.861
2021-09-30,6.833
2021-10-01,6.976
2021-10-02,6.976
2021-10-03,6.976
2021-10-04,6.943
2021-10-05,7.114
2021-10-06,7.005
2021-10-07,7.142
2021-10-08,7.027
2021-10-09,7.027
2021-10-10,7.027
2021-10-11,6.83
2021-10-12,6.689
2021-10-13,6.931
2021-10-14,6.836
2021-10-15,6.754
2021-10-16,6.754
2021-10-17,6.754
2021-10-18,6.59
2021-10-19,6.67
2021-10-20,6.781
2021-10-21,6.665
2021-10-22,6.687
2021-10-23,6.687
2021-10-24,6.687
2021-10-25,6.725
2021-10-26,6.546
2021-10-27,6.279
2021-10-28,6.45
2021-10-29,6.218
2021-10-30,6.218
2021-10-31,6.218
2021-11-01,6.442
2021-11-02,6.472
2021-11-03,6.964
2021-11-04,6.946
2021-11-05,7.222
2021-11-06,7.222
2021-11-07,7.222
2021-11-08,7.143
2021-11-09,7.338
2021-11-10,7.523
2021-11-11,7.774
2021-11-12,7.711
2021-11-13,7.711
2021-11-14,7.711
2021-11-15,7.751
2021-11-16,7.671
2021-11-17,7.651
2021-11-18,7.469
2021-11-19,7.05
2021-11-20,7.05
2021-11-21,7.05
2021-11-22,7.175
2021-11-23,7.129
2021-11-24,7.032
2021-11-25,7.032
2021-11-26,6.904
2021-11-27,6.904
2021-11-28,6.904
2021-11-29,6.856
2021-11-30,6.474
2021-12-01,6.214
2021-12-02,6.462
2021-12-03,6.613
2021-12-04,6.613
2021-12-05,6.613
2021-12-06,6.736
2021-12-07,6.668
2021-12-08,6.594
2021-12-09,6.468
2021-12-10,6.394
2021-12-11,6.394
2021-12-12,6.394
2021-12-13,6.237
2021-12-14,6.18
2021-12-15,6.2
2021-12-16,6.44
2021-12-17,6.391
2021-12-18,6.391
2021-12-19,6.391
2021-12-20,6.277
2021-12-21,6.445
2021-12-22,6.505
2021-12-23,6.719
2021-12-24,6.719
2021-12-25,6.719
2021-12-26,6.719
2021-12-27,6.702
2021-12-28,6.705
2021-12-29,6.585
2021-12-30,6.753
2021-12-31,6.528
2022-01-01,6.528
2022-01-02,6.528
2022-01-03,7.01
2022-01-04,7.395
2022-01-05,7.32
2022-01-06,7.161
2022-01-07,8.364
2022-01-08,8.364
2022-01-09,8.364
2022-01-10,7.942
2022-01-11,8.111
2022-01-12,8.137
2022-01-13,8.268
2022-01-14,8.85
2022-01-15,8.85
2022-01-16,8.85
2022-01-17,8.85
2022-01-18,8.462
2022-01-19,8.139
2022-01-20,7.841
2022-01-21,7.48
2022-01-22,7.48
2022-01-23,7.48
2022-01-24,7.691
2022-01-25,7.682
2022-01-26,6.997
2022-01-27,7.249
2022-01-28,7.782
2022-01-29,7.782
2022-01-30,7.782
2022-01-31,8.683
2022-02-01,8.546
2022-02-02,8.705
2022-02-03,9.083
2022-02-04,9.086
2022-02-05,9.086
2022-02-06,9.086
2022-02-07,8.914
2022-02-08,8.883
2022-02-09,9.432
2022-02-10,9.508
2022-02-11,9.368
2022-02-12,9.368
2022-02-13,9.368
2022-02-14,9.311
2022-02-15,9.629
2022-02-16,9.295
2022-02-17,9.448
2022-02-18,9.441
2022-02-19,9.441
2022-02-20,9.441
2022-02-21,9.441
2022-02-22,8.917
2022-02-23,8.924
2022-02-24,8.167
2022-02-25,8.988
2022-02-26,8.988
2022-02-27,8.988
2022-02-28,8.098
2022-03-01,8.092
2022-03-02,8.434
2022-03-03,8.274
2022-03-04,7.762
2022-03-05,7.762
2022-03-06,7.762
2022-03-07,7.377
2022-03-08,7.302
2022-03-09,7.326
2022-03-10,7.253
2022-03-11,6.938
2022-03-12,6.938
2022-03-13,6.938
2022-03-14,6.929
2022-03-15,7.247
2022-03-16,7.421
2022-03-17,7.441
2022-03-18,7.621
2022-03-19,7.621
2022-03-20,7.621
2022-03-21,7.58
2022-03-22,7.803
2022-03-23,7.725
2022-03-24,7.847
2022-03-25,7.904
2022-03-26,7.904
2022-03-27,7.904
2022-03-28,7.418
2022-03-29,7.609
2022-03-30,7.447
2022-03-31,7.227
2022-04-01,7.25
2022-04-02,7.25
2022-04-03,7.25
2022-04-04,7.47
2022-04-05,7.077
2022-04-06,6.923
2022-04-07,6.931
2022-04-08,7.333
2022-04-09,7.333
2022-04-10,7.333
2022-04-11,7.333
2022-04-12,7.333
2022-04-13,7.333
2022-04-14,7.333
2022-04-15,7.333
2022-04-16,7.333
2022-04-17,7.333
2022-04-18,7.333
2022-04-19,7.333
2022-04-20,7.333
2022-04-21,7.333
2022-04-22,7.333
2022-04-23,7.333
2022-04-24,7.333
2022-04-25,7.333
2022-04-26,7.333
2022-04-27,7.333
2022-04-28,7.333
2022-04-29,7.333
2022-04-30,7.333
2022-05-01,7.333
2022-05-02,7.333
2022-05-03,7.333
2022-05-04,7.333
2022-05-05,7.333
2022-05-06,7.333
2022-05-07,7.333
2022-05-08,7.333
2022-05-09,7.333
2022-05-10,7.333
2022-05-11,7.333
2022-05-12,7.333
2022-05-13,7.333
2022-05-14,7.333
2022-05-15,7.333
2022-05-16,7.333
2022-05-17,7.333
2022-05-18,7.333
2022-05-19,7.333
2022-05-20,7.333
2022-05-21,7.333
2022-05-22,7.333
2022-05-23,7.333
2022-05-24,7.333
2022-05-25,7.333
2022-05-26,7.333
2022-05-27,7.333
2022-05-28,7.333
2022-05-29,7.333
2022-05-30,7.333
2022-05-31,7.333
2022-06-01,7.333
2022-06-02,7.333
2022-06-03,7.333
2022-06-04,7.333
2022-06-05,7.333
2022-06-06,7.333
2022-06-07,7.333
2022-06-08,7.333
2022-06-09,7.333
2022-06-10,7.333
2022-06-11,7.333
2022-06-12,7.333
2022-06-13,7.333
2022-06-14,7.333
2022-06-15,7.333
2022-06-16,7.333
2022-06-17,7.333
2022-06-18,7.333
2022-06-19,7.333
2022-06-20,7.333
2022-06-21,7.333
2022-06-22,7.333
2022-06-23,7.333
2022-06-24,7.333
2022-06-25,7.333
2022-06-26,7.333
2022-06-27,7.333
2022-06-28,7.333
2022-06-29,7.333
2022-06-30,7.333
2022-07-01,7.333
2022-07-02,7.333
2022-07-03,7.333
2022-07-04,7.333
2022-07-05,7.333
2022-07-06,7.333
2022-07-07,7.333
2022-07-08,7.333
2022-07-09,7.333
2022-07-10,7.333
2022-07-11,7.333
2022-07-12,7.333
2022-07-13,7.333
2022-07-14,7.333
2022-07-15,7.333
2022-07-16,7.333
2022-07-17,7.333
2022-07-18,7.333
2022-07-19,7.333
2022-07-20,7.333
2022-07-21,7.333
2022-07-22,7.333
2022-07-23,7.333
2022-07-24,7.333
2022-07-25,7.333
2022-07-26,7.333
2022-07-27,7.333
2022-07-28,7.333
2022-07-29,7.333
2022-07-30,7.333
2022-07-31,7.333
2022-08-01,7.333
2022-08-02,7.333
2022-08-03,7.333
2022-08-04,7.333
2022-08-05,7.333
2022-08-06,7.333
2022-08-07,7.333
2022-08-08,7.333
2022-08-09,7.333
2022-08-10,7.333
2022-08-11,7.333
2022-08-12,7.333
2022-08-13,7.333
2022-08-14,7.333
2022-08-15,7.333
2022-08-16,7.333
2022-08-17,7.333
2022-08-18,7.333
2022-08-19,7.333
2022-08-20,7.333
2022-08-21,7.333
2022-08-22,7.333
2022-08-23,7.333
2022-08-24,7.333
2022-08-25,7.333
2022-08-26,7.333
2022-08-27,7.333
2022-08-28,7.333
2022-08-29,7.333
2022-08-30,7.333
2022-08-31,7.333
2022-09-01,7.333
2022-09-02,7.333
2022-09-03,7.333
2022-09-04,7.333
2022-09-05,7.333
2022-09-06,7.333
2022-09-07,7.333
2022-09-08,7.333
2022-09-09,7.333
2022-09-10,7.333
2022-09-11,7.333
2022-09-12,7.333
2022-09-13,7.333
2022-09-14,7.333
2022-09-15,7.333
2022-09-16,7.333
2022-09-17,7.333
2022-09-18,7.333
2022-09-19,7.333
2022-09-20,7.333
2022-09-21,7.333
2022-09-22,7.333
2022-09-23,7.333
2022-09-24,7.333
2022-09-25,7.333
2022-09-26,7.333
2022-09-27,7.333
2022-09-28,7.333
2022-09-29,7.333
2022-09-30,7.333
2022-10-01,7.333
2022-10-02,7.333
2022-10-03,7.333
2022-10-04,7.333
2022-10-05,7.333
2022-10-06,7.333
2022-10-07,7.333
2022-10-08,7.333
2022-10-09,7.333
2022-10-10,7.333
2022-10-11,7.333
2022-10-12,7.333
2022-10-13,7.333
2022-10-14,7.333
2022-10-15,7.333
2022-10-16,7.333
2022-10-17,7.333
2022-10-18,7.333
2022-10-19,7.333
2022-10-20,7.333
2022-10-21,7.333
2022-10-22,7.333
2022-10-23,7.333
2022-10-24,7.333
2022-10-25,7.333
2022-10-26,7.333
2022-10-27,7.333
2022-10-28,7.333
2022-10-29,7.333
2022-10-30,7.333
2022-10-31,7.333
2022-11-01,7.333
2022-11-02,7.333
2022-11-03,7.333
2022-11-04,7.333
2022-11-05,7.333
2022-11-06,7.333
2022-11-07,7.333
2022-11-08,7.333
2022-11-09,7.333
2022-11-10,7.333
2022-11-11,7.333
2022-11-12,7.333
2022-11-13,7.333
2022-11-14,7.333
2022-11-15,7.333
2022-11-16,7.333
2022-11-17,7.333
2022-11-18,7.333
2022-11-19,7.333
2022-11-20,7.333
2022-11-21,7.333
2022-11-22,7.333
2022-11-23,7.333
2022-11-24,7.333
2022-11-25,7.333
2022-11-26,7.333
2022-11-27,7.333
2022-11-28,7.333
2022-11-29,7.333
2022-11-30,7.333
2022-12-01,7.333
2022-12-02,7.333
2022-12-03,7.333
2022-12-04,7.333
2022-12-05,7.333
2022-12-06,7.333
2022-12-07,7.333
2022-12-08,7.333
2022-12-09,7.333
2022-12-10,7.333
2022-12-11,7.333
2022-12-12,7.333
2022-12-13,7.333
2022-12-14,7.333
2022-12-15,7.333
2022-12-16,7.333
2022-12-17,7.333
2022-12-18,7.333
2022-12-19,7.333
2022-12-20,7.333
2022-12-21,7.333
2022-12-22,7.333
2022-12-23,7.333
2022-12-24,7.333
2022-12-25,7.333
2022-12-26,7.333
2022-12-27,7.333
2022-12-28,7.333
2022-12-29,7.333
2022-12-30,7.333
2022-12-31,7.333
2023-01-01,7.333
2023-01-02,7.333
2023-01-03,7.333
2023-01-04,7.333
2023-01-05,7.333
2023-01-06,7.333
2023-01-07,7.333
2023-01-08,7.333
2023-01-09,7.333
2023-01-10,7.333
2023-01-11,7.333
2023-01-12,7.333
2023-01-13,7.333
2023-01-14,7.333
2023-01-15,7.333
2023-01-16,7.333
2023-01-17,7.333
2023-01-18,7.333
2023-01-19,7.333
2023-01-20,7.333
2023-01-21,7.333
2023-01-22,7.333
2023-01-23,7.333
2023-01-24,7.333
2023-01-25,7.333
2023-01-26,7.333
2023-01-27,7.333
2023-01-28,7.333
2023-01-29,7.333
2023-01-30,7.333
2023-01-31,7.333
2023-02-01,7.333
2023-02-02,7.333
2023-02-03,7.333
2023-02-04,7.333
2023-02-05,7.333
2023-02-06,7.333
2023-02-07,7.333
2023-02-08,7.333
2023-02-09,7.333
2023-02-10,7.333
2023-02-11,7.333
2023-02-12,7.333
2023-02-13,7.333
2023-02-14,7.333
2023-02-15,7.333
2023-02-16,7.333
2023-02-17,7.333
2023-02-18,7.333
2023-02-19,7.333
2023-02-20,7.333
2023-02-21,7.333
2023-02-22,7.333
2023-02-23,7.333
2023-02-24,7.333
2023-02-25,7.333
2023-02-26,7.333
2023-02-27,7.333
2023-02-28,7.333
2023-03-01,7.333
2023-03-02,7.333
2023-03-03,7.333
2023-03-04,7.333
2023-03-05,7.333
2023-03-06,7.333
2023-03-07,7.333
2023-03-08,7.333
2023-03-09,7.333
2023-03-10,7.333
2023-03-11,7.333
2023-03-12,7.333
2023-03-13,7.333
2023-03-14,7.333
2023-03-15,7.333
2023-03-16,7.333
2023-03-17,7.333
2023-03-18,7.333
2023-03-19,7.333
2023-03-20,7.333
2023-03-21,7.333
2023-03-22,7.333
2023-03-23,7.333
2023-03-24,7.333
2023-03-25,7.333
2023-03-26,7.333
2023-03-27,7.333
2023-03-28,7.333
2023-03-29,7.333
2023-03-30,7.333
2023-03-31,7.333
2023-04-01,7.333
2023-04-02,7.333
2023-04-03,7.333
2023-04-04,7.333
2023-04-05,7.333
2023-04-06,7.333
2023-04-07,7.333
2023-04-08,7.333
2023-04-09,7.333
2023-04-10,7.333
2023-04-11,7.333
2023-04-12,7.333
2023-04-13,7.333
2023-04-14,7.333
2023-04-15,7.333
2023-04-16,7.333
2023-04-17,7.333
2023-04-18,7.333
2023-04-19,7.333
2023-04-20,7.333
2023-04-21,7.333
2023-04-22,7.333
2023-04-23,7.333
2023-04-24,7.333
2023-04-25,7.333
2023-04-26,7.333
2023-04-27,7.333
2023-04-28,7.333
2023-04-29,7.333
2023-04-30,7.333
2023-05-01,7.333
2023-05-02,7.333
2023-05-03,7.333
2023-05-04,7.333
2023-05-05,7.333
2023-05-06,7.333
2023-05-07,7.333
2023-05-08,7.333
2023-05-09,7.333
2023-05-10,7.333
2023-05-11,7.333
2023-05-12,7.333
2023-05-13,7.333
2023-05-14,7.333
2023-05-15,7.333
2023-05-16,7.333
2023-05-17,7.333
2023-05-18,7.333
2023-05-19,7.333
2023-05-20,7.333
2023-05-21,7.333
2023-05-22,7.333
2023-05-23,7.333
2023-05-24,7.333
2023-05-25,7.333
2023-05-26,7.333
2023-05-27,7.333
2023-05-28,7.333
2023-05-29,7.333
2023-05-30,7.333
2023-05-31,7.333
2023-06-01,7.333
2023-06-02,7.333
2023-06-03,7.333
2023-06-04,7.333
2023-06-05,7.333
2023-06-06,7.333
2023-06-07,7.333
2023-06-08,7.333
2023-06-09,7.333
2023-06-10,7.333
2023-06-11,7.333
2023-06-12,7.333
2023-06-13,7.333
2023-06-14,7.333
2023-06-15,7.333
2023-06-16,7.333
2023-06-17,7.333
2023-06-18,7.333
2023-06-19,7.333
2023-06-20,7.333
2023-06-21,7.333
2023-06-22,7.333
