,DHI US Equity
2023-07-01,10.747
2023-07-02,10.747
2023-07-03,10.612
2023-07-04,10.612
2023-07-05,10.505
2023-07-06,10.115
2023-07-07,10.161
2023-07-08,10.161
2023-07-09,10.161
2023-07-10,10.457
2023-07-11,10.476
2023-07-12,10.854
2023-07-13,10.97
2023-07-14,11.304
2023-07-15,11.304
2023-07-16,11.304
2023-07-17,11.097
2023-07-18,11.083
2023-07-19,11.08
2023-07-20,9.989
2023-07-21,9.851
2023-07-22,9.851
2023-07-23,9.851
2023-07-24,9.775
2023-07-25,9.806
2023-07-26,9.554
2023-07-27,9.436
2023-07-28,9.271
2023-07-29,9.271
2023-07-30,9.271
2023-07-31,9.223
2023-08-01,9.288
2023-08-02,9.13
2023-08-03,8.942
2023-08-04,9.146
2023-08-05,9.146
2023-08-06,9.146
2023-08-07,9.276
2023-08-08,9.279
2023-08-09,9.172
2023-08-10,8.982
2023-08-11,8.95
2023-08-12,8.95
2023-08-13,8.95
2023-08-14,8.933
2023-08-15,9.191
2023-08-16,8.89
2023-08-17,8.441
2023-08-18,8.5
2023-08-19,8.5
2023-08-20,8.5
2023-08-21,8.401
2023-08-22,8.487
2023-08-23,8.54
2023-08-24,8.456
2023-08-25,8.328
2023-08-26,8.328
2023-08-27,8.328
2023-08-28,8.377
2023-08-29,8.494
2023-08-30,8.622
2023-08-31,8.569
2023-09-01,8.657
2023-09-02,8.657
2023-09-03,8.657
2023-09-04,8.657
2023-09-05,8.232
2023-09-06,8.33
2023-09-07,8.431
2023-09-08,8.446
2023-09-09,8.446
2023-09-10,8.446
2023-09-11,8.508
2023-09-12,8.274
2023-09-13,8.218
2023-09-14,8.314
2023-09-15,8.11
2023-09-16,8.11
2023-09-17,8.11
2023-09-18,8.095
2023-09-19,8.124
2023-09-20,8.096
2023-09-21,7.799
2023-09-22,7.817
2023-09-23,7.817
2023-09-24,7.817
2023-09-25,7.736
2023-09-26,7.685
2023-09-27,7.653
2023-09-28,7.79
2023-09-29,7.686
2023-09-30,7.686
2023-10-01,7.686
2023-10-02,7.594
2023-10-03,7.356
2023-10-04,7.464
2023-10-05,7.423
2023-10-06,7.459
2023-10-07,7.459
2023-10-08,7.459
2023-10-09,7.617
2023-10-10,7.695
2023-10-11,7.801
2023-10-12,7.414
2023-10-13,7.548
2023-10-14,7.548
2023-10-15,7.548
2023-10-16,7.604
2023-10-17,7.634
2023-10-18,7.497
2023-10-19,7.409
2023-10-20,7.366
2023-10-21,7.366
2023-10-22,7.366
2023-10-23,7.473
2023-10-24,7.447
2023-10-25,7.366
2023-10-26,7.439
2023-10-27,7.442
2023-10-28,7.442
2023-10-29,7.442
2023-10-30,7.474
2023-10-31,7.64
2023-11-01,7.999
2023-11-02,8.345
2023-11-03,8.698
2023-11-04,8.698
2023-11-05,8.698
2023-11-06,8.615
2023-11-07,8.695
2023-11-08,8.675
2023-11-09,8.595
2023-11-10,8.738
2023-11-11,8.738
2023-11-12,8.738
2023-11-13,8.738
2023-11-14,9.208
2023-11-15,9.13
2023-11-16,9.111
2023-11-17,9.142
2023-11-18,9.142
2023-11-19,9.142
2023-11-20,9.187
2023-11-21,9.069
2023-11-22,9.089
2023-11-23,9.089
2023-11-24,9.122
2023-11-25,9.122
2023-11-26,9.122
2023-11-27,9.058
2023-11-28,9.036
2023-11-29,9.129
2023-11-30,9.158
2023-12-01,9.387
2023-12-02,9.387
2023-12-03,9.387
2023-12-04,9.338
2023-12-05,9.356
2023-12-06,9.562
2023-12-07,9.758
2023-12-08,9.91
2023-12-09,9.91
2023-12-10,9.91
2023-12-11,9.942
2023-12-12,9.993
2023-12-13,10.272
2023-12-14,10.91
2023-12-15,10.695
2023-12-16,10.695
2023-12-17,10.695
2023-12-18,10.587
2023-12-19,10.704
2023-12-20,10.644
2023-12-21,10.704
2023-12-22,10.676
2023-12-23,10.676
2023-12-24,10.676
2023-12-25,10.676
2023-12-26,10.731
2023-12-27,10.805
2023-12-28,10.821
2023-12-29,10.821
2023-12-30,10.821
2023-12-31,10.821
2024-01-01,10.821
2024-01-02,10.672
2024-01-03,10.534
2024-01-04,10.493
2024-01-05,10.57
2024-01-06,10.57
2024-01-07,10.57
2024-01-08,10.78
2024-01-09,10.743
2024-01-10,10.929
2024-01-11,10.961
2024-01-12,10.866
2024-01-13,10.866
2024-01-14,10.866
2024-01-15,10.866
2024-01-16,10.801
2024-01-17,10.728
2024-01-18,10.768
2024-01-19,10.93
2024-01-20,10.93
2024-01-21,10.93
2024-01-22,11.086
2024-01-23,10.106
2024-01-24,9.83
2024-01-25,9.997
2024-01-26,9.921
2024-01-27,9.921
2024-01-28,9.921
2024-01-29,9.938
2024-01-30,10.155
2024-01-31,10.13
2024-02-01,10.443
2024-02-02,10.412
2024-02-03,10.412
2024-02-04,10.412
2024-02-05,10.315
2024-02-06,10.159
2024-02-07,10.273
2024-02-08,10.269
2024-02-09,10.293
2024-02-10,10.293
2024-02-11,10.293
2024-02-12,10.532
2024-02-13,10.112
2024-02-14,10.335
2024-02-15,10.326
2024-02-16,10.034
2024-02-17,10.034
2024-02-18,10.034
2024-02-19,10.034
2024-02-20,10.19
2024-02-21,10.227
2024-02-22,10.308
2024-02-23,10.377
2024-02-24,10.377
2024-02-25,10.377
2024-02-26,10.329
2024-02-27,10.299
2024-02-28,10.337
2024-02-29,10.581
2024-03-01,10.831
2024-03-02,10.831
2024-03-03,10.831
2024-03-04,10.799
2024-03-05,10.703
2024-03-06,10.757
2024-03-07,10.999
2024-03-08,10.878
2024-03-09,10.878
2024-03-10,10.878
2024-03-11,10.816
2024-03-12,10.951
2024-03-13,10.992
2024-03-14,10.647
2024-03-15,10.744
2024-03-16,10.744
2024-03-17,10.744
2024-03-18,10.731
2024-03-19,11.055
2024-03-20,11.232
2024-03-21,11.431
2024-03-22,11.461
2024-03-23,11.461
2024-03-24,11.461
2024-03-25,11.317
2024-03-26,11.281
2024-03-27,11.477
2024-03-28,11.655
2024-03-29,11.655
2024-03-30,11.655
2024-03-31,11.655
2024-04-01,11.465
2024-04-02,11.04
2024-04-03,11.194
2024-04-04,11.071
2024-04-05,11.219
2024-04-06,11.219
2024-04-07,11.219
2024-04-08,11.093
