,LEA US Equity
2023-08-22,8.467
2023-08-23,8.546
2023-08-24,8.409
2023-08-25,8.441
2023-08-26,8.441
2023-08-27,8.441
2023-08-28,8.584
2023-08-29,8.741
2023-08-30,8.77
2023-08-31,8.701
2023-09-01,8.807
2023-09-02,8.807
2023-09-03,8.807
2023-09-04,8.807
2023-09-05,8.715
2023-09-06,8.642
2023-09-07,8.432
2023-09-08,8.51
2023-09-09,8.51
2023-09-10,8.51
2023-09-11,8.511
2023-09-12,8.642
2023-09-13,8.263
2023-09-14,8.443
2023-09-15,8.421
2023-09-16,8.421
2023-09-17,8.421
2023-09-18,8.322
2023-09-19,8.342
2023-09-20,8.282
2023-09-21,8.079
2023-09-22,8.09
2023-09-23,8.09
2023-09-24,8.09
2023-09-25,8.199
2023-09-26,8.06
2023-09-27,8.089
2023-09-28,8.211
2023-09-29,8.182
2023-09-30,8.182
2023-10-01,8.182
2023-10-02,8.151
2023-10-03,7.995
2023-10-04,8.142
2023-10-05,8.041
2023-10-06,8.299
2023-10-07,8.299
2023-10-08,8.299
2023-10-09,8.311
2023-10-10,8.429
2023-10-11,8.582
2023-10-12,8.461
2023-10-13,8.387
2023-10-14,8.387
2023-10-15,8.387
2023-10-16,8.395
2023-10-17,8.432
2023-10-18,8.183
2023-10-19,8.092
2023-10-20,8.242
2023-10-21,8.242
2023-10-22,8.242
2023-10-23,8.132
2023-10-24,8.1
2023-10-25,8.06
2023-10-26,8.28
2023-10-27,7.893
2023-10-28,7.893
2023-10-29,7.893
2023-10-30,7.916
2023-10-31,7.991
2023-11-01,8.033
2023-11-02,7.881
2023-11-03,8.064
2023-11-04,8.064
2023-11-05,8.064
2023-11-06,8.054
2023-11-07,8.039
2023-11-08,7.882
2023-11-09,7.719
2023-11-10,7.851
2023-11-11,7.851
2023-11-12,7.851
2023-11-13,7.89
2023-11-14,8.166
2023-11-15,8.376
2023-11-16,8.24
2023-11-17,8.271
2023-11-18,8.271
2023-11-19,8.271
2023-11-20,8.304
2023-11-21,8.231
2023-11-22,8.228
2023-11-23,8.228
2023-11-24,8.284
2023-11-25,8.284
2023-11-26,8.284
2023-11-27,8.316
2023-11-28,8.169
2023-11-29,8.301
2023-11-30,8.236
2023-12-01,8.398
2023-12-02,8.398
2023-12-03,8.398
2023-12-04,8.558
2023-12-05,8.405
2023-12-06,8.569
2023-12-07,8.372
2023-12-08,8.231
2023-12-09,8.231
2023-12-10,8.231
2023-12-11,8.317
2023-12-12,8.243
2023-12-13,8.212
2023-12-14,8.659
2023-12-15,8.589
2023-12-16,8.589
2023-12-17,8.589
2023-12-18,8.672
2023-12-19,8.782
2023-12-20,8.586
2023-12-21,8.801
2023-12-22,8.838
2023-12-23,8.838
2023-12-24,8.838
2023-12-25,8.838
2023-12-26,8.853
2023-12-27,8.861
2023-12-28,8.864
2023-12-29,8.829
2023-12-30,8.829
2023-12-31,8.829
2024-01-01,8.829
2024-01-02,8.865
2024-01-03,8.354
2024-01-04,8.391
2024-01-05,8.5
2024-01-06,8.5
2024-01-07,8.5
2024-01-08,8.588
2024-01-09,8.456
2024-01-10,8.431
2024-01-11,8.395
2024-01-12,8.218
2024-01-13,8.218
2024-01-14,8.218
2024-01-15,8.218
2024-01-16,8.359
2024-01-17,8.265
2024-01-18,8.224
2024-01-19,8.186
2024-01-20,8.186
2024-01-21,8.186
2024-01-22,8.297
2024-01-23,8.344
2024-01-24,8.368
2024-01-25,8.521
2024-01-26,8.607
2024-01-27,8.607
2024-01-28,8.607
2024-01-29,8.693
2024-01-30,8.671
2024-01-31,8.558
2024-02-01,8.785
2024-02-02,8.734
2024-02-03,8.734
2024-02-04,8.734
2024-02-05,8.625
2024-02-06,8.889
2024-02-07,8.966
2024-02-08,9.091
2024-02-09,9.189
2024-02-10,9.189
2024-02-11,9.189
2024-02-12,9.428
2024-02-13,9.121
2024-02-14,9.268
2024-02-15,9.527
2024-02-16,9.428
2024-02-17,9.428
2024-02-18,9.428
2024-02-19,9.428
2024-02-20,9.531
2024-02-21,9.467
2024-02-22,9.479
2024-02-23,9.459
2024-02-24,9.459
2024-02-25,9.459
2024-02-26,9.397
2024-02-27,9.499
2024-02-28,9.558
2024-02-29,9.609
2024-03-01,9.544
2024-03-02,9.544
2024-03-03,9.544
2024-03-04,9.674
2024-03-05,9.743
2024-03-06,9.775
2024-03-07,9.992
2024-03-08,9.859
2024-03-09,9.859
2024-03-10,9.859
2024-03-11,9.919
2024-03-12,9.934
2024-03-13,10.062
2024-03-14,9.815
2024-03-15,9.821
2024-03-16,9.821
2024-03-17,9.821
2024-03-18,9.834
2024-03-19,9.931
2024-03-20,10.079
2024-03-21,10.23
2024-03-22,10.205
2024-03-23,10.205
2024-03-24,10.205
2024-03-25,10.112
2024-03-26,9.926
2024-03-27,10.15
2024-03-28,10.152
2024-03-29,10.152
2024-03-30,10.152
2024-03-31,10.152
2024-04-01,10.101
2024-04-02,10.094
2024-04-03,10.013
2024-04-04,9.81
2024-04-05,9.866
2024-04-06,9.866
2024-04-07,9.866
2024-04-08,9.919
