,VZ US Equity
2020-05-18,8.166
2020-05-19,7.969
2020-05-20,7.952
2020-05-21,7.909
2020-05-22,7.928
2020-05-23,7.928
2020-05-24,7.928
2020-05-25,7.928
2020-05-26,7.958
2020-05-27,8.175
2020-05-28,8.261
2020-05-29,8.507
2020-05-30,8.507
2020-05-31,8.507
2020-06-01,8.27
2020-06-02,8.362
2020-06-03,8.425
2020-06-04,8.483
2020-06-05,8.56
2020-06-06,8.56
2020-06-07,8.56
2020-06-08,8.657
2020-06-09,8.623
2020-06-10,8.651
2020-06-11,8.413
2020-06-12,8.395
2020-06-13,8.395
2020-06-14,8.395
2020-06-15,8.339
2020-06-16,8.453
2020-06-17,8.413
2020-06-18,8.448
2020-06-19,8.34
2020-06-20,8.34
2020-06-21,8.34
2020-06-22,8.266
2020-06-23,8.159
2020-06-24,8.009
2020-06-25,8.061
2020-06-26,7.895
2020-06-27,7.895
2020-06-28,7.895
2020-06-29,8.122
2020-06-30,8.187
2020-07-01,8.119
2020-07-02,8.137
2020-07-03,8.137
2020-07-04,8.137
2020-07-05,8.137
2020-07-06,8.203
2020-07-07,8.174
2020-07-08,8.224
2020-07-09,8.1
2020-07-10,8.183
2020-07-11,8.183
2020-07-12,8.183
2020-07-13,8.185
2020-07-14,8.24
2020-07-15,8.183
2020-07-16,8.29
2020-07-17,8.368
2020-07-18,8.368
2020-07-19,8.368
2020-07-20,8.304
2020-07-21,8.299
2020-07-22,8.286
2020-07-23,8.301
2020-07-24,8.457
2020-07-25,8.457
2020-07-26,8.457
2020-07-27,8.517
2020-07-28,8.608
2020-07-29,8.6
2020-07-30,8.578
2020-07-31,8.605
2020-08-01,8.605
2020-08-02,8.605
2020-08-03,8.569
2020-08-04,8.669
2020-08-05,8.614
2020-08-06,8.657
2020-08-07,8.762
2020-08-08,8.762
2020-08-09,8.762
2020-08-10,8.831
2020-08-11,8.759
2020-08-12,8.772
2020-08-13,8.76
2020-08-14,8.801
2020-08-15,8.801
2020-08-16,8.801
2020-08-17,8.799
2020-08-18,8.859
2020-08-19,8.793
2020-08-20,8.779
2020-08-21,8.784
2020-08-22,8.784
2020-08-23,8.784
2020-08-24,8.87
2020-08-25,8.848
2020-08-26,8.854
2020-08-27,8.849
2020-08-28,8.824
2020-08-29,8.824
2020-08-30,8.824
2020-08-31,8.825
2020-09-01,8.809
2020-09-02,9.013
2020-09-03,9.025
2020-09-04,9.006
2020-09-05,9.006
2020-09-06,9.006
2020-09-07,9.006
2020-09-08,8.93
2020-09-09,9.182
2020-09-10,9.104
2020-09-11,9.143
2020-09-12,9.143
2020-09-13,9.143
2020-09-14,8.982
2020-09-15,9.023
2020-09-16,8.994
2020-09-17,9.027
2020-09-18,8.991
2020-09-19,8.991
2020-09-20,8.991
2020-09-21,8.881
2020-09-22,8.912
2020-09-23,8.777
2020-09-24,8.814
2020-09-25,8.843
2020-09-26,8.843
2020-09-27,8.843
2020-09-28,8.839
2020-09-29,8.821
2020-09-30,8.858
2020-10-01,8.852
2020-10-02,8.821
2020-10-03,8.821
2020-10-04,8.821
2020-10-05,8.883
2020-10-06,8.854
2020-10-07,8.876
2020-10-08,8.907
2020-10-09,8.928
2020-10-10,8.928
2020-10-11,8.928
2020-10-12,8.961
2020-10-13,8.939
2020-10-14,8.799
2020-10-15,8.76
2020-10-16,8.744
2020-10-17,8.744
2020-10-18,8.744
2020-10-19,8.628
2020-10-20,8.62
2020-10-21,8.49
2020-10-22,8.541
2020-10-23,8.635
2020-10-24,8.635
2020-10-25,8.635
2020-10-26,8.633
2020-10-27,8.548
2020-10-28,8.389
2020-10-29,8.456
2020-10-30,8.49
2020-10-31,8.49
2020-11-01,8.49
2020-11-02,8.596
2020-11-03,8.603
2020-11-04,8.525
2020-11-05,8.663
2020-11-06,8.72
2020-11-07,8.72
2020-11-08,8.72
2020-11-09,8.915
2020-11-10,9.103
2020-11-11,9.088
2020-11-12,9.056
2020-11-13,9.097
2020-11-14,9.097
2020-11-15,9.097
2020-11-16,9.071
2020-11-17,9.05
2020-11-18,8.986
2020-11-19,8.967
2020-11-20,8.941
2020-11-21,8.941
2020-11-22,8.941
2020-11-23,8.97
2020-11-24,9.034
2020-11-25,9.0
2020-11-26,9.0
2020-11-27,9.025
2020-11-28,9.025
2020-11-29,9.025
2020-11-30,9.0
2020-12-01,9.025
2020-12-02,9.141
2020-12-03,9.198
2020-12-04,9.17
2020-12-05,9.17
2020-12-06,9.17
2020-12-07,9.14
2020-12-08,9.155
2020-12-09,9.156
2020-12-10,9.015
2020-12-11,8.991
2020-12-12,8.991
2020-12-13,8.991
2020-12-14,8.952
2020-12-15,9.037
2020-12-16,8.983
2020-12-17,8.998
2020-12-18,9.065
2020-12-19,9.065
2020-12-20,9.065
2020-12-21,8.92
2020-12-22,8.845
2020-12-23,8.816
2020-12-24,8.798
2020-12-25,8.798
2020-12-26,8.798
2020-12-27,8.798
2020-12-28,8.819
2020-12-29,8.793
2020-12-30,8.693
2020-12-31,8.784
2021-01-01,8.784
2021-01-02,8.784
2021-01-03,8.784
2021-01-04,8.799
2021-01-05,8.759
2021-01-06,8.865
2021-01-07,8.845
2021-01-08,8.764
2021-01-09,8.764
2021-01-10,8.764
2021-01-11,8.712
2021-01-12,8.682
2021-01-13,8.659
2021-01-14,8.656
2021-01-15,8.708
2021-01-16,8.708
2021-01-17,8.708
2021-01-18,8.708
2021-01-19,8.69
2021-01-20,8.722
2021-01-21,8.723
2021-01-22,8.78
2021-01-23,8.78
2021-01-24,8.78
2021-01-25,8.892
2021-01-26,8.674
2021-01-27,8.425
2021-01-28,8.355
2021-01-29,8.327
2021-01-30,8.327
2021-01-31,8.327
2021-02-01,8.256
2021-02-02,8.289
2021-02-03,8.333
2021-02-04,8.387
2021-02-05,8.414
2021-02-06,8.414
2021-02-07,8.414
2021-02-08,8.373
2021-02-09,8.365
2021-02-10,8.359
2021-02-11,8.304
2021-02-12,8.244
2021-02-13,8.244
2021-02-14,8.244
2021-02-15,8.244
2021-02-16,8.236
2021-02-17,8.668
2021-02-18,8.666
2021-02-19,8.586
2021-02-20,8.586
2021-02-21,8.586
2021-02-22,8.586
2021-02-23,8.674
2021-02-24,8.688
2021-02-25,8.593
2021-02-26,8.469
2021-02-27,8.469
2021-02-28,8.469
2021-03-01,8.478
2021-03-02,8.42
2021-03-03,8.481
2021-03-04,8.392
2021-03-05,8.527
2021-03-06,8.527
2021-03-07,8.527
2021-03-08,8.647
2021-03-09,8.538
2021-03-10,8.672
2021-03-11,8.39
2021-03-12,8.341
2021-03-13,8.341
2021-03-14,8.341
2021-03-15,8.343
2021-03-16,8.343
2021-03-17,8.359
2021-03-18,8.443
2021-03-19,8.433
2021-03-20,8.433
2021-03-21,8.433
2021-03-22,8.485
2021-03-23,8.533
2021-03-24,8.548
2021-03-25,8.604
2021-03-26,8.724
2021-03-27,8.724
2021-03-28,8.724
2021-03-29,8.821
2021-03-30,8.785
2021-03-31,8.719
2021-04-01,8.742
2021-04-02,8.742
2021-04-03,8.742
2021-04-04,8.742
2021-04-05,8.827
2021-04-06,8.878
2021-04-07,8.936
2021-04-08,8.818
2021-04-09,8.801
2021-04-10,8.801
2021-04-11,8.801
2021-04-12,8.808
2021-04-13,8.821
2021-04-14,8.835
2021-04-15,8.835
2021-04-16,8.923
2021-04-17,8.923
2021-04-18,8.923
2021-04-19,8.94
2021-04-20,8.94
2021-04-21,8.873
2021-04-22,8.68
2021-04-23,8.631
2021-04-24,8.631
2021-04-25,8.631
2021-04-26,8.58
2021-04-27,8.517
2021-04-28,8.534
2021-04-29,8.668
2021-04-30,8.739
2021-05-01,8.739
2021-05-02,8.739
2021-05-03,8.759
2021-05-04,8.862
2021-05-05,8.875
2021-05-06,8.966
2021-05-07,8.88
2021-05-08,8.88
2021-05-09,8.88
2021-05-10,9.001
2021-05-11,8.853
2021-05-12,8.833
2021-05-13,8.894
2021-05-14,8.875
2021-05-15,8.875
2021-05-16,8.875
2021-05-17,8.762
2021-05-18,8.647
2021-05-19,8.608
2021-05-20,8.588
2021-05-21,8.606
2021-05-22,8.606
2021-05-23,8.606
2021-05-24,8.617
2021-05-25,8.541
2021-05-26,8.523
2021-05-27,8.513
2021-05-28,8.543
2021-05-29,8.543
2021-05-30,8.543
2021-05-31,8.543
2021-06-01,8.526
2021-06-02,8.567
2021-06-03,8.617
2021-06-04,8.665
2021-06-05,8.665
2021-06-06,8.665
2021-06-07,8.65
2021-06-08,8.643
2021-06-09,8.627
2021-06-10,8.671
2021-06-11,8.67
2021-06-12,8.67
2021-06-13,8.67
2021-06-14,8.647
2021-06-15,8.664
2021-06-16,8.565
2021-06-17,8.549
2021-06-18,8.441
2021-06-19,8.441
2021-06-20,8.441
2021-06-21,8.528
2021-06-22,8.525
2021-06-23,8.479
2021-06-24,8.525
2021-06-25,8.827
2021-06-26,8.827
2021-06-27,8.827
2021-06-28,8.795
2021-06-29,8.742
2021-06-30,8.772
2021-07-01,8.812
2021-07-02,8.836
2021-07-03,8.836
2021-07-04,8.836
2021-07-05,8.836
2021-07-06,8.851
2021-07-07,8.87
2021-07-08,8.843
2021-07-09,8.905
2021-07-10,8.905
2021-07-11,8.905
2021-07-12,8.918
2021-07-13,8.908
2021-07-14,8.924
2021-07-15,8.961
2021-07-16,8.947
2021-07-17,8.947
2021-07-18,8.947
2021-07-19,8.848
2021-07-20,8.807
2021-07-21,8.79
2021-07-22,8.79
2021-07-23,8.745
2021-07-24,8.745
2021-07-25,8.745
2021-07-26,8.392
2021-07-27,8.455
2021-07-28,8.383
2021-07-29,8.422
2021-07-30,8.392
2021-07-31,8.392
2021-08-01,8.392
2021-08-02,8.389
2021-08-03,8.384
2021-08-04,8.33
2021-08-05,8.32
2021-08-06,8.308
2021-08-07,8.308
2021-08-08,8.308
2021-08-09,8.293
2021-08-10,8.347
2021-08-11,8.36
2021-08-12,8.371
2021-08-13,8.405
2021-08-14,8.405
2021-08-15,8.405
2021-08-16,8.422
2021-08-17,8.452
2021-08-18,8.345
2021-08-19,8.32
2021-08-20,8.342
2021-08-21,8.342
2021-08-22,8.342
2021-08-23,8.327
2021-08-24,8.266
2021-08-25,8.254
2021-08-26,8.204
2021-08-27,8.23
2021-08-28,8.23
2021-08-29,8.23
2021-08-30,8.23
2021-08-31,8.264
2021-09-01,8.255
2021-09-02,8.308
2021-09-03,8.329
2021-09-04,8.329
2021-09-05,8.329
2021-09-06,8.329
2021-09-07,8.237
2021-09-08,8.251
2021-09-09,8.18
2021-09-10,8.148
2021-09-11,8.148
2021-09-12,8.148
2021-09-13,8.207
2021-09-14,8.176
2021-09-15,8.2
2021-09-16,8.179
2021-09-17,8.156
2021-09-18,8.156
2021-09-19,8.156
2021-09-20,8.153
2021-09-21,8.118
2021-09-22,8.123
2021-09-23,8.177
2021-09-24,8.17
2021-09-25,8.17
2021-09-26,8.17
2021-09-27,8.381
2021-09-28,8.344
2021-09-29,8.378
2021-09-30,8.321
2021-10-01,8.396
2021-10-02,8.396
2021-10-03,8.396
2021-10-04,8.427
2021-10-05,8.429
2021-10-06,8.432
2021-10-07,8.434
2021-10-08,8.33
2021-10-09,8.33
2021-10-10,8.33
2021-10-11,8.164
2021-10-12,8.031
2021-10-13,8.02
2021-10-14,8.109
2021-10-15,8.164
2021-10-16,8.164
2021-10-17,8.164
2021-10-18,8.125
2021-10-19,8.146
2021-10-20,8.095
2021-10-21,8.053
2021-10-22,7.984
2021-10-23,7.984
2021-10-24,7.984
2021-10-25,7.931
2021-10-26,8.006
2021-10-27,7.938
2021-10-28,7.964
2021-10-29,7.993
2021-10-30,7.993
2021-10-31,7.993
2021-11-01,7.987
2021-11-02,7.929
2021-11-03,7.985
2021-11-04,7.821
2021-11-05,7.88
2021-11-06,7.88
2021-11-07,7.88
2021-11-08,7.885
2021-11-09,7.871
2021-11-10,7.912
2021-11-11,7.889
2021-11-12,7.872
2021-11-13,7.872
2021-11-14,7.872
2021-11-15,7.882
2021-11-16,7.83
2021-11-17,7.781
2021-11-18,7.707
2021-11-19,7.65
2021-11-20,7.65
2021-11-21,7.65
2021-11-22,7.752
2021-11-23,7.765
2021-11-24,7.751
2021-11-25,7.751
2021-11-26,7.772
2021-11-27,7.772
2021-11-28,7.772
2021-11-29,7.751
2021-11-30,7.543
2021-12-01,7.468
2021-12-02,7.612
2021-12-03,7.715
2021-12-04,7.715
2021-12-05,7.715
2021-12-06,7.663
2021-12-07,7.621
2021-12-08,7.58
2021-12-09,7.549
2021-12-10,7.553
2021-12-11,7.553
2021-12-12,7.553
2021-12-13,7.567
2021-12-14,7.622
2021-12-15,7.607
2021-12-16,7.938
2021-12-17,8.002
2021-12-18,8.002
2021-12-19,8.002
2021-12-20,7.99
2021-12-21,7.932
2021-12-22,7.93
2021-12-23,7.917
2021-12-24,7.917
2021-12-25,7.917
2021-12-26,7.917
2021-12-27,7.917
2021-12-28,7.923
2021-12-29,7.869
2021-12-30,7.852
2021-12-31,7.808
2022-01-01,7.808
2022-01-02,7.808
2022-01-03,7.892
2022-01-04,8.047
2022-01-05,8.129
2022-01-06,8.102
2022-01-07,8.273
2022-01-08,8.273
2022-01-09,8.273
2022-01-10,8.216
2022-01-11,8.173
2022-01-12,8.152
2022-01-13,8.163
2022-01-14,8.126
2022-01-15,8.126
2022-01-16,8.126
2022-01-17,8.126
2022-01-18,8.149
2022-01-19,8.16
2022-01-20,8.13
2022-01-21,8.094
2022-01-22,8.094
2022-01-23,8.094
2022-01-24,8.062
2022-01-25,8.029
2022-01-26,7.741
2022-01-27,7.812
2022-01-28,8.072
2022-01-29,8.072
2022-01-30,8.072
2022-01-31,8.131
2022-02-01,8.127
2022-02-02,8.175
2022-02-03,8.174
2022-02-04,8.101
2022-02-05,8.101
2022-02-06,8.101
2022-02-07,8.078
2022-02-08,8.05
2022-02-09,8.154
2022-02-10,8.084
2022-02-11,8.127
2022-02-12,8.127
2022-02-13,8.127
2022-02-14,8.09
2022-02-15,8.104
2022-02-16,8.11
2022-02-17,8.137
2022-02-18,8.175
2022-02-19,8.175
2022-02-20,8.175
2022-02-21,8.175
2022-02-22,8.186
2022-02-23,8.112
2022-02-24,7.987
2022-02-25,8.219
2022-02-26,8.219
2022-02-27,8.219
2022-02-28,8.151
2022-03-01,8.142
2022-03-02,8.223
2022-03-03,8.251
2022-03-04,8.319
2022-03-05,8.319
2022-03-06,8.319
2022-03-07,8.235
2022-03-08,8.02
2022-03-09,7.982
2022-03-10,8.004
2022-03-11,7.976
2022-03-12,7.976
2022-03-13,7.976
2022-03-14,7.87
2022-03-15,7.909
2022-03-16,7.868
2022-03-17,7.89
2022-03-18,7.635
2022-03-19,7.635
2022-03-20,7.635
2022-03-21,7.68
2022-03-22,7.665
2022-03-23,7.66
2022-03-24,7.665
2022-03-25,7.707
2022-03-26,7.707
2022-03-27,7.707
2022-03-28,7.69
2022-03-29,7.697
2022-03-30,7.751
2022-03-31,7.669
2022-04-01,7.847
2022-04-02,7.847
2022-04-03,7.847
2022-04-04,7.898
2022-04-05,7.935
2022-04-06,7.998
2022-04-07,8.015
2022-04-08,8.146
2022-04-09,8.146
2022-04-10,8.146
2022-04-11,8.198
2022-04-12,8.159
2022-04-13,8.23
2022-04-14,8.183
2022-04-15,8.183
2022-04-16,8.183
2022-04-17,8.183
2022-04-18,8.115
2022-04-19,8.169
2022-04-20,8.27
2022-04-21,8.361
2022-04-22,7.879
2022-04-23,7.879
2022-04-24,7.879
2022-04-25,7.691
2022-04-26,7.57
2022-04-27,7.43
2022-04-28,7.438
2022-04-29,7.115
2022-04-30,7.115
2022-05-01,7.115
2022-05-02,7.104
2022-05-03,7.249
2022-05-04,7.433
2022-05-05,7.352
2022-05-06,7.396
2022-05-07,7.396
2022-05-08,7.396
2022-05-09,7.449
2022-05-10,7.374
2022-05-11,7.336
2022-05-12,7.363
2022-05-13,7.382
2022-05-14,7.382
2022-05-15,7.382
2022-05-16,7.514
2022-05-17,7.498
2022-05-18,7.491
2022-05-19,7.523
2022-05-20,7.589
2022-05-21,7.589
2022-05-22,7.589
2022-05-23,7.61
2022-05-24,7.765
2022-05-25,7.815
2022-05-26,7.777
2022-05-27,7.84
2022-05-28,7.84
2022-05-29,7.84
2022-05-30,7.84
2022-05-31,7.823
2022-06-01,7.871
2022-06-02,7.854
2022-06-03,7.781
2022-06-04,7.781
2022-06-05,7.781
2022-06-06,7.847
2022-06-07,7.909
2022-06-08,7.894
2022-06-09,7.801
2022-06-10,7.782
2022-06-11,7.782
2022-06-12,7.782
2022-06-13,7.594
2022-06-14,7.528
2022-06-15,7.526
2022-06-16,7.479
2022-06-17,7.502
2022-06-18,7.502
2022-06-19,7.502
2022-06-20,7.502
2022-06-21,7.915
2022-06-22,7.937
2022-06-23,8.14
2022-06-24,7.964
2022-06-25,7.964
2022-06-26,7.964
2022-06-27,7.964
2022-06-28,7.884
2022-06-29,7.908
2022-06-30,7.872
2022-07-01,7.948
2022-07-02,7.948
2022-07-03,7.948
2022-07-04,7.948
2022-07-05,7.914
2022-07-06,7.928
2022-07-07,7.903
2022-07-08,7.869
2022-07-09,7.869
2022-07-10,7.869
2022-07-11,7.848
2022-07-12,7.952
2022-07-13,7.91
2022-07-14,7.906
2022-07-15,7.989
2022-07-16,7.989
2022-07-17,7.989
2022-07-18,7.874
2022-07-19,7.89
2022-07-20,7.675
2022-07-21,7.454
2022-07-22,6.929
2022-07-23,6.929
2022-07-24,6.929
2022-07-25,7.28
2022-07-26,7.411
2022-07-27,7.423
2022-07-28,7.529
2022-07-29,7.635
2022-07-30,7.635
2022-07-31,7.635
2022-08-01,7.646
2022-08-02,7.494
2022-08-03,7.483
2022-08-04,7.334
2022-08-05,7.42
2022-08-06,7.42
2022-08-07,7.42
2022-08-08,7.379
2022-08-09,7.402
2022-08-10,7.428
2022-08-11,7.418
2022-08-12,7.48
2022-08-13,7.48
2022-08-14,7.48
2022-08-15,7.548
2022-08-16,7.587
2022-08-17,7.511
2022-08-18,7.384
2022-08-19,7.423
2022-08-20,7.423
2022-08-21,7.423
2022-08-22,7.372
2022-08-23,7.256
2022-08-24,7.269
2022-08-25,7.301
2022-08-26,7.219
2022-08-27,7.219
2022-08-28,7.219
2022-08-29,7.232
2022-08-30,7.099
2022-08-31,6.979
2022-09-01,6.979
2022-09-02,6.893
2022-09-03,6.893
2022-09-04,6.893
2022-09-05,6.893
2022-09-06,6.86
2022-09-07,6.857
2022-09-08,6.897
2022-09-09,7.05
2022-09-10,7.05
2022-09-11,7.05
2022-09-12,7.134
2022-09-13,6.966
2022-09-14,6.887
2022-09-15,6.846
2022-09-16,6.882
2022-09-17,6.882
2022-09-18,6.882
2022-09-19,6.881
2022-09-20,6.772
2022-09-21,6.666
2022-09-22,6.742
2022-09-23,6.673
2022-09-24,6.673
2022-09-25,6.673
2022-09-26,6.572
2022-09-27,6.578
2022-09-28,6.662
2022-09-29,6.534
2022-09-30,6.421
2022-10-01,6.421
2022-10-02,6.421
2022-10-03,6.622
2022-10-04,6.732
2022-10-05,6.649
2022-10-06,6.512
2022-10-07,6.341
2022-10-08,6.341
2022-10-09,6.341
2022-10-10,6.302
2022-10-11,6.187
2022-10-12,6.142
2022-10-13,6.266
2022-10-14,6.263
2022-10-15,6.263
2022-10-16,6.263
2022-10-17,6.401
2022-10-18,6.382
2022-10-19,6.296
2022-10-20,6.37
2022-10-21,6.153
2022-10-22,6.153
2022-10-23,6.153
2022-10-24,6.336
2022-10-25,6.434
2022-10-26,6.46
2022-10-27,6.416
2022-10-28,6.68
2022-10-29,6.68
2022-10-30,6.68
2022-10-31,6.641
2022-11-01,6.641
2022-11-02,6.702
2022-11-03,6.602
2022-11-04,6.629
2022-11-05,6.629
2022-11-06,6.629
2022-11-07,6.626
2022-11-08,6.747
2022-11-09,6.695
2022-11-10,6.855
2022-11-11,6.816
2022-11-12,6.816
2022-11-13,6.816
2022-11-14,6.818
2022-11-15,6.709
2022-11-16,6.741
2022-11-17,6.791
2022-11-18,6.86
2022-11-19,6.86
2022-11-20,6.86
2022-11-21,6.873
2022-11-22,6.976
2022-11-23,6.926
2022-11-24,6.926
2022-11-25,6.944
2022-11-26,6.944
2022-11-27,6.944
2022-11-28,6.805
2022-11-29,6.823
2022-11-30,6.937
2022-12-01,6.817
2022-12-02,6.791
2022-12-03,6.791
2022-12-04,6.791
2022-12-05,6.593
2022-12-06,6.561
2022-12-07,6.59
2022-12-08,6.578
2022-12-09,6.631
2022-12-10,6.631
2022-12-11,6.631
2022-12-12,6.735
2022-12-13,6.719
2022-12-14,6.648
2022-12-15,6.728
2022-12-16,6.613
2022-12-17,6.613
2022-12-18,6.613
2022-12-19,6.598
2022-12-20,6.585
2022-12-21,6.753
2022-12-22,6.848
2022-12-23,6.865
2022-12-24,6.865
2022-12-25,6.865
2022-12-26,6.865
2022-12-27,7.016
2022-12-28,6.937
2022-12-29,7.017
2022-12-30,7.042
2022-12-31,7.042
2023-01-01,7.042
2023-01-02,7.042
2023-01-03,7.171
2023-01-04,7.352
2023-01-05,7.453
2023-01-06,7.541
2023-01-07,7.541
2023-01-08,7.541
2023-01-09,7.529
2023-01-10,7.649
2023-01-11,7.509
2023-01-12,7.624
2023-01-13,7.633
2023-01-14,7.633
2023-01-15,7.633
2023-01-16,7.633
2023-01-17,7.468
2023-01-18,7.322
2023-01-19,7.362
2023-01-20,7.351
2023-01-21,7.351
2023-01-22,7.351
2023-01-23,7.283
2023-01-24,7.67
2023-01-25,7.728
2023-01-26,7.716
2023-01-27,7.804
2023-01-28,7.804
2023-01-29,7.804
2023-01-30,7.92
2023-01-31,8.021
2023-02-01,8.044
2023-02-02,8.167
2023-02-03,8.105
2023-02-04,8.105
2023-02-05,8.105
2023-02-06,8.062
2023-02-07,7.919
2023-02-08,7.913
2023-02-09,7.775
2023-02-10,7.814
2023-02-11,7.814
2023-02-12,7.814
2023-02-13,7.874
2023-02-14,7.876
2023-02-15,7.886
2023-02-16,7.78
2023-02-17,7.855
2023-02-18,7.855
2023-02-19,7.855
2023-02-20,7.855
2023-02-21,7.655
2023-02-22,7.671
2023-02-23,7.525
2023-02-24,7.566
2023-02-25,7.566
2023-02-26,7.566
2023-02-27,7.593
2023-02-28,7.579
2023-03-01,7.48
2023-03-02,7.501
2023-03-03,7.472
2023-03-04,7.472
2023-03-05,7.472
2023-03-06,7.45
2023-03-07,7.423
2023-03-08,7.348
2023-03-09,7.156
2023-03-10,7.182
2023-03-11,7.182
2023-03-12,7.182
2023-03-13,7.154
2023-03-14,7.221
2023-03-15,7.256
2023-03-16,7.162
2023-03-17,7.203
2023-03-18,7.203
2023-03-19,7.203
2023-03-20,7.329
2023-03-21,7.389
2023-03-22,7.318
2023-03-23,7.329
2023-03-24,7.388
2023-03-25,7.388
2023-03-26,7.388
2023-03-27,7.464
2023-03-28,7.454
2023-03-29,7.549
2023-03-30,7.586
2023-03-31,7.631
2023-04-01,7.631
2023-04-02,7.631
2023-04-03,7.695
2023-04-04,7.782
2023-04-05,7.872
2023-04-06,7.876
2023-04-07,7.876
2023-04-08,7.876
2023-04-09,7.876
2023-04-10,7.85
2023-04-11,7.862
2023-04-12,7.815
2023-04-13,7.839
2023-04-14,7.819
2023-04-15,7.819
2023-04-16,7.819
2023-04-17,7.871
2023-04-18,7.77
2023-04-19,7.702
2023-04-20,7.421
2023-04-21,7.447
2023-04-22,7.447
2023-04-23,7.447
2023-04-24,7.403
2023-04-25,7.461
2023-04-26,7.372
2023-04-27,7.755
2023-04-28,7.767
2023-04-29,7.767
2023-04-30,7.767
2023-05-01,7.744
2023-05-02,7.543
2023-05-03,7.605
2023-05-04,7.477
2023-05-05,7.573
2023-05-06,7.573
2023-05-07,7.573
2023-05-08,7.573
2023-05-09,7.473
2023-05-10,7.527
2023-05-11,7.521
2023-05-12,7.519
2023-05-13,7.519
2023-05-14,7.519
2023-05-15,7.355
2023-05-16,7.211
2023-05-17,7.237
2023-05-18,7.213
2023-05-19,7.197
2023-05-20,7.197
2023-05-21,7.197
2023-05-22,7.179
2023-05-23,7.235
2023-05-24,7.161
2023-05-25,6.951
2023-05-26,6.987
2023-05-27,6.987
2023-05-28,6.987
2023-05-29,6.987
2023-05-30,6.987
2023-05-31,7.133
2023-06-01,7.151
2023-06-02,6.922
2023-06-03,6.922
2023-06-04,6.922
2023-06-05,6.898
2023-06-06,6.948
2023-06-07,7.06
2023-06-08,7.103
2023-06-09,7.111
2023-06-10,7.111
2023-06-11,7.111
2023-06-12,7.139
2023-06-13,7.113
2023-06-14,7.163
2023-06-15,7.306
2023-06-16,7.31
2023-06-17,7.31
2023-06-18,7.31
2023-06-19,7.31
2023-06-20,7.143
2023-06-21,7.156
2023-06-22,7.16
