,MTOR US Equity
2020-09-08,6.284
2020-09-09,6.461
2020-09-10,6.331
2020-09-11,6.469
2020-09-12,6.469
2020-09-13,6.469
2020-09-14,6.455
2020-09-15,6.408
2020-09-16,6.326
2020-09-17,6.13
2020-09-18,5.986
2020-09-19,5.986
2020-09-20,5.986
2020-09-21,5.686
2020-09-22,5.617
2020-09-23,5.49
2020-09-24,5.561
2020-09-25,5.564
2020-09-26,5.564
2020-09-27,5.564
2020-09-28,5.881
2020-09-29,5.826
2020-09-30,5.777
2020-10-01,6.011
2020-10-02,6.24
2020-10-03,6.24
2020-10-04,6.24
2020-10-05,6.643
2020-10-06,6.582
2020-10-07,6.909
2020-10-08,6.909
2020-10-09,7.02
2020-10-10,7.02
2020-10-11,7.02
2020-10-12,7.029
2020-10-13,7.026
2020-10-14,7.02
2020-10-15,7.137
2020-10-16,7.088
2020-10-17,7.088
2020-10-18,7.088
2020-10-19,6.996
2020-10-20,6.849
2020-10-21,6.748
2020-10-22,7.648
2020-10-23,7.77
2020-10-24,7.77
2020-10-25,7.77
2020-10-26,7.663
2020-10-27,7.523
2020-10-28,7.499
2020-10-29,7.327
2020-10-30,7.229
2020-10-31,7.229
2020-11-01,7.229
2020-11-02,7.277
2020-11-03,7.672
2020-11-04,7.22
2020-11-05,7.689
2020-11-06,7.268
2020-11-07,7.268
2020-11-08,7.268
2020-11-09,8.046
2020-11-10,8.459
2020-11-11,8.31
2020-11-12,7.829
2020-11-13,7.68
2020-11-14,7.68
2020-11-15,7.68
2020-11-16,7.776
2020-11-17,7.695
2020-11-18,7.396
2020-11-19,7.388
2020-11-20,7.379
2020-11-21,7.379
2020-11-22,7.379
2020-11-23,7.672
2020-11-24,8.054
2020-11-25,7.837
2020-11-26,7.837
2020-11-27,7.889
2020-11-28,7.889
2020-11-29,7.889
2020-11-30,7.646
2020-12-01,7.813
2020-12-02,7.9
2020-12-03,7.871
2020-12-04,8.141
2020-12-05,8.141
2020-12-06,8.141
2020-12-07,8.149
2020-12-08,8.022
2020-12-09,8.132
2020-12-10,8.054
2020-12-11,7.987
2020-12-12,7.987
2020-12-13,7.987
2020-12-14,7.912
2020-12-15,8.236
2020-12-16,8.274
2020-12-17,8.248
2020-12-18,8.196
2020-12-19,8.196
2020-12-20,8.196
2020-12-21,8.147
2020-12-22,8.077
2020-12-23,8.152
2020-12-24,8.106
2020-12-25,8.106
2020-12-26,8.106
2020-12-27,8.106
2020-12-28,8.094
2020-12-29,7.918
2020-12-30,8.031
2020-12-31,8.083
2021-01-01,8.083
2021-01-02,8.083
2021-01-03,8.083
2021-01-04,7.941
2021-01-05,8.048
2021-01-06,8.229
2021-01-07,8.223
2021-01-08,8.092
2021-01-09,8.092
2021-01-10,8.092
2021-01-11,7.98
2021-01-12,7.877
2021-01-13,7.699
2021-01-14,7.734
2021-01-15,7.547
2021-01-16,7.547
2021-01-17,7.547
2021-01-18,7.547
2021-01-19,7.656
2021-01-20,7.619
2021-01-21,7.926
2021-01-22,7.986
2021-01-23,7.986
2021-01-24,7.986
2021-01-25,7.869
2021-01-26,7.821
2021-01-27,7.624
2021-01-28,7.545
2021-01-29,7.275
2021-01-30,7.275
2021-01-31,7.275
2021-02-01,7.466
2021-02-02,7.587
2021-02-03,8.336
2021-02-04,7.625
2021-02-05,7.732
2021-02-06,7.732
2021-02-07,7.732
2021-02-08,8.253
2021-02-09,8.369
2021-02-10,8.474
2021-02-11,8.503
2021-02-12,8.43
2021-02-13,8.43
2021-02-14,8.43
2021-02-15,8.43
2021-02-16,8.276
2021-02-17,8.206
2021-02-18,7.789
2021-02-19,8.077
2021-02-20,8.077
2021-02-21,8.077
2021-02-22,8.361
2021-02-23,8.08
2021-02-24,8.242
2021-02-25,7.668
2021-02-26,7.827
2021-02-27,7.827
2021-02-28,7.827
2021-03-01,8.008
2021-03-02,7.892
2021-03-03,8.09
2021-03-04,7.835
2021-03-05,7.781
2021-03-06,7.781
2021-03-07,7.781
2021-03-08,7.82
2021-03-09,7.887
2021-03-10,8.237
2021-03-11,8.263
2021-03-12,8.402
2021-03-13,8.402
2021-03-14,8.402
2021-03-15,8.34
2021-03-16,8.116
2021-03-17,8.345
2021-03-18,8.206
2021-03-19,8.09
2021-03-20,8.09
2021-03-21,8.09
2021-03-22,7.727
2021-03-23,7.26
2021-03-24,7.183
2021-03-25,7.387
2021-03-26,7.714
2021-03-27,7.714
2021-03-28,7.714
2021-03-29,7.546
2021-03-30,7.68
2021-03-31,7.582
2021-04-01,7.437
2021-04-02,7.437
2021-04-03,7.437
2021-04-04,7.437
2021-04-05,7.486
2021-04-06,7.527
2021-04-07,7.394
2021-04-08,7.261
2021-04-09,7.292
2021-04-10,7.292
2021-04-11,7.292
2021-04-12,7.282
2021-04-13,7.06
2021-04-14,7.282
2021-04-15,7.392
2021-04-16,7.256
2021-04-17,7.256
2021-04-18,7.256
2021-04-19,7.167
2021-04-20,6.858
2021-04-21,7.089
2021-04-22,6.972
2021-04-23,7.272
2021-04-24,7.272
2021-04-25,7.272
2021-04-26,7.201
2021-04-27,7.287
2021-04-28,7.398
2021-04-29,7.188
2021-04-30,6.86
2021-05-01,6.86
2021-05-02,6.86
2021-05-03,6.876
2021-05-04,6.324
2021-05-05,6.461
2021-05-06,6.795
2021-05-07,6.851
2021-05-08,6.851
2021-05-09,6.851
2021-05-10,6.835
2021-05-11,6.63
2021-05-12,6.296
2021-05-13,6.522
2021-05-14,6.604
2021-05-15,6.604
2021-05-16,6.604
2021-05-17,6.522
2021-05-18,6.209
2021-05-19,6.306
2021-05-20,6.258
2021-05-21,6.328
2021-05-22,6.328
2021-05-23,6.328
2021-05-24,6.263
2021-05-25,6.166
2021-05-26,6.216
2021-05-27,6.425
2021-05-28,6.46
2021-05-29,6.46
2021-05-30,6.46
2021-05-31,6.46
2021-06-01,6.636
2021-06-02,6.561
2021-06-03,6.626
2021-06-04,6.81
2021-06-05,6.81
2021-06-06,6.81
2021-06-07,6.666
2021-06-08,6.802
2021-06-09,6.634
2021-06-10,6.44
2021-06-11,6.412
2021-06-12,6.412
2021-06-13,6.412
2021-06-14,6.234
2021-06-15,6.281
2021-06-16,6.002
2021-06-17,5.637
2021-06-18,5.588
2021-06-19,5.588
2021-06-20,5.588
2021-06-21,5.723
2021-06-22,5.687
2021-06-23,5.677
2021-06-24,5.814
2021-06-25,5.786
2021-06-26,5.786
2021-06-27,5.786
2021-06-28,5.774
2021-06-29,5.822
2021-06-30,5.959
2021-07-01,6.038
2021-07-02,5.921
2021-07-03,5.921
2021-07-04,5.921
2021-07-05,5.921
2021-07-06,5.792
2021-07-07,5.796
2021-07-08,5.665
2021-07-09,5.964
2021-07-10,5.964
2021-07-11,5.964
2021-07-12,5.987
2021-07-13,5.916
2021-07-14,6.007
2021-07-15,5.954
2021-07-16,5.877
2021-07-17,5.877
2021-07-18,5.877
2021-07-19,5.725
2021-07-20,6.025
2021-07-21,6.061
2021-07-22,5.78
2021-07-23,5.896
2021-07-24,5.896
2021-07-25,5.896
2021-07-26,5.926
2021-07-27,5.823
2021-07-28,5.904
2021-07-29,6.148
2021-07-30,6.194
2021-07-31,6.194
2021-08-01,6.194
2021-08-02,6.064
2021-08-03,6.105
2021-08-04,5.978
2021-08-05,5.911
2021-08-06,6.078
2021-08-07,6.078
2021-08-08,6.078
2021-08-09,5.98
2021-08-10,6.064
2021-08-11,6.306
2021-08-12,6.151
2021-08-13,6.105
2021-08-14,6.105
2021-08-15,6.105
2021-08-16,5.95
2021-08-17,5.809
2021-08-18,5.654
2021-08-19,5.496
2021-08-20,5.484
2021-08-21,5.484
2021-08-22,5.484
2021-08-23,5.52
2021-08-24,5.677
2021-08-25,5.773
2021-08-26,5.608
2021-08-27,5.79
2021-08-28,5.79
2021-08-29,5.79
2021-08-30,5.72
2021-08-31,5.668
2021-09-01,5.697
2021-09-02,5.754
2021-09-03,5.742
2021-09-04,5.742
2021-09-05,5.742
2021-09-06,5.742
2021-09-07,5.615
2021-09-08,5.453
2021-09-09,5.305
2021-09-10,5.197
2021-09-11,5.197
2021-09-12,5.197
2021-09-13,5.338
2021-09-14,5.185
2021-09-15,5.271
2021-09-16,5.3
2021-09-17,5.336
2021-09-18,5.336
2021-09-19,5.336
2021-09-20,5.025
2021-09-21,4.973
2021-09-22,5.114
2021-09-23,5.283
2021-09-24,5.259
2021-09-25,5.259
2021-09-26,5.259
2021-09-27,5.583
2021-09-28,5.332
2021-09-29,5.307
2021-09-30,5.198
2021-10-01,5.502
2021-10-02,5.502
2021-10-03,5.502
2021-10-04,5.673
2021-10-05,5.871
2021-10-06,5.856
2021-10-07,6.051
2021-10-08,6.222
2021-10-09,6.222
2021-10-10,6.222
2021-10-11,6.234
2021-10-12,6.212
2021-10-13,6.168
2021-10-14,6.261
2021-10-15,6.305
2021-10-16,6.305
2021-10-17,6.305
2021-10-18,6.2
2021-10-19,6.234
2021-10-20,6.222
2021-10-21,6.26
2021-10-22,6.08
2021-10-23,6.08
2021-10-24,6.08
2021-10-25,6.203
2021-10-26,5.872
2021-10-27,5.921
2021-10-28,6.122
2021-10-29,6.013
2021-10-30,6.013
2021-10-31,6.013
2021-11-01,6.287
2021-11-02,6.196
2021-11-03,6.393
2021-11-04,6.411
2021-11-05,6.564
2021-11-06,6.564
2021-11-07,6.564
2021-11-08,6.403
2021-11-09,6.514
2021-11-10,6.581
2021-11-11,6.732
2021-11-12,6.727
2021-11-13,6.727
2021-11-14,6.727
2021-11-15,6.801
2021-11-16,6.821
2021-11-17,6.954
2021-11-18,7.48
2021-11-19,7.744
2021-11-20,7.744
2021-11-21,7.744
2021-11-22,8.042
2021-11-23,7.969
2021-11-24,7.816
2021-11-25,7.816
2021-11-26,7.547
2021-11-27,7.547
2021-11-28,7.547
2021-11-29,7.421
2021-11-30,7.035
2021-12-01,7.135
2021-12-02,7.188
2021-12-03,7.291
2021-12-04,7.291
2021-12-05,7.291
2021-12-06,7.438
2021-12-07,7.196
2021-12-08,7.23
2021-12-09,6.984
2021-12-10,6.838
2021-12-11,6.838
2021-12-12,6.838
2021-12-13,6.74
2021-12-14,6.573
2021-12-15,6.773
2021-12-16,6.597
2021-12-17,6.436
2021-12-18,6.436
2021-12-19,6.436
2021-12-20,6.362
2021-12-21,6.564
2021-12-22,6.622
2021-12-23,6.745
2021-12-24,6.745
2021-12-25,6.745
2021-12-26,6.745
2021-12-27,6.784
2021-12-28,6.822
2021-12-29,6.888
2021-12-30,6.756
2021-12-31,6.789
2022-01-01,6.789
2022-01-02,6.789
2022-01-03,6.918
2022-01-04,7.222
2022-01-05,7.047
2022-01-06,7.271
2022-01-07,7.164
2022-01-08,7.164
2022-01-09,7.164
2022-01-10,7.019
2022-01-11,6.997
2022-01-12,6.816
2022-01-13,7.233
2022-01-14,7.411
2022-01-15,7.411
2022-01-16,7.411
2022-01-17,7.411
2022-01-18,7.264
2022-01-19,6.948
2022-01-20,6.591
2022-01-21,6.482
2022-01-22,6.482
2022-01-23,6.482
2022-01-24,6.504
2022-01-25,6.469
2022-01-26,6.313
2022-01-27,6.313
2022-01-28,6.228
2022-01-29,6.228
2022-01-30,6.228
2022-01-31,6.324
2022-02-01,6.494
2022-02-02,6.538
2022-02-03,6.379
2022-02-04,6.436
2022-02-05,6.436
2022-02-06,6.436
2022-02-07,6.291
2022-02-08,6.424
2022-02-09,6.628
2022-02-10,6.587
2022-02-11,6.503
2022-02-12,6.503
2022-02-13,6.503
2022-02-14,6.508
2022-02-15,6.777
2022-02-16,6.951
2022-02-17,6.861
2022-02-18,6.698
2022-02-19,6.698
2022-02-20,6.698
2022-02-21,6.698
2022-02-22,9.561
2022-02-23,9.628
2022-02-24,9.593
2022-02-25,9.65
2022-02-26,9.65
2022-02-27,9.65
2022-02-28,9.598
2022-03-01,9.593
2022-03-02,9.639
2022-03-03,9.73
2022-03-04,9.588
2022-03-05,9.588
2022-03-06,9.588
2022-03-07,9.418
2022-03-08,9.528
2022-03-09,9.528
2022-03-10,9.499
2022-03-11,9.526
2022-03-12,9.526
2022-03-13,9.526
2022-03-14,9.561
2022-03-15,9.555
2022-03-16,9.582
2022-03-17,9.62
2022-03-18,9.593
2022-03-19,9.593
2022-03-20,9.593
2022-03-21,9.515
2022-03-22,9.596
2022-03-23,9.571
2022-03-24,9.553
2022-03-25,9.577
2022-03-26,9.577
2022-03-27,9.577
2022-03-28,9.617
2022-03-29,9.593
2022-03-30,9.569
2022-03-31,9.588
2022-04-01,9.631
2022-04-02,9.631
2022-04-03,9.631
2022-04-04,9.617
2022-04-05,9.569
2022-04-06,9.569
2022-04-07,9.569
2022-04-08,9.563
2022-04-09,9.563
2022-04-10,9.563
2022-04-11,9.569
2022-04-12,9.569
2022-04-13,9.582
2022-04-14,9.663
2022-04-15,9.663
2022-04-16,9.663
2022-04-17,9.663
2022-04-18,9.679
2022-04-19,9.752
2022-04-20,9.744
2022-04-21,9.706
2022-04-22,9.748
2022-04-23,9.748
2022-04-24,9.748
2022-04-25,9.754
2022-04-26,9.737
2022-04-27,9.729
2022-04-28,9.729
2022-04-29,9.724
2022-04-30,9.724
2022-05-01,9.724
2022-05-02,9.732
2022-05-03,9.729
2022-05-04,9.69
2022-05-05,9.679
2022-05-06,9.706
2022-05-07,9.706
2022-05-08,9.706
2022-05-09,9.677
2022-05-10,9.677
2022-05-11,9.679
2022-05-12,9.677
2022-05-13,9.701
2022-05-14,9.701
2022-05-15,9.701
2022-05-16,9.782
2022-05-17,9.796
2022-05-18,9.78
2022-05-19,9.78
2022-05-20,9.82
2022-05-21,9.82
2022-05-22,9.82
2022-05-23,9.81
2022-05-24,9.812
2022-05-25,9.853
2022-05-26,9.864
2022-05-27,9.839
2022-05-28,9.839
2022-05-29,9.839
2022-05-30,9.839
2022-05-31,9.842
2022-06-01,9.829
2022-06-02,9.848
2022-06-03,9.839
2022-06-04,9.839
2022-06-05,9.839
2022-06-06,9.834
2022-06-07,9.834
2022-06-08,9.829
2022-06-09,9.82
2022-06-10,9.829
2022-06-11,9.829
2022-06-12,9.829
2022-06-13,9.799
2022-06-14,9.796
2022-06-15,9.812
2022-06-16,9.771
2022-06-17,9.78
2022-06-18,9.78
2022-06-19,9.78
2022-06-20,9.78
2022-06-21,9.823
2022-06-22,9.812
2022-06-23,9.859
2022-06-24,9.839
2022-06-25,9.839
2022-06-26,9.839
2022-06-27,9.859
2022-06-28,9.85
2022-06-29,9.85
2022-06-30,9.886
2022-07-01,9.872
2022-07-02,9.872
2022-07-03,9.872
2022-07-04,9.872
2022-07-05,9.88
2022-07-06,9.878
2022-07-07,9.886
2022-07-08,9.88
2022-07-09,9.88
2022-07-10,9.88
2022-07-11,9.869
2022-07-12,9.875
2022-07-13,9.88
2022-07-14,9.886
2022-07-15,9.886
2022-07-16,9.886
2022-07-17,9.886
2022-07-18,9.891
2022-07-19,9.891
2022-07-20,9.883
2022-07-21,9.891
2022-07-22,9.891
2022-07-23,9.891
2022-07-24,9.891
2022-07-25,9.891
2022-07-26,9.891
2022-07-27,9.891
2022-07-28,9.891
2022-07-29,9.891
2022-07-30,9.891
2022-07-31,9.891
2022-08-01,9.891
2022-08-02,9.891
2022-08-03,9.891
2022-08-04,9.891
2022-08-05,9.891
2022-08-06,9.891
2022-08-07,9.891
2022-08-08,9.891
2022-08-09,9.891
2022-08-10,9.891
2022-08-11,9.891
2022-08-12,9.891
2022-08-13,9.891
2022-08-14,9.891
2022-08-15,9.891
2022-08-16,9.891
2022-08-17,9.891
2022-08-18,9.891
2022-08-19,9.891
2022-08-20,9.891
2022-08-21,9.891
2022-08-22,9.891
2022-08-23,9.891
2022-08-24,9.891
2022-08-25,9.891
2022-08-26,9.891
2022-08-27,9.891
2022-08-28,9.891
2022-08-29,9.891
2022-08-30,9.891
2022-08-31,9.891
2022-09-01,9.891
2022-09-02,9.891
2022-09-03,9.891
2022-09-04,9.891
2022-09-05,9.891
2022-09-06,9.891
2022-09-07,9.891
2022-09-08,9.891
2022-09-09,9.891
2022-09-10,9.891
2022-09-11,9.891
2022-09-12,9.891
2022-09-13,9.891
2022-09-14,9.891
2022-09-15,9.891
2022-09-16,9.891
2022-09-17,9.891
2022-09-18,9.891
2022-09-19,9.891
2022-09-20,9.891
2022-09-21,9.891
2022-09-22,9.891
2022-09-23,9.891
2022-09-24,9.891
2022-09-25,9.891
2022-09-26,9.891
2022-09-27,9.891
2022-09-28,9.891
2022-09-29,9.891
2022-09-30,9.891
2022-10-01,9.891
2022-10-02,9.891
2022-10-03,9.891
2022-10-04,9.891
2022-10-05,9.891
2022-10-06,9.891
2022-10-07,9.891
2022-10-08,9.891
2022-10-09,9.891
2022-10-10,9.891
2022-10-11,9.891
2022-10-12,9.891
2022-10-13,9.891
2022-10-14,9.891
2022-10-15,9.891
2022-10-16,9.891
2022-10-17,9.891
2022-10-18,9.891
2022-10-19,9.891
2022-10-20,9.891
2022-10-21,9.891
2022-10-22,9.891
2022-10-23,9.891
2022-10-24,9.891
2022-10-25,9.891
2022-10-26,9.891
2022-10-27,9.891
2022-10-28,9.891
2022-10-29,9.891
2022-10-30,9.891
2022-10-31,9.891
2022-11-01,9.891
2022-11-02,9.891
2022-11-03,9.891
2022-11-04,9.891
2022-11-05,9.891
2022-11-06,9.891
2022-11-07,9.891
2022-11-08,9.891
2022-11-09,9.891
2022-11-10,9.891
2022-11-11,9.891
2022-11-12,9.891
2022-11-13,9.891
2022-11-14,9.891
2022-11-15,9.891
2022-11-16,9.891
2022-11-17,9.891
2022-11-18,9.891
2022-11-19,9.891
2022-11-20,9.891
2022-11-21,9.891
2022-11-22,9.891
2022-11-23,9.891
2022-11-24,9.891
2022-11-25,9.891
2022-11-26,9.891
2022-11-27,9.891
2022-11-28,9.891
2022-11-29,9.891
2022-11-30,9.891
2022-12-01,9.891
2022-12-02,9.891
2022-12-03,9.891
2022-12-04,9.891
2022-12-05,9.891
2022-12-06,9.891
2022-12-07,9.891
2022-12-08,9.891
2022-12-09,9.891
2022-12-10,9.891
2022-12-11,9.891
2022-12-12,9.891
2022-12-13,9.891
2022-12-14,9.891
2022-12-15,9.891
2022-12-16,9.891
2022-12-17,9.891
2022-12-18,9.891
2022-12-19,9.891
2022-12-20,9.891
2022-12-21,9.891
2022-12-22,9.891
2022-12-23,9.891
2022-12-24,9.891
2022-12-25,9.891
2022-12-26,9.891
2022-12-27,9.891
2022-12-28,9.891
2022-12-29,9.891
2022-12-30,9.891
2022-12-31,9.891
2023-01-01,9.891
2023-01-02,9.891
2023-01-03,9.891
2023-01-04,9.891
2023-01-05,9.891
2023-01-06,9.891
2023-01-07,9.891
2023-01-08,9.891
2023-01-09,9.891
2023-01-10,9.891
2023-01-11,9.891
2023-01-12,9.891
2023-01-13,9.891
2023-01-14,9.891
2023-01-15,9.891
2023-01-16,9.891
2023-01-17,9.891
2023-01-18,9.891
2023-01-19,9.891
2023-01-20,9.891
2023-01-21,9.891
2023-01-22,9.891
2023-01-23,9.891
2023-01-24,9.891
2023-01-25,9.891
2023-01-26,9.891
2023-01-27,9.891
2023-01-28,9.891
2023-01-29,9.891
2023-01-30,9.891
2023-01-31,9.891
2023-02-01,9.891
2023-02-02,9.891
2023-02-03,9.891
2023-02-04,9.891
2023-02-05,9.891
2023-02-06,9.891
2023-02-07,9.891
2023-02-08,9.891
2023-02-09,9.891
2023-02-10,9.891
2023-02-11,9.891
2023-02-12,9.891
2023-02-13,9.891
2023-02-14,9.891
2023-02-15,9.891
2023-02-16,9.891
2023-02-17,9.891
2023-02-18,9.891
2023-02-19,9.891
2023-02-20,9.891
2023-02-21,9.891
2023-02-22,9.891
2023-02-23,9.891
2023-02-24,9.891
2023-02-25,9.891
2023-02-26,9.891
2023-02-27,9.891
2023-02-28,9.891
2023-03-01,9.891
2023-03-02,9.891
2023-03-03,9.891
2023-03-04,9.891
2023-03-05,9.891
2023-03-06,9.891
2023-03-07,9.891
2023-03-08,9.891
2023-03-09,9.891
2023-03-10,9.891
2023-03-11,9.891
2023-03-12,9.891
2023-03-13,9.891
2023-03-14,9.891
2023-03-15,9.891
2023-03-16,9.891
2023-03-17,9.891
2023-03-18,9.891
2023-03-19,9.891
2023-03-20,9.891
2023-03-21,9.891
2023-03-22,9.891
2023-03-23,9.891
2023-03-24,9.891
2023-03-25,9.891
2023-03-26,9.891
2023-03-27,9.891
2023-03-28,9.891
2023-03-29,9.891
2023-03-30,9.891
2023-03-31,9.891
2023-04-01,9.891
2023-04-02,9.891
2023-04-03,9.891
2023-04-04,9.891
2023-04-05,9.891
2023-04-06,9.891
2023-04-07,9.891
2023-04-08,9.891
2023-04-09,9.891
2023-04-10,9.891
2023-04-11,9.891
2023-04-12,9.891
2023-04-13,9.891
2023-04-14,9.891
2023-04-15,9.891
2023-04-16,9.891
2023-04-17,9.891
2023-04-18,9.891
2023-04-19,9.891
2023-04-20,9.891
2023-04-21,9.891
2023-04-22,9.891
2023-04-23,9.891
2023-04-24,9.891
2023-04-25,9.891
2023-04-26,9.891
2023-04-27,9.891
2023-04-28,9.891
2023-04-29,9.891
2023-04-30,9.891
2023-05-01,9.891
2023-05-02,9.891
2023-05-03,9.891
2023-05-04,9.891
2023-05-05,9.891
2023-05-06,9.891
2023-05-07,9.891
2023-05-08,9.891
2023-05-09,9.891
2023-05-10,9.891
2023-05-11,9.891
2023-05-12,9.891
2023-05-13,9.891
2023-05-14,9.891
2023-05-15,9.891
2023-05-16,9.891
2023-05-17,9.891
2023-05-18,9.891
2023-05-19,9.891
2023-05-20,9.891
2023-05-21,9.891
2023-05-22,9.891
2023-05-23,9.891
2023-05-24,9.891
2023-05-25,9.891
2023-05-26,9.891
2023-05-27,9.891
2023-05-28,9.891
2023-05-29,9.891
2023-05-30,9.891
2023-05-31,9.891
2023-06-01,9.891
2023-06-02,9.891
2023-06-03,9.891
2023-06-04,9.891
2023-06-05,9.891
2023-06-06,9.891
2023-06-07,9.891
2023-06-08,9.891
2023-06-09,9.891
2023-06-10,9.891
2023-06-11,9.891
2023-06-12,9.891
2023-06-13,9.891
2023-06-14,9.891
2023-06-15,9.891
2023-06-16,9.891
2023-06-17,9.891
2023-06-18,9.891
2023-06-19,9.891
2023-06-20,9.891
2023-06-21,9.891
2023-06-22,9.891
