,SC US Equity
2020-05-29,8.06
2020-05-30,8.06
2020-05-31,8.06
2020-06-01,8.733
2020-06-02,8.679
2020-06-03,9.113
2020-06-04,9.561
2020-06-05,10.337
2020-06-06,10.337
2020-06-07,10.337
2020-06-08,10.561
2020-06-09,10.083
2020-06-10,9.591
2020-06-11,8.825
2020-06-12,9.254
2020-06-13,9.254
2020-06-14,9.254
2020-06-15,9.274
2020-06-16,9.44
2020-06-17,9.338
2020-06-18,9.289
2020-06-19,9.153
2020-06-20,9.153
2020-06-21,9.153
2020-06-22,9.737
2020-06-23,9.721
2020-06-24,9.32
2020-06-25,9.801
2020-06-26,9.494
2020-06-27,9.494
2020-06-28,9.494
2020-06-29,9.79
2020-06-30,9.562
2020-07-01,9.209
2020-07-02,9.292
2020-07-03,9.292
2020-07-04,9.292
2020-07-05,9.292
2020-07-06,9.668
2020-07-07,9.156
2020-07-08,9.536
2020-07-09,9.129
2020-07-10,9.245
2020-07-11,9.245
2020-07-12,9.245
2020-07-13,9.499
2020-07-14,9.404
2020-07-15,10.286
2020-07-16,10.394
2020-07-17,10.083
2020-07-18,10.083
2020-07-19,10.083
2020-07-20,10.004
2020-07-21,10.247
2020-07-22,10.434
2020-07-23,10.36
2020-07-24,10.246
2020-07-25,10.246
2020-07-26,10.246
2020-07-27,10.105
2020-07-28,10.308
2020-07-29,11.04
2020-07-30,11.268
2020-07-31,12.296
2020-08-01,12.296
2020-08-02,12.296
2020-08-03,12.554
2020-08-04,12.375
2020-08-05,12.959
2020-08-06,12.798
2020-08-07,13.577
2020-08-08,13.577
2020-08-09,13.577
2020-08-10,13.841
2020-08-11,13.125
2020-08-12,13.118
2020-08-13,12.814
2020-08-14,12.887
2020-08-15,12.887
2020-08-16,12.887
2020-08-17,12.716
2020-08-18,12.478
2020-08-19,12.456
2020-08-20,12.283
2020-08-21,12.334
2020-08-22,12.334
2020-08-23,12.334
2020-08-24,12.571
2020-08-25,12.343
2020-08-26,12.208
2020-08-27,12.564
2020-08-28,12.728
2020-08-29,12.728
2020-08-30,12.728
2020-08-31,12.258
2020-09-01,12.172
2020-09-02,12.5
2020-09-03,12.55
2020-09-04,12.863
2020-09-05,12.863
2020-09-06,12.863
2020-09-07,12.863
2020-09-08,12.4
2020-09-09,12.4
2020-09-10,12.236
2020-09-11,12.436
2020-09-12,12.436
2020-09-13,12.436
2020-09-14,12.372
2020-09-15,12.293
2020-09-16,13.048
2020-09-17,13.176
2020-09-18,12.991
2020-09-19,12.991
2020-09-20,12.991
2020-09-21,12.286
2020-09-22,12.208
2020-09-23,11.788
2020-09-24,11.723
2020-09-25,11.816
2020-09-26,11.816
2020-09-27,11.816
2020-09-28,12.265
2020-09-29,12.336
2020-09-30,12.956
2020-10-01,13.241
2020-10-02,12.192
2020-10-03,12.192
2020-10-04,12.192
2020-10-05,12.22
2020-10-06,11.846
2020-10-07,11.932
2020-10-08,12.18
2020-10-09,11.453
2020-10-10,11.453
2020-10-11,11.453
2020-10-12,11.54
2020-10-13,11.444
2020-10-14,11.444
2020-10-15,11.353
2020-10-16,11.711
2020-10-17,11.711
2020-10-18,11.711
2020-10-19,11.757
2020-10-20,11.853
2020-10-21,11.762
2020-10-22,12.052
2020-10-23,12.149
2020-10-24,12.149
2020-10-25,12.149
2020-10-26,11.819
2020-10-27,11.887
2020-10-28,10.966
2020-10-29,9.696
2020-10-30,9.108
2020-10-31,9.108
2020-11-01,9.108
2020-11-02,9.312
2020-11-03,9.379
2020-11-04,8.964
2020-11-05,9.019
2020-11-06,8.951
2020-11-07,8.951
2020-11-08,8.951
2020-11-09,9.507
2020-11-10,9.52
2020-11-11,9.464
2020-11-12,9.299
2020-11-13,9.613
2020-11-14,9.613
2020-11-15,9.613
2020-11-16,9.99
2020-11-17,9.944
2020-11-18,9.833
2020-11-19,9.719
2020-11-20,9.452
2020-11-21,9.452
2020-11-22,9.452
2020-11-23,9.774
2020-11-24,9.99
2020-11-25,9.876
2020-11-26,9.876
2020-11-27,9.702
2020-11-28,9.702
2020-11-29,9.702
2020-11-30,9.4
2020-12-01,9.842
2020-12-02,10.03
2020-12-03,9.868
2020-12-04,9.676
2020-12-05,9.676
2020-12-06,9.676
2020-12-07,9.622
2020-12-08,9.547
2020-12-09,9.501
2020-12-10,9.643
2020-12-11,9.28
2020-12-12,9.28
2020-12-13,9.28
2020-12-14,9.155
2020-12-15,9.522
2020-12-16,8.987
2020-12-17,8.854
2020-12-18,8.651
2020-12-19,8.651
2020-12-20,8.651
2020-12-21,8.808
2020-12-22,8.659
2020-12-23,8.975
2020-12-24,8.821
2020-12-25,8.821
2020-12-26,8.821
2020-12-27,8.821
2020-12-28,8.908
2020-12-29,8.854
2020-12-30,9.053
2020-12-31,9.145
2021-01-01,9.145
2021-01-02,9.145
2021-01-03,9.145
2021-01-04,8.825
2021-01-05,8.905
2021-01-06,9.158
2021-01-07,8.654
2021-01-08,8.414
2021-01-09,8.414
2021-01-10,8.414
2021-01-11,8.335
2021-01-12,8.362
2021-01-13,8.473
2021-01-14,8.823
2021-01-15,8.879
2021-01-16,8.879
2021-01-17,8.879
2021-01-18,8.879
2021-01-19,9.294
2021-01-20,9.187
2021-01-21,8.92
2021-01-22,8.935
2021-01-23,8.935
2021-01-24,8.935
2021-01-25,8.844
2021-01-26,8.897
2021-01-27,8.515
2021-01-28,8.863
2021-01-29,8.439
2021-01-30,8.439
2021-01-31,8.439
2021-02-01,8.687
2021-02-02,9.035
2021-02-03,8.108
2021-02-04,7.792
2021-02-05,7.827
2021-02-06,7.827
2021-02-07,7.827
2021-02-08,7.845
2021-02-09,7.758
2021-02-10,7.664
2021-02-11,7.72
2021-02-12,7.643
2021-02-13,7.643
2021-02-14,7.643
2021-02-15,7.643
2021-02-16,7.834
2021-02-17,7.953
2021-02-18,7.834
2021-02-19,7.831
2021-02-20,7.831
2021-02-21,7.831
2021-02-22,7.804
2021-02-23,7.774
2021-02-24,7.706
2021-02-25,7.377
2021-02-26,7.461
2021-02-27,7.461
2021-02-28,7.461
2021-03-01,7.697
2021-03-02,7.766
2021-03-03,7.891
2021-03-04,8.036
2021-03-05,7.897
2021-03-06,7.897
2021-03-07,7.897
2021-03-08,8.079
2021-03-09,7.903
2021-03-10,8.14
2021-03-11,8.307
2021-03-12,8.313
2021-03-13,8.313
2021-03-14,8.313
2021-03-15,8.346
2021-03-16,8.207
2021-03-17,8.353
2021-03-18,8.313
2021-03-19,8.099
2021-03-20,8.099
2021-03-21,8.099
2021-03-22,8.144
2021-03-23,7.99
2021-03-24,7.944
2021-03-25,8.141
2021-03-26,8.307
2021-03-27,8.307
2021-03-28,8.307
2021-03-29,8.261
2021-03-30,8.316
2021-03-31,8.326
2021-04-01,8.268
2021-04-02,8.268
2021-04-03,8.268
2021-04-04,8.268
2021-04-05,8.435
2021-04-06,8.363
2021-04-07,8.558
2021-04-08,8.344
2021-04-09,8.373
2021-04-10,8.373
2021-04-11,8.373
2021-04-12,8.593
2021-04-13,8.459
2021-04-14,8.536
2021-04-15,8.57
2021-04-16,8.712
2021-04-17,8.712
2021-04-18,8.712
2021-04-19,8.597
2021-04-20,8.356
2021-04-21,8.468
2021-04-22,8.342
2021-04-23,8.591
2021-04-24,8.591
2021-04-25,8.591
2021-04-26,8.689
2021-04-27,8.889
2021-04-28,6.841
2021-04-29,5.82
2021-04-30,5.865
2021-05-01,5.865
2021-05-02,5.865
2021-05-03,5.445
2021-05-04,5.464
2021-05-05,5.4
2021-05-06,5.422
2021-05-07,5.596
2021-05-08,5.596
2021-05-09,5.596
2021-05-10,5.556
2021-05-11,5.47
2021-05-12,5.349
2021-05-13,5.495
2021-05-14,5.657
2021-05-15,5.657
2021-05-16,5.657
2021-05-17,5.703
2021-05-18,5.663
2021-05-19,5.792
2021-05-20,5.679
2021-05-21,5.743
2021-05-22,5.743
2021-05-23,5.743
2021-05-24,5.811
2021-05-25,5.697
2021-05-26,5.757
2021-05-27,5.839
2021-05-28,5.837
2021-05-29,5.837
2021-05-30,5.837
2021-05-31,5.837
2021-06-01,5.951
2021-06-02,5.939
2021-06-03,5.798
2021-06-04,5.853
2021-06-05,5.853
2021-06-06,5.853
2021-06-07,5.868
2021-06-08,5.943
2021-06-09,5.915
2021-06-10,5.852
2021-06-11,5.907
2021-06-12,5.907
2021-06-13,5.907
2021-06-14,5.744
2021-06-15,5.849
2021-06-16,5.778
2021-06-17,5.574
2021-06-18,5.434
2021-06-19,5.434
2021-06-20,5.434
2021-06-21,5.649
2021-06-22,5.61
2021-06-23,5.629
2021-06-24,5.718
2021-06-25,5.78
2021-06-26,5.78
2021-06-27,5.78
2021-06-28,5.64
2021-06-29,5.489
2021-06-30,5.577
2021-07-01,5.594
2021-07-02,6.231
2021-07-03,6.231
2021-07-04,6.231
2021-07-05,6.231
2021-07-06,6.012
2021-07-07,6.037
2021-07-08,6.044
2021-07-09,6.057
2021-07-10,6.057
2021-07-11,6.057
2021-07-12,6.038
2021-07-13,5.977
2021-07-14,5.966
2021-07-15,5.984
2021-07-16,5.959
2021-07-17,5.959
2021-07-18,5.959
2021-07-19,5.927
2021-07-20,5.966
2021-07-21,5.998
2021-07-22,6.011
2021-07-23,6.008
2021-07-24,6.008
2021-07-25,6.008
2021-07-26,6.001
2021-07-27,6.01
2021-07-28,4.921
2021-07-29,4.889
2021-07-30,4.885
2021-07-31,4.885
2021-08-01,4.885
2021-08-02,4.498
2021-08-03,4.582
2021-08-04,4.554
2021-08-05,4.563
2021-08-06,4.467
2021-08-07,4.467
2021-08-08,4.467
2021-08-09,4.459
2021-08-10,4.491
2021-08-11,4.519
2021-08-12,4.544
2021-08-13,4.512
2021-08-14,4.512
2021-08-15,4.512
2021-08-16,4.45
2021-08-17,4.464
2021-08-18,4.453
2021-08-19,4.423
2021-08-20,4.432
2021-08-21,4.432
2021-08-22,4.432
2021-08-23,4.438
2021-08-24,4.488
2021-08-25,4.484
2021-08-26,4.481
2021-08-27,4.495
2021-08-28,4.495
2021-08-29,4.495
2021-08-30,4.491
2021-08-31,4.499
2021-09-01,4.43
2021-09-02,4.448
2021-09-03,4.445
2021-09-04,4.445
2021-09-05,4.445
2021-09-06,4.445
2021-09-07,4.453
2021-09-08,4.463
2021-09-09,4.462
2021-09-10,4.463
2021-09-11,4.463
2021-09-12,4.463
2021-09-13,4.475
2021-09-14,4.466
2021-09-15,4.299
2021-09-16,4.298
2021-09-17,4.298
2021-09-18,4.298
2021-09-19,4.298
2021-09-20,4.298
2021-09-21,4.299
2021-09-22,4.301
2021-09-23,4.309
2021-09-24,4.31
2021-09-25,4.31
2021-09-26,4.31
2021-09-27,4.311
2021-09-28,4.308
2021-09-29,4.313
2021-09-30,4.328
2021-10-01,4.318
2021-10-02,4.318
2021-10-03,4.318
2021-10-04,4.316
2021-10-05,4.328
2021-10-06,4.314
2021-10-07,4.24
2021-10-08,4.14
2021-10-09,4.14
2021-10-10,4.14
2021-10-11,4.134
2021-10-12,4.134
2021-10-13,4.14
2021-10-14,4.142
2021-10-15,4.137
2021-10-16,4.137
2021-10-17,4.137
2021-10-18,4.182
2021-10-19,4.14
2021-10-20,4.155
2021-10-21,4.058
2021-10-22,4.053
2021-10-23,4.053
2021-10-24,4.053
2021-10-25,4.063
2021-10-26,4.059
2021-10-27,4.048
2021-10-28,4.016
2021-10-29,4.011
2021-10-30,4.011
2021-10-31,4.011
2021-11-01,4.009
2021-11-02,4.013
2021-11-03,4.006
2021-11-04,4.007
2021-11-05,4.014
2021-11-06,4.014
2021-11-07,4.014
2021-11-08,4.011
2021-11-09,4.02
2021-11-10,4.023
2021-11-11,4.024
2021-11-12,4.016
2021-11-13,4.016
2021-11-14,4.016
2021-11-15,4.022
2021-11-16,4.031
2021-11-17,4.034
2021-11-18,4.012
2021-11-19,4.028
2021-11-20,4.028
2021-11-21,4.028
2021-11-22,4.046
2021-11-23,4.069
2021-11-24,4.071
2021-11-25,4.071
2021-11-26,4.042
2021-11-27,4.042
2021-11-28,4.042
2021-11-29,4.029
2021-11-30,4.021
2021-12-01,4.032
2021-12-02,4.026
2021-12-03,4.084
2021-12-04,4.084
2021-12-05,4.084
2021-12-06,4.048
2021-12-07,4.09
2021-12-08,4.061
2021-12-09,4.059
2021-12-10,4.083
2021-12-11,4.083
2021-12-12,4.083
2021-12-13,4.019
2021-12-14,4.068
2021-12-15,4.104
2021-12-16,4.083
2021-12-17,4.064
2021-12-18,4.064
2021-12-19,4.064
2021-12-20,4.086
2021-12-21,4.091
2021-12-22,4.111
2021-12-23,4.117
2021-12-24,4.117
2021-12-25,4.117
2021-12-26,4.117
2021-12-27,4.113
2021-12-28,4.121
2021-12-29,4.15
2021-12-30,4.127
2021-12-31,4.096
2022-01-01,4.096
2022-01-02,4.096
2022-01-03,4.095
2022-01-04,4.092
2022-01-05,4.058
2022-01-06,4.094
2022-01-07,4.078
2022-01-08,4.078
2022-01-09,4.078
2022-01-10,3.971
2022-01-11,3.964
2022-01-12,3.969
2022-01-13,3.963
2022-01-14,3.964
2022-01-15,3.964
2022-01-16,3.964
2022-01-17,3.964
2022-01-18,3.953
2022-01-19,3.955
2022-01-20,3.951
2022-01-21,3.951
2022-01-22,3.951
2022-01-23,3.951
2022-01-24,3.965
2022-01-25,4.068
2022-01-26,4.072
2022-01-27,4.07
2022-01-28,4.071
2022-01-29,4.071
2022-01-30,4.071
2022-01-31,4.071
2022-02-01,4.071
2022-02-02,4.071
2022-02-03,4.071
2022-02-04,4.071
2022-02-05,4.071
2022-02-06,4.071
2022-02-07,4.071
2022-02-08,4.071
2022-02-09,4.071
2022-02-10,4.071
2022-02-11,4.071
2022-02-12,4.071
2022-02-13,4.071
2022-02-14,4.071
2022-02-15,4.071
2022-02-16,4.071
2022-02-17,4.071
2022-02-18,4.071
2022-02-19,4.071
2022-02-20,4.071
2022-02-21,4.071
2022-02-22,4.071
2022-02-23,4.071
2022-02-24,4.071
2022-02-25,4.071
2022-02-26,4.071
2022-02-27,4.071
2022-02-28,4.071
2022-03-01,4.071
2022-03-02,4.071
2022-03-03,4.071
2022-03-04,4.071
2022-03-05,4.071
2022-03-06,4.071
2022-03-07,4.071
2022-03-08,4.071
2022-03-09,4.071
2022-03-10,4.071
2022-03-11,4.071
2022-03-12,4.071
2022-03-13,4.071
2022-03-14,4.071
2022-03-15,4.071
2022-03-16,4.071
2022-03-17,4.071
2022-03-18,4.071
2022-03-19,4.071
2022-03-20,4.071
2022-03-21,4.071
2022-03-22,4.071
2022-03-23,4.071
2022-03-24,4.071
2022-03-25,4.071
2022-03-26,4.071
2022-03-27,4.071
2022-03-28,4.071
2022-03-29,4.071
2022-03-30,4.071
2022-03-31,4.071
2022-04-01,4.071
2022-04-02,4.071
2022-04-03,4.071
2022-04-04,4.071
2022-04-05,4.071
2022-04-06,4.071
2022-04-07,4.071
2022-04-08,4.071
2022-04-09,4.071
2022-04-10,4.071
2022-04-11,4.071
2022-04-12,4.071
2022-04-13,4.071
2022-04-14,4.071
2022-04-15,4.071
2022-04-16,4.071
2022-04-17,4.071
2022-04-18,4.071
2022-04-19,4.071
2022-04-20,4.071
2022-04-21,4.071
2022-04-22,4.071
2022-04-23,4.071
2022-04-24,4.071
2022-04-25,4.071
2022-04-26,4.071
2022-04-27,4.071
2022-04-28,4.071
2022-04-29,4.071
2022-04-30,4.071
2022-05-01,4.071
2022-05-02,4.071
2022-05-03,4.071
2022-05-04,4.071
2022-05-05,4.071
2022-05-06,4.071
2022-05-07,4.071
2022-05-08,4.071
2022-05-09,4.071
2022-05-10,4.071
2022-05-11,4.071
2022-05-12,4.071
2022-05-13,4.071
2022-05-14,4.071
2022-05-15,4.071
2022-05-16,4.071
2022-05-17,4.071
2022-05-18,4.071
2022-05-19,4.071
2022-05-20,4.071
2022-05-21,4.071
2022-05-22,4.071
2022-05-23,4.071
2022-05-24,4.071
2022-05-25,4.071
2022-05-26,4.071
2022-05-27,4.071
2022-05-28,4.071
2022-05-29,4.071
2022-05-30,4.071
2022-05-31,4.071
2022-06-01,4.071
2022-06-02,4.071
2022-06-03,4.071
2022-06-04,4.071
2022-06-05,4.071
2022-06-06,4.071
2022-06-07,4.071
2022-06-08,4.071
2022-06-09,4.071
2022-06-10,4.071
2022-06-11,4.071
2022-06-12,4.071
2022-06-13,4.071
2022-06-14,4.071
2022-06-15,4.071
2022-06-16,4.071
2022-06-17,4.071
2022-06-18,4.071
2022-06-19,4.071
2022-06-20,4.071
2022-06-21,4.071
2022-06-22,4.071
2022-06-23,4.071
2022-06-24,4.071
2022-06-25,4.071
2022-06-26,4.071
2022-06-27,4.071
2022-06-28,4.071
2022-06-29,4.071
2022-06-30,4.071
2022-07-01,4.071
2022-07-02,4.071
2022-07-03,4.071
2022-07-04,4.071
2022-07-05,4.071
2022-07-06,4.071
2022-07-07,4.071
2022-07-08,4.071
2022-07-09,4.071
2022-07-10,4.071
2022-07-11,4.071
2022-07-12,4.071
2022-07-13,4.071
2022-07-14,4.071
2022-07-15,4.071
2022-07-16,4.071
2022-07-17,4.071
2022-07-18,4.071
2022-07-19,4.071
2022-07-20,4.071
2022-07-21,4.071
2022-07-22,4.071
2022-07-23,4.071
2022-07-24,4.071
2022-07-25,4.071
2022-07-26,4.071
2022-07-27,4.071
2022-07-28,4.071
2022-07-29,4.071
2022-07-30,4.071
2022-07-31,4.071
2022-08-01,4.071
2022-08-02,4.071
2022-08-03,4.071
2022-08-04,4.071
2022-08-05,4.071
2022-08-06,4.071
2022-08-07,4.071
2022-08-08,4.071
2022-08-09,4.071
2022-08-10,4.071
2022-08-11,4.071
2022-08-12,4.071
2022-08-13,4.071
2022-08-14,4.071
2022-08-15,4.071
2022-08-16,4.071
2022-08-17,4.071
2022-08-18,4.071
2022-08-19,4.071
2022-08-20,4.071
2022-08-21,4.071
2022-08-22,4.071
2022-08-23,4.071
2022-08-24,4.071
2022-08-25,4.071
2022-08-26,4.071
2022-08-27,4.071
2022-08-28,4.071
2022-08-29,4.071
2022-08-30,4.071
2022-08-31,4.071
2022-09-01,4.071
2022-09-02,4.071
2022-09-03,4.071
2022-09-04,4.071
2022-09-05,4.071
2022-09-06,4.071
2022-09-07,4.071
2022-09-08,4.071
2022-09-09,4.071
2022-09-10,4.071
2022-09-11,4.071
2022-09-12,4.071
2022-09-13,4.071
2022-09-14,4.071
2022-09-15,4.071
2022-09-16,4.071
2022-09-17,4.071
2022-09-18,4.071
2022-09-19,4.071
2022-09-20,4.071
2022-09-21,4.071
2022-09-22,4.071
2022-09-23,4.071
2022-09-24,4.071
2022-09-25,4.071
2022-09-26,4.071
2022-09-27,4.071
2022-09-28,4.071
2022-09-29,4.071
2022-09-30,4.071
2022-10-01,4.071
2022-10-02,4.071
2022-10-03,4.071
2022-10-04,4.071
2022-10-05,4.071
2022-10-06,4.071
2022-10-07,4.071
2022-10-08,4.071
2022-10-09,4.071
2022-10-10,4.071
2022-10-11,4.071
2022-10-12,4.071
2022-10-13,4.071
2022-10-14,4.071
2022-10-15,4.071
2022-10-16,4.071
2022-10-17,4.071
2022-10-18,4.071
2022-10-19,4.071
2022-10-20,4.071
2022-10-21,4.071
2022-10-22,4.071
2022-10-23,4.071
2022-10-24,4.071
2022-10-25,4.071
2022-10-26,4.071
2022-10-27,4.071
2022-10-28,4.071
2022-10-29,4.071
2022-10-30,4.071
2022-10-31,4.071
2022-11-01,4.071
2022-11-02,4.071
2022-11-03,4.071
2022-11-04,4.071
2022-11-05,4.071
2022-11-06,4.071
2022-11-07,4.071
2022-11-08,4.071
2022-11-09,4.071
2022-11-10,4.071
2022-11-11,4.071
2022-11-12,4.071
2022-11-13,4.071
2022-11-14,4.071
2022-11-15,4.071
2022-11-16,4.071
2022-11-17,4.071
2022-11-18,4.071
2022-11-19,4.071
2022-11-20,4.071
2022-11-21,4.071
2022-11-22,4.071
2022-11-23,4.071
2022-11-24,4.071
2022-11-25,4.071
2022-11-26,4.071
2022-11-27,4.071
2022-11-28,4.071
2022-11-29,4.071
2022-11-30,4.071
2022-12-01,4.071
2022-12-02,4.071
2022-12-03,4.071
2022-12-04,4.071
2022-12-05,4.071
2022-12-06,4.071
2022-12-07,4.071
2022-12-08,4.071
2022-12-09,4.071
2022-12-10,4.071
2022-12-11,4.071
2022-12-12,4.071
2022-12-13,4.071
2022-12-14,4.071
2022-12-15,4.071
2022-12-16,4.071
2022-12-17,4.071
2022-12-18,4.071
2022-12-19,4.071
2022-12-20,4.071
2022-12-21,4.071
2022-12-22,4.071
2022-12-23,4.071
2022-12-24,4.071
2022-12-25,4.071
2022-12-26,4.071
2022-12-27,4.071
2022-12-28,4.071
2022-12-29,4.071
2022-12-30,4.071
2022-12-31,4.071
2023-01-01,4.071
2023-01-02,4.071
2023-01-03,4.071
2023-01-04,4.071
2023-01-05,4.071
2023-01-06,4.071
2023-01-07,4.071
2023-01-08,4.071
2023-01-09,4.071
2023-01-10,4.071
2023-01-11,4.071
2023-01-12,4.071
2023-01-13,4.071
2023-01-14,4.071
2023-01-15,4.071
2023-01-16,4.071
2023-01-17,4.071
2023-01-18,4.071
2023-01-19,4.071
2023-01-20,4.071
2023-01-21,4.071
2023-01-22,4.071
2023-01-23,4.071
2023-01-24,4.071
2023-01-25,4.071
2023-01-26,4.071
2023-01-27,4.071
2023-01-28,4.071
2023-01-29,4.071
2023-01-30,4.071
2023-01-31,4.071
2023-02-01,4.071
2023-02-02,4.071
2023-02-03,4.071
2023-02-04,4.071
2023-02-05,4.071
2023-02-06,4.071
2023-02-07,4.071
2023-02-08,4.071
2023-02-09,4.071
2023-02-10,4.071
2023-02-11,4.071
2023-02-12,4.071
2023-02-13,4.071
2023-02-14,4.071
2023-02-15,4.071
2023-02-16,4.071
2023-02-17,4.071
2023-02-18,4.071
2023-02-19,4.071
2023-02-20,4.071
2023-02-21,4.071
2023-02-22,4.071
2023-02-23,4.071
2023-02-24,4.071
2023-02-25,4.071
2023-02-26,4.071
2023-02-27,4.071
2023-02-28,4.071
2023-03-01,4.071
2023-03-02,4.071
2023-03-03,4.071
2023-03-04,4.071
2023-03-05,4.071
2023-03-06,4.071
2023-03-07,4.071
2023-03-08,4.071
2023-03-09,4.071
2023-03-10,4.071
2023-03-11,4.071
2023-03-12,4.071
2023-03-13,4.071
2023-03-14,4.071
2023-03-15,4.071
2023-03-16,4.071
2023-03-17,4.071
2023-03-18,4.071
2023-03-19,4.071
2023-03-20,4.071
2023-03-21,4.071
2023-03-22,4.071
2023-03-23,4.071
2023-03-24,4.071
2023-03-25,4.071
2023-03-26,4.071
2023-03-27,4.071
2023-03-28,4.071
2023-03-29,4.071
2023-03-30,4.071
2023-03-31,4.071
2023-04-01,4.071
2023-04-02,4.071
2023-04-03,4.071
2023-04-04,4.071
2023-04-05,4.071
2023-04-06,4.071
2023-04-07,4.071
2023-04-08,4.071
2023-04-09,4.071
2023-04-10,4.071
2023-04-11,4.071
2023-04-12,4.071
2023-04-13,4.071
2023-04-14,4.071
2023-04-15,4.071
2023-04-16,4.071
2023-04-17,4.071
2023-04-18,4.071
2023-04-19,4.071
2023-04-20,4.071
2023-04-21,4.071
2023-04-22,4.071
2023-04-23,4.071
2023-04-24,4.071
2023-04-25,4.071
2023-04-26,4.071
2023-04-27,4.071
2023-04-28,4.071
2023-04-29,4.071
2023-04-30,4.071
2023-05-01,4.071
2023-05-02,4.071
2023-05-03,4.071
2023-05-04,4.071
2023-05-05,4.071
2023-05-06,4.071
2023-05-07,4.071
2023-05-08,4.071
2023-05-09,4.071
2023-05-10,4.071
2023-05-11,4.071
2023-05-12,4.071
2023-05-13,4.071
2023-05-14,4.071
2023-05-15,4.071
2023-05-16,4.071
2023-05-17,4.071
2023-05-18,4.071
2023-05-19,4.071
2023-05-20,4.071
2023-05-21,4.071
2023-05-22,4.071
2023-05-23,4.071
2023-05-24,4.071
2023-05-25,4.071
2023-05-26,4.071
2023-05-27,4.071
2023-05-28,4.071
2023-05-29,4.071
2023-05-30,4.071
2023-05-31,4.071
2023-06-01,4.071
2023-06-02,4.071
2023-06-03,4.071
2023-06-04,4.071
2023-06-05,4.071
2023-06-06,4.071
2023-06-07,4.071
2023-06-08,4.071
2023-06-09,4.071
2023-06-10,4.071
2023-06-11,4.071
2023-06-12,4.071
2023-06-13,4.071
2023-06-14,4.071
2023-06-15,4.071
2023-06-16,4.071
2023-06-17,4.071
2023-06-18,4.071
2023-06-19,4.071
2023-06-20,4.071
2023-06-21,4.071
2023-06-22,4.071
2023-06-23,4.071
