,CVI US Equity
2023-06-27,11.596
2023-06-28,11.912
2023-06-29,12.342
2023-06-30,12.642
2023-07-01,12.642
2023-07-02,12.642
2023-07-03,12.516
2023-07-04,12.516
2023-07-05,12.566
2023-07-06,12.617
2023-07-07,12.575
2023-07-08,12.575
2023-07-09,12.575
2023-07-10,12.49
2023-07-11,12.839
2023-07-12,12.705
2023-07-13,12.709
2023-07-14,13.078
2023-07-15,13.078
2023-07-16,13.078
2023-07-17,13.116
2023-07-18,13.558
2023-07-19,13.911
2023-07-20,14.188
2023-07-21,14.384
2023-07-22,14.384
2023-07-23,14.384
2023-07-24,14.874
2023-07-25,14.806
2023-07-26,15.129
2023-07-27,14.984
2023-07-28,15.502
2023-07-29,15.502
2023-07-30,15.502
2023-07-31,15.6
2023-08-01,13.982
2023-08-02,12.971
2023-08-03,12.954
2023-08-04,12.827
2023-08-05,12.827
2023-08-06,12.827
2023-08-07,13.049
2023-08-08,12.915
2023-08-09,12.839
2023-08-10,12.764
2023-08-11,12.973
2023-08-12,12.973
2023-08-13,12.973
2023-08-14,13.207
2023-08-15,12.799
2023-08-16,12.803
2023-08-17,12.759
2023-08-18,12.917
2023-08-19,12.917
2023-08-20,12.917
2023-08-21,12.667
2023-08-22,12.726
2023-08-23,11.9
2023-08-24,11.816
2023-08-25,12.084
2023-08-26,12.084
2023-08-27,12.084
2023-08-28,11.831
2023-08-29,11.904
2023-08-30,12.04
2023-08-31,12.323
2023-09-01,11.629
2023-09-02,11.629
2023-09-03,11.629
2023-09-04,11.629
2023-09-05,11.606
2023-09-06,11.666
2023-09-07,11.987
2023-09-08,12.466
2023-09-09,12.466
2023-09-10,12.466
2023-09-11,12.493
2023-09-12,11.97
2023-09-13,11.721
2023-09-14,11.879
2023-09-15,11.653
2023-09-16,11.653
2023-09-17,11.653
2023-09-18,11.683
2023-09-19,11.336
2023-09-20,11.293
2023-09-21,11.404
2023-09-22,11.307
2023-09-23,11.307
2023-09-24,11.307
2023-09-25,10.681
2023-09-26,9.983
2023-09-27,10.235
2023-09-28,10.459
2023-09-29,10.057
2023-09-30,10.057
2023-10-01,10.057
2023-10-02,9.871
2023-10-03,9.558
2023-10-04,9.02
2023-10-05,8.936
2023-10-06,8.913
2023-10-07,8.913
2023-10-08,8.913
2023-10-09,9.02
2023-10-10,9.262
2023-10-11,9.323
2023-10-12,9.44
2023-10-13,9.41
2023-10-14,9.41
2023-10-15,9.41
2023-10-16,9.209
2023-10-17,9.334
2023-10-18,9.617
2023-10-19,9.548
2023-10-20,9.464
2023-10-21,9.464
2023-10-22,9.464
2023-10-23,9.366
2023-10-24,9.116
2023-10-25,9.03
2023-10-26,9.114
2023-10-27,8.986
2023-10-28,8.986
2023-10-29,8.986
2023-10-30,9.111
2023-10-31,9.335
2023-11-01,10.068
2023-11-02,10.068
2023-11-03,11.049
2023-11-04,11.049
2023-11-05,11.049
2023-11-06,11.029
2023-11-07,9.912
2023-11-08,9.809
2023-11-09,9.756
2023-11-10,10.11
2023-11-11,10.11
2023-11-12,10.11
2023-11-13,10.203
2023-11-14,10.973
2023-11-15,11.031
2023-11-16,10.63
2023-11-17,10.743
2023-11-18,10.743
2023-11-19,10.743
2023-11-20,10.904
2023-11-21,10.825
2023-11-22,10.932
2023-11-23,10.932
2023-11-24,10.938
2023-11-25,10.938
2023-11-26,10.938
2023-11-27,11.082
2023-11-28,10.313
2023-11-29,10.137
2023-11-30,10.15
2023-12-01,10.322
2023-12-02,10.322
2023-12-03,10.322
2023-12-04,10.443
2023-12-05,10.154
2023-12-06,9.784
2023-12-07,9.807
2023-12-08,9.632
2023-12-09,9.632
2023-12-10,9.632
2023-12-11,9.689
2023-12-12,9.465
2023-12-13,10.221
2023-12-14,10.754
2023-12-15,10.532
2023-12-16,10.532
2023-12-17,10.532
2023-12-18,10.566
2023-12-19,10.693
2023-12-20,10.676
2023-12-21,10.578
2023-12-22,10.591
2023-12-23,10.591
2023-12-24,10.591
2023-12-25,10.591
2023-12-26,10.659
2023-12-27,10.497
2023-12-28,10.301
2023-12-29,10.22
2023-12-30,10.22
2023-12-31,10.22
2024-01-01,10.22
2024-01-02,10.907
2024-01-03,10.879
2024-01-04,10.903
2024-01-05,10.817
2024-01-06,10.817
2024-01-07,10.817
2024-01-08,10.98
2024-01-09,10.914
2024-01-10,10.456
2024-01-11,10.564
2024-01-12,11.11
2024-01-13,11.11
2024-01-14,11.11
2024-01-15,11.11
2024-01-16,12.157
2024-01-17,11.847
2024-01-18,11.988
2024-01-19,12.105
2024-01-20,12.105
2024-01-21,12.105
2024-01-22,12.23
2024-01-23,12.266
2024-01-24,12.379
2024-01-25,12.538
2024-01-26,13.075
2024-01-27,13.075
2024-01-28,13.075
2024-01-29,13.119
2024-01-30,13.905
2024-01-31,13.599
2024-02-01,13.627
2024-02-02,13.518
2024-02-03,13.518
2024-02-04,13.518
2024-02-05,13.691
2024-02-06,13.506
2024-02-07,13.897
2024-02-08,14.119
2024-02-09,13.689
2024-02-10,13.689
2024-02-11,13.689
2024-02-12,13.767
2024-02-13,13.619
2024-02-14,13.685
2024-02-15,13.203
2024-02-16,12.973
2024-02-17,12.973
2024-02-18,12.973
2024-02-19,12.973
2024-02-20,12.759
2024-02-21,11.026
2024-02-22,11.128
2024-02-23,11.457
2024-02-24,11.457
2024-02-25,11.457
2024-02-26,11.684
2024-02-27,11.688
2024-02-28,11.165
2024-02-29,12.907
2024-03-01,12.942
2024-03-02,12.942
2024-03-03,12.942
2024-03-04,12.686
2024-03-05,12.697
2024-03-06,12.717
2024-03-07,13.29
2024-03-08,12.976
2024-03-09,12.976
2024-03-10,12.976
2024-03-11,12.898
2024-03-12,12.761
2024-03-13,13.45
2024-03-14,13.341
2024-03-15,13.915
2024-03-16,13.915
2024-03-17,13.915
2024-03-18,13.791
2024-03-19,14.047
2024-03-20,14.256
2024-03-21,14.221
2024-03-22,14.116
2024-03-23,14.116
2024-03-24,14.116
2024-03-25,14.016
2024-03-26,13.624
2024-03-27,13.516
2024-03-28,13.822
2024-03-29,13.822
2024-03-30,13.822
2024-03-31,13.822
2024-04-01,13.872
2024-04-02,13.841
2024-04-03,14.321
2024-04-04,13.782
2024-04-05,13.889
2024-04-06,13.889
2024-04-07,13.889
2024-04-08,13.427
