,MPC US Equity
2020-09-06,15.894
2020-09-07,15.894
2020-09-08,15.275
2020-09-09,15.01
2020-09-10,14.302
2020-09-11,14.765
2020-09-12,14.765
2020-09-13,14.765
2020-09-14,15.128
2020-09-15,14.689
2020-09-16,15.289
2020-09-17,15.176
2020-09-18,15.251
2020-09-19,15.251
2020-09-20,15.251
2020-09-21,14.765
2020-09-22,14.665
2020-09-23,13.574
2020-09-24,13.522
2020-09-25,13.527
2020-09-26,13.527
2020-09-27,13.527
2020-09-28,14.15
2020-09-29,13.905
2020-09-30,13.862
2020-10-01,13.092
2020-10-02,13.357
2020-10-03,13.357
2020-10-04,13.357
2020-10-05,13.815
2020-10-06,13.621
2020-10-07,13.801
2020-10-08,14.703
2020-10-09,14.231
2020-10-10,14.231
2020-10-11,14.231
2020-10-12,14.405
2020-10-13,11.988
2020-10-14,12.204
2020-10-15,12.462
2020-10-16,11.984
2020-10-17,11.984
2020-10-18,11.984
2020-10-19,11.527
2020-10-20,11.931
2020-10-21,11.76
2020-10-22,12.041
2020-10-23,12.196
2020-10-24,12.196
2020-10-25,12.196
2020-10-26,11.67
2020-10-27,11.503
2020-10-28,11.221
2020-10-29,11.764
2020-10-30,12.037
2020-10-31,12.037
2020-11-01,12.037
2020-11-02,4.762
2020-11-03,4.855
2020-11-04,4.823
2020-11-05,4.843
2020-11-06,4.805
2020-11-07,4.805
2020-11-08,4.805
2020-11-09,5.549
2020-11-10,5.727
2020-11-11,5.658
2020-11-12,5.28
2020-11-13,5.715
2020-11-14,5.715
2020-11-15,5.715
2020-11-16,6.197
2020-11-17,6.268
2020-11-18,5.949
2020-11-19,6.032
2020-11-20,5.905
2020-11-21,5.905
2020-11-22,5.905
2020-11-23,6.362
2020-11-24,6.552
2020-11-25,6.402
2020-11-26,6.402
2020-11-27,6.393
2020-11-28,6.393
2020-11-29,6.393
2020-11-30,6.001
2020-12-01,6.089
2020-12-02,6.263
2020-12-03,6.327
2020-12-04,6.623
2020-12-05,6.623
2020-12-06,6.623
2020-12-07,6.515
2020-12-08,6.552
2020-12-09,6.581
2020-12-10,6.765
2020-12-11,6.623
2020-12-12,6.623
2020-12-13,6.623
2020-12-14,6.291
2020-12-15,6.521
2020-12-16,6.429
2020-12-17,6.263
2020-12-18,6.228
2020-12-19,6.228
2020-12-20,6.228
2020-12-21,6.135
2020-12-22,6.123
2020-12-23,6.376
2020-12-24,6.361
2020-12-25,6.361
2020-12-26,6.361
2020-12-27,6.361
2020-12-28,6.294
2020-12-29,6.287
2020-12-30,6.416
2020-12-31,6.384
2021-01-01,6.384
2021-01-02,6.384
2021-01-03,6.384
2021-01-04,6.29
2021-01-05,6.497
2021-01-06,6.629
2021-01-07,6.818
2021-01-08,6.665
2021-01-09,6.665
2021-01-10,6.665
2021-01-11,6.728
2021-01-12,7.035
2021-01-13,6.841
2021-01-14,16.581
2021-01-15,16.347
2021-01-16,16.347
2021-01-17,16.347
2021-01-18,16.347
2021-01-19,17.131
2021-01-20,17.161
2021-01-21,16.871
2021-01-22,17.005
2021-01-23,17.005
2021-01-24,17.005
2021-01-25,17.183
2021-01-26,16.786
2021-01-27,16.332
2021-01-28,16.641
2021-01-29,16.042
2021-01-30,16.042
2021-01-31,16.042
2021-02-01,16.15
2021-02-02,16.782
2021-02-03,14.853
2021-02-04,14.862
2021-02-05,14.963
2021-02-06,14.963
2021-02-07,14.963
2021-02-08,15.538
2021-02-09,15.346
2021-02-10,15.641
2021-02-11,15.626
2021-02-12,15.845
2021-02-13,15.845
2021-02-14,15.845
2021-02-15,15.845
2021-02-16,16.347
2021-02-17,16.484
2021-02-18,16.271
2021-02-19,16.836
2021-02-20,16.836
2021-02-21,16.836
2021-02-22,17.424
2021-02-23,17.716
2021-02-24,17.996
2021-02-25,17.494
2021-02-26,17.351
2021-02-27,17.351
2021-02-28,17.351
2021-03-01,17.821
2021-03-02,17.799
2021-03-03,17.812
2021-03-04,17.952
2021-03-05,18.209
2021-03-06,18.209
2021-03-07,18.209
2021-03-08,18.158
2021-03-09,17.748
2021-03-10,18.482
2021-03-11,18.425
2021-03-12,18.345
2021-03-13,18.345
2021-03-14,18.345
2021-03-15,18.38
2021-03-16,17.856
2021-03-17,17.856
2021-03-18,16.789
2021-03-19,17.078
2021-03-20,17.078
2021-03-21,17.078
2021-03-22,16.948
2021-03-23,16.659
2021-03-24,16.89
2021-03-25,17.116
2021-03-26,17.478
2021-03-27,17.478
2021-03-28,17.478
2021-03-29,17.005
2021-03-30,17.027
2021-03-31,16.992
2021-04-01,17.726
2021-04-02,17.726
2021-04-03,17.726
2021-04-04,17.726
2021-04-05,17.141
2021-04-06,17.053
2021-04-07,17.151
2021-04-08,16.951
2021-04-09,16.782
2021-04-10,16.782
2021-04-11,16.782
2021-04-12,16.586
2021-04-13,16.7
2021-04-14,17.113
2021-04-15,14.596
2021-04-16,14.702
2021-04-17,14.702
2021-04-18,14.702
2021-04-19,14.477
2021-04-20,14.103
2021-04-21,14.445
2021-04-22,14.106
2021-04-23,14.361
2021-04-24,14.361
2021-04-25,14.361
2021-04-26,14.434
2021-04-27,14.602
2021-04-28,15.022
2021-04-29,15.184
2021-04-30,15.079
2021-05-01,15.079
2021-05-02,15.079
2021-05-03,15.488
2021-05-04,15.526
2021-05-05,20.639
2021-05-06,20.671
2021-05-07,20.858
2021-05-08,20.858
2021-05-09,20.858
2021-05-10,20.792
2021-05-11,20.386
2021-05-12,20.5
2021-05-13,20.434
2021-05-14,20.886
2021-05-15,20.886
2021-05-16,20.886
2021-05-17,15.464
2021-05-18,15.309
2021-05-19,15.111
2021-05-20,14.085
2021-05-21,14.066
2021-05-22,14.066
2021-05-23,14.066
2021-05-24,14.335
2021-05-25,14.165
2021-05-26,14.351
2021-05-27,14.493
2021-05-28,14.587
2021-05-29,14.587
2021-05-30,14.587
2021-05-31,14.587
2021-06-01,14.753
2021-06-02,14.866
2021-06-03,14.932
2021-06-04,15.029
2021-06-05,15.029
2021-06-06,15.029
2021-06-07,14.951
2021-06-08,15.128
2021-06-09,15.015
2021-06-10,14.975
2021-06-11,14.913
2021-06-12,14.913
2021-06-13,14.913
2021-06-14,14.868
2021-06-15,15.029
2021-06-16,14.937
2021-06-17,14.389
2021-06-18,13.896
2021-06-19,13.896
2021-06-20,13.896
2021-06-21,14.41
2021-06-22,14.479
2021-06-23,14.528
2021-06-24,14.715
2021-06-25,14.764
2021-06-26,14.764
2021-06-27,14.764
2021-06-28,14.281
2021-06-29,14.181
2021-06-30,14.262
2021-07-01,14.462
2021-07-02,14.415
2021-07-03,14.415
2021-07-04,14.415
2021-07-05,14.415
2021-07-06,13.225
2021-07-07,12.996
2021-07-08,14.255
2021-07-09,14.561
2021-07-10,14.561
2021-07-11,14.561
2021-07-12,14.474
2021-07-13,14.243
2021-07-14,13.677
2021-07-15,14.527
2021-07-16,14.262
2021-07-17,14.262
2021-07-18,14.262
2021-07-19,13.625
2021-07-20,13.957
2021-07-21,14.482
2021-07-22,15.848
2021-07-23,15.86
2021-07-24,15.86
2021-07-25,15.86
2021-07-26,16.225
2021-07-27,16.13
2021-07-28,16.409
2021-07-29,16.602
2021-07-30,16.392
2021-07-31,16.392
2021-08-01,16.392
2021-08-02,16.166
2021-08-03,16.605
2021-08-04,16.142
2021-08-05,14.199
2021-08-06,14.43
2021-08-07,14.43
2021-08-08,14.43
2021-08-09,13.14
2021-08-10,13.429
2021-08-11,13.58
2021-08-12,13.672
2021-08-13,13.583
2021-08-14,13.583
2021-08-15,13.583
2021-08-16,13.406
2021-08-17,13.244
2021-08-18,13.053
2021-08-19,12.578
2021-08-20,11.024
2021-08-21,11.024
2021-08-22,11.024
2021-08-23,11.436
2021-08-24,11.666
2021-08-25,11.801
2021-08-26,10.544
2021-08-27,10.895
2021-08-28,10.895
2021-08-29,10.895
2021-08-30,10.697
2021-08-31,10.758
2021-09-01,10.392
2021-09-02,10.51
2021-09-03,10.571
2021-09-04,10.571
2021-09-05,10.571
2021-09-06,10.571
2021-09-07,10.631
2021-09-08,10.366
2021-09-09,10.392
2021-09-10,10.323
2021-09-11,10.323
2021-09-12,10.323
2021-09-13,10.639
2021-09-14,10.448
2021-09-15,11.689
2021-09-16,11.597
2021-09-17,12.012
2021-09-18,12.012
2021-09-19,12.012
2021-09-20,11.659
2021-09-21,11.804
2021-09-22,12.226
2021-09-23,12.612
2021-09-24,12.63
2021-09-25,12.63
2021-09-26,12.63
2021-09-27,12.875
2021-09-28,12.757
2021-09-29,12.638
2021-09-30,12.614
2021-10-01,12.971
2021-10-02,12.971
2021-10-03,12.971
2021-10-04,13.324
2021-10-05,13.372
2021-10-06,13.29
2021-10-07,13.425
2021-10-08,13.776
2021-10-09,13.776
2021-10-10,13.776
2021-10-11,13.649
2021-10-12,13.687
2021-10-13,13.888
2021-10-14,14.19
2021-10-15,14.216
2021-10-16,14.216
2021-10-17,14.216
2021-10-18,14.131
2021-10-19,13.904
2021-10-20,13.519
2021-10-21,13.483
2021-10-22,13.581
2021-10-23,13.581
2021-10-24,13.581
2021-10-25,13.718
2021-10-26,13.772
2021-10-27,13.306
2021-10-28,13.41
2021-10-29,13.261
2021-10-30,13.261
2021-10-31,13.261
2021-11-01,13.013
2021-11-02,12.507
2021-11-03,11.271
2021-11-04,11.252
2021-11-05,11.648
2021-11-06,11.648
2021-11-07,11.648
2021-11-08,10.496
2021-11-09,10.73
2021-11-10,10.472
2021-11-11,10.549
2021-11-12,10.517
2021-11-13,10.517
2021-11-14,10.517
2021-11-15,10.568
2021-11-16,10.455
2021-11-17,10.252
2021-11-18,10.11
2021-11-19,9.72
2021-11-20,9.72
2021-11-21,9.72
2021-11-22,9.947
2021-11-23,10.296
2021-11-24,10.409
2021-11-25,10.409
2021-11-26,9.893
2021-11-27,9.893
2021-11-28,9.893
2021-11-29,9.962
2021-11-30,9.812
2021-12-01,9.822
2021-12-02,10.492
2021-12-03,9.607
2021-12-04,9.607
2021-12-05,9.607
2021-12-06,9.793
2021-12-07,10.006
2021-12-08,9.993
2021-12-09,9.881
2021-12-10,9.935
2021-12-11,9.935
2021-12-12,9.935
2021-12-13,9.642
2021-12-14,9.742
2021-12-15,9.746
2021-12-16,9.792
2021-12-17,9.742
2021-12-18,9.742
2021-12-19,9.742
2021-12-20,9.502
2021-12-21,9.893
2021-12-22,9.843
2021-12-23,9.834
2021-12-24,9.834
2021-12-25,9.834
2021-12-26,9.834
2021-12-27,9.996
2021-12-28,10.041
2021-12-29,9.976
2021-12-30,9.895
2021-12-31,9.982
2022-01-01,9.982
2022-01-02,9.982
2022-01-03,10.909
2022-01-04,11.068
2022-01-05,11.035
2022-01-06,11.344
2022-01-07,11.471
2022-01-08,11.471
2022-01-09,11.471
2022-01-10,11.393
2022-01-11,11.755
2022-01-12,12.665
2022-01-13,12.672
2022-01-14,12.953
2022-01-15,12.953
2022-01-16,12.953
2022-01-17,12.953
2022-01-18,12.92
2022-01-19,12.712
2022-01-20,12.477
2022-01-21,12.334
2022-01-22,12.334
2022-01-23,12.334
2022-01-24,12.3
2022-01-25,12.494
2022-01-26,12.363
2022-01-27,12.523
2022-01-28,12.505
2022-01-29,12.505
2022-01-30,12.505
2022-01-31,12.497
2022-02-01,12.892
2022-02-02,13.282
2022-02-03,13.023
2022-02-04,13.397
2022-02-05,13.397
2022-02-06,13.397
2022-02-07,13.555
2022-02-08,13.463
2022-02-09,13.548
2022-02-10,13.54
2022-02-11,13.786
2022-02-12,13.786
2022-02-13,13.786
2022-02-14,13.441
2022-02-15,13.412
2022-02-16,13.352
2022-02-17,13.164
2022-02-18,13.175
2022-02-19,13.175
2022-02-20,13.175
2022-02-21,13.175
2022-02-22,12.937
2022-02-23,12.952
2022-02-24,12.737
2022-02-25,13.092
2022-02-26,13.092
2022-02-27,13.092
2022-02-28,13.32
2022-03-01,12.831
2022-03-02,13.169
2022-03-03,13.481
2022-03-04,13.544
2022-03-05,13.544
2022-03-06,13.544
2022-03-07,11.351
2022-03-08,12.289
2022-03-09,12.162
2022-03-10,12.565
2022-03-11,12.658
2022-03-12,12.658
2022-03-13,12.658
2022-03-14,13.22
2022-03-15,12.83
2022-03-16,12.909
2022-03-17,13.304
2022-03-18,13.506
2022-03-19,13.506
2022-03-20,13.506
2022-03-21,13.792
2022-03-22,13.666
2022-03-23,13.875
2022-03-24,14.035
2022-03-25,13.553
2022-03-26,13.553
2022-03-27,13.553
2022-03-28,13.51
2022-03-29,13.703
2022-03-30,13.964
2022-03-31,13.988
2022-04-01,13.876
2022-04-02,13.876
2022-04-03,13.876
2022-04-04,13.918
2022-04-05,14.155
2022-04-06,14.299
2022-04-07,14.346
2022-04-08,14.521
2022-04-09,14.521
2022-04-10,14.521
2022-04-11,14.184
2022-04-12,14.337
2022-04-13,14.362
2022-04-14,14.102
2022-04-15,14.102
2022-04-16,14.102
2022-04-17,14.102
2022-04-18,13.498
2022-04-19,13.548
2022-04-20,13.628
2022-04-21,13.293
2022-04-22,13.229
2022-04-23,13.229
2022-04-24,13.229
2022-04-25,13.449
2022-04-26,13.642
2022-04-27,13.992
2022-04-28,14.383
2022-04-29,13.993
2022-04-30,13.993
2022-05-01,13.993
2022-05-02,14.292
2022-05-03,14.218
2022-05-04,14.329
2022-05-05,13.995
2022-05-06,14.265
2022-05-07,14.265
2022-05-08,14.265
2022-05-09,13.513
2022-05-10,13.641
2022-05-11,13.677
2022-05-12,13.793
2022-05-13,14.26
2022-05-14,14.26
2022-05-15,14.26
2022-05-16,14.011
2022-05-17,14.146
2022-05-18,13.952
2022-05-19,13.886
2022-05-20,14.002
2022-05-21,14.002
2022-05-22,14.002
2022-05-23,13.89
2022-05-24,13.946
2022-05-25,14.192
2022-05-26,14.258
2022-05-27,14.634
2022-05-28,14.634
2022-05-29,14.634
2022-05-30,14.634
2022-05-31,14.889
2022-06-01,15.199
2022-06-02,14.368
2022-06-03,14.554
2022-06-04,14.554
2022-06-05,14.554
2022-06-06,15.073
2022-06-07,15.302
2022-06-08,15.197
2022-06-09,14.994
2022-06-10,14.587
2022-06-11,14.587
2022-06-12,14.587
2022-06-13,12.606
2022-06-14,12.668
2022-06-15,12.203
2022-06-16,11.349
2022-06-17,10.77
2022-06-18,10.77
2022-06-19,10.77
2022-06-20,10.77
2022-06-21,11.272
2022-06-22,10.989
2022-06-23,10.442
2022-06-24,10.572
2022-06-25,10.572
2022-06-26,10.572
2022-06-27,10.85
2022-06-28,10.943
2022-06-29,10.424
2022-06-30,10.143
2022-07-01,10.424
2022-07-02,10.424
2022-07-03,10.424
2022-07-04,10.424
2022-07-05,10.085
2022-07-06,9.786
2022-07-07,10.2
2022-07-08,10.394
2022-07-09,10.394
2022-07-10,10.394
2022-07-11,10.437
2022-07-12,10.327
2022-07-13,10.166
2022-07-14,10.01
2022-07-15,10.474
2022-07-16,10.474
2022-07-17,10.474
2022-07-18,10.481
2022-07-19,10.803
2022-07-20,10.919
2022-07-21,10.678
2022-07-22,10.488
2022-07-23,10.488
2022-07-24,10.488
2022-07-25,10.874
2022-07-26,10.771
2022-07-27,11.019
2022-07-28,10.971
2022-07-29,11.224
2022-07-30,11.224
2022-07-31,11.224
2022-08-01,11.06
2022-08-02,11.459
2022-08-03,11.177
2022-08-04,10.874
2022-08-05,10.88
2022-08-06,10.88
2022-08-07,10.88
2022-08-08,10.901
2022-08-09,11.437
2022-08-10,11.417
2022-08-11,11.497
2022-08-12,11.587
2022-08-13,11.587
2022-08-14,11.587
2022-08-15,11.387
2022-08-16,11.56
2022-08-17,11.795
2022-08-18,12.055
2022-08-19,12.014
2022-08-20,12.014
2022-08-21,12.014
2022-08-22,12.011
2022-08-23,12.378
2022-08-24,12.532
2022-08-25,12.674
2022-08-26,12.182
2022-08-27,12.182
2022-08-28,12.182
2022-08-29,12.259
2022-08-30,11.526
2022-08-31,11.452
2022-09-01,10.998
2022-09-02,11.268
2022-09-03,11.268
2022-09-04,11.268
2022-09-05,11.268
2022-09-06,11.192
2022-09-07,11.178
2022-09-08,11.19
2022-09-09,11.368
2022-09-10,11.368
2022-09-11,11.368
2022-09-12,11.297
2022-09-13,11.038
2022-09-14,11.114
2022-09-15,10.868
2022-09-16,10.812
2022-09-17,10.812
2022-09-18,10.812
2022-09-19,10.886
2022-09-20,10.988
2022-09-21,10.737
2022-09-22,10.885
2022-09-23,10.372
2022-09-24,10.372
2022-09-25,10.372
2022-09-26,10.155
2022-09-27,10.53
2022-09-28,11.351
2022-09-29,11.527
2022-09-30,11.6
2022-10-01,11.6
2022-10-02,11.6
2022-10-03,12.004
2022-10-04,12.58
2022-10-05,12.564
2022-10-06,12.36
2022-10-07,12.199
2022-10-08,12.199
2022-10-09,12.199
2022-10-10,12.047
2022-10-11,11.748
2022-10-12,12.246
2022-10-13,12.725
2022-10-14,12.128
2022-10-15,12.128
2022-10-16,12.128
2022-10-17,12.166
2022-10-18,12.345
2022-10-19,12.427
2022-10-20,12.481
2022-10-21,12.644
2022-10-22,12.644
2022-10-23,12.644
2022-10-24,12.653
2022-10-25,12.651
2022-10-26,12.841
2022-10-27,12.901
2022-10-28,12.892
2022-10-29,12.892
2022-10-30,12.892
2022-10-31,13.114
2022-11-01,13.758
2022-11-02,12.503
2022-11-03,12.881
2022-11-04,12.821
2022-11-05,12.821
2022-11-06,12.821
2022-11-07,13.022
2022-11-08,12.673
2022-11-09,12.328
2022-11-10,12.681
2022-11-11,12.957
2022-11-12,12.957
2022-11-13,12.957
2022-11-14,12.882
2022-11-15,12.756
2022-11-16,12.741
2022-11-17,12.318
2022-11-18,12.398
2022-11-19,12.398
2022-11-20,12.398
2022-11-21,12.137
2022-11-22,12.772
2022-11-23,12.671
2022-11-24,12.671
2022-11-25,12.631
2022-11-26,12.631
2022-11-27,12.631
2022-11-28,12.035
2022-11-29,12.188
2022-11-30,12.024
2022-12-01,11.868
2022-12-02,11.671
2022-12-03,11.671
2022-12-04,11.671
2022-12-05,10.452
2022-12-06,10.158
2022-12-07,10.131
2022-12-08,10.112
2022-12-09,10.004
2022-12-10,10.004
2022-12-11,10.004
2022-12-12,10.414
2022-12-13,10.406
2022-12-14,10.389
2022-12-15,10.022
2022-12-16,9.92
2022-12-17,9.92
2022-12-18,9.92
2022-12-19,10.04
2022-12-20,10.215
2022-12-21,10.354
2022-12-22,10.092
2022-12-23,10.406
2022-12-24,10.406
2022-12-25,10.406
2022-12-26,10.406
2022-12-27,10.613
2022-12-28,10.404
2022-12-29,10.554
2022-12-30,10.574
2022-12-31,10.574
2023-01-01,10.574
2023-01-02,10.574
2023-01-03,10.077
2023-01-04,10.061
2023-01-05,10.505
2023-01-06,10.774
2023-01-07,10.774
2023-01-08,10.774
2023-01-09,10.486
2023-01-10,10.157
2023-01-11,10.252
2023-01-12,10.134
2023-01-13,10.299
2023-01-14,10.299
2023-01-15,10.299
2023-01-16,10.299
2023-01-17,9.986
2023-01-18,10.021
2023-01-19,10.179
2023-01-20,10.289
2023-01-21,10.289
2023-01-22,10.289
2023-01-23,10.384
2023-01-24,10.656
2023-01-25,10.623
2023-01-26,11.077
2023-01-27,10.872
2023-01-28,10.872
2023-01-29,10.872
2023-01-30,10.569
2023-01-31,10.035
2023-02-01,9.656
2023-02-02,9.415
2023-02-03,9.282
2023-02-04,9.282
2023-02-05,9.282
2023-02-06,9.177
2023-02-07,9.636
2023-02-08,9.583
2023-02-09,9.518
2023-02-10,9.995
2023-02-11,9.995
2023-02-12,9.995
2023-02-13,9.969
2023-02-14,10.034
2023-02-15,9.972
2023-02-16,10.052
2023-02-17,9.733
2023-02-18,9.733
2023-02-19,9.733
2023-02-20,9.733
2023-02-21,9.779
2023-02-22,9.756
2023-02-23,9.973
2023-02-24,9.926
2023-02-25,9.926
2023-02-26,9.926
2023-02-27,9.98
2023-02-28,9.745
2023-03-01,10.186
2023-03-02,9.984
2023-03-03,9.989
2023-03-04,9.989
2023-03-05,9.989
2023-03-06,9.894
2023-03-07,9.502
2023-03-08,9.331
2023-03-09,9.395
2023-03-10,9.408
2023-03-11,9.408
2023-03-12,9.408
2023-03-13,9.059
2023-03-14,9.351
2023-03-15,8.979
2023-03-16,9.336
2023-03-17,9.225
2023-03-18,9.225
2023-03-19,9.225
2023-03-20,9.418
2023-03-21,9.57
2023-03-22,9.472
2023-03-23,9.41
2023-03-24,9.302
2023-03-25,9.302
2023-03-26,9.302
2023-03-27,9.629
2023-03-28,9.753
2023-03-29,9.82
2023-03-30,9.81
2023-03-31,9.875
2023-04-01,9.875
2023-04-02,9.875
2023-04-03,9.934
2023-04-04,9.215
2023-04-05,9.585
2023-04-06,9.294
2023-04-07,9.294
2023-04-08,9.294
2023-04-09,9.294
2023-04-10,9.471
2023-04-11,9.54
2023-04-12,9.598
2023-04-13,9.581
2023-04-14,9.743
2023-04-15,9.743
2023-04-16,9.743
2023-04-17,9.674
2023-04-18,9.588
2023-04-19,9.332
2023-04-20,9.28
2023-04-21,9.121
2023-04-22,9.121
2023-04-23,9.121
2023-04-24,9.192
2023-04-25,8.948
2023-04-26,8.903
2023-04-27,8.823
2023-04-28,8.864
2023-04-29,8.864
2023-04-30,8.864
2023-05-01,9.009
2023-05-02,8.658
2023-05-03,8.312
2023-05-04,7.933
2023-05-05,8.072
2023-05-06,8.072
2023-05-07,8.072
2023-05-08,8.613
2023-05-09,8.79
2023-05-10,8.852
2023-05-11,8.723
2023-05-12,8.707
2023-05-13,8.707
2023-05-14,8.707
2023-05-15,8.718
2023-05-16,8.48
2023-05-17,8.704
2023-05-18,8.731
2023-05-19,8.679
2023-05-20,8.679
2023-05-21,8.679
2023-05-22,8.572
2023-05-23,8.517
2023-05-24,8.565
2023-05-25,8.414
2023-05-26,8.502
2023-05-27,8.502
2023-05-28,8.502
2023-05-29,8.502
2023-05-30,8.423
2023-05-31,8.198
2023-06-01,8.273
2023-06-02,8.536
2023-06-03,8.536
2023-06-04,8.536
2023-06-05,8.519
2023-06-06,8.617
2023-06-07,9.057
2023-06-08,8.918
2023-06-09,8.964
2023-06-10,8.964
2023-06-11,8.964
2023-06-12,8.984
2023-06-13,8.994
2023-06-14,8.925
2023-06-15,9.1
2023-06-16,9.057
2023-06-17,9.057
2023-06-18,9.057
2023-06-19,9.057
2023-06-20,8.861
2023-06-21,8.945
2023-06-22,8.899
2023-06-23,8.917
2023-06-24,8.917
2023-06-25,8.917
2023-06-26,9.028
