,AXP US Equity
2020-03-31,7.46
2020-04-01,6.783
2020-04-02,6.718
2020-04-03,6.449
2020-04-04,6.449
2020-04-05,6.449
2020-04-06,7.349
2020-04-07,7.675
2020-04-08,8.069
2020-04-09,8.309
2020-04-10,8.309
2020-04-11,8.309
2020-04-12,8.309
2020-04-13,7.916
2020-04-14,7.746
2020-04-15,7.342
2020-04-16,7.129
2020-04-17,7.658
2020-04-18,7.658
2020-04-19,7.658
2020-04-20,7.362
2020-04-21,7.144
2020-04-22,7.233
2020-04-23,7.226
2020-04-24,7.288
2020-04-25,7.288
2020-04-26,7.288
2020-04-27,7.454
2020-04-28,7.728
2020-04-29,8.423
2020-04-30,7.996
2020-05-01,7.739
2020-05-02,7.739
2020-05-03,7.739
2020-05-04,7.569
2020-05-05,7.601
2020-05-06,7.361
2020-05-07,7.6
2020-05-08,7.843
2020-05-09,7.843
2020-05-10,7.843
2020-05-11,7.477
2020-05-12,7.285
2020-05-13,6.838
2020-05-14,7.344
2020-05-15,7.205
2020-05-16,7.205
2020-05-17,7.205
2020-05-18,7.747
2020-05-19,7.647
2020-05-20,7.951
2020-05-21,7.872
2020-05-22,7.828
2020-05-23,7.828
2020-05-24,7.828
2020-05-25,7.828
2020-05-26,8.265
2020-05-27,8.871
2020-05-28,8.593
2020-05-29,8.331
2020-05-30,8.331
2020-05-31,8.331
2020-06-01,8.478
2020-06-02,8.681
2020-06-03,9.236
2020-06-04,9.336
2020-06-05,9.616
2020-06-06,9.616
2020-06-07,9.616
2020-06-08,9.961
2020-06-09,9.68
2020-06-10,9.303
2020-06-11,8.64
2020-06-12,8.91
2020-06-13,8.91
2020-06-14,8.91
2020-06-15,9.109
2020-06-16,9.255
2020-06-17,9.11
2020-06-18,8.952
2020-06-19,8.845
2020-06-20,8.845
2020-06-21,8.845
2020-06-22,8.714
2020-06-23,8.712
2020-06-24,8.367
2020-06-25,8.574
2020-06-26,8.186
2020-06-27,8.186
2020-06-28,8.186
2020-06-29,8.283
2020-06-30,8.342
2020-07-01,8.279
2020-07-02,8.304
2020-07-03,8.304
2020-07-04,8.304
2020-07-05,8.304
2020-07-06,8.502
2020-07-07,8.187
2020-07-08,8.178
2020-07-09,7.973
2020-07-10,8.207
2020-07-11,8.207
2020-07-12,8.207
2020-07-13,8.236
2020-07-14,8.348
2020-07-15,8.57
2020-07-16,8.479
2020-07-17,8.378
2020-07-18,8.378
2020-07-19,8.378
2020-07-20,8.275
2020-07-21,8.48
2020-07-22,8.498
2020-07-23,8.51
2020-07-24,8.392
2020-07-25,8.392
2020-07-26,8.392
2020-07-27,8.432
2020-07-28,8.311
2020-07-29,8.511
2020-07-30,8.332
2020-07-31,8.215
2020-08-01,8.215
2020-08-02,8.215
2020-08-03,8.234
2020-08-04,8.203
2020-08-05,8.397
2020-08-06,8.444
2020-08-07,8.729
2020-08-08,8.729
2020-08-09,8.729
2020-08-10,8.945
2020-08-11,9.09
2020-08-12,8.951
2020-08-13,8.84
2020-08-14,8.839
2020-08-15,8.839
2020-08-16,8.839
2020-08-17,8.587
2020-08-18,8.51
2020-08-19,8.529
2020-08-20,8.514
2020-08-21,8.464
2020-08-22,8.464
2020-08-23,8.464
2020-08-24,8.744
2020-08-25,8.719
2020-08-26,8.662
2020-08-27,8.937
2020-08-28,9.026
2020-08-29,9.026
2020-08-30,9.026
2020-08-31,8.943
2020-09-01,9.02
2020-09-02,9.19
2020-09-03,9.195
2020-09-04,9.302
2020-09-05,9.302
2020-09-06,9.302
2020-09-07,9.302
2020-09-08,9.126
2020-09-09,9.135
2020-09-10,9.046
2020-09-11,9.098
2020-09-12,9.098
2020-09-13,9.098
2020-09-14,9.443
2020-09-15,9.391
2020-09-16,9.329
2020-09-17,9.213
2020-09-18,9.105
2020-09-19,9.105
2020-09-20,9.105
2020-09-21,8.642
2020-09-22,8.669
2020-09-23,8.412
2020-09-24,8.402
2020-09-25,8.473
2020-09-26,8.473
2020-09-27,8.473
2020-09-28,8.699
2020-09-29,8.605
2020-09-30,8.825
2020-10-01,8.92
2020-10-02,8.944
2020-10-03,8.944
2020-10-04,8.944
2020-10-05,9.145
2020-10-06,8.958
2020-10-07,9.1
2020-10-08,9.375
2020-10-09,9.4
2020-10-10,9.4
2020-10-11,9.4
2020-10-12,9.424
2020-10-13,9.282
2020-10-14,9.265
2020-10-15,9.231
2020-10-16,9.273
2020-10-17,9.273
2020-10-18,9.273
2020-10-19,9.058
2020-10-20,9.117
2020-10-21,8.966
2020-10-22,9.263
2020-10-23,8.926
2020-10-24,8.926
2020-10-25,8.926
2020-10-26,8.564
2020-10-27,8.391
2020-10-28,8.097
2020-10-29,8.05
2020-10-30,8.065
2020-10-31,8.065
2020-11-01,8.065
2020-11-02,8.256
2020-11-03,8.511
2020-11-04,8.521
2020-11-05,8.672
2020-11-06,8.547
2020-11-07,8.547
2020-11-08,8.547
2020-11-09,10.375
2020-11-10,10.249
2020-11-11,9.822
2020-11-12,9.821
2020-11-13,10.164
2020-11-14,10.164
2020-11-15,10.164
2020-11-16,10.49
2020-11-17,10.296
2020-11-18,10.098
2020-11-19,10.089
2020-11-20,9.951
2020-11-21,9.951
2020-11-22,9.951
2020-11-23,10.262
2020-11-24,10.642
2020-11-25,10.659
2020-11-26,10.659
2020-11-27,10.659
2020-11-28,10.659
2020-11-29,10.659
2020-11-30,10.483
2020-12-01,10.601
2020-12-02,10.813
2020-12-03,10.883
2020-12-04,11.053
2020-12-05,11.053
2020-12-06,11.053
2020-12-07,10.956
2020-12-08,10.918
2020-12-09,10.757
2020-12-10,10.77
2020-12-11,10.628
2020-12-12,10.628
2020-12-13,10.628
2020-12-14,10.374
2020-12-15,10.528
2020-12-16,10.519
2020-12-17,10.517
2020-12-18,10.387
2020-12-19,10.387
2020-12-20,10.387
2020-12-21,10.29
2020-12-22,10.126
2020-12-23,10.338
2020-12-24,10.373
2020-12-25,10.373
2020-12-26,10.373
2020-12-27,10.373
2020-12-28,10.462
2020-12-29,10.443
2020-12-30,10.557
2020-12-31,10.688
2021-01-01,10.688
2021-01-02,10.688
2021-01-03,10.688
2021-01-04,10.434
2021-01-05,10.49
2021-01-06,10.878
2021-01-07,10.792
2021-01-08,10.802
2021-01-09,10.802
2021-01-10,10.802
2021-01-11,10.739
2021-01-12,10.788
2021-01-13,10.857
2021-01-14,10.98
2021-01-15,10.835
2021-01-16,10.835
2021-01-17,10.835
2021-01-18,10.835
2021-01-19,11.243
2021-01-20,11.438
2021-01-21,11.304
2021-01-22,11.189
2021-01-23,11.189
2021-01-24,11.189
2021-01-25,10.747
2021-01-26,10.303
2021-01-27,10.12
2021-01-28,10.553
2021-01-29,10.313
2021-01-30,10.313
2021-01-31,10.313
2021-02-01,10.381
2021-02-02,10.707
2021-02-03,10.684
2021-02-04,11.079
2021-02-05,11.202
2021-02-06,11.202
2021-02-07,11.202
2021-02-08,12.718
2021-02-09,12.588
2021-02-10,12.742
2021-02-11,12.75
2021-02-12,12.88
2021-02-13,12.88
2021-02-14,12.88
2021-02-15,12.88
2021-02-16,12.985
2021-02-17,12.775
2021-02-18,12.768
2021-02-19,13.088
2021-02-20,13.088
2021-02-21,13.088
2021-02-22,13.509
2021-02-23,13.607
2021-02-24,13.9
2021-02-25,13.621
2021-02-26,13.44
2021-02-27,13.44
2021-02-28,13.44
2021-03-01,13.783
2021-03-02,13.837
2021-03-03,14.169
2021-03-04,14.178
2021-03-05,14.64
2021-03-06,14.64
2021-03-07,14.64
2021-03-08,14.932
2021-03-09,14.418
2021-03-10,14.582
2021-03-11,14.681
2021-03-12,14.76
2021-03-13,14.76
2021-03-14,14.76
2021-03-15,14.606
2021-03-16,14.239
2021-03-17,14.376
2021-03-18,14.168
2021-03-19,13.982
2021-03-20,13.982
2021-03-21,13.982
2021-03-22,12.414
2021-03-23,12.071
2021-03-24,12.278
2021-03-25,12.621
2021-03-26,12.749
2021-03-27,12.749
2021-03-28,12.749
2021-03-29,12.629
2021-03-30,12.728
2021-03-31,12.584
2021-04-01,12.863
2021-04-02,12.863
2021-04-03,12.863
2021-04-04,12.863
2021-04-05,12.995
2021-04-06,13.003
2021-04-07,13.09
2021-04-08,13.082
2021-04-09,13.148
2021-04-10,13.148
2021-04-11,13.148
2021-04-12,13.129
2021-04-13,12.989
2021-04-14,13.116
2021-04-15,13.215
2021-04-16,13.345
2021-04-17,13.345
2021-04-18,13.345
2021-04-19,13.216
2021-04-20,12.91
2021-04-21,13.095
2021-04-22,13.093
2021-04-23,12.841
2021-04-24,12.841
2021-04-25,12.841
2021-04-26,12.628
2021-04-27,12.63
2021-04-28,12.813
2021-04-29,12.989
2021-04-30,12.881
2021-05-01,12.881
2021-05-02,12.881
2021-05-03,13.003
2021-05-04,12.98
2021-05-05,13.136
2021-05-06,13.178
2021-05-07,13.354
2021-05-08,13.354
2021-05-09,13.354
2021-05-10,13.329
2021-05-11,12.972
2021-05-12,12.793
2021-05-13,12.942
2021-05-14,13.2
2021-05-15,13.2
2021-05-16,13.2
2021-05-17,13.176
2021-05-18,13.019
2021-05-19,12.997
2021-05-20,13.064
2021-05-21,13.177
2021-05-22,13.177
2021-05-23,13.177
2021-05-24,13.325
2021-05-25,13.272
2021-05-26,13.32
2021-05-27,13.418
2021-05-28,13.451
2021-05-29,13.451
2021-05-30,13.451
2021-05-31,13.451
2021-06-01,13.755
2021-06-02,13.786
2021-06-03,13.819
2021-06-04,13.86
2021-06-05,13.86
2021-06-06,13.86
2021-06-07,13.937
2021-06-08,13.986
2021-06-09,13.783
2021-06-10,13.627
2021-06-11,13.818
2021-06-12,13.818
2021-06-13,13.818
2021-06-14,13.76
2021-06-15,13.966
2021-06-16,13.833
2021-06-17,13.619
2021-06-18,13.286
2021-06-19,13.286
2021-06-20,13.286
2021-06-21,13.851
2021-06-22,13.818
2021-06-23,13.945
2021-06-24,14.129
2021-06-25,14.233
2021-06-26,14.233
2021-06-27,14.233
2021-06-28,13.841
2021-06-29,13.797
2021-06-30,13.879
2021-07-01,14.059
2021-07-02,14.191
2021-07-03,14.191
2021-07-04,14.191
2021-07-05,14.191
2021-07-06,13.375
2021-07-07,13.487
2021-07-08,13.212
2021-07-09,13.562
2021-07-10,13.562
2021-07-11,13.562
2021-07-12,13.693
2021-07-13,13.616
2021-07-14,13.608
2021-07-15,13.634
2021-07-16,13.41
2021-07-17,13.41
2021-07-18,13.41
2021-07-19,12.842
2021-07-20,13.32
2021-07-21,13.607
2021-07-22,13.48
2021-07-23,13.66
2021-07-24,13.66
2021-07-25,13.66
2021-07-26,14.669
2021-07-27,14.697
2021-07-28,14.449
2021-07-29,14.613
2021-07-30,14.492
2021-07-31,14.492
2021-08-01,14.492
2021-08-02,14.385
2021-08-03,14.365
2021-08-04,14.282
2021-08-05,14.415
2021-08-06,14.562
2021-08-07,14.562
2021-08-08,14.562
2021-08-09,14.513
2021-08-10,14.403
2021-08-11,14.504
2021-08-12,14.321
2021-08-13,14.114
2021-08-14,14.114
2021-08-15,14.114
2021-08-16,14.086
2021-08-17,13.992
2021-08-18,13.778
2021-08-19,13.515
2021-08-20,13.576
2021-08-21,13.576
2021-08-22,13.576
2021-08-23,13.635
2021-08-24,13.699
2021-08-25,14.122
2021-08-26,14.065
2021-08-27,14.332
2021-08-28,14.332
2021-08-29,14.332
2021-08-30,13.959
2021-08-31,14.104
2021-09-01,13.974
2021-09-02,13.771
2021-09-03,13.538
2021-09-04,13.538
2021-09-05,13.538
2021-09-06,13.538
2021-09-07,13.573
2021-09-08,13.506
2021-09-09,13.545
2021-09-10,13.488
2021-09-11,13.488
2021-09-12,13.488
2021-09-13,13.72
2021-09-14,13.553
2021-09-15,13.711
2021-09-16,13.821
2021-09-17,13.93
2021-09-18,13.93
2021-09-19,13.93
2021-09-20,13.645
2021-09-21,13.875
2021-09-22,14.234
2021-09-23,14.732
2021-09-24,14.933
2021-09-25,14.933
2021-09-26,14.933
2021-09-27,15.022
2021-09-28,14.714
2021-09-29,14.578
2021-09-30,14.237
2021-10-01,14.782
2021-10-02,14.782
2021-10-03,14.782
2021-10-04,14.673
2021-10-05,14.851
2021-10-06,14.736
2021-10-07,14.848
2021-10-08,14.921
2021-10-09,14.921
2021-10-10,14.921
2021-10-11,14.778
2021-10-12,14.901
2021-10-13,14.374
2021-10-14,14.611
2021-10-15,14.978
2021-10-16,14.978
2021-10-17,14.978
2021-10-18,15.064
2021-10-19,15.106
2021-10-20,15.301
2021-10-21,15.119
2021-10-22,15.938
2021-10-23,15.938
2021-10-24,15.938
2021-10-25,15.272
2021-10-26,15.158
2021-10-27,14.913
2021-10-28,14.627
2021-10-29,14.557
2021-10-30,14.557
2021-10-31,14.557
2021-11-01,14.593
2021-11-02,14.506
2021-11-03,14.459
2021-11-04,14.452
2021-11-05,14.801
2021-11-06,14.801
2021-11-07,14.801
2021-11-08,15.082
2021-11-09,15.066
2021-11-10,15.195
2021-11-11,15.187
2021-11-12,15.237
2021-11-13,15.237
2021-11-14,15.237
2021-11-15,15.34
2021-11-16,15.155
2021-11-17,15.046
2021-11-18,14.761
2021-11-19,14.537
2021-11-20,14.537
2021-11-21,14.537
2021-11-22,14.316
2021-11-23,14.312
2021-11-24,14.375
2021-11-25,14.375
2021-11-26,13.136
2021-11-27,13.136
2021-11-28,13.136
2021-11-29,13.224
2021-11-30,12.758
2021-12-01,12.57
2021-12-02,13.132
2021-12-03,13.063
2021-12-04,13.063
2021-12-05,13.063
2021-12-06,13.46
2021-12-07,13.985
2021-12-08,14.151
2021-12-09,14.075
2021-12-10,13.992
2021-12-11,13.992
2021-12-12,13.992
2021-12-13,13.679
2021-12-14,13.642
2021-12-15,13.591
2021-12-16,13.654
2021-12-17,13.404
2021-12-18,13.404
2021-12-19,13.404
2021-12-20,13.059
2021-12-21,13.479
2021-12-22,13.61
2021-12-23,13.754
2021-12-24,13.754
2021-12-25,13.754
2021-12-26,13.754
2021-12-27,13.771
2021-12-28,13.772
2021-12-29,13.724
2021-12-30,13.751
2021-12-31,13.704
2022-01-01,13.704
2022-01-02,13.704
2022-01-03,14.091
2022-01-04,14.543
2022-01-05,14.388
2022-01-06,14.52
2022-01-07,14.644
2022-01-08,14.644
2022-01-09,14.644
2022-01-10,14.59
2022-01-11,13.969
2022-01-12,13.897
2022-01-13,13.803
2022-01-14,13.413
2022-01-15,13.413
2022-01-16,13.413
2022-01-17,13.413
2022-01-18,13.236
2022-01-19,12.855
2022-01-20,12.817
2022-01-21,12.644
2022-01-22,12.644
2022-01-23,12.644
2022-01-24,12.659
2022-01-25,13.688
2022-01-26,13.418
2022-01-27,13.098
2022-01-28,13.491
2022-01-29,13.491
2022-01-30,13.491
2022-01-31,13.701
2022-02-01,13.985
2022-02-02,13.891
2022-02-03,13.882
2022-02-04,14.018
2022-02-05,14.018
2022-02-06,14.018
2022-02-07,14.171
2022-02-08,14.633
2022-02-09,14.814
2022-02-10,14.747
2022-02-11,14.468
2022-02-12,14.468
2022-02-13,14.468
2022-02-14,14.493
2022-02-15,14.917
2022-02-16,14.948
2022-02-17,14.747
2022-02-18,14.685
2022-02-19,14.685
2022-02-20,14.685
2022-02-21,14.685
2022-02-22,14.49
2022-02-23,14.227
2022-02-24,14.172
2022-02-25,14.575
2022-02-26,14.575
2022-02-27,14.575
2022-02-28,14.637
2022-03-01,13.395
2022-03-02,13.565
2022-03-03,13.533
2022-03-04,13.011
2022-03-05,13.011
2022-03-06,13.011
2022-03-07,11.971
2022-03-08,12.04
2022-03-09,12.687
2022-03-10,12.759
2022-03-11,12.631
2022-03-12,12.631
2022-03-13,12.631
2022-03-14,12.999
2022-03-15,13.243
2022-03-16,13.587
2022-03-17,14.061
2022-03-18,14.378
2022-03-19,14.378
2022-03-20,14.378
2022-03-21,14.255
2022-03-22,14.424
2022-03-23,14.024
2022-03-24,14.24
2022-03-25,14.345
2022-03-26,14.345
2022-03-27,14.345
2022-03-28,14.349
2022-03-29,14.443
2022-03-30,14.354
2022-03-31,14.145
2022-04-01,14.143
2022-04-02,14.143
2022-04-03,14.143
2022-04-04,14.18
2022-04-05,14.01
2022-04-06,13.882
2022-04-07,13.78
2022-04-08,13.879
2022-04-09,13.879
2022-04-10,13.879
2022-04-11,13.372
2022-04-12,13.219
2022-04-13,13.52
2022-04-14,13.639
2022-04-15,13.639
2022-04-16,13.639
2022-04-17,13.639
2022-04-18,13.879
2022-04-19,14.081
2022-04-20,14.178
2022-04-21,13.974
2022-04-22,13.635
2022-04-23,13.635
2022-04-24,13.635
2022-04-25,13.933
2022-04-26,13.574
2022-04-27,13.509
2022-04-28,13.84
2022-04-29,13.287
2022-04-30,13.287
2022-05-01,13.287
2022-05-02,13.052
2022-05-03,13.089
2022-05-04,13.523
2022-05-05,13.006
2022-05-06,12.712
2022-05-07,12.712
2022-05-08,12.712
2022-05-09,12.246
2022-05-10,12.307
2022-05-11,12.544
2022-05-12,12.062
2022-05-13,12.494
2022-05-14,12.494
2022-05-15,12.494
2022-05-16,12.311
2022-05-17,12.705
2022-05-18,12.253
2022-05-19,12.088
2022-05-20,12.029
2022-05-21,12.029
2022-05-22,12.029
2022-05-23,12.411
2022-05-24,12.145
2022-05-25,12.526
2022-05-26,12.987
2022-05-27,13.319
2022-05-28,13.319
2022-05-29,13.319
2022-05-30,13.319
2022-05-31,13.258
2022-06-01,13.018
2022-06-02,13.283
2022-06-03,13.102
2022-06-04,13.102
2022-06-05,13.102
2022-06-06,13.117
2022-06-07,13.248
2022-06-08,13.034
2022-06-09,12.642
2022-06-10,12.127
2022-06-11,12.127
2022-06-12,12.127
2022-06-13,11.489
2022-06-14,11.356
2022-06-15,11.483
2022-06-16,10.796
2022-06-17,11.32
2022-06-18,11.32
2022-06-19,11.32
2022-06-20,11.32
2022-06-21,11.363
2022-06-22,11.334
2022-06-23,11.119
2022-06-24,11.472
2022-06-25,11.472
2022-06-26,11.472
2022-06-27,11.326
2022-06-28,11.161
2022-06-29,10.948
2022-06-30,10.922
2022-07-01,11.062
2022-07-02,11.062
2022-07-03,11.062
2022-07-04,11.062
2022-07-05,11.008
2022-07-06,10.89
2022-07-07,11.117
2022-07-08,11.175
2022-07-09,11.175
2022-07-10,11.175
2022-07-11,11.127
2022-07-12,11.084
2022-07-13,11.102
2022-07-14,10.845
2022-07-15,11.349
2022-07-16,11.349
2022-07-17,11.349
2022-07-18,11.384
2022-07-19,11.82
2022-07-20,11.912
2022-07-21,12.012
2022-07-22,12.213
2022-07-23,12.213
2022-07-24,12.213
2022-07-25,12.222
2022-07-26,11.84
2022-07-27,11.983
2022-07-28,12.023
2022-07-29,12.172
2022-07-30,12.172
2022-07-31,12.172
2022-08-01,12.117
2022-08-02,11.985
2022-08-03,12.288
2022-08-04,12.402
2022-08-05,12.347
2022-08-06,12.347
2022-08-07,12.347
2022-08-08,12.329
2022-08-09,12.448
2022-08-10,12.734
2022-08-11,12.777
2022-08-12,13.0
2022-08-13,13.0
2022-08-14,13.0
2022-08-15,12.993
2022-08-16,12.981
2022-08-17,12.867
2022-08-18,12.926
2022-08-19,12.737
2022-08-20,12.737
2022-08-21,12.737
2022-08-22,12.38
2022-08-23,12.351
2022-08-24,12.492
2022-08-25,12.736
2022-08-26,12.35
2022-08-27,12.35
2022-08-28,12.35
2022-08-29,12.132
2022-08-30,12.141
2022-08-31,11.933
2022-09-01,11.777
2022-09-02,11.674
2022-09-03,11.674
2022-09-04,11.674
2022-09-05,11.674
2022-09-06,11.581
2022-09-07,11.865
2022-09-08,11.964
2022-09-09,12.348
2022-09-10,12.348
2022-09-11,12.348
2022-09-12,12.66
2022-09-13,12.107
2022-09-14,12.181
2022-09-15,12.168
2022-09-16,11.929
2022-09-17,11.929
2022-09-18,11.929
2022-09-19,12.107
2022-09-20,11.96
2022-09-21,11.589
2022-09-22,11.146
2022-09-23,10.91
2022-09-24,10.91
2022-09-25,10.91
2022-09-26,10.691
2022-09-27,10.686
2022-09-28,10.925
2022-09-29,10.709
2022-09-30,10.486
2022-10-01,10.486
2022-10-02,10.486
2022-10-03,10.879
2022-10-04,11.302
2022-10-05,11.227
2022-10-06,11.072
2022-10-07,10.818
2022-10-08,10.818
2022-10-09,10.818
2022-10-10,10.698
2022-10-11,10.685
2022-10-12,10.653
2022-10-13,11.07
2022-10-14,10.876
2022-10-15,10.876
2022-10-16,10.876
2022-10-17,11.27
2022-10-18,11.624
2022-10-19,11.464
2022-10-20,11.34
2022-10-21,11.056
2022-10-22,11.056
2022-10-23,11.056
2022-10-24,11.28
2022-10-25,11.709
2022-10-26,11.697
2022-10-27,11.704
2022-10-28,11.981
2022-10-29,11.981
2022-10-30,11.981
2022-10-31,11.822
2022-11-01,11.713
2022-11-02,11.476
2022-11-03,11.141
2022-11-04,11.574
2022-11-05,11.574
2022-11-06,11.574
2022-11-07,11.755
2022-11-08,12.014
2022-11-09,11.667
2022-11-10,12.378
2022-11-11,12.389
2022-11-12,12.389
2022-11-13,12.389
2022-11-14,12.337
2022-11-15,12.317
2022-11-16,12.215
2022-11-17,12.06
2022-11-18,12.209
2022-11-19,12.209
2022-11-20,12.209
2022-11-21,12.234
2022-11-22,12.436
2022-11-23,12.383
2022-11-24,12.383
2022-11-25,12.401
2022-11-26,12.401
2022-11-27,12.401
2022-11-28,12.137
2022-11-29,12.427
2022-11-30,12.682
2022-12-01,12.753
2022-12-02,12.693
2022-12-03,12.693
2022-12-04,12.693
2022-12-05,12.638
2022-12-06,12.486
2022-12-07,12.492
2022-12-08,12.451
2022-12-09,12.433
2022-12-10,12.433
2022-12-11,12.433
2022-12-12,12.812
2022-12-13,12.829
2022-12-14,12.552
2022-12-15,12.235
2022-12-16,11.894
2022-12-17,11.894
2022-12-18,11.894
2022-12-19,11.789
2022-12-20,11.845
2022-12-21,11.959
2022-12-22,11.813
2022-12-23,11.952
2022-12-24,11.952
2022-12-25,11.952
2022-12-26,11.952
2022-12-27,11.901
2022-12-28,11.708
2022-12-29,11.977
2022-12-30,12.012
2022-12-31,12.012
2023-01-01,12.012
2023-01-02,12.012
2023-01-03,11.889
2023-01-04,12.196
2023-01-05,11.924
2023-01-06,12.307
2023-01-07,12.307
2023-01-08,12.307
2023-01-09,12.337
2023-01-10,12.496
2023-01-11,12.654
2023-01-12,12.736
2023-01-13,12.806
2023-01-14,12.806
2023-01-15,12.806
2023-01-16,12.806
2023-01-17,12.64
2023-01-18,12.367
2023-01-19,12.078
2023-01-20,12.469
2023-01-21,12.469
2023-01-22,12.469
2023-01-23,12.666
2023-01-24,12.776
2023-01-25,12.894
2023-01-26,12.807
2023-01-27,13.814
2023-01-28,13.814
2023-01-29,13.814
2023-01-30,13.642
2023-01-31,13.809
2023-02-01,13.703
2023-02-02,13.665
2023-02-03,14.118
2023-02-04,14.118
2023-02-05,14.118
2023-02-06,13.93
2023-02-07,14.095
2023-02-08,14.109
2023-02-09,14.032
2023-02-10,14.022
2023-02-11,14.022
2023-02-12,14.022
2023-02-13,14.185
2023-02-14,14.161
2023-02-15,14.133
2023-02-16,13.92
2023-02-17,13.87
2023-02-18,13.87
2023-02-19,13.87
2023-02-20,13.87
2023-02-21,13.551
2023-02-22,13.647
2023-02-23,13.662
2023-02-24,13.592
2023-02-25,13.592
2023-02-26,13.592
2023-02-27,13.518
2023-02-28,13.572
2023-03-01,13.722
2023-03-02,13.628
2023-03-03,14.046
2023-03-04,14.046
2023-03-05,14.046
2023-03-06,14.043
2023-03-07,13.75
2023-03-08,13.711
2023-03-09,13.499
2023-03-10,12.995
2023-03-11,12.995
2023-03-12,12.995
2023-03-13,12.362
2023-03-14,12.855
2023-03-15,12.532
2023-03-16,12.604
2023-03-17,12.273
2023-03-18,12.273
2023-03-19,12.273
2023-03-20,12.448
2023-03-21,12.904
2023-03-22,12.762
2023-03-23,12.762
2023-03-24,12.528
2023-03-25,12.528
2023-03-26,12.528
2023-03-27,12.79
2023-03-28,12.483
2023-03-29,12.827
2023-03-30,12.735
2023-03-31,12.988
2023-04-01,12.988
2023-04-02,12.988
2023-04-03,12.896
2023-04-04,12.809
2023-04-05,12.746
2023-04-06,12.568
2023-04-07,12.568
2023-04-08,12.568
2023-04-09,12.568
2023-04-10,12.746
2023-04-11,12.807
2023-04-12,12.606
2023-04-13,12.856
2023-04-14,12.941
2023-04-15,12.941
2023-04-16,12.941
2023-04-17,12.977
2023-04-18,13.031
2023-04-19,13.074
2023-04-20,12.927
2023-04-21,12.987
2023-04-22,12.987
2023-04-23,12.987
2023-04-24,12.779
2023-04-25,12.423
2023-04-26,12.391
2023-04-27,12.609
2023-04-28,12.839
2023-04-29,12.839
2023-04-30,12.839
2023-05-01,12.678
2023-05-02,12.191
2023-05-03,12.112
2023-05-04,11.752
2023-05-05,12.056
2023-05-06,12.056
2023-05-07,12.056
2023-05-08,12.086
2023-05-09,12.113
2023-05-10,11.742
2023-05-11,11.688
2023-05-12,11.683
2023-05-13,11.683
2023-05-14,11.683
2023-05-15,11.845
2023-05-16,11.719
2023-05-17,12.01
2023-05-18,12.119
2023-05-19,12.077
2023-05-20,12.077
2023-05-21,12.077
2023-05-22,12.28
2023-05-23,12.047
2023-05-24,11.901
2023-05-25,11.955
2023-05-26,12.443
2023-05-27,12.443
2023-05-28,12.443
2023-05-29,12.443
2023-05-30,12.504
2023-05-31,12.548
2023-06-01,12.877
2023-06-02,13.339
2023-06-03,13.339
2023-06-04,13.339
2023-06-05,13.249
2023-06-06,13.597
2023-06-07,13.576
2023-06-08,13.541
2023-06-09,13.587
2023-06-10,13.587
2023-06-11,13.587
2023-06-12,13.739
2023-06-13,13.857
2023-06-14,13.804
2023-06-15,13.758
2023-06-16,13.628
2023-06-17,13.628
2023-06-18,13.628
2023-06-19,13.628
2023-06-20,13.406
2023-06-21,13.288
2023-06-22,13.315
