,WSM US Equity
2021-07-06,10.901
2021-07-07,11.051
2021-07-08,10.769
2021-07-09,11.133
2021-07-10,11.133
2021-07-11,11.133
2021-07-12,11.192
2021-07-13,11.049
2021-07-14,10.866
2021-07-15,10.672
2021-07-16,10.418
2021-07-17,10.418
2021-07-18,10.418
2021-07-19,10.446
2021-07-20,10.906
2021-07-21,10.902
2021-07-22,10.177
2021-07-23,10.353
2021-07-24,10.353
2021-07-25,10.353
2021-07-26,10.305
2021-07-27,10.15
2021-07-28,10.319
2021-07-29,10.359
2021-07-30,10.0
2021-07-31,10.0
2021-08-01,10.0
2021-08-02,10.206
2021-08-03,10.461
2021-08-04,10.317
2021-08-05,10.409
2021-08-06,10.194
2021-08-07,10.194
2021-08-08,10.194
2021-08-09,10.075
2021-08-10,10.467
2021-08-11,10.784
2021-08-12,10.777
2021-08-13,10.501
2021-08-14,10.501
2021-08-15,10.501
2021-08-16,10.84
2021-08-17,10.625
2021-08-18,10.736
2021-08-19,10.461
2021-08-20,10.782
2021-08-21,10.782
2021-08-22,10.782
2021-08-23,10.689
2021-08-24,11.181
2021-08-25,11.259
2021-08-26,11.57
2021-08-27,11.395
2021-08-28,11.395
2021-08-29,11.395
2021-08-30,11.516
2021-08-31,11.332
2021-09-01,11.123
2021-09-02,11.048
2021-09-03,10.878
2021-09-04,10.878
2021-09-05,10.878
2021-09-06,10.878
2021-09-07,10.189
2021-09-08,10.315
2021-09-09,10.654
2021-09-10,10.563
2021-09-11,10.563
2021-09-12,10.563
2021-09-13,10.484
2021-09-14,10.504
2021-09-15,10.848
2021-09-16,11.086
2021-09-17,10.914
2021-09-18,10.914
2021-09-19,10.914
2021-09-20,10.77
2021-09-21,10.876
2021-09-22,11.181
2021-09-23,11.099
2021-09-24,11.109
2021-09-25,11.109
2021-09-26,11.109
2021-09-27,11.296
2021-09-28,11.139
2021-09-29,11.133
2021-09-30,10.301
2021-10-01,10.16
2021-10-02,10.16
2021-10-03,10.16
2021-10-04,9.88
2021-10-05,9.86
2021-10-06,9.693
2021-10-07,10.029
2021-10-08,9.934
2021-10-09,9.934
2021-10-10,9.934
2021-10-11,9.957
2021-10-12,10.046
2021-10-13,10.11
2021-10-14,10.389
2021-10-15,10.587
2021-10-16,10.587
2021-10-17,10.587
2021-10-18,10.784
2021-10-19,10.763
2021-10-20,10.87
2021-10-21,10.998
2021-10-22,11.054
2021-10-23,11.054
2021-10-24,11.054
2021-10-25,10.801
2021-10-26,10.631
2021-10-27,10.608
2021-10-28,10.738
2021-10-29,10.83
2021-10-30,10.83
2021-10-31,10.83
2021-11-01,10.949
2021-11-02,11.318
2021-11-03,11.888
2021-11-04,12.092
2021-11-05,12.084
2021-11-06,12.084
2021-11-07,12.084
2021-11-08,11.858
2021-11-09,11.93
2021-11-10,11.744
2021-11-11,12.032
2021-11-12,12.26
2021-11-13,12.26
2021-11-14,12.26
2021-11-15,12.348
2021-11-16,12.909
2021-11-17,12.229
2021-11-18,12.749
2021-11-19,12.572
2021-11-20,12.572
2021-11-21,12.572
2021-11-22,12.537
2021-11-23,12.195
2021-11-24,11.895
2021-11-25,11.895
2021-11-26,11.663
2021-11-27,11.663
2021-11-28,11.663
2021-11-29,11.679
2021-11-30,11.046
2021-12-01,10.584
2021-12-02,10.469
2021-12-03,10.262
2021-12-04,10.262
2021-12-05,10.262
2021-12-06,10.062
2021-12-07,10.371
2021-12-08,10.356
2021-12-09,10.252
2021-12-10,9.946
2021-12-11,9.946
2021-12-12,9.946
2021-12-13,9.618
2021-12-14,9.638
2021-12-15,9.729
2021-12-16,9.354
2021-12-17,9.606
2021-12-18,9.606
2021-12-19,9.606
2021-12-20,9.216
2021-12-21,9.521
2021-12-22,9.745
2021-12-23,9.579
2021-12-24,9.579
2021-12-25,9.579
2021-12-26,9.579
2021-12-27,9.559
2021-12-28,9.506
2021-12-29,9.619
2021-12-30,9.604
2021-12-31,9.589
2022-01-01,9.589
2022-01-02,9.589
2022-01-03,9.574
2022-01-04,9.405
2022-01-05,8.735
2022-01-06,8.833
2022-01-07,8.679
2022-01-08,8.679
2022-01-09,8.679
2022-01-10,8.74
2022-01-11,8.828
2022-01-12,8.727
2022-01-13,8.557
2022-01-14,8.459
2022-01-15,8.459
2022-01-16,8.459
2022-01-17,8.459
2022-01-18,8.452
2022-01-19,8.509
2022-01-20,8.242
2022-01-21,8.242
2022-01-22,8.242
2022-01-23,8.242
2022-01-24,8.956
2022-01-25,9.031
2022-01-26,8.66
2022-01-27,8.461
2022-01-28,8.949
2022-01-29,8.949
2022-01-30,8.949
2022-01-31,9.281
2022-02-01,9.527
2022-02-02,9.467
2022-02-03,9.34
2022-02-04,9.382
2022-02-05,9.382
2022-02-06,9.382
2022-02-07,9.365
2022-02-08,9.486
2022-02-09,9.462
2022-02-10,9.134
2022-02-11,8.913
2022-02-12,8.913
2022-02-13,8.913
2022-02-14,8.855
2022-02-15,8.922
2022-02-16,8.643
2022-02-17,8.242
2022-02-18,8.114
2022-02-19,8.114
2022-02-20,8.114
2022-02-21,8.114
2022-02-22,7.681
2022-02-23,7.742
2022-02-24,8.142
2022-02-25,8.355
2022-02-26,8.355
2022-02-27,8.355
2022-02-28,8.411
2022-03-01,8.519
2022-03-02,8.695
2022-03-03,8.806
2022-03-04,8.816
2022-03-05,8.816
2022-03-06,8.816
2022-03-07,8.212
2022-03-08,8.456
2022-03-09,8.489
2022-03-10,8.503
2022-03-11,8.195
2022-03-12,8.195
2022-03-13,8.195
2022-03-14,8.397
2022-03-15,8.623
2022-03-16,8.852
2022-03-17,8.804
2022-03-18,9.021
2022-03-19,9.021
2022-03-20,9.021
2022-03-21,8.631
2022-03-22,8.579
2022-03-23,8.101
2022-03-24,7.984
2022-03-25,7.921
2022-03-26,7.921
2022-03-27,7.921
2022-03-28,8.082
2022-03-29,8.477
2022-03-30,7.883
2022-03-31,7.889
2022-04-01,7.721
2022-04-02,7.721
2022-04-03,7.721
2022-04-04,8.004
2022-04-05,8.097
2022-04-06,7.668
2022-04-07,7.783
2022-04-08,7.995
2022-04-09,7.995
2022-04-10,7.995
2022-04-11,8.243
2022-04-12,8.288
2022-04-13,8.334
2022-04-14,8.108
2022-04-15,8.108
2022-04-16,8.108
2022-04-17,8.108
2022-04-18,7.687
2022-04-19,8.01
2022-04-20,7.815
2022-04-21,7.68
2022-04-22,7.401
2022-04-23,7.401
2022-04-24,7.401
2022-04-25,7.682
2022-04-26,7.407
2022-04-27,7.366
2022-04-28,7.565
2022-04-29,7.14
2022-04-30,7.14
2022-05-01,7.14
2022-05-02,7.539
2022-05-03,7.633
2022-05-04,7.779
2022-05-05,7.242
2022-05-06,6.768
2022-05-07,6.768
2022-05-08,6.768
2022-05-09,6.799
2022-05-10,6.952
2022-05-11,6.783
2022-05-12,6.842
2022-05-13,6.9
2022-05-14,6.9
2022-05-15,6.9
2022-05-16,6.789
2022-05-17,6.995
2022-05-18,6.012
2022-05-19,6.113
2022-05-20,5.885
2022-05-21,5.885
2022-05-22,5.885
2022-05-23,5.894
2022-05-24,6.014
2022-05-25,6.458
2022-05-26,6.94
2022-05-27,6.988
2022-05-28,6.988
2022-05-29,6.988
2022-05-30,6.988
2022-05-31,6.79
2022-06-01,6.637
2022-06-02,6.896
2022-06-03,6.682
2022-06-04,6.682
2022-06-05,6.682
2022-06-06,6.853
2022-06-07,6.76
2022-06-08,6.779
2022-06-09,6.783
2022-06-10,6.503
2022-06-11,6.503
2022-06-12,6.503
2022-06-13,6.417
2022-06-14,6.474
2022-06-15,6.506
2022-06-16,6.203
2022-06-17,6.376
2022-06-18,6.376
2022-06-19,6.376
2022-06-20,6.376
2022-06-21,6.416
2022-06-22,6.429
2022-06-23,6.504
2022-06-24,6.763
2022-06-25,6.763
2022-06-26,6.763
2022-06-27,6.609
2022-06-28,6.398
2022-06-29,6.273
2022-06-30,5.995
2022-07-01,6.095
2022-07-02,6.095
2022-07-03,6.095
2022-07-04,6.095
2022-07-05,6.665
2022-07-06,6.541
2022-07-07,6.914
2022-07-08,7.05
2022-07-09,7.05
2022-07-10,7.05
2022-07-11,6.852
2022-07-12,6.933
2022-07-13,7.036
2022-07-14,6.849
2022-07-15,7.127
2022-07-16,7.127
2022-07-17,7.127
2022-07-18,7.133
2022-07-19,7.479
2022-07-20,7.48
2022-07-21,7.698
2022-07-22,7.508
2022-07-23,7.508
2022-07-24,7.508
2022-07-25,7.464
2022-07-26,7.313
2022-07-27,7.553
2022-07-28,7.686
2022-07-29,7.9
2022-07-30,7.9
2022-07-31,7.9
2022-08-01,7.954
2022-08-02,7.737
2022-08-03,7.915
2022-08-04,7.918
2022-08-05,8.04
2022-08-06,8.04
2022-08-07,8.04
2022-08-08,8.466
2022-08-09,8.11
2022-08-10,8.451
2022-08-11,8.519
2022-08-12,8.688
2022-08-13,8.688
2022-08-14,8.688
2022-08-15,8.833
2022-08-16,9.238
2022-08-17,9.017
2022-08-18,9.136
2022-08-19,8.909
2022-08-20,8.909
2022-08-21,8.909
2022-08-22,8.724
2022-08-23,8.997
2022-08-24,8.888
2022-08-25,9.502
2022-08-26,8.852
2022-08-27,8.852
2022-08-28,8.852
2022-08-29,8.824
2022-08-30,8.773
2022-08-31,8.464
2022-09-01,8.332
2022-09-02,8.271
2022-09-03,8.271
2022-09-04,8.271
2022-09-05,8.271
2022-09-06,7.997
2022-09-07,8.31
2022-09-08,8.449
2022-09-09,8.526
2022-09-10,8.526
2022-09-11,8.526
2022-09-12,8.654
2022-09-13,8.079
2022-09-14,8.059
2022-09-15,7.795
2022-09-16,7.566
2022-09-17,7.566
2022-09-18,7.566
2022-09-19,7.747
2022-09-20,7.426
2022-09-21,7.438
2022-09-22,7.266
2022-09-23,7.068
2022-09-24,7.068
2022-09-25,7.068
2022-09-26,6.825
2022-09-27,6.945
2022-09-28,7.193
2022-09-29,6.896
2022-09-30,6.637
2022-10-01,6.637
2022-10-02,6.637
2022-10-03,6.883
2022-10-04,7.241
2022-10-05,7.163
2022-10-06,7.1
2022-10-07,6.671
2022-10-08,6.671
2022-10-09,6.671
2022-10-10,6.775
2022-10-11,6.97
2022-10-12,6.981
2022-10-13,6.885
2022-10-14,6.606
2022-10-15,6.606
2022-10-16,6.606
2022-10-17,6.84
2022-10-18,6.806
2022-10-19,6.524
2022-10-20,6.431
2022-10-21,6.664
2022-10-22,6.664
2022-10-23,6.664
2022-10-24,6.643
2022-10-25,6.918
2022-10-26,7.006
2022-10-27,6.987
2022-10-28,6.988
2022-10-29,6.988
2022-10-30,6.988
2022-10-31,7.049
2022-11-01,7.105
2022-11-02,6.577
2022-11-03,6.667
2022-11-04,6.782
2022-11-05,6.782
2022-11-06,6.782
2022-11-07,7.016
2022-11-08,6.875
2022-11-09,6.659
2022-11-10,7.282
2022-11-11,7.657
2022-11-12,7.657
2022-11-13,7.657
2022-11-14,7.559
2022-11-15,7.659
2022-11-16,7.169
2022-11-17,7.408
2022-11-18,7.384
2022-11-19,7.384
2022-11-20,7.384
2022-11-21,7.599
2022-11-22,7.895
2022-11-23,7.888
2022-11-24,7.888
2022-11-25,7.805
2022-11-26,7.805
2022-11-27,7.805
2022-11-28,7.678
2022-11-29,7.617
2022-11-30,7.705
2022-12-01,7.693
2022-12-02,7.587
2022-12-03,7.587
2022-12-04,7.587
2022-12-05,7.456
2022-12-06,7.343
2022-12-07,7.349
2022-12-08,7.446
2022-12-09,7.574
2022-12-10,7.574
2022-12-11,7.574
2022-12-12,7.744
2022-12-13,7.798
2022-12-14,7.701
2022-12-15,7.719
2022-12-16,7.4
2022-12-17,7.4
2022-12-18,7.4
2022-12-19,7.656
2022-12-20,7.641
2022-12-21,7.859
2022-12-22,7.816
2022-12-23,7.964
2022-12-24,7.964
2022-12-25,7.964
2022-12-26,7.964
2022-12-27,7.792
2022-12-28,7.652
2022-12-29,7.759
2022-12-30,7.651
2022-12-31,7.651
2023-01-01,7.651
2023-01-02,7.651
2023-01-03,7.594
2023-01-04,7.867
2023-01-05,7.816
2023-01-06,8.315
2023-01-07,8.315
2023-01-08,8.315
2023-01-09,8.206
2023-01-10,8.444
2023-01-11,8.739
2023-01-12,8.638
2023-01-13,8.748
2023-01-14,8.748
2023-01-15,8.748
2023-01-16,8.748
2023-01-17,8.635
2023-01-18,8.469
2023-01-19,8.163
2023-01-20,8.474
2023-01-21,8.474
2023-01-22,8.474
2023-01-23,8.478
2023-01-24,8.254
2023-01-25,8.522
2023-01-26,8.639
2023-01-27,8.678
2023-01-28,8.678
2023-01-29,8.678
2023-01-30,8.88
2023-01-31,9.244
2023-02-01,9.554
2023-02-02,9.791
2023-02-03,9.581
2023-02-04,9.581
2023-02-05,9.581
2023-02-06,9.182
2023-02-07,9.121
2023-02-08,8.791
2023-02-09,8.637
2023-02-10,8.456
2023-02-11,8.456
2023-02-12,8.456
2023-02-13,8.901
2023-02-14,8.909
2023-02-15,9.036
2023-02-16,9.111
2023-02-17,9.011
2023-02-18,9.011
2023-02-19,9.011
2023-02-20,9.011
2023-02-21,8.844
2023-02-22,8.877
2023-02-23,8.713
2023-02-24,8.603
2023-02-25,8.603
2023-02-26,8.603
2023-02-27,8.759
2023-02-28,8.644
2023-03-01,8.547
2023-03-02,8.534
2023-03-03,8.505
2023-03-04,8.505
2023-03-05,8.505
2023-03-06,8.364
2023-03-07,8.625
2023-03-08,8.598
2023-03-09,8.595
2023-03-10,8.373
2023-03-11,8.373
2023-03-12,8.373
2023-03-13,8.216
2023-03-14,8.263
2023-03-15,8.24
2023-03-16,8.2
2023-03-17,7.951
2023-03-18,7.951
2023-03-19,7.951
2023-03-20,8.086
2023-03-21,8.367
2023-03-22,8.081
2023-03-23,8.075
2023-03-24,7.992
2023-03-25,7.992
2023-03-26,7.992
2023-03-27,8.072
2023-03-28,8.052
2023-03-29,8.011
2023-03-30,8.05
2023-03-31,8.286
2023-04-01,8.286
2023-04-02,8.286
2023-04-03,8.272
2023-04-04,8.111
2023-04-05,8.026
2023-04-06,7.966
2023-04-07,7.966
2023-04-08,7.966
2023-04-09,7.966
2023-04-10,8.056
2023-04-11,8.136
2023-04-12,8.033
2023-04-13,8.047
2023-04-14,8.1
2023-04-15,8.1
2023-04-16,8.1
2023-04-17,8.125
2023-04-18,8.29
2023-04-19,8.38
2023-04-20,8.438
2023-04-21,8.377
2023-04-22,8.377
2023-04-23,8.377
2023-04-24,8.315
2023-04-25,8.115
2023-04-26,8.101
2023-04-27,8.445
2023-04-28,8.361
2023-04-29,8.361
2023-04-30,8.361
2023-05-01,8.19
2023-05-02,8.115
2023-05-03,7.974
2023-05-04,7.951
2023-05-05,8.175
2023-05-06,8.175
2023-05-07,8.175
2023-05-08,8.052
2023-05-09,7.959
2023-05-10,7.821
2023-05-11,7.817
2023-05-12,7.863
2023-05-13,7.863
2023-05-14,7.863
2023-05-15,8.036
2023-05-16,7.706
2023-05-17,7.925
2023-05-18,8.159
2023-05-19,7.93
2023-05-20,7.93
2023-05-21,7.93
2023-05-22,7.749
2023-05-23,7.751
2023-05-24,7.959
2023-05-25,7.745
2023-05-26,7.918
2023-05-27,7.918
2023-05-28,7.918
2023-05-29,7.918
2023-05-30,8.068
2023-05-31,7.911
2023-06-01,7.941
2023-06-02,8.263
2023-06-03,8.263
2023-06-04,8.263
2023-06-05,8.197
2023-06-06,8.616
2023-06-07,9.013
2023-06-08,8.774
2023-06-09,8.733
2023-06-10,8.733
2023-06-11,8.733
2023-06-12,8.697
2023-06-13,9.003
2023-06-14,8.739
2023-06-15,8.853
2023-06-16,8.672
2023-06-17,8.672
2023-06-18,8.672
2023-06-19,8.672
2023-06-20,8.466
2023-06-21,8.417
2023-06-22,8.352
