,ALXN US Equity
2020-06-26,9.799
2020-06-27,9.799
2020-06-28,9.799
2020-06-29,9.593
2020-06-30,9.681
2020-07-01,9.694
2020-07-02,9.686
2020-07-03,9.686
2020-07-04,9.686
2020-07-05,9.686
2020-07-06,9.796
2020-07-07,9.7
2020-07-08,9.315
2020-07-09,9.356
2020-07-10,9.386
2020-07-11,9.386
2020-07-12,9.386
2020-07-13,9.222
2020-07-14,9.336
2020-07-15,9.556
2020-07-16,9.414
2020-07-17,9.394
2020-07-18,9.394
2020-07-19,9.394
2020-07-20,9.42
2020-07-21,9.202
2020-07-22,9.105
2020-07-23,9.011
2020-07-24,8.721
2020-07-25,8.721
2020-07-26,8.721
2020-07-27,9.182
2020-07-28,9.041
2020-07-29,8.989
2020-07-30,8.76
2020-07-31,8.464
2020-08-01,8.464
2020-08-02,8.464
2020-08-03,8.659
2020-08-04,8.689
2020-08-05,8.485
2020-08-06,8.58
2020-08-07,8.529
2020-08-08,8.529
2020-08-09,8.529
2020-08-10,8.449
2020-08-11,8.396
2020-08-12,8.524
2020-08-13,8.45
2020-08-14,8.54
2020-08-15,8.54
2020-08-16,8.54
2020-08-17,8.521
2020-08-18,8.568
2020-08-19,8.434
2020-08-20,8.374
2020-08-21,8.336
2020-08-22,8.336
2020-08-23,8.336
2020-08-24,8.495
2020-08-25,8.57
2020-08-26,8.65
2020-08-27,8.8
2020-08-28,8.873
2020-08-29,8.873
2020-08-30,8.873
2020-08-31,9.38
2020-09-01,9.254
2020-09-02,9.335
2020-09-03,9.146
2020-09-04,9.265
2020-09-05,9.265
2020-09-06,9.265
2020-09-07,9.265
2020-09-08,8.873
2020-09-09,8.881
2020-09-10,8.694
2020-09-11,8.641
2020-09-12,8.641
2020-09-13,8.641
2020-09-14,8.917
2020-09-15,9.479
2020-09-16,9.56
2020-09-17,9.36
2020-09-18,9.327
2020-09-19,9.327
2020-09-20,9.327
2020-09-21,9.164
2020-09-22,9.391
2020-09-23,9.221
2020-09-24,9.187
2020-09-25,9.385
2020-09-26,9.385
2020-09-27,9.385
2020-09-28,9.292
2020-09-29,9.223
2020-09-30,9.385
2020-10-01,9.483
2020-10-02,9.149
2020-10-03,9.149
2020-10-04,9.149
2020-10-05,9.452
2020-10-06,9.46
2020-10-07,10.143
2020-10-08,9.966
2020-10-09,10.078
2020-10-10,10.078
2020-10-11,10.078
2020-10-12,10.066
2020-10-13,10.011
2020-10-14,9.911
2020-10-15,9.871
2020-10-16,10.041
2020-10-17,10.041
2020-10-18,10.041
2020-10-19,9.851
2020-10-20,10.032
2020-10-21,9.562
2020-10-22,9.682
2020-10-23,9.839
2020-10-24,9.839
2020-10-25,9.839
2020-10-26,9.77
2020-10-27,9.709
2020-10-28,9.293
2020-10-29,9.461
2020-10-30,9.093
2020-10-31,9.093
2020-11-01,9.093
2020-11-02,9.069
2020-11-03,9.242
2020-11-04,9.742
2020-11-05,9.88
2020-11-06,9.866
2020-11-07,9.866
2020-11-08,9.866
2020-11-09,9.836
2020-11-10,10.01
2020-11-11,10.052
2020-11-12,9.893
2020-11-13,10.063
2020-11-14,10.063
2020-11-15,10.063
2020-11-16,10.067
2020-11-17,10.057
2020-11-18,9.725
2020-11-19,9.567
2020-11-20,9.514
2020-11-21,9.514
2020-11-22,9.514
2020-11-23,9.61
2020-11-24,9.65
2020-11-25,9.636
2020-11-26,9.636
2020-11-27,9.706
2020-11-28,9.706
2020-11-29,9.706
2020-11-30,9.571
2020-12-01,9.574
2020-12-02,9.621
2020-12-03,9.489
2020-12-04,9.446
2020-12-05,9.446
2020-12-06,9.446
2020-12-07,9.314
2020-12-08,9.345
2020-12-09,9.229
2020-12-10,9.317
2020-12-11,9.483
2020-12-12,9.483
2020-12-13,9.483
2020-12-14,12.176
2020-12-15,12.3
2020-12-16,12.31
2020-12-17,12.302
2020-12-18,12.21
2020-12-19,12.21
2020-12-20,12.21
2020-12-21,12.06
2020-12-22,11.981
2020-12-23,11.936
2020-12-24,11.889
2020-12-25,11.889
2020-12-26,11.889
2020-12-27,11.889
2020-12-28,12.024
2020-12-29,12.101
2020-12-30,12.169
2020-12-31,12.17
2021-01-01,12.17
2021-01-02,12.17
2021-01-03,12.17
2021-01-04,12.215
2021-01-05,12.252
2021-01-06,12.283
2021-01-07,12.126
2021-01-08,12.251
2021-01-09,12.251
2021-01-10,12.251
2021-01-11,12.185
2021-01-12,12.114
2021-01-13,12.18
2021-01-14,12.196
2021-01-15,12.2
2021-01-16,12.2
2021-01-17,12.2
2021-01-18,12.2
2021-01-19,12.347
2021-01-20,12.272
2021-01-21,12.281
2021-01-22,12.426
2021-01-23,12.426
2021-01-24,12.426
2021-01-25,12.55
2021-01-26,12.584
2021-01-27,12.112
2021-01-28,12.237
2021-01-29,11.929
2021-01-30,11.929
2021-01-31,11.929
2021-02-01,12.114
2021-02-02,12.049
2021-02-03,12.025
2021-02-04,11.923
2021-02-05,11.771
2021-02-06,11.771
2021-02-07,11.771
2021-02-08,11.816
2021-02-09,11.874
2021-02-10,11.822
2021-02-11,11.822
2021-02-12,12.113
2021-02-13,12.113
2021-02-14,12.113
2021-02-15,12.113
2021-02-16,11.983
2021-02-17,12.008
2021-02-18,11.962
2021-02-19,11.796
2021-02-20,11.796
2021-02-21,11.796
2021-02-22,11.743
2021-02-23,11.601
2021-02-24,11.719
2021-02-25,11.655
2021-02-26,11.587
2021-02-27,11.587
2021-02-28,11.587
2021-03-01,11.528
2021-03-02,11.406
2021-03-03,11.241
2021-03-04,11.261
2021-03-05,11.386
2021-03-06,11.386
2021-03-07,11.386
2021-03-08,11.383
2021-03-09,11.576
2021-03-10,11.642
2021-03-11,11.488
2021-03-12,11.486
2021-03-13,11.486
2021-03-14,11.486
2021-03-15,11.531
2021-03-16,11.621
2021-03-17,11.61
2021-03-18,11.462
2021-03-19,11.437
2021-03-20,11.437
2021-03-21,11.437
2021-03-22,11.763
2021-03-23,11.688
2021-03-24,11.639
2021-03-25,11.749
2021-03-26,11.895
2021-03-27,11.895
2021-03-28,11.895
2021-03-29,11.949
2021-03-30,11.786
2021-03-31,11.744
2021-04-01,11.767
2021-04-02,11.767
2021-04-03,11.767
2021-04-04,11.767
2021-04-05,11.837
2021-04-06,11.783
2021-04-07,11.701
2021-04-08,11.864
2021-04-09,12.042
2021-04-10,12.042
2021-04-11,12.042
2021-04-12,11.965
2021-04-13,11.943
2021-04-14,12.064
2021-04-15,12.239
2021-04-16,12.63
2021-04-17,12.63
2021-04-18,12.63
2021-04-19,12.768
2021-04-20,12.85
2021-04-21,12.997
2021-04-22,12.936
2021-04-23,12.922
2021-04-24,12.922
2021-04-25,12.922
2021-04-26,12.928
2021-04-27,12.932
2021-04-28,12.907
2021-04-29,12.818
2021-04-30,12.911
2021-05-01,12.911
2021-05-02,12.911
2021-05-03,12.901
2021-05-04,12.497
2021-05-05,12.603
2021-05-06,12.599
2021-05-07,12.641
2021-05-08,12.641
2021-05-09,12.641
2021-05-10,12.744
2021-05-11,12.714
2021-05-12,12.773
2021-05-13,12.873
2021-05-14,12.885
2021-05-15,12.885
2021-05-16,12.885
2021-05-17,12.978
2021-05-18,12.987
2021-05-19,13.032
2021-05-20,13.247
2021-05-21,13.2
2021-05-22,13.2
2021-05-23,13.2
2021-05-24,13.223
2021-05-25,13.154
2021-05-26,13.079
2021-05-27,13.148
2021-05-28,13.17
2021-05-29,13.17
2021-05-30,13.17
2021-05-31,13.17
2021-06-01,13.119
2021-06-02,13.093
2021-06-03,13.113
2021-06-04,13.213
2021-06-05,13.213
2021-06-06,13.213
2021-06-07,13.15
2021-06-08,13.175
2021-06-09,13.367
2021-06-10,13.576
2021-06-11,13.551
2021-06-12,13.551
2021-06-13,13.551
2021-06-14,13.551
2021-06-15,13.57
2021-06-16,13.469
2021-06-17,13.426
2021-06-18,13.479
2021-06-19,13.479
2021-06-20,13.479
2021-06-21,13.477
2021-06-22,13.4
2021-06-23,13.415
2021-06-24,13.482
2021-06-25,13.632
2021-06-26,13.632
2021-06-27,13.632
2021-06-28,13.737
2021-06-29,13.749
2021-06-30,13.705
2021-07-01,13.808
2021-07-02,13.896
2021-07-03,13.896
2021-07-04,13.896
2021-07-05,13.896
2021-07-06,13.767
2021-07-07,13.746
2021-07-08,13.681
2021-07-09,13.703
2021-07-10,13.703
2021-07-11,13.703
2021-07-12,13.831
2021-07-13,13.836
2021-07-14,13.883
2021-07-15,13.429
2021-07-16,13.332
2021-07-17,13.332
2021-07-18,13.332
2021-07-19,13.289
2021-07-20,13.515
2021-07-21,13.515
2021-07-22,13.515
2021-07-23,13.515
2021-07-24,13.515
2021-07-25,13.515
2021-07-26,13.515
2021-07-27,13.515
2021-07-28,13.515
2021-07-29,13.515
2021-07-30,13.515
2021-07-31,13.515
2021-08-01,13.515
2021-08-02,13.515
2021-08-03,13.515
2021-08-04,13.515
2021-08-05,13.515
2021-08-06,13.515
2021-08-07,13.515
2021-08-08,13.515
2021-08-09,13.515
2021-08-10,13.515
2021-08-11,13.515
2021-08-12,13.515
2021-08-13,13.515
2021-08-14,13.515
2021-08-15,13.515
2021-08-16,13.515
2021-08-17,13.515
2021-08-18,13.515
2021-08-19,13.515
2021-08-20,13.515
2021-08-21,13.515
2021-08-22,13.515
2021-08-23,13.515
2021-08-24,13.515
2021-08-25,13.515
2021-08-26,13.515
2021-08-27,13.515
2021-08-28,13.515
2021-08-29,13.515
2021-08-30,13.515
2021-08-31,13.515
2021-09-01,13.515
2021-09-02,13.515
2021-09-03,13.515
2021-09-04,13.515
2021-09-05,13.515
2021-09-06,13.515
2021-09-07,13.515
2021-09-08,13.515
2021-09-09,13.515
2021-09-10,13.515
2021-09-11,13.515
2021-09-12,13.515
2021-09-13,13.515
2021-09-14,13.515
2021-09-15,13.515
2021-09-16,13.515
2021-09-17,13.515
2021-09-18,13.515
2021-09-19,13.515
2021-09-20,13.515
2021-09-21,13.515
2021-09-22,13.515
2021-09-23,13.515
2021-09-24,13.515
2021-09-25,13.515
2021-09-26,13.515
2021-09-27,13.515
2021-09-28,13.515
2021-09-29,13.515
2021-09-30,13.515
2021-10-01,13.515
2021-10-02,13.515
2021-10-03,13.515
2021-10-04,13.515
2021-10-05,13.515
2021-10-06,13.515
2021-10-07,13.515
2021-10-08,13.515
2021-10-09,13.515
2021-10-10,13.515
2021-10-11,13.515
2021-10-12,13.515
2021-10-13,13.515
2021-10-14,13.515
2021-10-15,13.515
2021-10-16,13.515
2021-10-17,13.515
2021-10-18,13.515
2021-10-19,13.515
2021-10-20,13.515
2021-10-21,13.515
2021-10-22,13.515
2021-10-23,13.515
2021-10-24,13.515
2021-10-25,13.515
2021-10-26,13.515
2021-10-27,13.515
2021-10-28,13.515
2021-10-29,13.515
2021-10-30,13.515
2021-10-31,13.515
2021-11-01,13.515
2021-11-02,13.515
2021-11-03,13.515
2021-11-04,13.515
2021-11-05,13.515
2021-11-06,13.515
2021-11-07,13.515
2021-11-08,13.515
2021-11-09,13.515
2021-11-10,13.515
2021-11-11,13.515
2021-11-12,13.515
2021-11-13,13.515
2021-11-14,13.515
2021-11-15,13.515
2021-11-16,13.515
2021-11-17,13.515
2021-11-18,13.515
2021-11-19,13.515
2021-11-20,13.515
2021-11-21,13.515
2021-11-22,13.515
2021-11-23,13.515
2021-11-24,13.515
2021-11-25,13.515
2021-11-26,13.515
2021-11-27,13.515
2021-11-28,13.515
2021-11-29,13.515
2021-11-30,13.515
2021-12-01,13.515
2021-12-02,13.515
2021-12-03,13.515
2021-12-04,13.515
2021-12-05,13.515
2021-12-06,13.515
2021-12-07,13.515
2021-12-08,13.515
2021-12-09,13.515
2021-12-10,13.515
2021-12-11,13.515
2021-12-12,13.515
2021-12-13,13.515
2021-12-14,13.515
2021-12-15,13.515
2021-12-16,13.515
2021-12-17,13.515
2021-12-18,13.515
2021-12-19,13.515
2021-12-20,13.515
2021-12-21,13.515
2021-12-22,13.515
2021-12-23,13.515
2021-12-24,13.515
2021-12-25,13.515
2021-12-26,13.515
2021-12-27,13.515
2021-12-28,13.515
2021-12-29,13.515
2021-12-30,13.515
2021-12-31,13.515
2022-01-01,13.515
2022-01-02,13.515
2022-01-03,13.515
2022-01-04,13.515
2022-01-05,13.515
2022-01-06,13.515
2022-01-07,13.515
2022-01-08,13.515
2022-01-09,13.515
2022-01-10,13.515
2022-01-11,13.515
2022-01-12,13.515
2022-01-13,13.515
2022-01-14,13.515
2022-01-15,13.515
2022-01-16,13.515
2022-01-17,13.515
2022-01-18,13.515
2022-01-19,13.515
2022-01-20,13.515
2022-01-21,13.515
2022-01-22,13.515
2022-01-23,13.515
2022-01-24,13.515
2022-01-25,13.515
2022-01-26,13.515
2022-01-27,13.515
2022-01-28,13.515
2022-01-29,13.515
2022-01-30,13.515
2022-01-31,13.515
2022-02-01,13.515
2022-02-02,13.515
2022-02-03,13.515
2022-02-04,13.515
2022-02-05,13.515
2022-02-06,13.515
2022-02-07,13.515
2022-02-08,13.515
2022-02-09,13.515
2022-02-10,13.515
2022-02-11,13.515
2022-02-12,13.515
2022-02-13,13.515
2022-02-14,13.515
2022-02-15,13.515
2022-02-16,13.515
2022-02-17,13.515
2022-02-18,13.515
2022-02-19,13.515
2022-02-20,13.515
2022-02-21,13.515
2022-02-22,13.515
2022-02-23,13.515
2022-02-24,13.515
2022-02-25,13.515
2022-02-26,13.515
2022-02-27,13.515
2022-02-28,13.515
2022-03-01,13.515
2022-03-02,13.515
2022-03-03,13.515
2022-03-04,13.515
2022-03-05,13.515
2022-03-06,13.515
2022-03-07,13.515
2022-03-08,13.515
2022-03-09,13.515
2022-03-10,13.515
2022-03-11,13.515
2022-03-12,13.515
2022-03-13,13.515
2022-03-14,13.515
2022-03-15,13.515
2022-03-16,13.515
2022-03-17,13.515
2022-03-18,13.515
2022-03-19,13.515
2022-03-20,13.515
2022-03-21,13.515
2022-03-22,13.515
2022-03-23,13.515
2022-03-24,13.515
2022-03-25,13.515
2022-03-26,13.515
2022-03-27,13.515
2022-03-28,13.515
2022-03-29,13.515
2022-03-30,13.515
2022-03-31,13.515
2022-04-01,13.515
2022-04-02,13.515
2022-04-03,13.515
2022-04-04,13.515
2022-04-05,13.515
2022-04-06,13.515
2022-04-07,13.515
2022-04-08,13.515
2022-04-09,13.515
2022-04-10,13.515
2022-04-11,13.515
2022-04-12,13.515
2022-04-13,13.515
2022-04-14,13.515
2022-04-15,13.515
2022-04-16,13.515
2022-04-17,13.515
2022-04-18,13.515
2022-04-19,13.515
2022-04-20,13.515
2022-04-21,13.515
2022-04-22,13.515
2022-04-23,13.515
2022-04-24,13.515
2022-04-25,13.515
2022-04-26,13.515
2022-04-27,13.515
2022-04-28,13.515
2022-04-29,13.515
2022-04-30,13.515
2022-05-01,13.515
2022-05-02,13.515
2022-05-03,13.515
2022-05-04,13.515
2022-05-05,13.515
2022-05-06,13.515
2022-05-07,13.515
2022-05-08,13.515
2022-05-09,13.515
2022-05-10,13.515
2022-05-11,13.515
2022-05-12,13.515
2022-05-13,13.515
2022-05-14,13.515
2022-05-15,13.515
2022-05-16,13.515
2022-05-17,13.515
2022-05-18,13.515
2022-05-19,13.515
2022-05-20,13.515
2022-05-21,13.515
2022-05-22,13.515
2022-05-23,13.515
2022-05-24,13.515
2022-05-25,13.515
2022-05-26,13.515
2022-05-27,13.515
2022-05-28,13.515
2022-05-29,13.515
2022-05-30,13.515
2022-05-31,13.515
2022-06-01,13.515
2022-06-02,13.515
2022-06-03,13.515
2022-06-04,13.515
2022-06-05,13.515
2022-06-06,13.515
2022-06-07,13.515
2022-06-08,13.515
2022-06-09,13.515
2022-06-10,13.515
2022-06-11,13.515
2022-06-12,13.515
2022-06-13,13.515
2022-06-14,13.515
2022-06-15,13.515
2022-06-16,13.515
2022-06-17,13.515
2022-06-18,13.515
2022-06-19,13.515
2022-06-20,13.515
2022-06-21,13.515
2022-06-22,13.515
2022-06-23,13.515
2022-06-24,13.515
2022-06-25,13.515
2022-06-26,13.515
2022-06-27,13.515
2022-06-28,13.515
2022-06-29,13.515
2022-06-30,13.515
2022-07-01,13.515
2022-07-02,13.515
2022-07-03,13.515
2022-07-04,13.515
2022-07-05,13.515
2022-07-06,13.515
2022-07-07,13.515
2022-07-08,13.515
2022-07-09,13.515
2022-07-10,13.515
2022-07-11,13.515
2022-07-12,13.515
2022-07-13,13.515
2022-07-14,13.515
2022-07-15,13.515
2022-07-16,13.515
2022-07-17,13.515
2022-07-18,13.515
2022-07-19,13.515
2022-07-20,13.515
2022-07-21,13.515
2022-07-22,13.515
2022-07-23,13.515
2022-07-24,13.515
2022-07-25,13.515
2022-07-26,13.515
2022-07-27,13.515
2022-07-28,13.515
2022-07-29,13.515
2022-07-30,13.515
2022-07-31,13.515
2022-08-01,13.515
2022-08-02,13.515
2022-08-03,13.515
2022-08-04,13.515
2022-08-05,13.515
2022-08-06,13.515
2022-08-07,13.515
2022-08-08,13.515
2022-08-09,13.515
2022-08-10,13.515
2022-08-11,13.515
2022-08-12,13.515
2022-08-13,13.515
2022-08-14,13.515
2022-08-15,13.515
2022-08-16,13.515
2022-08-17,13.515
2022-08-18,13.515
2022-08-19,13.515
2022-08-20,13.515
2022-08-21,13.515
2022-08-22,13.515
2022-08-23,13.515
2022-08-24,13.515
2022-08-25,13.515
2022-08-26,13.515
2022-08-27,13.515
2022-08-28,13.515
2022-08-29,13.515
2022-08-30,13.515
2022-08-31,13.515
2022-09-01,13.515
2022-09-02,13.515
2022-09-03,13.515
2022-09-04,13.515
2022-09-05,13.515
2022-09-06,13.515
2022-09-07,13.515
2022-09-08,13.515
2022-09-09,13.515
2022-09-10,13.515
2022-09-11,13.515
2022-09-12,13.515
2022-09-13,13.515
2022-09-14,13.515
2022-09-15,13.515
2022-09-16,13.515
2022-09-17,13.515
2022-09-18,13.515
2022-09-19,13.515
2022-09-20,13.515
2022-09-21,13.515
2022-09-22,13.515
2022-09-23,13.515
2022-09-24,13.515
2022-09-25,13.515
2022-09-26,13.515
2022-09-27,13.515
2022-09-28,13.515
2022-09-29,13.515
2022-09-30,13.515
2022-10-01,13.515
2022-10-02,13.515
2022-10-03,13.515
2022-10-04,13.515
2022-10-05,13.515
2022-10-06,13.515
2022-10-07,13.515
2022-10-08,13.515
2022-10-09,13.515
2022-10-10,13.515
2022-10-11,13.515
2022-10-12,13.515
2022-10-13,13.515
2022-10-14,13.515
2022-10-15,13.515
2022-10-16,13.515
2022-10-17,13.515
2022-10-18,13.515
2022-10-19,13.515
2022-10-20,13.515
2022-10-21,13.515
2022-10-22,13.515
2022-10-23,13.515
2022-10-24,13.515
2022-10-25,13.515
2022-10-26,13.515
2022-10-27,13.515
2022-10-28,13.515
2022-10-29,13.515
2022-10-30,13.515
2022-10-31,13.515
2022-11-01,13.515
2022-11-02,13.515
2022-11-03,13.515
2022-11-04,13.515
2022-11-05,13.515
2022-11-06,13.515
2022-11-07,13.515
2022-11-08,13.515
2022-11-09,13.515
2022-11-10,13.515
2022-11-11,13.515
2022-11-12,13.515
2022-11-13,13.515
2022-11-14,13.515
2022-11-15,13.515
2022-11-16,13.515
2022-11-17,13.515
2022-11-18,13.515
2022-11-19,13.515
2022-11-20,13.515
2022-11-21,13.515
2022-11-22,13.515
2022-11-23,13.515
2022-11-24,13.515
2022-11-25,13.515
2022-11-26,13.515
2022-11-27,13.515
2022-11-28,13.515
2022-11-29,13.515
2022-11-30,13.515
2022-12-01,13.515
2022-12-02,13.515
2022-12-03,13.515
2022-12-04,13.515
2022-12-05,13.515
2022-12-06,13.515
2022-12-07,13.515
2022-12-08,13.515
2022-12-09,13.515
2022-12-10,13.515
2022-12-11,13.515
2022-12-12,13.515
2022-12-13,13.515
2022-12-14,13.515
2022-12-15,13.515
2022-12-16,13.515
2022-12-17,13.515
2022-12-18,13.515
2022-12-19,13.515
2022-12-20,13.515
2022-12-21,13.515
2022-12-22,13.515
2022-12-23,13.515
2022-12-24,13.515
2022-12-25,13.515
2022-12-26,13.515
2022-12-27,13.515
2022-12-28,13.515
2022-12-29,13.515
2022-12-30,13.515
2022-12-31,13.515
2023-01-01,13.515
2023-01-02,13.515
2023-01-03,13.515
2023-01-04,13.515
2023-01-05,13.515
2023-01-06,13.515
2023-01-07,13.515
2023-01-08,13.515
2023-01-09,13.515
2023-01-10,13.515
2023-01-11,13.515
2023-01-12,13.515
2023-01-13,13.515
2023-01-14,13.515
2023-01-15,13.515
2023-01-16,13.515
2023-01-17,13.515
2023-01-18,13.515
2023-01-19,13.515
2023-01-20,13.515
2023-01-21,13.515
2023-01-22,13.515
2023-01-23,13.515
2023-01-24,13.515
2023-01-25,13.515
2023-01-26,13.515
2023-01-27,13.515
2023-01-28,13.515
2023-01-29,13.515
2023-01-30,13.515
2023-01-31,13.515
2023-02-01,13.515
2023-02-02,13.515
2023-02-03,13.515
2023-02-04,13.515
2023-02-05,13.515
2023-02-06,13.515
2023-02-07,13.515
2023-02-08,13.515
2023-02-09,13.515
2023-02-10,13.515
2023-02-11,13.515
2023-02-12,13.515
2023-02-13,13.515
2023-02-14,13.515
2023-02-15,13.515
2023-02-16,13.515
2023-02-17,13.515
2023-02-18,13.515
2023-02-19,13.515
2023-02-20,13.515
2023-02-21,13.515
2023-02-22,13.515
2023-02-23,13.515
2023-02-24,13.515
2023-02-25,13.515
2023-02-26,13.515
2023-02-27,13.515
2023-02-28,13.515
2023-03-01,13.515
2023-03-02,13.515
2023-03-03,13.515
2023-03-04,13.515
2023-03-05,13.515
2023-03-06,13.515
2023-03-07,13.515
2023-03-08,13.515
2023-03-09,13.515
2023-03-10,13.515
2023-03-11,13.515
2023-03-12,13.515
2023-03-13,13.515
2023-03-14,13.515
2023-03-15,13.515
2023-03-16,13.515
2023-03-17,13.515
2023-03-18,13.515
2023-03-19,13.515
2023-03-20,13.515
2023-03-21,13.515
2023-03-22,13.515
2023-03-23,13.515
2023-03-24,13.515
2023-03-25,13.515
2023-03-26,13.515
2023-03-27,13.515
2023-03-28,13.515
2023-03-29,13.515
2023-03-30,13.515
2023-03-31,13.515
2023-04-01,13.515
2023-04-02,13.515
2023-04-03,13.515
2023-04-04,13.515
2023-04-05,13.515
2023-04-06,13.515
2023-04-07,13.515
2023-04-08,13.515
2023-04-09,13.515
2023-04-10,13.515
2023-04-11,13.515
2023-04-12,13.515
2023-04-13,13.515
2023-04-14,13.515
2023-04-15,13.515
2023-04-16,13.515
2023-04-17,13.515
2023-04-18,13.515
2023-04-19,13.515
2023-04-20,13.515
2023-04-21,13.515
2023-04-22,13.515
2023-04-23,13.515
2023-04-24,13.515
2023-04-25,13.515
2023-04-26,13.515
2023-04-27,13.515
2023-04-28,13.515
2023-04-29,13.515
2023-04-30,13.515
2023-05-01,13.515
2023-05-02,13.515
2023-05-03,13.515
2023-05-04,13.515
2023-05-05,13.515
2023-05-06,13.515
2023-05-07,13.515
2023-05-08,13.515
2023-05-09,13.515
2023-05-10,13.515
2023-05-11,13.515
2023-05-12,13.515
2023-05-13,13.515
2023-05-14,13.515
2023-05-15,13.515
2023-05-16,13.515
2023-05-17,13.515
2023-05-18,13.515
2023-05-19,13.515
2023-05-20,13.515
2023-05-21,13.515
2023-05-22,13.515
2023-05-23,13.515
2023-05-24,13.515
2023-05-25,13.515
2023-05-26,13.515
2023-05-27,13.515
2023-05-28,13.515
2023-05-29,13.515
2023-05-30,13.515
2023-05-31,13.515
2023-06-01,13.515
2023-06-02,13.515
2023-06-03,13.515
2023-06-04,13.515
2023-06-05,13.515
2023-06-06,13.515
2023-06-07,13.515
2023-06-08,13.515
2023-06-09,13.515
2023-06-10,13.515
2023-06-11,13.515
2023-06-12,13.515
2023-06-13,13.515
2023-06-14,13.515
2023-06-15,13.515
2023-06-16,13.515
2023-06-17,13.515
2023-06-18,13.515
2023-06-19,13.515
2023-06-20,13.515
2023-06-21,13.515
2023-06-22,13.515
