,MKC/V US Equity
2023-06-23,31.332
2023-06-24,31.332
2023-06-25,31.332
2023-06-26,31.863
2023-06-27,31.921
2023-06-28,30.984
2023-06-29,30.332
2023-06-30,28.919
2023-07-01,28.919
2023-07-02,28.919
2023-07-03,28.959
2023-07-04,28.959
2023-07-05,28.959
2023-07-06,29.239
2023-07-07,28.318
2023-07-08,28.318
2023-07-09,28.318
2023-07-10,28.133
2023-07-11,27.795
2023-07-12,29.179
2023-07-13,28.485
2023-07-14,29.091
2023-07-15,29.091
2023-07-16,29.091
2023-07-17,29.404
2023-07-18,28.822
2023-07-19,29.009
2023-07-20,29.579
2023-07-21,29.579
2023-07-22,29.579
2023-07-23,29.579
2023-07-24,29.737
2023-07-25,29.992
2023-07-26,29.36
2023-07-27,30.032
2023-07-28,30.2
2023-07-29,30.2
2023-07-30,30.2
2023-07-31,29.606
2023-08-01,29.516
2023-08-02,29.653
2023-08-03,29.569
2023-08-04,29.434
2023-08-05,29.434
2023-08-06,29.434
2023-08-07,29.611
2023-08-08,28.903
2023-08-09,29.681
2023-08-10,29.681
2023-08-11,28.67
2023-08-12,28.67
2023-08-13,28.67
2023-08-14,29.964
2023-08-15,28.751
2023-08-16,29.334
2023-08-17,30.437
2023-08-18,28.596
2023-08-19,28.596
2023-08-20,28.596
2023-08-21,28.232
2023-08-22,27.592
2023-08-23,27.77
2023-08-24,27.133
2023-08-25,27.133
2023-08-26,27.133
2023-08-27,27.133
2023-08-28,27.535
2023-08-29,27.468
2023-08-30,28.419
2023-08-31,27.505
2023-09-01,27.505
2023-09-02,27.505
2023-09-03,27.505
2023-09-04,27.505
2023-09-05,26.635
2023-09-06,26.602
2023-09-07,26.926
2023-09-08,26.926
2023-09-09,26.926
2023-09-10,26.926
2023-09-11,27.595
2023-09-12,27.142
2023-09-13,26.537
2023-09-14,26.537
2023-09-15,26.472
2023-09-16,26.472
2023-09-17,26.472
2023-09-18,26.967
2023-09-19,26.967
2023-09-20,26.401
2023-09-21,26.412
2023-09-22,26.412
2023-09-23,26.412
2023-09-24,26.412
2023-09-25,25.679
2023-09-26,25.539
2023-09-27,24.771
2023-09-28,25.504
2023-09-29,26.333
2023-09-30,26.333
2023-10-01,26.333
2023-10-02,27.007
2023-10-03,23.631
2023-10-04,23.037
2023-10-05,22.317
2023-10-06,21.63
2023-10-07,21.63
2023-10-08,21.63
2023-10-09,21.989
2023-10-10,22.121
2023-10-11,20.896
2023-10-12,20.003
2023-10-13,20.3
2023-10-14,20.3
2023-10-15,20.3
2023-10-16,21.901
2023-10-17,21.599
2023-10-18,21.599
2023-10-19,20.929
2023-10-20,21.383
2023-10-21,21.383
2023-10-22,21.383
2023-10-23,20.912
2023-10-24,21.492
2023-10-25,22.14
2023-10-26,22.205
2023-10-27,22.205
2023-10-28,22.205
2023-10-29,22.205
2023-10-30,22.134
2023-10-31,21.949
2023-11-01,22.311
2023-11-02,22.034
2023-11-03,22.034
2023-11-04,22.034
2023-11-05,22.034
2023-11-06,22.717
2023-11-07,22.67
2023-11-08,22.034
2023-11-09,22.034
2023-11-10,22.376
2023-11-11,22.376
2023-11-12,22.376
2023-11-13,22.0
2023-11-14,22.191
2023-11-15,22.42
2023-11-16,22.456
2023-11-17,22.919
2023-11-18,22.919
2023-11-19,22.919
2023-11-20,22.238
2023-11-21,22.238
2023-11-22,23.076
2023-11-23,23.076
2023-11-24,23.076
2023-11-25,23.076
2023-11-26,23.076
2023-11-27,22.375
2023-11-28,22.392
2023-11-29,22.439
2023-11-30,21.962
2023-12-01,22.266
2023-12-02,22.266
2023-12-03,22.266
2023-12-04,22.545
2023-12-05,22.647
2023-12-06,23.081
2023-12-07,23.478
2023-12-08,22.657
2023-12-09,22.657
2023-12-10,22.657
2023-12-11,22.657
2023-12-12,22.988
2023-12-13,23.403
2023-12-14,23.839
2023-12-15,23.805
2023-12-16,23.805
2023-12-17,23.805
2023-12-18,23.805
2023-12-19,22.919
2023-12-20,22.817
2023-12-21,23.052
2023-12-22,23.035
2023-12-23,23.035
2023-12-24,23.035
2023-12-25,23.035
2023-12-26,23.158
2023-12-27,22.868
2023-12-28,23.195
2023-12-29,23.36
2023-12-30,23.36
2023-12-31,23.36
2024-01-01,23.36
2024-01-02,23.703
2024-01-03,23.778
2024-01-04,23.652
2024-01-05,23.875
2024-01-06,23.875
2024-01-07,23.875
2024-01-08,23.43
2024-01-09,23.695
2024-01-10,22.818
2024-01-11,23.081
2024-01-12,22.645
2024-01-13,22.645
2024-01-14,22.645
2024-01-15,22.645
2024-01-16,22.386
2024-01-17,22.44
2024-01-18,21.963
2024-01-19,22.524
2024-01-20,22.524
2024-01-21,22.524
2024-01-22,22.644
2024-01-23,22.678
2024-01-24,22.66
2024-01-25,24.045
2024-01-26,23.616
2024-01-27,23.616
2024-01-28,23.616
2024-01-29,23.845
2024-01-30,23.58
2024-01-31,23.77
2024-02-01,23.596
2024-02-02,23.596
2024-02-03,23.596
2024-02-04,23.596
2024-02-05,23.571
2024-02-06,23.359
2024-02-07,23.126
2024-02-08,23.022
2024-02-09,23.87
2024-02-10,23.87
2024-02-11,23.87
2024-02-12,23.185
2024-02-13,22.725
2024-02-14,22.918
2024-02-15,22.841
2024-02-16,23.01
2024-02-17,23.01
2024-02-18,23.01
2024-02-19,23.01
2024-02-20,23.625
2024-02-21,23.625
2024-02-22,23.814
2024-02-23,23.888
2024-02-24,23.888
2024-02-25,23.888
2024-02-26,23.746
2024-02-27,23.888
2024-02-28,23.888
2024-02-29,23.765
2024-03-01,23.976
2024-03-02,23.976
2024-03-03,23.976
2024-03-04,24.176
2024-03-05,24.018
2024-03-06,23.832
2024-03-07,23.755
2024-03-08,23.8
2024-03-09,23.8
2024-03-10,23.8
2024-03-11,24.555
2024-03-12,24.302
2024-03-13,24.146
2024-03-14,23.721
2024-03-15,23.55
2024-03-16,23.55
2024-03-17,23.55
2024-03-18,24.151
2024-03-19,24.362
2024-03-20,24.204
2024-03-21,24.155
2024-03-22,24.594
2024-03-23,24.594
2024-03-24,24.594
2024-03-25,24.77
2024-03-26,26.907
2024-03-27,25.822
2024-03-28,26.856
2024-03-29,26.856
2024-03-30,26.856
2024-03-31,26.856
2024-04-01,26.856
2024-04-02,27.168
2024-04-03,26.77
2024-04-04,26.526
2024-04-05,26.594
2024-04-06,26.594
2024-04-07,26.594
2024-04-08,26.255
