,KNL US Equity
2020-08-06,8.169
2020-08-07,8.169
2020-08-08,8.169
2020-08-09,8.169
2020-08-10,8.169
2020-08-11,8.169
2020-08-12,8.169
2020-08-13,8.169
2020-08-14,8.169
2020-08-15,8.169
2020-08-16,8.169
2020-08-17,8.169
2020-08-18,8.169
2020-08-19,8.169
2020-08-20,8.169
2020-08-21,8.169
2020-08-22,8.169
2020-08-23,8.169
2020-08-24,8.169
2020-08-25,8.169
2020-08-26,8.169
2020-08-27,8.169
2020-08-28,8.169
2020-08-29,8.169
2020-08-30,8.169
2020-08-31,8.169
2020-09-01,8.169
2020-09-02,8.169
2020-09-03,8.169
2020-09-04,8.169
2020-09-05,8.169
2020-09-06,8.169
2020-09-07,8.169
2020-09-08,8.169
2020-09-09,8.169
2020-09-10,8.169
2020-09-11,8.169
2020-09-12,8.169
2020-09-13,8.169
2020-09-14,8.169
2020-09-15,8.169
2020-09-16,8.169
2020-09-17,8.169
2020-09-18,8.169
2020-09-19,8.169
2020-09-20,8.169
2020-09-21,8.169
2020-09-22,8.169
2020-09-23,8.169
2020-09-24,8.169
2020-09-25,8.169
2020-09-26,8.169
2020-09-27,8.169
2020-09-28,8.169
2020-09-29,8.169
2020-09-30,8.169
2020-10-01,8.169
2020-10-02,8.169
2020-10-03,8.169
2020-10-04,8.169
2020-10-05,8.169
2020-10-06,8.169
2020-10-07,8.169
2020-10-08,8.169
2020-10-09,8.169
2020-10-10,8.169
2020-10-11,8.169
2020-10-12,8.169
2020-10-13,8.169
2020-10-14,8.169
2020-10-15,8.169
2020-10-16,8.169
2020-10-17,8.169
2020-10-18,8.169
2020-10-19,8.169
2020-10-20,8.169
2020-10-21,8.169
2020-10-22,8.169
2020-10-23,8.169
2020-10-24,8.169
2020-10-25,8.169
2020-10-26,8.169
2020-10-27,11.526
2020-10-28,11.537
2020-10-29,11.771
2020-10-30,11.7
2020-10-31,11.7
2020-11-01,11.7
2020-11-02,11.894
2020-11-03,12.037
2020-11-04,11.69
2020-11-05,11.731
2020-11-06,11.72
2020-11-07,11.72
2020-11-08,11.72
2020-11-09,14.068
2020-11-10,14.068
2020-11-11,13.66
2020-11-12,13.456
2020-11-13,13.864
2020-11-14,13.864
2020-11-15,13.864
2020-11-16,14.252
2020-11-17,14.15
2020-11-18,14.171
2020-11-19,14.354
2020-11-20,14.344
2020-11-21,14.344
2020-11-22,14.344
2020-11-23,14.599
2020-11-24,15.814
2020-11-25,15.426
2020-11-26,15.426
2020-11-27,15.089
2020-11-28,15.089
2020-11-29,15.089
2020-11-30,13.946
2020-12-01,14.242
2020-12-02,14.569
2020-12-03,14.681
2020-12-04,15.549
2020-12-05,15.549
2020-12-06,15.549
2020-12-07,15.355
2020-12-08,15.457
2020-12-09,15.437
2020-12-10,15.018
2020-12-11,14.548
2020-12-12,14.548
2020-12-13,14.548
2020-12-14,14.395
2020-12-15,15.081
2020-12-16,15.01
2020-12-17,14.364
2020-12-18,14.497
2020-12-19,14.497
2020-12-20,14.497
2020-12-21,13.913
2020-12-22,13.8
2020-12-23,14.507
2020-12-24,14.682
2020-12-25,14.682
2020-12-26,14.682
2020-12-27,14.682
2020-12-28,14.702
2020-12-29,14.917
2020-12-30,14.989
2020-12-31,15.051
2021-01-01,15.051
2021-01-02,15.051
2021-01-03,15.051
2021-01-04,14.138
2021-01-05,14.764
2021-01-06,15.584
2021-01-07,15.492
2021-01-08,15.553
2021-01-09,15.553
2021-01-10,15.553
2021-01-11,15.522
2021-01-12,16.148
2021-01-13,15.881
2021-01-14,16.281
2021-01-15,16.076
2021-01-16,16.076
2021-01-17,16.076
2021-01-18,16.076
2021-01-19,16.505
2021-01-20,16.63
2021-01-21,16.683
2021-01-22,16.943
2021-01-23,16.943
2021-01-24,16.943
2021-01-25,16.776
2021-01-26,16.964
2021-01-27,16.703
2021-01-28,16.412
2021-01-29,15.579
2021-01-30,15.579
2021-01-31,15.579
2021-02-01,16.016
2021-02-02,15.943
2021-02-03,15.974
2021-02-04,16.766
2021-02-05,16.578
2021-02-06,16.578
2021-02-07,16.578
2021-02-08,17.286
2021-02-09,17.266
2021-02-10,17.391
2021-02-11,18.322
2021-02-12,18.626
2021-02-13,18.626
2021-02-14,18.626
2021-02-15,18.626
2021-02-16,18.603
2021-02-17,20.649
2021-02-18,20.217
2021-02-19,20.597
2021-02-20,20.597
2021-02-21,20.597
2021-02-22,21.853
2021-02-23,21.892
2021-02-24,22.729
2021-02-25,21.709
2021-02-26,21.342
2021-02-27,21.342
2021-02-28,21.342
2021-03-01,22.232
2021-03-02,22.389
2021-03-03,23.017
2021-03-04,22.285
2021-03-05,22.743
2021-03-06,22.743
2021-03-07,22.743
2021-03-08,23.973
2021-03-09,22.926
2021-03-10,23.789
2021-03-11,23.881
2021-03-12,24.34
2021-03-13,24.34
2021-03-14,24.34
2021-03-15,23.723
2021-03-16,22.923
2021-03-17,23.238
2021-03-18,23.395
2021-03-19,23.014
2021-03-20,23.014
2021-03-21,23.014
2021-03-22,22.148
2021-03-23,21.439
2021-03-24,21.439
2021-03-25,21.846
2021-03-26,22.082
2021-03-27,22.082
2021-03-28,22.082
2021-03-29,21.242
2021-03-30,21.203
2021-03-31,21.675
2021-04-01,21.741
2021-04-02,21.741
2021-04-03,21.741
2021-04-04,21.741
2021-04-05,22.017
2021-04-06,22.148
2021-04-07,21.465
2021-04-08,21.925
2021-04-09,22.148
2021-04-10,22.148
2021-04-11,22.148
2021-04-12,22.043
2021-04-13,21.61
2021-04-14,22.345
2021-04-15,22.227
2021-04-16,22.621
2021-04-17,22.621
2021-04-18,22.621
2021-04-19,30.59
2021-04-20,30.366
2021-04-21,30.931
2021-04-22,30.38
2021-04-23,31.876
2021-04-24,31.876
2021-04-25,31.876
2021-04-26,31.115
2021-04-27,31.285
2021-04-28,31.312
2021-04-29,31.579
2021-04-30,30.97
2021-05-01,30.97
2021-05-02,30.97
2021-05-03,31.54
2021-05-04,31.618
2021-05-05,31.877
2021-05-06,31.696
2021-05-07,31.747
2021-05-08,31.747
2021-05-09,31.747
2021-05-10,32.46
2021-05-11,32.408
2021-05-12,32.007
2021-05-13,31.929
2021-05-14,32.68
2021-05-15,32.68
2021-05-16,32.68
2021-05-17,32.81
2021-05-18,32.706
2021-05-19,32.46
2021-05-20,32.564
2021-05-21,32.473
2021-05-22,32.473
2021-05-23,32.473
2021-05-24,32.914
2021-05-25,32.758
2021-05-26,33.212
2021-05-27,43.919
2021-05-28,43.97
2021-05-29,43.97
2021-05-30,43.97
2021-05-31,43.97
2021-06-01,45.475
2021-06-02,45.373
2021-06-03,45.086
2021-06-04,45.373
2021-06-05,45.373
2021-06-06,45.373
2021-06-07,45.83
2021-06-08,45.323
2021-06-09,45.779
2021-06-10,45.526
2021-06-11,45.593
2021-06-12,45.593
2021-06-13,45.593
2021-06-14,64.098
2021-06-15,64.634
2021-06-16,63.415
2021-06-17,62.707
2021-06-18,61.317
2021-06-19,61.317
2021-06-20,61.317
2021-06-21,63.171
2021-06-22,62.976
2021-06-23,63.195
2021-06-24,64.488
2021-06-25,64.244
2021-06-26,64.244
2021-06-27,64.244
2021-06-28,64.049
2021-06-29,61.488
2021-06-30,63.39
2021-07-01,64.585
2021-07-02,63.171
2021-07-03,63.171
2021-07-04,63.171
2021-07-05,63.171
2021-07-06,63.317
2021-07-07,63.707
2021-07-08,61.878
2021-07-09,62.195
2021-07-10,62.195
2021-07-11,62.195
2021-07-12,63.317
2021-07-13,62.22
2021-07-14,61.585
2021-07-15,61.537
2021-07-16,60.512
2021-07-17,60.512
2021-07-18,60.512
2021-07-19,61.073
2021-07-20,61.073
2021-07-21,61.073
2021-07-22,61.073
2021-07-23,61.073
2021-07-24,61.073
2021-07-25,61.073
2021-07-26,61.073
2021-07-27,61.073
2021-07-28,61.073
2021-07-29,61.073
2021-07-30,61.073
2021-07-31,61.073
2021-08-01,61.073
2021-08-02,61.073
2021-08-03,61.073
2021-08-04,61.073
2021-08-05,61.073
2021-08-06,61.073
2021-08-07,61.073
2021-08-08,61.073
2021-08-09,61.073
2021-08-10,61.073
2021-08-11,61.073
2021-08-12,61.073
2021-08-13,61.073
2021-08-14,61.073
2021-08-15,61.073
2021-08-16,61.073
2021-08-17,61.073
2021-08-18,61.073
2021-08-19,61.073
2021-08-20,61.073
2021-08-21,61.073
2021-08-22,61.073
2021-08-23,61.073
2021-08-24,61.073
2021-08-25,61.073
2021-08-26,61.073
2021-08-27,61.073
2021-08-28,61.073
2021-08-29,61.073
2021-08-30,61.073
2021-08-31,61.073
2021-09-01,61.073
2021-09-02,61.073
2021-09-03,61.073
2021-09-04,61.073
2021-09-05,61.073
2021-09-06,61.073
2021-09-07,61.073
2021-09-08,61.073
2021-09-09,61.073
2021-09-10,61.073
2021-09-11,61.073
2021-09-12,61.073
2021-09-13,61.073
2021-09-14,61.073
2021-09-15,61.073
2021-09-16,61.073
2021-09-17,61.073
2021-09-18,61.073
2021-09-19,61.073
2021-09-20,61.073
2021-09-21,61.073
2021-09-22,61.073
2021-09-23,61.073
2021-09-24,61.073
2021-09-25,61.073
2021-09-26,61.073
2021-09-27,61.073
2021-09-28,61.073
2021-09-29,61.073
2021-09-30,61.073
2021-10-01,61.073
2021-10-02,61.073
2021-10-03,61.073
2021-10-04,61.073
2021-10-05,61.073
2021-10-06,61.073
2021-10-07,61.073
2021-10-08,61.073
2021-10-09,61.073
2021-10-10,61.073
2021-10-11,61.073
2021-10-12,61.073
2021-10-13,61.073
2021-10-14,61.073
2021-10-15,61.073
2021-10-16,61.073
2021-10-17,61.073
2021-10-18,61.073
2021-10-19,61.073
2021-10-20,61.073
2021-10-21,61.073
2021-10-22,61.073
2021-10-23,61.073
2021-10-24,61.073
2021-10-25,61.073
2021-10-26,61.073
2021-10-27,61.073
2021-10-28,61.073
2021-10-29,61.073
2021-10-30,61.073
2021-10-31,61.073
2021-11-01,61.073
2021-11-02,61.073
2021-11-03,61.073
2021-11-04,61.073
2021-11-05,61.073
2021-11-06,61.073
2021-11-07,61.073
2021-11-08,61.073
2021-11-09,61.073
2021-11-10,61.073
2021-11-11,61.073
2021-11-12,61.073
2021-11-13,61.073
2021-11-14,61.073
2021-11-15,61.073
2021-11-16,61.073
2021-11-17,61.073
2021-11-18,61.073
2021-11-19,61.073
2021-11-20,61.073
2021-11-21,61.073
2021-11-22,61.073
2021-11-23,61.073
2021-11-24,61.073
2021-11-25,61.073
2021-11-26,61.073
2021-11-27,61.073
2021-11-28,61.073
2021-11-29,61.073
2021-11-30,61.073
2021-12-01,61.073
2021-12-02,61.073
2021-12-03,61.073
2021-12-04,61.073
2021-12-05,61.073
2021-12-06,61.073
2021-12-07,61.073
2021-12-08,61.073
2021-12-09,61.073
2021-12-10,61.073
2021-12-11,61.073
2021-12-12,61.073
2021-12-13,61.073
2021-12-14,61.073
2021-12-15,61.073
2021-12-16,61.073
2021-12-17,61.073
2021-12-18,61.073
2021-12-19,61.073
2021-12-20,61.073
2021-12-21,61.073
2021-12-22,61.073
2021-12-23,61.073
2021-12-24,61.073
2021-12-25,61.073
2021-12-26,61.073
2021-12-27,61.073
2021-12-28,61.073
2021-12-29,61.073
2021-12-30,61.073
2021-12-31,61.073
2022-01-01,61.073
2022-01-02,61.073
2022-01-03,61.073
2022-01-04,61.073
2022-01-05,61.073
2022-01-06,61.073
2022-01-07,61.073
2022-01-08,61.073
2022-01-09,61.073
2022-01-10,61.073
2022-01-11,61.073
2022-01-12,61.073
2022-01-13,61.073
2022-01-14,61.073
2022-01-15,61.073
2022-01-16,61.073
2022-01-17,61.073
2022-01-18,61.073
2022-01-19,61.073
2022-01-20,61.073
2022-01-21,61.073
2022-01-22,61.073
2022-01-23,61.073
2022-01-24,61.073
2022-01-25,61.073
2022-01-26,61.073
2022-01-27,61.073
2022-01-28,61.073
2022-01-29,61.073
2022-01-30,61.073
2022-01-31,61.073
2022-02-01,61.073
2022-02-02,61.073
2022-02-03,61.073
2022-02-04,61.073
2022-02-05,61.073
2022-02-06,61.073
2022-02-07,61.073
2022-02-08,61.073
2022-02-09,61.073
2022-02-10,61.073
2022-02-11,61.073
2022-02-12,61.073
2022-02-13,61.073
2022-02-14,61.073
2022-02-15,61.073
2022-02-16,61.073
2022-02-17,61.073
2022-02-18,61.073
2022-02-19,61.073
2022-02-20,61.073
2022-02-21,61.073
2022-02-22,61.073
2022-02-23,61.073
2022-02-24,61.073
2022-02-25,61.073
2022-02-26,61.073
2022-02-27,61.073
2022-02-28,61.073
2022-03-01,61.073
2022-03-02,61.073
2022-03-03,61.073
2022-03-04,61.073
2022-03-05,61.073
2022-03-06,61.073
2022-03-07,61.073
2022-03-08,61.073
2022-03-09,61.073
2022-03-10,61.073
2022-03-11,61.073
2022-03-12,61.073
2022-03-13,61.073
2022-03-14,61.073
2022-03-15,61.073
2022-03-16,61.073
2022-03-17,61.073
2022-03-18,61.073
2022-03-19,61.073
2022-03-20,61.073
2022-03-21,61.073
2022-03-22,61.073
2022-03-23,61.073
2022-03-24,61.073
2022-03-25,61.073
2022-03-26,61.073
2022-03-27,61.073
2022-03-28,61.073
2022-03-29,61.073
2022-03-30,61.073
2022-03-31,61.073
2022-04-01,61.073
2022-04-02,61.073
2022-04-03,61.073
2022-04-04,61.073
2022-04-05,61.073
2022-04-06,61.073
2022-04-07,61.073
2022-04-08,61.073
2022-04-09,61.073
2022-04-10,61.073
2022-04-11,61.073
2022-04-12,61.073
2022-04-13,61.073
2022-04-14,61.073
2022-04-15,61.073
2022-04-16,61.073
2022-04-17,61.073
2022-04-18,61.073
2022-04-19,61.073
2022-04-20,61.073
2022-04-21,61.073
2022-04-22,61.073
2022-04-23,61.073
2022-04-24,61.073
2022-04-25,61.073
2022-04-26,61.073
2022-04-27,61.073
2022-04-28,61.073
2022-04-29,61.073
2022-04-30,61.073
2022-05-01,61.073
2022-05-02,61.073
2022-05-03,61.073
2022-05-04,61.073
2022-05-05,61.073
2022-05-06,61.073
2022-05-07,61.073
2022-05-08,61.073
2022-05-09,61.073
2022-05-10,61.073
2022-05-11,61.073
2022-05-12,61.073
2022-05-13,61.073
2022-05-14,61.073
2022-05-15,61.073
2022-05-16,61.073
2022-05-17,61.073
2022-05-18,61.073
2022-05-19,61.073
2022-05-20,61.073
2022-05-21,61.073
2022-05-22,61.073
2022-05-23,61.073
2022-05-24,61.073
2022-05-25,61.073
2022-05-26,61.073
2022-05-27,61.073
2022-05-28,61.073
2022-05-29,61.073
2022-05-30,61.073
2022-05-31,61.073
2022-06-01,61.073
2022-06-02,61.073
2022-06-03,61.073
2022-06-04,61.073
2022-06-05,61.073
2022-06-06,61.073
2022-06-07,61.073
2022-06-08,61.073
2022-06-09,61.073
2022-06-10,61.073
2022-06-11,61.073
2022-06-12,61.073
2022-06-13,61.073
2022-06-14,61.073
2022-06-15,61.073
2022-06-16,61.073
2022-06-17,61.073
2022-06-18,61.073
2022-06-19,61.073
2022-06-20,61.073
2022-06-21,61.073
2022-06-22,61.073
2022-06-23,61.073
2022-06-24,61.073
2022-06-25,61.073
2022-06-26,61.073
2022-06-27,61.073
2022-06-28,61.073
2022-06-29,61.073
2022-06-30,61.073
2022-07-01,61.073
2022-07-02,61.073
2022-07-03,61.073
2022-07-04,61.073
2022-07-05,61.073
2022-07-06,61.073
2022-07-07,61.073
2022-07-08,61.073
2022-07-09,61.073
2022-07-10,61.073
2022-07-11,61.073
2022-07-12,61.073
2022-07-13,61.073
2022-07-14,61.073
2022-07-15,61.073
2022-07-16,61.073
2022-07-17,61.073
2022-07-18,61.073
2022-07-19,61.073
2022-07-20,61.073
2022-07-21,61.073
2022-07-22,61.073
2022-07-23,61.073
2022-07-24,61.073
2022-07-25,61.073
2022-07-26,61.073
2022-07-27,61.073
2022-07-28,61.073
2022-07-29,61.073
2022-07-30,61.073
2022-07-31,61.073
2022-08-01,61.073
2022-08-02,61.073
2022-08-03,61.073
2022-08-04,61.073
2022-08-05,61.073
2022-08-06,61.073
2022-08-07,61.073
2022-08-08,61.073
2022-08-09,61.073
2022-08-10,61.073
2022-08-11,61.073
2022-08-12,61.073
2022-08-13,61.073
2022-08-14,61.073
2022-08-15,61.073
2022-08-16,61.073
2022-08-17,61.073
2022-08-18,61.073
2022-08-19,61.073
2022-08-20,61.073
2022-08-21,61.073
2022-08-22,61.073
2022-08-23,61.073
2022-08-24,61.073
2022-08-25,61.073
2022-08-26,61.073
2022-08-27,61.073
2022-08-28,61.073
2022-08-29,61.073
2022-08-30,61.073
2022-08-31,61.073
2022-09-01,61.073
2022-09-02,61.073
2022-09-03,61.073
2022-09-04,61.073
2022-09-05,61.073
2022-09-06,61.073
2022-09-07,61.073
2022-09-08,61.073
2022-09-09,61.073
2022-09-10,61.073
2022-09-11,61.073
2022-09-12,61.073
2022-09-13,61.073
2022-09-14,61.073
2022-09-15,61.073
2022-09-16,61.073
2022-09-17,61.073
2022-09-18,61.073
2022-09-19,61.073
2022-09-20,61.073
2022-09-21,61.073
2022-09-22,61.073
2022-09-23,61.073
2022-09-24,61.073
2022-09-25,61.073
2022-09-26,61.073
2022-09-27,61.073
2022-09-28,61.073
2022-09-29,61.073
2022-09-30,61.073
2022-10-01,61.073
2022-10-02,61.073
2022-10-03,61.073
2022-10-04,61.073
2022-10-05,61.073
2022-10-06,61.073
2022-10-07,61.073
2022-10-08,61.073
2022-10-09,61.073
2022-10-10,61.073
2022-10-11,61.073
2022-10-12,61.073
2022-10-13,61.073
2022-10-14,61.073
2022-10-15,61.073
2022-10-16,61.073
2022-10-17,61.073
2022-10-18,61.073
2022-10-19,61.073
2022-10-20,61.073
2022-10-21,61.073
2022-10-22,61.073
2022-10-23,61.073
2022-10-24,61.073
2022-10-25,61.073
2022-10-26,61.073
2022-10-27,61.073
2022-10-28,61.073
2022-10-29,61.073
2022-10-30,61.073
2022-10-31,61.073
2022-11-01,61.073
2022-11-02,61.073
2022-11-03,61.073
2022-11-04,61.073
2022-11-05,61.073
2022-11-06,61.073
2022-11-07,61.073
2022-11-08,61.073
2022-11-09,61.073
2022-11-10,61.073
2022-11-11,61.073
2022-11-12,61.073
2022-11-13,61.073
2022-11-14,61.073
2022-11-15,61.073
2022-11-16,61.073
2022-11-17,61.073
2022-11-18,61.073
2022-11-19,61.073
2022-11-20,61.073
2022-11-21,61.073
2022-11-22,61.073
2022-11-23,61.073
2022-11-24,61.073
2022-11-25,61.073
2022-11-26,61.073
2022-11-27,61.073
2022-11-28,61.073
2022-11-29,61.073
2022-11-30,61.073
2022-12-01,61.073
2022-12-02,61.073
2022-12-03,61.073
2022-12-04,61.073
2022-12-05,61.073
2022-12-06,61.073
2022-12-07,61.073
2022-12-08,61.073
2022-12-09,61.073
2022-12-10,61.073
2022-12-11,61.073
2022-12-12,61.073
2022-12-13,61.073
2022-12-14,61.073
2022-12-15,61.073
2022-12-16,61.073
2022-12-17,61.073
2022-12-18,61.073
2022-12-19,61.073
2022-12-20,61.073
2022-12-21,61.073
2022-12-22,61.073
2022-12-23,61.073
2022-12-24,61.073
2022-12-25,61.073
2022-12-26,61.073
2022-12-27,61.073
2022-12-28,61.073
2022-12-29,61.073
2022-12-30,61.073
2022-12-31,61.073
2023-01-01,61.073
2023-01-02,61.073
2023-01-03,61.073
2023-01-04,61.073
2023-01-05,61.073
2023-01-06,61.073
2023-01-07,61.073
2023-01-08,61.073
2023-01-09,61.073
2023-01-10,61.073
2023-01-11,61.073
2023-01-12,61.073
2023-01-13,61.073
2023-01-14,61.073
2023-01-15,61.073
2023-01-16,61.073
2023-01-17,61.073
2023-01-18,61.073
2023-01-19,61.073
2023-01-20,61.073
2023-01-21,61.073
2023-01-22,61.073
2023-01-23,61.073
2023-01-24,61.073
2023-01-25,61.073
2023-01-26,61.073
2023-01-27,61.073
2023-01-28,61.073
2023-01-29,61.073
2023-01-30,61.073
2023-01-31,61.073
2023-02-01,61.073
2023-02-02,61.073
2023-02-03,61.073
2023-02-04,61.073
2023-02-05,61.073
2023-02-06,61.073
2023-02-07,61.073
2023-02-08,61.073
2023-02-09,61.073
2023-02-10,61.073
2023-02-11,61.073
2023-02-12,61.073
2023-02-13,61.073
2023-02-14,61.073
2023-02-15,61.073
2023-02-16,61.073
2023-02-17,61.073
2023-02-18,61.073
2023-02-19,61.073
2023-02-20,61.073
2023-02-21,61.073
2023-02-22,61.073
2023-02-23,61.073
2023-02-24,61.073
2023-02-25,61.073
2023-02-26,61.073
2023-02-27,61.073
2023-02-28,61.073
2023-03-01,61.073
2023-03-02,61.073
2023-03-03,61.073
2023-03-04,61.073
2023-03-05,61.073
2023-03-06,61.073
2023-03-07,61.073
2023-03-08,61.073
2023-03-09,61.073
2023-03-10,61.073
2023-03-11,61.073
2023-03-12,61.073
2023-03-13,61.073
2023-03-14,61.073
2023-03-15,61.073
2023-03-16,61.073
2023-03-17,61.073
2023-03-18,61.073
2023-03-19,61.073
2023-03-20,61.073
2023-03-21,61.073
2023-03-22,61.073
2023-03-23,61.073
2023-03-24,61.073
2023-03-25,61.073
2023-03-26,61.073
2023-03-27,61.073
2023-03-28,61.073
2023-03-29,61.073
2023-03-30,61.073
2023-03-31,61.073
2023-04-01,61.073
2023-04-02,61.073
2023-04-03,61.073
2023-04-04,61.073
2023-04-05,61.073
2023-04-06,61.073
2023-04-07,61.073
2023-04-08,61.073
2023-04-09,61.073
2023-04-10,61.073
2023-04-11,61.073
2023-04-12,61.073
2023-04-13,61.073
2023-04-14,61.073
2023-04-15,61.073
2023-04-16,61.073
2023-04-17,61.073
2023-04-18,61.073
2023-04-19,61.073
2023-04-20,61.073
2023-04-21,61.073
2023-04-22,61.073
2023-04-23,61.073
2023-04-24,61.073
2023-04-25,61.073
2023-04-26,61.073
2023-04-27,61.073
2023-04-28,61.073
2023-04-29,61.073
2023-04-30,61.073
2023-05-01,61.073
2023-05-02,61.073
2023-05-03,61.073
2023-05-04,61.073
2023-05-05,61.073
2023-05-06,61.073
2023-05-07,61.073
2023-05-08,61.073
2023-05-09,61.073
2023-05-10,61.073
2023-05-11,61.073
2023-05-12,61.073
2023-05-13,61.073
2023-05-14,61.073
2023-05-15,61.073
2023-05-16,61.073
2023-05-17,61.073
2023-05-18,61.073
2023-05-19,61.073
2023-05-20,61.073
2023-05-21,61.073
2023-05-22,61.073
2023-05-23,61.073
2023-05-24,61.073
2023-05-25,61.073
2023-05-26,61.073
2023-05-27,61.073
2023-05-28,61.073
2023-05-29,61.073
2023-05-30,61.073
2023-05-31,61.073
2023-06-01,61.073
2023-06-02,61.073
2023-06-03,61.073
2023-06-04,61.073
2023-06-05,61.073
2023-06-06,61.073
2023-06-07,61.073
2023-06-08,61.073
2023-06-09,61.073
2023-06-10,61.073
2023-06-11,61.073
2023-06-12,61.073
2023-06-13,61.073
2023-06-14,61.073
2023-06-15,61.073
2023-06-16,61.073
2023-06-17,61.073
2023-06-18,61.073
2023-06-19,61.073
2023-06-20,61.073
2023-06-21,61.073
2023-06-22,61.073
