,WEC US Equity
2020-09-06,17.66
2020-09-07,17.66
2020-09-08,17.495
2020-09-09,17.894
2020-09-10,17.582
2020-09-11,17.581
2020-09-12,17.581
2020-09-13,17.581
2020-09-14,17.804
2020-09-15,18.165
2020-09-16,18.097
2020-09-17,17.608
2020-09-18,17.381
2020-09-19,17.381
2020-09-20,17.381
2020-09-21,17.379
2020-09-22,17.478
2020-09-23,17.049
2020-09-24,17.222
2020-09-25,17.645
2020-09-26,17.645
2020-09-27,17.645
2020-09-28,17.676
2020-09-29,17.709
2020-09-30,17.753
2020-10-01,18.0
2020-10-02,17.901
2020-10-03,17.901
2020-10-04,17.901
2020-10-05,17.98
2020-10-06,18.048
2020-10-07,17.964
2020-10-08,18.143
2020-10-09,18.218
2020-10-10,18.218
2020-10-11,18.218
2020-10-12,18.29
2020-10-13,18.156
2020-10-14,18.246
2020-10-15,18.313
2020-10-16,18.607
2020-10-17,18.607
2020-10-18,18.607
2020-10-19,18.375
2020-10-20,18.417
2020-10-21,18.502
2020-10-22,18.631
2020-10-23,18.697
2020-10-24,18.697
2020-10-25,18.697
2020-10-26,18.707
2020-10-27,18.754
2020-10-28,18.258
2020-10-29,18.379
2020-10-30,18.403
2020-10-31,18.403
2020-11-01,18.403
2020-11-02,19.04
2020-11-03,19.337
2020-11-04,19.003
2020-11-05,18.964
2020-11-06,19.106
2020-11-07,19.106
2020-11-08,19.106
2020-11-09,19.38
2020-11-10,19.57
2020-11-11,19.492
2020-11-12,19.239
2020-11-13,19.181
2020-11-14,19.181
2020-11-15,19.181
2020-11-16,19.536
2020-11-17,18.813
2020-11-18,18.438
2020-11-19,18.209
2020-11-20,18.314
2020-11-21,18.314
2020-11-22,18.314
2020-11-23,18.257
2020-11-24,18.341
2020-11-25,18.295
2020-11-26,18.295
2020-11-27,18.245
2020-11-28,18.245
2020-11-29,18.245
2020-11-30,18.095
2020-12-01,18.219
2020-12-02,18.249
2020-12-03,17.986
2020-12-04,17.779
2020-12-05,17.779
2020-12-06,17.779
2020-12-07,17.847
2020-12-08,17.805
2020-12-09,17.674
2020-12-10,17.455
2020-12-11,17.504
2020-12-12,17.504
2020-12-13,17.504
2020-12-14,17.379
2020-12-15,17.633
2020-12-16,17.491
2020-12-17,17.482
2020-12-18,17.311
2020-12-19,17.311
2020-12-20,17.311
2020-12-21,17.073
2020-12-22,16.961
2020-12-23,16.811
2020-12-24,16.953
2020-12-25,16.953
2020-12-26,16.953
2020-12-27,16.953
2020-12-28,17.152
2020-12-29,17.12
2020-12-30,17.165
2020-12-31,17.446
2021-01-01,17.446
2021-01-02,17.446
2021-01-03,17.446
2021-01-04,17.133
2021-01-05,17.078
2021-01-06,17.294
2021-01-07,16.731
2021-01-08,16.673
2021-01-09,16.673
2021-01-10,16.673
2021-01-11,16.485
2021-01-12,16.226
2021-01-13,16.719
2021-01-14,16.216
2021-01-15,16.558
2021-01-16,16.558
2021-01-17,16.558
2021-01-18,16.558
2021-01-19,16.405
2021-01-20,16.529
2021-01-21,16.239
2021-01-22,16.156
2021-01-23,16.156
2021-01-24,16.156
2021-01-25,16.537
2021-01-26,16.518
2021-01-27,16.796
2021-01-28,16.548
2021-01-29,16.437
2021-01-30,16.437
2021-01-31,16.437
2021-02-01,16.372
2021-02-02,16.232
2021-02-03,16.077
2021-02-04,16.01
2021-02-05,16.023
2021-02-06,16.023
2021-02-07,16.023
2021-02-08,15.705
2021-02-09,15.759
2021-02-10,15.838
2021-02-11,15.603
2021-02-12,15.436
2021-02-13,15.436
2021-02-14,15.436
2021-02-15,15.436
2021-02-16,15.089
2021-02-17,15.247
2021-02-18,15.516
2021-02-19,15.47
2021-02-20,15.47
2021-02-21,15.47
2021-02-22,15.349
2021-02-23,15.72
2021-02-24,15.329
2021-02-25,15.3
2021-02-26,15.087
2021-02-27,15.087
2021-02-28,15.087
2021-03-01,15.489
2021-03-02,15.534
2021-03-03,15.39
2021-03-04,15.394
2021-03-05,15.806
2021-03-06,15.806
2021-03-07,15.806
2021-03-08,16.152
2021-03-09,16.23
2021-03-10,16.399
2021-03-11,16.332
2021-03-12,16.638
2021-03-13,16.638
2021-03-14,16.638
2021-03-15,16.717
2021-03-16,16.713
2021-03-17,16.443
2021-03-18,16.554
2021-03-19,16.7
2021-03-20,16.7
2021-03-21,16.7
2021-03-22,16.689
2021-03-23,17.368
2021-03-24,17.289
2021-03-25,17.522
2021-03-26,17.492
2021-03-27,17.492
2021-03-28,17.492
2021-03-29,17.823
2021-03-30,17.56
2021-03-31,17.597
2021-04-01,17.616
2021-04-02,17.616
2021-04-03,17.616
2021-04-04,17.616
2021-04-05,17.708
2021-04-06,17.706
2021-04-07,17.635
2021-04-08,17.529
2021-04-09,17.433
2021-04-10,17.433
2021-04-11,17.433
2021-04-12,17.546
2021-04-13,17.754
2021-04-14,17.702
2021-04-15,18.069
2021-04-16,18.261
2021-04-17,18.261
2021-04-18,18.261
2021-04-19,18.24
2021-04-20,18.674
2021-04-21,18.321
2021-04-22,18.299
2021-04-23,18.225
2021-04-24,18.225
2021-04-25,18.225
2021-04-26,18.039
2021-04-27,17.885
2021-04-28,17.824
2021-04-29,17.974
2021-04-30,18.24
2021-05-01,18.24
2021-05-02,18.24
2021-05-03,18.392
2021-05-04,18.354
2021-05-05,18.111
2021-05-06,18.371
2021-05-07,18.313
2021-05-08,18.313
2021-05-09,18.313
2021-05-10,18.617
2021-05-11,18.088
2021-05-12,17.822
2021-05-13,18.105
2021-05-14,18.173
2021-05-15,18.173
2021-05-16,18.173
2021-05-17,18.09
2021-05-18,18.021
2021-05-19,17.921
2021-05-20,18.044
2021-05-21,18.176
2021-05-22,18.176
2021-05-23,18.176
2021-05-24,18.014
2021-05-25,17.727
2021-05-26,17.686
2021-05-27,17.565
2021-05-28,17.671
2021-05-29,17.671
2021-05-30,17.671
2021-05-31,17.671
2021-06-01,17.494
2021-06-02,17.533
2021-06-03,17.656
2021-06-04,17.589
2021-06-05,17.589
2021-06-06,17.589
2021-06-07,17.583
2021-06-08,17.277
2021-06-09,17.461
2021-06-10,17.502
2021-06-11,17.459
2021-06-12,17.459
2021-06-13,17.459
2021-06-14,17.419
2021-06-15,17.497
2021-06-16,17.277
2021-06-17,17.361
2021-06-18,16.807
2021-06-19,16.807
2021-06-20,16.807
2021-06-21,17.04
2021-06-22,16.946
2021-06-23,16.72
2021-06-24,16.741
2021-06-25,16.933
2021-06-26,16.933
2021-06-27,16.933
2021-06-28,17.094
2021-06-29,16.73
2021-06-30,16.717
2021-07-01,16.95
2021-07-02,16.9
2021-07-03,16.9
2021-07-04,16.9
2021-07-05,16.9
2021-07-06,17.028
2021-07-07,17.233
2021-07-08,17.29
2021-07-09,17.221
2021-07-10,17.221
2021-07-11,17.221
2021-07-12,17.32
2021-07-13,17.22
2021-07-14,17.456
2021-07-15,17.755
2021-07-16,17.885
2021-07-17,17.885
2021-07-18,17.885
2021-07-19,17.658
2021-07-20,17.581
2021-07-21,17.259
2021-07-22,17.328
2021-07-23,17.621
2021-07-24,17.621
2021-07-25,17.621
2021-07-26,17.645
2021-07-27,18.083
2021-07-28,17.697
2021-07-29,17.724
2021-07-30,17.641
2021-07-31,17.641
2021-08-01,17.641
2021-08-02,17.746
2021-08-03,17.913
2021-08-04,17.925
2021-08-05,18.046
2021-08-06,18.015
2021-08-07,18.015
2021-08-08,18.015
2021-08-09,18.018
2021-08-10,17.975
2021-08-11,18.033
2021-08-12,18.008
2021-08-13,18.142
2021-08-14,18.142
2021-08-15,18.142
2021-08-16,18.325
2021-08-17,18.359
2021-08-18,18.189
2021-08-19,18.285
2021-08-20,18.402
2021-08-21,18.402
2021-08-22,18.402
2021-08-23,18.063
2021-08-24,17.81
2021-08-25,17.853
2021-08-26,17.797
2021-08-27,17.802
2021-08-28,17.802
2021-08-29,17.802
2021-08-30,17.917
2021-08-31,17.816
2021-09-01,18.083
2021-09-02,18.253
2021-09-03,18.117
2021-09-04,18.117
2021-09-05,18.117
2021-09-06,18.117
2021-09-07,17.736
2021-09-08,18.181
2021-09-09,18.1
2021-09-10,17.893
2021-09-11,17.893
2021-09-12,17.893
2021-09-13,17.665
2021-09-14,17.616
2021-09-15,17.352
2021-09-16,17.269
2021-09-17,17.112
2021-09-18,17.112
2021-09-19,17.112
2021-09-20,17.157
2021-09-21,17.231
2021-09-22,17.203
2021-09-23,17.024
2021-09-24,16.971
2021-09-25,16.971
2021-09-26,16.971
2021-09-27,16.656
2021-09-28,16.55
2021-09-29,16.784
2021-09-30,16.631
2021-10-01,16.522
2021-10-02,16.522
2021-10-03,16.522
2021-10-04,16.852
2021-10-05,16.761
2021-10-06,17.08
2021-10-07,16.918
2021-10-08,16.746
2021-10-09,16.746
2021-10-10,16.746
2021-10-11,16.467
2021-10-12,16.56
2021-10-13,16.778
2021-10-14,16.952
2021-10-15,16.984
2021-10-16,16.984
2021-10-17,16.984
2021-10-18,16.759
2021-10-19,17.039
2021-10-20,17.266
2021-10-21,17.295
2021-10-22,17.38
2021-10-23,17.38
2021-10-24,17.38
2021-10-25,17.137
2021-10-26,17.207
2021-10-27,17.06
2021-10-28,17.162
2021-10-29,17.077
2021-10-30,17.077
2021-10-31,17.077
2021-11-01,17.13
2021-11-02,17.153
2021-11-03,16.95
2021-11-04,16.921
2021-11-05,17.138
2021-11-06,17.138
2021-11-07,17.138
2021-11-08,16.776
2021-11-09,16.935
2021-11-10,17.225
2021-11-11,16.921
2021-11-12,16.866
2021-11-13,16.866
2021-11-14,16.866
2021-11-15,17.208
2021-11-16,17.134
2021-11-17,17.255
2021-11-18,17.153
2021-11-19,17.227
2021-11-20,17.227
2021-11-21,17.227
2021-11-22,17.417
2021-11-23,17.318
2021-11-24,17.259
2021-11-25,17.259
2021-11-26,16.97
2021-11-27,16.97
2021-11-28,16.97
2021-11-29,17.214
2021-11-30,16.473
2021-12-01,16.615
2021-12-02,16.84
2021-12-03,17.276
2021-12-04,17.276
2021-12-05,17.276
2021-12-06,17.483
2021-12-07,17.498
2021-12-08,17.543
2021-12-09,17.589
2021-12-10,17.717
2021-12-11,17.717
2021-12-12,17.717
2021-12-13,18.026
2021-12-14,17.96
2021-12-15,18.381
2021-12-16,18.642
2021-12-17,18.25
2021-12-18,18.25
2021-12-19,18.25
2021-12-20,18.246
2021-12-21,17.954
2021-12-22,17.962
2021-12-23,17.939
2021-12-24,17.939
2021-12-25,17.939
2021-12-26,17.939
2021-12-27,18.059
2021-12-28,18.29
2021-12-29,18.369
2021-12-30,18.407
2021-12-31,18.398
2022-01-01,18.398
2022-01-02,18.398
2022-01-03,18.212
2022-01-04,18.167
2022-01-05,18.377
2022-01-06,18.261
2022-01-07,18.424
2022-01-08,18.424
2022-01-09,18.424
2022-01-10,18.373
2022-01-11,18.074
2022-01-12,18.157
2022-01-13,18.445
2022-01-14,18.25
2022-01-15,18.25
2022-01-16,18.25
2022-01-17,18.25
2022-01-18,18.159
2022-01-19,18.208
2022-01-20,18.329
2022-01-21,18.39
2022-01-22,18.39
2022-01-23,18.39
2022-01-24,18.034
2022-01-25,17.958
2022-01-26,17.837
2022-01-27,18.026
2022-01-28,18.303
2022-01-29,18.303
2022-01-30,18.303
2022-01-31,18.396
2022-02-01,18.039
2022-02-02,18.221
2022-02-03,18.14
2022-02-04,17.956
2022-02-05,17.956
2022-02-06,17.956
2022-02-07,17.971
2022-02-08,17.923
2022-02-09,17.895
2022-02-10,17.455
2022-02-11,17.443
2022-02-12,17.443
2022-02-13,17.443
2022-02-14,17.141
2022-02-15,17.001
2022-02-16,17.043
2022-02-17,17.095
2022-02-18,17.211
2022-02-19,17.211
2022-02-20,17.211
2022-02-21,17.211
2022-02-22,17.171
2022-02-23,16.894
2022-02-24,16.959
2022-02-25,17.374
2022-02-26,17.374
2022-02-27,17.374
2022-02-28,17.38
2022-03-01,17.104
2022-03-02,17.349
2022-03-03,17.705
2022-03-04,18.119
2022-03-05,18.119
2022-03-06,18.119
2022-03-07,18.242
2022-03-08,17.965
2022-03-09,17.698
2022-03-10,17.881
2022-03-11,17.939
2022-03-12,17.939
2022-03-13,17.939
2022-03-14,17.953
2022-03-15,18.108
2022-03-16,18.11
2022-03-17,18.337
2022-03-18,18.125
2022-03-19,18.125
2022-03-20,18.125
2022-03-21,18.324
2022-03-22,18.261
2022-03-23,18.282
2022-03-24,18.498
2022-03-25,18.782
2022-03-26,18.782
2022-03-27,18.782
2022-03-28,18.866
2022-03-29,18.986
2022-03-30,19.199
2022-03-31,19.107
2022-04-01,19.36
2022-04-02,19.36
2022-04-03,19.36
2022-04-04,19.237
2022-04-05,19.475
2022-04-06,19.912
2022-04-07,19.881
2022-04-08,20.011
2022-04-09,20.011
2022-04-10,20.011
2022-04-11,19.852
2022-04-12,19.996
2022-04-13,19.764
2022-04-14,19.762
2022-04-15,19.762
2022-04-16,19.762
2022-04-17,19.762
2022-04-18,19.695
2022-04-19,20.017
2022-04-20,20.185
2022-04-21,20.254
2022-04-22,19.913
2022-04-23,19.913
2022-04-24,19.913
2022-04-25,19.713
2022-04-26,19.659
2022-04-27,19.555
2022-04-28,19.688
2022-04-29,19.165
2022-04-30,19.165
2022-05-01,19.165
2022-05-02,19.088
2022-05-03,19.028
2022-05-04,19.41
2022-05-05,19.317
2022-05-06,19.238
2022-05-07,19.238
2022-05-08,19.238
2022-05-09,19.483
2022-05-10,19.238
2022-05-11,19.446
2022-05-12,19.408
2022-05-13,19.652
2022-05-14,19.652
2022-05-15,19.652
2022-05-16,19.751
2022-05-17,19.881
2022-05-18,19.593
2022-05-19,19.77
2022-05-20,19.896
2022-05-21,19.896
2022-05-22,19.896
2022-05-23,20.179
2022-05-24,20.805
2022-05-25,20.314
2022-05-26,20.235
2022-05-27,20.452
2022-05-28,20.452
2022-05-29,20.452
2022-05-30,20.452
2022-05-31,20.172
2022-06-01,20.095
2022-06-02,20.132
2022-06-03,20.001
2022-06-04,20.001
2022-06-05,20.001
2022-06-06,19.989
2022-06-07,20.241
2022-06-08,19.757
2022-06-09,19.099
2022-06-10,19.058
2022-06-11,19.058
2022-06-12,19.058
2022-06-13,18.343
2022-06-14,17.669
2022-06-15,17.636
2022-06-16,17.507
2022-06-17,17.346
2022-06-18,17.346
2022-06-19,17.346
2022-06-20,17.346
2022-06-21,17.64
2022-06-22,17.922
2022-06-23,18.3
2022-06-24,18.65
2022-06-25,18.65
2022-06-26,18.65
2022-06-27,19.056
2022-06-28,19.026
2022-06-29,19.062
2022-06-30,19.318
2022-07-01,19.69
2022-07-02,19.69
2022-07-03,19.69
2022-07-04,19.69
2022-07-05,18.976
2022-07-06,19.437
2022-07-07,19.158
2022-07-08,19.101
2022-07-09,19.101
2022-07-10,19.101
2022-07-11,19.304
2022-07-12,19.283
2022-07-13,19.22
2022-07-14,19.216
2022-07-15,19.339
2022-07-16,19.339
2022-07-17,19.339
2022-07-18,18.878
2022-07-19,18.939
2022-07-20,18.354
2022-07-21,18.374
2022-07-22,18.685
2022-07-23,18.685
2022-07-24,18.685
2022-07-25,18.895
2022-07-26,19.217
2022-07-27,19.183
2022-07-28,19.666
2022-07-29,19.821
2022-07-30,19.821
2022-07-31,19.821
2022-08-01,19.836
2022-08-02,19.778
2022-08-03,19.86
2022-08-04,19.816
2022-08-05,19.677
2022-08-06,19.677
2022-08-07,19.677
2022-08-08,19.839
2022-08-09,20.078
2022-08-10,20.068
2022-08-11,20.051
2022-08-12,20.302
2022-08-13,20.302
2022-08-14,20.302
2022-08-15,20.425
2022-08-16,20.599
2022-08-17,20.592
2022-08-18,20.674
2022-08-19,20.73
2022-08-20,20.73
2022-08-21,20.73
2022-08-22,20.555
2022-08-23,20.395
2022-08-24,20.384
2022-08-25,20.451
2022-08-26,20.176
2022-08-27,20.176
2022-08-28,20.176
2022-08-29,20.251
2022-08-30,19.922
2022-08-31,19.858
2022-09-01,20.235
2022-09-02,19.918
2022-09-03,19.918
2022-09-04,19.918
2022-09-05,19.918
2022-09-06,19.928
2022-09-07,20.539
2022-09-08,20.498
2022-09-09,20.582
2022-09-10,20.582
2022-09-11,20.582
2022-09-12,20.732
2022-09-13,20.067
2022-09-14,20.191
2022-09-15,19.537
2022-09-16,19.582
2022-09-17,19.582
2022-09-18,19.582
2022-09-19,19.773
2022-09-20,19.518
2022-09-21,19.319
2022-09-22,19.361
2022-09-23,19.249
2022-09-24,19.249
2022-09-25,19.249
2022-09-26,18.793
2022-09-27,18.321
2022-09-28,18.489
2022-09-29,17.749
2022-09-30,17.289
2022-10-01,17.289
2022-10-02,17.289
2022-10-03,17.902
2022-10-04,17.998
2022-10-05,17.507
2022-10-06,16.726
2022-10-07,16.525
2022-10-08,16.525
2022-10-09,16.525
2022-10-10,16.49
2022-10-11,16.467
2022-10-12,15.897
2022-10-13,16.378
2022-10-14,16.297
2022-10-15,16.297
2022-10-16,16.297
2022-10-17,16.558
2022-10-18,16.972
2022-10-19,16.768
2022-10-20,16.511
2022-10-21,16.745
2022-10-22,16.745
2022-10-23,16.745
2022-10-24,16.769
2022-10-25,16.965
2022-10-26,17.024
2022-10-27,17.148
2022-10-28,17.705
2022-10-29,17.705
2022-10-30,17.705
2022-10-31,17.653
2022-11-01,17.758
2022-11-02,17.43
2022-11-03,17.435
2022-11-04,17.628
2022-11-05,17.628
2022-11-06,17.628
2022-11-07,17.383
2022-11-08,17.615
2022-11-09,17.403
2022-11-10,18.282
2022-11-11,18.088
2022-11-12,18.088
2022-11-13,18.088
2022-11-14,17.967
2022-11-15,18.105
2022-11-16,18.329
2022-11-17,18.059
2022-11-18,18.579
2022-11-19,18.579
2022-11-20,18.579
2022-11-21,18.779
2022-11-22,18.857
2022-11-23,19.039
2022-11-24,19.039
2022-11-25,19.154
2022-11-26,19.154
2022-11-27,19.154
2022-11-28,18.936
2022-11-29,18.828
2022-11-30,19.247
2022-12-01,18.853
2022-12-02,18.615
2022-12-03,18.615
2022-12-04,18.615
2022-12-05,18.279
2022-12-06,18.506
2022-12-07,18.345
2022-12-08,18.553
2022-12-09,18.566
2022-12-10,18.566
2022-12-11,18.566
2022-12-12,18.981
2022-12-13,19.196
2022-12-14,18.979
2022-12-15,18.75
2022-12-16,18.476
2022-12-17,18.476
2022-12-18,18.476
2022-12-19,18.303
2022-12-20,18.321
2022-12-21,18.431
2022-12-22,18.373
2022-12-23,18.544
2022-12-24,18.544
2022-12-25,18.544
2022-12-26,18.544
2022-12-27,18.651
2022-12-28,18.464
2022-12-29,18.53
2022-12-30,18.21
2022-12-31,18.21
2023-01-01,18.21
2023-01-02,18.21
2023-01-03,18.288
2023-01-04,18.408
2023-01-05,17.948
2023-01-06,18.406
2023-01-07,18.406
2023-01-08,18.406
2023-01-09,18.758
2023-01-10,18.789
2023-01-11,19.076
2023-01-12,18.816
2023-01-13,18.6
2023-01-14,18.6
2023-01-15,18.6
2023-01-16,18.6
2023-01-17,18.474
2023-01-18,17.986
2023-01-19,17.844
2023-01-20,18.093
2023-01-21,18.093
2023-01-22,18.093
2023-01-23,18.044
2023-01-24,18.057
2023-01-25,18.03
2023-01-26,18.053
2023-01-27,18.036
2023-01-28,18.036
2023-01-29,18.036
2023-01-30,18.007
2023-01-31,18.277
2023-02-01,18.454
2023-02-02,18.458
2023-02-03,18.197
2023-02-04,18.197
2023-02-05,18.197
2023-02-06,18.276
2023-02-07,18.145
2023-02-08,17.853
2023-02-09,17.709
2023-02-10,18.166
2023-02-11,18.166
2023-02-12,18.166
2023-02-13,18.278
2023-02-14,18.011
2023-02-15,18.092
2023-02-16,17.994
2023-02-17,18.241
2023-02-18,18.241
2023-02-19,18.241
2023-02-20,18.241
2023-02-21,17.97
2023-02-22,17.901
2023-02-23,17.893
2023-02-24,17.878
2023-02-25,17.878
2023-02-26,17.878
2023-02-27,17.692
2023-02-28,17.421
2023-03-01,17.011
2023-03-02,17.296
2023-03-03,17.604
2023-03-04,17.604
2023-03-05,17.604
2023-03-06,17.675
2023-03-07,17.484
2023-03-08,17.559
2023-03-09,17.482
2023-03-10,17.228
2023-03-11,17.228
2023-03-12,17.228
2023-03-13,17.92
2023-03-14,18.166
2023-03-15,18.61
2023-03-16,18.643
2023-03-17,18.524
2023-03-18,18.524
2023-03-19,18.524
2023-03-20,18.582
2023-03-21,18.064
2023-03-22,17.812
2023-03-23,17.674
2023-03-24,18.321
2023-03-25,18.321
2023-03-26,18.321
2023-03-27,18.239
2023-03-28,18.321
2023-03-29,18.541
2023-03-30,18.563
2023-03-31,18.63
2023-04-01,18.63
2023-04-02,18.63
2023-04-03,18.527
2023-04-04,18.63
2023-04-05,19.327
2023-04-06,19.386
2023-04-07,19.386
2023-04-08,19.386
2023-04-09,19.386
2023-04-10,19.329
2023-04-11,19.359
2023-04-12,19.29
2023-04-13,19.251
2023-04-14,19.029
2023-04-15,19.029
2023-04-16,19.029
2023-04-17,18.962
2023-04-18,18.816
2023-04-19,19.013
2023-04-20,19.035
2023-04-21,19.076
2023-04-22,19.076
2023-04-23,19.076
2023-04-24,19.211
2023-04-25,19.302
2023-04-26,18.826
2023-04-27,18.972
2023-04-28,18.901
2023-04-29,18.901
2023-04-30,18.901
2023-05-01,18.856
2023-05-02,18.72
2023-05-03,18.529
2023-05-04,18.74
2023-05-05,18.869
2023-05-06,18.869
2023-05-07,18.869
2023-05-08,18.677
2023-05-09,18.557
2023-05-10,18.759
2023-05-11,18.593
2023-05-12,18.578
2023-05-13,18.578
2023-05-14,18.578
2023-05-15,18.262
2023-05-16,17.825
2023-05-17,17.66
2023-05-18,17.674
2023-05-19,17.789
2023-05-20,17.789
2023-05-21,17.789
2023-05-22,17.781
2023-05-23,17.576
2023-05-24,17.422
2023-05-25,17.151
2023-05-26,17.188
2023-05-27,17.188
2023-05-28,17.188
2023-05-29,17.188
2023-05-30,17.105
2023-05-31,17.277
2023-06-01,17.048
2023-06-02,17.224
2023-06-03,17.224
2023-06-04,17.224
2023-06-05,17.356
2023-06-06,17.316
2023-06-07,17.702
2023-06-08,17.878
2023-06-09,17.791
2023-06-10,17.791
2023-06-11,17.791
2023-06-12,17.76
2023-06-13,17.853
2023-06-14,17.902
2023-06-15,18.11
2023-06-16,18.08
2023-06-17,18.08
2023-06-18,18.08
2023-06-19,18.08
2023-06-20,17.802
2023-06-21,17.934
2023-06-22,17.655
2023-06-23,17.382
2023-06-24,17.382
2023-06-25,17.382
2023-06-26,17.584
2023-06-27,17.541
