,RRX US Equity
2020-05-05,4.974
2020-05-06,4.89
2020-05-07,4.995
2020-05-08,5.194
2020-05-09,5.194
2020-05-10,5.194
2020-05-11,5.07
2020-05-12,4.771
2020-05-13,4.483
2020-05-14,4.706
2020-05-15,4.777
2020-05-16,4.777
2020-05-17,4.777
2020-05-18,5.208
2020-05-19,5.175
2020-05-20,5.333
2020-05-21,5.294
2020-05-22,5.26
2020-05-23,5.26
2020-05-24,5.26
2020-05-25,5.26
2020-05-26,5.479
2020-05-27,5.633
2020-05-28,5.546
2020-05-29,5.459
2020-05-30,5.459
2020-05-31,5.459
2020-06-01,5.577
2020-06-02,5.608
2020-06-03,5.767
2020-06-04,5.888
2020-06-05,6.137
2020-06-06,6.137
2020-06-07,6.137
2020-06-08,6.133
2020-06-09,6.107
2020-06-10,5.85
2020-06-11,5.409
2020-06-12,5.586
2020-06-13,5.586
2020-06-14,5.586
2020-06-15,5.593
2020-06-16,5.799
2020-06-17,5.782
2020-06-18,5.7
2020-06-19,5.689
2020-06-20,5.689
2020-06-21,5.689
2020-06-22,5.674
2020-06-23,5.686
2020-06-24,5.538
2020-06-25,5.726
2020-06-26,5.805
2020-06-27,5.805
2020-06-28,5.805
2020-06-29,5.913
2020-06-30,6.015
2020-07-01,5.838
2020-07-02,5.935
2020-07-03,5.935
2020-07-04,5.935
2020-07-05,5.935
2020-07-06,6.048
2020-07-07,5.898
2020-07-08,6.01
2020-07-09,5.932
2020-07-10,5.957
2020-07-11,5.957
2020-07-12,5.957
2020-07-13,6.035
2020-07-14,6.207
2020-07-15,6.338
2020-07-16,6.333
2020-07-17,6.331
2020-07-18,6.331
2020-07-19,6.331
2020-07-20,6.267
2020-07-21,6.301
2020-07-22,6.326
2020-07-23,6.389
2020-07-24,6.325
2020-07-25,6.325
2020-07-26,6.325
2020-07-27,6.442
2020-07-28,6.312
2020-07-29,6.506
2020-07-30,6.406
2020-07-31,6.335
2020-08-01,6.335
2020-08-02,6.335
2020-08-03,6.537
2020-08-04,6.377
2020-08-05,6.663
2020-08-06,6.579
2020-08-07,6.67
2020-08-08,6.67
2020-08-09,6.67
2020-08-10,6.726
2020-08-11,6.797
2020-08-12,6.904
2020-08-13,6.77
2020-08-14,6.717
2020-08-15,6.717
2020-08-16,6.717
2020-08-17,6.63
2020-08-18,6.573
2020-08-19,6.547
2020-08-20,6.612
2020-08-21,6.656
2020-08-22,6.656
2020-08-23,6.656
2020-08-24,6.76
2020-08-25,6.856
2020-08-26,6.856
2020-08-27,6.878
2020-08-28,6.865
2020-08-29,6.865
2020-08-30,6.865
2020-08-31,6.81
2020-09-01,6.962
2020-09-02,7.094
2020-09-03,6.834
2020-09-04,6.833
2020-09-05,6.833
2020-09-06,6.833
2020-09-07,6.833
2020-09-08,6.716
2020-09-09,6.83
2020-09-10,6.668
2020-09-11,6.723
2020-09-12,6.723
2020-09-13,6.723
2020-09-14,6.773
2020-09-15,6.761
2020-09-16,6.804
2020-09-17,6.913
2020-09-18,6.711
2020-09-19,6.711
2020-09-20,6.711
2020-09-21,6.418
2020-09-22,6.531
2020-09-23,6.55
2020-09-24,6.514
2020-09-25,6.429
2020-09-26,6.429
2020-09-27,6.429
2020-09-28,6.626
2020-09-29,6.574
2020-09-30,6.487
2020-10-01,6.467
2020-10-02,6.464
2020-10-03,6.464
2020-10-04,6.464
2020-10-05,6.726
2020-10-06,6.818
2020-10-07,6.894
2020-10-08,6.891
2020-10-09,6.907
2020-10-10,6.907
2020-10-11,6.907
2020-10-12,6.947
2020-10-13,6.821
2020-10-14,6.862
2020-10-15,6.977
2020-10-16,6.978
2020-10-17,6.978
2020-10-18,6.978
2020-10-19,6.796
2020-10-20,6.889
2020-10-21,6.807
2020-10-22,6.683
2020-10-23,6.925
2020-10-24,6.925
2020-10-25,6.925
2020-10-26,6.68
2020-10-27,6.519
2020-10-28,6.503
2020-10-29,6.809
2020-10-30,6.817
2020-10-31,6.817
2020-11-01,6.817
2020-11-02,7.25
2020-11-03,7.39
2020-11-04,7.205
2020-11-05,7.443
2020-11-06,7.519
2020-11-07,7.519
2020-11-08,7.519
2020-11-09,7.715
2020-11-10,7.781
2020-11-11,7.632
2020-11-12,7.664
2020-11-13,7.895
2020-11-14,7.895
2020-11-15,7.895
2020-11-16,8.232
2020-11-17,8.239
2020-11-18,8.217
2020-11-19,8.27
2020-11-20,8.256
2020-11-21,8.256
2020-11-22,8.256
2020-11-23,8.531
2020-11-24,8.534
2020-11-25,8.427
2020-11-26,8.427
2020-11-27,8.447
2020-11-28,8.447
2020-11-29,8.447
2020-11-30,8.226
2020-12-01,8.319
2020-12-02,8.161
2020-12-03,7.982
2020-12-04,8.069
2020-12-05,8.069
2020-12-06,8.069
2020-12-07,8.044
2020-12-08,8.267
2020-12-09,8.243
2020-12-10,8.113
2020-12-11,8.1
2020-12-12,8.1
2020-12-13,8.1
2020-12-14,7.979
2020-12-15,8.175
2020-12-16,8.051
2020-12-17,8.132
2020-12-18,8.053
2020-12-19,8.053
2020-12-20,8.053
2020-12-21,8.145
2020-12-22,8.194
2020-12-23,8.285
2020-12-24,8.308
2020-12-25,8.308
2020-12-26,8.308
2020-12-27,8.308
2020-12-28,8.447
2020-12-29,8.402
2020-12-30,8.42
2020-12-31,8.508
2021-01-01,8.508
2021-01-02,8.508
2021-01-03,8.508
2021-01-04,8.494
2021-01-05,8.695
2021-01-06,9.217
2021-01-07,9.465
2021-01-08,9.397
2021-01-09,9.397
2021-01-10,9.397
2021-01-11,9.85
2021-01-12,9.782
2021-01-13,9.522
2021-01-14,9.461
2021-01-15,9.377
2021-01-16,9.377
2021-01-17,9.377
2021-01-18,9.377
2021-01-19,9.396
2021-01-20,9.434
2021-01-21,9.256
2021-01-22,9.255
2021-01-23,9.255
2021-01-24,9.255
2021-01-25,9.233
2021-01-26,9.069
2021-01-27,8.611
2021-01-28,8.727
2021-01-29,8.693
2021-01-30,8.693
2021-01-31,8.693
2021-02-01,8.906
2021-02-02,8.999
2021-02-03,9.042
2021-02-04,8.96
2021-02-05,9.101
2021-02-06,9.101
2021-02-07,9.101
2021-02-08,9.065
2021-02-09,9.018
2021-02-10,8.882
2021-02-11,9.004
2021-02-12,8.933
2021-02-13,8.933
2021-02-14,8.933
2021-02-15,8.933
2021-02-16,9.21
2021-02-17,8.983
2021-02-18,8.959
2021-02-19,9.302
2021-02-20,9.302
2021-02-21,9.302
2021-02-22,9.525
2021-02-23,9.714
2021-02-24,9.597
2021-02-25,9.436
2021-02-26,9.468
2021-02-27,9.468
2021-02-28,9.468
2021-03-01,9.788
2021-03-02,9.676
2021-03-03,9.557
2021-03-04,9.419
2021-03-05,9.608
2021-03-06,9.608
2021-03-07,9.608
2021-03-08,9.771
2021-03-09,9.62
2021-03-10,9.949
2021-03-11,10.31
2021-03-12,10.591
2021-03-13,10.591
2021-03-14,10.591
2021-03-15,10.591
2021-03-16,10.325
2021-03-17,10.617
2021-03-18,10.561
2021-03-19,10.661
2021-03-20,10.661
2021-03-21,10.661
2021-03-22,10.475
2021-03-23,9.856
2021-03-24,9.913
2021-03-25,9.967
2021-03-26,10.204
2021-03-27,10.204
2021-03-28,10.204
2021-03-29,9.963
2021-03-30,10.015
2021-03-31,9.905
2021-04-01,10.111
2021-04-02,10.111
2021-04-03,10.111
2021-04-04,10.111
2021-04-05,10.289
2021-04-06,10.066
2021-04-07,9.957
2021-04-08,9.857
2021-04-09,9.941
2021-04-10,9.941
2021-04-11,9.941
2021-04-12,9.996
2021-04-13,9.921
2021-04-14,9.969
2021-04-15,9.996
2021-04-16,10.094
2021-04-17,10.094
2021-04-18,10.094
2021-04-19,9.994
2021-04-20,9.904
2021-04-21,10.166
2021-04-22,10.13
2021-04-23,10.32
2021-04-24,10.32
2021-04-25,10.32
2021-04-26,10.216
2021-04-27,10.384
2021-04-28,10.287
2021-04-29,10.279
2021-04-30,10.026
2021-05-01,10.026
2021-05-02,10.026
2021-05-03,10.048
2021-05-04,10.05
2021-05-05,10.355
2021-05-06,10.47
2021-05-07,10.441
2021-05-08,10.441
2021-05-09,10.441
2021-05-10,10.27
2021-05-11,10.229
2021-05-12,9.843
2021-05-13,10.077
2021-05-14,10.184
2021-05-15,10.184
2021-05-16,10.184
2021-05-17,10.066
2021-05-18,9.808
2021-05-19,9.646
2021-05-20,9.558
2021-05-21,9.657
2021-05-22,9.657
2021-05-23,9.657
2021-05-24,9.653
2021-05-25,9.599
2021-05-26,9.707
2021-05-27,9.808
2021-05-28,9.874
2021-05-29,9.874
2021-05-30,9.874
2021-05-31,9.874
2021-06-01,9.942
2021-06-02,9.849
2021-06-03,9.749
2021-06-04,9.83
2021-06-05,9.83
2021-06-06,9.83
2021-06-07,9.593
2021-06-08,9.7
2021-06-09,9.596
2021-06-10,9.516
2021-06-11,9.535
2021-06-12,9.535
2021-06-13,9.535
2021-06-14,9.401
2021-06-15,9.508
2021-06-16,9.297
2021-06-17,8.923
2021-06-18,8.737
2021-06-19,8.737
2021-06-20,8.737
2021-06-21,9.013
2021-06-22,8.952
2021-06-23,8.957
2021-06-24,9.081
2021-06-25,9.174
2021-06-26,9.174
2021-06-27,9.174
2021-06-28,9.203
2021-06-29,9.196
2021-06-30,9.268
2021-07-01,9.343
2021-07-02,9.268
2021-07-03,9.268
2021-07-04,9.268
2021-07-05,9.268
2021-07-06,9.041
2021-07-07,9.103
2021-07-08,8.904
2021-07-09,9.256
2021-07-10,9.256
2021-07-11,9.256
2021-07-12,9.306
2021-07-13,9.161
2021-07-14,9.294
2021-07-15,9.192
2021-07-16,9.121
2021-07-17,9.121
2021-07-18,9.121
2021-07-19,8.844
2021-07-20,9.041
2021-07-21,9.11
2021-07-22,9.14
2021-07-23,9.247
2021-07-24,9.247
2021-07-25,9.247
2021-07-26,9.337
2021-07-27,9.341
2021-07-28,9.471
2021-07-29,10.201
2021-07-30,10.246
2021-07-31,10.246
2021-08-01,10.246
2021-08-02,10.124
2021-08-03,10.278
2021-08-04,10.169
2021-08-05,10.174
2021-08-06,10.202
2021-08-07,10.202
2021-08-08,10.202
2021-08-09,10.123
2021-08-10,10.313
2021-08-11,10.561
2021-08-12,10.702
2021-08-13,10.707
2021-08-14,10.707
2021-08-15,10.707
2021-08-16,10.725
2021-08-17,10.53
2021-08-18,10.442
2021-08-19,10.236
2021-08-20,10.263
2021-08-21,10.263
2021-08-22,10.263
2021-08-23,10.334
2021-08-24,10.453
2021-08-25,10.551
2021-08-26,10.511
2021-08-27,10.639
2021-08-28,10.639
2021-08-29,10.639
2021-08-30,10.616
2021-08-31,10.398
2021-09-01,10.279
2021-09-02,10.507
2021-09-03,10.531
2021-09-04,10.531
2021-09-05,10.531
2021-09-06,10.531
2021-09-07,10.432
2021-09-08,10.473
2021-09-09,10.355
2021-09-10,10.421
2021-09-11,10.421
2021-09-12,10.421
2021-09-13,10.509
2021-09-14,10.293
2021-09-15,10.423
2021-09-16,10.254
2021-09-17,9.928
2021-09-18,9.928
2021-09-19,9.928
2021-09-20,9.794
2021-09-21,9.615
2021-09-22,9.731
2021-09-23,9.883
2021-09-24,9.961
2021-09-25,9.961
2021-09-26,9.961
2021-09-27,10.331
2021-09-28,10.227
2021-09-29,10.57
2021-09-30,10.485
2021-10-01,10.503
2021-10-02,10.503
2021-10-03,10.503
2021-10-04,10.531
2021-10-05,10.245
2021-10-06,10.101
2021-10-07,10.202
2021-10-08,9.764
2021-10-09,9.764
2021-10-10,9.764
2021-10-11,9.545
2021-10-12,9.88
2021-10-13,10.225
2021-10-14,10.416
2021-10-15,10.549
2021-10-16,10.549
2021-10-17,10.549
2021-10-18,10.704
2021-10-19,10.664
2021-10-20,10.936
2021-10-21,11.026
2021-10-22,10.987
2021-10-23,10.987
2021-10-24,10.987
2021-10-25,11.259
2021-10-26,11.055
2021-10-27,10.935
2021-10-28,11.137
2021-10-29,11.14
2021-10-30,11.14
2021-10-31,11.14
2021-11-01,11.017
2021-11-02,11.705
2021-11-03,11.92
2021-11-04,12.084
2021-11-05,12.027
2021-11-06,12.027
2021-11-07,12.027
2021-11-08,12.079
2021-11-09,12.081
2021-11-10,12.004
2021-11-11,12.122
2021-11-12,12.221
2021-11-13,12.221
2021-11-14,12.221
2021-11-15,12.388
2021-11-16,12.495
2021-11-17,12.434
2021-11-18,12.519
2021-11-19,12.547
2021-11-20,12.547
2021-11-21,12.547
2021-11-22,12.428
2021-11-23,12.46
2021-11-24,12.369
2021-11-25,12.369
2021-11-26,11.913
2021-11-27,11.913
2021-11-28,11.913
2021-11-29,11.824
2021-11-30,11.562
2021-12-01,11.414
2021-12-02,11.758
2021-12-03,11.625
2021-12-04,11.625
2021-12-05,11.625
2021-12-06,11.789
2021-12-07,12.015
2021-12-08,11.964
2021-12-09,11.934
2021-12-10,12.092
2021-12-11,12.092
2021-12-12,12.092
2021-12-13,12.147
2021-12-14,11.984
2021-12-15,11.972
2021-12-16,12.079
2021-12-17,11.792
2021-12-18,11.792
2021-12-19,11.792
2021-12-20,11.56
2021-12-21,11.806
2021-12-22,11.895
2021-12-23,12.079
2021-12-24,12.079
2021-12-25,12.079
2021-12-26,12.079
2021-12-27,12.359
2021-12-28,12.435
2021-12-29,12.503
2021-12-30,12.446
2021-12-31,12.469
2022-01-01,12.469
2022-01-02,12.469
2022-01-03,12.514
2022-01-04,12.877
2022-01-05,12.491
2022-01-06,12.569
2022-01-07,12.5
2022-01-08,12.5
2022-01-09,12.5
2022-01-10,12.462
2022-01-11,12.262
2022-01-12,12.351
2022-01-13,12.412
2022-01-14,12.559
2022-01-15,12.559
2022-01-16,12.559
2022-01-17,12.559
2022-01-18,12.355
2022-01-19,12.27
2022-01-20,12.057
2022-01-21,11.856
2022-01-22,11.856
2022-01-23,11.856
2022-01-24,12.088
2022-01-25,11.593
2022-01-26,11.421
2022-01-27,11.389
2022-01-28,11.378
2022-01-29,11.378
2022-01-30,11.378
2022-01-31,11.612
2022-02-01,11.986
2022-02-02,12.118
2022-02-03,11.792
2022-02-04,12.363
2022-02-05,12.363
2022-02-06,12.363
2022-02-07,12.121
2022-02-08,12.364
2022-02-09,12.831
2022-02-10,12.586
2022-02-11,12.059
2022-02-12,12.059
2022-02-13,12.059
2022-02-14,12.143
2022-02-15,12.508
2022-02-16,12.578
2022-02-17,12.247
2022-02-18,12.165
2022-02-19,12.165
2022-02-20,12.165
2022-02-21,12.165
2022-02-22,11.99
2022-02-23,11.753
2022-02-24,12.045
2022-02-25,12.414
2022-02-26,12.414
2022-02-27,12.414
2022-02-28,12.458
2022-03-01,12.223
2022-03-02,12.581
2022-03-03,12.541
2022-03-04,12.076
2022-03-05,12.076
2022-03-06,12.076
2022-03-07,11.596
2022-03-08,11.761
2022-03-09,12.142
2022-03-10,12.171
2022-03-11,12.037
2022-03-12,12.037
2022-03-13,12.037
2022-03-14,12.115
2022-03-15,12.127
2022-03-16,12.475
2022-03-17,12.562
2022-03-18,12.725
2022-03-19,12.725
2022-03-20,12.725
2022-03-21,12.564
2022-03-22,12.445
2022-03-23,12.236
2022-03-24,12.056
2022-03-25,12.077
2022-03-26,12.077
2022-03-27,12.077
2022-03-28,11.974
2022-03-29,12.275
2022-03-30,11.851
2022-03-31,11.627
2022-04-01,11.603
2022-04-02,11.603
2022-04-03,11.603
2022-04-04,11.47
2022-04-05,11.15
2022-04-06,10.77
2022-04-07,10.757
2022-04-08,10.555
2022-04-09,10.555
2022-04-10,10.555
2022-04-11,10.494
2022-04-12,10.506
2022-04-13,10.75
2022-04-14,10.711
2022-04-15,10.711
2022-04-16,10.711
2022-04-17,10.711
2022-04-18,10.691
2022-04-19,10.942
2022-04-20,11.189
2022-04-21,11.104
2022-04-22,10.778
2022-04-23,10.778
2022-04-24,10.778
2022-04-25,10.742
2022-04-26,10.38
2022-04-27,10.439
2022-04-28,10.023
2022-04-29,9.883
2022-04-30,9.883
2022-05-01,9.883
2022-05-02,10.101
2022-05-03,10.148
2022-05-04,10.563
2022-05-05,10.196
2022-05-06,9.838
2022-05-07,9.838
2022-05-08,9.838
2022-05-09,9.435
2022-05-10,9.414
2022-05-11,9.334
2022-05-12,9.586
2022-05-13,9.662
2022-05-14,9.662
2022-05-15,9.662
2022-05-16,9.533
2022-05-17,9.78
2022-05-18,9.385
2022-05-19,9.468
2022-05-20,9.358
2022-05-21,9.358
2022-05-22,9.358
2022-05-23,9.418
2022-05-24,9.221
2022-05-25,9.243
2022-05-26,9.409
2022-05-27,9.69
2022-05-28,9.69
2022-05-29,9.69
2022-05-30,9.69
2022-05-31,9.672
2022-06-01,9.512
2022-06-02,9.733
2022-06-03,9.948
2022-06-04,9.948
2022-06-05,9.948
2022-06-06,10.15
2022-06-07,10.248
2022-06-08,9.902
2022-06-09,9.893
2022-06-10,9.542
2022-06-11,9.542
2022-06-12,9.542
2022-06-13,9.099
2022-06-14,9.128
2022-06-15,9.22
2022-06-16,8.614
2022-06-17,8.541
2022-06-18,8.541
2022-06-19,8.541
2022-06-20,8.541
2022-06-21,8.577
2022-06-22,8.651
2022-06-23,8.612
2022-06-24,9.079
2022-06-25,9.079
2022-06-26,9.079
2022-06-27,9.182
2022-06-28,9.07
2022-06-29,8.972
2022-06-30,8.925
2022-07-01,8.871
2022-07-02,8.871
2022-07-03,8.871
2022-07-04,8.871
2022-07-05,8.95
2022-07-06,8.839
2022-07-07,9.047
2022-07-08,8.942
2022-07-09,8.942
2022-07-10,8.942
2022-07-11,8.938
2022-07-12,8.864
2022-07-13,8.81
2022-07-14,8.81
2022-07-15,9.078
2022-07-16,9.078
2022-07-17,9.078
2022-07-18,9.093
2022-07-19,9.52
2022-07-20,9.643
2022-07-21,9.761
2022-07-22,9.833
2022-07-23,9.833
2022-07-24,9.833
2022-07-25,9.878
2022-07-26,9.909
2022-07-27,10.078
2022-07-28,10.434
2022-07-29,10.629
2022-07-30,10.629
2022-07-31,10.629
2022-08-01,10.508
2022-08-02,10.594
2022-08-03,10.56
2022-08-04,10.694
2022-08-05,10.687
2022-08-06,10.687
2022-08-07,10.687
2022-08-08,10.702
2022-08-09,10.718
2022-08-10,11.131
2022-08-11,11.26
2022-08-12,11.465
2022-08-13,11.465
2022-08-14,11.465
2022-08-15,11.466
2022-08-16,11.486
2022-08-17,11.332
2022-08-18,11.572
2022-08-19,11.436
2022-08-20,11.436
2022-08-21,11.436
2022-08-22,11.255
2022-08-23,11.305
2022-08-24,11.331
2022-08-25,11.521
2022-08-26,11.159
2022-08-27,11.159
2022-08-28,11.159
2022-08-29,11.001
2022-08-30,10.843
2022-08-31,10.759
2022-09-01,10.758
2022-09-02,10.623
2022-09-03,10.623
2022-09-04,10.623
2022-09-05,10.623
2022-09-06,10.753
2022-09-07,11.063
2022-09-08,11.162
2022-09-09,11.484
2022-09-10,11.484
2022-09-11,11.484
2022-09-12,11.495
2022-09-13,11.213
2022-09-14,11.03
2022-09-15,11.127
2022-09-16,10.685
2022-09-17,10.685
2022-09-18,10.685
2022-09-19,11.087
2022-09-20,11.05
2022-09-21,10.912
2022-09-22,10.85
2022-09-23,10.54
2022-09-24,10.54
2022-09-25,10.54
2022-09-26,10.338
2022-09-27,10.414
2022-09-28,10.934
2022-09-29,10.781
2022-09-30,10.77
2022-10-01,10.77
2022-10-02,10.77
2022-10-03,11.258
2022-10-04,11.881
2022-10-05,12.107
2022-10-06,12.266
2022-10-07,11.74
2022-10-08,11.74
2022-10-09,11.74
2022-10-10,11.835
2022-10-11,11.855
2022-10-12,11.673
2022-10-13,12.002
2022-10-14,11.455
2022-10-15,11.455
2022-10-16,11.455
2022-10-17,11.81
2022-10-18,11.944
2022-10-19,11.581
2022-10-20,11.3
2022-10-21,11.472
2022-10-22,11.472
2022-10-23,11.472
2022-10-24,11.418
2022-10-25,11.751
2022-10-26,11.849
2022-10-27,10.836
2022-10-28,10.984
2022-10-29,10.984
2022-10-30,10.984
2022-10-31,10.386
2022-11-01,9.779
2022-11-02,9.52
2022-11-03,9.225
2022-11-04,9.487
2022-11-05,9.487
2022-11-06,9.487
2022-11-07,9.748
2022-11-08,10.069
2022-11-09,9.747
2022-11-10,10.483
2022-11-11,10.624
2022-11-12,10.624
2022-11-13,10.624
2022-11-14,10.382
2022-11-15,10.657
2022-11-16,10.567
2022-11-17,10.368
2022-11-18,10.659
2022-11-19,10.659
2022-11-20,10.659
2022-11-21,10.452
2022-11-22,10.687
2022-11-23,10.35
2022-11-24,10.35
2022-11-25,10.418
2022-11-26,10.418
2022-11-27,10.418
2022-11-28,10.154
2022-11-29,10.25
2022-11-30,10.522
2022-12-01,10.492
2022-12-02,10.278
2022-12-03,10.278
2022-12-04,10.278
2022-12-05,9.899
2022-12-06,9.802
2022-12-07,9.809
2022-12-08,9.823
2022-12-09,9.776
2022-12-10,9.776
2022-12-11,9.776
2022-12-12,10.208
2022-12-13,10.351
2022-12-14,9.936
2022-12-15,9.7
2022-12-16,9.39
2022-12-17,9.39
2022-12-18,9.39
2022-12-19,9.331
2022-12-20,9.648
2022-12-21,9.759
2022-12-22,9.687
2022-12-23,9.7
2022-12-24,9.7
2022-12-25,9.7
2022-12-26,9.7
2022-12-27,9.809
2022-12-28,9.593
2022-12-29,9.853
2022-12-30,9.839
2022-12-31,9.839
2023-01-01,9.839
2023-01-02,9.839
2023-01-03,9.9
2023-01-04,10.177
2023-01-05,9.97
2023-01-06,10.349
2023-01-07,10.349
2023-01-08,10.349
2023-01-09,10.677
2023-01-10,10.623
2023-01-11,11.038
2023-01-12,11.027
2023-01-13,11.23
2023-01-14,11.23
2023-01-15,11.23
2023-01-16,11.23
2023-01-17,11.172
2023-01-18,10.92
2023-01-19,10.836
2023-01-20,11.017
2023-01-21,11.017
2023-01-22,11.017
2023-01-23,11.189
2023-01-24,10.993
2023-01-25,10.964
2023-01-26,11.186
2023-01-27,11.293
2023-01-28,11.293
2023-01-29,11.293
2023-01-30,11.229
2023-01-31,11.478
2023-02-01,11.804
2023-02-02,12.798
2023-02-03,12.946
2023-02-04,12.946
2023-02-05,12.946
2023-02-06,13.126
2023-02-07,13.27
2023-02-08,13.076
2023-02-09,13.023
2023-02-10,13.023
2023-02-11,13.023
2023-02-12,13.023
2023-02-13,13.159
2023-02-14,13.189
2023-02-15,13.601
2023-02-16,13.454
2023-02-17,13.418
2023-02-18,13.418
2023-02-19,13.418
2023-02-20,13.418
2023-02-21,12.927
2023-02-22,12.87
2023-02-23,12.955
2023-02-24,12.986
2023-02-25,12.986
2023-02-26,12.986
2023-02-27,13.155
2023-02-28,13.244
2023-03-01,13.3
2023-03-02,13.449
2023-03-03,13.615
2023-03-04,13.615
2023-03-05,13.615
2023-03-06,13.361
2023-03-07,13.257
2023-03-08,13.38
2023-03-09,13.084
2023-03-10,12.68
2023-03-11,12.68
2023-03-12,12.68
2023-03-13,12.477
2023-03-14,12.625
2023-03-15,11.719
2023-03-16,11.78
2023-03-17,11.401
2023-03-18,11.401
2023-03-19,11.401
2023-03-20,11.675
2023-03-21,11.885
2023-03-22,11.498
2023-03-23,11.164
2023-03-24,11.066
2023-03-25,11.066
2023-03-26,11.066
2023-03-27,11.366
2023-03-28,11.236
2023-03-29,11.456
2023-03-30,11.356
2023-03-31,11.506
2023-04-01,11.506
2023-04-02,11.506
2023-04-03,11.487
2023-04-04,10.792
2023-04-05,10.57
2023-04-06,10.391
2023-04-07,10.391
2023-04-08,10.391
2023-04-09,10.391
2023-04-10,10.624
2023-04-11,10.909
2023-04-12,10.861
2023-04-13,10.819
2023-04-14,10.76
2023-04-15,10.76
2023-04-16,10.76
2023-04-17,10.914
2023-04-18,10.868
2023-04-19,10.798
2023-04-20,10.576
2023-04-21,10.534
2023-04-22,10.534
2023-04-23,10.534
2023-04-24,10.554
2023-04-25,10.41
2023-04-26,10.308
2023-04-27,10.612
2023-04-28,10.637
2023-04-29,10.637
2023-04-30,10.637
2023-05-01,10.834
2023-05-02,10.61
2023-05-03,10.771
2023-05-04,10.384
2023-05-05,10.45
2023-05-06,10.45
2023-05-07,10.45
2023-05-08,10.455
2023-05-09,10.401
2023-05-10,10.381
2023-05-11,10.209
2023-05-12,10.231
2023-05-13,10.231
2023-05-14,10.231
2023-05-15,10.302
2023-05-16,10.143
2023-05-17,10.256
2023-05-18,10.305
2023-05-19,10.158
2023-05-20,10.158
2023-05-21,10.158
2023-05-22,10.374
2023-05-23,10.132
2023-05-24,9.984
2023-05-25,10.256
2023-05-26,10.553
2023-05-27,10.553
2023-05-28,10.553
2023-05-29,10.553
2023-05-30,10.498
2023-05-31,10.206
2023-06-01,10.338
2023-06-02,10.997
2023-06-03,10.997
2023-06-04,10.997
2023-06-05,10.824
2023-06-06,11.266
2023-06-07,11.53
2023-06-08,11.368
2023-06-09,11.366
2023-06-10,11.366
2023-06-11,11.366
2023-06-12,11.489
2023-06-13,11.7
2023-06-14,11.579
2023-06-15,11.888
2023-06-16,11.83
2023-06-17,11.83
2023-06-18,11.83
2023-06-19,11.83
2023-06-20,11.937
2023-06-21,11.874
2023-06-22,11.667
