,CTRA US Equity
2023-06-23,8.108
2023-06-24,8.108
2023-06-25,8.108
2023-06-26,8.213
2023-06-27,8.352
2023-06-28,8.421
2023-06-29,8.648
2023-06-30,8.706
2023-07-01,8.706
2023-07-02,8.706
2023-07-03,8.689
2023-07-04,8.689
2023-07-05,8.705
2023-07-06,8.577
2023-07-07,8.723
2023-07-08,8.723
2023-07-09,8.723
2023-07-10,8.826
2023-07-11,9.133
2023-07-12,9.243
2023-07-13,9.282
2023-07-14,9.111
2023-07-15,9.111
2023-07-16,9.111
2023-07-17,9.017
2023-07-18,9.373
2023-07-19,9.466
2023-07-20,9.598
2023-07-21,9.569
2023-07-22,9.569
2023-07-23,9.569
2023-07-24,9.64
2023-07-25,9.741
2023-07-26,9.741
2023-07-27,9.676
2023-07-28,9.834
2023-07-29,9.834
2023-07-30,9.834
2023-07-31,9.881
2023-08-01,9.902
2023-08-02,9.698
2023-08-03,9.938
2023-08-04,9.891
2023-08-05,9.891
2023-08-06,9.891
2023-08-07,10.145
2023-08-08,9.957
2023-08-09,10.202
2023-08-10,10.025
2023-08-11,10.149
2023-08-12,10.149
2023-08-13,10.149
2023-08-14,10.02
2023-08-15,9.906
2023-08-16,9.967
2023-08-17,10.105
2023-08-18,9.894
2023-08-19,9.894
2023-08-20,9.894
2023-08-21,10.047
2023-08-22,9.941
2023-08-23,9.823
2023-08-24,9.883
2023-08-25,9.862
2023-08-26,9.862
2023-08-27,9.862
2023-08-28,9.866
2023-08-29,9.922
2023-08-30,9.954
2023-08-31,9.986
2023-09-01,10.082
2023-09-02,10.082
2023-09-03,10.082
2023-09-04,10.082
2023-09-05,9.975
2023-09-06,9.947
2023-09-07,9.908
2023-09-08,9.993
2023-09-09,9.993
2023-09-10,9.993
2023-09-11,9.834
2023-09-12,10.074
2023-09-13,10.018
2023-09-14,10.103
2023-09-15,9.844
2023-09-16,9.844
2023-09-17,9.844
2023-09-18,9.823
2023-09-19,9.696
2023-09-20,9.591
2023-09-21,9.299
2023-09-22,9.281
2023-09-23,9.281
2023-09-24,9.281
2023-09-25,9.467
2023-09-26,9.385
2023-09-27,9.604
2023-09-28,9.742
2023-09-29,9.582
2023-09-30,9.582
2023-10-01,9.582
2023-10-02,9.395
2023-10-03,9.381
2023-10-04,9.167
2023-10-05,9.269
2023-10-06,9.453
2023-10-07,9.453
2023-10-08,9.453
2023-10-09,9.887
2023-10-10,9.865
2023-10-11,9.964
2023-10-12,10.074
2023-10-13,10.257
2023-10-14,10.257
2023-10-15,10.257
2023-10-16,10.193
2023-10-17,10.282
2023-10-18,10.368
2023-10-19,10.286
2023-10-20,10.053
2023-10-21,10.053
2023-10-22,10.053
2023-10-23,9.858
2023-10-24,9.865
2023-10-25,9.82
2023-10-26,9.712
2023-10-27,9.636
2023-10-28,9.636
2023-10-29,9.636
2023-10-30,9.514
2023-10-31,9.522
2023-11-01,9.54
2023-11-02,9.72
2023-11-03,9.692
2023-11-04,9.692
2023-11-05,9.692
2023-11-06,9.406
2023-11-07,9.312
2023-11-08,9.166
2023-11-09,9.082
2023-11-10,9.124
2023-11-11,9.124
2023-11-12,9.124
2023-11-13,9.156
2023-11-14,9.24
2023-11-15,9.231
2023-11-16,8.952
2023-11-17,9.095
2023-11-18,9.095
2023-11-19,9.095
2023-11-20,9.071
2023-11-21,8.977
2023-11-22,9.086
2023-11-23,9.086
2023-11-24,9.12
2023-11-25,9.12
2023-11-26,9.12
2023-11-27,9.049
2023-11-28,8.98
2023-11-29,8.969
2023-11-30,9.024
2023-12-01,8.986
2023-12-02,8.986
2023-12-03,8.986
2023-12-04,8.865
2023-12-05,8.738
2023-12-06,8.614
2023-12-07,8.608
2023-12-08,8.65
2023-12-09,8.65
2023-12-10,8.65
2023-12-11,8.746
2023-12-12,8.591
2023-12-13,8.675
2023-12-14,9.099
2023-12-15,8.942
2023-12-16,8.942
2023-12-17,8.942
2023-12-18,9.274
2023-12-19,9.435
2023-12-20,9.277
2023-12-21,9.629
2023-12-22,9.751
2023-12-23,9.751
2023-12-24,9.751
2023-12-25,9.751
2023-12-26,9.8
2023-12-27,9.77
2023-12-28,9.701
2023-12-29,9.652
2023-12-30,9.652
2023-12-31,9.652
2024-01-01,9.652
2024-01-02,9.848
2024-01-03,9.803
2024-01-04,9.729
2024-01-05,10.054
2024-01-06,10.054
2024-01-07,10.054
2024-01-08,10.296
2024-01-09,10.305
2024-01-10,10.12
2024-01-11,10.044
2024-01-12,10.32
2024-01-13,10.32
2024-01-14,10.32
2024-01-15,10.32
2024-01-16,10.234
2024-01-17,10.127
2024-01-18,10.28
2024-01-19,10.15
2024-01-20,10.15
2024-01-21,10.15
2024-01-22,10.422
2024-01-23,10.587
2024-01-24,10.745
2024-01-25,10.848
2024-01-26,11.038
2024-01-27,11.038
2024-01-28,11.038
2024-01-29,11.363
2024-01-30,11.777
2024-01-31,11.577
2024-02-01,11.456
2024-02-02,11.006
2024-02-03,11.006
2024-02-04,11.006
2024-02-05,10.844
2024-02-06,10.922
2024-02-07,10.99
2024-02-08,11.31
2024-02-09,11.26
2024-02-10,11.26
2024-02-11,11.26
2024-02-12,11.404
2024-02-13,11.158
2024-02-14,11.079
2024-02-15,11.427
2024-02-16,11.436
2024-02-17,11.436
2024-02-18,11.436
2024-02-19,11.436
2024-02-20,11.413
2024-02-21,12.122
2024-02-22,12.643
2024-02-23,12.548
2024-02-24,12.548
2024-02-25,12.548
2024-02-26,12.724
2024-02-27,12.772
2024-02-28,12.556
2024-02-29,12.674
2024-03-01,12.864
2024-03-02,12.864
2024-03-03,12.864
2024-03-04,13.244
2024-03-05,13.339
2024-03-06,13.141
2024-03-07,13.081
2024-03-08,13.181
2024-03-09,13.181
2024-03-10,13.181
2024-03-11,13.352
2024-03-12,13.391
2024-03-13,13.585
2024-03-14,13.627
2024-03-15,13.535
2024-03-16,13.535
2024-03-17,13.535
2024-03-18,13.511
2024-03-19,13.683
2024-03-20,13.702
2024-03-21,13.845
2024-03-22,13.79
2024-03-23,13.79
2024-03-24,13.79
2024-03-25,14.058
2024-03-26,13.876
2024-03-27,14.078
2024-03-28,14.334
2024-03-29,14.334
2024-03-30,14.334
2024-03-31,14.334
2024-04-01,14.401
2024-04-02,14.573
2024-04-03,14.609
2024-04-04,14.559
2024-04-05,14.575
2024-04-06,14.575
2024-04-07,14.575
2024-04-08,14.428
