,SO US Equity
2023-06-24,16.955
2023-06-25,16.955
2023-06-26,17.263
2023-06-27,17.116
2023-06-28,16.815
2023-06-29,16.639
2023-06-30,16.906
2023-07-01,16.906
2023-07-02,16.906
2023-07-03,16.983
2023-07-04,16.983
2023-07-05,17.251
2023-07-06,17.036
2023-07-07,17.01
2023-07-08,17.01
2023-07-09,17.01
2023-07-10,16.88
2023-07-11,17.022
2023-07-12,17.229
2023-07-13,17.202
2023-07-14,17.178
2023-07-15,17.178
2023-07-16,17.178
2023-07-17,16.89
2023-07-18,16.635
2023-07-19,16.888
2023-07-20,17.108
2023-07-21,17.587
2023-07-22,17.587
2023-07-23,17.587
2023-07-24,17.561
2023-07-25,17.479
2023-07-26,17.594
2023-07-27,17.539
2023-07-28,17.416
2023-07-29,17.416
2023-07-30,17.416
2023-07-31,17.414
2023-08-01,17.159
2023-08-02,17.084
2023-08-03,16.514
2023-08-04,16.339
2023-08-05,16.339
2023-08-06,16.339
2023-08-07,16.382
2023-08-08,16.572
2023-08-09,16.684
2023-08-10,16.737
2023-08-11,16.759
2023-08-12,16.759
2023-08-13,16.759
2023-08-14,16.598
2023-08-15,16.344
2023-08-16,16.424
2023-08-17,16.454
2023-08-18,16.517
2023-08-19,16.517
2023-08-20,16.517
2023-08-21,16.472
2023-08-22,16.497
2023-08-23,16.454
2023-08-24,16.42
2023-08-25,16.581
2023-08-26,16.581
2023-08-27,16.581
2023-08-28,16.591
2023-08-29,16.698
2023-08-30,16.71
2023-08-31,16.493
2023-09-01,16.365
2023-09-02,16.365
2023-09-03,16.365
2023-09-04,16.365
2023-09-05,16.141
2023-09-06,16.137
2023-09-07,16.346
2023-09-08,16.546
2023-09-09,16.546
2023-09-10,16.546
2023-09-11,16.587
2023-09-12,16.701
2023-09-13,16.912
2023-09-14,17.252
2023-09-15,17.299
2023-09-16,17.299
2023-09-17,17.299
2023-09-18,17.265
2023-09-19,17.255
2023-09-20,17.325
2023-09-21,17.009
2023-09-22,16.88
2023-09-23,16.88
2023-09-24,16.88
2023-09-25,16.861
2023-09-26,16.33
2023-09-27,16.094
2023-09-28,15.834
2023-09-29,15.749
2023-09-30,15.749
2023-10-01,15.749
2023-10-02,15.26
2023-10-03,15.581
2023-10-04,15.724
2023-10-05,15.717
2023-10-06,15.81
2023-10-07,15.81
2023-10-08,15.81
2023-10-09,16.038
2023-10-10,16.171
2023-10-11,16.332
2023-10-12,15.999
2023-10-13,16.206
2023-10-14,16.206
2023-10-15,16.206
2023-10-16,16.446
2023-10-17,16.346
2023-10-18,16.222
2023-10-19,16.183
2023-10-20,16.01
2023-10-21,16.01
2023-10-22,16.01
2023-10-23,15.937
2023-10-24,16.186
2023-10-25,16.225
2023-10-26,16.359
2023-10-27,16.205
2023-10-28,16.205
2023-10-29,16.205
2023-10-30,16.269
2023-10-31,16.393
2023-11-01,16.668
2023-11-02,17.063
2023-11-03,17.128
2023-11-04,17.128
2023-11-05,17.128
2023-11-06,16.846
2023-11-07,16.722
2023-11-08,16.693
2023-11-09,16.557
2023-11-10,16.571
2023-11-11,16.571
2023-11-12,16.571
2023-11-13,16.386
2023-11-14,16.841
2023-11-15,16.734
2023-11-16,17.099
2023-11-17,17.148
2023-11-18,17.148
2023-11-19,17.148
2023-11-20,17.067
2023-11-21,17.119
2023-11-22,17.104
2023-11-23,17.104
2023-11-24,17.109
2023-11-25,17.109
2023-11-26,17.109
2023-11-27,17.269
2023-11-28,17.334
2023-11-29,17.27
2023-11-30,17.454
2023-12-01,17.587
2023-12-02,17.587
2023-12-03,17.587
2023-12-04,17.528
2023-12-05,17.442
2023-12-06,17.769
2023-12-07,17.676
2023-12-08,17.639
2023-12-09,17.639
2023-12-10,17.639
2023-12-11,17.605
2023-12-12,17.385
2023-12-13,18.029
2023-12-14,17.644
2023-12-15,17.481
2023-12-16,17.481
2023-12-17,17.481
2023-12-18,17.62
2023-12-19,17.58
2023-12-20,17.193
2023-12-21,17.114
2023-12-22,17.131
2023-12-23,17.131
2023-12-24,17.131
2023-12-25,17.131
2023-12-26,17.134
2023-12-27,17.124
2023-12-28,17.309
2023-12-29,17.299
2023-12-30,17.299
2023-12-31,17.299
2024-01-01,17.299
2024-01-02,17.479
2024-01-03,17.822
2024-01-04,17.678
2024-01-05,17.653
2024-01-06,17.653
2024-01-07,17.653
2024-01-08,17.793
2024-01-09,17.722
2024-01-10,17.712
2024-01-11,17.404
2024-01-12,17.611
2024-01-13,17.611
2024-01-14,17.611
2024-01-15,17.611
2024-01-16,17.34
2024-01-17,17.165
2024-01-18,16.953
2024-01-19,16.997
2024-01-20,16.997
2024-01-21,16.997
2024-01-22,16.974
2024-01-23,16.998
2024-01-24,16.838
2024-01-25,17.095
2024-01-26,17.062
2024-01-27,17.062
2024-01-28,17.062
2024-01-29,17.082
2024-01-30,17.097
2024-01-31,17.164
2024-02-01,17.406
2024-02-02,16.949
2024-02-03,16.949
2024-02-04,16.949
2024-02-05,16.586
2024-02-06,16.64
2024-02-07,16.529
2024-02-08,16.527
2024-02-09,16.519
2024-02-10,16.519
2024-02-11,16.519
2024-02-12,16.865
2024-02-13,16.667
2024-02-14,16.741
2024-02-15,16.487
2024-02-16,16.587
2024-02-17,16.587
2024-02-18,16.587
2024-02-19,16.587
2024-02-20,16.722
2024-02-21,16.886
2024-02-22,16.774
2024-02-23,16.876
2024-02-24,16.876
2024-02-25,16.876
2024-02-26,16.517
2024-02-27,16.569
2024-02-28,16.657
2024-02-29,16.766
2024-03-01,16.669
2024-03-02,16.669
2024-03-03,16.669
2024-03-04,17.003
2024-03-05,16.948
2024-03-06,17.098
2024-03-07,17.265
2024-03-08,17.214
2024-03-09,17.214
2024-03-10,17.214
2024-03-11,17.406
2024-03-12,17.299
2024-03-13,17.446
2024-03-14,17.306
2024-03-15,17.234
2024-03-16,17.234
2024-03-17,17.234
2024-03-18,17.351
2024-03-19,17.548
2024-03-20,17.553
2024-03-21,17.479
2024-03-22,17.454
2024-03-23,17.454
2024-03-24,17.454
2024-03-25,17.444
2024-03-26,17.322
2024-03-27,17.767
2024-03-28,17.931
2024-03-29,17.931
2024-03-30,17.931
2024-03-31,17.931
2024-04-01,17.771
2024-04-02,17.817
2024-04-03,17.727
2024-04-04,17.504
2024-04-05,17.469
2024-04-06,17.469
2024-04-07,17.469
2024-04-08,17.506
