,ZBH US Equity
2023-06-23,18.044
2023-06-24,18.044
2023-06-25,18.044
2023-06-26,17.896
2023-06-27,18.146
2023-06-28,18.081
2023-06-29,18.226
2023-06-30,18.282
2023-07-01,18.282
2023-07-02,18.282
2023-07-03,17.892
2023-07-04,17.892
2023-07-05,17.873
2023-07-06,17.728
2023-07-07,17.685
2023-07-08,17.685
2023-07-09,17.685
2023-07-10,17.892
2023-07-11,17.976
2023-07-12,17.91
2023-07-13,17.967
2023-07-14,17.875
2023-07-15,17.875
2023-07-16,17.875
2023-07-17,17.66
2023-07-18,17.676
2023-07-19,17.658
2023-07-20,17.902
2023-07-21,17.801
2023-07-22,17.801
2023-07-23,17.801
2023-07-24,17.631
2023-07-25,17.559
2023-07-26,17.749
2023-07-27,17.504
2023-07-28,17.439
2023-07-29,17.439
2023-07-30,17.439
2023-07-31,17.29
2023-08-01,16.444
2023-08-02,15.937
2023-08-03,15.615
2023-08-04,15.654
2023-08-05,15.654
2023-08-06,15.654
2023-08-07,15.568
2023-08-08,15.473
2023-08-09,15.516
2023-08-10,15.472
2023-08-11,15.358
2023-08-12,15.358
2023-08-13,15.358
2023-08-14,15.338
2023-08-15,15.19
2023-08-16,15.0
2023-08-17,14.809
2023-08-18,14.776
2023-08-19,14.776
2023-08-20,14.776
2023-08-21,14.921
2023-08-22,14.351
2023-08-23,14.24
2023-08-24,14.174
2023-08-25,14.288
2023-08-26,14.288
2023-08-27,14.288
2023-08-28,14.572
2023-08-29,14.783
2023-08-30,14.902
2023-08-31,14.763
2023-09-01,14.802
2023-09-02,14.802
2023-09-03,14.802
2023-09-04,14.802
2023-09-05,14.599
2023-09-06,15.201
2023-09-07,14.934
2023-09-08,14.951
2023-09-09,14.951
2023-09-10,14.951
2023-09-11,15.173
2023-09-12,15.048
2023-09-13,14.949
2023-09-14,15.071
2023-09-15,15.033
2023-09-16,15.033
2023-09-17,15.033
2023-09-18,15.122
2023-09-19,15.07
2023-09-20,14.909
2023-09-21,14.598
2023-09-22,14.48
2023-09-23,14.48
2023-09-24,14.48
2023-09-25,14.542
2023-09-26,13.936
2023-09-27,13.726
2023-09-28,13.965
2023-09-29,13.938
2023-09-30,13.938
2023-10-01,13.938
2023-10-02,13.839
2023-10-03,13.702
2023-10-04,13.624
2023-10-05,13.576
2023-10-06,13.776
2023-10-07,13.776
2023-10-08,13.776
2023-10-09,13.748
2023-10-10,13.935
2023-10-11,13.085
2023-10-12,12.758
2023-10-13,12.955
2023-10-14,12.955
2023-10-15,12.955
2023-10-16,13.048
2023-10-17,13.239
2023-10-18,13.186
2023-10-19,13.015
2023-10-20,12.984
2023-10-21,12.984
2023-10-22,12.984
2023-10-23,13.053
2023-10-24,13.014
2023-10-25,12.865
2023-10-26,12.8
2023-10-27,12.809
2023-10-28,12.809
2023-10-29,12.809
2023-10-30,12.836
2023-10-31,12.96
2023-11-01,13.042
2023-11-02,13.679
2023-11-03,13.499
2023-11-04,13.499
2023-11-05,13.499
2023-11-06,13.567
2023-11-07,13.225
2023-11-08,13.122
2023-11-09,13.03
2023-11-10,13.244
2023-11-11,13.244
2023-11-12,13.244
2023-11-13,13.296
2023-11-14,13.579
2023-11-15,13.884
2023-11-16,14.016
2023-11-17,14.031
2023-11-18,14.031
2023-11-19,14.031
2023-11-20,14.135
2023-11-21,14.186
2023-11-22,14.302
2023-11-23,14.302
2023-11-24,14.252
2023-11-25,14.252
2023-11-26,14.252
2023-11-27,14.3
2023-11-28,14.206
2023-11-29,14.31
2023-11-30,14.61
2023-12-01,14.819
2023-12-02,14.819
2023-12-03,14.819
2023-12-04,14.683
2023-12-05,14.549
2023-12-06,14.588
2023-12-07,14.732
2023-12-08,14.733
2023-12-09,14.733
2023-12-10,14.733
2023-12-11,14.818
2023-12-12,14.752
2023-12-13,14.808
2023-12-14,14.887
2023-12-15,14.907
2023-12-16,14.907
2023-12-17,14.907
2023-12-18,14.925
2023-12-19,15.072
2023-12-20,15.076
2023-12-21,15.032
2023-12-22,15.146
2023-12-23,15.146
2023-12-24,15.146
2023-12-25,15.146
2023-12-26,15.285
2023-12-27,15.248
2023-12-28,15.311
2023-12-29,15.32
2023-12-30,15.32
2023-12-31,15.32
2024-01-01,15.32
2024-01-02,15.273
2024-01-03,15.157
2024-01-04,15.123
2024-01-05,15.096
2024-01-06,15.096
2024-01-07,15.096
2024-01-08,15.346
2024-01-09,15.334
2024-01-10,15.505
2024-01-11,15.394
2024-01-12,15.481
2024-01-13,15.481
2024-01-14,15.481
2024-01-15,15.481
2024-01-16,15.417
2024-01-17,15.365
2024-01-18,15.566
2024-01-19,15.507
2024-01-20,15.507
2024-01-21,15.507
2024-01-22,15.411
2024-01-23,15.221
2024-01-24,15.15
2024-01-25,15.331
2024-01-26,15.297
2024-01-27,15.297
2024-01-28,15.297
2024-01-29,15.452
2024-01-30,15.383
2024-01-31,15.789
2024-02-01,15.996
2024-02-02,15.879
2024-02-03,15.879
2024-02-04,15.879
2024-02-05,15.759
2024-02-06,16.04
2024-02-07,16.034
2024-02-08,15.294
2024-02-09,15.215
2024-02-10,15.215
2024-02-11,15.215
2024-02-12,15.593
2024-02-13,15.265
2024-02-14,15.098
2024-02-15,15.415
2024-02-16,15.453
2024-02-17,15.453
2024-02-18,15.453
2024-02-19,15.453
2024-02-20,15.487
2024-02-21,15.904
2024-02-22,15.93
2024-02-23,16.009
2024-02-24,16.009
2024-02-25,16.009
2024-02-26,15.724
2024-02-27,15.661
2024-02-28,15.383
2024-02-29,15.412
2024-03-01,15.367
2024-03-02,15.367
2024-03-03,15.367
2024-03-04,15.552
2024-03-05,15.462
2024-03-06,15.592
2024-03-07,15.782
2024-03-08,15.705
2024-03-09,15.705
2024-03-10,15.705
2024-03-11,15.866
2024-03-12,15.887
2024-03-13,15.686
2024-03-14,15.58
2024-03-15,15.51
2024-03-16,15.51
2024-03-17,15.51
2024-03-18,15.608
2024-03-19,15.695
2024-03-20,15.679
2024-03-21,15.746
2024-03-22,15.762
2024-03-23,15.762
2024-03-24,15.762
2024-03-25,15.85
2024-03-26,15.845
2024-03-27,16.463
2024-03-28,16.385
2024-03-29,16.385
2024-03-30,16.385
2024-03-31,16.385
2024-04-01,16.11
2024-04-02,15.951
2024-04-03,16.142
2024-04-04,15.836
2024-04-05,15.808
2024-04-06,15.808
2024-04-07,15.808
2024-04-08,15.728
