,COR US Equity
2022-02-18,11.131
2022-02-19,11.131
2022-02-20,11.131
2022-02-21,11.131
2022-02-22,11.057
2022-02-23,10.971
2022-02-24,10.845
2022-02-25,11.164
2022-02-26,11.164
2022-02-27,11.164
2022-02-28,11.212
2022-03-01,11.168
2022-03-02,11.249
2022-03-03,11.443
2022-03-04,11.572
2022-03-05,11.572
2022-03-06,11.572
2022-03-07,11.378
2022-03-08,11.345
2022-03-09,11.456
2022-03-10,11.483
2022-03-11,11.356
2022-03-12,11.356
2022-03-13,11.356
2022-03-14,11.481
2022-03-15,11.893
2022-03-16,11.823
2022-03-17,11.957
2022-03-18,11.941
2022-03-19,11.941
2022-03-20,11.941
2022-03-21,12.034
2022-03-22,11.949
2022-03-23,11.904
2022-03-24,11.989
2022-03-25,12.152
2022-03-26,12.152
2022-03-27,12.152
2022-03-28,12.155
2022-03-29,12.18
2022-03-30,12.187
2022-03-31,12.154
2022-04-01,12.296
2022-04-02,12.296
2022-04-03,12.296
2022-04-04,12.157
2022-04-05,12.236
2022-04-06,12.423
2022-04-07,12.799
2022-04-08,12.997
2022-04-09,12.997
2022-04-10,12.997
2022-04-11,12.736
2022-04-12,12.774
2022-04-13,12.801
2022-04-14,12.663
2022-04-15,12.663
2022-04-16,12.663
2022-04-17,12.663
2022-04-18,12.72
2022-04-19,12.794
2022-04-20,13.02
2022-04-21,12.965
2022-04-22,12.503
2022-04-23,12.503
2022-04-24,12.503
2022-04-25,12.461
2022-04-26,12.365
2022-04-27,12.382
2022-04-28,12.404
2022-04-29,11.897
2022-04-30,11.897
2022-05-01,11.897
2022-05-02,11.714
2022-05-03,11.855
2022-05-04,12.313
2022-05-05,12.188
2022-05-06,12.488
2022-05-07,12.488
2022-05-08,12.488
2022-05-09,12.355
2022-05-10,12.538
2022-05-11,12.667
2022-05-12,11.906
2022-05-13,12.044
2022-05-14,12.044
2022-05-15,12.044
2022-05-16,12.175
2022-05-17,12.363
2022-05-18,11.904
2022-05-19,11.768
2022-05-20,11.831
2022-05-21,11.831
2022-05-22,11.831
2022-05-23,12.036
2022-05-24,12.055
2022-05-25,12.148
2022-05-26,12.232
2022-05-27,12.316
2022-05-28,12.316
2022-05-29,12.316
2022-05-30,12.316
2022-05-31,12.144
2022-06-01,11.938
2022-06-02,11.786
2022-06-03,11.693
2022-06-04,11.693
2022-06-05,11.693
2022-06-06,11.682
2022-06-07,11.907
2022-06-08,11.657
2022-06-09,11.462
2022-06-10,11.501
2022-06-11,11.501
2022-06-12,11.501
2022-06-13,11.254
2022-06-14,11.229
2022-06-15,11.316
2022-06-16,11.209
2022-06-17,11.187
2022-06-18,11.187
2022-06-19,11.187
2022-06-20,11.187
2022-06-21,11.392
2022-06-22,11.532
2022-06-23,11.498
2022-06-24,11.805
2022-06-25,11.805
2022-06-26,11.805
2022-06-27,11.866
2022-06-28,11.386
2022-06-29,11.417
2022-06-30,11.25
2022-07-01,11.382
2022-07-02,11.382
2022-07-03,11.382
2022-07-04,11.382
2022-07-05,11.189
2022-07-06,11.12
2022-07-07,11.195
2022-07-08,11.335
2022-07-09,11.335
2022-07-10,11.335
2022-07-11,11.248
2022-07-12,11.252
2022-07-13,11.076
2022-07-14,11.11
2022-07-15,11.324
2022-07-16,11.324
2022-07-17,11.324
2022-07-18,11.179
2022-07-19,11.393
2022-07-20,11.266
2022-07-21,11.318
2022-07-22,11.346
2022-07-23,11.346
2022-07-24,11.346
2022-07-25,11.478
2022-07-26,11.561
2022-07-27,11.551
2022-07-28,11.591
2022-07-29,11.605
2022-07-30,11.605
2022-07-31,11.605
2022-08-01,11.605
2022-08-02,11.357
2022-08-03,10.892
2022-08-04,10.904
2022-08-05,11.035
2022-08-06,11.035
2022-08-07,11.035
2022-08-08,10.981
2022-08-09,11.301
2022-08-10,11.368
2022-08-11,11.574
2022-08-12,11.789
2022-08-13,11.789
2022-08-14,11.789
2022-08-15,11.814
2022-08-16,11.94
2022-08-17,11.695
2022-08-18,11.725
2022-08-19,11.891
2022-08-20,11.891
2022-08-21,11.891
2022-08-22,11.657
2022-08-23,11.581
2022-08-24,11.597
2022-08-25,11.769
2022-08-26,11.438
2022-08-27,11.438
2022-08-28,11.438
2022-08-29,11.539
2022-08-30,11.378
2022-08-31,11.467
2022-09-01,11.549
2022-09-02,11.557
2022-09-03,11.557
2022-09-04,11.557
2022-09-05,11.557
2022-09-06,11.424
2022-09-07,11.567
2022-09-08,11.543
2022-09-09,11.522
2022-09-10,11.522
2022-09-11,11.522
2022-09-12,11.56
2022-09-13,11.033
2022-09-14,10.965
2022-09-15,10.942
2022-09-16,11.0
2022-09-17,11.0
2022-09-18,11.0
2022-09-19,10.986
2022-09-20,10.871
2022-09-21,10.888
2022-09-22,10.958
2022-09-23,10.738
2022-09-24,10.738
2022-09-25,10.738
2022-09-26,10.671
2022-09-27,10.6
2022-09-28,10.832
2022-09-29,10.649
2022-09-30,10.591
2022-10-01,10.591
2022-10-02,10.591
2022-10-03,10.938
2022-10-04,11.206
2022-10-05,11.184
2022-10-06,10.985
2022-10-07,10.786
2022-10-08,10.786
2022-10-09,10.786
2022-10-10,10.807
2022-10-11,11.128
2022-10-12,10.91
2022-10-13,11.184
2022-10-14,11.07
2022-10-15,11.07
2022-10-16,11.07
2022-10-17,11.21
2022-10-18,11.342
2022-10-19,11.263
2022-10-20,11.246
2022-10-21,11.637
2022-10-22,11.637
2022-10-23,11.637
2022-10-24,11.823
2022-10-25,12.034
2022-10-26,12.185
2022-10-27,12.28
2022-10-28,12.549
2022-10-29,12.549
2022-10-30,12.549
2022-10-31,12.384
2022-11-01,12.313
2022-11-02,12.194
2022-11-03,12.36
2022-11-04,12.62
2022-11-05,12.62
2022-11-06,12.62
2022-11-07,12.685
2022-11-08,12.501
2022-11-09,12.386
2022-11-10,12.185
2022-11-11,12.018
2022-11-12,12.018
2022-11-13,12.018
2022-11-14,12.153
2022-11-15,11.999
2022-11-16,12.237
2022-11-17,12.504
2022-11-18,12.746
2022-11-19,12.746
2022-11-20,12.746
2022-11-21,12.612
2022-11-22,12.903
2022-11-23,12.967
2022-11-24,12.967
2022-11-25,13.137
2022-11-26,13.137
2022-11-27,13.137
2022-11-28,13.129
2022-11-29,13.186
2022-11-30,13.405
2022-12-01,13.479
2022-12-02,13.664
2022-12-03,13.664
2022-12-04,13.664
2022-12-05,13.451
2022-12-06,13.297
2022-12-07,13.374
2022-12-08,13.387
2022-12-09,12.984
2022-12-10,12.984
2022-12-11,12.984
2022-12-12,13.131
2022-12-13,12.946
2022-12-14,12.979
2022-12-15,13.005
2022-12-16,13.099
2022-12-17,13.099
2022-12-18,13.099
2022-12-19,13.133
2022-12-20,13.145
2022-12-21,13.297
2022-12-22,13.294
2022-12-23,13.411
2022-12-24,13.411
2022-12-25,13.411
2022-12-26,13.411
2022-12-27,13.332
2022-12-28,13.202
2022-12-29,13.099
2022-12-30,13.072
2022-12-31,13.072
2023-01-01,13.072
2023-01-02,13.072
2023-01-03,12.96
2023-01-04,12.839
2023-01-05,12.856
2023-01-06,13.063
2023-01-07,13.063
2023-01-08,13.063
2023-01-09,12.991
2023-01-10,13.171
2023-01-11,13.024
2023-01-12,12.961
2023-01-13,12.912
2023-01-14,12.912
2023-01-15,12.912
2023-01-16,12.912
2023-01-17,12.903
2023-01-18,12.807
2023-01-19,12.807
2023-01-20,12.749
2023-01-21,12.749
2023-01-22,12.749
2023-01-23,12.711
2023-01-24,12.688
2023-01-25,12.847
2023-01-26,12.961
2023-01-27,12.903
2023-01-28,12.903
2023-01-29,12.903
2023-01-30,12.993
2023-01-31,13.252
2023-02-01,12.677
2023-02-02,12.399
2023-02-03,12.263
2023-02-04,12.263
2023-02-05,12.263
2023-02-06,12.091
2023-02-07,12.271
2023-02-08,12.354
2023-02-09,12.17
2023-02-10,12.485
2023-02-11,12.485
2023-02-12,12.485
2023-02-13,12.452
2023-02-14,12.375
2023-02-15,12.489
2023-02-16,12.619
2023-02-17,12.699
2023-02-18,12.699
2023-02-19,12.699
2023-02-20,12.699
2023-02-21,12.682
2023-02-22,12.626
2023-02-23,12.576
2023-02-24,12.481
2023-02-25,12.481
2023-02-26,12.481
2023-02-27,12.328
2023-02-28,12.244
2023-03-01,12.319
2023-03-02,12.192
2023-03-03,12.29
2023-03-04,12.29
2023-03-05,12.29
2023-03-06,12.315
2023-03-07,12.059
2023-03-08,11.948
2023-03-09,11.801
2023-03-10,11.77
2023-03-11,11.77
2023-03-12,11.77
2023-03-13,11.673
2023-03-14,11.746
2023-03-15,11.771
2023-03-16,11.963
2023-03-17,11.96
2023-03-18,11.96
2023-03-19,11.96
2023-03-20,12.105
2023-03-21,12.277
2023-03-22,12.072
2023-03-23,11.875
2023-03-24,12.306
2023-03-25,12.306
2023-03-26,12.306
2023-03-27,12.328
2023-03-28,12.431
2023-03-29,12.507
2023-03-30,12.536
2023-03-31,12.595
2023-04-01,12.595
2023-04-02,12.595
2023-04-03,12.766
2023-04-04,12.82
2023-04-05,13.165
2023-04-06,13.086
2023-04-07,13.086
2023-04-08,13.086
2023-04-09,13.086
2023-04-10,13.088
2023-04-11,13.101
2023-04-12,13.013
2023-04-13,13.167
2023-04-14,13.147
2023-04-15,13.147
2023-04-16,13.147
2023-04-17,13.167
2023-04-18,13.169
2023-04-19,12.939
2023-04-20,13.064
2023-04-21,13.125
2023-04-22,13.125
2023-04-23,13.125
2023-04-24,13.202
2023-04-25,13.232
2023-04-26,13.027
2023-04-27,13.179
2023-04-28,13.134
2023-04-29,13.134
2023-04-30,13.134
2023-05-01,13.13
2023-05-02,13.226
2023-05-03,13.032
2023-05-04,12.998
2023-05-05,13.107
2023-05-06,13.107
2023-05-07,13.107
2023-05-08,13.125
2023-05-09,13.128
2023-05-10,13.225
2023-05-11,13.426
2023-05-12,13.38
2023-05-13,13.38
2023-05-14,13.38
2023-05-15,13.543
2023-05-16,13.642
2023-05-17,13.664
2023-05-18,13.667
2023-05-19,13.555
2023-05-20,13.555
2023-05-21,13.555
2023-05-22,13.466
2023-05-23,13.388
2023-05-24,13.373
2023-05-25,13.303
2023-05-26,13.165
2023-05-27,13.165
2023-05-28,13.165
2023-05-29,13.165
2023-05-30,12.978
2023-05-31,13.29
2023-06-01,13.481
2023-06-02,13.631
2023-06-03,13.631
2023-06-04,13.631
2023-06-05,13.664
2023-06-06,13.639
2023-06-07,13.577
2023-06-08,13.802
2023-06-09,13.94
2023-06-10,13.94
2023-06-11,13.94
2023-06-12,14.026
2023-06-13,14.063
2023-06-14,14.005
2023-06-15,14.238
2023-06-16,14.315
2023-06-17,14.315
2023-06-18,14.315
2023-06-19,14.315
2023-06-20,14.431
2023-06-21,14.535
2023-06-22,14.695
2023-06-23,14.679
