,PNM US Equity
2023-06-27,15.592
2023-06-28,15.551
2023-06-29,15.596
2023-06-30,15.572
2023-07-01,15.572
2023-07-02,15.572
2023-07-03,15.668
2023-07-04,15.668
2023-07-05,15.772
2023-07-06,15.727
2023-07-07,15.668
2023-07-08,15.668
2023-07-09,15.668
2023-07-10,15.585
2023-07-11,15.589
2023-07-12,15.723
2023-07-13,15.757
2023-07-14,15.764
2023-07-15,15.764
2023-07-16,15.764
2023-07-17,15.754
2023-07-18,15.589
2023-07-19,15.603
2023-07-20,15.744
2023-07-21,15.813
2023-07-22,15.813
2023-07-23,15.813
2023-07-24,15.744
2023-07-25,15.63
2023-07-26,15.675
2023-07-27,15.516
2023-07-28,15.503
2023-07-29,15.503
2023-07-30,15.503
2023-07-31,15.475
2023-08-01,15.371
2023-08-02,15.278
2023-08-03,15.378
2023-08-04,15.306
2023-08-05,15.306
2023-08-06,15.306
2023-08-07,15.382
2023-08-08,15.389
2023-08-09,15.323
2023-08-10,15.277
2023-08-11,15.347
2023-08-12,15.347
2023-08-13,15.347
2023-08-14,15.308
2023-08-15,15.249
2023-08-16,15.329
2023-08-17,15.326
2023-08-18,15.5
2023-08-19,15.5
2023-08-20,15.5
2023-08-21,15.524
2023-08-22,15.524
2023-08-23,15.444
2023-08-24,15.347
2023-08-25,15.319
2023-08-26,15.319
2023-08-27,15.319
2023-08-28,15.322
2023-08-29,15.388
2023-08-30,15.43
2023-08-31,15.427
2023-09-01,15.451
2023-09-02,15.451
2023-09-03,15.451
2023-09-04,15.451
2023-09-05,15.378
2023-09-06,15.55
2023-09-07,15.536
2023-09-08,15.533
2023-09-09,15.533
2023-09-10,15.533
2023-09-11,15.596
2023-09-12,15.55
2023-09-13,15.441
2023-09-14,15.445
2023-09-15,15.447
2023-09-16,15.447
2023-09-17,15.447
2023-09-18,15.43
2023-09-19,15.602
2023-09-20,15.779
2023-09-21,15.8
2023-09-22,15.768
2023-09-23,15.768
2023-09-24,15.768
2023-09-25,15.772
2023-09-26,15.77
2023-09-27,15.682
2023-09-28,15.59
2023-09-29,15.721
2023-09-30,15.721
2023-10-01,15.721
2023-10-02,15.382
2023-10-03,15.326
2023-10-04,15.319
2023-10-05,15.39
2023-10-06,15.4
2023-10-07,15.4
2023-10-08,15.4
2023-10-09,15.453
2023-10-10,15.4
2023-10-11,15.449
2023-10-12,15.301
2023-10-13,15.414
2023-10-14,15.414
2023-10-15,15.414
2023-10-16,15.682
2023-10-17,15.767
2023-10-18,15.657
2023-10-19,15.717
2023-10-20,15.753
2023-10-21,15.753
2023-10-22,15.753
2023-10-23,15.64
2023-10-24,15.65
2023-10-25,15.612
2023-10-26,15.554
2023-10-27,15.259
2023-10-28,15.259
2023-10-29,15.259
2023-10-30,15.072
2023-10-31,14.969
2023-11-01,14.951
2023-11-02,14.994
2023-11-03,15.018
2023-11-04,15.018
2023-11-05,15.018
2023-11-06,14.955
2023-11-07,14.99
2023-11-08,14.976
2023-11-09,14.976
2023-11-10,14.933
2023-11-11,14.933
2023-11-12,14.933
2023-11-13,14.788
2023-11-14,15.217
2023-11-15,15.316
2023-11-16,15.436
2023-11-17,15.302
2023-11-18,15.302
2023-11-19,15.302
2023-11-20,14.976
2023-11-21,14.852
2023-11-22,14.916
2023-11-23,14.916
2023-11-24,14.877
2023-11-25,14.877
2023-11-26,14.877
2023-11-27,14.909
2023-11-28,14.824
2023-11-29,14.753
2023-11-30,14.714
2023-12-01,14.955
2023-12-02,14.955
2023-12-03,14.955
2023-12-04,14.955
2023-12-05,14.877
2023-12-06,15.075
2023-12-07,15.1
2023-12-08,15.093
2023-12-09,15.093
2023-12-10,15.093
2023-12-11,15.022
2023-12-12,14.841
2023-12-13,15.088
2023-12-14,14.797
2023-12-15,15.33
2023-12-16,15.33
2023-12-17,15.33
2023-12-18,15.376
2023-12-19,15.335
2023-12-20,15.121
2023-12-21,15.218
2023-12-22,14.996
2023-12-23,14.996
2023-12-24,14.996
2023-12-25,14.996
2023-12-26,14.964
2023-12-27,14.836
2023-12-28,14.847
2023-12-29,14.836
2023-12-30,14.836
2023-12-31,14.836
2024-01-01,14.836
2024-01-02,14.029
2024-01-03,14.133
2024-01-04,14.355
2024-01-05,14.392
2024-01-06,14.392
2024-01-07,14.392
2024-01-08,14.406
2024-01-09,14.278
2024-01-10,14.116
2024-01-11,13.929
2024-01-12,13.65
2024-01-13,13.65
2024-01-14,13.65
2024-01-15,13.65
2024-01-16,13.396
2024-01-17,13.158
2024-01-18,13.205
2024-01-19,13.224
2024-01-20,13.224
2024-01-21,13.224
2024-01-22,13.426
2024-01-23,13.374
2024-01-24,13.231
2024-01-25,13.573
2024-01-26,13.598
2024-01-27,13.598
2024-01-28,13.598
2024-01-29,13.661
2024-01-30,13.422
2024-01-31,13.305
2024-02-01,13.478
2024-02-02,13.229
2024-02-03,13.229
2024-02-04,13.229
2024-02-05,12.895
2024-02-06,13.422
2024-02-07,13.704
2024-02-08,13.769
2024-02-09,13.736
2024-02-10,13.736
2024-02-11,13.736
2024-02-12,13.928
2024-02-13,13.507
2024-02-14,13.712
2024-02-15,13.999
2024-02-16,13.946
2024-02-17,13.946
2024-02-18,13.946
2024-02-19,13.946
2024-02-20,13.999
2024-02-21,14.155
2024-02-22,13.991
2024-02-23,14.051
2024-02-24,14.051
2024-02-25,14.051
2024-02-26,13.79
2024-02-27,14.155
2024-02-28,14.002
2024-02-29,13.593
2024-03-01,13.701
2024-03-02,13.701
2024-03-03,13.701
2024-03-04,14.103
2024-03-05,13.92
2024-03-06,13.838
2024-03-07,14.051
2024-03-08,14.032
2024-03-09,14.032
2024-03-10,14.032
2024-03-11,14.039
2024-03-12,13.924
2024-03-13,13.745
2024-03-14,13.617
2024-03-15,13.643
2024-03-16,13.643
2024-03-17,13.643
2024-03-18,13.736
2024-03-19,13.68
2024-03-20,13.781
2024-03-21,13.825
2024-03-22,13.818
2024-03-23,13.818
2024-03-24,13.818
2024-03-25,13.699
2024-03-26,13.721
2024-03-27,13.922
2024-03-28,13.993
2024-03-29,13.993
2024-03-30,13.993
2024-03-31,13.993
2024-04-01,13.892
2024-04-02,13.87
2024-04-03,13.818
2024-04-04,13.822
2024-04-05,13.901
2024-04-06,13.901
2024-04-07,13.901
2024-04-08,13.995
