,OXY US Equity
2020-09-06,8.757
2020-09-07,8.757
2020-09-08,7.93
2020-09-09,7.937
2020-09-10,7.306
2020-09-11,7.263
2020-09-12,7.263
2020-09-13,7.263
2020-09-14,7.235
2020-09-15,7.619
2020-09-16,8.975
2020-09-17,9.102
2020-09-18,8.94
2020-09-19,8.94
2020-09-20,8.94
2020-09-21,8.664
2020-09-22,8.564
2020-09-23,8.084
2020-09-24,8.263
2020-09-25,7.937
2020-09-26,7.937
2020-09-27,7.937
2020-09-28,8.03
2020-09-29,7.758
2020-09-30,7.774
2020-10-01,7.482
2020-10-02,7.628
2020-10-03,7.628
2020-10-04,7.628
2020-10-05,8.201
2020-10-06,7.905
2020-10-07,8.022
2020-10-08,8.724
2020-10-09,8.443
2020-10-10,8.443
2020-10-11,8.443
2020-10-12,8.435
2020-10-13,8.689
2020-10-14,9.209
2020-10-15,9.575
2020-10-16,9.106
2020-10-17,9.106
2020-10-18,9.106
2020-10-19,8.829
2020-10-20,9.046
2020-10-21,8.677
2020-10-22,9.135
2020-10-23,9.001
2020-10-24,9.001
2020-10-25,9.001
2020-10-26,8.498
2020-10-27,8.327
2020-10-28,7.977
2020-10-29,8.201
2020-10-30,8.201
2020-10-31,8.201
2020-11-01,8.201
2020-11-02,8.668
2020-11-03,8.704
2020-11-04,8.812
2020-11-05,9.405
2020-11-06,8.992
2020-11-07,8.992
2020-11-08,8.992
2020-11-09,10.986
2020-11-10,10.269
2020-11-11,19.894
2020-11-12,18.907
2020-11-13,19.727
2020-11-14,19.727
2020-11-15,19.727
2020-11-16,21.231
2020-11-17,21.716
2020-11-18,28.315
2020-11-19,28.935
2020-11-20,29.217
2020-11-21,29.217
2020-11-22,29.217
2020-11-23,31.801
2020-11-24,33.86
2020-11-25,33.739
2020-11-26,33.739
2020-11-27,33.416
2020-11-28,33.416
2020-11-29,33.416
2020-11-30,31.801
2020-12-01,30.53
2020-12-02,32.064
2020-12-03,33.073
2020-12-04,37.512
2020-12-05,37.512
2020-12-06,37.512
2020-12-07,51.686
2020-12-08,54.357
2020-12-09,55.125
2020-12-10,60.583
2020-12-11,59.389
2020-12-12,59.389
2020-12-13,59.389
2020-12-14,54.499
2020-12-15,56.404
2020-12-16,55.295
2020-12-17,58.265
2020-12-18,56.26
2020-12-19,56.26
2020-12-20,56.26
2020-12-21,53.07
2020-12-22,51.4
2020-12-23,49.42
2020-12-24,48.812
2020-12-25,48.812
2020-12-26,48.812
2020-12-27,48.812
2020-12-28,48.066
2020-12-29,47.624
2020-12-30,49.475
2020-12-31,47.817
2021-01-01,47.817
2021-01-02,47.817
2021-01-03,47.817
2021-01-04,46.365
2021-01-05,51.042
2021-01-06,53.141
2021-01-07,54.655
2021-01-08,53.353
2021-01-09,53.353
2021-01-10,53.353
2021-01-11,39.961
2021-01-12,37.134
2021-01-13,36.658
2021-01-14,48.437
2021-01-15,46.553
2021-01-16,46.553
2021-01-17,46.553
2021-01-18,46.553
2021-01-19,49.992
2021-01-20,48.799
2021-01-21,45.662
2021-01-22,45.556
2021-01-23,45.556
2021-01-24,45.556
2021-01-25,47.348
2021-01-26,50.568
2021-01-27,51.064
2021-01-28,51.85
2021-01-29,49.648
2021-01-30,49.648
2021-01-31,49.648
2021-02-01,50.464
2021-02-02,51.306
2021-02-03,54.499
2021-02-04,55.192
2021-02-05,55.835
2021-02-06,55.835
2021-02-07,55.835
2021-02-08,62.988
2021-02-09,61.008
2021-02-10,63.359
2021-02-11,61.824
2021-02-12,62.839
2021-02-13,62.839
2021-02-14,62.839
2021-02-15,62.839
2021-02-16,65.487
2021-02-17,66.156
2021-02-18,62.567
2021-02-19,62.913
2021-02-20,62.913
2021-02-21,62.913
2021-02-22,65.512
2021-02-23,651.589
2021-02-24,651.589
2021-02-25,651.589
2021-02-26,651.589
2021-02-27,651.589
2021-02-28,651.589
2021-03-01,651.589
2021-03-02,651.589
2021-03-03,651.589
2021-03-04,651.589
2021-03-05,651.589
2021-03-06,651.589
2021-03-07,651.589
2021-03-08,651.589
2021-03-09,651.589
2021-03-10,651.589
2021-03-11,651.589
2021-03-12,651.589
2021-03-13,651.589
2021-03-14,651.589
2021-03-15,651.589
2021-03-16,651.589
2021-03-17,651.589
2021-03-18,651.589
2021-03-19,651.589
2021-03-20,651.589
2021-03-21,651.589
2021-03-22,651.589
2021-03-23,651.589
2021-03-24,651.589
2021-03-25,651.589
2021-03-26,651.589
2021-03-27,651.589
2021-03-28,651.589
2021-03-29,651.589
2021-03-30,651.589
2021-03-31,651.589
2021-04-01,651.589
2021-04-02,651.589
2021-04-03,651.589
2021-04-04,651.589
2021-04-05,651.589
2021-04-06,651.589
2021-04-07,651.589
2021-04-08,651.589
2021-04-09,651.589
2021-04-10,651.589
2021-04-11,651.589
2021-04-12,651.589
2021-04-13,651.589
2021-04-14,651.589
2021-04-15,651.589
2021-04-16,651.589
2021-04-17,651.589
2021-04-18,651.589
2021-04-19,651.589
2021-04-20,651.589
2021-04-21,651.589
2021-04-22,651.589
2021-04-23,651.589
2021-04-24,651.589
2021-04-25,651.589
2021-04-26,651.589
2021-04-27,651.589
2021-04-28,651.589
2021-04-29,651.589
2021-04-30,651.589
2021-05-01,651.589
2021-05-02,651.589
2021-05-03,651.589
2021-05-04,651.589
2021-05-05,651.589
2021-05-06,651.589
2021-05-07,651.589
2021-05-08,651.589
2021-05-09,651.589
2021-05-10,651.589
2021-05-11,651.589
2021-05-12,651.589
2021-05-13,651.589
2021-05-14,651.589
2021-05-15,651.589
2021-05-16,651.589
2021-05-17,651.589
2021-05-18,651.589
2021-05-19,651.589
2021-05-20,651.589
2021-05-21,651.589
2021-05-22,651.589
2021-05-23,651.589
2021-05-24,651.589
2021-05-25,651.589
2021-05-26,651.589
2021-05-27,299.18
2021-05-28,297.917
2021-05-29,297.917
2021-05-30,297.917
2021-05-31,297.917
2021-06-01,298.617
2021-06-02,306.588
2021-06-03,190.41
2021-06-04,189.5
2021-06-05,189.5
2021-06-06,189.5
2021-06-07,83.415
2021-06-08,83.501
2021-06-09,81.126
2021-06-10,81.307
2021-06-11,81.307
2021-06-12,81.307
2021-06-13,81.307
2021-06-14,81.163
2021-06-15,83.804
2021-06-16,87.649
2021-06-17,80.991
2021-06-18,45.903
2021-06-19,45.903
2021-06-20,45.903
2021-06-21,63.969
2021-06-22,65.075
2021-06-23,67.135
2021-06-24,68.826
2021-06-25,71.363
2021-06-26,71.363
2021-06-27,71.363
2021-06-28,67.742
2021-06-29,67.872
2021-06-30,59.02
2021-07-01,62.021
2021-07-02,61.492
2021-07-03,61.492
2021-07-04,61.492
2021-07-05,61.492
2021-07-06,55.752
2021-07-07,53.87
2021-07-08,52.718
2021-07-09,53.749
2021-07-10,53.749
2021-07-11,53.749
2021-07-12,51.979
2021-07-13,52.135
2021-07-14,48.235
2021-07-15,47.279
2021-07-16,45.039
2021-07-17,45.039
2021-07-18,45.039
2021-07-19,41.05
2021-07-20,41.959
2021-07-21,44.953
2021-07-22,44.672
2021-07-23,43.96
2021-07-24,43.96
2021-07-25,43.96
2021-07-26,44.854
2021-07-27,31.135
2021-07-28,31.894
2021-07-29,31.752
2021-07-30,30.946
2021-07-31,30.946
2021-08-01,30.946
2021-08-02,30.578
2021-08-03,31.337
2021-08-04,27.013
2021-08-05,18.681
2021-08-06,18.824
2021-08-07,18.824
2021-08-08,18.824
2021-08-09,18.268
2021-08-10,17.807
2021-08-11,16.545
2021-08-12,16.563
2021-08-13,15.898
2021-08-14,15.898
2021-08-15,15.898
2021-08-16,15.281
2021-08-17,13.92
2021-08-18,13.556
2021-08-19,12.77
2021-08-20,12.689
2021-08-21,12.689
2021-08-22,12.689
2021-08-23,13.567
2021-08-24,14.094
2021-08-25,14.238
2021-08-26,13.874
2021-08-27,14.833
2021-08-28,14.833
2021-08-29,14.833
2021-08-30,14.596
2021-08-31,14.851
2021-09-01,14.498
2021-09-02,15.634
2021-09-03,15.246
2021-09-04,15.246
2021-09-05,15.246
2021-09-06,15.246
2021-09-07,15.093
2021-09-08,14.555
2021-09-09,16.808
2021-09-10,16.748
2021-09-11,16.748
2021-09-12,16.748
2021-09-13,17.868
2021-09-14,17.559
2021-09-15,18.628
2021-09-16,18.261
2021-09-17,18.0
2021-09-18,18.0
2021-09-19,18.0
2021-09-20,17.025
2021-09-21,16.991
2021-09-22,17.873
2021-09-23,18.682
2021-09-24,18.775
2021-09-25,18.775
2021-09-26,18.775
2021-09-27,17.616
2021-09-28,17.447
2021-09-29,17.522
2021-09-30,17.26
2021-10-01,18.176
2021-10-02,18.176
2021-10-03,18.176
2021-10-04,18.396
2021-10-05,18.664
2021-10-06,18.225
2021-10-07,18.499
2021-10-08,19.154
2021-10-09,19.154
2021-10-10,19.154
2021-10-11,19.017
2021-10-12,18.713
2021-10-13,18.257
2021-10-14,17.989
2021-10-15,16.063
2021-10-16,16.063
2021-10-17,16.063
2021-10-18,16.708
2021-10-19,16.713
2021-10-20,16.926
2021-10-21,14.18
2021-10-22,14.669
2021-10-23,14.669
2021-10-24,14.669
2021-10-25,14.756
2021-10-26,14.815
2021-10-27,13.952
2021-10-28,14.174
2021-10-29,14.048
2021-10-30,14.048
2021-10-31,14.048
2021-11-01,14.584
2021-11-02,14.396
2021-11-03,14.182
2021-11-04,14.14
2021-11-05,13.219
2021-11-06,13.219
2021-11-07,13.219
2021-11-08,12.617
2021-11-09,12.415
2021-11-10,11.708
2021-11-11,11.819
2021-11-12,11.804
2021-11-13,11.804
2021-11-14,11.804
2021-11-15,11.767
2021-11-16,11.58
2021-11-17,11.188
2021-11-18,11.144
2021-11-19,10.591
2021-11-20,10.591
2021-11-21,10.591
2021-11-22,10.915
2021-11-23,11.609
2021-11-24,11.642
2021-11-25,11.642
2021-11-26,10.802
2021-11-27,10.802
2021-11-28,10.802
2021-11-29,10.406
2021-11-30,10.264
2021-12-01,10.021
2021-12-02,10.264
2021-12-03,10.199
2021-12-04,10.199
2021-12-05,10.199
2021-12-06,10.437
2021-12-07,10.885
2021-12-08,11.939
2021-12-09,11.713
2021-12-10,11.919
2021-12-11,11.919
2021-12-12,11.919
2021-12-13,11.3
2021-12-14,11.11
2021-12-15,11.025
2021-12-16,10.971
2021-12-17,10.84
2021-12-18,10.84
2021-12-19,10.84
2021-12-20,10.43
2021-12-21,11.056
2021-12-22,11.18
2021-12-23,11.153
2021-12-24,11.153
2021-12-25,11.153
2021-12-26,11.153
2021-12-27,11.564
2021-12-28,11.501
2021-12-29,11.415
2021-12-30,11.302
2021-12-31,11.31
2022-01-01,11.31
2022-01-02,11.31
2022-01-03,12.118
2022-01-04,13.023
2022-01-05,12.435
2022-01-06,12.634
2022-01-07,12.808
2022-01-08,12.808
2022-01-09,12.808
2022-01-10,13.164
2022-01-11,14.107
2022-01-12,14.127
2022-01-13,14.362
2022-01-14,14.934
2022-01-15,14.934
2022-01-16,14.934
2022-01-17,14.934
2022-01-18,15.191
2022-01-19,14.298
2022-01-20,13.947
2022-01-21,13.468
2022-01-22,13.468
2022-01-23,13.468
2022-01-24,13.561
2022-01-25,14.42
2022-01-26,14.534
2022-01-27,14.612
2022-01-28,13.135
2022-01-29,13.135
2022-01-30,13.135
2022-01-31,13.218
2022-02-01,13.786
2022-02-02,13.902
2022-02-03,14.035
2022-02-04,14.316
2022-02-05,14.316
2022-02-06,14.316
2022-02-07,13.844
2022-02-08,13.287
2022-02-09,15.36
2022-02-10,15.505
2022-02-11,16.382
2022-02-12,16.382
2022-02-13,16.382
2022-02-14,15.715
2022-02-15,15.189
2022-02-16,15.113
2022-02-17,15.193
2022-02-18,15.078
2022-02-19,15.078
2022-02-20,15.078
2022-02-21,15.078
2022-02-22,14.606
2022-02-23,13.374
2022-02-24,13.453
2022-02-25,12.776
2022-02-26,12.776
2022-02-27,12.776
2022-02-28,14.417
2022-03-01,14.99
2022-03-02,15.497
2022-03-03,14.53
2022-03-04,17.087
2022-03-05,17.087
2022-03-06,17.087
2022-03-07,15.725
2022-03-08,15.751
2022-03-09,16.627
2022-03-10,15.275
2022-03-11,15.648
2022-03-12,15.648
2022-03-13,15.648
2022-03-14,14.046
2022-03-15,13.778
2022-03-16,13.389
2022-03-17,14.657
2022-03-18,14.262
2022-03-19,14.262
2022-03-20,14.262
2022-03-21,15.458
2022-03-22,14.562
2022-03-23,13.903
2022-03-24,13.417
2022-03-25,12.477
2022-03-26,12.477
2022-03-27,12.477
2022-03-28,11.746
2022-03-29,12.77
2022-03-30,12.925
2022-03-31,12.759
2022-04-01,13.067
2022-04-02,13.067
2022-04-03,13.067
2022-04-04,12.983
2022-04-05,12.518
2022-04-06,12.603
2022-04-07,12.958
2022-04-08,13.884
2022-04-09,13.884
2022-04-10,13.884
2022-04-11,12.844
2022-04-12,13.082
2022-04-13,13.188
2022-04-14,12.088
2022-04-15,12.088
2022-04-16,12.088
2022-04-17,12.088
2022-04-18,12.562
2022-04-19,12.359
2022-04-20,12.483
2022-04-21,11.418
2022-04-22,11.014
2022-04-23,11.014
2022-04-24,11.014
2022-04-25,10.073
2022-04-26,10.054
2022-04-27,10.196
2022-04-28,10.46
2022-04-29,10.104
2022-04-30,10.104
2022-05-01,10.104
2022-05-02,10.693
2022-05-03,10.865
2022-05-04,11.292
2022-05-05,11.424
2022-05-06,11.91
2022-05-07,11.91
2022-05-08,11.91
2022-05-09,10.608
2022-05-10,11.134
2022-05-11,11.027
2022-05-12,11.043
2022-05-13,12.198
2022-05-14,12.198
2022-05-15,12.198
2022-05-16,12.926
2022-05-17,12.958
2022-05-18,12.264
2022-05-19,12.199
2022-05-20,12.066
2022-05-21,12.066
2022-05-22,12.066
2022-05-23,12.456
2022-05-24,12.284
2022-05-25,12.273
2022-05-26,12.693
2022-05-27,13.099
2022-05-28,13.099
2022-05-29,13.099
2022-05-30,13.099
2022-05-31,12.813
2022-06-01,13.018
2022-06-02,12.811
2022-06-03,12.994
2022-06-04,12.994
2022-06-05,12.994
2022-06-06,12.623
2022-06-07,12.793
2022-06-08,12.517
2022-06-09,11.709
2022-06-10,11.474
2022-06-11,11.474
2022-06-12,11.474
2022-06-13,10.517
2022-06-14,10.914
2022-06-15,10.596
2022-06-16,9.986
2022-06-17,9.787
2022-06-18,9.787
2022-06-19,9.787
2022-06-20,9.787
2022-06-21,9.936
2022-06-22,9.575
2022-06-23,9.63
2022-06-24,9.875
2022-06-25,9.875
2022-06-26,9.875
2022-06-27,10.112
2022-06-28,10.595
2022-06-29,10.147
2022-06-30,10.109
2022-07-01,10.377
2022-07-02,10.377
2022-07-03,10.377
2022-07-04,10.377
2022-07-05,10.15
2022-07-06,10.15
2022-07-07,10.556
2022-07-08,10.646
2022-07-09,10.646
2022-07-10,10.646
2022-07-11,10.444
2022-07-12,10.067
2022-07-13,10.074
2022-07-14,10.019
2022-07-15,10.258
2022-07-16,10.258
2022-07-17,10.258
2022-07-18,10.434
2022-07-19,10.944
2022-07-20,11.241
2022-07-21,10.969
2022-07-22,10.801
2022-07-23,10.801
2022-07-24,10.801
2022-07-25,11.785
2022-07-26,11.357
2022-07-27,11.486
2022-07-28,11.626
2022-07-29,12.203
2022-07-30,12.203
2022-07-31,12.203
2022-08-01,12.102
2022-08-02,12.114
2022-08-03,11.06
2022-08-04,10.043
2022-08-05,10.378
2022-08-06,10.378
2022-08-07,10.378
2022-08-08,10.665
2022-08-09,11.078
2022-08-10,11.158
2022-08-11,11.66
2022-08-12,11.667
2022-08-13,11.667
2022-08-14,11.667
2022-08-15,11.42
2022-08-16,11.216
2022-08-17,11.121
2022-08-18,11.458
2022-08-19,12.681
2022-08-20,12.681
2022-08-21,12.681
2022-08-22,12.231
2022-08-23,13.074
2022-08-24,13.272
2022-08-25,13.196
2022-08-26,13.031
2022-08-27,13.031
2022-08-28,13.031
2022-08-29,13.21
2022-08-30,12.209
2022-08-31,11.62
2022-09-01,11.195
2022-09-02,10.719
2022-09-03,10.719
2022-09-04,10.719
2022-09-05,10.719
2022-09-06,10.416
2022-09-07,10.062
2022-09-08,9.936
2022-09-09,10.11
2022-09-10,10.11
2022-09-11,10.11
2022-09-12,10.293
2022-09-13,10.069
2022-09-14,10.252
2022-09-15,9.92
2022-09-16,9.816
2022-09-17,9.816
2022-09-18,9.816
2022-09-19,9.857
2022-09-20,9.796
2022-09-21,9.552
2022-09-22,9.43
2022-09-23,8.95
2022-09-24,8.95
2022-09-25,8.95
2022-09-26,8.821
2022-09-27,8.906
2022-09-28,9.344
2022-09-29,9.602
2022-09-30,9.5
2022-10-01,9.5
2022-10-02,9.5
2022-10-03,9.904
2022-10-04,10.422
2022-10-05,10.669
2022-10-06,11.122
2022-10-07,11.011
2022-10-08,11.011
2022-10-09,11.011
2022-10-10,10.353
2022-10-11,10.101
2022-10-12,10.271
2022-10-13,10.734
2022-10-14,10.485
2022-10-15,10.485
2022-10-16,10.485
2022-10-17,10.614
2022-10-18,10.579
2022-10-19,10.699
2022-10-20,10.751
2022-10-21,11.127
2022-10-22,11.127
2022-10-23,11.127
2022-10-24,11.06
2022-10-25,11.055
2022-10-26,11.277
2022-10-27,11.176
2022-10-28,11.172
2022-10-29,11.172
2022-10-30,11.172
2022-10-31,11.244
2022-11-01,11.43
2022-11-02,11.011
2022-11-03,11.176
2022-11-04,11.347
2022-11-05,11.347
2022-11-06,11.347
2022-11-07,11.766
2022-11-08,11.784
2022-11-09,10.609
2022-11-10,11.087
2022-11-11,11.775
2022-11-12,11.775
2022-11-13,11.775
2022-11-14,11.613
2022-11-15,11.795
2022-11-16,11.399
2022-11-17,11.324
2022-11-18,11.401
2022-11-19,11.401
2022-11-20,11.401
2022-11-21,11.136
2022-11-22,11.59
2022-11-23,11.353
2022-11-24,11.353
2022-11-25,11.219
2022-11-26,11.219
2022-11-27,11.219
2022-11-28,10.891
2022-11-29,11.032
2022-11-30,11.092
2022-12-01,10.982
2022-12-02,10.888
2022-12-03,10.888
2022-12-04,10.888
2022-12-05,10.589
2022-12-06,10.235
2022-12-07,10.205
2022-12-08,10.166
2022-12-09,7.088
2022-12-10,7.088
2022-12-11,7.088
2022-12-12,7.249
2022-12-13,7.278
2022-12-14,8.363
2022-12-15,8.294
2022-12-16,8.212
2022-12-17,8.212
2022-12-18,8.212
2022-12-19,8.586
2022-12-20,8.581
2022-12-21,8.768
2022-12-22,8.503
2022-12-23,8.798
2022-12-24,8.798
2022-12-25,8.798
2022-12-26,8.798
2022-12-27,8.851
2022-12-28,8.529
2022-12-29,8.557
2022-12-30,8.654
2022-12-31,8.654
2023-01-01,8.654
2023-01-02,8.654
2023-01-03,8.388
2023-01-04,8.617
2023-01-05,9.311
2023-01-06,9.54
2023-01-07,9.54
2023-01-08,9.54
2023-01-09,10.182
2023-01-10,10.408
2023-01-11,10.662
2023-01-12,10.923
2023-01-13,10.852
2023-01-14,10.852
2023-01-15,10.852
2023-01-16,10.852
2023-01-17,10.961
2023-01-18,10.922
2023-01-19,11.071
2023-01-20,11.365
2023-01-21,11.365
2023-01-22,11.365
2023-01-23,11.404
2023-01-24,10.974
2023-01-25,10.99
2023-01-26,11.427
2023-01-27,11.334
2023-01-28,11.334
2023-01-29,11.334
2023-01-30,10.914
2023-01-31,11.026
2023-02-01,10.805
2023-02-02,10.513
2023-02-03,10.306
2023-02-04,10.306
2023-02-05,10.306
2023-02-06,10.358
2023-02-07,10.872
2023-02-08,10.783
2023-02-09,10.658
2023-02-10,11.098
2023-02-11,11.098
2023-02-12,11.098
2023-02-13,10.951
2023-02-14,11.216
2023-02-15,10.635
2023-02-16,10.567
2023-02-17,10.268
2023-02-18,10.268
2023-02-19,10.268
2023-02-20,10.268
2023-02-21,10.114
2023-02-22,9.877
2023-02-23,10.012
2023-02-24,9.972
2023-02-25,9.972
2023-02-26,9.972
2023-02-27,9.986
2023-02-28,9.61
2023-03-01,9.834
2023-03-02,9.929
2023-03-03,10.17
2023-03-04,10.17
2023-03-05,10.17
2023-03-06,10.354
2023-03-07,10.09
2023-03-08,10.283
2023-03-09,10.053
2023-03-10,9.937
2023-03-11,9.937
2023-03-12,9.937
2023-03-13,9.817
2023-03-14,9.99
2023-03-15,9.427
2023-03-16,9.75
2023-03-17,9.638
2023-03-18,9.638
2023-03-19,9.638
2023-03-20,9.797
2023-03-21,10.007
2023-03-22,9.747
2023-03-23,10.189
2023-03-24,10.137
2023-03-25,10.137
2023-03-26,10.137
2023-03-27,10.455
2023-03-28,11.103
2023-03-29,11.082
2023-03-30,11.123
2023-03-31,11.24
2023-04-01,11.24
2023-04-02,11.24
2023-04-03,11.735
2023-04-04,15.232
2023-04-05,15.067
2023-04-06,13.927
2023-04-07,13.927
2023-04-08,13.927
2023-04-09,13.927
2023-04-10,14.309
2023-04-11,13.262
2023-04-12,13.359
2023-04-13,13.432
2023-04-14,12.449
2023-04-15,12.449
2023-04-16,12.449
2023-04-17,12.242
2023-04-18,11.787
2023-04-19,10.894
2023-04-20,10.796
2023-04-21,10.768
2023-04-22,10.768
2023-04-23,10.768
2023-04-24,10.923
2023-04-25,10.674
2023-04-26,10.488
2023-04-27,10.544
2023-04-28,10.709
2023-04-29,10.709
2023-04-30,10.709
2023-05-01,10.637
2023-05-02,10.44
2023-05-03,10.254
2023-05-04,10.207
2023-05-05,10.553
2023-05-06,10.553
2023-05-07,10.553
2023-05-08,10.504
2023-05-09,10.201
2023-05-10,9.867
2023-05-11,10.061
2023-05-12,10.193
2023-05-13,10.193
2023-05-14,10.193
2023-05-15,10.27
2023-05-16,10.471
2023-05-17,10.61
2023-05-18,10.486
2023-05-19,10.758
2023-05-20,10.758
2023-05-21,10.758
2023-05-22,10.876
2023-05-23,10.995
2023-05-24,10.942
2023-05-25,10.775
2023-05-26,10.799
2023-05-27,10.799
2023-05-28,10.799
2023-05-29,10.799
2023-05-30,10.735
2023-05-31,10.549
2023-06-01,10.668
2023-06-02,10.952
2023-06-03,10.952
2023-06-04,10.952
2023-06-05,10.928
2023-06-06,10.935
2023-06-07,11.045
2023-06-08,11.09
2023-06-09,11.239
2023-06-10,11.239
2023-06-11,11.239
2023-06-12,11.214
2023-06-13,11.22
2023-06-14,11.163
2023-06-15,11.154
2023-06-16,11.102
2023-06-17,11.102
2023-06-18,11.102
2023-06-19,11.102
2023-06-20,10.926
2023-06-21,10.972
2023-06-22,10.789
2023-06-23,10.703
2023-06-24,10.703
2023-06-25,10.703
2023-06-26,10.947
