,MOH US Equity
2020-09-05,8.76
2020-09-06,8.76
2020-09-07,8.76
2020-09-08,8.381
2020-09-09,8.401
2020-09-10,8.207
2020-09-11,8.082
2020-09-12,8.082
2020-09-13,8.082
2020-09-14,8.582
2020-09-15,8.702
2020-09-16,8.816
2020-09-17,8.679
2020-09-18,8.835
2020-09-19,8.835
2020-09-20,8.835
2020-09-21,8.084
2020-09-22,7.478
2020-09-23,7.327
2020-09-24,7.328
2020-09-25,7.731
2020-09-26,7.731
2020-09-27,7.731
2020-09-28,7.806
2020-09-29,8.224
2020-09-30,8.762
2020-10-01,9.008
2020-10-02,9.256
2020-10-03,9.256
2020-10-04,9.256
2020-10-05,9.637
2020-10-06,9.487
2020-10-07,9.743
2020-10-08,9.562
2020-10-09,9.536
2020-10-10,9.536
2020-10-11,9.536
2020-10-12,9.785
2020-10-13,9.748
2020-10-14,9.71
2020-10-15,9.885
2020-10-16,10.083
2020-10-17,10.083
2020-10-18,10.083
2020-10-19,9.894
2020-10-20,9.89
2020-10-21,9.896
2020-10-22,10.106
2020-10-23,9.43
2020-10-24,9.43
2020-10-25,9.43
2020-10-26,9.096
2020-10-27,9.045
2020-10-28,8.573
2020-10-29,8.301
2020-10-30,8.273
2020-10-31,8.273
2020-11-01,8.273
2020-11-02,8.961
2020-11-03,9.535
2020-11-04,9.776
2020-11-05,9.771
2020-11-06,9.71
2020-11-07,9.71
2020-11-08,9.71
2020-11-09,9.333
2020-11-10,9.916
2020-11-11,9.87
2020-11-12,9.725
2020-11-13,9.903
2020-11-14,9.903
2020-11-15,9.903
2020-11-16,9.865
2020-11-17,9.904
2020-11-18,9.614
2020-11-19,9.427
2020-11-20,9.34
2020-11-21,9.34
2020-11-22,9.34
2020-11-23,9.338
2020-11-24,9.246
2020-11-25,9.14
2020-11-26,9.14
2020-11-27,9.329
2020-11-28,9.329
2020-11-29,9.329
2020-11-30,9.199
2020-12-01,9.338
2020-12-02,9.375
2020-12-03,9.379
2020-12-04,9.631
2020-12-05,9.631
2020-12-06,9.631
2020-12-07,9.529
2020-12-08,9.692
2020-12-09,9.453
2020-12-10,9.224
2020-12-11,9.021
2020-12-12,9.021
2020-12-13,9.021
2020-12-14,8.999
2020-12-15,9.195
2020-12-16,9.042
2020-12-17,9.178
2020-12-18,9.101
2020-12-19,9.101
2020-12-20,9.101
2020-12-21,9.11
2020-12-22,9.271
2020-12-23,9.396
2020-12-24,9.333
2020-12-25,9.333
2020-12-26,9.333
2020-12-27,9.333
2020-12-28,9.307
2020-12-29,9.344
2020-12-30,9.318
2020-12-31,9.584
2021-01-01,9.584
2021-01-02,9.584
2021-01-03,9.584
2021-01-04,9.738
2021-01-05,9.732
2021-01-06,10.623
2021-01-07,10.908
2021-01-08,10.955
2021-01-09,10.955
2021-01-10,10.955
2021-01-11,10.897
2021-01-12,10.721
2021-01-13,10.301
2021-01-14,10.084
2021-01-15,9.948
2021-01-16,9.948
2021-01-17,9.948
2021-01-18,9.948
2021-01-19,9.874
2021-01-20,10.033
2021-01-21,10.018
2021-01-22,10.055
2021-01-23,10.055
2021-01-24,10.055
2021-01-25,10.132
2021-01-26,9.884
2021-01-27,9.776
2021-01-28,9.845
2021-01-29,9.626
2021-01-30,9.626
2021-01-31,9.626
2021-02-01,9.649
2021-02-02,9.557
2021-02-03,9.504
2021-02-04,9.313
2021-02-05,9.225
2021-02-06,9.225
2021-02-07,9.225
2021-02-08,10.087
2021-02-09,10.259
2021-02-10,10.269
2021-02-11,10.77
2021-02-12,10.618
2021-02-13,10.618
2021-02-14,10.618
2021-02-15,10.618
2021-02-16,10.576
2021-02-17,10.648
2021-02-18,10.609
2021-02-19,10.841
2021-02-20,10.841
2021-02-21,10.841
2021-02-22,11.014
2021-02-23,11.053
2021-02-24,11.096
2021-02-25,10.739
2021-02-26,10.641
2021-02-27,10.641
2021-02-28,10.641
2021-03-01,10.91
2021-03-02,10.941
2021-03-03,10.412
2021-03-04,10.314
2021-03-05,10.778
2021-03-06,10.778
2021-03-07,10.778
2021-03-08,10.665
2021-03-09,10.706
2021-03-10,10.971
2021-03-11,11.246
2021-03-12,11.413
2021-03-13,11.413
2021-03-14,11.413
2021-03-15,11.488
2021-03-16,11.48
2021-03-17,11.146
2021-03-18,11.297
2021-03-19,11.447
2021-03-20,11.447
2021-03-21,11.447
2021-03-22,11.511
2021-03-23,11.522
2021-03-24,11.541
2021-03-25,11.489
2021-03-26,11.497
2021-03-27,11.497
2021-03-28,11.497
2021-03-29,11.452
2021-03-30,11.546
2021-03-31,11.476
2021-04-01,11.56
2021-04-02,11.56
2021-04-03,11.56
2021-04-04,11.56
2021-04-05,11.621
2021-04-06,11.455
2021-04-07,11.355
2021-04-08,11.324
2021-04-09,11.83
2021-04-10,11.83
2021-04-11,11.83
2021-04-12,11.824
2021-04-13,11.902
2021-04-14,11.986
2021-04-15,12.225
2021-04-16,12.288
2021-04-17,12.288
2021-04-18,12.288
2021-04-19,12.502
2021-04-20,12.395
2021-04-21,12.49
2021-04-22,12.428
2021-04-23,12.54
2021-04-24,12.54
2021-04-25,12.54
2021-04-26,12.446
2021-04-27,12.314
2021-04-28,12.207
2021-04-29,12.458
2021-04-30,12.523
2021-05-01,12.523
2021-05-02,12.523
2021-05-03,12.523
2021-05-04,12.523
2021-05-05,12.523
2021-05-06,12.523
2021-05-07,12.523
2021-05-08,12.523
2021-05-09,12.523
2021-05-10,12.523
2021-05-11,12.523
2021-05-12,12.523
2021-05-13,12.523
2021-05-14,12.523
2021-05-15,12.523
2021-05-16,12.523
2021-05-17,12.523
2021-05-18,12.523
2021-05-19,12.523
2021-05-20,12.523
2021-05-21,12.523
2021-05-22,12.523
2021-05-23,12.523
2021-05-24,12.523
2021-05-25,12.523
2021-05-26,12.523
2021-05-27,12.523
2021-05-28,12.523
2021-05-29,12.523
2021-05-30,12.523
2021-05-31,12.523
2021-06-01,12.523
2021-06-02,12.523
2021-06-03,12.523
2021-06-04,12.523
2021-06-05,12.523
2021-06-06,12.523
2021-06-07,12.523
2021-06-08,12.523
2021-06-09,12.523
2021-06-10,12.523
2021-06-11,12.523
2021-06-12,12.523
2021-06-13,12.523
2021-06-14,12.523
2021-06-15,12.523
2021-06-16,12.523
2021-06-17,12.523
2021-06-18,12.523
2021-06-19,12.523
2021-06-20,12.523
2021-06-21,12.523
2021-06-22,12.523
2021-06-23,12.523
2021-06-24,12.523
2021-06-25,12.523
2021-06-26,12.523
2021-06-27,12.523
2021-06-28,12.523
2021-06-29,12.523
2021-06-30,12.523
2021-07-01,12.523
2021-07-02,12.523
2021-07-03,12.523
2021-07-04,12.523
2021-07-05,12.523
2021-07-06,12.523
2021-07-07,12.523
2021-07-08,12.523
2021-07-09,12.523
2021-07-10,12.523
2021-07-11,12.523
2021-07-12,12.523
2021-07-13,12.523
2021-07-14,12.523
2021-07-15,12.523
2021-07-16,12.523
2021-07-17,12.523
2021-07-18,12.523
2021-07-19,12.523
2021-07-20,12.523
2021-07-21,12.523
2021-07-22,12.523
2021-07-23,12.523
2021-07-24,12.523
2021-07-25,12.523
2021-07-26,12.523
2021-07-27,12.523
2021-07-28,12.523
2021-07-29,12.523
2021-07-30,12.523
2021-07-31,12.523
2021-08-01,12.523
2021-08-02,12.523
2021-08-03,12.523
2021-08-04,12.523
2021-08-05,12.523
2021-08-06,12.523
2021-08-07,12.523
2021-08-08,12.523
2021-08-09,12.523
2021-08-10,12.523
2021-08-11,12.523
2021-08-12,12.523
2021-08-13,12.523
2021-08-14,12.523
2021-08-15,12.523
2021-08-16,12.523
2021-08-17,12.523
2021-08-18,12.523
2021-08-19,12.523
2021-08-20,12.523
2021-08-21,12.523
2021-08-22,12.523
2021-08-23,12.523
2021-08-24,12.523
2021-08-25,12.523
2021-08-26,12.523
2021-08-27,12.523
2021-08-28,12.523
2021-08-29,12.523
2021-08-30,12.523
2021-08-31,12.523
2021-09-01,12.523
2021-09-02,12.523
2021-09-03,12.523
2021-09-04,12.523
2021-09-05,12.523
2021-09-06,12.523
2021-09-07,12.523
2021-09-08,12.523
2021-09-09,12.523
2021-09-10,12.523
2021-09-11,12.523
2021-09-12,12.523
2021-09-13,12.523
2021-09-14,12.523
2021-09-15,12.523
2021-09-16,12.523
2021-09-17,12.523
2021-09-18,12.523
2021-09-19,12.523
2021-09-20,12.523
2021-09-21,12.523
2021-09-22,12.523
2021-09-23,12.523
2021-09-24,12.523
2021-09-25,12.523
2021-09-26,12.523
2021-09-27,12.523
2021-09-28,12.523
2021-09-29,12.523
2021-09-30,12.523
2021-10-01,12.523
2021-10-02,12.523
2021-10-03,12.523
2021-10-04,12.523
2021-10-05,12.523
2021-10-06,12.523
2021-10-07,12.523
2021-10-08,12.523
2021-10-09,12.523
2021-10-10,12.523
2021-10-11,12.523
2021-10-12,12.523
2021-10-13,12.523
2021-10-14,12.523
2021-10-15,12.523
2021-10-16,12.523
2021-10-17,12.523
2021-10-18,12.523
2021-10-19,12.523
2021-10-20,12.523
2021-10-21,12.523
2021-10-22,12.523
2021-10-23,12.523
2021-10-24,12.523
2021-10-25,12.523
2021-10-26,12.523
2021-10-27,12.523
2021-10-28,12.523
2021-10-29,12.523
2021-10-30,12.523
2021-10-31,12.523
2021-11-01,12.523
2021-11-02,12.523
2021-11-03,12.523
2021-11-04,12.523
2021-11-05,12.523
2021-11-06,12.523
2021-11-07,12.523
2021-11-08,12.523
2021-11-09,12.523
2021-11-10,12.523
2021-11-11,12.523
2021-11-12,12.523
2021-11-13,12.523
2021-11-14,12.523
2021-11-15,12.523
2021-11-16,12.523
2021-11-17,12.523
2021-11-18,12.523
2021-11-19,12.523
2021-11-20,12.523
2021-11-21,12.523
2021-11-22,12.523
2021-11-23,12.523
2021-11-24,12.523
2021-11-25,12.523
2021-11-26,12.523
2021-11-27,12.523
2021-11-28,12.523
2021-11-29,12.523
2021-11-30,12.523
2021-12-01,12.523
2021-12-02,12.523
2021-12-03,12.523
2021-12-04,12.523
2021-12-05,12.523
2021-12-06,12.523
2021-12-07,12.523
2021-12-08,12.523
2021-12-09,12.523
2021-12-10,12.523
2021-12-11,12.523
2021-12-12,12.523
2021-12-13,12.523
2021-12-14,13.548
2021-12-15,13.894
2021-12-16,13.578
2021-12-17,13.404
2021-12-18,13.404
2021-12-19,13.404
2021-12-20,13.232
2021-12-21,13.653
2021-12-22,13.999
2021-12-23,14.015
2021-12-24,14.015
2021-12-25,14.015
2021-12-26,14.015
2021-12-27,14.262
2021-12-28,14.287
2021-12-29,14.375
2021-12-30,14.189
2021-12-31,14.074
2022-01-01,14.074
2022-01-02,14.074
2022-01-03,14.008
2022-01-04,13.449
2022-01-05,13.372
2022-01-06,12.91
2022-01-07,12.879
2022-01-08,12.879
2022-01-09,12.879
2022-01-10,12.876
2022-01-11,13.077
2022-01-12,12.981
2022-01-13,12.853
2022-01-14,12.716
2022-01-15,12.716
2022-01-16,12.716
2022-01-17,12.716
2022-01-18,12.281
2022-01-19,12.464
2022-01-20,12.491
2022-01-21,12.359
2022-01-22,12.359
2022-01-23,12.359
2022-01-24,12.434
2022-01-25,12.009
2022-01-26,11.924
2022-01-27,12.489
2022-01-28,12.908
2022-01-29,12.908
2022-01-30,12.908
2022-01-31,13.152
2022-02-01,13.021
2022-02-02,13.386
2022-02-03,13.474
2022-02-04,13.527
2022-02-05,13.527
2022-02-06,13.527
2022-02-07,13.483
2022-02-08,13.928
2022-02-09,13.919
2022-02-10,13.782
2022-02-11,13.567
2022-02-12,13.567
2022-02-13,13.567
2022-02-14,13.759
2022-02-15,14.308
2022-02-16,14.426
2022-02-17,14.311
2022-02-18,14.088
2022-02-19,14.088
2022-02-20,14.088
2022-02-21,14.088
2022-02-22,13.766
2022-02-23,13.599
2022-02-24,13.76
2022-02-25,14.243
2022-02-26,14.243
2022-02-27,14.243
2022-02-28,13.761
2022-03-01,13.986
2022-03-02,13.835
2022-03-03,14.086
2022-03-04,14.513
2022-03-05,14.513
2022-03-06,14.513
2022-03-07,13.983
2022-03-08,13.837
2022-03-09,14.002
2022-03-10,14.18
2022-03-11,14.041
2022-03-12,14.041
2022-03-13,14.041
2022-03-14,13.843
2022-03-15,14.698
2022-03-16,14.791
2022-03-17,15.13
2022-03-18,15.397
2022-03-19,15.397
2022-03-20,15.397
2022-03-21,15.127
2022-03-22,15.165
2022-03-23,14.882
2022-03-24,15.135
2022-03-25,15.252
2022-03-26,15.252
2022-03-27,15.252
2022-03-28,15.357
2022-03-29,15.394
2022-03-30,15.302
2022-03-31,14.952
2022-04-01,15.213
2022-04-02,15.213
2022-04-03,15.213
2022-04-04,14.821
2022-04-05,14.849
2022-04-06,15.274
2022-04-07,15.436
2022-04-08,15.224
2022-04-09,15.224
2022-04-10,15.224
2022-04-11,15.019
2022-04-12,14.966
2022-04-13,15.069
2022-04-14,15.149
2022-04-15,15.149
2022-04-16,15.149
2022-04-17,15.149
2022-04-18,15.005
2022-04-19,15.132
2022-04-20,15.671
2022-04-21,15.366
2022-04-22,14.664
2022-04-23,14.664
2022-04-24,14.664
2022-04-25,14.733
2022-04-26,14.5
2022-04-27,14.603
2022-04-28,14.125
2022-04-29,14.041
2022-04-30,14.041
2022-05-01,14.041
2022-05-02,13.748
2022-05-03,13.773
2022-05-04,14.001
2022-05-05,13.977
2022-05-06,13.822
2022-05-07,13.822
2022-05-08,13.822
2022-05-09,13.301
2022-05-10,13.122
2022-05-11,12.944
2022-05-12,12.997
2022-05-13,13.274
2022-05-14,13.274
2022-05-15,13.274
2022-05-16,13.619
2022-05-17,13.803
2022-05-18,13.638
2022-05-19,13.876
2022-05-20,13.886
2022-05-21,13.886
2022-05-22,13.886
2022-05-23,13.988
2022-05-24,14.055
2022-05-25,14.07
2022-05-26,13.409
2022-05-27,13.681
2022-05-28,13.681
2022-05-29,13.681
2022-05-30,13.681
2022-05-31,13.014
2022-06-01,12.887
2022-06-02,12.968
2022-06-03,12.602
2022-06-04,12.602
2022-06-05,12.602
2022-06-06,12.822
2022-06-07,12.887
2022-06-08,12.679
2022-06-09,12.39
2022-06-10,12.364
2022-06-11,12.364
2022-06-12,12.364
2022-06-13,11.728
2022-06-14,11.706
2022-06-15,11.645
2022-06-16,11.394
2022-06-17,11.261
2022-06-18,11.261
2022-06-19,11.261
2022-06-20,11.261
2022-06-21,11.514
2022-06-22,11.602
2022-06-23,11.827
2022-06-24,11.895
2022-06-25,11.895
2022-06-26,11.895
2022-06-27,12.226
2022-06-28,12.122
2022-06-29,12.533
2022-06-30,12.451
2022-07-01,12.597
2022-07-02,12.597
2022-07-03,12.597
2022-07-04,12.597
2022-07-05,12.406
2022-07-06,12.5
2022-07-07,12.431
2022-07-08,12.7
2022-07-09,12.7
2022-07-10,12.7
2022-07-11,12.735
2022-07-12,12.712
2022-07-13,12.576
2022-07-14,12.703
2022-07-15,13.318
2022-07-16,13.318
2022-07-17,13.318
2022-07-18,13.266
2022-07-19,13.574
2022-07-20,13.316
2022-07-21,13.466
2022-07-22,13.428
2022-07-23,13.428
2022-07-24,13.428
2022-07-25,13.697
2022-07-26,13.74
2022-07-27,13.615
2022-07-28,13.998
2022-07-29,14.473
2022-07-30,14.473
2022-07-31,14.473
2022-08-01,14.275
2022-08-02,14.336
2022-08-03,14.38
2022-08-04,14.173
2022-08-05,14.242
2022-08-06,14.242
2022-08-07,14.242
2022-08-08,14.365
2022-08-09,14.293
2022-08-10,14.412
2022-08-11,14.353
2022-08-12,14.529
2022-08-13,14.529
2022-08-14,14.529
2022-08-15,14.571
2022-08-16,14.616
2022-08-17,14.516
2022-08-18,14.379
2022-08-19,14.507
2022-08-20,14.507
2022-08-21,14.507
2022-08-22,14.41
2022-08-23,14.082
2022-08-24,14.166
2022-08-25,14.323
2022-08-26,14.804
2022-08-27,14.804
2022-08-28,14.804
2022-08-29,15.086
2022-08-30,14.694
2022-08-31,14.754
2022-09-01,14.918
2022-09-02,14.791
2022-09-03,14.791
2022-09-04,14.791
2022-09-05,14.791
2022-09-06,14.812
2022-09-07,15.137
2022-09-08,15.483
2022-09-09,15.256
2022-09-10,15.256
2022-09-11,15.256
2022-09-12,15.305
2022-09-13,15.044
2022-09-14,14.724
2022-09-15,14.971
2022-09-16,14.868
2022-09-17,14.868
2022-09-18,14.868
2022-09-19,15.06
2022-09-20,14.803
2022-09-21,14.543
2022-09-22,14.438
2022-09-23,14.404
2022-09-24,14.404
2022-09-25,14.404
2022-09-26,14.32
2022-09-27,14.38
2022-09-28,14.617
2022-09-29,14.507
2022-09-30,14.536
2022-10-01,14.536
2022-10-02,14.536
2022-10-03,14.973
2022-10-04,15.376
2022-10-05,15.641
2022-10-06,15.623
2022-10-07,15.389
2022-10-08,15.389
2022-10-09,15.389
2022-10-10,15.464
2022-10-11,15.562
2022-10-12,15.583
2022-10-13,15.846
2022-10-14,15.61
2022-10-15,15.61
2022-10-16,15.61
2022-10-17,15.591
2022-10-18,15.907
2022-10-19,15.625
2022-10-20,15.675
2022-10-21,15.942
2022-10-22,15.942
2022-10-23,15.942
2022-10-24,16.07
2022-10-25,16.144
2022-10-26,16.272
2022-10-27,15.399
2022-10-28,15.39
2022-10-29,15.39
2022-10-30,15.39
2022-10-31,15.557
2022-11-01,15.432
2022-11-02,15.188
2022-11-03,15.301
2022-11-04,14.33
2022-11-05,14.33
2022-11-06,14.33
2022-11-07,14.375
2022-11-08,14.527
2022-11-09,14.076
2022-11-10,14.2
2022-11-11,13.675
2022-11-12,13.675
2022-11-13,13.675
2022-11-14,13.554
2022-11-15,13.44
2022-11-16,13.474
2022-11-17,13.464
2022-11-18,13.707
2022-11-19,13.707
2022-11-20,13.707
2022-11-21,13.67
2022-11-22,13.656
2022-11-23,13.829
2022-11-24,13.829
2022-11-25,14.11
2022-11-26,14.11
2022-11-27,14.11
2022-11-28,14.086
2022-11-29,13.922
2022-11-30,14.528
2022-12-01,14.444
2022-12-02,14.416
2022-12-03,14.416
2022-12-04,14.416
2022-12-05,14.382
2022-12-06,14.405
2022-12-07,14.561
2022-12-08,14.582
2022-12-09,14.642
2022-12-10,14.642
2022-12-11,14.642
2022-12-12,15.153
2022-12-13,14.966
2022-12-14,15.0
2022-12-15,14.547
2022-12-16,14.373
2022-12-17,14.373
2022-12-18,14.373
2022-12-19,14.225
2022-12-20,14.129
2022-12-21,14.316
2022-12-22,14.383
2022-12-23,14.372
2022-12-24,14.372
2022-12-25,14.372
2022-12-26,14.372
2022-12-27,14.342
2022-12-28,14.258
2022-12-29,14.295
2022-12-30,14.164
2022-12-31,14.164
2023-01-01,14.164
2023-01-02,14.164
2023-01-03,13.567
2023-01-04,13.38
2023-01-05,12.751
2023-01-06,12.886
2023-01-07,12.886
2023-01-08,12.886
2023-01-09,12.66
2023-01-10,12.471
2023-01-11,12.931
2023-01-12,12.777
2023-01-13,12.824
2023-01-14,12.824
2023-01-15,12.824
2023-01-16,12.824
2023-01-17,12.784
2023-01-18,12.608
2023-01-19,12.73
2023-01-20,12.704
2023-01-21,12.704
2023-01-22,12.704
2023-01-23,12.647
2023-01-24,12.601
2023-01-25,12.644
2023-01-26,12.693
2023-01-27,12.78
2023-01-28,12.78
2023-01-29,12.78
2023-01-30,12.877
2023-01-31,13.266
2023-02-01,13.263
2023-02-02,12.949
2023-02-03,12.808
2023-02-04,12.808
2023-02-05,12.808
2023-02-06,12.722
2023-02-07,12.881
2023-02-08,13.068
2023-02-09,12.849
2023-02-10,13.012
2023-02-11,13.012
2023-02-12,13.012
2023-02-13,12.842
2023-02-14,12.779
2023-02-15,12.582
2023-02-16,12.608
2023-02-17,12.742
2023-02-18,12.742
2023-02-19,12.742
2023-02-20,12.742
2023-02-21,12.596
2023-02-22,12.679
2023-02-23,12.734
2023-02-24,12.457
2023-02-25,12.457
2023-02-26,12.457
2023-02-27,12.39
2023-02-28,11.971
2023-03-01,11.905
2023-03-02,12.08
2023-03-03,12.201
2023-03-04,12.201
2023-03-05,12.201
2023-03-06,12.178
2023-03-07,11.979
2023-03-08,11.679
2023-03-09,11.452
2023-03-10,11.327
2023-03-11,11.327
2023-03-12,11.327
2023-03-13,11.429
2023-03-14,11.318
2023-03-15,11.296
2023-03-16,11.432
2023-03-17,11.429
2023-03-18,11.429
2023-03-19,11.429
2023-03-20,11.548
2023-03-21,11.597
2023-03-22,11.575
2023-03-23,11.514
2023-03-24,11.69
2023-03-25,11.69
2023-03-26,11.69
2023-03-27,11.774
2023-03-28,11.606
2023-03-29,11.592
2023-03-30,11.617
2023-03-31,11.68
2023-04-01,11.68
2023-04-02,11.68
2023-04-03,11.877
2023-04-04,11.916
2023-04-05,12.397
2023-04-06,12.47
2023-04-07,12.47
2023-04-08,12.47
2023-04-09,12.47
2023-04-10,12.656
2023-04-11,12.812
2023-04-12,12.891
2023-04-13,13.171
2023-04-14,12.789
2023-04-15,12.789
2023-04-16,12.789
2023-04-17,12.851
2023-04-18,12.659
2023-04-19,12.082
2023-04-20,12.029
2023-04-21,12.008
2023-04-22,12.008
2023-04-23,12.008
2023-04-24,12.362
2023-04-25,12.171
2023-04-26,12.009
2023-04-27,12.933
2023-04-28,12.821
2023-04-29,12.821
2023-04-30,12.821
2023-05-01,13.149
2023-05-02,12.815
2023-05-03,12.739
2023-05-04,12.547
2023-05-05,13.044
2023-05-06,13.044
2023-05-07,13.044
2023-05-08,12.846
2023-05-09,12.751
2023-05-10,12.701
2023-05-11,12.93
2023-05-12,12.987
2023-05-13,12.987
2023-05-14,12.987
2023-05-15,12.666
2023-05-16,12.45
2023-05-17,12.76
2023-05-18,12.301
2023-05-19,12.316
2023-05-20,12.316
2023-05-21,12.316
2023-05-22,12.437
2023-05-23,12.302
2023-05-24,12.168
2023-05-25,11.845
2023-05-26,11.828
2023-05-27,11.828
2023-05-28,11.828
2023-05-29,11.828
2023-05-30,11.691
2023-05-31,11.897
2023-06-01,12.291
2023-06-02,12.474
2023-06-03,12.474
2023-06-04,12.474
2023-06-05,12.733
2023-06-06,12.466
2023-06-07,12.339
2023-06-08,12.481
2023-06-09,12.351
2023-06-10,12.351
2023-06-11,12.351
2023-06-12,12.532
2023-06-13,12.627
2023-06-14,11.96
2023-06-15,12.321
2023-06-16,12.07
2023-06-17,12.07
2023-06-18,12.07
2023-06-19,12.07
2023-06-20,12.104
2023-06-21,12.286
2023-06-22,12.479
2023-06-23,12.501
2023-06-24,12.501
2023-06-25,12.501
