,PNC US Equity
2020-04-13,4.371
2020-04-14,4.307
2020-04-15,4.049
2020-04-16,3.966
2020-04-17,4.446
2020-04-18,4.446
2020-04-19,4.446
2020-04-20,4.492
2020-04-21,4.337
2020-04-22,4.332
2020-04-23,4.355
2020-04-24,4.412
2020-04-25,4.412
2020-04-26,4.412
2020-04-27,4.621
2020-04-28,4.643
2020-04-29,4.862
2020-04-30,4.673
2020-05-01,4.51
2020-05-02,4.51
2020-05-03,4.51
2020-05-04,4.451
2020-05-05,4.37
2020-05-06,4.315
2020-05-07,4.437
2020-05-08,4.601
2020-05-09,4.601
2020-05-10,4.601
2020-05-11,4.473
2020-05-12,4.38
2020-05-13,5.159
2020-05-14,5.215
2020-05-15,5.184
2020-05-16,5.184
2020-05-17,5.184
2020-05-18,5.547
2020-05-19,5.391
2020-05-20,5.565
2020-05-21,5.501
2020-05-22,5.576
2020-05-23,5.576
2020-05-24,5.576
2020-05-25,5.576
2020-05-26,5.84
2020-05-27,6.215
2020-05-28,6.173
2020-05-29,6.079
2020-05-30,6.079
2020-05-31,6.079
2020-06-01,6.113
2020-06-02,6.123
2020-06-03,6.381
2020-06-04,6.542
2020-06-05,6.825
2020-06-06,6.825
2020-06-07,6.825
2020-06-08,6.99
2020-06-09,6.727
2020-06-10,6.34
2020-06-11,5.731
2020-06-12,5.904
2020-06-13,5.904
2020-06-14,5.904
2020-06-15,6.022
2020-06-16,6.127
2020-06-17,5.96
2020-06-18,5.903
2020-06-19,5.769
2020-06-20,5.769
2020-06-21,5.769
2020-06-22,5.787
2020-06-23,5.743
2020-06-24,5.511
2020-06-25,5.674
2020-06-26,5.38
2020-06-27,5.38
2020-06-28,5.38
2020-06-29,5.481
2020-06-30,5.608
2020-07-01,5.481
2020-07-02,5.445
2020-07-03,5.445
2020-07-04,5.445
2020-07-05,5.445
2020-07-06,5.509
2020-07-07,5.315
2020-07-08,5.338
2020-07-09,5.269
2020-07-10,5.416
2020-07-11,5.416
2020-07-12,5.416
2020-07-13,5.473
2020-07-14,5.398
2020-07-15,5.548
2020-07-16,5.879
2020-07-17,5.769
2020-07-18,5.769
2020-07-19,5.769
2020-07-20,5.764
2020-07-21,6.031
2020-07-22,5.971
2020-07-23,6.011
2020-07-24,5.983
2020-07-25,5.983
2020-07-26,5.983
2020-07-27,5.875
2020-07-28,5.87
2020-07-29,6.101
2020-07-30,5.951
2020-07-31,5.973
2020-08-01,5.973
2020-08-02,5.973
2020-08-03,5.932
2020-08-04,5.896
2020-08-05,5.967
2020-08-06,5.993
2020-08-07,6.143
2020-08-08,6.143
2020-08-09,6.143
2020-08-10,6.14
2020-08-11,6.298
2020-08-12,6.271
2020-08-13,6.216
2020-08-14,6.257
2020-08-15,6.257
2020-08-16,6.257
2020-08-17,6.178
2020-08-18,5.996
2020-08-19,5.957
2020-08-20,5.94
2020-08-21,5.961
2020-08-22,5.961
2020-08-23,5.961
2020-08-24,6.148
2020-08-25,6.203
2020-08-26,6.177
2020-08-27,6.299
2020-08-28,6.291
2020-08-29,6.291
2020-08-30,6.291
2020-08-31,6.227
2020-09-01,6.249
2020-09-02,6.294
2020-09-03,6.253
2020-09-04,6.333
2020-09-05,6.333
2020-09-06,6.333
2020-09-07,6.333
2020-09-08,6.176
2020-09-09,6.154
2020-09-10,6.06
2020-09-11,6.202
2020-09-12,6.202
2020-09-13,6.202
2020-09-14,6.394
2020-09-15,6.232
2020-09-16,6.363
2020-09-17,6.265
2020-09-18,6.258
2020-09-19,6.258
2020-09-20,6.258
2020-09-21,6.095
2020-09-22,5.9
2020-09-23,5.738
2020-09-24,5.793
2020-09-25,5.874
2020-09-26,5.874
2020-09-27,5.874
2020-09-28,6.055
2020-09-29,5.988
2020-09-30,6.154
2020-10-01,6.128
2020-10-02,6.28
2020-10-03,6.28
2020-10-04,6.28
2020-10-05,6.428
2020-10-06,6.337
2020-10-07,6.45
2020-10-08,6.526
2020-10-09,6.466
2020-10-10,6.466
2020-10-11,6.466
2020-10-12,6.511
2020-10-13,6.3
2020-10-14,6.15
2020-10-15,6.2
2020-10-16,6.308
2020-10-17,6.308
2020-10-18,6.308
2020-10-19,6.334
2020-10-20,6.453
2020-10-21,6.371
2020-10-22,6.641
2020-10-23,6.611
2020-10-24,6.611
2020-10-25,6.611
2020-10-26,6.428
2020-10-27,6.288
2020-10-28,6.261
2020-10-29,6.324
2020-10-30,6.443
2020-10-31,6.443
2020-11-01,6.443
2020-11-02,6.591
2020-11-03,6.875
2020-11-04,6.499
2020-11-05,6.747
2020-11-06,6.604
2020-11-07,6.604
2020-11-08,6.604
2020-11-09,7.37
2020-11-10,7.298
2020-11-11,7.224
2020-11-12,6.968
2020-11-13,7.07
2020-11-14,7.07
2020-11-15,7.07
2020-11-16,7.273
2020-11-17,7.307
2020-11-18,7.446
2020-11-19,7.503
2020-11-20,7.423
2020-11-21,7.423
2020-11-22,7.423
2020-11-23,7.696
2020-11-24,8.068
2020-11-25,8.1
2020-11-26,8.1
2020-11-27,8.05
2020-11-28,8.05
2020-11-29,8.05
2020-11-30,7.951
2020-12-01,8.104
2020-12-02,8.142
2020-12-03,8.134
2020-12-04,8.208
2020-12-05,8.208
2020-12-06,8.208
2020-12-07,8.166
2020-12-08,8.144
2020-12-09,8.251
2020-12-10,8.292
2020-12-11,8.273
2020-12-12,8.273
2020-12-13,8.273
2020-12-14,8.165
2020-12-15,8.243
2020-12-16,8.364
2020-12-17,8.351
2020-12-18,8.345
2020-12-19,8.345
2020-12-20,8.345
2020-12-21,8.327
2020-12-22,8.277
2020-12-23,8.448
2020-12-24,8.416
2020-12-25,8.416
2020-12-26,8.416
2020-12-27,8.416
2020-12-28,8.439
2020-12-29,8.343
2020-12-30,8.459
2020-12-31,8.58
2021-01-01,8.58
2021-01-02,8.58
2021-01-03,8.58
2021-01-04,8.589
2021-01-05,8.544
2021-01-06,9.013
2021-01-07,9.156
2021-01-08,9.11
2021-01-09,9.11
2021-01-10,9.11
2021-01-11,9.178
2021-01-12,9.313
2021-01-13,9.162
2021-01-14,9.3
2021-01-15,8.977
2021-01-16,8.977
2021-01-17,8.977
2021-01-18,8.977
2021-01-19,9.048
2021-01-20,9.063
2021-01-21,8.605
2021-01-22,8.542
2021-01-23,8.542
2021-01-24,8.542
2021-01-25,8.424
2021-01-26,8.289
2021-01-27,8.087
2021-01-28,8.274
2021-01-29,8.035
2021-01-30,8.035
2021-01-31,8.035
2021-02-01,8.166
2021-02-02,8.421
2021-02-03,8.521
2021-02-04,8.772
2021-02-05,8.787
2021-02-06,8.787
2021-02-07,8.787
2021-02-08,8.89
2021-02-09,8.854
2021-02-10,8.964
2021-02-11,8.919
2021-02-12,9.085
2021-02-13,9.085
2021-02-14,9.085
2021-02-15,9.085
2021-02-16,9.513
2021-02-17,9.381
2021-02-18,9.345
2021-02-19,9.541
2021-02-20,9.541
2021-02-21,9.541
2021-02-22,9.547
2021-02-23,9.698
2021-02-24,9.993
2021-02-25,9.7
2021-02-26,9.426
2021-02-27,9.426
2021-02-28,9.426
2021-03-01,9.69
2021-03-02,9.691
2021-03-03,9.705
2021-03-04,9.662
2021-03-05,9.88
2021-03-06,9.88
2021-03-07,9.88
2021-03-08,10.012
2021-03-09,9.721
2021-03-10,9.953
2021-03-11,9.906
2021-03-12,10.157
2021-03-13,10.157
2021-03-14,10.157
2021-03-15,9.995
2021-03-16,9.886
2021-03-17,9.99
2021-03-18,10.07
2021-03-19,9.842
2021-03-20,9.842
2021-03-21,9.842
2021-03-22,9.586
2021-03-23,9.484
2021-03-24,9.532
2021-03-25,9.91
2021-03-26,10.06
2021-03-27,10.06
2021-03-28,10.06
2021-03-29,9.769
2021-03-30,10.008
2021-03-31,9.883
2021-04-01,9.996
2021-04-02,9.996
2021-04-03,9.996
2021-04-04,9.996
2021-04-05,10.072
2021-04-06,9.995
2021-04-07,10.043
2021-04-08,10.035
2021-04-09,10.154
2021-04-10,10.154
2021-04-11,10.154
2021-04-12,10.187
2021-04-13,10.008
2021-04-14,10.105
2021-04-15,9.912
2021-04-16,10.142
2021-04-17,10.142
2021-04-18,10.142
2021-04-19,9.819
2021-04-20,9.488
2021-04-21,9.676
2021-04-22,9.605
2021-04-23,9.837
2021-04-24,9.837
2021-04-25,9.837
2021-04-26,9.958
2021-04-27,10.143
2021-04-28,10.236
2021-04-29,10.452
2021-04-30,10.329
2021-05-01,10.329
2021-05-02,10.329
2021-05-03,10.394
2021-05-04,10.681
2021-05-05,10.752
2021-05-06,10.95
2021-05-07,10.99
2021-05-08,10.99
2021-05-09,10.99
2021-05-10,10.971
2021-05-11,10.721
2021-05-12,10.52
2021-05-13,10.83
2021-05-14,11.016
2021-05-15,11.016
2021-05-16,11.016
2021-05-17,10.997
2021-05-18,10.714
2021-05-19,10.657
2021-05-20,10.556
2021-05-21,10.69
2021-05-22,10.69
2021-05-23,10.69
2021-05-24,10.718
2021-05-25,10.592
2021-05-26,10.603
2021-05-27,10.725
2021-05-28,10.756
2021-05-29,10.756
2021-05-30,10.756
2021-05-31,10.756
2021-06-01,10.819
2021-06-02,10.797
2021-06-03,10.823
2021-06-04,10.719
2021-06-05,10.719
2021-06-06,10.719
2021-06-07,10.67
2021-06-08,10.724
2021-06-09,10.541
2021-06-10,10.429
2021-06-11,10.453
2021-06-12,10.453
2021-06-13,10.453
2021-06-14,10.338
2021-06-15,10.457
2021-06-16,10.504
2021-06-17,10.081
2021-06-18,9.853
2021-06-19,9.853
2021-06-20,9.853
2021-06-21,10.174
2021-06-22,10.161
2021-06-23,10.229
2021-06-24,10.452
2021-06-25,10.683
2021-06-26,10.683
2021-06-27,10.683
2021-06-28,10.586
2021-06-29,10.524
2021-06-30,10.54
2021-07-01,10.594
2021-07-02,10.652
2021-07-03,10.652
2021-07-04,10.652
2021-07-05,10.652
2021-07-06,10.385
2021-07-07,10.309
2021-07-08,10.124
2021-07-09,10.479
2021-07-10,10.479
2021-07-11,10.479
2021-07-12,10.603
2021-07-13,10.458
2021-07-14,10.406
2021-07-15,9.569
2021-07-16,9.263
2021-07-17,9.263
2021-07-18,9.263
2021-07-19,8.979
2021-07-20,9.171
2021-07-21,9.336
2021-07-22,9.177
2021-07-23,9.242
2021-07-24,9.242
2021-07-25,9.242
2021-07-26,9.318
2021-07-27,9.305
2021-07-28,9.28
2021-07-29,9.35
2021-07-30,9.211
2021-07-31,9.211
2021-08-01,9.211
2021-08-02,9.18
2021-08-03,9.41
2021-08-04,9.343
2021-08-05,9.427
2021-08-06,9.608
2021-08-07,9.608
2021-08-08,9.608
2021-08-09,9.595
2021-08-10,9.681
2021-08-11,9.792
2021-08-12,9.766
2021-08-13,9.614
2021-08-14,9.614
2021-08-15,9.614
2021-08-16,9.577
2021-08-17,9.481
2021-08-18,9.37
2021-08-19,9.309
2021-08-20,9.384
2021-08-21,9.384
2021-08-22,9.384
2021-08-23,9.457
2021-08-24,9.518
2021-08-25,9.702
2021-08-26,9.645
2021-08-27,9.822
2021-08-28,9.822
2021-08-29,9.822
2021-08-30,9.626
2021-08-31,9.65
2021-09-01,9.568
2021-09-02,9.681
2021-09-03,9.671
2021-09-04,9.671
2021-09-05,9.671
2021-09-06,9.671
2021-09-07,9.706
2021-09-08,9.682
2021-09-09,9.71
2021-09-10,9.679
2021-09-11,9.679
2021-09-12,9.679
2021-09-13,9.82
2021-09-14,9.511
2021-09-15,9.604
2021-09-16,9.59
2021-09-17,9.54
2021-09-18,9.54
2021-09-19,9.54
2021-09-20,9.326
2021-09-21,9.29
2021-09-22,9.477
2021-09-23,9.777
2021-09-24,9.822
2021-09-25,9.822
2021-09-26,9.822
2021-09-27,10.11
2021-09-28,9.985
2021-09-29,9.97
2021-09-30,9.919
2021-10-01,10.054
2021-10-02,10.054
2021-10-03,10.054
2021-10-04,10.043
2021-10-05,10.164
2021-10-06,10.181
2021-10-07,10.231
2021-10-08,10.279
2021-10-09,10.279
2021-10-10,10.279
2021-10-11,10.193
2021-10-12,10.307
2021-10-13,10.229
2021-10-14,10.33
2021-10-15,10.158
2021-10-16,10.158
2021-10-17,10.158
2021-10-18,10.518
2021-10-19,10.832
2021-10-20,11.145
2021-10-21,11.141
2021-10-22,11.316
2021-10-23,11.316
2021-10-24,11.316
2021-10-25,11.342
2021-10-26,11.316
2021-10-27,11.15
2021-10-28,11.158
2021-10-29,11.052
2021-10-30,11.052
2021-10-31,11.052
2021-11-01,11.032
2021-11-02,11.003
2021-11-03,11.139
2021-11-04,10.878
2021-11-05,10.846
2021-11-06,10.846
2021-11-07,10.846
2021-11-08,10.902
2021-11-09,10.843
2021-11-10,10.758
2021-11-11,10.768
2021-11-12,10.663
2021-11-13,10.663
2021-11-14,10.663
2021-11-15,10.727
2021-11-16,10.764
2021-11-17,10.603
2021-11-18,10.522
2021-11-19,10.441
2021-11-20,10.441
2021-11-21,10.441
2021-11-22,10.692
2021-11-23,10.95
2021-11-24,10.926
2021-11-25,10.926
2021-11-26,10.48
2021-11-27,10.48
2021-11-28,10.48
2021-11-29,10.52
2021-11-30,10.317
2021-12-01,10.522
2021-12-02,10.867
2021-12-03,10.645
2021-12-04,10.645
2021-12-05,10.645
2021-12-06,10.436
2021-12-07,10.61
2021-12-08,10.547
2021-12-09,10.476
2021-12-10,10.52
2021-12-11,10.52
2021-12-12,10.52
2021-12-13,10.24
2021-12-14,10.376
2021-12-15,10.338
2021-12-16,10.532
2021-12-17,10.294
2021-12-18,10.294
2021-12-19,10.294
2021-12-20,10.049
2021-12-21,10.275
2021-12-22,10.288
2021-12-23,10.33
2021-12-24,10.33
2021-12-25,10.33
2021-12-26,10.33
2021-12-27,10.494
2021-12-28,10.499
2021-12-29,10.503
2021-12-30,10.49
2021-12-31,10.465
2022-01-01,10.465
2022-01-02,10.465
2022-01-03,10.867
2022-01-04,11.267
2022-01-05,11.085
2022-01-06,11.512
2022-01-07,11.677
2022-01-08,11.677
2022-01-09,11.677
2022-01-10,11.61
2022-01-11,11.682
2022-01-12,11.739
2022-01-13,11.819
2022-01-14,11.661
2022-01-15,11.661
2022-01-16,11.661
2022-01-17,11.661
2022-01-18,11.152
2022-01-19,10.588
2022-01-20,10.506
2022-01-21,10.204
2022-01-22,10.204
2022-01-23,10.204
2022-01-24,10.384
2022-01-25,10.374
2022-01-26,10.466
2022-01-27,10.412
2022-01-28,10.578
2022-01-29,10.578
2022-01-30,10.578
2022-01-31,10.465
2022-02-01,10.655
2022-02-02,10.713
2022-02-03,10.628
2022-02-04,10.748
2022-02-05,10.748
2022-02-06,10.748
2022-02-07,10.715
2022-02-08,10.8
2022-02-09,10.769
2022-02-10,10.762
2022-02-11,10.595
2022-02-12,10.595
2022-02-13,10.595
2022-02-14,10.453
2022-02-15,10.586
2022-02-16,10.658
2022-02-17,10.285
2022-02-18,10.279
2022-02-19,10.279
2022-02-20,10.279
2022-02-21,10.279
2022-02-22,10.376
2022-02-23,10.168
2022-02-24,9.995
2022-02-25,10.355
2022-02-26,10.355
2022-02-27,10.355
2022-02-28,10.222
2022-03-01,9.584
2022-03-02,9.918
2022-03-03,9.81
2022-03-04,9.466
2022-03-05,9.466
2022-03-06,9.466
2022-03-07,9.15
2022-03-08,9.298
2022-03-09,9.562
2022-03-10,9.47
2022-03-11,9.326
2022-03-12,9.326
2022-03-13,9.326
2022-03-14,9.388
2022-03-15,9.485
2022-03-16,9.851
2022-03-17,9.886
2022-03-18,9.88
2022-03-19,9.88
2022-03-20,9.88
2022-03-21,9.882
2022-03-22,10.106
2022-03-23,9.865
2022-03-24,9.895
2022-03-25,10.008
2022-03-26,10.008
2022-03-27,10.008
2022-03-28,9.966
2022-03-29,9.932
2022-03-30,9.65
2022-03-31,9.332
2022-04-01,9.176
2022-04-02,9.176
2022-04-03,9.176
2022-04-04,9.279
2022-04-05,9.339
2022-04-06,9.26
2022-04-07,9.281
2022-04-08,9.488
2022-04-09,9.488
2022-04-10,9.488
2022-04-11,9.491
2022-04-12,9.29
2022-04-13,9.222
2022-04-14,9.054
2022-04-15,9.054
2022-04-16,9.054
2022-04-17,9.054
2022-04-18,9.032
2022-04-19,9.15
2022-04-20,9.239
2022-04-21,9.133
2022-04-22,8.911
2022-04-23,8.911
2022-04-24,8.911
2022-04-25,8.872
2022-04-26,8.684
2022-04-27,8.734
2022-04-28,8.792
2022-04-29,8.536
2022-04-30,8.536
2022-05-01,8.536
2022-05-02,8.603
2022-05-03,8.712
2022-05-04,8.921
2022-05-05,8.644
2022-05-06,8.529
2022-05-07,8.529
2022-05-08,8.529
2022-05-09,8.378
2022-05-10,8.284
2022-05-11,8.181
2022-05-12,8.154
2022-05-13,8.059
2022-05-14,8.059
2022-05-15,8.059
2022-05-16,7.948
2022-05-17,8.212
2022-05-18,7.982
2022-05-19,7.921
2022-05-20,7.984
2022-05-21,7.984
2022-05-22,7.984
2022-05-23,8.301
2022-05-24,8.357
2022-05-25,8.581
2022-05-26,8.853
2022-05-27,8.96
2022-05-28,8.96
2022-05-29,8.96
2022-05-30,8.96
2022-05-31,8.979
2022-06-01,8.827
2022-06-02,8.984
2022-06-03,8.871
2022-06-04,8.871
2022-06-05,8.871
2022-06-06,8.86
2022-06-07,8.866
2022-06-08,8.682
2022-06-09,8.33
2022-06-10,8.091
2022-06-11,8.091
2022-06-12,8.091
2022-06-13,7.948
2022-06-14,7.955
2022-06-15,8.011
2022-06-16,7.753
2022-06-17,7.887
2022-06-18,7.887
2022-06-19,7.887
2022-06-20,7.887
2022-06-21,8.01
2022-06-22,8.016
2022-06-23,7.975
2022-06-24,8.335
2022-06-25,8.335
2022-06-26,8.335
2022-06-27,8.303
2022-06-28,8.216
2022-06-29,8.092
2022-06-30,8.284
2022-07-01,8.49
2022-07-02,8.49
2022-07-03,8.49
2022-07-04,8.49
2022-07-05,8.472
2022-07-06,8.394
2022-07-07,8.514
2022-07-08,8.465
2022-07-09,8.465
2022-07-10,8.465
2022-07-11,8.404
2022-07-12,8.424
2022-07-13,8.276
2022-07-14,8.096
2022-07-15,8.25
2022-07-16,8.25
2022-07-17,8.25
2022-07-18,8.308
2022-07-19,8.605
2022-07-20,8.602
2022-07-21,8.681
2022-07-22,8.689
2022-07-23,8.689
2022-07-24,8.689
2022-07-25,8.847
2022-07-26,8.687
2022-07-27,8.756
2022-07-28,8.75
2022-07-29,8.914
2022-07-30,8.914
2022-07-31,8.914
2022-08-01,8.92
2022-08-02,8.772
2022-08-03,8.882
2022-08-04,8.817
2022-08-05,8.976
2022-08-06,8.976
2022-08-07,8.976
2022-08-08,8.923
2022-08-09,8.916
2022-08-10,9.106
2022-08-11,9.24
2022-08-12,9.444
2022-08-13,9.444
2022-08-14,9.444
2022-08-15,9.407
2022-08-16,9.467
2022-08-17,9.375
2022-08-18,9.383
2022-08-19,9.237
2022-08-20,9.237
2022-08-21,9.237
2022-08-22,9.003
2022-08-23,9.004
2022-08-24,9.053
2022-08-25,9.194
2022-08-26,8.828
2022-08-27,8.828
2022-08-28,8.828
2022-08-29,8.716
2022-08-30,8.671
2022-08-31,8.6
2022-09-01,8.625
2022-09-02,8.559
2022-09-03,8.559
2022-09-04,8.559
2022-09-05,8.559
2022-09-06,8.512
2022-09-07,8.688
2022-09-08,8.864
2022-09-09,8.945
2022-09-10,8.945
2022-09-11,8.945
2022-09-12,9.051
2022-09-13,8.755
2022-09-14,8.84
2022-09-15,8.984
2022-09-16,8.918
2022-09-17,8.918
2022-09-18,8.918
2022-09-19,8.998
2022-09-20,8.957
2022-09-21,8.727
2022-09-22,8.519
2022-09-23,8.368
2022-09-24,8.368
2022-09-25,8.368
2022-09-26,8.231
2022-09-27,8.163
2022-09-28,8.362
2022-09-29,8.345
2022-09-30,8.273
2022-10-01,8.273
2022-10-02,8.273
2022-10-03,8.525
2022-10-04,8.904
2022-10-05,8.859
2022-10-06,8.663
2022-10-07,8.42
2022-10-08,8.42
2022-10-09,8.42
2022-10-10,8.393
2022-10-11,8.323
2022-10-12,8.239
2022-10-13,8.626
2022-10-14,8.564
2022-10-15,8.564
2022-10-16,8.564
2022-10-17,8.878
2022-10-18,8.866
2022-10-19,8.612
2022-10-20,8.401
2022-10-21,8.879
2022-10-22,8.879
2022-10-23,8.879
2022-10-24,9.11
2022-10-25,9.268
2022-10-26,9.182
2022-10-27,9.142
2022-10-28,9.248
2022-10-29,9.248
2022-10-30,9.248
2022-10-31,9.189
2022-11-01,9.188
2022-11-02,9.022
2022-11-03,8.714
2022-11-04,8.896
2022-11-05,8.896
2022-11-06,8.896
2022-11-07,8.907
2022-11-08,9.014
2022-11-09,8.837
2022-11-10,9.309
2022-11-11,9.418
2022-11-12,9.418
2022-11-13,9.418
2022-11-14,9.277
2022-11-15,9.289
2022-11-16,9.119
2022-11-17,8.958
2022-11-18,9.092
2022-11-19,9.092
2022-11-20,9.092
2022-11-21,9.176
2022-11-22,9.307
2022-11-23,9.393
2022-11-24,9.393
2022-11-25,9.458
2022-11-26,9.458
2022-11-27,9.458
2022-11-28,9.173
2022-11-29,9.273
2022-11-30,9.492
2022-12-01,9.239
2022-12-02,9.207
2022-12-03,9.207
2022-12-04,9.207
2022-12-05,8.584
2022-12-06,8.488
2022-12-07,8.669
2022-12-08,8.627
2022-12-09,8.596
2022-12-10,8.596
2022-12-11,8.596
2022-12-12,8.756
2022-12-13,8.607
2022-12-14,8.36
2022-12-15,8.395
2022-12-16,8.404
2022-12-17,8.404
2022-12-18,8.404
2022-12-19,8.392
2022-12-20,8.476
2022-12-21,8.601
2022-12-22,8.622
2022-12-23,8.663
2022-12-24,8.663
2022-12-25,8.663
2022-12-26,8.663
2022-12-27,8.716
2022-12-28,8.71
2022-12-29,8.82
2022-12-30,8.826
2022-12-31,8.826
2023-01-01,8.826
2023-01-02,8.826
2023-01-03,8.888
2023-01-04,9.122
2023-01-05,8.95
2023-01-06,9.222
2023-01-07,9.222
2023-01-08,9.222
2023-01-09,9.233
2023-01-10,9.341
2023-01-11,9.392
2023-01-12,9.561
2023-01-13,9.371
2023-01-14,9.371
2023-01-15,9.371
2023-01-16,9.371
2023-01-17,9.248
2023-01-18,9.119
2023-01-19,8.98
2023-01-20,9.396
2023-01-21,9.396
2023-01-22,9.396
2023-01-23,9.617
2023-01-24,9.561
2023-01-25,9.668
2023-01-26,9.773
2023-01-27,9.848
2023-01-28,9.848
2023-01-29,9.848
2023-01-30,9.818
2023-01-31,9.973
2023-02-01,9.935
2023-02-02,10.018
2023-02-03,9.992
2023-02-04,9.992
2023-02-05,9.992
2023-02-06,9.861
2023-02-07,9.858
2023-02-08,9.774
2023-02-09,9.612
2023-02-10,9.64
2023-02-11,9.64
2023-02-12,9.64
2023-02-13,9.739
2023-02-14,9.748
2023-02-15,9.715
2023-02-16,9.611
2023-02-17,9.629
2023-02-18,9.629
2023-02-19,9.629
2023-02-20,9.629
2023-02-21,9.476
2023-02-22,9.526
2023-02-23,9.635
2023-02-24,9.659
2023-02-25,9.659
2023-02-26,9.659
2023-02-27,9.611
2023-02-28,9.624
2023-03-01,9.459
2023-03-02,9.156
2023-03-03,9.367
2023-03-04,9.367
2023-03-05,9.367
2023-03-06,9.354
2023-03-07,8.928
2023-03-08,8.892
2023-03-09,8.425
2023-03-10,8.381
2023-03-11,8.381
2023-03-12,8.381
2023-03-13,7.949
2023-03-14,7.978
2023-03-15,7.643
2023-03-16,7.953
2023-03-17,7.587
2023-03-18,7.587
2023-03-19,7.587
2023-03-20,7.809
2023-03-21,8.071
2023-03-22,7.628
2023-03-23,7.528
2023-03-24,7.705
2023-03-25,7.705
2023-03-26,7.705
2023-03-27,7.759
2023-03-28,7.873
2023-03-29,8.001
2023-03-30,7.896
2023-03-31,7.949
2023-04-01,7.949
2023-04-02,7.949
2023-04-03,7.88
2023-04-04,7.743
2023-04-05,7.742
2023-04-06,7.83
2023-04-07,7.83
2023-04-08,7.83
2023-04-09,7.83
2023-04-10,7.928
2023-04-11,8.022
2023-04-12,7.879
2023-04-13,7.991
2023-04-14,8.104
2023-04-15,8.104
2023-04-16,8.104
2023-04-17,8.655
2023-04-18,8.632
2023-04-19,8.882
2023-04-20,8.69
2023-04-21,8.536
2023-04-22,8.536
2023-04-23,8.536
2023-04-24,8.647
2023-04-25,8.607
2023-04-26,8.896
2023-04-27,8.908
2023-04-28,9.063
2023-04-29,9.063
2023-04-30,9.063
2023-05-01,8.489
2023-05-02,8.312
2023-05-03,8.142
2023-05-04,8.022
2023-05-05,8.201
2023-05-06,8.201
2023-05-07,8.201
2023-05-08,8.257
2023-05-09,8.166
2023-05-10,8.044
2023-05-11,7.96
2023-05-12,7.881
2023-05-13,7.881
2023-05-14,7.881
2023-05-15,8.028
2023-05-16,7.954
2023-05-17,8.5
2023-05-18,8.563
2023-05-19,8.444
2023-05-20,8.444
2023-05-21,8.444
2023-05-22,8.58
2023-05-23,8.656
2023-05-24,8.568
2023-05-25,8.478
2023-05-26,8.463
2023-05-27,8.463
2023-05-28,8.463
2023-05-29,8.463
2023-05-30,8.468
2023-05-31,8.253
2023-06-01,8.532
2023-06-02,8.805
2023-06-03,8.805
2023-06-04,8.805
2023-06-05,8.788
2023-06-06,9.009
2023-06-07,9.114
2023-06-08,9.207
2023-06-09,9.212
2023-06-10,9.212
2023-06-11,9.212
2023-06-12,9.103
2023-06-13,9.231
2023-06-14,9.068
2023-06-15,9.231
2023-06-16,9.261
2023-06-17,9.261
2023-06-18,9.261
2023-06-19,9.261
2023-06-20,9.123
2023-06-21,9.138
2023-06-22,8.905
