,DFS US Equity
2023-06-23,7.972
2023-06-24,7.972
2023-06-25,7.972
2023-06-26,7.974
2023-06-27,8.103
2023-06-28,8.131
2023-06-29,8.165
2023-06-30,8.092
2023-07-01,8.092
2023-07-02,8.092
2023-07-03,8.178
2023-07-04,8.178
2023-07-05,8.052
2023-07-06,8.016
2023-07-07,8.096
2023-07-08,8.096
2023-07-09,8.096
2023-07-10,8.226
2023-07-11,8.307
2023-07-12,8.281
2023-07-13,8.324
2023-07-14,8.246
2023-07-15,8.246
2023-07-16,8.246
2023-07-17,8.372
2023-07-18,8.465
2023-07-19,8.475
2023-07-20,7.506
2023-07-21,7.764
2023-07-22,7.764
2023-07-23,7.764
2023-07-24,8.128
2023-07-25,8.062
2023-07-26,7.952
2023-07-27,7.78
2023-07-28,7.793
2023-07-29,7.793
2023-07-30,7.793
2023-07-31,7.859
2023-08-01,7.804
2023-08-02,7.716
2023-08-03,7.674
2023-08-04,7.657
2023-08-05,7.657
2023-08-06,7.657
2023-08-07,7.701
2023-08-08,7.828
2023-08-09,7.807
2023-08-10,7.75
2023-08-11,7.747
2023-08-12,7.747
2023-08-13,7.747
2023-08-14,7.677
2023-08-15,6.951
2023-08-16,6.75
2023-08-17,6.943
2023-08-18,7.021
2023-08-19,7.021
2023-08-20,7.021
2023-08-21,6.922
2023-08-22,6.695
2023-08-23,6.732
2023-08-24,6.774
2023-08-25,6.743
2023-08-26,6.743
2023-08-27,6.743
2023-08-28,6.804
2023-08-29,6.866
2023-08-30,6.818
2023-08-31,6.817
2023-09-01,6.967
2023-09-02,6.967
2023-09-03,6.967
2023-09-04,6.967
2023-09-05,6.948
2023-09-06,6.926
2023-09-07,6.765
2023-09-08,6.779
2023-09-09,6.779
2023-09-10,6.779
2023-09-11,6.782
2023-09-12,6.745
2023-09-13,6.713
2023-09-14,6.82
2023-09-15,6.794
2023-09-16,6.794
2023-09-17,6.794
2023-09-18,6.698
2023-09-19,6.723
2023-09-20,6.712
2023-09-21,6.628
2023-09-22,6.601
2023-09-23,6.601
2023-09-24,6.601
2023-09-25,6.63
2023-09-26,6.576
2023-09-27,6.455
2023-09-28,6.543
2023-09-29,6.566
2023-09-30,6.566
2023-10-01,6.566
2023-10-02,6.912
2023-10-03,6.667
2023-10-04,6.669
2023-10-05,6.677
2023-10-06,6.787
2023-10-07,6.787
2023-10-08,6.787
2023-10-09,6.897
2023-10-10,7.001
2023-10-11,6.965
2023-10-12,6.974
2023-10-13,6.871
2023-10-14,6.871
2023-10-15,6.871
2023-10-16,6.98
2023-10-17,7.165
2023-10-18,7.075
2023-10-19,6.7
2023-10-20,6.559
2023-10-21,6.559
2023-10-22,6.559
2023-10-23,6.609
2023-10-24,6.504
2023-10-25,6.467
2023-10-26,6.484
2023-10-27,6.458
2023-10-28,6.458
2023-10-29,6.458
2023-10-30,6.526
2023-10-31,6.592
2023-11-01,6.633
2023-11-02,6.842
2023-11-03,7.001
2023-11-04,7.001
2023-11-05,7.001
2023-11-06,6.948
2023-11-07,6.815
2023-11-08,6.773
2023-11-09,6.655
2023-11-10,6.707
2023-11-11,6.707
2023-11-12,6.707
2023-11-13,6.731
2023-11-14,6.878
2023-11-15,6.877
2023-11-16,6.765
2023-11-17,6.95
2023-11-18,6.95
2023-11-19,6.95
2023-11-20,6.995
2023-11-21,6.97
2023-11-22,7.013
2023-11-23,7.013
2023-11-24,7.038
2023-11-25,7.038
2023-11-26,7.038
2023-11-27,6.93
2023-11-28,7.074
2023-11-29,7.21
2023-11-30,7.481
2023-12-01,7.691
2023-12-02,7.691
2023-12-03,7.691
2023-12-04,7.621
2023-12-05,7.97
2023-12-06,8.085
2023-12-07,8.216
2023-12-08,8.294
2023-12-09,8.294
2023-12-10,8.294
2023-12-11,8.294
2023-12-12,8.25
2023-12-13,8.497
2023-12-14,8.633
2023-12-15,8.503
2023-12-16,8.503
2023-12-17,8.503
2023-12-18,8.569
2023-12-19,8.738
2023-12-20,8.598
2023-12-21,8.88
2023-12-22,8.867
2023-12-23,8.867
2023-12-24,8.867
2023-12-25,8.867
2023-12-26,8.92
2023-12-27,8.967
2023-12-28,8.993
2023-12-29,8.979
2023-12-30,8.979
2023-12-31,8.979
2024-01-01,8.979
2024-01-02,8.989
2024-01-03,8.788
2024-01-04,8.715
2024-01-05,8.835
2024-01-06,8.835
2024-01-07,8.835
2024-01-08,8.903
2024-01-09,8.797
2024-01-10,8.756
2024-01-11,8.772
2024-01-12,8.638
2024-01-13,8.638
2024-01-14,8.638
2024-01-15,8.638
2024-01-16,8.656
2024-01-17,8.583
2024-01-18,8.262
2024-01-19,8.439
2024-01-20,8.439
2024-01-21,8.439
2024-01-22,8.64
2024-01-23,8.698
2024-01-24,8.765
2024-01-25,8.983
2024-01-26,9.259
2024-01-27,9.259
2024-01-28,9.259
2024-01-29,9.475
2024-01-30,9.669
2024-01-31,9.496
2024-02-01,9.608
2024-02-02,9.561
2024-02-03,9.561
2024-02-04,9.561
2024-02-05,9.528
2024-02-06,9.527
2024-02-07,9.583
2024-02-08,9.803
2024-02-09,9.834
2024-02-10,9.834
2024-02-11,9.834
2024-02-12,9.953
2024-02-13,9.763
2024-02-14,9.796
2024-02-15,9.941
2024-02-16,9.912
2024-02-17,9.912
2024-02-18,9.912
2024-02-19,9.912
2024-02-20,11.162
2024-02-21,10.89
2024-02-22,10.863
2024-02-23,11.012
2024-02-24,11.012
2024-02-25,11.012
2024-02-26,11.024
2024-02-27,11.071
2024-02-28,11.126
2024-02-29,10.895
2024-03-01,10.905
2024-03-02,10.905
2024-03-03,10.905
2024-03-04,10.845
2024-03-05,10.969
2024-03-06,10.8
2024-03-07,10.991
2024-03-08,10.968
2024-03-09,10.968
2024-03-10,10.968
2024-03-11,11.027
2024-03-12,11.283
2024-03-13,11.393
2024-03-14,11.201
2024-03-15,10.894
2024-03-16,10.894
2024-03-17,10.894
2024-03-18,10.937
2024-03-19,11.015
2024-03-20,11.426
2024-03-21,11.554
2024-03-22,11.428
2024-03-23,11.428
2024-03-24,11.428
2024-03-25,11.441
2024-03-26,11.456
2024-03-27,11.692
2024-03-28,11.855
2024-03-29,11.855
2024-03-30,11.855
2024-03-31,11.855
2024-04-01,11.7
2024-04-02,11.558
2024-04-03,11.539
2024-04-04,11.409
2024-04-05,11.436
2024-04-06,11.436
2024-04-07,11.436
2024-04-08,11.403
