,LVS US Equity
2023-06-23,17.449
2023-06-24,17.449
2023-06-25,17.449
2023-06-26,17.648
2023-06-27,17.803
2023-06-28,17.559
2023-06-29,17.453
2023-06-30,17.642
2023-07-01,17.642
2023-07-02,17.642
2023-07-03,17.821
2023-07-04,17.821
2023-07-05,16.82
2023-07-06,16.644
2023-07-07,16.948
2023-07-08,16.948
2023-07-09,16.948
2023-07-10,17.594
2023-07-11,17.853
2023-07-12,18.946
2023-07-13,19.212
2023-07-14,19.47
2023-07-15,19.47
2023-07-16,19.47
2023-07-17,18.984
2023-07-18,19.176
2023-07-19,19.098
2023-07-20,17.78
2023-07-21,17.399
2023-07-22,17.399
2023-07-23,17.399
2023-07-24,17.628
2023-07-25,17.884
2023-07-26,18.265
2023-07-27,18.19
2023-07-28,18.467
2023-07-29,18.467
2023-07-30,18.467
2023-07-31,18.651
2023-08-01,18.47
2023-08-02,18.04
2023-08-03,18.029
2023-08-04,17.989
2023-08-05,17.989
2023-08-06,17.989
2023-08-07,18.113
2023-08-08,17.92
2023-08-09,17.711
2023-08-10,17.883
2023-08-11,17.697
2023-08-12,17.697
2023-08-13,17.697
2023-08-14,17.505
2023-08-15,17.141
2023-08-16,16.824
2023-08-17,16.777
2023-08-18,16.733
2023-08-19,16.733
2023-08-20,16.733
2023-08-21,16.627
2023-08-22,16.765
2023-08-23,16.934
2023-08-24,16.743
2023-08-25,16.508
2023-08-26,16.508
2023-08-27,16.508
2023-08-28,16.884
2023-08-29,17.122
2023-08-30,17.226
2023-08-31,17.21
2023-09-01,17.325
2023-09-02,17.325
2023-09-03,17.325
2023-09-04,17.325
2023-09-05,16.818
2023-09-06,16.761
2023-09-07,15.914
2023-09-08,15.623
2023-09-09,15.623
2023-09-10,15.623
2023-09-11,15.653
2023-09-12,15.691
2023-09-13,15.646
2023-09-14,15.743
2023-09-15,15.682
2023-09-16,15.682
2023-09-17,15.682
2023-09-18,15.791
2023-09-19,15.637
2023-09-20,15.405
2023-09-21,14.668
2023-09-22,14.652
2023-09-23,14.652
2023-09-24,14.652
2023-09-25,14.508
2023-09-26,14.494
2023-09-27,14.775
2023-09-28,14.58
2023-09-29,14.673
2023-09-30,14.673
2023-10-01,14.673
2023-10-02,14.614
2023-10-03,14.304
2023-10-04,14.205
2023-10-05,14.166
2023-10-06,14.626
2023-10-07,14.626
2023-10-08,14.626
2023-10-09,14.687
2023-10-10,14.879
2023-10-11,14.944
2023-10-12,14.761
2023-10-13,14.439
2023-10-14,14.439
2023-10-15,14.439
2023-10-16,14.604
2023-10-17,14.582
2023-10-18,14.553
2023-10-19,15.935
2023-10-20,15.73
2023-10-21,15.73
2023-10-22,15.73
2023-10-23,16.122
2023-10-24,16.535
2023-10-25,16.405
2023-10-26,16.52
2023-10-27,16.35
2023-10-28,16.35
2023-10-29,16.35
2023-10-30,16.597
2023-10-31,16.472
2023-11-01,16.179
2023-11-02,16.858
2023-11-03,16.91
2023-11-04,16.91
2023-11-05,16.91
2023-11-06,17.101
2023-11-07,16.792
2023-11-08,16.733
2023-11-09,16.649
2023-11-10,16.601
2023-11-11,16.601
2023-11-12,16.601
2023-11-13,16.552
2023-11-14,17.199
2023-11-15,17.133
2023-11-16,17.077
2023-11-17,17.063
2023-11-18,17.063
2023-11-19,17.063
2023-11-20,17.133
2023-11-21,17.188
2023-11-22,17.133
2023-11-23,17.133
2023-11-24,17.007
2023-11-25,17.007
2023-11-26,17.007
2023-11-27,16.882
2023-11-28,16.552
2023-11-29,15.763
2023-11-30,16.034
2023-12-01,16.287
2023-12-02,16.287
2023-12-03,16.287
2023-12-04,15.875
2023-12-05,15.61
2023-12-06,15.596
2023-12-07,15.603
2023-12-08,16.139
2023-12-09,16.139
2023-12-10,16.139
2023-12-11,16.564
2023-12-12,16.64
2023-12-13,17.013
2023-12-14,17.006
2023-12-15,16.748
2023-12-16,16.748
2023-12-17,16.748
2023-12-18,16.699
2023-12-19,17.234
2023-12-20,16.636
2023-12-21,17.063
2023-12-22,17.109
2023-12-23,17.109
2023-12-24,17.109
2023-12-25,17.109
2023-12-26,17.151
2023-12-27,16.976
2023-12-28,17.168
2023-12-29,17.21
2023-12-30,17.21
2023-12-31,17.21
2024-01-01,17.21
2024-01-02,17.952
2024-01-03,17.721
2024-01-04,17.642
2024-01-05,17.839
2024-01-06,17.839
2024-01-07,17.839
2024-01-08,18.141
2024-01-09,17.62
2024-01-10,17.366
2024-01-11,17.528
2024-01-12,17.498
2024-01-13,17.498
2024-01-14,17.498
2024-01-15,17.498
2024-01-16,17.297
2024-01-17,17.011
2024-01-18,17.54
2024-01-19,17.303
2024-01-20,17.303
2024-01-21,17.303
2024-01-22,16.983
2024-01-23,17.37
2024-01-24,17.96
2024-01-25,18.514
2024-01-26,18.587
2024-01-27,18.587
2024-01-28,18.587
2024-01-29,18.724
2024-01-30,18.394
2024-01-31,18.175
2024-02-01,18.892
2024-02-02,18.754
2024-02-03,18.754
2024-02-04,18.754
2024-02-05,19.064
2024-02-06,19.459
2024-02-07,19.749
2024-02-08,20.064
2024-02-09,20.067
2024-02-10,20.067
2024-02-11,20.067
2024-02-12,20.366
2024-02-13,20.157
2024-02-14,20.389
2024-02-15,20.573
2024-02-16,20.677
2024-02-17,20.677
2024-02-18,20.677
2024-02-19,20.677
2024-02-20,19.858
2024-02-21,20.019
2024-02-22,20.079
2024-02-23,20.49
2024-02-24,20.49
2024-02-25,20.49
2024-02-26,20.183
2024-02-27,19.985
2024-02-28,20.067
2024-02-29,20.404
2024-03-01,19.192
2024-03-02,19.192
2024-03-03,19.192
2024-03-04,18.975
2024-03-05,19.053
2024-03-06,18.93
2024-03-07,19.27
2024-03-08,19.278
2024-03-09,19.278
2024-03-10,19.278
2024-03-11,19.675
2024-03-12,19.802
2024-03-13,19.951
2024-03-14,19.581
2024-03-15,19.084
2024-03-16,19.084
2024-03-17,19.084
2024-03-18,18.927
2024-03-19,18.99
2024-03-20,18.912
2024-03-21,18.829
2024-03-22,18.736
2024-03-23,18.736
2024-03-24,18.736
2024-03-25,18.946
2024-03-26,19.145
2024-03-27,19.383
2024-03-28,19.465
2024-03-29,19.465
2024-03-30,19.465
2024-03-31,19.465
2024-04-01,20.023
2024-04-02,19.869
2024-04-03,20.263
2024-04-04,19.748
2024-04-05,19.97
2024-04-06,19.97
2024-04-07,19.97
2024-04-08,19.692
