,PINC US Equity
2023-06-23,9.944
2023-06-24,9.944
2023-06-25,9.944
2023-06-26,9.951
2023-06-27,9.984
2023-06-28,9.959
2023-06-29,10.039
2023-06-30,10.123
2023-07-01,10.123
2023-07-02,10.123
2023-07-03,10.112
2023-07-04,10.112
2023-07-05,9.915
2023-07-06,9.889
2023-07-07,9.838
2023-07-08,9.838
2023-07-09,9.838
2023-07-10,9.845
2023-07-11,9.988
2023-07-12,10.047
2023-07-13,10.061
2023-07-14,10.145
2023-07-15,10.145
2023-07-16,10.145
2023-07-17,10.156
2023-07-18,10.197
2023-07-19,10.241
2023-07-20,10.189
2023-07-21,10.09
2023-07-22,10.09
2023-07-23,10.09
2023-07-24,10.058
2023-07-25,10.098
2023-07-26,10.05
2023-07-27,9.955
2023-07-28,9.991
2023-07-29,9.991
2023-07-30,9.991
2023-07-31,10.13
2023-08-01,10.246
2023-08-02,10.133
2023-08-03,10.126
2023-08-04,10.046
2023-08-05,10.046
2023-08-06,10.046
2023-08-07,10.06
2023-08-08,9.976
2023-08-09,9.907
2023-08-10,9.779
2023-08-11,9.827
2023-08-12,9.827
2023-08-13,9.827
2023-08-14,9.746
2023-08-15,9.644
2023-08-16,9.447
2023-08-17,9.403
2023-08-18,9.257
2023-08-19,9.257
2023-08-20,9.257
2023-08-21,9.082
2023-08-22,9.337
2023-08-23,8.894
2023-08-24,8.725
2023-08-25,8.919
2023-08-26,8.919
2023-08-27,8.919
2023-08-28,9.01
2023-08-29,9.17
2023-08-30,9.174
2023-08-31,8.958
2023-09-01,9.249
2023-09-02,9.249
2023-09-03,9.249
2023-09-04,9.249
2023-09-05,9.553
2023-09-06,9.591
2023-09-07,9.595
2023-09-08,9.632
2023-09-09,9.632
2023-09-10,9.632
2023-09-11,9.628
2023-09-12,9.258
2023-09-13,9.083
2023-09-14,8.946
2023-09-15,9.125
2023-09-16,9.125
2023-09-17,9.125
2023-09-18,9.137
2023-09-19,9.332
2023-09-20,9.239
2023-09-21,9.175
2023-09-22,9.23
2023-09-23,9.23
2023-09-24,9.23
2023-09-25,9.18
2023-09-26,9.23
2023-09-27,9.324
2023-09-28,9.273
2023-09-29,9.116
2023-09-30,9.116
2023-10-01,9.116
2023-10-02,8.989
2023-10-03,8.819
2023-10-04,8.823
2023-10-05,8.798
2023-10-06,8.743
2023-10-07,8.743
2023-10-08,8.743
2023-10-09,8.836
2023-10-10,8.879
2023-10-11,8.773
2023-10-12,8.505
2023-10-13,8.471
2023-10-14,8.471
2023-10-15,8.471
2023-10-16,8.949
2023-10-17,9.056
2023-10-18,8.962
2023-10-19,8.9
2023-10-20,8.771
2023-10-21,8.771
2023-10-22,8.771
2023-10-23,8.718
2023-10-24,8.758
2023-10-25,8.598
2023-10-26,8.54
2023-10-27,8.455
2023-10-28,8.455
2023-10-29,8.455
2023-10-30,8.486
2023-10-31,9.011
2023-11-01,8.978
2023-11-02,9.095
2023-11-03,9.274
2023-11-04,9.274
2023-11-05,9.274
2023-11-06,9.18
2023-11-07,9.085
2023-11-08,9.117
2023-11-09,8.866
2023-11-10,8.816
2023-11-11,8.816
2023-11-12,8.816
2023-11-13,8.88
2023-11-14,9.127
2023-11-15,9.239
2023-11-16,9.261
2023-11-17,9.334
2023-11-18,9.334
2023-11-19,9.334
2023-11-20,9.496
2023-11-21,9.72
2023-11-22,9.67
2023-11-23,9.67
2023-11-24,9.624
2023-11-25,9.624
2023-11-26,9.624
2023-11-27,9.601
2023-11-28,9.518
2023-11-29,9.444
2023-11-30,9.338
2023-12-01,9.465
2023-12-02,9.465
2023-12-03,9.465
2023-12-04,9.587
2023-12-05,9.401
2023-12-06,9.569
2023-12-07,9.551
2023-12-08,9.523
2023-12-09,9.523
2023-12-10,9.523
2023-12-11,9.664
2023-12-12,9.777
2023-12-13,10.004
2023-12-14,10.176
2023-12-15,10.059
2023-12-16,10.059
2023-12-17,10.059
2023-12-18,9.873
2023-12-19,10.208
2023-12-20,10.045
2023-12-21,10.235
2023-12-22,10.317
2023-12-23,10.317
2023-12-24,10.317
2023-12-25,10.317
2023-12-26,10.249
2023-12-27,10.131
2023-12-28,10.195
2023-12-29,10.14
2023-12-30,10.14
2023-12-31,10.14
2024-01-01,10.14
2024-01-02,10.136
2024-01-03,9.873
2024-01-04,9.962
2024-01-05,10.092
2024-01-06,10.092
2024-01-07,10.092
2024-01-08,10.15
2024-01-09,9.967
2024-01-10,9.989
2024-01-11,9.918
2024-01-12,9.842
2024-01-13,9.842
2024-01-14,9.842
2024-01-15,9.842
2024-01-16,9.918
2024-01-17,9.771
2024-01-18,9.851
2024-01-19,9.855
2024-01-20,9.855
2024-01-21,9.855
2024-01-22,9.953
2024-01-23,9.851
2024-01-24,9.748
2024-01-25,9.775
2024-01-26,9.704
2024-01-27,9.704
2024-01-28,9.704
2024-01-29,9.829
2024-01-30,9.864
2024-01-31,9.641
2024-02-01,9.704
2024-02-02,9.481
2024-02-03,9.481
2024-02-04,9.481
2024-02-05,9.453
2024-02-06,9.877
2024-02-07,9.812
2024-02-08,9.702
2024-02-09,9.789
2024-02-10,9.789
2024-02-11,9.789
2024-02-12,10.066
2024-02-13,9.679
2024-02-14,9.9
2024-02-15,9.974
2024-02-16,9.835
2024-02-17,9.835
2024-02-18,9.835
2024-02-19,9.835
2024-02-20,9.881
2024-02-21,9.817
2024-02-22,9.845
2024-02-23,9.964
2024-02-24,9.964
2024-02-25,9.964
2024-02-26,9.799
2024-02-27,9.955
2024-02-28,9.656
2024-02-29,9.702
2024-03-01,9.693
2024-03-02,9.693
2024-03-03,9.693
2024-03-04,9.693
2024-03-05,9.698
2024-03-06,9.735
2024-03-07,9.809
2024-03-08,9.916
2024-03-09,9.916
2024-03-10,9.916
2024-03-11,9.967
2024-03-12,9.898
2024-03-13,9.777
2024-03-14,9.823
2024-03-15,9.828
2024-03-16,9.828
2024-03-17,9.828
2024-03-18,10.135
2024-03-19,9.963
2024-03-20,9.991
2024-03-21,10.144
2024-03-22,10.112
2024-03-23,10.112
2024-03-24,10.112
2024-03-25,10.033
2024-03-26,10.042
2024-03-27,10.14
2024-03-28,10.279
2024-03-29,10.279
2024-03-30,10.279
2024-03-31,10.279
2024-04-01,10.009
2024-04-02,9.94
2024-04-03,9.73
2024-04-04,9.828
2024-04-05,9.786
2024-04-06,9.786
2024-04-07,9.786
2024-04-08,9.93
