,WM US Equity
2023-06-24,24.317
2023-06-25,24.317
2023-06-26,24.486
2023-06-27,24.786
2023-06-28,24.594
2023-06-29,24.908
2023-06-30,25.467
2023-07-01,25.467
2023-07-02,25.467
2023-07-03,25.171
2023-07-04,25.171
2023-07-05,25.119
2023-07-06,25.165
2023-07-07,24.967
2023-07-08,24.967
2023-07-09,24.967
2023-07-10,25.131
2023-07-11,24.975
2023-07-12,24.823
2023-07-13,24.699
2023-07-14,24.757
2023-07-15,24.757
2023-07-16,24.757
2023-07-17,24.64
2023-07-18,24.471
2023-07-19,24.502
2023-07-20,25.27
2023-07-21,25.311
2023-07-22,25.311
2023-07-23,25.311
2023-07-24,25.218
2023-07-25,25.211
2023-07-26,24.495
2023-07-27,24.351
2023-07-28,24.198
2023-07-29,24.198
2023-07-30,24.198
2023-07-31,24.324
2023-08-01,24.134
2023-08-02,24.302
2023-08-03,23.897
2023-08-04,23.822
2023-08-05,23.822
2023-08-06,23.822
2023-08-07,23.915
2023-08-08,23.76
2023-08-09,24.013
2023-08-10,23.765
2023-08-11,23.93
2023-08-12,23.93
2023-08-13,23.93
2023-08-14,23.899
2023-08-15,23.637
2023-08-16,23.793
2023-08-17,23.566
2023-08-18,23.622
2023-08-19,23.622
2023-08-20,23.622
2023-08-21,23.622
2023-08-22,23.512
2023-08-23,23.549
2023-08-24,23.379
2023-08-25,23.535
2023-08-26,23.535
2023-08-27,23.535
2023-08-28,23.477
2023-08-29,23.505
2023-08-30,23.578
2023-08-31,23.304
2023-09-01,23.286
2023-09-02,23.286
2023-09-03,23.286
2023-09-04,23.286
2023-09-05,23.289
2023-09-06,23.132
2023-09-07,23.375
2023-09-08,23.307
2023-09-09,23.307
2023-09-10,23.307
2023-09-11,23.461
2023-09-12,23.625
2023-09-13,23.896
2023-09-14,23.888
2023-09-15,23.861
2023-09-16,23.861
2023-09-17,23.861
2023-09-18,23.765
2023-09-19,23.741
2023-09-20,23.797
2023-09-21,23.417
2023-09-22,23.265
2023-09-23,23.265
2023-09-24,23.265
2023-09-25,23.364
2023-09-26,23.144
2023-09-27,22.957
2023-09-28,22.96
2023-09-29,22.662
2023-09-30,22.662
2023-10-01,22.662
2023-10-02,22.48
2023-10-03,22.68
2023-10-04,22.888
2023-10-05,23.001
2023-10-06,23.108
2023-10-07,23.108
2023-10-08,23.108
2023-10-09,23.412
2023-10-10,23.297
2023-10-11,23.272
2023-10-12,23.03
2023-10-13,23.588
2023-10-14,23.588
2023-10-15,23.588
2023-10-16,23.684
2023-10-17,23.735
2023-10-18,23.585
2023-10-19,23.291
2023-10-20,23.222
2023-10-21,23.222
2023-10-22,23.222
2023-10-23,23.13
2023-10-24,22.933
2023-10-25,24.253
2023-10-26,24.015
2023-10-27,23.856
2023-10-28,23.856
2023-10-29,23.856
2023-10-30,24.058
2023-10-31,24.292
2023-11-01,24.249
2023-11-02,24.664
2023-11-03,24.852
2023-11-04,24.852
2023-11-05,24.852
2023-11-06,24.996
2023-11-07,25.017
2023-11-08,25.151
2023-11-09,25.12
2023-11-10,25.373
2023-11-11,25.373
2023-11-12,25.373
2023-11-13,25.361
2023-11-14,25.427
2023-11-15,25.284
2023-11-16,25.324
2023-11-17,25.192
2023-11-18,25.192
2023-11-19,25.192
2023-11-20,25.286
2023-11-21,25.357
2023-11-22,25.369
2023-11-23,25.369
2023-11-24,25.404
2023-11-25,25.404
2023-11-26,25.404
2023-11-27,25.315
2023-11-28,25.049
2023-11-29,25.058
2023-11-30,25.347
2023-12-01,25.764
2023-12-02,25.764
2023-12-03,25.764
2023-12-04,25.851
2023-12-05,25.655
2023-12-06,25.786
2023-12-07,25.621
2023-12-08,25.571
2023-12-09,25.571
2023-12-10,25.571
2023-12-11,25.701
2023-12-12,26.177
2023-12-13,26.543
2023-12-14,26.189
2023-12-15,25.875
2023-12-16,25.875
2023-12-17,25.875
2023-12-18,26.28
2023-12-19,26.155
2023-12-20,26.004
2023-12-21,26.159
2023-12-22,26.18
2023-12-23,26.18
2023-12-24,26.18
2023-12-25,26.18
2023-12-26,26.264
2023-12-27,26.298
2023-12-28,26.356
2023-12-29,26.498
2023-12-30,26.498
2023-12-31,26.498
2024-01-01,26.498
2024-01-02,26.573
2024-01-03,26.378
2024-01-04,26.417
2024-01-05,26.239
2024-01-06,26.239
2024-01-07,26.239
2024-01-08,26.308
2024-01-09,26.307
2024-01-10,26.447
2024-01-11,26.453
2024-01-12,26.759
2024-01-13,26.759
2024-01-14,26.759
2024-01-15,26.759
2024-01-16,26.666
2024-01-17,26.765
2024-01-18,27.066
2024-01-19,27.18
2024-01-20,27.18
2024-01-21,27.18
2024-01-22,27.248
2024-01-23,27.369
2024-01-24,27.113
2024-01-25,27.305
2024-01-26,27.409
2024-01-27,27.409
2024-01-28,27.409
2024-01-29,27.341
2024-01-30,27.601
2024-01-31,27.383
2024-02-01,27.794
2024-02-02,27.763
2024-02-03,27.763
2024-02-04,27.763
2024-02-05,27.77
2024-02-06,27.919
2024-02-07,28.02
2024-02-08,27.948
2024-02-09,27.847
2024-02-10,27.847
2024-02-11,27.847
2024-02-12,27.758
2024-02-13,29.032
2024-02-14,28.933
2024-02-15,28.679
2024-02-16,29.029
2024-02-17,29.029
2024-02-18,29.029
2024-02-19,29.029
2024-02-20,29.04
2024-02-21,29.391
2024-02-22,29.824
2024-02-23,29.941
2024-02-24,29.941
2024-02-25,29.941
2024-02-26,29.856
2024-02-27,29.902
2024-02-28,29.69
2024-02-29,29.459
2024-03-01,29.479
2024-03-02,29.479
2024-03-03,29.479
2024-03-04,29.624
2024-03-05,29.634
2024-03-06,29.785
2024-03-07,29.69
2024-03-08,29.76
2024-03-09,29.76
2024-03-10,29.76
2024-03-11,29.979
2024-03-12,30.052
2024-03-13,30.226
2024-03-14,30.234
2024-03-15,30.266
2024-03-16,30.266
2024-03-17,30.266
2024-03-18,30.5
2024-03-19,30.559
2024-03-20,30.527
2024-03-21,30.61
2024-03-22,30.516
2024-03-23,30.516
2024-03-24,30.516
2024-03-25,30.514
2024-03-26,30.514
2024-03-27,30.831
2024-03-28,30.713
2024-03-29,30.713
2024-03-30,30.713
2024-03-31,30.713
2024-04-01,30.679
2024-04-02,30.419
2024-04-03,30.32
2024-04-04,29.84
2024-04-05,29.817
2024-04-06,29.817
2024-04-07,29.817
2024-04-08,29.797
