,MTZ US Equity
2020-07-14,5.222
2020-07-15,5.449
2020-07-16,5.466
2020-07-17,5.501
2020-07-18,5.501
2020-07-19,5.501
2020-07-20,5.363
2020-07-21,5.668
2020-07-22,5.644
2020-07-23,5.48
2020-07-24,5.4
2020-07-25,5.4
2020-07-26,5.4
2020-07-27,5.513
2020-07-28,5.302
2020-07-29,5.376
2020-07-30,5.097
2020-07-31,5.361
2020-08-01,5.361
2020-08-02,5.361
2020-08-03,5.757
2020-08-04,5.633
2020-08-05,5.996
2020-08-06,5.892
2020-08-07,5.966
2020-08-08,5.966
2020-08-09,5.966
2020-08-10,6.097
2020-08-11,6.264
2020-08-12,6.571
2020-08-13,6.295
2020-08-14,6.232
2020-08-15,6.232
2020-08-16,6.232
2020-08-17,6.197
2020-08-18,6.124
2020-08-19,6.221
2020-08-20,6.158
2020-08-21,6.089
2020-08-22,6.089
2020-08-23,6.089
2020-08-24,6.135
2020-08-25,6.049
2020-08-26,6.137
2020-08-27,6.205
2020-08-28,6.288
2020-08-29,6.288
2020-08-30,6.288
2020-08-31,6.228
2020-09-01,6.387
2020-09-02,6.371
2020-09-03,6.075
2020-09-04,6.055
2020-09-05,6.055
2020-09-06,6.055
2020-09-07,6.055
2020-09-08,5.923
2020-09-09,5.832
2020-09-10,5.779
2020-09-11,5.786
2020-09-12,5.786
2020-09-13,5.786
2020-09-14,5.881
2020-09-15,5.721
2020-09-16,5.962
2020-09-17,6.036
2020-09-18,5.857
2020-09-19,5.857
2020-09-20,5.857
2020-09-21,5.47
2020-09-22,5.62
2020-09-23,5.621
2020-09-24,5.59
2020-09-25,5.667
2020-09-26,5.667
2020-09-27,5.667
2020-09-28,5.813
2020-09-29,5.836
2020-09-30,5.687
2020-10-01,5.593
2020-10-02,5.743
2020-10-03,5.743
2020-10-04,5.743
2020-10-05,5.916
2020-10-06,5.83
2020-10-07,6.164
2020-10-08,6.275
2020-10-09,6.301
2020-10-10,6.301
2020-10-11,6.301
2020-10-12,6.593
2020-10-13,6.435
2020-10-14,6.442
2020-10-15,6.507
2020-10-16,6.492
2020-10-17,6.492
2020-10-18,6.492
2020-10-19,6.356
2020-10-20,6.569
2020-10-21,6.451
2020-10-22,6.655
2020-10-23,6.88
2020-10-24,6.88
2020-10-25,6.88
2020-10-26,6.516
2020-10-27,6.423
2020-10-28,6.345
2020-10-29,6.516
2020-10-30,6.69
2020-10-31,6.69
2020-11-01,6.69
2020-11-02,6.799
2020-11-03,6.767
2020-11-04,7.023
2020-11-05,7.243
2020-11-06,7.136
2020-11-07,7.136
2020-11-08,7.136
2020-11-09,7.433
2020-11-10,7.412
2020-11-11,7.284
2020-11-12,7.159
2020-11-13,7.257
2020-11-14,7.257
2020-11-15,7.257
2020-11-16,7.592
2020-11-17,7.64
2020-11-18,7.544
2020-11-19,7.527
2020-11-20,7.559
2020-11-21,7.559
2020-11-22,7.559
2020-11-23,7.821
2020-11-24,7.982
2020-11-25,7.794
2020-11-26,7.794
2020-11-27,7.791
2020-11-28,7.791
2020-11-29,7.791
2020-11-30,7.643
2020-12-01,7.625
2020-12-02,7.873
2020-12-03,8.251
2020-12-04,8.435
2020-12-05,8.435
2020-12-06,8.435
2020-12-07,8.45
2020-12-08,8.66
2020-12-09,8.981
2020-12-10,9.104
2020-12-11,9.158
2020-12-12,9.158
2020-12-13,9.158
2020-12-14,8.991
2020-12-15,9.113
2020-12-16,9.032
2020-12-17,8.875
2020-12-18,8.906
2020-12-19,8.906
2020-12-20,8.906
2020-12-21,9.036
2020-12-22,9.272
2020-12-23,9.414
2020-12-24,9.416
2020-12-25,9.416
2020-12-26,9.416
2020-12-27,9.416
2020-12-28,9.488
2020-12-29,9.197
2020-12-30,9.261
2020-12-31,9.189
2021-01-01,9.189
2021-01-02,9.189
2021-01-03,9.189
2021-01-04,9.069
2021-01-05,9.333
2021-01-06,10.598
2021-01-07,10.694
2021-01-08,10.302
2021-01-09,10.302
2021-01-10,10.302
2021-01-11,10.41
2021-01-12,10.853
2021-01-13,10.524
2021-01-14,10.97
2021-01-15,10.945
2021-01-16,10.945
2021-01-17,10.945
2021-01-18,10.945
2021-01-19,10.915
2021-01-20,11.019
2021-01-21,10.877
2021-01-22,11.092
2021-01-23,11.092
2021-01-24,11.092
2021-01-25,10.771
2021-01-26,10.926
2021-01-27,10.956
2021-01-28,10.655
2021-01-29,10.398
2021-01-30,10.398
2021-01-31,10.398
2021-02-01,10.875
2021-02-02,10.879
2021-02-03,10.984
2021-02-04,11.177
2021-02-05,11.385
2021-02-06,11.385
2021-02-07,11.385
2021-02-08,11.174
2021-02-09,11.381
2021-02-10,11.411
2021-02-11,11.553
2021-02-12,11.667
2021-02-13,11.667
2021-02-14,11.667
2021-02-15,11.667
2021-02-16,11.646
2021-02-17,11.403
2021-02-18,11.286
2021-02-19,11.574
2021-02-20,11.574
2021-02-21,11.574
2021-02-22,11.76
2021-02-23,11.925
2021-02-24,12.013
2021-02-25,11.825
2021-02-26,11.691
2021-02-27,11.691
2021-02-28,11.691
2021-03-01,11.991
2021-03-02,12.032
2021-03-03,12.1
2021-03-04,11.687
2021-03-05,12.505
2021-03-06,12.505
2021-03-07,12.505
2021-03-08,12.656
2021-03-09,12.363
2021-03-10,12.907
2021-03-11,12.937
2021-03-12,13.333
2021-03-13,13.333
2021-03-14,13.333
2021-03-15,13.156
2021-03-16,12.795
2021-03-17,13.005
2021-03-18,12.447
2021-03-19,12.443
2021-03-20,12.443
2021-03-21,12.443
2021-03-22,12.284
2021-03-23,11.76
2021-03-24,11.592
2021-03-25,11.916
2021-03-26,12.147
2021-03-27,12.147
2021-03-28,12.147
2021-03-29,11.643
2021-03-30,12.221
2021-03-31,12.628
2021-04-01,12.775
2021-04-02,12.775
2021-04-03,12.775
2021-04-04,12.775
2021-04-05,13.16
2021-04-06,13.12
2021-04-07,13.093
2021-04-08,13.224
2021-04-09,13.426
2021-04-10,13.426
2021-04-11,13.426
2021-04-12,13.473
2021-04-13,13.372
2021-04-14,13.447
2021-04-15,13.282
2021-04-16,13.699
2021-04-17,13.699
2021-04-18,13.699
2021-04-19,13.53
2021-04-20,13.394
2021-04-21,13.346
2021-04-22,13.257
2021-04-23,13.698
2021-04-24,13.698
2021-04-25,13.698
2021-04-26,13.689
2021-04-27,13.895
2021-04-28,13.934
2021-04-29,14.222
2021-04-30,14.065
2021-05-01,14.065
2021-05-02,14.065
2021-05-03,14.26
2021-05-04,14.442
2021-05-05,14.523
2021-05-06,14.737
2021-05-07,14.997
2021-05-08,14.997
2021-05-09,14.997
2021-05-10,15.573
2021-05-11,15.965
2021-05-12,15.295
2021-05-13,15.74
2021-05-14,15.958
2021-05-15,15.958
2021-05-16,15.958
2021-05-17,16.195
2021-05-18,15.864
2021-05-19,15.198
2021-05-20,15.42
2021-05-21,15.636
2021-05-22,15.636
2021-05-23,15.636
2021-05-24,15.632
2021-05-25,15.476
2021-05-26,15.647
2021-05-27,15.782
2021-05-28,15.678
2021-05-29,15.678
2021-05-30,15.678
2021-05-31,15.678
2021-06-01,15.822
2021-06-02,15.832
2021-06-03,16.082
2021-06-04,16.098
2021-06-05,16.098
2021-06-06,16.098
2021-06-07,16.106
2021-06-08,16.342
2021-06-09,16.263
2021-06-10,15.867
2021-06-11,15.798
2021-06-12,15.798
2021-06-13,15.798
2021-06-14,15.376
2021-06-15,15.352
2021-06-16,14.697
2021-06-17,14.111
2021-06-18,13.505
2021-06-19,13.505
2021-06-20,13.505
2021-06-21,13.96
2021-06-22,13.902
2021-06-23,13.929
2021-06-24,14.427
2021-06-25,14.512
2021-06-26,14.512
2021-06-27,14.512
2021-06-28,14.332
2021-06-29,14.178
2021-06-30,14.299
2021-07-01,14.344
2021-07-02,14.247
2021-07-03,14.247
2021-07-04,14.247
2021-07-05,14.247
2021-07-06,13.833
2021-07-07,13.776
2021-07-08,13.615
2021-07-09,14.036
2021-07-10,14.036
2021-07-11,14.036
2021-07-12,14.168
2021-07-13,13.98
2021-07-14,13.74
2021-07-15,13.683
2021-07-16,13.367
2021-07-17,13.367
2021-07-18,13.367
2021-07-19,13.032
2021-07-20,13.509
2021-07-21,13.646
2021-07-22,13.398
2021-07-23,13.534
2021-07-24,13.534
2021-07-25,13.534
2021-07-26,13.457
2021-07-27,13.361
2021-07-28,13.671
2021-07-29,13.77
2021-07-30,13.643
2021-07-31,13.643
2021-08-01,13.643
2021-08-02,13.472
2021-08-03,13.698
2021-08-04,13.24
2021-08-05,13.532
2021-08-06,12.702
2021-08-07,12.702
2021-08-08,12.702
2021-08-09,12.451
2021-08-10,12.317
2021-08-11,12.471
2021-08-12,12.47
2021-08-13,12.297
2021-08-14,12.297
2021-08-15,12.297
2021-08-16,12.135
2021-08-17,11.987
2021-08-18,11.798
2021-08-19,11.711
2021-08-20,11.805
2021-08-21,11.805
2021-08-22,11.805
2021-08-23,11.888
2021-08-24,12.197
2021-08-25,12.453
2021-08-26,12.12
2021-08-27,12.306
2021-08-28,12.306
2021-08-29,12.306
2021-08-30,12.235
2021-08-31,12.063
2021-09-01,11.741
2021-09-02,12.278
2021-09-03,12.112
2021-09-04,12.112
2021-09-05,12.112
2021-09-06,12.112
2021-09-07,12.133
2021-09-08,12.191
2021-09-09,11.922
2021-09-10,11.718
2021-09-11,11.718
2021-09-12,11.718
2021-09-13,11.958
2021-09-14,11.88
2021-09-15,12.219
2021-09-16,11.918
2021-09-17,11.822
2021-09-18,11.822
2021-09-19,11.822
2021-09-20,11.513
2021-09-21,11.315
2021-09-22,11.338
2021-09-23,11.496
2021-09-24,11.471
2021-09-25,11.471
2021-09-26,11.471
2021-09-27,11.781
2021-09-28,11.734
2021-09-29,11.673
2021-09-30,11.383
2021-10-01,11.781
2021-10-02,11.781
2021-10-03,11.781
2021-10-04,11.672
2021-10-05,11.755
2021-10-06,11.434
2021-10-07,11.669
2021-10-08,11.607
2021-10-09,11.607
2021-10-10,11.607
2021-10-11,11.305
2021-10-12,11.331
2021-10-13,11.223
2021-10-14,11.439
2021-10-15,11.712
2021-10-16,11.712
2021-10-17,11.712
2021-10-18,11.737
2021-10-19,11.795
2021-10-20,11.875
2021-10-21,12.06
2021-10-22,12.022
2021-10-23,12.022
2021-10-24,12.022
2021-10-25,12.113
2021-10-26,12.086
2021-10-27,11.76
2021-10-28,12.174
2021-10-29,12.102
2021-10-30,12.102
2021-10-31,12.102
2021-11-01,12.356
2021-11-02,11.868
2021-11-03,11.867
2021-11-04,11.828
2021-11-05,12.396
2021-11-06,12.396
2021-11-07,12.396
2021-11-08,13.1
2021-11-09,12.694
2021-11-10,12.528
2021-11-11,12.588
2021-11-12,12.582
2021-11-13,12.582
2021-11-14,12.582
2021-11-15,12.329
2021-11-16,12.583
2021-11-17,12.456
2021-11-18,12.729
2021-11-19,13.282
2021-11-20,13.282
2021-11-21,13.282
2021-11-22,12.874
2021-11-23,13.359
2021-11-24,13.229
2021-11-25,13.229
2021-11-26,12.853
2021-11-27,12.853
2021-11-28,12.853
2021-11-29,12.862
2021-11-30,12.123
2021-12-01,11.862
2021-12-02,12.108
2021-12-03,11.712
2021-12-04,11.712
2021-12-05,11.712
2021-12-06,12.112
2021-12-07,12.612
2021-12-08,12.504
2021-12-09,12.266
2021-12-10,12.094
2021-12-11,12.094
2021-12-12,12.094
2021-12-13,11.806
2021-12-14,12.031
2021-12-15,12.008
2021-12-16,11.91
2021-12-17,12.147
2021-12-18,12.147
2021-12-19,12.147
2021-12-20,11.681
2021-12-21,11.637
2021-12-22,11.701
2021-12-23,11.77
2021-12-24,11.77
2021-12-25,11.77
2021-12-26,11.77
2021-12-27,11.866
2021-12-28,11.842
2021-12-29,11.845
2021-12-30,11.859
2021-12-31,11.898
2022-01-01,11.898
2022-01-02,11.898
2022-01-03,12.143
2022-01-04,12.388
2022-01-05,12.13
2022-01-06,12.182
2022-01-07,12.114
2022-01-08,12.114
2022-01-09,12.114
2022-01-10,12.216
2022-01-11,12.451
2022-01-12,12.109
2022-01-13,12.336
2022-01-14,12.593
2022-01-15,12.593
2022-01-16,12.593
2022-01-17,12.593
2022-01-18,12.3
2022-01-19,11.87
2022-01-20,11.767
2022-01-21,11.602
2022-01-22,11.602
2022-01-23,11.602
2022-01-24,11.691
2022-01-25,11.435
2022-01-26,11.294
2022-01-27,10.922
2022-01-28,11.116
2022-01-29,11.116
2022-01-30,11.116
2022-01-31,11.247
2022-02-01,11.391
2022-02-02,11.124
2022-02-03,11.045
2022-02-04,11.079
2022-02-05,11.079
2022-02-06,11.079
2022-02-07,11.162
2022-02-08,11.528
2022-02-09,11.99
2022-02-10,11.773
2022-02-11,11.634
2022-02-12,11.634
2022-02-13,11.634
2022-02-14,11.648
2022-02-15,12.11
2022-02-16,12.279
2022-02-17,12.128
2022-02-18,11.93
2022-02-19,11.93
2022-02-20,11.93
2022-02-21,11.93
2022-02-22,11.495
2022-02-23,11.231
2022-02-24,11.745
2022-02-25,10.208
2022-02-26,10.208
2022-02-27,10.208
2022-02-28,10.247
2022-03-01,10.112
2022-03-02,10.229
2022-03-03,10.157
2022-03-04,9.9
2022-03-05,9.9
2022-03-06,9.9
2022-03-07,9.508
2022-03-08,10.282
2022-03-09,10.521
2022-03-10,10.833
2022-03-11,11.285
2022-03-12,11.285
2022-03-13,11.285
2022-03-14,10.95
2022-03-15,10.958
2022-03-16,11.357
2022-03-17,11.529
2022-03-18,11.705
2022-03-19,11.705
2022-03-20,11.705
2022-03-21,11.632
2022-03-22,11.708
2022-03-23,11.46
2022-03-24,11.488
2022-03-25,11.582
2022-03-26,11.582
2022-03-27,11.582
2022-03-28,11.389
2022-03-29,11.49
2022-03-30,11.384
2022-03-31,11.512
2022-04-01,11.578
2022-04-02,11.578
2022-04-03,11.578
2022-04-04,10.908
2022-04-05,10.586
2022-04-06,10.352
2022-04-07,10.266
2022-04-08,10.367
2022-04-09,10.367
2022-04-10,10.367
2022-04-11,10.508
2022-04-12,10.46
2022-04-13,10.241
2022-04-14,10.391
2022-04-15,10.391
2022-04-16,10.391
2022-04-17,10.391
2022-04-18,10.266
2022-04-19,10.549
2022-04-20,10.631
2022-04-21,10.285
2022-04-22,9.867
2022-04-23,9.867
2022-04-24,9.867
2022-04-25,9.789
2022-04-26,9.419
2022-04-27,9.424
2022-04-28,9.487
2022-04-29,9.382
2022-04-30,9.382
2022-05-01,9.382
2022-05-02,9.479
2022-05-03,9.607
2022-05-04,10.02
2022-05-05,9.699
2022-05-06,10.036
2022-05-07,10.036
2022-05-08,10.036
2022-05-09,9.96
2022-05-10,10.097
2022-05-11,10.029
2022-05-12,10.085
2022-05-13,10.365
2022-05-14,10.365
2022-05-15,10.365
2022-05-16,10.424
2022-05-17,10.663
2022-05-18,10.654
2022-05-19,10.676
2022-05-20,10.956
2022-05-21,10.956
2022-05-22,10.956
2022-05-23,10.867
2022-05-24,10.8
2022-05-25,11.192
2022-05-26,11.453
2022-05-27,11.617
2022-05-28,11.617
2022-05-29,11.617
2022-05-30,11.617
2022-05-31,11.522
2022-06-01,11.515
2022-06-02,11.465
2022-06-03,11.185
2022-06-04,11.185
2022-06-05,11.185
2022-06-06,11.716
2022-06-07,12.014
2022-06-08,11.847
2022-06-09,11.742
2022-06-10,11.363
2022-06-11,11.363
2022-06-12,11.363
2022-06-13,10.881
2022-06-14,10.609
2022-06-15,10.402
2022-06-16,9.465
2022-06-17,9.566
2022-06-18,9.566
2022-06-19,9.566
2022-06-20,9.566
2022-06-21,10.15
2022-06-22,9.996
2022-06-23,9.704
2022-06-24,10.141
2022-06-25,10.141
2022-06-26,10.141
2022-06-27,10.342
2022-06-28,10.034
2022-06-29,9.828
2022-06-30,9.877
2022-07-01,9.935
2022-07-02,9.935
2022-07-03,9.935
2022-07-04,9.935
2022-07-05,9.897
2022-07-06,9.768
2022-07-07,10.058
2022-07-08,10.014
2022-07-09,10.014
2022-07-10,10.014
2022-07-11,9.883
2022-07-12,10.082
2022-07-13,10.116
2022-07-14,10.044
2022-07-15,10.117
2022-07-16,10.117
2022-07-17,10.117
2022-07-18,10.011
2022-07-19,10.459
2022-07-20,10.421
2022-07-21,10.387
2022-07-22,10.281
2022-07-23,10.281
2022-07-24,10.281
2022-07-25,9.582
2022-07-26,10.05
2022-07-27,10.378
2022-07-28,11.068
2022-07-29,11.064
2022-07-30,11.064
2022-07-31,11.064
2022-08-01,10.952
2022-08-02,11.089
2022-08-03,11.574
2022-08-04,11.649
2022-08-05,11.802
2022-08-06,11.802
2022-08-07,11.802
2022-08-08,11.662
2022-08-09,11.497
2022-08-10,11.548
2022-08-11,11.72
2022-08-12,11.921
2022-08-13,11.921
2022-08-14,11.921
2022-08-15,11.789
2022-08-16,11.816
2022-08-17,11.726
2022-08-18,11.898
2022-08-19,11.773
2022-08-20,11.773
2022-08-21,11.773
2022-08-22,11.609
2022-08-23,11.792
2022-08-24,12.126
2022-08-25,12.224
2022-08-26,12.007
2022-08-27,12.007
2022-08-28,12.007
2022-08-29,12.193
2022-08-30,11.778
2022-08-31,11.706
2022-09-01,11.537
2022-09-02,11.473
2022-09-03,11.473
2022-09-04,11.473
2022-09-05,11.473
2022-09-06,11.299
2022-09-07,11.645
2022-09-08,11.6
2022-09-09,11.998
2022-09-10,11.998
2022-09-11,11.998
2022-09-12,12.084
2022-09-13,11.904
2022-09-14,12.062
2022-09-15,11.955
2022-09-16,11.752
2022-09-17,11.752
2022-09-18,11.752
2022-09-19,11.865
2022-09-20,11.625
2022-09-21,11.381
2022-09-22,11.054
2022-09-23,10.594
2022-09-24,10.594
2022-09-25,10.594
2022-09-26,10.423
2022-09-27,10.19
2022-09-28,10.28
2022-09-29,9.528
2022-09-30,9.223
2022-10-01,9.223
2022-10-02,9.223
2022-10-03,9.715
2022-10-04,10.028
2022-10-05,9.869
2022-10-06,9.804
2022-10-07,9.518
2022-10-08,9.518
2022-10-09,9.518
2022-10-10,9.185
2022-10-11,9.377
2022-10-12,9.518
2022-10-13,10.19
2022-10-14,9.871
2022-10-15,9.871
2022-10-16,9.871
2022-10-17,10.253
2022-10-18,10.558
2022-10-19,10.562
2022-10-20,10.691
2022-10-21,10.878
2022-10-22,10.878
2022-10-23,10.878
2022-10-24,10.916
2022-10-25,11.031
2022-10-26,10.955
2022-10-27,10.93
2022-10-28,11.084
2022-10-29,11.084
2022-10-30,11.084
2022-10-31,11.136
2022-11-01,11.329
2022-11-02,10.821
2022-11-03,10.503
2022-11-04,12.663
2022-11-05,12.663
2022-11-06,12.663
2022-11-07,13.882
2022-11-08,13.755
2022-11-09,13.477
2022-11-10,14.445
2022-11-11,15.098
2022-11-12,15.098
2022-11-13,15.098
2022-11-14,14.363
2022-11-15,14.53
2022-11-16,14.482
2022-11-17,14.448
2022-11-18,14.768
2022-11-19,14.768
2022-11-20,14.768
2022-11-21,14.774
2022-11-22,14.519
2022-11-23,14.184
2022-11-24,14.184
2022-11-25,14.329
2022-11-26,14.329
2022-11-27,14.329
2022-11-28,13.66
2022-11-29,13.78
2022-11-30,14.331
2022-12-01,14.053
2022-12-02,13.782
2022-12-03,13.782
2022-12-04,13.782
2022-12-05,13.657
2022-12-06,13.67
2022-12-07,13.703
2022-12-08,14.038
2022-12-09,13.93
2022-12-10,13.93
2022-12-11,13.93
2022-12-12,13.747
2022-12-13,14.099
2022-12-14,14.066
2022-12-15,13.653
2022-12-16,13.122
2022-12-17,13.122
2022-12-18,13.122
2022-12-19,13.108
2022-12-20,13.131
2022-12-21,13.29
2022-12-22,12.815
2022-12-23,12.821
2022-12-24,12.821
2022-12-25,12.821
2022-12-26,12.821
2022-12-27,12.752
2022-12-28,12.54
2022-12-29,12.774
2022-12-30,12.915
2022-12-31,12.915
2023-01-01,12.915
2023-01-02,12.915
2023-01-03,13.057
2023-01-04,13.203
2023-01-05,13.34
2023-01-06,13.867
2023-01-07,13.867
2023-01-08,13.867
2023-01-09,14.227
2023-01-10,14.516
2023-01-11,14.527
2023-01-12,14.615
2023-01-13,14.839
2023-01-14,14.839
2023-01-15,14.839
2023-01-16,14.839
2023-01-17,14.392
2023-01-18,14.179
2023-01-19,14.018
2023-01-20,14.673
2023-01-21,14.673
2023-01-22,14.673
2023-01-23,14.972
2023-01-24,14.938
2023-01-25,14.852
2023-01-26,14.929
2023-01-27,14.94
2023-01-28,14.94
2023-01-29,14.94
2023-01-30,14.904
2023-01-31,15.187
2023-02-01,15.108
2023-02-02,15.218
2023-02-03,15.254
2023-02-04,15.254
2023-02-05,15.254
2023-02-06,15.073
2023-02-07,15.243
2023-02-08,14.896
2023-02-09,14.668
2023-02-10,14.632
2023-02-11,14.632
2023-02-12,14.632
2023-02-13,14.826
2023-02-14,15.041
2023-02-15,15.313
2023-02-16,15.358
2023-02-17,14.976
2023-02-18,14.976
2023-02-19,14.976
2023-02-20,14.976
2023-02-21,14.435
2023-02-22,14.481
2023-02-23,15.052
2023-02-24,15.189
2023-02-25,15.189
2023-02-26,15.189
2023-02-27,15.109
2023-02-28,15.274
2023-03-01,15.759
2023-03-02,15.957
2023-03-03,15.932
2023-03-04,15.932
2023-03-05,15.932
2023-03-06,15.837
2023-03-07,15.471
2023-03-08,15.432
2023-03-09,15.18
2023-03-10,14.861
2023-03-11,14.861
2023-03-12,14.861
2023-03-13,14.335
2023-03-14,14.44
2023-03-15,13.521
2023-03-16,13.786
2023-03-17,13.479
2023-03-18,13.479
2023-03-19,13.479
2023-03-20,13.671
2023-03-21,13.913
2023-03-22,13.503
2023-03-23,13.608
2023-03-24,14.159
2023-03-25,14.159
2023-03-26,14.159
2023-03-27,14.549
2023-03-28,14.657
2023-03-29,14.704
2023-03-30,14.723
2023-03-31,14.789
2023-04-01,14.789
2023-04-02,14.789
2023-04-03,14.727
2023-04-04,13.884
2023-04-05,13.782
2023-04-06,13.703
2023-04-07,13.703
2023-04-08,13.703
2023-04-09,13.703
2023-04-10,14.132
2023-04-11,14.193
2023-04-12,14.167
2023-04-13,14.071
2023-04-14,13.841
2023-04-15,13.841
2023-04-16,13.841
2023-04-17,13.986
2023-04-18,13.842
2023-04-19,13.813
2023-04-20,13.85
2023-04-21,13.472
2023-04-22,13.472
2023-04-23,13.472
2023-04-24,13.762
2023-04-25,13.565
2023-04-26,13.365
2023-04-27,13.686
2023-04-28,13.931
2023-04-29,13.931
2023-04-30,13.931
2023-05-01,13.718
2023-05-02,13.65
2023-05-03,13.757
2023-05-04,13.44
2023-05-05,14.222
2023-05-06,14.222
2023-05-07,14.222
2023-05-08,14.069
2023-05-09,14.456
2023-05-10,14.509
2023-05-11,14.591
2023-05-12,15.255
2023-05-13,15.255
2023-05-14,15.255
2023-05-15,15.585
2023-05-16,15.378
2023-05-17,15.453
2023-05-18,15.872
2023-05-19,15.561
2023-05-20,15.561
2023-05-21,15.561
2023-05-22,15.736
2023-05-23,15.567
2023-05-24,15.169
2023-05-25,15.49
2023-05-26,15.784
2023-05-27,15.784
2023-05-28,15.784
2023-05-29,15.784
2023-05-30,16.415
2023-05-31,16.285
2023-06-01,16.357
2023-06-02,16.961
2023-06-03,16.961
2023-06-04,16.961
2023-06-05,17.062
2023-06-06,17.248
2023-06-07,17.563
2023-06-08,17.799
2023-06-09,17.664
2023-06-10,17.664
2023-06-11,17.664
2023-06-12,17.656
2023-06-13,17.685
2023-06-14,17.307
2023-06-15,17.548
2023-06-16,17.669
2023-06-17,17.669
2023-06-18,17.669
2023-06-19,17.669
2023-06-20,17.628
2023-06-21,18.176
2023-06-22,18.213
