,ES US Equity
2023-06-27,14.816
2023-06-28,14.459
2023-06-29,14.486
2023-06-30,14.735
2023-07-01,14.735
2023-07-02,14.735
2023-07-03,14.762
2023-07-04,14.762
2023-07-05,14.885
2023-07-06,14.831
2023-07-07,14.716
2023-07-08,14.716
2023-07-09,14.716
2023-07-10,14.623
2023-07-11,14.826
2023-07-12,15.047
2023-07-13,15.175
2023-07-14,15.13
2023-07-15,15.13
2023-07-16,15.13
2023-07-17,15.0
2023-07-18,14.84
2023-07-19,14.994
2023-07-20,15.283
2023-07-21,15.446
2023-07-22,15.446
2023-07-23,15.446
2023-07-24,15.319
2023-07-25,15.359
2023-07-26,15.303
2023-07-27,15.022
2023-07-28,14.99
2023-07-29,14.99
2023-07-30,14.99
2023-07-31,15.038
2023-08-01,14.654
2023-08-02,14.54
2023-08-03,14.19
2023-08-04,14.007
2023-08-05,14.007
2023-08-06,14.007
2023-08-07,13.973
2023-08-08,13.944
2023-08-09,14.017
2023-08-10,13.819
2023-08-11,13.965
2023-08-12,13.965
2023-08-13,13.965
2023-08-14,13.819
2023-08-15,13.386
2023-08-16,13.419
2023-08-17,13.411
2023-08-18,13.43
2023-08-19,13.43
2023-08-20,13.43
2023-08-21,13.3
2023-08-22,13.316
2023-08-23,13.37
2023-08-24,13.337
2023-08-25,13.587
2023-08-26,13.587
2023-08-27,13.587
2023-08-28,13.587
2023-08-29,13.62
2023-08-30,13.431
2023-08-31,13.306
2023-09-01,13.145
2023-09-02,13.145
2023-09-03,13.145
2023-09-04,13.145
2023-09-05,12.797
2023-09-06,12.705
2023-09-07,12.782
2023-09-08,12.934
2023-09-09,12.934
2023-09-10,12.934
2023-09-11,12.987
2023-09-12,12.993
2023-09-13,13.199
2023-09-14,13.426
2023-09-15,13.378
2023-09-16,13.378
2023-09-17,13.378
2023-09-18,13.395
2023-09-19,13.291
2023-09-20,13.326
2023-09-21,13.337
2023-09-22,13.178
2023-09-23,13.178
2023-09-24,13.178
2023-09-25,13.015
2023-09-26,12.573
2023-09-27,12.375
2023-09-28,12.078
2023-09-29,12.245
2023-09-30,12.245
2023-10-01,12.245
2023-10-02,11.735
2023-10-03,11.803
2023-10-04,11.815
2023-10-05,11.626
2023-10-06,11.752
2023-10-07,11.752
2023-10-08,11.752
2023-10-09,12.053
2023-10-10,12.272
2023-10-11,12.417
2023-10-12,11.514
2023-10-13,11.681
2023-10-14,11.681
2023-10-15,11.681
2023-10-16,11.989
2023-10-17,11.842
2023-10-18,11.642
2023-10-19,11.516
2023-10-20,11.431
2023-10-21,11.431
2023-10-22,11.431
2023-10-23,11.226
2023-10-24,11.562
2023-10-25,11.61
2023-10-26,11.597
2023-10-27,11.383
2023-10-28,11.383
2023-10-29,11.383
2023-10-30,11.432
2023-10-31,11.518
2023-11-01,11.368
2023-11-02,11.623
2023-11-03,11.869
2023-11-04,11.869
2023-11-05,11.869
2023-11-06,12.114
2023-11-07,12.074
2023-11-08,11.932
2023-11-09,11.622
2023-11-10,11.527
2023-11-11,11.527
2023-11-12,11.527
2023-11-13,11.362
2023-11-14,12.048
2023-11-15,12.267
2023-11-16,12.316
2023-11-17,12.537
2023-11-18,12.537
2023-11-19,12.537
2023-11-20,12.492
2023-11-21,12.603
2023-11-22,12.755
2023-11-23,12.755
2023-11-24,12.697
2023-11-25,12.697
2023-11-26,12.697
2023-11-27,12.65
2023-11-28,12.844
2023-11-29,12.797
2023-11-30,12.732
2023-12-01,13.026
2023-12-02,13.026
2023-12-03,13.026
2023-12-04,13.007
2023-12-05,12.899
2023-12-06,12.987
2023-12-07,12.938
2023-12-08,12.784
2023-12-09,12.784
2023-12-10,12.784
2023-12-11,12.937
2023-12-12,12.814
2023-12-13,13.427
2023-12-14,13.523
2023-12-15,13.301
2023-12-16,13.301
2023-12-17,13.301
2023-12-18,13.335
2023-12-19,13.253
2023-12-20,13.023
2023-12-21,13.105
2023-12-22,13.141
2023-12-23,13.141
2023-12-24,13.141
2023-12-25,13.141
2023-12-26,13.219
2023-12-27,13.202
2023-12-28,13.331
2023-12-29,13.279
2023-12-30,13.279
2023-12-31,13.279
2024-01-01,13.279
2024-01-02,13.726
2024-01-03,13.844
2024-01-04,13.543
2024-01-05,13.366
2024-01-06,13.366
2024-01-07,13.366
2024-01-08,13.58
2024-01-09,12.555
2024-01-10,12.703
2024-01-11,12.433
2024-01-12,12.386
2024-01-13,12.386
2024-01-14,12.386
2024-01-15,12.386
2024-01-16,12.247
2024-01-17,11.954
2024-01-18,11.788
2024-01-19,11.659
2024-01-20,11.659
2024-01-21,11.659
2024-01-22,11.552
2024-01-23,11.636
2024-01-24,11.705
2024-01-25,12.029
2024-01-26,12.086
2024-01-27,12.086
2024-01-28,12.086
2024-01-29,12.094
2024-01-30,12.018
2024-01-31,11.888
2024-02-01,12.27
2024-02-02,12.103
2024-02-03,12.103
2024-02-04,12.103
2024-02-05,11.772
2024-02-06,11.783
2024-02-07,11.794
2024-02-08,11.855
2024-02-09,12.055
2024-02-10,12.055
2024-02-11,12.055
2024-02-12,12.168
2024-02-13,11.979
2024-02-14,12.491
2024-02-15,12.799
2024-02-16,12.854
2024-02-17,12.854
2024-02-18,12.854
2024-02-19,12.854
2024-02-20,12.559
2024-02-21,12.755
2024-02-22,12.688
2024-02-23,12.854
2024-02-24,12.854
2024-02-25,12.854
2024-02-26,12.585
2024-02-27,12.941
2024-02-28,12.797
2024-02-29,12.816
2024-03-01,12.753
2024-03-02,12.753
2024-03-03,12.753
2024-03-04,13.022
2024-03-05,12.851
2024-03-06,12.931
2024-03-07,13.134
2024-03-08,13.28
2024-03-09,13.28
2024-03-10,13.28
2024-03-11,13.406
2024-03-12,13.221
2024-03-13,13.061
2024-03-14,13.049
2024-03-15,13.018
2024-03-16,13.018
2024-03-17,13.018
2024-03-18,13.027
2024-03-19,12.992
2024-03-20,13.082
2024-03-21,12.791
2024-03-22,12.791
2024-03-23,12.791
2024-03-24,12.791
2024-03-25,12.667
2024-03-26,12.396
2024-03-27,12.988
2024-03-28,13.162
2024-03-29,13.162
2024-03-30,13.162
2024-03-31,13.162
2024-04-01,12.966
2024-04-02,13.052
2024-04-03,12.867
2024-04-04,12.975
2024-04-05,12.913
2024-04-06,12.913
2024-04-07,12.913
2024-04-08,13.125
