,FE US Equity
2023-06-24,13.878
2023-06-25,13.878
2023-06-26,13.979
2023-06-27,14.012
2023-06-28,13.824
2023-06-29,13.922
2023-06-30,14.019
2023-07-01,14.019
2023-07-02,14.019
2023-07-03,14.069
2023-07-04,14.069
2023-07-05,14.257
2023-07-06,14.098
2023-07-07,13.979
2023-07-08,13.979
2023-07-09,13.979
2023-07-10,13.907
2023-07-11,14.033
2023-07-12,14.225
2023-07-13,14.369
2023-07-14,14.333
2023-07-15,14.333
2023-07-16,14.333
2023-07-17,14.149
2023-07-18,14.008
2023-07-19,14.124
2023-07-20,14.304
2023-07-21,14.488
2023-07-22,14.488
2023-07-23,14.488
2023-07-24,14.455
2023-07-25,14.473
2023-07-26,14.462
2023-07-27,14.181
2023-07-28,14.217
2023-07-29,14.217
2023-07-30,14.217
2023-07-31,14.198
2023-08-01,14.053
2023-08-02,13.92
2023-08-03,13.373
2023-08-04,13.198
2023-08-05,13.198
2023-08-06,13.198
2023-08-07,13.133
2023-08-08,13.293
2023-08-09,13.187
2023-08-10,13.237
2023-08-11,13.445
2023-08-12,13.445
2023-08-13,13.445
2023-08-14,13.437
2023-08-15,13.134
2023-08-16,13.211
2023-08-17,13.076
2023-08-18,13.185
2023-08-19,13.185
2023-08-20,13.185
2023-08-21,13.083
2023-08-22,13.13
2023-08-23,13.247
2023-08-24,13.108
2023-08-25,13.192
2023-08-26,13.192
2023-08-27,13.192
2023-08-28,13.232
2023-08-29,13.261
2023-08-30,13.199
2023-08-31,13.119
2023-09-01,12.991
2023-09-02,12.991
2023-09-03,12.991
2023-09-04,12.991
2023-09-05,12.725
2023-09-06,12.772
2023-09-07,12.907
2023-09-08,12.965
2023-09-09,12.965
2023-09-10,12.965
2023-09-11,12.941
2023-09-12,13.047
2023-09-13,13.152
2023-09-14,13.418
2023-09-15,13.425
2023-09-16,13.425
2023-09-17,13.425
2023-09-18,13.374
2023-09-19,13.385
2023-09-20,13.297
2023-09-21,13.167
2023-09-22,13.112
2023-09-23,13.112
2023-09-24,13.112
2023-09-25,13.065
2023-09-26,12.843
2023-09-27,12.817
2023-09-28,12.574
2023-09-29,12.432
2023-09-30,12.432
2023-10-01,12.432
2023-10-02,11.857
2023-10-03,12.225
2023-10-04,12.217
2023-10-05,12.286
2023-10-06,12.457
2023-10-07,12.457
2023-10-08,12.457
2023-10-09,12.646
2023-10-10,12.737
2023-10-11,12.897
2023-10-12,12.849
2023-10-13,12.958
2023-10-14,12.958
2023-10-15,12.958
2023-10-16,13.162
2023-10-17,13.138
2023-10-18,13.043
2023-10-19,12.985
2023-10-20,12.851
2023-10-21,12.851
2023-10-22,12.851
2023-10-23,12.745
2023-10-24,13.004
2023-10-25,13.026
2023-10-26,13.135
2023-10-27,12.816
2023-10-28,12.816
2023-10-29,12.816
2023-10-30,12.914
2023-10-31,12.987
2023-11-01,13.205
2023-11-02,13.396
2023-11-03,13.487
2023-11-04,13.487
2023-11-05,13.487
2023-11-06,13.324
2023-11-07,13.373
2023-11-08,13.221
2023-11-09,13.11
2023-11-10,13.076
2023-11-11,13.076
2023-11-12,13.076
2023-11-13,13.01
2023-11-14,13.569
2023-11-15,13.639
2023-11-16,13.721
2023-11-17,13.773
2023-11-18,13.773
2023-11-19,13.773
2023-11-20,13.865
2023-11-21,13.95
2023-11-22,13.906
2023-11-23,13.906
2023-11-24,13.943
2023-11-25,13.943
2023-11-26,13.943
2023-11-27,13.891
2023-11-28,13.821
2023-11-29,13.786
2023-11-30,13.771
2023-12-01,13.928
2023-12-02,13.928
2023-12-03,13.928
2023-12-04,13.857
2023-12-05,13.812
2023-12-06,13.962
2023-12-07,13.906
2023-12-08,13.824
2023-12-09,13.824
2023-12-10,13.824
2023-12-11,13.891
2023-12-12,13.786
2023-12-13,14.357
2023-12-14,14.123
2023-12-15,13.792
2023-12-16,13.792
2023-12-17,13.792
2023-12-18,13.732
2023-12-19,13.785
2023-12-20,13.512
2023-12-21,13.564
2023-12-22,13.527
2023-12-23,13.527
2023-12-24,13.527
2023-12-25,13.527
2023-12-26,13.568
2023-12-27,13.561
2023-12-28,13.662
2023-12-29,13.688
2023-12-30,13.688
2023-12-31,13.688
2024-01-01,13.688
2024-01-02,13.964
2024-01-03,14.098
2024-01-04,14.11
2024-01-05,14.237
2024-01-06,14.237
2024-01-07,14.237
2024-01-08,14.303
2024-01-09,14.355
2024-01-10,14.437
2024-01-11,14.116
2024-01-12,14.245
2024-01-13,14.245
2024-01-14,14.245
2024-01-15,14.245
2024-01-16,14.042
2024-01-17,13.849
2024-01-18,13.767
2024-01-19,13.73
2024-01-20,13.73
2024-01-21,13.73
2024-01-22,13.596
2024-01-23,13.612
2024-01-24,13.321
2024-01-25,13.521
2024-01-26,13.476
2024-01-27,13.476
2024-01-28,13.476
2024-01-29,13.624
2024-01-30,13.617
2024-01-31,13.587
2024-02-01,13.824
2024-02-02,13.628
2024-02-03,13.628
2024-02-04,13.628
2024-02-05,13.377
2024-02-06,13.377
2024-02-07,13.384
2024-02-08,13.369
2024-02-09,13.932
2024-02-10,13.932
2024-02-11,13.932
2024-02-12,14.093
2024-02-13,13.767
2024-02-14,13.759
2024-02-15,13.897
2024-02-16,13.931
2024-02-17,13.931
2024-02-18,13.931
2024-02-19,13.931
2024-02-20,13.862
2024-02-21,14.107
2024-02-22,13.913
2024-02-23,13.95
2024-02-24,13.95
2024-02-25,13.95
2024-02-26,13.607
2024-02-27,13.752
2024-02-28,13.741
2024-02-29,13.655
2024-03-01,13.614
2024-03-02,13.614
2024-03-03,13.614
2024-03-04,13.902
2024-03-05,13.805
2024-03-06,13.972
2024-03-07,14.114
2024-03-08,14.207
2024-03-09,14.207
2024-03-10,14.207
2024-03-11,14.361
2024-03-12,14.106
2024-03-13,14.181
2024-03-14,14.155
2024-03-15,14.129
2024-03-16,14.129
2024-03-17,14.129
2024-03-18,14.215
2024-03-19,14.249
2024-03-20,14.234
2024-03-21,14.237
2024-03-22,14.215
2024-03-23,14.215
2024-03-24,14.215
2024-03-25,14.271
2024-03-26,14.059
2024-03-27,14.308
2024-03-28,14.368
2024-03-29,14.368
2024-03-30,14.368
2024-03-31,14.368
2024-04-01,14.275
2024-04-02,14.285
2024-04-03,14.147
2024-04-04,14.195
2024-04-05,14.104
2024-04-06,14.104
2024-04-07,14.104
2024-04-08,14.237
