,JAZZ US Equity
2023-06-23,6.502
2023-06-24,6.502
2023-06-25,6.502
2023-06-26,6.514
2023-06-27,6.424
2023-06-28,6.38
2023-06-29,6.44
2023-06-30,6.456
2023-07-01,6.456
2023-07-02,6.456
2023-07-03,6.465
2023-07-04,6.465
2023-07-05,6.439
2023-07-06,6.362
2023-07-07,6.354
2023-07-08,6.354
2023-07-09,6.354
2023-07-10,6.448
2023-07-11,6.621
2023-07-12,6.525
2023-07-13,6.604
2023-07-14,6.601
2023-07-15,6.601
2023-07-16,6.601
2023-07-17,6.574
2023-07-18,6.74
2023-07-19,6.835
2023-07-20,6.674
2023-07-21,6.814
2023-07-22,6.814
2023-07-23,6.814
2023-07-24,6.865
2023-07-25,6.862
2023-07-26,6.807
2023-07-27,6.776
2023-07-28,6.812
2023-07-29,6.812
2023-07-30,6.812
2023-07-31,6.789
2023-08-01,6.743
2023-08-02,6.777
2023-08-03,6.744
2023-08-04,6.774
2023-08-05,6.774
2023-08-06,6.774
2023-08-07,6.846
2023-08-08,6.884
2023-08-09,6.709
2023-08-10,6.782
2023-08-11,7.084
2023-08-12,7.084
2023-08-13,7.084
2023-08-14,7.117
2023-08-15,7.116
2023-08-16,7.018
2023-08-17,7.011
2023-08-18,7.031
2023-08-19,7.031
2023-08-20,7.031
2023-08-21,7.038
2023-08-22,7.119
2023-08-23,7.02
2023-08-24,6.999
2023-08-25,7.124
2023-08-26,7.124
2023-08-27,7.124
2023-08-28,7.167
2023-08-29,7.249
2023-08-30,7.329
2023-08-31,7.231
2023-09-01,7.255
2023-09-02,7.255
2023-09-03,7.255
2023-09-04,7.255
2023-09-05,7.012
2023-09-06,6.892
2023-09-07,6.85
2023-09-08,6.884
2023-09-09,6.884
2023-09-10,6.884
2023-09-11,6.887
2023-09-12,6.858
2023-09-13,6.777
2023-09-14,6.762
2023-09-15,6.694
2023-09-16,6.694
2023-09-17,6.694
2023-09-18,6.688
2023-09-19,6.662
2023-09-20,6.757
2023-09-21,6.707
2023-09-22,6.657
2023-09-23,6.657
2023-09-24,6.657
2023-09-25,6.695
2023-09-26,6.724
2023-09-27,6.631
2023-09-28,6.604
2023-09-29,6.524
2023-09-30,6.524
2023-10-01,6.524
2023-10-02,6.437
2023-10-03,6.396
2023-10-04,6.418
2023-10-05,6.482
2023-10-06,6.518
2023-10-07,6.518
2023-10-08,6.518
2023-10-09,6.515
2023-10-10,6.587
2023-10-11,6.57
2023-10-12,6.467
2023-10-13,6.479
2023-10-14,6.479
2023-10-15,6.479
2023-10-16,6.825
2023-10-17,6.66
2023-10-18,6.653
2023-10-19,6.625
2023-10-20,6.702
2023-10-21,6.702
2023-10-22,6.702
2023-10-23,6.453
2023-10-24,6.577
2023-10-25,6.53
2023-10-26,6.468
2023-10-27,6.356
2023-10-28,6.356
2023-10-29,6.356
2023-10-30,6.3
2023-10-31,6.404
2023-11-01,6.42
2023-11-02,6.496
2023-11-03,6.658
2023-11-04,6.658
2023-11-05,6.658
2023-11-06,6.695
2023-11-07,6.739
2023-11-08,6.514
2023-11-09,5.951
2023-11-10,6.139
2023-11-11,6.139
2023-11-12,6.139
2023-11-13,6.231
2023-11-14,6.374
2023-11-15,6.407
2023-11-16,6.223
2023-11-17,6.16
2023-11-18,6.16
2023-11-19,6.16
2023-11-20,6.164
2023-11-21,6.043
2023-11-22,6.219
2023-11-23,6.219
2023-11-24,6.2
2023-11-25,6.2
2023-11-26,6.2
2023-11-27,6.019
2023-11-28,5.868
2023-11-29,5.856
2023-11-30,6.06
2023-12-01,6.095
2023-12-02,6.095
2023-12-03,6.095
2023-12-04,6.215
2023-12-05,6.217
2023-12-06,6.224
2023-12-07,6.118
2023-12-08,6.162
2023-12-09,6.162
2023-12-10,6.162
2023-12-11,6.205
2023-12-12,6.265
2023-12-13,6.421
2023-12-14,6.295
2023-12-15,6.218
2023-12-16,6.218
2023-12-17,6.218
2023-12-18,6.199
2023-12-19,6.304
2023-12-20,6.178
2023-12-21,6.263
2023-12-22,6.271
2023-12-23,6.271
2023-12-24,6.271
2023-12-25,6.271
2023-12-26,6.258
2023-12-27,6.331
2023-12-28,6.38
2023-12-29,6.361
2023-12-30,6.361
2023-12-31,6.361
2024-01-01,6.361
2024-01-02,6.604
2024-01-03,6.526
2024-01-04,6.474
2024-01-05,6.643
2024-01-06,6.643
2024-01-07,6.643
2024-01-08,6.534
2024-01-09,6.371
2024-01-10,6.26
2024-01-11,6.268
2024-01-12,6.192
2024-01-13,6.192
2024-01-14,6.192
2024-01-15,6.192
2024-01-16,6.202
2024-01-17,6.133
2024-01-18,5.997
2024-01-19,6.067
2024-01-20,6.067
2024-01-21,6.067
2024-01-22,6.238
2024-01-23,6.253
2024-01-24,6.411
2024-01-25,6.394
2024-01-26,6.379
2024-01-27,6.379
2024-01-28,6.379
2024-01-29,6.629
2024-01-30,6.534
2024-01-31,6.386
2024-02-01,6.436
2024-02-02,6.357
2024-02-03,6.357
2024-02-04,6.357
2024-02-05,6.31
2024-02-06,6.451
2024-02-07,6.359
2024-02-08,6.345
2024-02-09,6.385
2024-02-10,6.385
2024-02-11,6.385
2024-02-12,6.427
2024-02-13,6.301
2024-02-14,6.323
2024-02-15,6.559
2024-02-16,6.557
2024-02-17,6.557
2024-02-18,6.557
2024-02-19,6.557
2024-02-20,6.484
2024-02-21,6.589
2024-02-22,6.591
2024-02-23,6.787
2024-02-24,6.787
2024-02-25,6.787
2024-02-26,6.813
2024-02-27,6.786
2024-02-28,6.713
2024-02-29,6.329
2024-03-01,6.359
2024-03-02,6.359
2024-03-03,6.359
2024-03-04,6.288
2024-03-05,6.336
2024-03-06,6.27
2024-03-07,6.136
2024-03-08,6.196
2024-03-09,6.196
2024-03-10,6.196
2024-03-11,6.148
2024-03-12,6.104
2024-03-13,6.209
2024-03-14,6.236
2024-03-15,6.373
2024-03-16,6.373
2024-03-17,6.373
2024-03-18,6.508
2024-03-19,6.6
2024-03-20,6.589
2024-03-21,6.552
2024-03-22,6.431
2024-03-23,6.431
2024-03-24,6.431
2024-03-25,6.396
2024-03-26,6.244
2024-03-27,6.381
2024-03-28,6.376
2024-03-29,6.376
2024-03-30,6.376
2024-03-31,6.376
2024-04-01,6.372
2024-04-02,6.295
2024-04-03,6.261
2024-04-04,6.157
2024-04-05,6.222
2024-04-06,6.222
2024-04-07,6.222
2024-04-08,6.151
