,HZNP US Equity
2023-06-23,20.999
2023-06-24,20.999
2023-06-25,20.999
2023-06-26,20.989
2023-06-27,21.03
2023-06-28,21.089
2023-06-29,21.514
2023-06-30,21.449
2023-07-01,21.449
2023-07-02,21.449
2023-07-03,21.497
2023-07-04,21.497
2023-07-05,21.474
2023-07-06,21.418
2023-07-07,21.418
2023-07-08,21.418
2023-07-09,21.418
2023-07-10,21.404
2023-07-11,21.481
2023-07-12,21.585
2023-07-13,21.627
2023-07-14,22.205
2023-07-15,22.205
2023-07-16,22.205
2023-07-17,22.217
2023-07-18,22.217
2023-07-19,22.224
2023-07-20,22.266
2023-07-21,22.092
2023-07-22,22.092
2023-07-23,22.092
2023-07-24,21.921
2023-07-25,21.884
2023-07-26,21.817
2023-07-27,21.747
2023-07-28,21.821
2023-07-29,21.821
2023-07-30,21.821
2023-07-31,21.893
2023-08-01,21.766
2023-08-02,21.618
2023-08-03,21.611
2023-08-04,23.543
2023-08-05,23.543
2023-08-06,23.543
2023-08-07,23.781
2023-08-08,23.201
2023-08-09,23.328
2023-08-10,23.328
2023-08-11,23.241
2023-08-12,23.241
2023-08-13,23.241
2023-08-14,23.185
2023-08-15,23.203
2023-08-16,23.208
2023-08-17,23.132
2023-08-18,23.152
2023-08-19,23.152
2023-08-20,23.152
2023-08-21,24.05
2023-08-22,24.117
2023-08-23,24.312
2023-08-24,24.362
2023-08-25,24.438
2023-08-26,24.438
2023-08-27,24.438
2023-08-28,25.693
2023-08-29,25.796
2023-08-30,25.847
2023-08-31,25.828
2023-09-01,25.968
2023-09-02,25.968
2023-09-03,25.968
2023-09-04,25.968
2023-09-05,26.016
2023-09-06,26.014
2023-09-07,25.993
2023-09-08,25.995
2023-09-09,25.995
2023-09-10,25.995
2023-09-11,25.845
2023-09-12,25.984
2023-09-13,25.962
2023-09-14,25.98
2023-09-15,25.971
2023-09-16,25.971
2023-09-17,25.971
2023-09-18,25.984
2023-09-19,26.016
2023-09-20,26.036
2023-09-21,26.014
2023-09-22,26.038
2023-09-23,26.038
2023-09-24,26.038
2023-09-25,26.05
2023-09-26,26.068
2023-09-27,26.059
2023-09-28,26.056
2023-09-29,26.056
2023-09-30,26.056
2023-10-01,26.056
2023-10-02,26.11
2023-10-03,26.178
2023-10-04,26.182
2023-10-05,26.194
2023-10-06,26.194
2023-10-07,26.194
2023-10-08,26.194
2023-10-09,26.194
2023-10-10,26.194
2023-10-11,26.194
2023-10-12,26.194
2023-10-13,26.194
2023-10-14,26.194
2023-10-15,26.194
2023-10-16,26.194
2023-10-17,26.194
2023-10-18,26.194
2023-10-19,26.194
2023-10-20,26.194
2023-10-21,26.194
2023-10-22,26.194
2023-10-23,26.194
2023-10-24,26.194
2023-10-25,26.194
2023-10-26,26.194
2023-10-27,26.194
2023-10-28,26.194
2023-10-29,26.194
2023-10-30,26.194
2023-10-31,26.194
2023-11-01,26.194
2023-11-02,26.194
2023-11-03,26.194
2023-11-04,26.194
2023-11-05,26.194
2023-11-06,26.194
2023-11-07,26.194
2023-11-08,26.194
2023-11-09,26.194
2023-11-10,26.194
2023-11-11,26.194
2023-11-12,26.194
2023-11-13,26.194
2023-11-14,26.194
2023-11-15,26.194
2023-11-16,26.194
2023-11-17,26.194
2023-11-18,26.194
2023-11-19,26.194
2023-11-20,26.194
2023-11-21,26.194
2023-11-22,26.194
2023-11-23,26.194
2023-11-24,26.194
2023-11-25,26.194
2023-11-26,26.194
2023-11-27,26.194
2023-11-28,26.194
2023-11-29,26.194
2023-11-30,26.194
2023-12-01,26.194
2023-12-02,26.194
2023-12-03,26.194
2023-12-04,26.194
2023-12-05,26.194
2023-12-06,26.194
2023-12-07,26.194
2023-12-08,26.194
2023-12-09,26.194
2023-12-10,26.194
2023-12-11,26.194
2023-12-12,26.194
2023-12-13,26.194
2023-12-14,26.194
2023-12-15,26.194
2023-12-16,26.194
2023-12-17,26.194
2023-12-18,26.194
2023-12-19,26.194
2023-12-20,26.194
2023-12-21,26.194
2023-12-22,26.194
2023-12-23,26.194
2023-12-24,26.194
2023-12-25,26.194
2023-12-26,26.194
2023-12-27,26.194
2023-12-28,26.194
2023-12-29,26.194
2023-12-30,26.194
2023-12-31,26.194
2024-01-01,26.194
2024-01-02,26.194
2024-01-03,26.194
2024-01-04,26.194
2024-01-05,26.194
2024-01-06,26.194
2024-01-07,26.194
2024-01-08,26.194
2024-01-09,26.194
2024-01-10,26.194
2024-01-11,26.194
2024-01-12,26.194
2024-01-13,26.194
2024-01-14,26.194
2024-01-15,26.194
2024-01-16,26.194
2024-01-17,26.194
2024-01-18,26.194
2024-01-19,26.194
2024-01-20,26.194
2024-01-21,26.194
2024-01-22,26.194
2024-01-23,26.194
2024-01-24,26.194
2024-01-25,26.194
2024-01-26,26.194
2024-01-27,26.194
2024-01-28,26.194
2024-01-29,26.194
2024-01-30,26.194
2024-01-31,26.194
2024-02-01,26.194
2024-02-02,26.194
2024-02-03,26.194
2024-02-04,26.194
2024-02-05,26.194
2024-02-06,26.194
2024-02-07,26.194
2024-02-08,26.194
2024-02-09,26.194
2024-02-10,26.194
2024-02-11,26.194
2024-02-12,26.194
2024-02-13,26.194
2024-02-14,26.194
2024-02-15,26.194
2024-02-16,26.194
2024-02-17,26.194
2024-02-18,26.194
2024-02-19,26.194
2024-02-20,26.194
2024-02-21,26.194
2024-02-22,26.194
2024-02-23,26.194
2024-02-24,26.194
2024-02-25,26.194
2024-02-26,26.194
2024-02-27,26.194
2024-02-28,26.194
2024-02-29,26.194
2024-03-01,26.194
2024-03-02,26.194
2024-03-03,26.194
2024-03-04,26.194
2024-03-05,26.194
2024-03-06,26.194
2024-03-07,26.194
2024-03-08,26.194
2024-03-09,26.194
2024-03-10,26.194
2024-03-11,26.194
2024-03-12,26.194
2024-03-13,26.194
2024-03-14,26.194
2024-03-15,26.194
2024-03-16,26.194
2024-03-17,26.194
2024-03-18,26.194
2024-03-19,26.194
2024-03-20,26.194
2024-03-21,26.194
2024-03-22,26.194
2024-03-23,26.194
2024-03-24,26.194
2024-03-25,26.194
2024-03-26,26.194
2024-03-27,26.194
2024-03-28,26.194
2024-03-29,26.194
2024-03-30,26.194
2024-03-31,26.194
2024-04-01,26.194
2024-04-02,26.194
2024-04-03,26.194
2024-04-04,26.194
2024-04-05,26.194
2024-04-06,26.194
2024-04-07,26.194
2024-04-08,26.194
