,OMF US Equity
2020-06-23,1.827
2020-06-24,1.739
2020-06-25,1.775
2020-06-26,1.65
2020-06-27,1.65
2020-06-28,1.65
2020-06-29,1.684
2020-06-30,1.709
2020-07-01,1.654
2020-07-02,1.681
2020-07-03,1.681
2020-07-04,1.681
2020-07-05,1.681
2020-07-06,1.748
2020-07-07,1.641
2020-07-08,1.669
2020-07-09,1.576
2020-07-10,1.638
2020-07-11,1.638
2020-07-12,1.638
2020-07-13,1.635
2020-07-14,1.654
2020-07-15,1.735
2020-07-16,1.736
2020-07-17,1.672
2020-07-18,1.672
2020-07-19,1.672
2020-07-20,1.655
2020-07-21,1.771
2020-07-22,1.792
2020-07-23,1.764
2020-07-24,1.755
2020-07-25,1.755
2020-07-26,1.755
2020-07-27,1.773
2020-07-28,1.982
2020-07-29,2.019
2020-07-30,2.013
2020-07-31,1.999
2020-08-01,1.999
2020-08-02,1.999
2020-08-03,2.014
2020-08-04,2.063
2020-08-05,2.227
2020-08-06,2.233
2020-08-07,2.21
2020-08-08,2.21
2020-08-09,2.21
2020-08-10,2.268
2020-08-11,2.308
2020-08-12,2.232
2020-08-13,2.226
2020-08-14,2.253
2020-08-15,2.253
2020-08-16,2.253
2020-08-17,2.227
2020-08-18,2.178
2020-08-19,2.203
2020-08-20,2.16
2020-08-21,2.17
2020-08-22,2.17
2020-08-23,2.17
2020-08-24,2.224
2020-08-25,2.217
2020-08-26,2.176
2020-08-27,2.235
2020-08-28,2.254
2020-08-29,2.254
2020-08-30,2.254
2020-08-31,2.184
2020-09-01,2.189
2020-09-02,2.241
2020-09-03,2.248
2020-09-04,2.34
2020-09-05,2.34
2020-09-06,2.34
2020-09-07,2.34
2020-09-08,2.254
2020-09-09,2.26
2020-09-10,2.218
2020-09-11,2.312
2020-09-12,2.312
2020-09-13,2.312
2020-09-14,2.376
2020-09-15,2.418
2020-09-16,2.435
2020-09-17,2.447
2020-09-18,2.402
2020-09-19,2.402
2020-09-20,2.402
2020-09-21,2.311
2020-09-22,2.315
2020-09-23,2.223
2020-09-24,2.196
2020-09-25,2.221
2020-09-26,2.221
2020-09-27,2.221
2020-09-28,2.29
2020-09-29,2.289
2020-09-30,2.347
2020-10-01,2.347
2020-10-02,2.347
2020-10-03,2.347
2020-10-04,2.347
2020-10-05,2.347
2020-10-06,2.347
2020-10-07,2.347
2020-10-08,2.347
2020-10-09,2.347
2020-10-10,2.347
2020-10-11,2.347
2020-10-12,2.347
2020-10-13,2.347
2020-10-14,2.347
2020-10-15,2.347
2020-10-16,2.347
2020-10-17,2.347
2020-10-18,2.347
2020-10-19,2.347
2020-10-20,2.347
2020-10-21,2.347
2020-10-22,2.347
2020-10-23,2.347
2020-10-24,2.347
2020-10-25,2.347
2020-10-26,2.347
2020-10-27,2.347
2020-10-28,2.347
2020-10-29,2.347
2020-10-30,2.347
2020-10-31,2.347
2020-11-01,2.347
2020-11-02,2.347
2020-11-03,2.347
2020-11-04,2.347
2020-11-05,2.347
2020-11-06,2.347
2020-11-07,2.347
2020-11-08,2.347
2020-11-09,2.347
2020-11-10,2.347
2020-11-11,2.347
2020-11-12,2.347
2020-11-13,2.347
2020-11-14,2.347
2020-11-15,2.347
2020-11-16,2.347
2020-11-17,2.347
2020-11-18,2.347
2020-11-19,2.347
2020-11-20,2.347
2020-11-21,2.347
2020-11-22,2.347
2020-11-23,2.347
2020-11-24,2.347
2020-11-25,2.347
2020-11-26,2.347
2020-11-27,2.347
2020-11-28,2.347
2020-11-29,2.347
2020-11-30,2.347
2020-12-01,2.347
2020-12-02,2.347
2020-12-03,2.347
2020-12-04,2.347
2020-12-05,2.347
2020-12-06,2.347
2020-12-07,2.347
2020-12-08,2.347
2020-12-09,2.347
2020-12-10,2.347
2020-12-11,2.347
2020-12-12,2.347
2020-12-13,2.347
2020-12-14,2.347
2020-12-15,2.347
2020-12-16,2.347
2020-12-17,2.347
2020-12-18,2.347
2020-12-19,2.347
2020-12-20,2.347
2020-12-21,2.347
2020-12-22,2.347
2020-12-23,2.347
2020-12-24,2.347
2020-12-25,2.347
2020-12-26,2.347
2020-12-27,2.347
2020-12-28,2.347
2020-12-29,2.347
2020-12-30,2.347
2020-12-31,2.347
2021-01-01,2.347
2021-01-02,2.347
2021-01-03,2.347
2021-01-04,2.347
2021-01-05,2.347
2021-01-06,2.347
2021-01-07,2.347
2021-01-08,2.347
2021-01-09,2.347
2021-01-10,2.347
2021-01-11,2.347
2021-01-12,2.347
2021-01-13,2.347
2021-01-14,2.347
2021-01-15,2.347
2021-01-16,2.347
2021-01-17,2.347
2021-01-18,2.347
2021-01-19,2.347
2021-01-20,2.347
2021-01-21,2.347
2021-01-22,2.347
2021-01-23,2.347
2021-01-24,2.347
2021-01-25,2.347
2021-01-26,2.347
2021-01-27,2.347
2021-01-28,2.347
2021-01-29,2.347
2021-01-30,2.347
2021-01-31,2.347
2021-02-01,2.347
2021-02-02,2.347
2021-02-03,2.347
2021-02-04,2.347
2021-02-05,2.347
2021-02-06,2.347
2021-02-07,2.347
2021-02-08,2.347
2021-02-09,2.347
2021-02-10,2.347
2021-02-11,2.347
2021-02-12,2.347
2021-02-13,2.347
2021-02-14,2.347
2021-02-15,2.347
2021-02-16,2.347
2021-02-17,2.347
2021-02-18,2.347
2021-02-19,2.347
2021-02-20,2.347
2021-02-21,2.347
2021-02-22,2.347
2021-02-23,2.347
2021-02-24,2.347
2021-02-25,2.347
2021-02-26,2.347
2021-02-27,2.347
2021-02-28,2.347
2021-03-01,2.347
2021-03-02,2.347
2021-03-03,2.347
2021-03-04,2.347
2021-03-05,2.347
2021-03-06,2.347
2021-03-07,2.347
2021-03-08,2.347
2021-03-09,2.347
2021-03-10,2.347
2021-03-11,2.347
2021-03-12,2.347
2021-03-13,2.347
2021-03-14,2.347
2021-03-15,2.347
2021-03-16,2.347
2021-03-17,2.347
2021-03-18,2.347
2021-03-19,2.347
2021-03-20,2.347
2021-03-21,2.347
2021-03-22,2.347
2021-03-23,2.347
2021-03-24,2.347
2021-03-25,2.347
2021-03-26,2.347
2021-03-27,2.347
2021-03-28,2.347
2021-03-29,2.347
2021-03-30,2.347
2021-03-31,2.347
2021-04-01,2.347
2021-04-02,2.347
2021-04-03,2.347
2021-04-04,2.347
2021-04-05,2.347
2021-04-06,2.347
2021-04-07,2.347
2021-04-08,2.347
2021-04-09,2.347
2021-04-10,2.347
2021-04-11,2.347
2021-04-12,2.347
2021-04-13,2.347
2021-04-14,2.347
2021-04-15,2.347
2021-04-16,2.347
2021-04-17,2.347
2021-04-18,2.347
2021-04-19,2.347
2021-04-20,2.347
2021-04-21,2.347
2021-04-22,2.347
2021-04-23,2.347
2021-04-24,2.347
2021-04-25,2.347
2021-04-26,2.347
2021-04-27,2.347
2021-04-28,2.347
2021-04-29,2.347
2021-04-30,2.347
2021-05-01,2.347
2021-05-02,2.347
2021-05-03,2.347
2021-05-04,2.347
2021-05-05,2.347
2021-05-06,2.347
2021-05-07,2.347
2021-05-08,2.347
2021-05-09,2.347
2021-05-10,2.347
2021-05-11,2.347
2021-05-12,2.347
2021-05-13,2.347
2021-05-14,2.347
2021-05-15,2.347
2021-05-16,2.347
2021-05-17,2.347
2021-05-18,2.347
2021-05-19,2.347
2021-05-20,2.347
2021-05-21,2.347
2021-05-22,2.347
2021-05-23,2.347
2021-05-24,2.347
2021-05-25,2.347
2021-05-26,2.347
2021-05-27,2.347
2021-05-28,2.347
2021-05-29,2.347
2021-05-30,2.347
2021-05-31,2.347
2021-06-01,2.347
2021-06-02,2.347
2021-06-03,2.347
2021-06-04,2.347
2021-06-05,2.347
2021-06-06,2.347
2021-06-07,2.347
2021-06-08,2.347
2021-06-09,2.347
2021-06-10,2.347
2021-06-11,2.347
2021-06-12,2.347
2021-06-13,2.347
2021-06-14,2.347
2021-06-15,2.347
2021-06-16,2.347
2021-06-17,2.347
2021-06-18,2.347
2021-06-19,2.347
2021-06-20,2.347
2021-06-21,2.347
2021-06-22,2.347
2021-06-23,2.347
2021-06-24,2.347
2021-06-25,2.347
2021-06-26,2.347
2021-06-27,2.347
2021-06-28,2.347
2021-06-29,2.347
2021-06-30,2.347
2021-07-01,2.347
2021-07-02,2.347
2021-07-03,2.347
2021-07-04,2.347
2021-07-05,2.347
2021-07-06,2.347
2021-07-07,2.347
2021-07-08,2.347
2021-07-09,2.347
2021-07-10,2.347
2021-07-11,2.347
2021-07-12,2.347
2021-07-13,2.347
2021-07-14,2.347
2021-07-15,2.347
2021-07-16,2.347
2021-07-17,2.347
2021-07-18,2.347
2021-07-19,2.347
2021-07-20,2.347
2021-07-21,2.347
2021-07-22,6.971
2021-07-23,7.197
2021-07-24,7.197
2021-07-25,7.197
2021-07-26,7.045
2021-07-27,7.123
2021-07-28,7.106
2021-07-29,7.188
2021-07-30,7.137
2021-07-31,7.137
2021-08-01,7.137
2021-08-02,7.102
2021-08-03,7.122
2021-08-04,7.158
2021-08-05,7.33
2021-08-06,7.372
2021-08-07,7.372
2021-08-08,7.372
2021-08-09,7.325
2021-08-10,7.494
2021-08-11,7.5
2021-08-12,7.285
2021-08-13,7.252
2021-08-14,7.252
2021-08-15,7.252
2021-08-16,7.258
2021-08-17,7.158
2021-08-18,7.088
2021-08-19,6.918
2021-08-20,6.97
2021-08-21,6.97
2021-08-22,6.97
2021-08-23,7.02
2021-08-24,7.126
2021-08-25,7.186
2021-08-26,7.177
2021-08-27,7.435
2021-08-28,7.435
2021-08-29,7.435
2021-08-30,7.224
2021-08-31,7.265
2021-09-01,7.142
2021-09-02,7.251
2021-09-03,7.142
2021-09-04,7.142
2021-09-05,7.142
2021-09-06,7.142
2021-09-07,7.073
2021-09-08,7.063
2021-09-09,7.127
2021-09-10,7.013
2021-09-11,7.013
2021-09-12,7.013
2021-09-13,7.098
2021-09-14,6.926
2021-09-15,7.059
2021-09-16,6.975
2021-09-17,6.976
2021-09-18,6.976
2021-09-19,6.976
2021-09-20,6.864
2021-09-21,6.883
2021-09-22,7.0
2021-09-23,7.172
2021-09-24,7.18
2021-09-25,7.18
2021-09-26,7.18
2021-09-27,7.313
2021-09-28,7.165
2021-09-29,7.0
2021-09-30,6.951
2021-10-01,7.166
2021-10-02,7.166
2021-10-03,7.166
2021-10-04,7.187
2021-10-05,7.186
2021-10-06,7.161
2021-10-07,7.173
2021-10-08,7.132
2021-10-09,7.132
2021-10-10,7.132
2021-10-11,7.121
2021-10-12,7.188
2021-10-13,7.167
2021-10-14,7.298
2021-10-15,7.421
2021-10-16,7.421
2021-10-17,7.421
2021-10-18,7.433
2021-10-19,7.441
2021-10-20,7.574
2021-10-21,5.502
2021-10-22,5.335
2021-10-23,5.335
2021-10-24,5.335
2021-10-25,5.381
2021-10-26,5.514
2021-10-27,5.219
2021-10-28,5.239
2021-10-29,5.25
2021-10-30,5.25
2021-10-31,5.25
2021-11-01,5.365
2021-11-02,5.289
2021-11-03,5.398
2021-11-04,5.311
2021-11-05,5.365
2021-11-06,5.365
2021-11-07,5.365
2021-11-08,5.39
2021-11-09,5.39
2021-11-10,5.436
2021-11-11,5.475
2021-11-12,5.41
2021-11-13,5.41
2021-11-14,5.41
2021-11-15,5.315
2021-11-16,5.161
2021-11-17,5.14
2021-11-18,5.081
2021-11-19,4.973
2021-11-20,4.973
2021-11-21,4.973
2021-11-22,5.012
2021-11-23,5.144
2021-11-24,5.149
2021-11-25,5.149
2021-11-26,5.043
2021-11-27,5.043
2021-11-28,5.043
2021-11-29,5.096
2021-11-30,5.016
2021-12-01,5.124
2021-12-02,5.209
2021-12-03,5.118
2021-12-04,5.118
2021-12-05,5.118
2021-12-06,5.169
2021-12-07,5.191
2021-12-08,5.181
2021-12-09,5.101
2021-12-10,5.123
2021-12-11,5.123
2021-12-12,5.123
2021-12-13,5.012
2021-12-14,5.066
2021-12-15,5.128
2021-12-16,5.044
2021-12-17,4.993
2021-12-18,4.993
2021-12-19,4.993
2021-12-20,4.825
2021-12-21,4.996
2021-12-22,5.062
2021-12-23,5.054
2021-12-24,5.054
2021-12-25,5.054
2021-12-26,5.054
2021-12-27,5.057
2021-12-28,5.071
2021-12-29,5.064
2021-12-30,5.062
2021-12-31,5.041
2022-01-01,5.041
2022-01-02,5.041
2022-01-03,5.09
2022-01-04,5.266
2022-01-05,5.185
2022-01-06,5.287
2022-01-07,5.353
2022-01-08,5.353
2022-01-09,5.353
2022-01-10,5.439
2022-01-11,5.505
2022-01-12,5.49
2022-01-13,5.506
2022-01-14,5.515
2022-01-15,5.515
2022-01-16,5.515
2022-01-17,5.515
2022-01-18,5.418
2022-01-19,5.196
2022-01-20,5.198
2022-01-21,5.13
2022-01-22,5.13
2022-01-23,5.13
2022-01-24,5.124
2022-01-25,5.28
2022-01-26,5.232
2022-01-27,5.072
2022-01-28,5.101
2022-01-29,5.101
2022-01-30,5.101
2022-01-31,5.204
2022-02-01,5.254
2022-02-02,5.059
2022-02-03,4.953
2022-02-04,4.884
2022-02-05,4.884
2022-02-06,4.884
2022-02-07,4.964
2022-02-08,5.048
2022-02-09,5.019
2022-02-10,4.961
2022-02-11,4.927
2022-02-12,4.927
2022-02-13,4.927
2022-02-14,4.909
2022-02-15,5.036
2022-02-16,5.043
2022-02-17,4.904
2022-02-18,4.954
2022-02-19,4.954
2022-02-20,4.954
2022-02-21,4.954
2022-02-22,4.837
2022-02-23,4.735
2022-02-24,4.645
2022-02-25,4.838
2022-02-26,4.838
2022-02-27,4.838
2022-02-28,4.808
2022-03-01,4.483
2022-03-02,4.558
2022-03-03,4.457
2022-03-04,4.362
2022-03-05,4.362
2022-03-06,4.362
2022-03-07,4.102
2022-03-08,3.992
2022-03-09,4.121
2022-03-10,4.094
2022-03-11,4.049
2022-03-12,4.049
2022-03-13,4.049
2022-03-14,4.052
2022-03-15,4.075
2022-03-16,4.208
2022-03-17,4.253
2022-03-18,4.39
2022-03-19,4.39
2022-03-20,4.39
2022-03-21,4.318
2022-03-22,4.397
2022-03-23,4.294
2022-03-24,4.4
2022-03-25,4.435
2022-03-26,4.435
2022-03-27,4.435
2022-03-28,4.41
2022-03-29,4.516
2022-03-30,4.486
2022-03-31,4.471
2022-04-01,4.528
2022-04-02,4.528
2022-04-03,4.528
2022-04-04,4.548
2022-04-05,4.435
2022-04-06,4.41
2022-04-07,4.172
2022-04-08,4.258
2022-04-09,4.258
2022-04-10,4.258
2022-04-11,4.236
2022-04-12,4.233
2022-04-13,4.254
2022-04-14,4.23
2022-04-15,4.23
2022-04-16,4.23
2022-04-17,4.23
2022-04-18,4.331
2022-04-19,4.576
2022-04-20,4.578
2022-04-21,4.486
2022-04-22,4.316
2022-04-23,4.316
2022-04-24,4.316
2022-04-25,4.342
2022-04-26,4.19
2022-04-27,4.103
2022-04-28,4.275
2022-04-29,3.985
2022-04-30,3.985
2022-05-01,3.985
2022-05-02,4.057
2022-05-03,4.138
2022-05-04,4.294
2022-05-05,4.119
2022-05-06,3.96
2022-05-07,3.96
2022-05-08,3.96
2022-05-09,3.845
2022-05-10,3.56
2022-05-11,3.584
2022-05-12,3.603
2022-05-13,3.744
2022-05-14,3.744
2022-05-15,3.744
2022-05-16,3.727
2022-05-17,3.921
2022-05-18,3.736
2022-05-19,3.638
2022-05-20,3.623
2022-05-21,3.623
2022-05-22,3.623
2022-05-23,3.721
2022-05-24,3.639
2022-05-25,3.694
2022-05-26,3.791
2022-05-27,3.913
2022-05-28,3.913
2022-05-29,3.913
2022-05-30,3.913
2022-05-31,3.897
2022-06-01,3.804
2022-06-02,3.892
2022-06-03,3.814
2022-06-04,3.814
2022-06-05,3.814
2022-06-06,3.825
2022-06-07,3.897
2022-06-08,3.795
2022-06-09,3.699
2022-06-10,3.524
2022-06-11,3.524
2022-06-12,3.524
2022-06-13,3.312
2022-06-14,3.296
2022-06-15,3.336
2022-06-16,3.089
2022-06-17,3.232
2022-06-18,3.232
2022-06-19,3.232
2022-06-20,3.232
2022-06-21,3.228
2022-06-22,3.24
2022-06-23,3.307
2022-06-24,3.419
2022-06-25,3.419
2022-06-26,3.419
2022-06-27,3.45
2022-06-28,3.443
2022-06-29,3.344
2022-06-30,3.304
2022-07-01,3.404
2022-07-02,3.404
2022-07-03,3.404
2022-07-04,3.404
2022-07-05,3.418
2022-07-06,3.379
2022-07-07,3.446
2022-07-08,3.43
2022-07-09,3.43
2022-07-10,3.43
2022-07-11,3.43
2022-07-12,3.46
2022-07-13,3.534
2022-07-14,3.487
2022-07-15,3.713
2022-07-16,3.713
2022-07-17,3.713
2022-07-18,3.791
2022-07-19,3.907
2022-07-20,3.945
2022-07-21,3.878
2022-07-22,3.863
2022-07-23,3.863
2022-07-24,3.863
2022-07-25,3.847
2022-07-26,3.617
2022-07-27,3.718
2022-07-28,3.531
2022-07-29,3.565
2022-07-30,3.565
2022-07-31,3.565
2022-08-01,3.724
2022-08-02,3.613
2022-08-03,3.687
2022-08-04,3.639
2022-08-05,3.608
2022-08-06,3.608
2022-08-07,3.608
2022-08-08,3.616
2022-08-09,3.547
2022-08-10,3.722
2022-08-11,3.871
2022-08-12,3.942
2022-08-13,3.942
2022-08-14,3.942
2022-08-15,3.922
2022-08-16,3.971
2022-08-17,3.839
2022-08-18,3.859
2022-08-19,3.744
2022-08-20,3.744
2022-08-21,3.744
2022-08-22,3.599
2022-08-23,3.637
2022-08-24,3.661
2022-08-25,3.737
2022-08-26,3.607
2022-08-27,3.607
2022-08-28,3.607
2022-08-29,3.541
2022-08-30,3.503
2022-08-31,3.452
2022-09-01,3.415
2022-09-02,3.443
2022-09-03,3.443
2022-09-04,3.443
2022-09-05,3.443
2022-09-06,3.468
2022-09-07,3.586
2022-09-08,3.67
2022-09-09,3.787
2022-09-10,3.787
2022-09-11,3.787
2022-09-12,3.823
2022-09-13,3.572
2022-09-14,3.498
2022-09-15,3.588
2022-09-16,3.534
2022-09-17,3.534
2022-09-18,3.534
2022-09-19,3.545
2022-09-20,3.411
2022-09-21,3.3
2022-09-22,3.148
2022-09-23,3.126
2022-09-24,3.126
2022-09-25,3.126
2022-09-26,2.948
2022-09-27,2.934
2022-09-28,3.034
2022-09-29,2.997
2022-09-30,2.979
2022-10-01,2.979
2022-10-02,2.979
2022-10-03,3.184
2022-10-04,3.377
2022-10-05,3.363
2022-10-06,3.347
2022-10-07,3.217
2022-10-08,3.217
2022-10-09,3.217
2022-10-10,3.209
2022-10-11,3.261
2022-10-12,3.296
2022-10-13,3.432
2022-10-14,3.49
2022-10-15,3.49
2022-10-16,3.49
2022-10-17,3.624
2022-10-18,3.498
2022-10-19,3.273
2022-10-20,3.292
2022-10-21,3.371
2022-10-22,3.371
2022-10-23,3.371
2022-10-24,3.367
2022-10-25,3.544
2022-10-26,3.55
2022-10-27,3.921
2022-10-28,4.197
2022-10-29,4.197
2022-10-30,4.197
2022-10-31,4.262
2022-11-01,4.344
2022-11-02,4.248
2022-11-03,4.096
2022-11-04,4.221
2022-11-05,4.221
2022-11-06,4.221
2022-11-07,4.389
2022-11-08,4.356
2022-11-09,4.221
2022-11-10,4.683
2022-11-11,4.801
2022-11-12,4.801
2022-11-13,4.801
2022-11-14,4.359
2022-11-15,4.354
2022-11-16,4.233
2022-11-17,4.184
2022-11-18,4.194
2022-11-19,4.194
2022-11-20,4.194
2022-11-21,4.272
2022-11-22,4.337
2022-11-23,4.362
2022-11-24,4.362
2022-11-25,4.397
2022-11-26,4.397
2022-11-27,4.397
2022-11-28,4.308
2022-11-29,4.418
2022-11-30,4.487
2022-12-01,4.496
2022-12-02,4.502
2022-12-03,4.502
2022-12-04,4.502
2022-12-05,4.374
2022-12-06,4.313
2022-12-07,4.187
2022-12-08,4.158
2022-12-09,4.165
2022-12-10,4.165
2022-12-11,4.165
2022-12-12,4.21
2022-12-13,4.208
2022-12-14,4.064
2022-12-15,4.039
2022-12-16,3.918
2022-12-17,3.918
2022-12-18,3.918
2022-12-19,3.803
2022-12-20,3.803
2022-12-21,3.891
2022-12-22,3.762
2022-12-23,3.806
2022-12-24,3.806
2022-12-25,3.806
2022-12-26,3.806
2022-12-27,3.803
2022-12-28,3.68
2022-12-29,3.82
2022-12-30,3.814
2022-12-31,3.814
2023-01-01,3.814
2023-01-02,3.814
2023-01-03,3.809
2023-01-04,3.936
2023-01-05,3.916
2023-01-06,4.085
2023-01-07,4.085
2023-01-08,4.085
2023-01-09,4.122
2023-01-10,4.279
2023-01-11,4.392
2023-01-12,4.392
2023-01-13,4.351
2023-01-14,4.351
2023-01-15,4.351
2023-01-16,4.351
2023-01-17,4.463
2023-01-18,4.399
2023-01-19,4.344
2023-01-20,4.583
2023-01-21,4.583
2023-01-22,4.583
2023-01-23,4.693
2023-01-24,4.667
2023-01-25,4.851
2023-01-26,4.847
2023-01-27,4.861
2023-01-28,4.861
2023-01-29,4.861
2023-01-30,4.773
2023-01-31,4.882
2023-02-01,4.925
2023-02-02,5.012
2023-02-03,4.961
2023-02-04,4.961
2023-02-05,4.961
2023-02-06,4.8
2023-02-07,5.337
2023-02-08,5.215
2023-02-09,5.156
2023-02-10,5.145
2023-02-11,5.145
2023-02-12,5.145
2023-02-13,5.196
2023-02-14,5.259
2023-02-15,5.283
2023-02-16,5.207
2023-02-17,5.218
2023-02-18,5.218
2023-02-19,5.218
2023-02-20,5.218
2023-02-21,5.075
2023-02-22,5.076
2023-02-23,5.095
2023-02-24,5.128
2023-02-25,5.128
2023-02-26,5.128
2023-02-27,5.104
2023-02-28,5.051
2023-03-01,5.076
2023-03-02,5.071
2023-03-03,5.103
2023-03-04,5.103
2023-03-05,5.103
2023-03-06,5.009
2023-03-07,4.96
2023-03-08,4.904
2023-03-09,4.661
2023-03-10,4.483
2023-03-11,4.483
2023-03-12,4.483
2023-03-13,4.182
2023-03-14,4.21
2023-03-15,4.067
2023-03-16,4.16
2023-03-17,3.969
2023-03-18,3.969
2023-03-19,3.969
2023-03-20,4.042
2023-03-21,4.187
2023-03-22,4.035
2023-03-23,4.014
2023-03-24,4.026
2023-03-25,4.026
2023-03-26,4.026
2023-03-27,4.139
2023-03-28,4.19
2023-03-29,4.28
2023-03-30,4.253
2023-03-31,4.347
2023-04-01,4.347
2023-04-02,4.347
2023-04-03,4.327
2023-04-04,4.272
2023-04-05,4.233
2023-04-06,4.196
2023-04-07,4.196
2023-04-08,4.196
2023-04-09,4.196
2023-04-10,4.248
2023-04-11,4.368
2023-04-12,4.384
2023-04-13,4.402
2023-04-14,4.424
2023-04-15,4.424
2023-04-16,4.424
2023-04-17,4.458
2023-04-18,4.49
2023-04-19,4.577
2023-04-20,4.531
2023-04-21,4.501
2023-04-22,4.501
2023-04-23,4.501
2023-04-24,4.523
2023-04-25,4.593
2023-04-26,4.564
2023-04-27,4.624
2023-04-28,4.564
2023-04-29,4.564
2023-04-30,4.564
2023-05-01,4.628
2023-05-02,4.397
2023-05-03,4.307
2023-05-04,4.191
2023-05-05,4.37
2023-05-06,4.37
2023-05-07,4.37
2023-05-08,4.368
2023-05-09,4.432
2023-05-10,4.377
2023-05-11,4.329
2023-05-12,4.339
2023-05-13,4.339
2023-05-14,4.339
2023-05-15,4.429
2023-05-16,4.335
2023-05-17,4.507
2023-05-18,4.6
2023-05-19,4.511
2023-05-20,4.511
2023-05-21,4.511
2023-05-22,4.566
2023-05-23,4.601
2023-05-24,4.523
2023-05-25,4.55
2023-05-26,4.645
2023-05-27,4.645
2023-05-28,4.645
2023-05-29,4.645
2023-05-30,4.715
2023-05-31,4.628
2023-06-01,4.775
2023-06-02,4.993
2023-06-03,4.993
2023-06-04,4.993
2023-06-05,5.002
2023-06-06,5.186
2023-06-07,5.297
2023-06-08,5.375
2023-06-09,5.3
2023-06-10,5.3
2023-06-11,5.3
2023-06-12,5.3
2023-06-13,5.433
2023-06-14,5.199
2023-06-15,5.396
2023-06-16,5.311
2023-06-17,5.311
2023-06-18,5.311
2023-06-19,5.311
2023-06-20,5.246
2023-06-21,5.278
2023-06-22,5.162
