,JPM US Equity,JPM US Equity,JPM US Equity,JPM US Equity,JPM US Equity
2023-07-08,141.1571,143.0537,140.2645,141.5789,8981456.0
2023-07-09,141.1571,143.0537,140.2645,141.5789,8981456.0
2023-07-10,141.7358,143.1973,141.7358,142.3734,9100060.0
2023-07-11,143.5357,144.9923,142.9178,144.5999,11265592.0
2023-07-12,144.6294,147.0031,144.188,145.316,11323228.0
2023-07-13,145.8555,146.5126,144.9236,146.0222,11234925.0
2023-07-14,148.6509,149.9653,145.571,146.905,27028429.0
2023-07-15,148.6509,149.9653,145.571,146.905,27028429.0
2023-07-16,148.6509,149.9653,145.571,146.905,27028429.0
2023-07-17,147.4739,150.8089,147.4739,150.4459,17262394.0
2023-07-18,150.4459,151.4464,149.8967,150.7206,13491725.0
2023-07-19,149.828,152.236,149.3081,151.2993,12510000.0
2023-07-20,151.5739,153.5945,151.4562,153.163,9935907.0
2023-07-21,152.8196,153.1531,151.7309,151.9859,10636378.0
2023-07-22,152.8196,153.1531,151.7309,151.9859,10636378.0
2023-07-23,152.8196,153.1531,151.7309,151.9859,10636378.0
2023-07-24,152.0055,155.7475,151.7701,154.9776,14381425.0
2023-07-25,154.291,154.7027,152.9766,153.8201,9944679.0
2023-07-26,153.7122,155.2228,153.2856,154.7422,8728593.0
2023-07-27,154.752,155.7426,152.5782,153.0354,10778406.0
2023-07-28,154.2713,154.5852,153.4475,153.9084,9105974.0
2023-07-29,154.2713,154.5852,153.4475,153.9084,9105974.0
2023-07-30,154.2713,154.5852,153.4475,153.9084,9105974.0
2023-07-31,154.1732,156.3312,154.1448,154.9383,8894353.0
2023-08-01,154.4185,154.9776,153.163,154.1732,6855682.0
2023-08-02,152.5842,152.7118,150.9952,152.4273,8303708.0
2023-08-03,152.0349,153.9182,151.3974,153.3591,6087542.0
2023-08-04,153.4082,154.7814,152.7167,153.0354,6209397.0
2023-08-05,153.4082,154.7814,152.7167,153.0354,6209397.0
2023-08-06,153.4082,154.7814,152.7167,153.0354,6209397.0
2023-08-07,153.6043,154.6833,153.6043,153.7613,7251832.0
2023-08-08,151.368,152.9962,149.6711,152.8981,8623379.0
2023-08-09,152.3488,152.545,150.5342,150.8481,6277813.0
2023-08-10,151.4268,152.4665,150.1615,150.6225,5995076.0
2023-08-11,150.1026,151.5641,149.7103,151.4955,5180690.0
2023-08-12,150.1026,151.5641,149.7103,151.4955,5180690.0
2023-08-13,150.1026,151.5641,149.7103,151.4955,5180690.0
2023-08-14,150.6715,151.9543,149.9947,151.8093,5044282.0
2023-08-15,149.9261,150.3345,147.3563,147.9447,10300303.0
2023-08-16,147.7191,148.0722,146.8167,147.317,6978235.0
2023-08-17,147.9938,148.3687,145.5612,145.7868,9953912.0
2023-08-18,144.8256,146.6402,144.6232,146.1203,8517460.0
2023-08-19,144.8256,146.6402,144.6232,146.1203,8517460.0
2023-08-20,144.8256,146.6402,144.6232,146.1203,8517460.0
2023-08-21,146.7873,147.2336,145.1885,146.6205,8327018.0
2023-08-22,146.4048,146.7769,143.06,143.5798,9681972.0
2023-08-23,143.5504,144.7618,142.6774,144.5509,7858021.0
2023-08-24,144.6784,146.5519,144.1757,144.4136,6534026.0
2023-08-25,144.4626,145.7769,143.06,144.237,6695537.0
2023-08-26,144.4626,145.7769,143.06,144.237,6695537.0
2023-08-27,144.4626,145.7769,143.06,144.237,6695537.0
2023-08-28,144.7471,145.7672,144.3155,144.7373,5094201.0
2023-08-29,144.8844,146.0026,144.3645,145.9143,6336962.0
2023-08-30,145.777,146.2969,144.3743,145.3258,6277318.0
2023-08-31,145.4239,145.5122,143.1679,143.5308,10933938.0
2023-09-01,143.2954,145.2473,142.9129,144.0114,7903496.0
2023-09-02,143.2954,145.2473,142.9129,144.0114,7903496.0
2023-09-03,143.2954,145.2473,142.9129,144.0114,7903496.0
2023-09-04,143.2954,145.2473,142.9129,144.0114,7903496.0
2023-09-05,144.3449,145.3747,142.2361,142.4224,7854739.0
2023-09-06,141.932,142.7559,141.3533,142.187,8629164.0
2023-09-07,141.3729,142.4894,140.647,140.9707,8373738.0
2023-09-08,140.6274,141.3631,139.9212,141.0786,7110254.0
2023-09-09,140.6274,141.3631,139.9212,141.0786,7110254.0
2023-09-10,140.6274,141.3631,139.9212,141.0786,7110254.0
2023-09-11,141.981,142.2753,140.9413,141.6966,6854220.0
2023-09-12,141.7358,144.5019,141.2944,143.5406,8363165.0
2023-09-13,144.5215,144.8746,143.0306,143.6093,8325914.0
2023-09-14,145.0119,147.0276,144.698,146.3949,10034931.0
2023-09-15,146.0713,146.8614,145.4729,145.9634,19863383.0
2023-09-16,146.0713,146.8614,145.4729,145.9634,19863383.0
2023-09-17,146.0713,146.8614,145.4729,145.9634,19863383.0
2023-09-18,145.3258,146.287,144.9236,146.2674,6512360.0
2023-09-19,146.6402,146.856,144.394,146.0811,7945606.0
2023-09-20,146.7873,147.3758,145.3013,145.4631,7334257.0
2023-09-21,144.7569,146.0075,143.8251,144.3253,8053410.0
2023-09-22,144.4724,144.6882,142.4126,142.9423,7071975.0
2023-09-23,144.4724,144.6882,142.4126,142.9423,7071975.0
2023-09-24,144.4724,144.6882,142.4126,142.9423,7071975.0
2023-09-25,142.5695,143.7172,140.9511,143.6485,7044672.0
2023-09-26,141.8339,143.0502,141.471,142.1576,7468405.0
2023-09-27,142.4126,143.2954,141.7471,142.9913,6717822.0
2023-09-28,143.4818,146.0222,143.2169,144.7667,8868063.0
2023-09-29,145.7574,145.9143,142.0889,142.2459,11917826.0
2023-09-30,145.7574,145.9143,142.0889,142.2459,11917826.0
2023-10-01,145.7574,145.9143,142.0889,142.2459,11917826.0
2023-10-02,142.0595,142.8366,139.9016,141.0198,9170644.0
2023-10-03,140.4607,140.8432,139.6318,139.98,9431118.0
2023-10-04,140.4509,140.7255,139.215,140.6078,8128748.0
2023-10-05,140.3509,141.3983,139.1553,141.2007,8576237.0
2023-10-06,141.2106,144.1453,140.4497,143.3745,10270621.0
2023-10-07,141.2106,144.1453,140.4497,143.3745,10270621.0
2023-10-08,141.2106,144.1453,140.4497,143.3745,10270621.0
2023-10-09,141.9517,143.666,141.7941,143.0485,6964907.0
2023-10-10,143.6907,145.0247,143.5524,143.918,11288769.0
2023-10-11,144.7678,145.4792,143.2955,144.4121,8698175.0
2023-10-12,144.5603,145.2124,143.4042,144.0761,10484436.0
2023-10-13,146.7341,151.2893,146.082,146.2401,29487199.0
2023-10-14,146.7341,151.2893,146.082,146.2401,29487199.0
2023-10-15,146.7341,151.2893,146.082,146.2401,29487199.0
2023-10-16,147.6728,147.742,144.9753,146.0918,12663461.0
2023-10-17,145.8152,147.5345,145.0445,145.7757,11482739.0
2023-10-18,144.8468,145.7262,143.6413,144.1749,9620257.0
2023-10-19,143.75,145.2717,143.1572,143.5623,11143631.0
2023-10-20,142.8509,143.4141,140.43,141.2501,13332867.0
2023-10-21,142.8509,143.4141,140.43,141.2501,13332867.0
2023-10-22,142.8509,143.4141,140.43,141.2501,13332867.0
2023-10-23,141.2402,141.9714,139.0565,139.3233,10133410.0
2023-10-24,139.511,140.0446,138.6909,139.4913,8881354.0
2023-10-25,138.8984,139.5012,137.851,138.7304,8242565.0
2023-10-26,138.098,139.9804,137.772,139.0862,9109431.0
2023-10-27,137.2977,137.4459,133.5824,134.0764,17434717.0
2023-10-28,137.2977,137.4459,133.5824,134.0764,17434717.0
2023-10-29,137.2977,137.4459,133.5824,134.0764,17434717.0
2023-10-30,134.8175,136.3985,134.4223,135.7859,9855540.0
2023-10-31,136.0724,137.5842,135.838,137.4064,9672460.0
2023-11-01,137.5941,138.8589,136.8234,137.2878,9432048.0
2023-11-02,138.4241,139.7976,137.5744,139.7383,10186175.0
2023-11-03,140.4992,142.0604,140.1632,141.2995,9538719.0
2023-11-04,140.4992,142.0604,140.1632,141.2995,9538719.0
2023-11-05,140.4992,142.0604,140.1632,141.2995,9538719.0
2023-11-06,141.4675,142.4754,141.092,142.3667,7625063.0
2023-11-07,141.8035,142.5457,141.1217,142.2975,6297915.0
2023-11-08,142.3963,143.1176,141.9121,142.9991,7618169.0
2023-11-09,143.7105,143.9179,141.9912,142.5742,7992477.0
2023-11-10,143.2165,144.7381,142.3632,144.6887,7983935.0
2023-11-11,143.2165,144.7381,142.3632,144.6887,7983935.0
2023-11-12,143.2165,144.7381,142.3632,144.6887,7983935.0
2023-11-13,143.9674,144.5109,143.4338,144.0465,6676364.0
2023-11-14,144.9358,147.4752,144.7777,146.6748,9927723.0
2023-11-15,146.6946,148.3744,146.6946,147.9594,8365296.0
2023-11-16,148.3052,149.7231,148.3052,149.649,8126188.0
2023-11-17,150.3901,151.0423,149.738,151.0027,7814064.0
2023-11-18,150.3901,151.0423,149.738,151.0027,7814064.0
2023-11-19,150.3901,151.0423,149.738,151.0027,7814064.0
2023-11-20,150.2715,151.9217,150.1134,151.4672,7020349.0
2023-11-21,151.3782,151.8031,150.7557,151.151,7083506.0
2023-11-22,151.5857,152.0501,151.0818,151.5067,5175135.0
2023-11-23,151.5857,152.0501,151.0818,151.5067,5175135.0
2023-11-24,151.7636,152.6015,151.4523,151.7142,3496941.0
2023-11-25,151.7636,152.6015,151.4523,151.7142,3496941.0
2023-11-26,151.7636,152.6015,151.4523,151.7142,3496941.0
2023-11-27,151.6055,151.7043,150.8941,151.3683,6259116.0
2023-11-28,151.398,152.0403,150.9039,151.7142,6582937.0
2023-11-29,152.3367,153.7744,152.1687,152.4849,9126053.0
2023-11-30,153.0679,154.2734,152.5452,154.224,9869790.0
2023-12-01,153.9671,155.9828,153.9671,154.9749,8916001.0
2023-12-02,153.9671,155.9828,153.9671,154.9749,8916001.0
2023-12-03,153.9671,155.9828,153.9671,154.9749,8916001.0
2023-12-04,154.1647,156.1706,154.0264,156.1113,9607465.0
2023-12-05,155.3899,156.6152,155.1034,156.0915,9135597.0
2023-12-06,156.9512,157.3266,154.1449,154.4512,9366004.0
2023-12-07,154.8267,155.4394,154.2931,154.9255,8130874.0
2023-12-08,155.3899,156.8919,155.1133,156.635,7369370.0
2023-12-09,155.3899,156.8919,155.1133,156.635,7369370.0
2023-12-10,155.3899,156.8919,155.1133,156.635,7369370.0
2023-12-11,156.635,157.4057,156.2694,157.2081,8093908.0
2023-12-12,157.3365,158.7347,156.9907,158.6112,10222978.0
2023-12-13,158.6112,160.1032,157.8701,159.1448,12379098.0
2023-12-14,159.9056,162.8797,159.7821,162.0399,13642990.0
2023-12-15,161.1407,163.3146,160.4589,163.2652,20309348.0
2023-12-16,161.1407,163.3146,160.4589,163.2652,20309348.0
2023-12-17,161.1407,163.3146,160.4589,163.2652,20309348.0
2023-12-18,163.947,165.1426,163.6604,164.2533,8469608.0
2023-12-19,164.026,166.4666,163.5814,166.4469,10345691.0
2023-12-20,165.9924,167.3955,164.4707,164.5695,10734709.0
2023-12-21,164.856,166.0912,163.7049,165.5082,7601678.0
2023-12-22,165.5082,166.2295,165.2414,165.4094,6576322.0
2023-12-23,165.5082,166.2295,165.2414,165.4094,6576322.0
2023-12-24,165.5082,166.2295,165.2414,165.4094,6576322.0
2023-12-25,165.5082,166.2295,165.2414,165.4094,6576322.0
2023-12-26,165.4687,166.7581,165.192,166.3876,4683605.0
2023-12-27,165.8441,167.4548,165.5872,167.3856,6428643.0
2023-12-28,167.3362,168.6306,166.9854,168.2749,6320129.0
2023-12-29,167.9785,168.6602,167.6129,168.0773,6435102.0
2023-12-30,167.9785,168.6602,167.6129,168.0773,6435102.0
2023-12-31,167.9785,168.6602,167.6129,168.0773,6435102.0
2024-01-01,167.9785,168.6602,167.6129,168.0773,6435102.0
2024-01-02,167.0793,170.1226,166.9014,170.0337,9977424.0
2024-01-03,169.8163,169.9942,168.3441,169.2926,9852335.0
2024-01-04,169.6505,172.3447,169.551,170.416,11972545.0
2024-01-05,170.4756,172.3746,170.4756,171.271,10066029.0
2024-01-06,170.4756,172.3746,170.4756,171.271,10066029.0
2024-01-07,170.4756,172.3746,170.4756,171.271,10066029.0
2024-01-08,171.0225,171.3605,168.5022,171.0225,11229916.0
2024-01-09,170.6248,170.7938,169.1086,169.6703,9923630.0
2024-01-10,169.0142,170.0879,167.9703,170.0283,9670218.0
2024-01-11,169.3423,169.3721,167.6622,169.3124,11919498.0
2024-01-12,172.7921,175.2876,167.9205,168.0697,19436504.0
2024-01-13,172.7921,175.2876,167.9205,168.0697,19436504.0
2024-01-14,172.7921,175.2876,167.9205,168.0697,19436504.0
2024-01-15,172.7921,175.2876,167.9205,168.0697,19436504.0
2024-01-16,163.9139,167.1152,163.3472,167.0158,17206420.0
2024-01-17,166.3696,168.0896,165.5245,166.121,11107466.0
2024-01-18,166.1509,166.5585,164.2818,166.4491,9382255.0
2024-01-19,166.5784,169.5809,166.1111,169.3224,13115664.0
2024-01-20,166.5784,169.5809,166.1111,169.3224,13115664.0
2024-01-21,166.5784,169.5809,166.1111,169.3224,13115664.0
2024-01-22,169.4715,170.983,168.7259,169.1235,12837505.0
2024-01-23,168.6861,168.7656,167.4632,168.01,8360829.0
2024-01-24,168.3779,170.0183,167.8835,169.5113,9967060.0
2024-01-25,171.3108,171.9868,169.9139,171.9371,8873481.0
2024-01-26,171.609,172.0564,170.7838,171.2809,7442955.0
2024-01-27,171.609,172.0564,170.7838,171.2809,7442955.0
2024-01-28,171.609,172.0564,170.7838,171.2809,7442955.0
2024-01-29,171.2412,171.8377,170.3066,171.7283,6971192.0
2024-01-30,171.8278,175.7353,171.8278,175.2478,10822075.0
2024-01-31,175.1782,177.266,173.329,173.3489,11521820.0
2024-02-01,172.6331,173.8261,170.4359,172.7225,9354798.0
2024-02-02,172.295,174.7966,172.2553,173.7167,8607839.0
2024-02-03,172.295,174.7966,172.2553,173.7167,8607839.0
2024-02-04,172.295,174.7966,172.2553,173.7167,8607839.0
2024-02-05,172.8518,174.0747,171.9172,173.4881,7820160.0
2024-02-06,173.5974,174.8501,172.7524,174.0846,6765684.0
2024-02-07,174.6712,174.8501,172.9512,174.4127,7225478.0
2024-02-08,173.9852,174.2892,172.5635,173.7863,6060285.0
2024-02-09,173.9852,174.0846,172.666,173.9951,6296729.0
2024-02-10,173.9852,174.0846,172.666,173.9951,6296729.0
2024-02-11,173.9852,174.0846,172.666,173.9951,6296729.0
2024-02-12,173.7665,175.7827,172.6927,174.7706,8539316.0
2024-02-13,174.3033,175.2079,171.614,173.2495,8397631.0
2024-02-14,174.0548,175.0788,173.4085,175.0092,7056664.0
2024-02-15,175.1285,179.165,175.1285,178.8269,8723390.0
2024-02-16,178.5684,178.9363,177.1269,177.9918,8152647.0
2024-02-17,178.5684,178.9363,177.1269,177.9918,8152647.0
2024-02-18,178.5684,178.9363,177.1269,177.9918,8152647.0
2024-02-19,178.5684,178.9363,177.1269,177.9918,8152647.0
2024-02-20,178.1509,179.4135,177.3704,178.6877,9667959.0
2024-02-21,178.9065,179.9404,177.4848,179.851,7027857.0
2024-02-22,180.7656,182.3563,180.189,182.0084,9296459.0
2024-02-23,182.7441,184.126,182.1277,182.923,7105833.0
2024-02-24,182.7441,184.126,182.1277,182.923,7105833.0
2024-02-25,182.7441,184.126,182.1277,182.923,7105833.0
2024-02-26,182.6844,183.3903,181.4218,182.2967,7145391.0
2024-02-27,182.247,182.4757,181.1832,182.3862,5717065.0
2024-02-28,182.3663,184.126,181.899,183.3108,6131608.0
2024-02-29,184.5834,185.3489,182.7839,184.981,9643012.0
2024-03-01,184.6231,185.3588,184.0266,184.2155,6311996.0
2024-03-02,184.6231,185.3588,184.0266,184.2155,6311996.0
2024-03-03,184.6231,185.3588,184.0266,184.2155,6311996.0
2024-03-04,183.6389,186.5022,183.2014,185.5974,7063605.0
2024-03-05,185.2793,188.2022,185.2793,187.4566,6617832.0
2024-03-06,188.1525,188.9678,186.5419,188.4309,7572891.0
2024-03-07,188.8087,189.3953,185.5477,186.7805,7618277.0
2024-03-08,187.3472,189.3506,186.8303,187.1285,6172199.0
2024-03-09,187.3472,189.3506,186.8303,187.1285,6172199.0
2024-03-10,187.3472,189.3506,186.8303,187.1285,6172199.0
2024-03-11,186.194,187.3472,185.1401,187.1981,5762569.0
2024-03-12,187.8543,189.0573,186.8203,188.7391,5708384.0
2024-03-13,189.2561,190.6182,188.7391,190.2702,7795535.0
2024-03-14,189.9222,190.5187,186.018,186.88,10310948.0
2024-03-15,185.3986,189.8327,185.3986,189.1965,17214229.0
2024-03-16,185.3986,189.8327,185.3986,189.1965,17214229.0
2024-03-17,185.3986,189.8327,185.3986,189.1965,17214229.0
2024-03-18,189.5245,191.5825,188.7888,191.5428,9013843.0
2024-03-19,191.5925,192.8054,191.2644,192.6662,8478717.0
2024-03-20,193.0639,195.4201,192.4873,195.1915,9367043.0
2024-03-21,195.3804,198.2735,195.1915,197.9057,11203796.0
2024-03-22,197.8559,199.3174,195.4003,195.4798,8108840.0
2024-03-23,197.8559,199.3174,195.4003,195.4798,8108840.0
2024-03-24,197.8559,199.3174,195.4003,195.4798,8108840.0
2024-03-25,195.4599,195.7979,193.2329,193.6902,8620015.0
2024-03-26,193.4616,195.5196,192.9301,194.595,5961484.0
2024-03-27,195.3605,198.4425,195.2412,198.363,8725757.0
2024-03-28,198.3332,199.556,197.3887,199.1385,8628313.0
2024-03-29,198.3332,199.556,197.3887,199.1385,8628313.0
2024-03-30,198.3332,199.556,197.3887,199.1385,8628313.0
2024-03-31,198.3332,199.556,197.3887,199.1385,8628313.0
2024-04-01,198.8303,199.7747,197.4135,197.7863,7309009.0
2024-04-02,197.2395,198.6215,196.9313,197.7068,7014683.0
2024-04-03,197.8858,198.4028,196.5535,197.1501,9353426.0
2024-04-04,199.15,199.68,195.55,195.65,9243793.0
2024-04-05,196.16,198.1224,195.11,197.45,6532278.0
2024-04-06,196.16,198.1224,195.11,197.45,6532278.0
2024-04-07,196.16,198.1224,195.11,197.45,6532278.0
2024-04-08,197.62,198.98,197.62,198.48,8000963.0
