,AZTA US Equity,AZTA US Equity,AZTA US Equity,AZTA US Equity,AZTA US Equity
2019-04-08,30.7476,30.8358,29.7191,30.8064,415456.0
2019-04-09,30.6105,30.9435,30.4146,30.728,325240.0
2019-04-10,30.7574,30.9533,30.5272,30.826,511150.0
2019-04-11,30.8945,30.9533,30.4814,30.5909,211004.0
2019-04-12,30.8749,30.9337,30.5223,30.679,272626.0
2019-04-13,30.8749,30.9337,30.5223,30.679,272626.0
2019-04-14,30.8749,30.9337,30.5223,30.679,272626.0
2019-04-15,30.7182,30.9337,29.9248,30.3264,236045.0
2019-04-16,30.4831,31.3255,30.4831,31.1394,395420.0
2019-04-17,31.5018,31.5214,30.8749,31.159,400757.0
2019-04-18,31.208,31.7369,30.8749,31.0513,343859.0
2019-04-19,31.208,31.7369,30.8749,31.0513,343859.0
2019-04-20,31.208,31.7369,30.8749,31.0513,343859.0
2019-04-21,31.208,31.7369,30.8749,31.0513,343859.0
2019-04-22,30.8847,31.0806,30.6203,30.9925,251419.0
2019-04-23,31.1002,31.2961,30.9114,31.1198,593409.0
2019-04-24,31.257,32.0112,31.159,31.639,490550.0
2019-04-25,31.9132,31.9132,30.8847,31.3941,498867.0
2019-04-26,31.0513,31.1379,30.5027,31.0121,428619.0
2019-04-27,31.0513,31.1379,30.5027,31.0121,428619.0
2019-04-28,31.0513,31.1379,30.5027,31.0121,428619.0
2019-04-29,30.9435,31.9426,30.8358,31.6978,971268.0
2019-04-30,33.4021,36.8599,33.3873,36.7424,1920757.0
2019-05-01,36.1742,38.5643,36.1546,37.2615,1773711.0
2019-05-02,37.2811,37.5652,36.2428,37.0754,622515.0
2019-05-03,36.9774,38.3243,36.7326,38.2802,619753.0
2019-05-04,36.9774,38.3243,36.7326,38.2802,619753.0
2019-05-05,36.9774,38.3243,36.7326,38.2802,619753.0
2019-05-06,36.4289,39.1667,36.1938,38.9561,1053242.0
2019-05-07,38.2704,39.3871,37.81,39.103,887305.0
2019-05-08,39.103,39.3675,37.4966,37.575,668029.0
2019-05-09,36.8403,37.6239,36.3505,37.5554,604833.0
2019-05-10,37.1636,38.2802,36.6248,38.1333,432610.0
2019-05-11,37.1636,38.2802,36.6248,38.1333,432610.0
2019-05-12,37.1636,38.2802,36.6248,38.1333,432610.0
2019-05-13,36.8893,36.904,35.7824,36.0469,418462.0
2019-05-14,36.4975,37.1636,36.2624,36.7326,305319.0
2019-05-15,36.2134,38.0158,36.1448,37.4868,325324.0
2019-05-16,37.477,37.8443,36.7717,37.1734,316608.0
2019-05-17,36.8599,37.4329,36.1252,36.664,509115.0
2019-05-18,36.8599,37.4329,36.1252,36.664,509115.0
2019-05-19,36.8599,37.4329,36.1252,36.664,509115.0
2019-05-20,35.753,36.3261,33.9703,34.3523,550164.0
2019-05-21,35.0086,35.1751,34.4943,35.0184,403225.0
2019-05-22,34.5286,35.1653,34.2152,35.1457,321287.0
2019-05-23,34.558,34.558,33.216,33.8527,442939.0
2019-05-24,34.0878,34.6755,33.9017,34.4992,306421.0
2019-05-25,34.0878,34.6755,33.9017,34.4992,306421.0
2019-05-26,34.0878,34.6755,33.9017,34.4992,306421.0
2019-05-27,34.0878,34.6755,33.9017,34.4992,306421.0
2019-05-28,34.7637,35.6453,34.6657,35.1849,418462.0
2019-05-29,34.7245,36.1546,34.6462,35.851,526791.0
2019-05-30,35.7432,36.5954,35.6257,36.5073,627554.0
2019-05-31,36.0371,36.0371,34.6657,34.7637,626308.0
2019-06-01,36.0371,36.0371,34.6657,34.7637,626308.0
2019-06-02,36.0371,36.0371,34.6657,34.7637,626308.0
2019-06-03,34.7931,35.5473,34.3631,35.038,485388.0
2019-06-04,35.7334,36.9774,35.0967,36.9089,306845.0
2019-06-05,37.1734,37.7317,36.5856,37.6631,494034.0
2019-06-06,37.4962,39.588,37.4471,39.2836,901440.0
2019-06-07,39.3523,40.0496,38.8122,38.8711,417771.0
2019-06-08,39.3523,40.0496,38.8122,38.8711,417771.0
2019-06-09,39.3523,40.0496,38.8122,38.8711,417771.0
2019-06-10,39.5095,41.4147,39.3818,40.3639,445903.0
2019-06-11,41.0317,41.3361,39.1166,39.2443,442142.0
2019-06-12,39.0086,39.0675,37.7221,38.3211,390565.0
2019-06-13,38.5274,39.0135,38.0363,38.6649,301612.0
2019-06-14,38.0952,38.2818,37.2801,37.7613,374489.0
2019-06-15,38.0952,38.2818,37.2801,37.7613,374489.0
2019-06-16,38.0952,38.2818,37.2801,37.7613,374489.0
2019-06-17,37.9676,38.5274,37.4569,37.4864,471492.0
2019-06-18,37.8694,39.6888,37.4471,38.8515,617876.0
2019-06-19,38.8809,38.9104,37.6042,38.1051,523598.0
2019-06-20,38.93,39.1755,38.4193,38.8416,532569.0
2019-06-21,38.4979,38.7532,37.9578,37.9872,1138712.0
2019-06-22,38.4979,38.7532,37.9578,37.9872,1138712.0
2019-06-23,38.4979,38.7532,37.9578,37.9872,1138712.0
2019-06-24,38.3309,38.5961,37.9578,38.2622,368615.0
2019-06-25,38.3309,38.7532,35.9248,35.9838,500796.0
2019-06-26,36.5435,37.0051,36.19,36.7203,474004.0
2019-06-27,36.9658,38.0658,36.9658,37.9479,594096.0
2019-06-28,38.1738,38.93,37.9872,38.056,1328476.0
2019-06-29,38.1738,38.93,37.9872,38.056,1328476.0
2019-06-30,38.1738,38.93,37.9872,38.056,1328476.0
2019-07-01,38.9693,39.9023,38.6452,39.205,389549.0
2019-07-02,39.2345,39.2795,37.6337,38.1247,468211.0
2019-07-03,38.2426,39.2345,37.7417,38.8907,408917.0
2019-07-04,38.2426,39.2345,37.7417,38.8907,408917.0
2019-07-05,38.4881,38.8711,38.1738,38.8515,225801.0
2019-07-06,38.4881,38.8711,38.1738,38.8515,225801.0
2019-07-07,38.4881,38.8711,38.1738,38.8515,225801.0
2019-07-08,38.5077,38.5077,37.2015,37.3489,431391.0
2019-07-09,36.9757,37.4078,36.7105,37.4078,511274.0
2019-07-10,37.9578,38.9006,37.7613,38.2524,480861.0
2019-07-11,38.272,38.3211,36.8873,37.5649,318108.0
2019-07-12,37.7221,38.9202,37.5983,38.7925,230961.0
2019-07-13,37.7221,38.9202,37.5983,38.7925,230961.0
2019-07-14,37.7221,38.9202,37.5983,38.7925,230961.0
2019-07-15,38.9693,39.1166,38.1051,38.3702,309103.0
2019-07-16,38.2917,38.9742,37.7319,38.6059,461851.0
2019-07-17,38.7041,39.1854,38.1738,38.2229,473715.0
2019-07-18,38.3015,39.5684,38.3015,39.2345,386684.0
2019-07-19,39.1854,39.7746,38.6747,38.7336,437537.0
2019-07-20,39.1854,39.7746,38.6747,38.7336,437537.0
2019-07-21,39.1854,39.7746,38.6747,38.7336,437537.0
2019-07-22,39.0577,39.8728,38.6904,39.372,261515.0
2019-07-23,39.8434,40.4179,39.2148,40.413,303268.0
2019-07-24,40.4915,41.4937,40.4915,41.0022,530037.0
2019-07-25,40.9924,41.2478,40.151,40.2362,273691.0
2019-07-26,40.5014,41.0219,40.1871,40.7665,333146.0
2019-07-27,40.5014,41.0219,40.1871,40.7665,333146.0
2019-07-28,40.5014,41.0219,40.1871,40.7665,333146.0
2019-07-29,40.8255,40.8415,39.7844,40.6781,291760.0
2019-07-30,40.0496,40.5603,38.9497,39.8237,532802.0
2019-07-31,39.9318,39.9416,37.9872,38.1051,816970.0
2019-08-01,37.9086,39.2639,36.8185,37.1033,707667.0
2019-08-02,35.5222,35.6007,31.8295,32.1045,1423603.0
2019-08-03,35.5222,35.6007,31.8295,32.1045,1423603.0
2019-08-04,35.5222,35.6007,31.8295,32.1045,1423603.0
2019-08-05,31.0046,31.3434,30.2189,31.0537,835511.0
2019-08-06,31.3287,32.3598,30.9702,31.6135,574766.0
2019-08-07,31.0144,31.5152,30.4448,30.651,425516.0
2019-08-08,30.9358,31.8099,30.6265,31.7804,547516.0
2019-08-09,31.5251,31.6429,29.7082,31.0242,377631.0
2019-08-10,31.5251,31.6429,29.7082,31.0242,377631.0
2019-08-11,31.5251,31.6429,29.7082,31.0242,377631.0
2019-08-12,30.6117,30.7492,30.0028,30.4644,281109.0
2019-08-13,30.2484,31.6429,30.1992,31.0733,219796.0
2019-08-14,30.0716,30.4349,29.4921,29.6395,281003.0
2019-08-15,29.7278,29.9635,29.3846,29.8064,331839.0
2019-08-16,29.8359,30.8576,29.7671,30.6805,276643.0
2019-08-17,29.8359,30.8576,29.7671,30.6805,276643.0
2019-08-18,29.8359,30.8576,29.7671,30.6805,276643.0
2019-08-19,31.3385,31.5349,30.926,30.9456,250117.0
2019-08-20,30.7492,31.0635,30.4546,30.7492,259124.0
2019-08-21,31.2108,31.5742,30.759,31.4563,250221.0
2019-08-22,31.5251,31.8099,31.0144,31.6135,284225.0
2019-08-23,30.6707,31.0635,29.3743,30.3662,904858.0
2019-08-24,30.6707,31.0635,29.3743,30.3662,904858.0
2019-08-25,30.6707,31.0635,29.3743,30.3662,904858.0
2019-08-26,30.5332,30.818,30.0225,30.4742,386665.0
2019-08-27,30.8965,31.0635,30.0323,30.4251,354775.0
2019-08-28,30.2778,30.5724,29.9341,30.376,219162.0
2019-08-29,30.9064,32.3893,30.8769,32.2125,382384.0
2019-08-30,31.967,32.7871,31.967,32.733,494278.0
2019-08-31,31.967,32.7871,31.967,32.733,494278.0
2019-09-01,31.967,32.7871,31.967,32.733,494278.0
2019-09-02,31.967,32.7871,31.967,32.733,494278.0
2019-09-03,32.7723,33.2732,32.4581,32.8902,890453.0
2019-09-04,33.4303,34.2045,33.1504,33.7249,484531.0
2019-09-05,34.4932,35.7047,34.4932,34.6902,375507.0
2019-09-06,34.8379,35.0645,34.1091,34.5129,267062.0
2019-09-07,34.8379,35.0645,34.1091,34.5129,267062.0
2019-09-08,34.8379,35.0645,34.1091,34.5129,267062.0
2019-09-09,34.641,35.1925,34.0992,35.1827,267708.0
2019-09-10,35.0054,37.1526,34.6807,37.1427,388179.0
2019-09-11,37.2412,37.8716,36.4533,36.9162,458385.0
2019-09-12,37.3102,38.7581,36.7389,38.4724,448908.0
2019-09-13,38.63,38.7778,37.7042,37.7239,537259.0
2019-09-14,38.63,38.7778,37.7042,37.7239,537259.0
2019-09-15,38.63,38.7778,37.7042,37.7239,537259.0
2019-09-16,37.2905,38.0292,36.8571,37.1821,464847.0
2019-09-17,37.2609,37.8519,36.0691,37.8322,488294.0
2019-09-18,37.9307,38.7876,37.6845,38.7482,360266.0
2019-09-19,39.0536,39.4968,38.8172,38.896,535175.0
2019-09-20,38.8566,39.1377,37.9307,38.8073,943735.0
2019-09-21,38.8566,39.1377,37.9307,38.8073,943735.0
2019-09-22,38.8566,39.1377,37.9307,38.8073,943735.0
2019-09-23,37.8519,38.4429,37.1723,37.8962,374689.0
2019-09-24,37.8716,38.0686,35.9214,36.079,482336.0
2019-09-25,35.882,37.3003,35.5767,37.123,405641.0
2019-09-26,37.3397,37.5466,36.867,37.1526,214770.0
2019-09-27,37.2018,37.2018,35.8032,36.34,660638.0
2019-09-28,37.2018,37.2018,35.8032,36.34,660638.0
2019-09-29,37.2018,37.2018,35.8032,36.34,660638.0
2019-09-30,36.67,36.8374,36.0593,36.473,369930.0
2019-10-01,36.6503,37.1821,35.4979,35.6653,406855.0
2019-10-02,35.3304,35.36,34.641,35.0645,339594.0
2019-10-03,35.0546,36.0002,34.247,35.9608,234075.0
2019-10-04,36.1381,37.123,35.4289,37.0541,255614.0
2019-10-05,36.1381,37.123,35.4289,37.0541,255614.0
2019-10-06,36.1381,37.123,35.4289,37.0541,255614.0
2019-10-07,37.0147,37.4579,36.6503,37.0049,327345.0
2019-10-08,36.4533,37.2215,34.7887,34.9611,354167.0
2019-10-09,35.4486,35.7047,35.0546,35.4092,388795.0
2019-10-10,35.5865,35.8525,35.2024,35.4092,365109.0
2019-10-11,36.3942,37.3299,36.1873,36.9458,430422.0
2019-10-12,36.3942,37.3299,36.1873,36.9458,430422.0
2019-10-13,36.3942,37.3299,36.1873,36.9458,430422.0
2019-10-14,36.7094,37.6549,36.7094,37.5761,200768.0
2019-10-15,37.6746,38.3345,37.4185,37.5663,261363.0
2019-10-16,37.32,38.1868,36.9458,37.4875,292637.0
2019-10-17,38.108,39.1816,37.98,39.1816,394580.0
2019-10-18,38.9748,39.3983,38.5315,39.1619,267388.0
2019-10-19,38.9748,39.3983,38.5315,39.1619,267388.0
2019-10-20,38.9748,39.3983,38.5315,39.1619,267388.0
2019-10-21,39.3983,40.186,39.2801,39.4869,248063.0
2019-10-22,39.4475,40.27,39.221,39.7972,393182.0
2019-10-23,39.4082,39.9991,39.1718,39.3195,408317.0
2019-10-24,39.9893,41.9493,39.9499,41.7819,295579.0
2019-10-25,41.7425,43.1805,41.25,42.629,485347.0
2019-10-26,41.7425,43.1805,41.25,42.629,485347.0
2019-10-27,41.7425,43.1805,41.25,42.629,485347.0
2019-10-28,43.0131,44.2591,42.1562,43.3381,388992.0
2019-10-29,43.5351,43.6632,42.9885,43.082,314667.0
2019-10-30,43.0525,43.0525,42.3729,42.7373,309576.0
2019-10-31,42.5994,42.5994,41.5061,41.8311,467692.0
2019-11-01,42.1759,42.7324,41.9444,42.3532,763693.0
2019-11-02,42.1759,42.7324,41.9444,42.3532,763693.0
2019-11-03,42.1759,42.7324,41.9444,42.3532,763693.0
2019-11-04,43.151,44.2049,42.6585,43.7715,757214.0
2019-11-05,43.8602,44.2344,43.2396,43.8996,436726.0
2019-11-06,44.067,44.2837,42.7964,44.0178,570176.0
2019-11-07,44.3132,49.5926,44.3132,47.3272,1355633.0
2019-11-08,46.5688,47.5045,44.3231,46.1059,781891.0
2019-11-09,46.5688,47.5045,44.3231,46.1059,781891.0
2019-11-10,46.5688,47.5045,44.3231,46.1059,781891.0
2019-11-11,45.4952,47.0317,45.1308,46.3029,572928.0
2019-11-12,46.5983,46.9529,46.0862,46.293,464350.0
2019-11-13,45.8793,46.8741,45.6429,46.3817,368045.0
2019-11-14,46.1748,46.7756,46.0763,46.3718,324985.0
2019-11-15,46.7756,46.948,46.1453,46.2044,680124.0
2019-11-16,46.7756,46.948,46.1453,46.2044,680124.0
2019-11-17,46.7756,46.948,46.1453,46.2044,680124.0
2019-11-18,45.8793,46.0172,44.3526,44.4708,850827.0
2019-11-19,44.4314,45.2096,44.2318,44.5595,840228.0
2019-11-20,44.2738,45.0815,43.6829,44.5595,1211390.0
2019-11-21,44.3034,44.3231,42.4221,42.9589,603110.0
2019-11-22,43.0919,43.151,42.1857,42.6585,344487.0
2019-11-23,43.0919,43.151,42.1857,42.6585,344487.0
2019-11-24,43.0919,43.151,42.1857,42.6585,344487.0
2019-11-25,42.8457,44.3822,42.6093,44.2344,519498.0
2019-11-26,43.939,44.4708,43.7272,43.9488,407098.0
2019-11-27,44.2344,44.983,43.7518,44.8254,367475.0
2019-11-28,44.2344,44.983,43.7518,44.8254,367475.0
2019-11-29,44.3822,44.9535,44.0276,44.0965,166951.0
2019-11-30,44.3822,44.9535,44.0276,44.0965,166951.0
2019-12-01,44.3822,44.9535,44.0276,44.0965,166951.0
2019-12-02,43.7321,43.8651,40.6393,40.9841,908547.0
2019-12-03,39.9499,40.5409,39.4032,39.7627,549646.0
2019-12-04,40.3537,40.6886,39.8809,40.3636,495364.0
2019-12-05,40.6499,40.7881,40.1167,40.4129,275263.0
2019-12-06,41.0053,41.5978,40.561,40.6203,435959.0
2019-12-07,41.0053,41.5978,40.561,40.6203,435959.0
2019-12-08,41.0053,41.5978,40.561,40.6203,435959.0
2019-12-09,40.4425,40.7388,39.0109,40.1167,841472.0
2019-12-10,40.2944,40.6696,39.7613,40.176,331749.0
2019-12-11,40.4623,41.2818,40.3241,41.114,235921.0
2019-12-12,40.9856,42.0421,40.6203,41.8446,347660.0
2019-12-13,41.7261,42.5654,41.341,41.7261,397558.0
2019-12-14,41.7261,42.5654,41.341,41.7261,397558.0
2019-12-15,41.7261,42.5654,41.341,41.7261,397558.0
2019-12-16,42.1408,42.2988,39.3564,39.3663,766485.0
2019-12-17,39.9291,43.77,39.588,42.9307,1073769.0
2019-12-18,42.9801,43.1282,41.9433,42.0816,686937.0
2019-12-19,42.0026,42.4173,41.7261,42.358,433903.0
2019-12-20,42.4864,42.7826,41.7557,41.894,1014309.0
2019-12-21,42.4864,42.7826,41.7557,41.894,1014309.0
2019-12-22,42.4864,42.7826,41.7557,41.894,1014309.0
2019-12-23,41.8545,42.5753,41.42,42.2988,477264.0
2019-12-24,42.516,42.516,41.5879,41.9433,109104.0
2019-12-25,42.516,42.516,41.5879,41.9433,109104.0
2019-12-26,42.2395,42.2395,41.6767,41.7261,278950.0
2019-12-27,42.0421,42.0421,41.1238,41.5286,406889.0
2019-12-28,42.0421,42.0421,41.1238,41.5286,406889.0
2019-12-29,42.0421,42.0421,41.1238,41.5286,406889.0
2019-12-30,41.6175,41.9878,40.8276,41.5681,282253.0
2019-12-31,41.2522,41.6669,40.9264,41.4299,482615.0
2020-01-01,41.2522,41.6669,40.9264,41.4299,482615.0
2020-01-02,41.9927,42.3679,41.736,42.358,318322.0
2020-01-03,41.5188,42.4271,41.3707,42.1013,427478.0
2020-01-04,41.5188,42.4271,41.3707,42.1013,427478.0
2020-01-05,41.5188,42.4271,41.3707,42.1013,427478.0
2020-01-06,41.5681,41.6027,39.7958,40.1463,558118.0
2020-01-07,40.2549,41.0745,39.9686,40.8079,207663.0
2020-01-08,40.7585,41.2324,40.5906,40.8967,339287.0
2020-01-09,41.2917,42.2099,41.0843,41.5978,575575.0
2020-01-10,41.6767,41.6767,40.5265,40.7585,254651.0
2020-01-11,41.6767,41.6767,40.5265,40.7585,254651.0
2020-01-12,41.6767,41.6767,40.5265,40.7585,254651.0
2020-01-13,40.8276,41.6471,40.7881,41.6175,306677.0
2020-01-14,41.9038,42.7629,41.3509,42.1013,297191.0
2020-01-15,41.9038,42.674,41.7656,42.5456,382914.0
2020-01-16,43.1084,43.9378,43.0492,43.5824,618638.0
2020-01-17,43.9773,43.9872,42.7579,43.0591,549224.0
2020-01-18,43.9773,43.9872,42.7579,43.0591,549224.0
2020-01-19,43.9773,43.9872,42.7579,43.0591,549224.0
2020-01-20,43.9773,43.9872,42.7579,43.0591,549224.0
2020-01-21,43.0097,43.0393,42.1285,42.2889,350103.0
2020-01-22,42.674,42.7801,41.7064,41.7854,315564.0
2020-01-23,41.8051,41.8051,40.5215,41.267,727356.0
2020-01-24,41.5879,41.7669,40.092,40.3734,386814.0
2020-01-25,41.5879,41.7669,40.092,40.3734,386814.0
2020-01-26,41.5879,41.7669,40.092,40.3734,386814.0
2020-01-27,39.1985,39.1985,38.3197,38.5073,525622.0
2020-01-28,38.9319,39.2083,38.2901,39.08,525347.0
2020-01-29,39.08,39.08,37.8458,37.984,494048.0
2020-01-30,38.2407,38.606,37.8147,38.3691,498061.0
2020-01-31,37.9248,38.063,37.4113,37.5989,533631.0
2020-02-01,37.9248,38.063,37.4113,37.5989,533631.0
2020-02-02,37.9248,38.063,37.4113,37.5989,533631.0
2020-02-03,37.6483,38.3912,37.6483,38.0729,413341.0
2020-02-04,38.9516,39.2873,38.4678,38.5567,255780.0
2020-02-05,39.2972,39.2972,38.6011,39.2281,216091.0
2020-02-06,39.5243,40.0575,38.9441,40.0377,450982.0
2020-02-07,38.3493,40.403,38.0136,38.6752,624496.0
2020-02-08,38.3493,40.403,38.0136,38.6752,624496.0
2020-02-09,38.3493,40.403,38.0136,38.6752,624496.0
2020-02-10,38.3789,41.4398,38.2995,41.4003,405335.0
2020-02-11,41.6471,42.828,41.3015,41.8643,447488.0
2020-02-12,42.7036,42.7036,41.8051,41.9285,410796.0
2020-02-13,41.9532,42.3087,41.504,41.9927,224568.0
2020-02-14,42.0717,42.0717,40.5018,40.7881,387424.0
2020-02-15,42.0717,42.0717,40.5018,40.7881,387424.0
2020-02-16,42.0717,42.0717,40.5018,40.7881,387424.0
2020-02-17,42.0717,42.0717,40.5018,40.7881,387424.0
2020-02-18,40.0871,40.5018,39.4453,39.8699,178922.0
2020-02-19,40.1858,41.2769,40.1858,40.7091,217296.0
2020-02-20,40.5018,40.5018,38.606,39.1886,247527.0
2020-02-21,39.0207,39.1787,37.4212,37.7075,278764.0
2020-02-22,39.0207,39.1787,37.4212,37.7075,278764.0
2020-02-23,39.0207,39.1787,37.4212,37.7075,278764.0
2020-02-24,35.9401,36.6807,35.5551,36.266,292674.0
2020-02-25,36.7597,36.7597,34.3702,34.5776,351917.0
2020-02-26,34.9824,35.5452,34.3801,34.5183,274426.0
2020-02-27,33.3532,34.5677,32.6621,33.5112,568187.0
2020-02-28,32.0401,34.5282,31.8525,34.074,561730.0
2020-02-29,32.0401,34.5282,31.8525,34.074,561730.0
2020-03-01,32.0401,34.5282,31.8525,34.074,561730.0
2020-03-02,34.469,34.627,33.141,34.5677,355494.0
2020-03-03,34.8343,35.6489,33.0175,33.4915,357403.0
2020-03-04,34.2024,35.4761,33.4816,35.3872,349456.0
2020-03-05,34.4268,35.1149,33.6644,34.3377,302842.0
2020-03-06,33.1792,33.9317,32.6,33.4169,307763.0
2020-03-07,33.1792,33.9317,32.6,33.4169,307763.0
2020-03-08,33.1792,33.9317,32.6,33.4169,307763.0
2020-03-09,31.1693,31.9317,29.8425,30.397,501887.0
2020-03-10,31.7138,32.0604,30.2583,31.6841,625435.0
2020-03-11,30.5653,31.3376,29.3672,30.496,818895.0
2020-03-12,28.2187,30.1593,27.5454,27.7731,764622.0
2020-03-13,29.1593,29.8587,26.0404,28.3573,735598.0
