,EIX US Equity,EIX US Equity,EIX US Equity,EIX US Equity,EIX US Equity
2023-07-07,66.2259,67.2314,65.9262,66.5739,1139624.0
2023-07-08,66.2259,67.2314,65.9262,66.5739,1139624.0
2023-07-09,66.2259,67.2314,65.9262,66.5739,1139624.0
2023-07-10,66.3226,66.6223,65.4041,66.0422,990680.0
2023-07-11,66.1775,67.096,66.0519,67.0767,729651.0
2023-07-12,67.357,68.2368,67.183,68.1208,897821.0
2023-07-13,67.9081,68.6042,67.7244,68.5945,1037690.0
2023-07-14,68.4302,68.6429,67.7824,68.1305,876710.0
2023-07-15,68.4302,68.6429,67.7824,68.1305,876710.0
2023-07-16,68.4302,68.6429,67.7824,68.1305,876710.0
2023-07-17,67.7438,68.1982,67.3329,67.5697,895158.0
2023-07-18,67.5311,68.1595,66.2065,67.067,1027876.0
2023-07-19,67.2217,68.6429,67.2217,68.2948,1143291.0
2023-07-20,68.4109,69.9577,67.9565,69.7547,1543207.0
2023-07-21,70.0351,70.5088,69.5807,69.9964,1360890.0
2023-07-22,70.0351,70.5088,69.5807,69.9964,1360890.0
2023-07-23,70.0351,70.5088,69.5807,69.9964,1360890.0
2023-07-24,69.9964,70.4121,69.6194,70.1318,1037662.0
2023-07-25,70.1318,70.3735,69.6339,69.9867,1581031.0
2023-07-26,69.9867,70.9245,69.3535,69.7064,1679787.0
2023-07-27,69.3873,70.1124,68.3625,68.5075,1463028.0
2023-07-28,70.4315,71.7657,69.5178,70.5378,2498706.0
2023-07-29,70.4315,71.7657,69.5178,70.5378,2498706.0
2023-07-30,70.4315,71.7657,69.5178,70.5378,2498706.0
2023-07-31,70.3928,70.3928,69.0151,69.571,2855220.0
2023-08-01,69.5517,70.1221,68.6042,68.6816,1391589.0
2023-08-02,68.5269,69.6677,68.0338,69.165,1283404.0
2023-08-03,68.9233,68.9233,67.7244,68.0048,1103555.0
2023-08-04,68.2368,68.4979,66.7093,66.9413,1633430.0
2023-08-05,68.2368,68.4979,66.7093,66.9413,1633430.0
2023-08-06,68.2368,68.4979,66.7093,66.9413,1633430.0
2023-08-07,67.6761,67.8308,67.241,67.4731,980439.0
2023-08-08,67.328,68.1982,66.7286,68.1595,1096954.0
2023-08-09,67.9081,68.5559,67.4731,67.9468,1332669.0
2023-08-10,68.1402,68.6622,67.3474,67.6277,1472330.0
2023-08-11,67.8501,68.3045,67.5117,68.1885,814507.0
2023-08-12,67.8501,68.3045,67.5117,68.1885,814507.0
2023-08-13,67.8501,68.3045,67.5117,68.1885,814507.0
2023-08-14,67.8694,67.8839,66.8978,67.4441,1574122.0
2023-08-15,67.1347,67.2314,66.5159,66.5353,1430621.0
2023-08-16,66.806,67.125,66.5353,66.864,1052671.0
2023-08-17,66.9993,67.7728,66.3129,66.3226,1897031.0
2023-08-18,66.1292,66.9026,65.9165,66.748,1612870.0
2023-08-19,66.1292,66.9026,65.9165,66.748,1612870.0
2023-08-20,66.1292,66.9026,65.9165,66.748,1612870.0
2023-08-21,66.5643,67.009,65.6651,66.719,1380033.0
2023-08-22,66.835,67.5117,66.6948,67.2314,1296804.0
2023-08-23,67.5214,67.6761,66.9171,67.5987,1479067.0
2023-08-24,67.6374,68.4882,67.2507,67.2507,1277814.0
2023-08-25,67.5407,67.9565,67.0912,67.6084,970910.0
2023-08-26,67.5407,67.9565,67.0912,67.6084,970910.0
2023-08-27,67.5407,67.9565,67.0912,67.6084,970910.0
2023-08-28,67.7824,68.2272,67.4054,67.4054,940903.0
2023-08-29,67.415,67.9565,67.2217,67.8308,815959.0
2023-08-30,67.7051,68.1982,67.2169,67.6084,764621.0
2023-08-31,67.7824,68.0821,66.5449,66.5643,2533010.0
2023-09-01,67.009,67.1927,65.5878,66.1389,1349162.0
2023-09-02,67.009,67.1927,65.5878,66.1389,1349162.0
2023-09-03,67.009,67.1927,65.5878,66.1389,1349162.0
2023-09-04,67.009,67.1927,65.5878,66.1389,1349162.0
2023-09-05,65.9165,66.1679,64.563,64.998,1454899.0
2023-09-06,65.1044,65.6796,64.8144,65.4814,1760523.0
2023-09-07,65.9842,67.009,65.4911,66.3999,1689990.0
2023-09-08,66.5933,67.6422,66.4289,67.4827,1108164.0
2023-09-09,66.5933,67.6422,66.4289,67.4827,1108164.0
2023-09-10,66.5933,67.6422,66.4289,67.4827,1108164.0
2023-09-11,67.6761,68.2465,67.4344,67.5504,1170202.0
2023-09-12,67.6858,68.1595,67.4054,67.9565,1725911.0
2023-09-13,68.0821,68.7202,67.8501,68.3915,2195487.0
2023-09-14,69.107,69.4308,68.7879,69.1456,1542855.0
2023-09-15,68.8459,69.7257,68.7976,69.1843,2876658.0
2023-09-16,68.8459,69.7257,68.7976,69.1843,2876658.0
2023-09-17,68.8459,69.7257,68.7976,69.1843,2876658.0
2023-09-18,69.4067,69.5517,68.493,68.8556,1521610.0
2023-09-19,68.9233,69.1166,67.8114,67.8598,1724994.0
2023-09-20,67.9661,68.1982,67.067,67.4344,2850106.0
2023-09-21,67.125,67.6761,66.5643,66.6126,2550625.0
2023-09-22,66.4289,66.4289,65.7231,65.8102,2006883.0
2023-09-23,66.4289,66.4289,65.7231,65.8102,2006883.0
2023-09-24,66.4289,66.4289,65.7231,65.8102,2006883.0
2023-09-25,65.4331,65.7812,65.0947,65.3944,1767840.0
2023-09-26,65.0174,65.1914,63.2385,63.6155,2599567.0
2023-09-27,63.4995,63.8185,62.8711,63.1321,2922841.0
2023-09-28,63.5599,63.8239,62.0834,62.1812,2044890.0
2023-09-29,62.6408,62.895,60.8513,61.8878,2901541.0
2023-09-30,62.6408,62.895,60.8513,61.8878,2901541.0
2023-10-01,62.6408,62.895,60.8513,61.8878,2901541.0
2023-10-02,61.6825,61.8291,59.2965,59.6877,3059702.0
2023-10-03,59.1401,60.1864,58.2698,59.8734,2692804.0
2023-10-04,60.0201,60.2939,58.8663,59.8734,2271893.0
2023-10-05,59.8246,60.3135,58.9249,59.3454,2423128.0
2023-10-06,58.5534,61.0175,57.5168,60.6851,2281973.0
2023-10-07,58.5534,61.0175,57.5168,60.6851,2281973.0
2023-10-08,58.5534,61.0175,57.5168,60.6851,2281973.0
2023-10-09,60.509,61.1642,60.1179,61.1446,1666711.0
2023-10-10,61.3989,62.1323,61.174,61.8683,2058453.0
2023-10-11,62.3963,63.5941,62.1127,63.4915,1957992.0
2023-10-12,63.3644,64.0097,62.5136,63.4524,2237271.0
2023-10-13,63.9706,64.6844,63.6284,64.2346,1710200.0
2023-10-14,63.9706,64.6844,63.6284,64.2346,1710200.0
2023-10-15,63.9706,64.6844,63.6284,64.2346,1710200.0
2023-10-16,64.7236,64.7725,63.6088,64.6844,1534791.0
2023-10-17,64.2053,65.0169,64.0391,64.8996,1895634.0
2023-10-18,64.8018,65.0854,64.0195,64.1466,2416011.0
2023-10-19,64.0684,64.4009,62.3621,62.5821,2490178.0
2023-10-20,62.6701,63.2079,61.2718,61.3207,3260520.0
2023-10-21,62.6701,63.2079,61.2718,61.3207,3260520.0
2023-10-22,62.6701,63.2079,61.2718,61.3207,3260520.0
2023-10-23,61.0175,61.6825,60.3281,60.4699,2574143.0
2023-10-24,61.3696,62.9243,61.0982,62.6408,2087564.0
2023-10-25,62.0443,62.5821,61.8096,61.8976,1560309.0
2023-10-26,62.0345,63.159,62.0345,62.2789,1738449.0
2023-10-27,61.9856,62.3963,60.2744,60.5677,2139782.0
2023-10-28,61.9856,62.3963,60.2744,60.5677,2139782.0
2023-10-29,61.9856,62.3963,60.2744,60.5677,2139782.0
2023-10-30,61.1153,61.614,60.7144,61.3109,1513162.0
2023-10-31,61.4673,62.0149,61.0175,61.6629,2168207.0
2023-11-01,62.0638,63.0026,61.262,62.5527,2084749.0
2023-11-02,62.6114,63.8044,61.5847,62.2203,4449550.0
2023-11-03,62.895,63.5599,62.2252,62.631,2642106.0
2023-11-04,62.895,63.5599,62.2252,62.631,2642106.0
2023-11-05,62.895,63.5599,62.2252,62.631,2642106.0
2023-11-06,62.4843,62.7825,62.054,62.4647,2686693.0
2023-11-07,62.6505,62.6505,61.7998,62.1127,1347125.0
2023-11-08,61.7411,61.7607,60.8415,61.526,1915494.0
2023-11-09,61.6825,62.5723,61.6336,61.7705,2433824.0
2023-11-10,62.1225,62.3865,61.4869,62.3083,1886220.0
2023-11-11,62.1225,62.3865,61.4869,62.3083,1886220.0
2023-11-12,62.1225,62.3865,61.4869,62.3083,1886220.0
2023-11-13,62.0932,62.4745,60.8317,60.8709,1902044.0
2023-11-14,62.4256,64.3813,62.4256,64.2542,2602081.0
2023-11-15,64.0,64.6647,63.5746,63.8239,2893365.0
2023-11-16,64.3422,64.8409,64.0684,64.528,1716991.0
2023-11-17,64.9387,64.9387,64.2004,64.4693,1463694.0
2023-11-18,64.9387,64.9387,64.2004,64.4693,1463694.0
2023-11-19,64.9387,64.9387,64.2004,64.4693,1463694.0
2023-11-20,64.1075,64.6258,63.2177,64.2346,1525854.0
2023-11-21,64.2835,64.3618,63.4328,64.0782,935090.0
2023-11-22,64.176,64.5182,63.511,64.44,1247891.0
2023-11-23,64.176,64.5182,63.511,64.44,1247891.0
2023-11-24,64.3422,64.4204,63.9706,64.3911,419238.0
2023-11-25,64.3422,64.4204,63.9706,64.3911,419238.0
2023-11-26,64.3422,64.4204,63.9706,64.3911,419238.0
2023-11-27,64.6258,64.9142,64.0488,64.8018,4282154.0
2023-11-28,64.8018,65.4667,64.4204,65.0169,2463832.0
2023-11-29,65.1831,65.3885,64.1075,64.3226,1915879.0
2023-11-30,64.5769,65.5938,64.264,65.5058,3981460.0
2023-12-01,65.5156,65.9948,65.2712,65.985,2615004.0
2023-12-02,65.5156,65.9948,65.2712,65.985,2615004.0
2023-12-03,65.5156,65.9948,65.2712,65.985,2615004.0
2023-12-04,65.5743,66.249,65.1734,65.8774,1752406.0
2023-12-05,65.7894,65.9948,64.8409,65.2418,1851367.0
2023-12-06,65.4961,65.7699,65.1831,65.6721,2427171.0
2023-12-07,65.8872,66.2783,65.2907,65.8187,1799031.0
2023-12-08,65.7601,66.0779,65.1343,65.9556,2275797.0
2023-12-09,65.7601,66.0779,65.1343,65.9556,2275797.0
2023-12-10,65.7601,66.0779,65.1343,65.9556,2275797.0
2023-12-11,65.7112,66.6206,65.3983,66.5228,2652774.0
2023-12-12,66.4348,66.4348,65.7405,66.1219,2433498.0
2023-12-13,66.0534,69.2705,65.6916,69.2216,2310830.0
2023-12-14,69.7595,70.1946,68.3123,68.7621,2902817.0
2023-12-15,67.882,68.8012,67.6473,68.498,5245549.0
2023-12-16,67.882,68.8012,67.6473,68.498,5245549.0
2023-12-17,67.882,68.8012,67.6473,68.498,5245549.0
2023-12-18,68.5372,68.9674,68.0091,68.2145,2122383.0
2023-12-19,68.4687,68.7816,68.2242,68.4589,2166174.0
2023-12-20,68.5469,68.6643,67.2024,67.2464,2321358.0
2023-12-21,67.3442,67.97,66.8504,67.3442,1204148.0
2023-12-22,67.8038,68.5274,67.6571,67.9407,1448038.0
2023-12-23,67.8038,68.5274,67.6571,67.9407,1448038.0
2023-12-24,67.8038,68.5274,67.6571,67.9407,1448038.0
2023-12-25,67.8038,68.5274,67.6571,67.9407,1448038.0
2023-12-26,67.9407,70.1897,67.8136,70.0528,2816527.0
2023-12-27,69.8964,70.4048,69.4954,70.3168,1608900.0
2023-12-28,69.615,70.8012,69.615,70.7815,1114097.0
2023-12-29,70.6925,70.7617,70.1982,70.6727,1413982.0
2023-12-30,70.6925,70.7617,70.1982,70.6727,1413982.0
2023-12-31,70.6925,70.7617,70.1982,70.6727,1413982.0
2024-01-01,70.6925,70.7617,70.1982,70.6727,1413982.0
2024-01-02,70.4355,71.6316,70.1438,71.513,1626816.0
2024-01-03,71.3054,71.6712,70.129,70.7617,2702509.0
2024-01-04,70.999,71.6811,70.5442,71.4636,2264496.0
2024-01-05,71.4438,72.032,71.0385,71.7404,1900942.0
2024-01-06,71.4438,72.032,71.0385,71.7404,1900942.0
2024-01-07,71.4438,72.032,71.0385,71.7404,1900942.0
2024-01-08,71.691,72.4126,71.3944,72.3335,1212981.0
2024-01-09,71.7602,72.3286,71.4685,72.1852,1090423.0
2024-01-10,72.0963,72.1309,71.4438,71.5031,1371764.0
2024-01-11,71.2362,71.2609,69.9412,70.3564,1678153.0
2024-01-12,70.8606,70.999,70.3564,70.5442,1584561.0
2024-01-13,70.8606,70.999,70.3564,70.5442,1584561.0
2024-01-14,70.8606,70.999,70.3564,70.5442,1584561.0
2024-01-15,70.8606,70.999,70.3564,70.5442,1584561.0
2024-01-16,70.6035,70.6134,69.3085,69.3678,2748885.0
2024-01-17,69.0416,69.9214,68.0728,68.5078,1620424.0
2024-01-18,68.2606,68.4682,67.539,67.8158,1774662.0
2024-01-19,68.2903,68.2903,67.104,67.5093,1807793.0
2024-01-20,68.2903,68.2903,67.104,67.5093,1807793.0
2024-01-21,68.2903,68.2903,67.104,67.5093,1807793.0
2024-01-22,67.4994,67.707,66.4812,66.8766,2985622.0
2024-01-23,66.7975,67.0991,65.4926,66.2439,2694898.0
2024-01-24,66.5702,66.5702,64.2174,64.4349,4461074.0
2024-01-25,65.3839,66.7234,65.0972,66.2736,5967240.0
2024-01-26,66.5504,67.015,66.2242,66.7283,2284696.0
2024-01-27,66.5504,67.015,66.2242,66.7283,2284696.0
2024-01-28,66.5504,67.015,66.2242,66.7283,2284696.0
2024-01-29,66.669,67.2177,66.501,66.9261,2155782.0
2024-01-30,66.7679,67.1534,66.2044,66.5405,2186690.0
2024-01-31,67.1337,67.2226,65.8189,66.7086,15490273.0
2024-02-01,66.4515,67.5983,65.3048,67.5093,2821277.0
2024-02-02,66.9755,67.0249,65.4037,66.1055,2000621.0
2024-02-03,66.9755,67.0249,65.4037,66.1055,2000621.0
2024-02-04,66.9755,67.0249,65.4037,66.1055,2000621.0
2024-02-05,65.3938,65.5025,64.7314,64.8105,2401418.0
2024-02-06,64.7018,64.8105,64.3162,64.3854,2394981.0
2024-02-07,64.5139,64.8797,63.8813,64.6919,2106603.0
2024-02-08,64.3261,64.6326,62.9026,63.9801,2574184.0
2024-02-09,63.7231,64.2174,63.6045,63.9603,1761071.0
2024-02-10,63.7231,64.2174,63.6045,63.9603,1761071.0
2024-02-11,63.7231,64.2174,63.6045,63.9603,1761071.0
2024-02-12,64.0493,64.6919,63.822,64.6326,1658984.0
2024-02-13,64.3162,64.682,62.4281,63.6737,1679012.0
2024-02-14,63.8022,64.3755,63.4933,64.2866,2308830.0
2024-02-15,64.6425,65.7299,64.5535,65.7002,1813043.0
2024-02-16,65.3839,65.8386,64.7809,65.5519,2538038.0
2024-02-17,65.3839,65.8386,64.7809,65.5519,2538038.0
2024-02-18,65.3839,65.8386,64.7809,65.5519,2538038.0
2024-02-19,65.3839,65.8386,64.7809,65.5519,2538038.0
2024-02-20,65.4432,66.3823,65.2653,65.7793,1922875.0
2024-02-21,66.1846,67.2325,65.9177,67.1732,2136146.0
2024-02-22,66.7283,67.4203,66.2835,66.6493,4509678.0
2024-02-23,67.3907,68.5374,66.8074,67.4797,3213647.0
2024-02-24,67.3907,68.5374,66.8074,67.4797,3213647.0
2024-02-25,67.3907,68.5374,66.8074,67.4797,3213647.0
2024-02-26,67.2721,67.3314,65.7694,65.7892,2287962.0
2024-02-27,65.9968,67.0249,65.9078,66.9359,1774650.0
2024-02-28,66.8371,67.193,66.3329,67.0743,2113681.0
2024-02-29,67.2671,68.1321,66.8865,67.2424,4415957.0
2024-03-01,67.0051,67.0546,65.6113,65.7892,2057343.0
2024-03-02,67.0051,67.0546,65.6113,65.7892,2057343.0
2024-03-03,67.0051,67.0546,65.6113,65.7892,2057343.0
2024-03-04,65.5618,66.7975,65.5025,66.6888,1353300.0
2024-03-05,66.9458,67.8751,66.0561,66.3428,1361765.0
2024-03-06,66.9755,67.7762,66.674,67.4698,1292898.0
2024-03-07,68.1222,68.4089,67.7565,68.1716,1193455.0
2024-03-08,68.231,68.6857,67.8851,68.4781,920295.0
2024-03-09,68.231,68.6857,67.8851,68.4781,920295.0
2024-03-10,68.231,68.6857,67.8851,68.4781,920295.0
2024-03-11,68.3199,69.0611,68.2112,68.5967,1273492.0
2024-03-12,68.1815,68.7252,67.9196,68.6659,1387637.0
2024-03-13,68.9328,69.4963,68.5868,68.8538,1607581.0
2024-03-14,68.5078,68.8834,67.2127,67.6675,1784573.0
2024-03-15,67.361,68.399,67.361,68.0135,4035561.0
2024-03-16,67.361,68.399,67.361,68.0135,4035561.0
2024-03-17,67.361,68.399,67.361,68.0135,4035561.0
2024-03-18,68.0728,68.5275,67.6774,68.1716,1282752.0
2024-03-19,68.3002,68.8439,67.9641,68.7055,1225518.0
2024-03-20,68.5868,69.1404,68.0079,68.7055,1637670.0
2024-03-21,68.7747,70.2773,68.7203,69.3678,1823417.0
2024-03-22,69.783,69.783,68.577,68.7648,1401408.0
2024-03-23,69.783,69.783,68.577,68.7648,1401408.0
2024-03-24,69.783,69.783,68.577,68.7648,1401408.0
2024-03-25,69.0218,69.1207,68.2507,68.4386,1161237.0
2024-03-26,68.4484,68.5325,67.4055,67.45,1813408.0
2024-03-27,67.99,69.455,67.945,69.4,1639008.0
2024-03-28,69.48,70.84,69.39,70.73,1898511.0
2024-03-29,69.48,70.84,69.39,70.73,1898511.0
2024-03-30,69.48,70.84,69.39,70.73,1898511.0
2024-03-31,69.48,70.84,69.39,70.73,1898511.0
2024-04-01,70.58,70.58,69.475,70.44,1306647.0
2024-04-02,70.22,70.81,69.96,70.13,1326972.0
2024-04-03,70.22,70.49,69.86,69.9,1302839.0
2024-04-04,70.67,70.705,69.18,69.85,1375672.0
2024-04-05,69.43,71.26,69.22,70.82,2881448.0
2024-04-06,69.43,71.26,69.22,70.82,2881448.0
2024-04-07,69.43,71.26,69.22,70.82,2881448.0
2024-04-08,70.85,71.33,70.29,70.68,1898606.0
