,INTC US Equity,INTC US Equity,INTC US Equity,INTC US Equity,INTC US Equity
2019-03-28,46.4129,46.5785,45.9945,46.2909,13607888.0
2019-03-29,46.8923,47.1015,46.6134,46.8051,18736074.0
2019-03-30,46.8923,47.1015,46.6134,46.8051,18736074.0
2019-03-31,46.8923,47.1015,46.6134,46.8051,18736074.0
2019-04-01,47.363,47.5634,47.1538,47.5111,17830437.0
2019-04-02,47.5286,47.7639,47.2627,47.3804,13704511.0
2019-04-03,47.9644,48.8011,47.8423,48.3566,24552838.0
2019-04-04,48.1736,48.9318,48.1736,48.7401,16520453.0
2019-04-05,48.5919,48.7662,47.8249,48.4612,19268396.0
2019-04-06,48.5919,48.7662,47.8249,48.4612,19268396.0
2019-04-07,48.5919,48.7662,47.8249,48.4612,19268396.0
2019-04-08,48.1823,48.5832,48.1125,48.5309,11758823.0
2019-04-09,48.2433,48.313,47.8511,48.2171,13339677.0
2019-04-10,48.2171,48.6878,48.2171,48.5919,13084042.0
2019-04-11,48.6006,48.8708,48.4873,48.6355,10845819.0
2019-04-12,48.9929,49.2369,48.6704,49.1759,12910185.0
2019-04-13,48.9929,49.2369,48.6704,49.1759,12910185.0
2019-04-14,48.9929,49.2369,48.6704,49.1759,12910185.0
2019-04-15,49.2108,49.2936,48.7401,49.0539,11676910.0
2019-04-16,49.3851,50.0911,48.8708,49.4287,30301933.0
2019-04-17,50.9365,51.9389,50.6576,51.0411,38788448.0
2019-04-18,51.1719,51.32,50.6609,50.9801,20464197.0
2019-04-19,51.1719,51.32,50.6609,50.9801,20464197.0
2019-04-20,51.1719,51.32,50.6609,50.9801,20464197.0
2019-04-21,51.1719,51.32,50.6609,50.9801,20464197.0
2019-04-22,50.6838,51.2765,50.4484,51.2677,12327484.0
2019-04-23,51.3288,51.4072,50.9888,51.2329,17739929.0
2019-04-24,51.0063,51.6773,50.6751,51.1806,17723745.0
2019-04-25,50.8145,50.8842,49.8819,50.2131,27949926.0
2019-04-26,45.9684,46.2735,44.905,45.6982,72364512.0
2019-04-27,45.9684,46.2735,44.905,45.6982,72364512.0
2019-04-28,45.9684,46.2735,44.905,45.6982,72364512.0
2019-04-29,45.4716,45.6982,44.4518,44.5477,42142301.0
2019-04-30,44.4518,44.8266,44.3385,44.4867,27130855.0
2019-05-01,44.539,44.9748,44.2252,44.2426,20467582.0
2019-05-02,44.2775,44.7351,43.6848,44.0596,22655397.0
2019-05-03,44.5215,45.1665,44.2165,45.1055,25656641.0
2019-05-04,44.5215,45.1665,44.2165,45.1055,25656641.0
2019-05-05,44.5215,45.1665,44.2165,45.1055,25656641.0
2019-05-06,44.0663,44.9696,44.0137,44.917,26245240.0
2019-05-07,44.3733,44.6188,43.7857,44.268,29713382.0
2019-05-08,44.0225,44.5399,43.0315,43.1806,36812429.0
2019-05-09,42.0055,42.3475,40.3832,40.883,59642160.0
2019-05-10,40.7252,41.0409,39.5501,40.5147,42522778.0
2019-05-11,40.7252,41.0409,39.5501,40.5147,42522778.0
2019-05-12,40.7252,41.0409,39.5501,40.5147,42522778.0
2019-05-13,39.7518,40.0236,39.1993,39.2519,39091928.0
2019-05-14,39.6202,39.8877,39.3484,39.6115,24706458.0
2019-05-15,39.3922,40.1201,39.2519,40.0061,23407893.0
2019-05-16,39.8746,40.2955,39.8307,39.9272,19954653.0
2019-05-17,39.6202,40.1026,39.2552,39.3659,22500360.0
2019-05-18,39.6202,40.1026,39.2552,39.3659,22500360.0
2019-05-19,39.6202,40.1026,39.2552,39.3659,22500360.0
2019-05-20,38.5854,39.0415,38.1065,38.1996,28674965.0
2019-05-21,38.8836,39.2695,38.7389,38.9888,25543371.0
2019-05-22,38.717,38.9888,38.4495,38.5854,16932520.0
2019-05-23,38.033,39.2344,37.5857,39.0502,35783928.0
2019-05-24,39.1028,39.5062,39.0151,39.0853,27168066.0
2019-05-25,39.1028,39.5062,39.0151,39.0853,27168066.0
2019-05-26,39.1028,39.5062,39.0151,39.0853,27168066.0
2019-05-27,39.1028,39.5062,39.0151,39.0853,27168066.0
2019-05-28,39.1642,39.1905,37.9716,38.2084,34779863.0
2019-05-29,38.0154,39.0502,38.0008,38.7871,28450341.0
2019-05-30,38.8485,39.4887,38.7871,39.2256,21618859.0
2019-05-31,38.7433,39.2782,38.5241,38.6205,25532529.0
2019-06-01,38.7433,39.2782,38.5241,38.6205,25532529.0
2019-06-02,38.7433,39.2782,38.5241,38.6205,25532529.0
2019-06-03,38.8047,39.0985,37.8839,38.1119,31155678.0
2019-06-04,38.7258,39.3352,38.3837,39.2782,28094917.0
2019-06-05,39.5589,39.6202,38.7521,39.0678,20802012.0
2019-06-06,39.2432,39.6115,39.0283,39.5501,19076170.0
2019-06-07,39.6816,40.4446,39.5501,40.3656,24370253.0
2019-06-08,39.6816,40.4446,39.5501,40.3656,24370253.0
2019-06-09,39.6816,40.4446,39.5501,40.3656,24370253.0
2019-06-10,40.541,41.3829,40.5147,41.0409,20806083.0
2019-06-11,41.4443,41.4969,40.7953,41.0847,18415495.0
2019-06-12,40.9269,40.9269,40.5586,40.62,15900569.0
2019-06-13,40.8655,41.1768,40.8041,40.9532,12267633.0
2019-06-14,40.1902,40.7076,39.9411,40.5059,15381077.0
2019-06-15,40.1902,40.7076,39.9411,40.5059,15381077.0
2019-06-16,40.1902,40.7076,39.9411,40.5059,15381077.0
2019-06-17,40.4621,40.8041,40.1639,40.4533,12643343.0
2019-06-18,40.997,42.0932,40.8655,41.5407,25732293.0
2019-06-19,41.6372,41.7249,41.2163,41.2777,17436381.0
2019-06-20,41.9792,42.1371,41.1023,41.3829,20126780.0
2019-06-21,41.1724,41.8564,41.0409,41.6197,31096251.0
2019-06-22,41.1724,41.8564,41.0409,41.6197,31096251.0
2019-06-23,41.1724,41.8564,41.0409,41.6197,31096251.0
2019-06-24,41.567,41.9577,41.3654,41.7687,14479942.0
2019-06-25,41.7074,41.8126,41.0409,41.0847,16665577.0
2019-06-26,41.7863,42.5141,41.7074,42.2598,21886309.0
2019-06-27,42.2248,42.4615,41.4267,41.6197,23062947.0
2019-06-28,41.8915,42.2686,41.8126,41.9792,26646183.0
2019-06-29,41.8915,42.2686,41.8126,41.9792,26646183.0
2019-06-30,41.8915,42.2686,41.8126,41.9792,26646183.0
2019-07-01,43.2245,43.3648,41.8696,42.1371,27558606.0
2019-07-02,42.0143,42.2861,41.8214,42.1984,15384686.0
2019-07-03,42.2511,42.5843,42.0888,42.5492,10739100.0
2019-07-04,42.2511,42.5843,42.0888,42.5492,10739100.0
2019-07-05,42.1195,42.2467,41.6021,42.1634,14339228.0
2019-07-06,42.1195,42.2467,41.6021,42.1634,14339228.0
2019-07-07,42.1195,42.2467,41.6021,42.1634,14339228.0
2019-07-08,41.76,42.0494,41.2777,41.9354,16564291.0
2019-07-09,41.532,41.9178,41.3303,41.874,17853185.0
2019-07-10,42.0231,42.6281,42.0055,42.2774,16032269.0
2019-07-11,42.5843,42.7772,42.3651,42.6194,16615082.0
2019-07-12,42.9702,43.7857,42.8035,43.7769,20148730.0
2019-07-13,42.9702,43.7857,42.8035,43.7769,20148730.0
2019-07-14,42.9702,43.7857,42.8035,43.7769,20148730.0
2019-07-15,43.8471,44.0663,43.6448,43.9523,14345082.0
2019-07-16,43.7682,43.8471,42.9351,43.1192,17131368.0
2019-07-17,43.4086,43.584,43.1806,43.3122,11928605.0
2019-07-18,43.2157,43.8383,42.8737,43.7945,15679636.0
2019-07-19,43.812,44.4259,43.7682,44.0839,29141087.0
2019-07-20,43.812,44.4259,43.7682,44.0839,29141087.0
2019-07-21,43.812,44.4259,43.7682,44.0839,29141087.0
2019-07-22,43.8515,45.1757,43.7506,45.031,21686529.0
2019-07-23,45.601,45.601,44.9871,45.3817,18413520.0
2019-07-24,45.5834,46.4516,45.4256,46.4078,20896369.0
2019-07-25,46.0482,46.1271,45.4957,45.7413,27765432.0
2019-07-26,46.2061,46.9164,45.1888,45.2414,36401545.0
2019-07-27,46.2061,46.9164,45.1888,45.2414,36401545.0
2019-07-28,46.2061,46.9164,45.1888,45.2414,36401545.0
2019-07-29,45.1888,46.092,44.5311,46.0482,21897455.0
2019-07-30,45.3467,45.8728,45.2151,45.3379,16487692.0
2019-07-31,45.1713,45.3554,43.8909,44.3294,24169751.0
2019-08-01,44.3031,45.5045,43.3823,43.4086,34020779.0
2019-08-02,43.0491,43.2859,42.5317,42.6895,27881620.0
2019-08-03,43.0491,43.2859,42.5317,42.6895,27881620.0
2019-08-04,43.0491,43.2859,42.5317,42.6895,27881620.0
2019-08-05,41.8827,42.058,40.8392,41.19,38936649.0
2019-08-06,41.627,41.9889,41.2871,41.4592,26119563.0
2019-08-07,40.8765,41.3886,40.5852,41.2562,29440393.0
2019-08-08,40.7529,41.8168,40.5322,41.6446,30643740.0
2019-08-09,41.4416,41.4945,40.4174,40.594,24975455.0
2019-08-10,41.4416,41.4945,40.4174,40.594,24975455.0
2019-08-11,41.4416,41.4945,40.4174,40.594,24975455.0
2019-08-12,40.3998,40.6735,40.1173,40.2585,18494298.0
2019-08-13,40.1614,41.5343,40.0466,41.3533,29374656.0
2019-08-14,40.6646,41.1635,40.3027,40.4969,25650218.0
2019-08-15,40.7,40.7706,40.1129,40.3468,21992683.0
2019-08-16,40.9118,41.212,40.6646,41.0531,23335693.0
2019-08-17,40.9118,41.212,40.6646,41.0531,23335693.0
2019-08-18,40.9118,41.212,40.6646,41.0531,23335693.0
2019-08-19,41.9007,42.0243,41.5298,41.6976,21404916.0
2019-08-20,41.521,41.6005,41.0178,41.1414,23115324.0
2019-08-21,41.5916,41.7506,41.3975,41.627,15915801.0
2019-08-22,41.7417,41.8742,41.2208,41.3003,19785890.0
2019-08-23,40.9207,41.1679,39.5522,39.6935,32817083.0
2019-08-24,40.9207,41.1679,39.5522,39.6935,32817083.0
2019-08-25,40.9207,41.1679,39.5522,39.6935,32817083.0
2019-08-26,40.4528,40.4528,39.9495,40.2232,22086633.0
2019-08-27,40.4969,40.7176,40.1702,40.4263,16927568.0
2019-08-28,40.3468,40.5322,40.0555,40.4263,14895346.0
2019-08-29,41.0178,41.6888,40.9648,41.3798,17806113.0
2019-08-30,41.7064,42.192,41.6358,41.8565,16923146.0
2019-08-31,41.7064,42.192,41.6358,41.8565,16923146.0
2019-09-01,41.7064,42.192,41.6358,41.8565,16923146.0
2019-09-02,41.7064,42.192,41.6358,41.8565,16923146.0
2019-09-03,41.6005,41.6888,41.0487,41.4769,15010268.0
2019-09-04,41.9889,43.2161,41.9713,43.1896,23472112.0
2019-09-05,44.0769,45.1761,44.0283,44.2314,30023117.0
2019-09-06,44.3638,45.0172,44.2049,44.9554,17067940.0
2019-09-07,44.3638,45.0172,44.2049,44.9554,17067940.0
2019-09-08,44.3638,45.0172,44.2049,44.9554,17067940.0
2019-09-09,45.079,45.9353,45.0436,45.5469,20749659.0
2019-09-10,45.3173,45.7676,44.8715,45.7499,18532029.0
2019-09-11,45.5557,46.6063,45.3615,46.6063,18968942.0
2019-09-12,46.7917,47.0831,45.9662,46.8005,23308710.0
2019-09-13,46.5798,46.7917,46.1162,46.3856,18010814.0
2019-09-14,46.5798,46.7917,46.1162,46.3856,18010814.0
2019-09-15,46.5798,46.7917,46.1162,46.3856,18010814.0
2019-09-16,45.8206,46.1605,45.645,46.0854,13354588.0
2019-09-17,45.953,46.036,45.335,45.8647,19888219.0
2019-09-18,46.0236,46.0236,45.1672,45.6793,15029864.0
2019-09-19,45.644,45.9,45.4674,45.5292,11849919.0
2019-09-20,45.5557,45.8029,44.6375,44.7788,38632498.0
2019-09-21,45.5557,45.8029,44.6375,44.7788,38632498.0
2019-09-22,45.5557,45.8029,44.6375,44.7788,38632498.0
2019-09-23,44.8759,45.2246,44.4874,44.9377,21574149.0
2019-09-24,45.1143,45.1849,43.8253,43.9842,28472934.0
2019-09-25,43.9224,45.2114,43.6311,45.0436,20120838.0
2019-09-26,45.0083,45.154,44.4433,44.9554,11482105.0
2019-09-27,44.6993,45.2202,44.4433,44.8318,14846405.0
2019-09-28,44.6993,45.2202,44.4433,44.8318,14846405.0
2019-09-29,44.6993,45.2202,44.4433,44.8318,14846405.0
2019-09-30,45.1937,45.5513,44.9716,45.4939,14059201.0
2019-10-01,45.8824,46.1207,44.5228,44.8141,18487336.0
2019-10-02,44.4168,44.4698,43.2426,43.6046,21436998.0
2019-10-03,43.7017,44.2049,42.8471,44.1696,17235566.0
2019-10-04,44.4521,44.9995,44.1696,44.9554,12748071.0
2019-10-05,44.4521,44.9995,44.1696,44.9554,12748071.0
2019-10-06,44.4521,44.9995,44.1696,44.9554,12748071.0
2019-10-07,44.7611,45.229,44.6375,44.6905,12722054.0
2019-10-08,44.2844,44.5669,43.7988,43.9003,17884433.0
2019-10-09,44.5581,44.8406,44.2756,44.5669,12189955.0
2019-10-10,44.5051,45.7102,44.4963,45.1231,14611658.0
2019-10-11,45.9088,46.6063,45.7499,45.9883,24167112.0
2019-10-12,45.9088,46.6063,45.7499,45.9883,24167112.0
2019-10-13,45.9088,46.6063,45.7499,45.9883,24167112.0
2019-10-14,45.8206,45.8647,45.4144,45.591,16425533.0
2019-10-15,45.847,46.8535,45.7588,46.4827,18970764.0
2019-10-16,46.2178,46.4032,46.0148,46.3017,15173069.0
2019-10-17,46.4695,46.6505,45.3615,45.7852,16918323.0
2019-10-18,45.6881,45.7499,45.0517,45.3438,16975159.0
2019-10-19,45.6881,45.7499,45.0517,45.3438,16975159.0
2019-10-20,45.6881,45.7499,45.0517,45.3438,16975159.0
2019-10-21,45.4851,46.0589,45.3262,46.0236,13120652.0
2019-10-22,45.8206,46.1914,45.812,45.9177,13347316.0
2019-10-23,45.3526,45.8735,45.2026,45.6616,15961603.0
2019-10-24,45.9883,46.2885,45.4056,46.1119,25654058.0
2019-10-25,47.8423,49.9788,47.6039,49.8464,59767680.0
2019-10-26,47.8423,49.9788,47.6039,49.8464,59767680.0
2019-10-27,47.8423,49.9788,47.6039,49.8464,59767680.0
2019-10-28,49.7758,50.1554,49.4933,50.1113,32307512.0
2019-10-29,49.767,50.535,49.6522,49.7405,18155771.0
2019-10-30,49.7228,49.9965,49.1004,49.97,15247999.0
2019-10-31,49.7316,49.97,49.1048,49.9082,19249679.0
2019-11-01,49.3873,50.0111,49.1048,49.8906,17953467.0
2019-11-02,49.3873,50.0111,49.1048,49.8906,17953467.0
2019-11-03,49.3873,50.0111,49.1048,49.8906,17953467.0
2019-11-04,50.2616,51.0294,50.1907,50.8617,19067981.0
2019-11-05,50.7381,51.515,50.5086,50.8087,20865354.0
2019-11-06,51.0351,51.2304,50.5823,51.1327,17720996.0
2019-11-07,51.4878,51.9761,51.3591,51.5322,16962846.0
2019-11-08,51.3547,51.7541,50.8753,51.7275,11890273.0
2019-11-09,51.3547,51.7541,50.8753,51.7275,11890273.0
2019-11-10,51.3547,51.7541,50.8753,51.7275,11890273.0
2019-11-11,51.4612,51.9317,51.399,51.7985,11236365.0
2019-11-12,51.8429,52.198,51.5144,51.6654,11954038.0
2019-11-13,51.3724,51.4612,50.9108,51.3902,15409832.0
2019-11-14,51.1416,51.5233,51.1061,51.3191,12141218.0
2019-11-15,51.6387,52.1092,51.1505,51.4523,16112991.0
2019-11-16,51.6387,52.1092,51.1505,51.4523,16112991.0
2019-11-17,51.6387,52.1092,51.1505,51.4523,16112991.0
2019-11-18,51.2215,51.9139,51.1061,51.7097,16101282.0
2019-11-19,51.9139,52.0648,51.2659,51.7985,17062825.0
2019-11-20,51.7186,51.8074,50.9254,51.399,18559091.0
2019-11-21,51.0351,51.7541,50.9641,51.6831,16139031.0
2019-11-22,51.7896,52.0648,51.0351,51.1416,15690160.0
2019-11-23,51.7896,52.0648,51.0351,51.1416,15690160.0
2019-11-24,51.7896,52.0648,51.0351,51.1416,15690160.0
2019-11-25,51.4878,52.2335,51.4878,52.2069,15012416.0
2019-11-26,52.3311,52.4909,51.8873,52.2868,22381498.0
2019-11-27,51.9583,52.0116,51.4035,51.9406,18185512.0
2019-11-28,51.9583,52.0116,51.4035,51.9406,18185512.0
2019-11-29,51.621,51.7497,51.3014,51.5322,9481129.0
2019-11-30,51.621,51.7497,51.3014,51.5322,9481129.0
2019-12-01,51.621,51.7497,51.3014,51.5322,9481129.0
2019-12-02,51.9761,52.1003,51.0173,51.186,19166768.0
2019-12-03,50.4758,50.4758,49.4904,49.7745,26613647.0
2019-12-04,50.2983,50.2983,49.5881,49.7301,18882730.0
2019-12-05,50.0763,50.0763,49.4993,49.7834,17675582.0
2019-12-06,50.2983,50.5912,50.0852,50.4314,16477405.0
2019-12-07,50.2983,50.5912,50.0852,50.4314,16477405.0
2019-12-08,50.2983,50.5912,50.0852,50.4314,16477405.0
2019-12-09,50.1917,50.5646,50.1562,50.1829,14467822.0
2019-12-10,50.3427,50.4492,50.103,50.2361,16157977.0
2019-12-11,50.5202,50.751,50.2272,50.6622,20051865.0
2019-12-12,50.3782,51.5322,50.2539,51.0883,27896156.0
2019-12-13,51.0883,51.7896,50.9374,51.3014,22795852.0
2019-12-14,51.0883,51.7896,50.9374,51.3014,22795852.0
2019-12-15,51.0883,51.7896,50.9374,51.3014,22795852.0
2019-12-16,51.6742,51.9938,51.1771,51.2215,19135285.0
2019-12-17,51.4878,51.5766,50.7155,50.8664,21656376.0
2019-12-18,50.9463,51.004,50.5468,50.751,28273062.0
2019-12-19,50.751,51.4789,50.569,51.4523,18869002.0
2019-12-20,51.7719,52.4199,51.3902,52.3311,49970823.0
2019-12-21,51.7719,52.4199,51.3902,52.3311,49970823.0
2019-12-22,51.7719,52.4199,51.3902,52.3311,49970823.0
2019-12-23,52.4288,53.068,52.411,52.5797,23593186.0
2019-12-24,52.5975,52.8016,52.5176,52.7395,6313179.0
2019-12-25,52.5975,52.8016,52.5176,52.7395,6313179.0
2019-12-26,52.7395,53.1301,52.6862,53.1035,11486640.0
2019-12-27,53.1834,53.6894,53.1745,53.3343,14086147.0
2019-12-28,53.1834,53.6894,53.1745,53.3343,14086147.0
2019-12-29,53.1834,53.6894,53.1745,53.3343,14086147.0
2019-12-30,53.2544,53.3076,52.7129,52.9259,12751111.0
2019-12-31,52.9259,53.2011,52.6951,53.1301,14435832.0
2020-01-01,52.9259,53.2011,52.6951,53.1301,14435832.0
2020-01-02,53.4763,54.1243,53.4586,54.0089,17713404.0
2020-01-03,53.0946,53.8847,53.0946,53.352,15298577.0
2020-01-04,53.0946,53.8847,53.0946,53.352,15298577.0
2020-01-05,53.0946,53.8847,53.0946,53.352,15298577.0
2020-01-06,52.8993,53.4364,52.6685,53.2011,17759137.0
2020-01-07,53.068,53.0857,52.2779,52.3134,21960524.0
2020-01-08,52.2779,52.6596,51.9494,52.3489,23138274.0
2020-01-09,52.4199,52.8283,52.2246,52.6419,18818492.0
2020-01-10,52.8815,53.3298,52.2601,52.3223,15201929.0
2020-01-11,52.8815,53.3298,52.2601,52.3223,15201929.0
2020-01-12,52.8815,53.3298,52.2601,52.3223,15201929.0
2020-01-13,52.5264,53.0635,52.4466,52.8993,16455825.0
2020-01-14,52.8105,53.0324,52.5398,52.7573,17092446.0
2020-01-15,52.6419,52.9526,52.1536,52.3223,18498803.0
2020-01-16,52.6063,53.1212,52.4377,52.9614,21365530.0
2020-01-17,53.2455,53.2633,52.5889,52.9082,21803446.0
2020-01-18,53.2455,53.2633,52.5889,52.9082,21803446.0
2020-01-19,53.2455,53.2633,52.5889,52.9082,21803446.0
2020-01-20,53.2455,53.2633,52.5889,52.9082,21803446.0
2020-01-21,53.0946,54.3729,53.0768,53.7515,28358468.0
2020-01-22,54.1865,55.7933,54.1243,55.6867,29475122.0
2020-01-23,55.8021,56.5523,55.7578,56.2105,42778737.0
2020-01-24,59.0956,61.5102,58.9979,60.7823,84711037.0
2020-01-25,59.0956,61.5102,58.9979,60.7823,84711037.0
2020-01-26,59.0956,61.5102,58.9979,60.7823,84711037.0
2020-01-27,59.2287,59.8501,58.2345,58.3144,30764002.0
2020-01-28,59.0334,59.9922,58.5363,59.7525,30915394.0
2020-01-29,60.0366,60.4183,58.7405,58.8825,18076688.0
2020-01-30,58.27,59.0334,57.6397,59.0068,18522360.0
2020-01-31,58.412,58.5718,56.5212,56.752,25268428.0
2020-02-01,58.412,58.5718,56.5212,56.752,25268428.0
2020-02-02,58.412,58.5718,56.5212,56.752,25268428.0
2020-02-03,57.2181,57.7374,57.0805,57.187,16654563.0
2020-02-04,58.3854,58.6428,57.6308,58.1102,20970754.0
2020-02-05,59.2021,60.0099,58.705,59.7791,23401417.0
2020-02-06,60.0378,60.127,59.565,59.8505,17408038.0
2020-02-07,59.6453,60.0378,58.887,58.8959,18134646.0
2020-02-08,59.6453,60.0378,58.887,58.8959,18134646.0
2020-02-09,59.6453,60.0378,58.887,58.8959,18134646.0
2020-02-10,58.4856,59.2349,58.3785,59.226,22299288.0
2020-02-11,59.6185,60.4036,59.3866,60.1359,17975623.0
2020-02-12,60.3054,60.7426,60.0467,60.1805,15586600.0
2020-02-13,59.7613,60.35,59.5373,60.1627,11602733.0
2020-02-14,60.2341,60.5418,59.6096,60.011,13405451.0
2020-02-15,60.2341,60.5418,59.6096,60.011,13405451.0
2020-02-16,60.2341,60.5418,59.6096,60.011,13405451.0
2020-02-17,60.2341,60.5418,59.6096,60.011,13405451.0
2020-02-18,59.4669,59.4936,58.771,59.003,12766566.0
2020-02-19,59.226,59.9486,59.0387,59.8683,13551202.0
2020-02-20,59.8059,60.0289,57.5935,58.3874,26452594.0
2020-02-21,58.1466,58.209,57.1296,57.3972,20780465.0
2020-02-22,58.1466,58.209,57.1296,57.3972,20780465.0
2020-02-23,58.1466,58.209,57.1296,57.3972,20780465.0
2020-02-24,54.9649,55.9966,54.7031,55.0956,26903117.0
2020-02-25,55.3008,55.5595,53.0438,53.2847,34495728.0
2020-02-26,53.6237,54.257,52.8743,53.2133,26217740.0
2020-02-27,51.6789,52.1963,49.7787,49.8055,42226859.0
2020-02-28,48.4406,50.2962,47.8161,49.529,60727999.0
