,SOI US Equity,SOI US Equity,SOI US Equity,SOI US Equity,SOI US Equity
2021-05-28,8.843,8.869,8.6005,8.6525,159448.0
2021-05-29,8.843,8.869,8.6005,8.6525,159448.0
2021-05-30,8.843,8.869,8.6005,8.6525,159448.0
2021-05-31,8.843,8.869,8.6005,8.6525,159448.0
2021-06-01,8.7478,9.0855,8.6871,9.0076,307271.0
2021-06-02,8.9903,9.5532,8.9729,9.5273,253967.0
2021-06-03,9.5013,9.7005,9.3454,9.5446,141779.0
2021-06-04,9.5273,9.5879,9.3627,9.5099,177804.0
2021-06-05,9.5273,9.5879,9.3627,9.5099,177804.0
2021-06-06,9.5273,9.5879,9.3627,9.5099,177804.0
2021-06-07,9.432,9.5792,9.1981,9.2155,235506.0
2021-06-08,9.1635,9.4147,9.0596,9.2414,126665.0
2021-06-09,9.2068,9.2934,9.0336,9.1115,164403.0
2021-06-10,9.1548,9.3107,8.9816,9.0076,115566.0
2021-06-11,8.9989,9.2328,8.9989,9.0509,101909.0
2021-06-12,8.9989,9.2328,8.9989,9.0509,101909.0
2021-06-13,8.9989,9.2328,8.9989,9.0509,101909.0
2021-06-14,9.0203,9.1962,8.9415,8.9765,117430.0
2021-06-15,9.0028,9.2915,9.0028,9.2827,286463.0
2021-06-16,9.274,9.379,9.1253,9.2565,137573.0
2021-06-17,9.1865,9.2784,8.1804,8.2416,326411.0
2021-06-18,8.2329,8.4253,8.0579,8.1366,328288.0
2021-06-19,8.2329,8.4253,8.0579,8.1366,328288.0
2021-06-20,8.2329,8.4253,8.0579,8.1366,328288.0
2021-06-21,8.1541,8.6266,8.1541,8.5653,180468.0
2021-06-22,8.5216,8.7666,8.2985,8.7228,260662.0
2021-06-23,8.8453,9.0378,8.7053,8.9065,250337.0
2021-06-24,8.9153,8.9765,8.6528,8.889,151236.0
2021-06-25,8.9765,8.9765,8.5828,8.6791,792434.0
2021-06-26,8.9765,8.9765,8.5828,8.6791,792434.0
2021-06-27,8.9765,8.9765,8.5828,8.6791,792434.0
2021-06-28,8.6441,8.6966,8.2854,8.3641,191971.0
2021-06-29,8.4078,8.819,8.4078,8.5916,191070.0
2021-06-30,8.5916,8.6791,8.3728,8.5216,163380.0
2021-07-01,8.7316,8.9065,8.6878,8.889,146224.0
2021-07-02,8.8015,8.8365,8.5741,8.6528,123726.0
2021-07-03,8.8015,8.8365,8.5741,8.6528,123726.0
2021-07-04,8.8015,8.8365,8.5741,8.6528,123726.0
2021-07-05,8.8015,8.8365,8.5741,8.6528,123726.0
2021-07-06,8.6528,8.6703,8.0229,8.2241,164019.0
2021-07-07,8.1454,8.3378,7.9966,8.0579,209537.0
2021-07-08,7.9179,8.1891,7.8916,8.1541,177663.0
2021-07-09,8.2591,8.4953,8.1541,8.4691,138541.0
2021-07-10,8.2591,8.4953,8.1541,8.4691,138541.0
2021-07-11,8.2591,8.4953,8.1541,8.4691,138541.0
2021-07-12,8.3204,8.5216,8.2241,8.4428,83730.0
2021-07-13,8.4078,8.5741,8.3239,8.3991,121134.0
2021-07-14,8.4428,8.6019,8.0666,8.1104,149107.0
2021-07-15,8.0316,8.1891,7.93,7.9791,156448.0
2021-07-16,8.0841,8.2329,7.7429,7.7604,305745.0
2021-07-17,8.0841,8.2329,7.7429,7.7604,305745.0
2021-07-18,8.0841,8.2329,7.7429,7.7604,305745.0
2021-07-19,7.3842,7.6554,7.3142,7.4629,260192.0
2021-07-20,7.4629,7.7429,7.4017,7.5854,195438.0
2021-07-21,7.7517,7.9354,7.6642,7.8654,104953.0
2021-07-22,7.8392,7.8392,7.5592,7.6992,113000.0
2021-07-23,7.7517,7.7517,7.5154,7.6904,97908.0
2021-07-24,7.7517,7.7517,7.5154,7.6904,97908.0
2021-07-25,7.7517,7.7517,7.5154,7.6904,97908.0
2021-07-26,7.5767,7.9791,7.5767,7.7779,243749.0
2021-07-27,7.7254,8.0404,7.4892,7.9704,233915.0
2021-07-28,7.9879,8.2854,7.8129,8.0054,267062.0
2021-07-29,8.0316,8.0579,7.4192,7.5942,241227.0
2021-07-30,7.6029,7.6467,7.4367,7.6117,185475.0
2021-07-31,7.6029,7.6467,7.4367,7.6117,185475.0
2021-08-01,7.6029,7.6467,7.4367,7.6117,185475.0
2021-08-02,7.5504,7.8304,7.1042,7.2267,261109.0
2021-08-03,7.2617,7.5242,7.1742,7.3492,476583.0
2021-08-04,7.4367,7.5242,6.868,6.903,347063.0
2021-08-05,6.8855,7.2267,6.8768,7.008,234530.0
2021-08-06,7.1742,7.2027,6.9555,7.113,192266.0
2021-08-07,7.1742,7.2027,6.9555,7.113,192266.0
2021-08-08,7.1742,7.2027,6.9555,7.113,192266.0
2021-08-09,6.9555,7.0517,6.763,6.8855,179493.0
2021-08-10,6.868,7.218,6.868,7.2005,198379.0
2021-08-11,7.1217,7.2267,6.9817,7.2005,386407.0
2021-08-12,7.1742,7.2573,6.9949,7.008,173974.0
2021-08-13,6.9817,7.0342,6.7543,6.763,207891.0
2021-08-14,6.9817,7.0342,6.7543,6.763,207891.0
2021-08-15,6.9817,7.0342,6.7543,6.763,207891.0
2021-08-16,6.6843,6.7105,6.4918,6.588,213314.0
2021-08-17,6.5355,6.5968,6.3123,6.3956,195794.0
2021-08-18,6.3431,6.5587,6.3081,6.3256,208669.0
2021-08-19,6.2556,6.3168,6.0193,6.0893,200591.0
2021-08-20,6.0193,6.2113,6.0106,6.1331,158580.0
2021-08-21,6.0193,6.2113,6.0106,6.1331,158580.0
2021-08-22,6.0193,6.2113,6.0106,6.1331,158580.0
2021-08-23,6.2906,6.4481,6.1593,6.3781,229758.0
2021-08-24,6.4043,6.518,6.3168,6.5005,396096.0
2021-08-25,6.5005,6.5355,6.4043,6.4043,148143.0
2021-08-26,6.3431,6.4524,6.2643,6.3343,142022.0
2021-08-27,6.3606,6.6668,6.2993,6.588,257467.0
2021-08-28,6.3606,6.6668,6.2993,6.588,257467.0
2021-08-29,6.3606,6.6668,6.2993,6.588,257467.0
2021-08-30,6.6318,6.7559,6.4217,6.4568,131753.0
2021-08-31,6.4306,6.5793,6.3956,6.5005,111443.0
2021-09-01,6.4656,6.6318,6.3868,6.5968,117096.0
2021-09-02,6.6405,6.7324,6.5705,6.6755,116357.0
2021-09-03,6.6668,6.6748,6.5093,6.5968,95982.0
2021-09-04,6.6668,6.6748,6.5093,6.5968,95982.0
2021-09-05,6.6668,6.6748,6.5093,6.5968,95982.0
2021-09-06,6.6668,6.6748,6.5093,6.5968,95982.0
2021-09-07,6.6318,6.7543,6.5005,6.5443,95499.0
2021-09-08,6.553,6.5793,6.3343,6.3606,207114.0
2021-09-09,6.3343,6.4568,6.2556,6.3081,107105.0
2021-09-10,6.4131,6.4306,6.2381,6.3868,205222.0
2021-09-11,6.4131,6.4306,6.2381,6.3868,205222.0
2021-09-12,6.4131,6.4306,6.2381,6.3868,205222.0
2021-09-13,6.4356,6.7996,6.4356,6.7108,194820.0
2021-09-14,6.7818,6.8262,6.5777,6.6309,259233.0
2021-09-15,6.5954,7.0481,6.5422,6.7197,313928.0
2021-09-16,6.7286,6.7286,6.4889,6.6398,198149.0
2021-09-17,6.5954,6.6398,6.3646,6.5599,595299.0
2021-09-18,6.5954,6.6398,6.3646,6.5599,595299.0
2021-09-19,6.5954,6.6398,6.3646,6.5599,595299.0
2021-09-20,6.3557,6.409,6.1383,6.2403,202223.0
2021-09-21,6.3291,6.3291,6.1427,6.2492,117075.0
2021-09-22,6.3557,6.4711,6.3291,6.3913,151231.0
2021-09-23,6.4268,6.6398,6.4223,6.6043,143187.0
2021-09-24,6.5688,6.7286,6.5599,6.5599,94401.0
2021-09-25,6.5688,6.7286,6.5599,6.5599,94401.0
2021-09-26,6.5688,6.7286,6.5599,6.5599,94401.0
2021-09-27,6.7463,7.2168,6.6487,7.128,248889.0
2021-09-28,7.2789,7.5008,7.1103,7.1458,200566.0
2021-09-29,7.1813,7.4032,7.0393,7.3411,182004.0
2021-09-30,7.3499,7.5008,7.27,7.4032,162679.0
2021-10-01,7.4298,7.5097,7.2131,7.3854,209283.0
2021-10-02,7.4298,7.5097,7.2131,7.3854,209283.0
2021-10-03,7.4298,7.5097,7.2131,7.3854,209283.0
2021-10-04,7.4831,7.7139,7.3943,7.4742,222788.0
2021-10-05,7.563,7.634,7.2523,7.3943,146185.0
2021-10-06,7.2789,7.2967,6.9061,7.0925,182939.0
2021-10-07,7.0304,7.4387,7.0304,7.3499,98112.0
2021-10-08,7.3943,7.5896,7.3322,7.492,81722.0
2021-10-09,7.3943,7.5896,7.3322,7.492,81722.0
2021-10-10,7.3943,7.5896,7.3322,7.492,81722.0
2021-10-11,7.6074,7.6784,7.3588,7.3943,83914.0
2021-10-12,7.4032,7.5275,7.2346,7.2967,61222.0
2021-10-13,7.199,7.2301,7.0659,7.1724,92263.0
2021-10-14,7.2345,7.4032,7.2244,7.2612,122387.0
2021-10-15,7.4565,7.4742,7.2789,7.2878,114502.0
2021-10-16,7.4565,7.4742,7.2789,7.2878,114502.0
2021-10-17,7.4565,7.4742,7.2789,7.2878,114502.0
2021-10-18,7.3233,7.3943,6.773,6.9594,290389.0
2021-10-19,7.057,7.2878,6.8617,7.2789,182570.0
2021-10-20,7.2523,7.3677,7.1458,7.3588,64627.0
2021-10-21,7.4298,7.5008,7.3588,7.421,169693.0
2021-10-22,7.4387,7.4831,7.2168,7.2967,115687.0
2021-10-23,7.4387,7.4831,7.2168,7.2967,115687.0
2021-10-24,7.4387,7.4831,7.2168,7.2967,115687.0
2021-10-25,7.3411,7.6429,7.3411,7.3677,84504.0
2021-10-26,7.3588,7.5807,7.2318,7.2967,126235.0
2021-10-27,7.1902,7.3144,7.0126,7.0304,126786.0
2021-10-28,7.0215,7.1191,6.9594,6.9682,130043.0
2021-10-29,6.9594,7.0215,6.6842,6.7374,197729.0
2021-10-30,6.9594,7.0215,6.6842,6.7374,197729.0
2021-10-31,6.9594,7.0215,6.6842,6.7374,197729.0
2021-11-01,6.7552,7.2878,6.7552,7.0393,304609.0
2021-11-02,7.2079,7.4476,6.9682,7.1458,390114.0
2021-11-03,6.9327,7.6783,6.9327,7.563,244819.0
2021-11-04,7.6606,7.8648,7.421,7.4565,143495.0
2021-11-05,7.5275,7.6606,7.3056,7.4298,197428.0
2021-11-06,7.5275,7.6606,7.3056,7.4298,197428.0
2021-11-07,7.5275,7.6606,7.3056,7.4298,197428.0
2021-11-08,7.5364,7.6695,7.4201,7.492,131363.0
2021-11-09,7.421,7.4391,7.1635,7.421,83630.0
2021-11-10,7.3499,7.421,7.0304,7.057,133042.0
2021-11-11,7.0659,7.1191,6.9327,6.9771,92785.0
2021-11-12,7.0126,7.0126,6.6931,6.773,136356.0
2021-11-13,7.0126,7.0126,6.6931,6.773,136356.0
2021-11-14,7.0126,7.0126,6.6931,6.773,136356.0
2021-11-15,6.7818,6.844,6.5066,6.7197,187648.0
2021-11-16,6.6664,6.7951,6.6576,6.6842,144198.0
2021-11-17,6.622,6.6588,6.3469,6.3557,175447.0
2021-11-18,6.3557,6.409,6.0184,6.1161,219480.0
2021-11-19,5.9918,6.0539,5.7788,5.8764,170801.0
2021-11-20,5.9918,6.0539,5.7788,5.8764,170801.0
2021-11-21,5.9918,6.0539,5.7788,5.8764,170801.0
2021-11-22,5.9208,6.1161,5.872,6.0451,176132.0
2021-11-23,6.1249,6.3646,6.0983,6.1427,100039.0
2021-11-24,6.1871,6.4445,6.1605,6.3202,123748.0
2021-11-25,6.1871,6.4445,6.1605,6.3202,123748.0
2021-11-26,5.9829,6.1028,5.7255,6.0007,178137.0
2021-11-27,5.9829,6.1028,5.7255,6.0007,178137.0
2021-11-28,5.9829,6.1028,5.7255,6.0007,178137.0
2021-11-29,6.1693,6.2581,6.0184,6.0628,191287.0
2021-11-30,5.8942,6.1249,5.8143,6.0717,220523.0
2021-12-01,6.2759,6.2759,5.7344,5.7521,263233.0
2021-12-02,5.7521,6.0184,5.6711,5.974,144682.0
2021-12-03,6.0539,6.0628,5.6545,5.7077,396668.0
2021-12-04,6.0539,6.0628,5.6545,5.7077,396668.0
2021-12-05,6.0539,6.0628,5.6545,5.7077,396668.0
2021-12-06,5.7123,5.9288,5.604,5.8205,304230.0
2021-12-07,5.8837,6.1183,5.8837,5.9559,262923.0
2021-12-08,6.0371,6.0552,5.9198,6.001,200879.0
2021-12-09,6.0732,6.1093,5.8747,6.0913,194964.0
2021-12-10,6.1364,6.2357,5.965,6.2086,316009.0
2021-12-11,6.1364,6.2357,5.965,6.2086,316009.0
2021-12-12,6.1364,6.2357,5.965,6.2086,316009.0
2021-12-13,6.1003,6.2266,5.9198,5.9469,196980.0
2021-12-14,5.8927,6.0642,5.7303,5.7484,258991.0
2021-12-15,5.7213,5.8025,5.5137,5.7393,212906.0
2021-12-16,5.7574,6.0642,5.7574,5.8927,220707.0
2021-12-17,5.8747,5.9469,5.6852,5.8296,244873.0
2021-12-18,5.8747,5.9469,5.6852,5.8296,244873.0
2021-12-19,5.8747,5.9469,5.6852,5.8296,244873.0
2021-12-20,5.7393,5.8657,5.5408,5.8296,149710.0
2021-12-21,5.8927,6.1364,5.8927,6.0732,226290.0
2021-12-22,6.0371,6.1724,5.9288,6.0552,126656.0
2021-12-23,6.1003,6.1364,5.9379,5.974,92107.0
2021-12-24,6.1003,6.1364,5.9379,5.974,92107.0
2021-12-25,6.1003,6.1364,5.9379,5.974,92107.0
2021-12-26,6.1003,6.1364,5.9379,5.974,92107.0
2021-12-27,5.992,5.992,5.7574,5.8747,190995.0
2021-12-28,5.8747,5.983,5.8476,5.8927,184979.0
2021-12-29,5.8927,5.8927,5.7123,5.7844,183003.0
2021-12-30,5.7574,5.8296,5.6852,5.7844,290627.0
2021-12-31,5.7754,5.9288,5.7754,5.9108,104928.0
2022-01-01,5.7754,5.9288,5.7754,5.9108,104928.0
2022-01-02,5.7754,5.9288,5.7754,5.9108,104928.0
2022-01-03,5.9559,6.3485,5.9559,6.3259,167413.0
2022-01-04,6.371,6.7861,6.371,6.723,220500.0
2022-01-05,6.7861,7.0929,6.6237,6.6778,285216.0
2022-01-06,6.7681,6.9486,6.6056,6.8493,107318.0
2022-01-07,6.8583,7.0208,6.7951,6.9305,125158.0
2022-01-08,6.8583,7.0208,6.7951,6.9305,125158.0
2022-01-09,6.8583,7.0208,6.7951,6.9305,125158.0
2022-01-10,6.9756,6.9847,6.7682,6.8764,104289.0
2022-01-11,6.9125,7.0749,6.8042,7.0117,127287.0
2022-01-12,7.0839,7.102,6.9129,6.9395,145082.0
2022-01-13,6.9034,7.2012,6.9034,7.1832,162936.0
2022-01-14,7.129,7.2644,6.9666,7.1832,158414.0
2022-01-15,7.129,7.2644,6.9666,7.1832,158414.0
2022-01-16,7.129,7.2644,6.9666,7.1832,158414.0
2022-01-17,7.129,7.2644,6.9666,7.1832,158414.0
2022-01-18,7.3005,7.3546,6.9756,7.0388,130858.0
2022-01-19,7.0568,7.0659,6.8222,6.9395,85299.0
2022-01-20,6.8493,7.0749,6.7771,6.7861,138612.0
2022-01-21,6.741,6.8673,6.5876,6.6598,178264.0
2022-01-22,6.741,6.8673,6.5876,6.6598,178264.0
2022-01-23,6.741,6.8673,6.5876,6.6598,178264.0
2022-01-24,6.5154,6.9305,6.353,6.9034,156270.0
2022-01-25,6.8403,7.2283,6.6508,7.129,97355.0
2022-01-26,7.1742,7.3005,6.8583,6.9666,108944.0
2022-01-27,6.9666,7.1369,6.6688,6.7861,95932.0
2022-01-28,6.75,6.9576,6.6417,6.8854,120812.0
2022-01-29,6.75,6.9576,6.6417,6.8854,120812.0
2022-01-30,6.75,6.9576,6.6417,6.8854,120812.0
2022-01-31,6.8132,7.0433,6.732,6.9576,105800.0
2022-02-01,6.9756,7.2915,6.9486,7.2283,107680.0
2022-02-02,7.1832,7.2103,7.0208,7.0659,235856.0
2022-02-03,7.102,7.102,6.8403,6.9034,129455.0
2022-02-04,6.9486,7.1742,6.8854,7.111,693441.0
2022-02-05,6.9486,7.1742,6.8854,7.111,693441.0
2022-02-06,6.9486,7.1742,6.8854,7.111,693441.0
2022-02-07,7.0298,7.2644,6.9395,7.2554,181661.0
2022-02-08,7.1922,7.2057,6.8731,6.8854,249415.0
2022-02-09,6.9486,7.0298,6.7681,6.8042,143922.0
2022-02-10,6.7861,7.1245,6.7861,7.0388,421099.0
2022-02-11,7.0839,7.3456,7.0388,7.3095,681609.0
2022-02-12,7.0839,7.3456,7.0388,7.3095,681609.0
2022-02-13,7.0839,7.3456,7.0388,7.3095,681609.0
2022-02-14,7.3456,7.435,7.0931,7.2103,191258.0
2022-02-15,7.0749,7.3005,7.0659,7.2283,357241.0
2022-02-16,7.3185,7.7156,7.3185,7.6073,162852.0
2022-02-17,7.5712,7.8147,7.5441,7.7698,571479.0
2022-02-18,7.6344,7.8058,7.5622,7.5983,217761.0
2022-02-19,7.6344,7.8058,7.5622,7.5983,217761.0
2022-02-20,7.6344,7.8058,7.5622,7.5983,217761.0
2022-02-21,7.6344,7.8058,7.5622,7.5983,217761.0
2022-02-22,7.5081,7.7337,7.2193,7.4359,458003.0
2022-02-23,7.5532,7.7201,7.3727,7.6163,574008.0
2022-02-24,7.7156,7.7156,7.2464,7.6524,367351.0
2022-02-25,7.6976,8.3366,7.6976,8.3112,653366.0
2022-02-26,7.6976,8.3366,7.6976,8.3112,653366.0
2022-02-27,7.6976,8.3366,7.6976,8.3112,653366.0
2022-02-28,8.3473,9.4392,8.3473,9.3851,884289.0
2022-03-01,9.5114,9.6016,8.618,8.7624,412577.0
2022-03-02,8.8707,9.0692,8.7083,9.0061,204392.0
2022-03-03,8.8436,9.1143,8.7805,9.0692,294543.0
2022-03-04,8.9735,9.4294,8.9735,9.4294,695973.0
2022-03-05,8.9735,9.4294,8.9735,9.4294,695973.0
2022-03-06,8.9735,9.4294,8.9735,9.4294,695973.0
2022-03-07,9.5753,10.0678,9.4842,9.6665,594106.0
2022-03-08,9.8672,10.2958,9.5389,10.2046,677414.0
2022-03-09,9.8854,10.0222,9.5024,9.9036,472043.0
2022-03-10,9.9857,10.314,9.8854,10.1225,251197.0
2022-03-11,9.931,10.0952,9.5936,9.7669,176144.0
2022-03-12,9.931,10.0952,9.5936,9.7669,176144.0
2022-03-13,9.931,10.0952,9.5936,9.7669,176144.0
2022-03-14,9.5571,9.6893,9.0555,9.6301,358017.0
2022-03-15,9.2379,9.6665,9.1468,9.6027,282764.0
2022-03-16,9.5936,10.2137,9.5662,10.1955,579347.0
2022-03-17,10.2684,10.4918,10.0769,10.3231,346483.0
2022-03-18,10.387,10.387,9.9584,10.1863,395554.0
2022-03-19,10.387,10.387,9.9584,10.1863,395554.0
2022-03-20,10.387,10.387,9.9584,10.1863,395554.0
2022-03-21,10.3049,10.7426,10.3049,10.6058,237570.0
2022-03-22,10.6788,10.8156,10.2867,10.469,198992.0
2022-03-23,10.697,10.9706,10.6697,10.8703,252164.0
2022-03-24,10.8703,10.9409,10.6879,10.7153,176226.0
2022-03-25,10.5876,11.0345,10.5511,10.925,331009.0
2022-03-26,10.5876,11.0345,10.5511,10.925,331009.0
2022-03-27,10.5876,11.0345,10.5511,10.925,331009.0
2022-03-28,10.7153,10.7153,9.9219,9.9948,278465.0
2022-03-29,9.8216,10.1271,9.5024,10.0313,307426.0
2022-03-30,10.0769,10.3323,9.9219,9.9675,204672.0
2022-03-31,9.8398,10.3687,9.8398,10.2958,291470.0
2022-04-01,10.2319,10.5693,10.2228,10.4052,155909.0
2022-04-02,10.2319,10.5693,10.2228,10.4052,155909.0
2022-04-03,10.2319,10.5693,10.2228,10.4052,155909.0
2022-04-04,10.469,10.542,10.0769,10.3687,189555.0
2022-04-05,10.3687,10.6013,9.9857,10.0131,187099.0
2022-04-06,10.0952,10.1772,9.7395,9.8307,181021.0
2022-04-07,9.8763,9.9674,9.5753,9.7577,137506.0
2022-04-08,9.7942,10.2046,9.7395,10.0587,205251.0
2022-04-09,9.7942,10.2046,9.7395,10.0587,205251.0
2022-04-10,9.7942,10.2046,9.7395,10.0587,205251.0
2022-04-11,9.9948,10.0131,9.7122,9.7942,130438.0
2022-04-12,9.931,10.2684,9.931,10.1043,135058.0
2022-04-13,10.2684,10.4873,10.159,10.3596,201587.0
2022-04-14,10.3687,10.4964,10.2047,10.387,137266.0
2022-04-15,10.3687,10.4964,10.2047,10.387,137266.0
2022-04-16,10.3687,10.4964,10.2047,10.387,137266.0
2022-04-17,10.3687,10.4964,10.2047,10.387,137266.0
2022-04-18,10.4417,10.7244,10.2137,10.3687,494607.0
2022-04-19,10.3231,10.6697,10.1499,10.4873,198213.0
2022-04-20,10.5511,10.7609,10.2228,10.6879,269364.0
2022-04-21,10.7335,10.7609,10.0769,10.2228,218407.0
2022-04-22,10.0952,10.4371,9.8216,9.9128,234786.0
2022-04-23,10.0952,10.4371,9.8216,9.9128,234786.0
2022-04-24,10.0952,10.4371,9.8216,9.9128,234786.0
2022-04-25,9.4842,9.5389,8.8458,9.3018,255550.0
2022-04-26,9.2653,9.7121,9.2653,9.3747,194259.0
2022-04-27,9.3747,9.6939,9.1011,9.5571,136236.0
2022-04-28,9.6027,9.9219,9.32,9.7304,147097.0
2022-04-29,10.3961,10.6697,10.0769,10.2593,347503.0
2022-04-30,10.3961,10.6697,10.0769,10.2593,347503.0
2022-05-01,10.3961,10.6697,10.0769,10.2593,347503.0
2022-05-02,10.2867,10.7517,10.0778,10.6697,952816.0
2022-05-03,10.7609,11.308,10.7153,11.1074,541905.0
2022-05-04,11.308,11.4904,10.8977,11.4631,552046.0
2022-05-05,11.5178,11.5178,10.7153,11.2077,275530.0
2022-05-06,11.381,11.4146,11.0527,11.1804,201806.0
2022-05-07,11.381,11.4146,11.0527,11.1804,201806.0
2022-05-08,11.381,11.4146,11.0527,11.1804,201806.0
2022-05-09,10.9615,10.9615,9.8307,9.8854,324901.0
2022-05-10,10.3596,11.0664,10.2228,10.7426,311254.0
2022-05-11,10.9068,11.2898,10.5511,10.5602,222469.0
2022-05-12,10.4873,10.7517,10.2228,10.5967,198974.0
2022-05-13,10.7609,11.1986,10.7426,11.0527,242927.0
2022-05-14,10.7609,11.1986,10.7426,11.0527,242927.0
2022-05-15,10.7609,11.1986,10.7426,11.0527,242927.0
2022-05-16,11.153,11.6636,11.153,11.5634,362595.0
2022-05-17,11.7366,11.8552,11.5451,11.5634,293481.0
2022-05-18,11.6454,11.9138,11.2077,11.3992,252828.0
2022-05-19,11.08,11.9099,11.08,11.4904,374259.0
2022-05-20,11.6181,11.7366,11.3536,11.536,210264.0
2022-05-21,11.6181,11.7366,11.3536,11.536,210264.0
2022-05-22,11.6181,11.7366,11.3536,11.536,210264.0
2022-05-23,11.5725,11.7458,11.3354,11.7002,366811.0
2022-05-24,11.5634,11.8826,11.3627,11.7275,429344.0
2022-05-25,11.7549,12.0832,11.5725,12.0285,269410.0
2022-05-26,12.0832,12.7215,12.0832,12.6121,1072734.0
2022-05-27,12.5027,12.9951,12.448,12.8401,230347.0
2022-05-28,12.5027,12.9951,12.448,12.8401,230347.0
2022-05-29,12.5027,12.9951,12.448,12.8401,230347.0
2022-05-30,12.5027,12.9951,12.448,12.8401,230347.0
2022-05-31,12.9678,13.3234,12.1105,12.2929,246158.0
2022-06-01,12.448,12.913,12.4206,12.8218,225666.0
2022-06-02,12.7854,12.8857,12.3659,12.7033,221855.0
2022-06-03,12.6759,12.9404,12.5847,12.758,285307.0
2022-06-04,12.6759,12.9404,12.5847,12.758,285307.0
2022-06-05,12.6759,12.9404,12.5847,12.758,285307.0
2022-06-06,12.8637,13.075,12.6248,12.9372,299405.0
2022-06-07,12.9739,13.2588,12.7534,13.0934,228409.0
2022-06-08,13.2496,13.3197,12.7718,13.0291,241647.0
2022-06-09,12.9004,12.9004,12.1194,12.2389,316480.0
2022-06-10,12.0919,12.7258,11.8346,12.6799,464860.0
2022-06-11,12.0919,12.7258,11.8346,12.6799,464860.0
2022-06-12,12.0919,12.7258,11.8346,12.6799,464860.0
2022-06-13,12.2389,12.2389,11.4579,11.6049,269454.0
2022-06-14,11.7795,12.0,11.5497,11.9448,658768.0
2022-06-15,12.1194,12.6432,11.9632,12.0275,1042901.0
2022-06-16,11.7059,11.853,11.1914,11.6416,496740.0
2022-06-17,11.6416,11.6416,10.0337,10.052,514215.0
2022-06-18,11.6416,11.6416,10.0337,10.052,514215.0
2022-06-19,11.6416,11.6416,10.0337,10.052,514215.0
2022-06-20,11.6416,11.6416,10.0337,10.052,514215.0
2022-06-21,10.2726,11.219,10.1295,11.0076,425397.0
2022-06-22,10.4196,10.4931,10.0337,10.0704,342207.0
2022-06-23,10.1255,10.1853,9.4548,9.7029,381555.0
2022-06-24,9.8499,10.3369,9.8131,10.1439,1168188.0
2022-06-25,9.8499,10.3369,9.8131,10.1439,1168188.0
2022-06-26,9.8499,10.3369,9.8131,10.1439,1168188.0
2022-06-27,10.3644,10.6447,10.1991,10.5206,234611.0
2022-06-28,10.7963,10.7963,10.3553,10.585,537043.0
2022-06-29,10.7687,10.7963,10.1255,10.3828,194015.0
2022-06-30,10.0337,10.3093,9.8177,9.9969,378895.0
2022-07-01,10.0796,10.2909,9.6569,10.1347,138316.0
2022-07-02,10.0796,10.2909,9.6569,10.1347,138316.0
2022-07-03,10.0796,10.2909,9.6569,10.1347,138316.0
2022-07-04,10.0796,10.2909,9.6569,10.1347,138316.0
2022-07-05,9.8223,9.8223,8.977,9.1516,225985.0
2022-07-06,8.9127,9.2435,8.536,8.9403,281774.0
2022-07-07,9.0689,9.4089,8.9678,9.0046,435927.0
2022-07-08,9.1332,9.317,8.8667,9.2159,216982.0
2022-07-09,9.1332,9.317,8.8667,9.2159,216982.0
2022-07-10,9.1332,9.317,8.8667,9.2159,216982.0
2022-07-11,8.9862,9.0965,8.6922,8.977,213769.0
2022-07-12,8.7197,8.8759,8.4441,8.8392,194478.0
2022-07-13,8.7289,9.2527,8.7105,9.1516,329659.0
2022-07-14,8.7289,8.8494,8.3798,8.5635,169443.0
2022-07-15,8.83,8.83,8.5773,8.7381,245820.0
2022-07-16,8.83,8.83,8.5773,8.7381,245820.0
2022-07-17,8.83,8.83,8.5773,8.7381,245820.0
2022-07-18,9.0229,9.2894,8.8851,8.9219,134165.0
2022-07-19,9.0229,9.2481,8.8943,9.2251,281101.0
2022-07-20,9.0689,9.4089,8.9494,9.3721,485942.0
2022-07-21,9.0597,9.0597,8.5084,8.7105,340354.0
2022-07-22,8.7565,8.9173,8.536,8.637,218288.0
2022-07-23,8.7565,8.9173,8.536,8.637,218288.0
2022-07-24,8.7565,8.9173,8.536,8.637,218288.0
2022-07-25,8.7932,9.2986,8.6095,9.2343,148304.0
2022-07-26,9.3721,9.4916,9.0689,9.0873,83015.0
2022-07-27,9.0965,9.6478,9.045,9.6202,144702.0
2022-07-28,9.8315,9.8315,9.464,9.6386,217143.0
2022-07-29,9.7764,10.1899,9.6569,10.1899,290801.0
2022-07-30,9.7764,10.1899,9.6569,10.1899,290801.0
2022-07-31,9.7764,10.1899,9.6569,10.1899,290801.0
2022-08-01,9.8499,9.905,9.5007,9.8223,271364.0
2022-08-02,9.4272,10.5666,9.3354,10.4288,413057.0
2022-08-03,10.6493,10.8974,10.0245,10.2909,324506.0
2022-08-04,10.3001,10.3001,9.8223,9.8591,190947.0
2022-08-05,9.7213,10.3369,9.7213,10.0429,124328.0
2022-08-06,9.7213,10.3369,9.7213,10.0429,124328.0
2022-08-07,9.7213,10.3369,9.7213,10.0429,124328.0
2022-08-08,10.0796,10.1853,9.6432,9.7213,201527.0
2022-08-09,9.9142,10.0796,9.6845,9.7948,81690.0
2022-08-10,9.8131,9.8131,9.4824,9.611,113309.0
2022-08-11,9.8407,10.2082,9.8407,10.1623,223534.0
