,SOI US Equity,SOI US Equity,SOI US Equity,SOI US Equity,SOI US Equity
2019-09-06,10.6959,10.8231,10.4971,10.7118,291701.0
2019-09-07,10.6959,10.8231,10.4971,10.7118,291701.0
2019-09-08,10.6959,10.8231,10.4971,10.7118,291701.0
2019-09-09,10.839,10.9424,10.6522,10.8947,303219.0
2019-09-10,10.9345,11.4911,10.8311,11.0538,704644.0
2019-09-11,11.1651,11.3082,10.9583,11.0697,365888.0
2019-09-12,10.9345,11.0299,10.5687,10.855,401747.0
2019-09-13,10.9424,11.1452,10.6959,11.0458,379934.0
2019-09-14,10.9424,11.1452,10.6959,11.0458,379934.0
2019-09-15,10.9424,11.1452,10.6959,11.0458,379934.0
2019-09-16,11.4434,12.0717,11.4275,11.7536,750848.0
2019-09-17,11.7695,11.7695,10.7993,10.855,413077.0
2019-09-18,10.7428,10.863,10.2541,10.5185,597201.0
2019-09-19,10.6547,10.7668,10.4864,10.5585,388195.0
2019-09-20,10.5345,10.9831,10.5345,10.895,420934.0
2019-09-21,10.5345,10.9831,10.5345,10.895,420934.0
2019-09-22,10.5345,10.9831,10.5345,10.895,420934.0
2019-09-23,10.7748,11.2875,10.7748,11.2715,260166.0
2019-09-24,11.2315,11.2315,10.8229,10.879,506093.0
2019-09-25,10.7989,10.9911,10.7348,10.9671,167791.0
2019-09-26,10.879,10.9671,10.7027,10.8549,189696.0
2019-09-27,10.7748,10.9991,10.7188,10.8309,302426.0
2019-09-28,10.7748,10.9991,10.7188,10.8309,302426.0
2019-09-29,10.7748,10.9991,10.7188,10.8309,302426.0
2019-09-30,10.863,10.895,10.7067,10.7508,292254.0
2019-10-01,10.895,10.919,10.5585,10.6146,413551.0
2019-10-02,10.5746,10.6306,10.2061,10.2701,557161.0
2019-10-03,10.2381,10.2701,9.8616,10.0138,341139.0
2019-10-04,10.0218,10.142,9.5892,9.6533,608731.0
2019-10-05,10.0218,10.142,9.5892,9.6533,608731.0
2019-10-06,10.0218,10.142,9.5892,9.6533,608731.0
2019-10-07,9.6052,10.0418,9.5572,9.8616,590164.0
2019-10-08,9.7174,9.8215,9.5732,9.6853,315413.0
2019-10-09,9.7094,9.7815,9.3809,9.461,769595.0
2019-10-10,9.453,9.6092,9.3809,9.4931,461285.0
2019-10-11,9.5972,9.7975,9.5572,9.6773,398591.0
2019-10-12,9.5972,9.7975,9.5572,9.6773,398591.0
2019-10-13,9.5972,9.7975,9.5572,9.6773,398591.0
2019-10-14,9.5171,9.5732,9.2848,9.4771,214250.0
2019-10-15,9.445,9.5572,9.2928,9.3168,275986.0
2019-10-16,9.2848,9.3288,8.8842,8.9724,597101.0
2019-10-17,8.9724,9.0925,8.8642,9.0284,580807.0
2019-10-18,9.0204,9.1726,8.8121,8.8201,421322.0
2019-10-19,9.0204,9.1726,8.8121,8.8201,421322.0
2019-10-20,9.0204,9.1726,8.8121,8.8201,421322.0
2019-10-21,8.8602,9.1526,8.8602,9.0044,251376.0
2019-10-22,9.0044,9.1726,8.9403,9.0364,277986.0
2019-10-23,8.9804,9.2287,8.9483,9.1166,211154.0
2019-10-24,9.1566,9.1887,9.0364,9.1486,213189.0
2019-10-25,9.1406,9.5291,9.0525,9.445,375326.0
2019-10-26,9.1406,9.5291,9.0525,9.445,375326.0
2019-10-27,9.1406,9.5291,9.0525,9.445,375326.0
2019-10-28,9.5171,9.5972,9.3569,9.3889,240731.0
2019-10-29,9.2527,9.421,9.1646,9.1726,416974.0
2019-10-30,9.1566,9.2207,8.692,8.732,644170.0
2019-10-31,8.6759,9.0284,8.2594,8.5237,1236570.0
2019-11-01,8.5237,8.9964,8.2033,8.8522,1079057.0
2019-11-02,8.5237,8.9964,8.2033,8.8522,1079057.0
2019-11-03,8.5237,8.9964,8.2033,8.8522,1079057.0
2019-11-04,9.0204,9.413,8.8922,9.3008,727670.0
2019-11-05,9.4851,9.6697,9.0925,9.3569,731619.0
2019-11-06,9.3569,9.421,9.1406,9.1406,537893.0
2019-11-07,9.3168,9.5572,9.2367,9.3008,710597.0
2019-11-08,9.2127,9.3248,9.0685,9.2447,247868.0
2019-11-09,9.2127,9.3248,9.0685,9.2447,247868.0
2019-11-10,9.2127,9.3248,9.0685,9.2447,247868.0
2019-11-11,9.0605,9.2768,9.0605,9.2768,235614.0
2019-11-12,9.2768,9.3809,9.1566,9.3729,424907.0
2019-11-13,9.2688,9.3248,8.9724,8.9964,305760.0
2019-11-14,8.9884,9.1085,8.9323,8.9643,364887.0
2019-11-15,9.0364,9.1085,8.9083,8.9323,425158.0
2019-11-16,9.0364,9.1085,8.9083,8.9323,425158.0
2019-11-17,9.0364,9.1085,8.9083,8.9323,425158.0
2019-11-18,8.8522,8.8522,8.6119,8.7881,388677.0
2019-11-19,8.74,8.748,8.4757,8.5798,218247.0
2019-11-20,8.5718,8.8493,8.2794,8.6279,794971.0
2019-11-21,8.6599,8.7881,8.4597,8.5318,410623.0
2019-11-22,8.5558,8.6119,8.4356,8.5237,284386.0
2019-11-23,8.5558,8.6119,8.4356,8.5237,284386.0
2019-11-24,8.5558,8.6119,8.4356,8.5237,284386.0
2019-11-25,8.4997,8.8121,8.4436,8.748,591613.0
2019-11-26,8.732,8.9403,8.6679,8.7641,353543.0
2019-11-27,8.7801,8.9964,8.7801,8.9483,265825.0
2019-11-28,8.7801,8.9964,8.7801,8.9483,265825.0
2019-11-29,8.8121,8.8121,8.487,8.5958,160797.0
2019-11-30,8.8121,8.8121,8.487,8.5958,160797.0
2019-12-01,8.8121,8.8121,8.487,8.5958,160797.0
2019-12-02,8.6519,8.748,8.5638,8.6199,239872.0
2019-12-03,8.5398,8.5398,8.3876,8.4196,496261.0
2019-12-04,8.7561,9.3808,8.5958,9.2688,661707.0
2019-12-05,9.3649,9.5171,9.2487,9.405,424549.0
2019-12-06,9.437,9.7895,9.3969,9.6693,961926.0
2019-12-07,9.437,9.7895,9.3969,9.6693,961926.0
2019-12-08,9.437,9.7895,9.3969,9.6693,961926.0
2019-12-09,9.5812,9.6853,9.5411,9.5652,263466.0
2019-12-10,9.9817,10.0538,9.7094,9.9497,401678.0
2019-12-11,9.9337,10.1259,9.8375,10.0458,334947.0
2019-12-12,10.1259,10.5585,10.0619,10.5185,629671.0
2019-12-13,10.5225,10.6517,10.4095,10.6194,638122.0
2019-12-14,10.5225,10.6517,10.4095,10.6194,638122.0
2019-12-15,10.5225,10.6517,10.4095,10.6194,638122.0
2019-12-16,10.7567,11.0555,10.7567,10.8294,385324.0
2019-12-17,10.8698,11.3059,10.8617,11.2897,665518.0
2019-12-18,11.2978,11.4916,11.2251,11.4593,740403.0
2019-12-19,11.4593,11.8106,11.3543,11.6854,414957.0
2019-12-20,11.75,11.9115,11.4351,11.5077,823494.0
2019-12-21,11.75,11.9115,11.4351,11.5077,823494.0
2019-12-22,11.75,11.9115,11.4351,11.5077,823494.0
2019-12-23,11.5724,11.8308,11.4593,11.7904,252218.0
2019-12-24,11.7742,11.8954,11.7016,11.7823,150822.0
2019-12-25,11.7742,11.8954,11.7016,11.7823,150822.0
2019-12-26,11.7581,11.9035,11.7096,11.7823,200198.0
2019-12-27,11.8308,11.8388,11.5239,11.532,249010.0
2019-12-28,11.8308,11.8388,11.5239,11.532,249010.0
2019-12-29,11.8308,11.8388,11.5239,11.532,249010.0
2019-12-30,11.5804,11.8388,11.5804,11.6693,279000.0
2019-12-31,11.6612,11.6895,11.2978,11.3059,601018.0
2020-01-01,11.6612,11.6895,11.2978,11.3059,601018.0
2020-01-02,11.532,11.5804,11.2211,11.3059,382013.0
2020-01-03,11.4754,11.6531,11.1847,11.3139,269624.0
2020-01-04,11.4754,11.6531,11.1847,11.3139,269624.0
2020-01-05,11.4754,11.6531,11.1847,11.3139,269624.0
2020-01-06,11.3139,11.7985,11.2736,11.6693,560699.0
2020-01-07,11.6047,11.7904,11.4028,11.6208,427494.0
2020-01-08,11.5562,11.7742,11.3705,11.3866,386567.0
2020-01-09,11.4754,11.4754,11.2251,11.2816,217815.0
2020-01-10,11.209,11.2493,10.9748,10.999,298202.0
2020-01-11,11.209,11.2493,10.9748,10.999,298202.0
2020-01-12,11.209,11.2493,10.9748,10.999,298202.0
2020-01-13,10.999,11.0394,10.7567,10.8052,284041.0
2020-01-14,10.7729,11.0151,10.676,10.8294,433053.0
2020-01-15,10.789,10.789,10.5548,10.6356,364409.0
2020-01-16,10.7163,11.217,10.7163,10.9425,251682.0
2020-01-17,11.0474,11.0474,10.8092,10.8375,268583.0
2020-01-18,11.0474,11.0474,10.8092,10.8375,268583.0
2020-01-19,11.0474,11.0474,10.8092,10.8375,268583.0
2020-01-20,11.0474,11.0474,10.8092,10.8375,268583.0
2020-01-21,10.6921,10.8254,10.5629,10.5791,338794.0
2020-01-22,10.5144,10.5468,10.3126,10.4579,342179.0
2020-01-23,10.2964,10.3532,10.0864,10.1914,282877.0
2020-01-24,10.151,10.2157,10.0299,10.0945,259063.0
2020-01-25,10.151,10.2157,10.0299,10.0945,259063.0
2020-01-26,10.151,10.2157,10.0299,10.0945,259063.0
2020-01-27,9.8119,9.9411,9.7392,9.7473,506693.0
2020-01-28,9.8603,9.933,9.7957,9.8522,412691.0
2020-01-29,9.8684,10.038,9.6342,9.6584,409374.0
2020-01-30,9.4727,9.7392,9.4404,9.5211,552825.0
2020-01-31,9.4565,9.6584,9.287,9.3112,484935.0
2020-02-01,9.4565,9.6584,9.287,9.3112,484935.0
2020-02-02,9.4565,9.6584,9.287,9.3112,484935.0
2020-02-03,9.3435,9.61,9.291,9.5535,830288.0
2020-02-04,9.7876,9.8522,9.505,9.5292,353178.0
2020-02-05,9.6907,9.6907,9.4888,9.6907,544012.0
2020-02-06,9.723,9.8199,9.5292,9.6423,390668.0
2020-02-07,9.5373,9.6907,9.4727,9.6261,331466.0
2020-02-08,9.5373,9.6907,9.4727,9.6261,331466.0
2020-02-09,9.5373,9.6907,9.4727,9.6261,331466.0
2020-02-10,9.5131,9.7715,9.4565,9.4888,444821.0
2020-02-11,9.5777,9.6988,9.5211,9.5454,267581.0
2020-02-12,9.715,9.7876,9.5131,9.6504,479197.0
2020-02-13,9.5777,9.9895,9.5696,9.7634,359522.0
2020-02-14,9.8038,9.9653,9.7392,9.9572,373244.0
2020-02-15,9.8038,9.9653,9.7392,9.9572,373244.0
2020-02-16,9.8038,9.9653,9.7392,9.9572,373244.0
2020-02-17,9.8038,9.9653,9.7392,9.9572,373244.0
2020-02-18,9.9653,10.1107,9.8644,10.0864,473737.0
2020-02-19,10.361,11.4916,10.1753,10.8859,1053131.0
2020-02-20,10.7406,11.1605,10.5629,10.5871,692516.0
2020-02-21,10.4983,10.7002,10.3691,10.5871,349318.0
2020-02-22,10.4983,10.7002,10.3691,10.5871,349318.0
2020-02-23,10.4983,10.7002,10.3691,10.5871,349318.0
2020-02-24,10.1833,10.2883,10.038,10.1753,370453.0
2020-02-25,10.1995,10.1995,9.5292,9.5615,505411.0
2020-02-26,9.5615,9.7473,9.3677,9.3919,632550.0
2020-02-27,9.1254,9.1779,8.4794,8.5198,848152.0
2020-02-28,8.2533,8.649,8.2371,8.5602,750864.0
2020-02-29,8.2533,8.649,8.2371,8.5602,750864.0
2020-03-01,8.2533,8.649,8.2371,8.5602,750864.0
2020-03-02,8.6651,8.7217,8.334,8.6894,480871.0
2020-03-03,8.6328,8.8509,8.1806,8.3906,790108.0
2020-03-04,8.4955,8.7095,8.2775,8.5682,490876.0
2020-03-05,8.3098,8.7136,8.1967,8.2775,492411.0
2020-03-06,7.9868,8.1321,7.7041,7.8737,565363.0
2020-03-07,7.9868,8.1321,7.7041,7.8737,565363.0
2020-03-08,7.9868,8.1321,7.7041,7.8737,565363.0
2020-03-09,6.7754,6.7754,5.2491,5.984,905421.0
2020-03-10,6.299,6.3503,5.4833,5.7579,1365830.0
2020-03-11,5.3784,5.6126,4.8938,4.9504,1276490.0
2020-03-12,4.6112,4.6556,4.0378,4.1266,817758.0
2020-03-13,4.4497,4.4879,3.9409,4.4174,676112.0
