,WDR US Equity,WDR US Equity,WDR US Equity,WDR US Equity,WDR US Equity
2019-03-15,15.4715,15.6376,15.3055,15.4541,1828563.0
2019-03-16,15.4715,15.6376,15.3055,15.4541,1828563.0
2019-03-17,15.4715,15.6376,15.3055,15.4541,1828563.0
2019-03-18,15.5327,15.6813,15.4978,15.6376,742010.0
2019-03-19,15.7163,15.8124,15.2923,15.3404,1027133.0
2019-03-20,15.3492,15.5065,15.1394,15.2792,724946.0
2019-03-21,15.2093,15.5502,15.1831,15.5065,663656.0
2019-03-22,15.3841,15.4803,14.6062,14.8247,1254697.0
2019-03-23,15.3841,15.4803,14.6062,14.8247,1254697.0
2019-03-24,15.3841,15.4803,14.6062,14.8247,1254697.0
2019-03-25,14.8509,14.9733,14.6499,14.8334,1018746.0
2019-03-26,14.9471,15.2181,14.9034,15.0782,547288.0
2019-03-27,15.1394,15.2443,15.017,15.1219,774654.0
2019-03-28,15.1743,15.2443,15.0083,15.1481,488480.0
2019-03-29,15.288,15.3535,15.0345,15.1132,683796.0
2019-03-30,15.288,15.3535,15.0345,15.1132,683796.0
2019-03-31,15.288,15.3535,15.0345,15.1132,683796.0
2019-04-01,15.3229,15.5633,15.2705,15.5415,577379.0
2019-04-02,15.6027,15.6376,15.2181,15.2355,932037.0
2019-04-03,15.3929,15.4016,14.9558,15.0432,1197162.0
2019-04-04,15.0869,15.5502,15.0345,15.5152,881748.0
2019-04-05,15.6027,15.9698,15.5327,15.9348,883637.0
2019-04-06,15.6027,15.9698,15.5327,15.9348,883637.0
2019-04-07,15.6027,15.9698,15.5327,15.9348,883637.0
2019-04-08,16.0659,16.1009,15.8255,15.9086,729062.0
2019-04-09,15.8997,15.9529,15.43,15.4389,901702.0
2019-04-10,15.625,15.9706,15.5427,15.9706,1165793.0
2019-04-11,15.9529,16.2276,15.9529,16.1124,648691.0
2019-04-12,16.5201,16.6265,16.3517,16.4847,821895.0
2019-04-13,16.5201,16.6265,16.3517,16.4847,821895.0
2019-04-14,16.5201,16.6265,16.3517,16.4847,821895.0
2019-04-15,16.5112,16.6796,16.272,16.3783,473967.0
2019-04-16,16.4758,16.7417,16.4403,16.5999,703820.0
2019-04-17,16.7151,16.7417,16.5733,16.7062,485718.0
2019-04-18,16.6353,16.6796,16.3872,16.4315,737535.0
2019-04-19,16.6353,16.6796,16.3872,16.4315,737535.0
2019-04-20,16.6353,16.6796,16.3872,16.4315,737535.0
2019-04-21,16.6353,16.6796,16.3872,16.4315,737535.0
2019-04-22,16.4049,16.4403,16.139,16.2631,1875941.0
2019-04-23,16.3251,16.6885,16.2897,16.5733,1084349.0
2019-04-24,16.5644,16.6265,16.4492,16.5201,613851.0
2019-04-25,16.5201,16.5201,16.1036,16.2542,975072.0
2019-04-26,16.2099,16.4935,16.1656,16.3872,924247.0
2019-04-27,16.2099,16.4935,16.1656,16.3872,924247.0
2019-04-28,16.2099,16.4935,16.1656,16.3872,924247.0
2019-04-29,16.4315,16.4847,16.1567,16.2011,1453837.0
2019-04-30,16.1567,16.9012,15.9883,16.5999,3143676.0
2019-05-01,16.5556,16.6353,16.2631,16.4847,1633225.0
2019-05-02,16.529,16.6602,16.2099,16.3872,955086.0
2019-05-03,16.3872,16.9987,16.3872,16.9544,878827.0
2019-05-04,16.3872,16.9987,16.3872,16.9544,878827.0
2019-05-05,16.3872,16.9987,16.3872,16.9544,878827.0
2019-05-06,16.5822,16.7683,16.3872,16.4669,866244.0
2019-05-07,16.2808,16.5024,15.9706,16.0947,888902.0
2019-05-08,16.0415,16.2542,16.0149,16.0415,468007.0
2019-05-09,15.8731,15.9086,15.5851,15.8022,770256.0
2019-05-10,15.7225,15.8288,15.2882,15.6516,981430.0
2019-05-11,15.7225,15.8288,15.2882,15.6516,981430.0
2019-05-12,15.7225,15.8288,15.2882,15.6516,981430.0
2019-05-13,15.3768,15.4654,14.8406,15.0046,948636.0
2019-05-14,15.0666,15.3857,15.0666,15.235,635349.0
2019-05-15,15.0755,15.3236,15.0134,15.2616,446345.0
2019-05-16,15.2793,15.4034,15.235,15.2793,434065.0
2019-05-17,15.1375,15.3059,15.0489,15.0666,638429.0
2019-05-18,15.1375,15.3059,15.0489,15.0666,638429.0
2019-05-19,15.1375,15.3059,15.0489,15.0666,638429.0
2019-05-20,14.9691,15.0578,14.8982,14.978,809865.0
2019-05-21,15.0844,15.3502,15.0666,15.3325,561481.0
2019-05-22,15.2616,15.3414,15.173,15.173,499206.0
2019-05-23,15.0134,15.0932,14.8007,14.9248,702575.0
2019-05-24,15.0223,15.1198,14.9514,15.04,303773.0
2019-05-25,15.0223,15.1198,14.9514,15.04,303773.0
2019-05-26,15.0223,15.1198,14.9514,15.04,303773.0
2019-05-27,15.0223,15.1198,14.9514,15.04,303773.0
2019-05-28,14.9869,15.0489,14.8362,14.8451,585190.0
2019-05-29,14.7033,14.8273,14.5437,14.783,687397.0
2019-05-30,14.7742,14.8584,14.6058,14.6501,536751.0
2019-05-31,14.4551,14.5615,14.2601,14.3133,712192.0
2019-06-01,14.4551,14.5615,14.2601,14.3133,712192.0
2019-06-02,14.4551,14.5615,14.2601,14.3133,712192.0
2019-06-03,14.2601,14.5482,14.1493,14.3753,877783.0
2019-06-04,14.588,14.9071,14.5747,14.8982,735411.0
2019-06-05,14.8982,15.0223,14.6501,14.721,702423.0
2019-06-06,14.6855,14.8539,14.5925,14.7387,634536.0
2019-06-07,14.7653,14.9071,14.6678,14.6767,486182.0
2019-06-08,14.7653,14.9071,14.6678,14.6767,486182.0
2019-06-09,14.7653,14.9071,14.6678,14.6767,486182.0
2019-06-10,14.783,14.9869,14.783,14.8362,781987.0
2019-06-11,15.0134,15.1641,14.8273,15.04,679496.0
2019-06-12,15.0046,15.2129,14.9514,15.0046,736111.0
2019-06-13,15.0578,15.1907,15.0312,15.1287,415482.0
2019-06-14,15.1109,15.1863,14.9248,14.9691,367503.0
2019-06-15,15.1109,15.1863,14.9248,14.9691,367503.0
2019-06-16,15.1109,15.1863,14.9248,14.9691,367503.0
2019-06-17,14.978,15.0489,14.6767,14.6944,522851.0
2019-06-18,14.7387,15.0312,14.7387,14.9603,553331.0
2019-06-19,14.9603,15.0149,14.6944,14.721,718929.0
2019-06-20,14.8539,14.8716,14.4196,14.5969,799258.0
2019-06-21,14.5437,14.6279,14.4108,14.4285,1139478.0
2019-06-22,14.5437,14.6279,14.4108,14.4285,1139478.0
2019-06-23,14.5437,14.6279,14.4108,14.4285,1139478.0
2019-06-24,14.464,14.5969,14.2247,14.2424,848130.0
2019-06-25,14.2601,14.3975,14.1449,14.3222,809966.0
2019-06-26,14.4108,14.4374,14.1981,14.3222,458819.0
2019-06-27,14.3753,14.7387,14.3753,14.7387,532593.0
2019-06-28,14.8185,14.9425,14.6412,14.7742,930545.0
2019-06-29,14.8185,14.9425,14.6412,14.7742,930545.0
2019-06-30,14.8185,14.9425,14.6412,14.7742,930545.0
2019-07-01,15.0134,15.0932,14.6944,14.7742,586677.0
2019-07-02,14.7742,14.7919,14.5083,14.6146,404109.0
2019-07-03,14.6235,14.9514,14.6146,14.8716,495068.0
2019-07-04,14.6235,14.9514,14.6146,14.8716,495068.0
2019-07-05,14.8805,14.9248,14.721,14.9071,460525.0
2019-07-06,14.8805,14.9248,14.721,14.9071,460525.0
2019-07-07,14.8805,14.9248,14.721,14.9071,460525.0
2019-07-08,14.8185,14.9514,14.6235,14.6235,796271.0
2019-07-09,14.6235,14.7121,14.464,14.7121,961722.0
2019-07-10,14.7391,15.0091,14.7391,14.8921,784634.0
2019-07-11,14.9191,14.9731,14.7301,14.8471,709480.0
2019-07-12,14.8921,15.171,14.8381,15.099,646601.0
2019-07-13,14.8921,15.171,14.8381,15.099,646601.0
2019-07-14,14.8921,15.171,14.8381,15.099,646601.0
2019-07-15,15.135,15.3015,14.9371,15.279,1056964.0
2019-07-16,15.27,15.414,15.189,15.369,1273246.0
2019-07-17,15.315,15.405,15.117,15.162,855030.0
2019-07-18,15.126,15.468,15.1152,15.396,773152.0
2019-07-19,15.378,15.531,15.1755,15.189,1923324.0
2019-07-20,15.378,15.531,15.1755,15.189,1923324.0
2019-07-21,15.378,15.531,15.1755,15.189,1923324.0
2019-07-22,15.243,15.387,15.135,15.36,1090915.0
2019-07-23,15.432,15.7109,15.4095,15.5579,994103.0
2019-07-24,15.495,15.7469,15.495,15.7019,839256.0
2019-07-25,15.7109,15.7469,15.423,15.5849,765711.0
2019-07-26,15.6479,15.7649,15.6119,15.6479,455203.0
2019-07-27,15.6479,15.7649,15.6119,15.6479,455203.0
2019-07-28,15.6479,15.7649,15.6119,15.6479,455203.0
2019-07-29,15.5939,15.8369,15.5579,15.8279,1031856.0
2019-07-30,15.8369,15.8819,15.5579,15.8369,1330882.0
2019-07-31,15.8279,15.9764,15.495,15.7469,1159107.0
2019-08-01,15.7199,15.9089,15.279,15.297,1131710.0
2019-08-02,15.207,15.333,14.9596,15.306,1077235.0
2019-08-03,15.207,15.333,14.9596,15.306,1077235.0
2019-08-04,15.207,15.333,14.9596,15.306,1077235.0
2019-08-05,14.8831,14.9641,14.4557,14.6041,1086591.0
2019-08-06,14.7211,15.162,14.7211,15.108,1004823.0
2019-08-07,14.8561,15.0855,14.6518,15.036,528199.0
2019-08-08,15.198,15.333,15.09,15.18,689515.0
2019-08-09,15.09,15.1215,14.7121,14.8561,959192.0
2019-08-10,15.09,15.1215,14.7121,14.8561,959192.0
2019-08-11,15.09,15.1215,14.7121,14.8561,959192.0
2019-08-12,14.6671,14.8381,13.9563,14.1452,1568748.0
2019-08-13,14.1002,14.5501,14.1002,14.2982,683600.0
2019-08-14,13.9653,14.1002,13.6593,13.8033,1393353.0
2019-08-15,13.8663,14.0192,13.7043,13.7133,810835.0
2019-08-16,13.7943,14.1047,13.7403,14.0282,477587.0
2019-08-17,13.7943,14.1047,13.7403,14.0282,477587.0
2019-08-18,13.7943,14.1047,13.7403,14.0282,477587.0
2019-08-19,14.2712,14.3882,14.2172,14.2892,475516.0
2019-08-20,14.2172,14.2262,13.9833,14.0912,902803.0
2019-08-21,14.2172,14.3252,14.1272,14.1902,463818.0
2019-08-22,14.2712,14.4422,14.1992,14.3432,532642.0
2019-08-23,14.2712,14.3702,13.8303,13.8663,573154.0
2019-08-24,14.2712,14.3702,13.8303,13.8663,573154.0
2019-08-25,14.2712,14.3702,13.8303,13.8663,573154.0
2019-08-26,14.0192,14.0192,13.7403,13.7943,644074.0
2019-08-27,13.8753,13.9923,13.6413,13.6593,569399.0
2019-08-28,13.5873,14.0192,13.5783,14.0103,851109.0
2019-08-29,14.1812,14.4782,14.1497,14.4512,804730.0
2019-08-30,14.5142,14.7391,14.458,14.5501,797944.0
2019-08-31,14.5142,14.7391,14.458,14.5501,797944.0
2019-09-01,14.5142,14.7391,14.458,14.5501,797944.0
2019-09-02,14.5142,14.7391,14.458,14.5501,797944.0
2019-09-03,14.4332,14.4332,14.1812,14.3612,581584.0
2019-09-04,14.5142,14.5591,14.3882,14.5411,503549.0
2019-09-05,14.7391,15.198,14.7391,15.036,639110.0
2019-09-06,15.054,15.171,14.9551,15.135,466853.0
2019-09-07,15.054,15.171,14.9551,15.135,466853.0
2019-09-08,15.054,15.171,14.9551,15.135,466853.0
2019-09-09,15.225,15.7649,15.207,15.7559,1022942.0
2019-09-10,15.8009,16.2058,15.7829,16.1968,872447.0
2019-09-11,16.2868,16.4938,15.9719,16.4848,1110463.0
2019-09-12,16.3498,16.4578,16.0888,16.2598,846252.0
2019-09-13,16.0259,16.2058,15.9719,16.0439,875978.0
2019-09-14,16.0259,16.2058,15.9719,16.0439,875978.0
2019-09-15,16.0259,16.2058,15.9719,16.0439,875978.0
2019-09-16,15.9449,16.1068,15.8189,15.9719,948023.0
2019-09-17,15.8909,15.9449,15.6299,15.8729,545369.0
2019-09-18,15.8189,15.8279,15.5175,15.7469,733781.0
2019-09-19,15.7649,15.9089,15.6569,15.7019,547482.0
2019-09-20,15.7289,15.7379,15.351,15.468,1559552.0
2019-09-21,15.7289,15.7379,15.351,15.468,1559552.0
2019-09-22,15.7289,15.7379,15.351,15.468,1559552.0
2019-09-23,15.36,15.6254,15.36,15.459,845952.0
2019-09-24,15.522,15.6659,15.36,15.387,841176.0
2019-09-25,15.387,15.7739,15.387,15.6659,678731.0
2019-09-26,15.5669,15.7199,15.477,15.6749,519830.0
2019-09-27,15.7739,15.8729,15.5489,15.6839,369470.0
2019-09-28,15.7739,15.8729,15.5489,15.6839,369470.0
2019-09-29,15.7739,15.8729,15.5489,15.6839,369470.0
2019-09-30,15.7469,15.7919,15.441,15.459,645068.0
2019-10-01,15.5579,15.6029,14.9371,14.9551,776582.0
2019-10-02,14.7751,14.8381,14.4467,14.6581,877188.0
2019-10-03,14.5411,14.6671,14.3432,14.5321,883364.0
2019-10-04,14.3972,14.5591,14.2802,14.5501,606388.0
2019-10-05,14.3972,14.5591,14.2802,14.5501,606388.0
2019-10-06,14.3972,14.5591,14.2802,14.5501,606388.0
2019-10-07,14.5052,14.5366,14.3522,14.3792,729993.0
2019-10-08,14.1722,14.1902,13.7583,13.7583,1383215.0
2019-10-09,13.8213,13.9878,13.5873,13.8663,1430376.0
2019-10-10,13.9486,13.9577,13.6422,13.6925,1489066.0
2019-10-11,14.0035,14.3968,13.9486,14.1407,1068861.0
2019-10-12,14.0035,14.3968,13.9486,14.1407,1068861.0
2019-10-13,14.0035,14.3968,13.9486,14.1407,1068861.0
2019-10-14,14.1224,14.2047,13.8388,13.9852,1019732.0
2019-10-15,13.9577,14.1041,13.8022,14.0309,667865.0
2019-10-16,14.0218,14.1681,13.9394,13.9852,654679.0
2019-10-17,14.1041,14.2504,13.9943,14.1773,709961.0
2019-10-18,14.1315,14.1773,14.0309,14.1132,1067991.0
2019-10-19,14.1315,14.1773,14.0309,14.1132,1067991.0
2019-10-20,14.1315,14.1773,14.0309,14.1132,1067991.0
2019-10-21,14.2687,14.47,14.2687,14.287,492776.0
2019-10-22,14.287,14.5523,14.0126,14.0309,1473197.0
2019-10-23,14.0218,14.598,13.9486,14.534,1417936.0
2019-10-24,14.6072,14.629,14.2138,14.2962,776353.0
2019-10-25,14.2504,14.5065,14.1132,14.4791,1163395.0
2019-10-26,14.2504,14.5065,14.1132,14.4791,1163395.0
2019-10-27,14.2504,14.5065,14.1132,14.4791,1163395.0
2019-10-28,14.5797,14.9547,14.4882,14.7626,1304301.0
2019-10-29,15.348,15.5127,14.9364,15.3846,2067895.0
2019-10-30,15.4212,15.5858,15.3389,15.3755,1372262.0
2019-10-31,15.3938,15.3938,14.8816,15.1468,938514.0
2019-11-01,15.2383,15.4669,15.2383,15.3023,845929.0
2019-11-02,15.2383,15.4669,15.2383,15.3023,845929.0
2019-11-03,15.2383,15.4669,15.2383,15.3023,845929.0
2019-11-04,15.3572,15.7871,15.3389,15.7505,1290191.0
2019-11-05,15.8237,16.1346,15.8237,16.034,557348.0
2019-11-06,15.9974,16.0432,15.7786,15.8237,577110.0
2019-11-07,15.9974,16.066,15.9243,15.9609,911981.0
2019-11-08,15.9243,15.9243,15.6682,15.6865,484982.0
2019-11-09,15.9243,15.9243,15.6682,15.6865,484982.0
2019-11-10,15.9243,15.9243,15.6682,15.6865,484982.0
2019-11-11,15.5493,15.6224,15.3023,15.3206,779585.0
2019-11-12,15.3023,15.38,14.9639,15.0005,701397.0
2019-11-13,14.8175,14.9456,14.7352,14.7901,646693.0
2019-11-14,14.7352,15.0096,14.7352,14.8633,660024.0
2019-11-15,14.9639,15.0828,14.8907,14.9822,504430.0
2019-11-16,14.9639,15.0828,14.8907,14.9822,504430.0
2019-11-17,14.9639,15.0828,14.8907,14.9822,504430.0
2019-11-18,14.909,14.9776,14.7626,14.973,542405.0
2019-11-19,15.0828,15.2657,14.973,15.0096,635609.0
2019-11-20,14.8633,14.9547,14.6163,14.7078,655675.0
2019-11-21,14.7901,14.7901,14.5431,14.6529,375271.0
2019-11-22,14.7444,14.8267,14.662,14.6803,512955.0
2019-11-23,14.7444,14.8267,14.662,14.6803,512955.0
2019-11-24,14.7444,14.8267,14.662,14.6803,512955.0
2019-11-25,14.7261,15.0645,14.6803,15.0188,565995.0
2019-11-26,14.9364,15.0005,14.7352,14.7901,382925.0
2019-11-27,14.7809,14.909,14.6437,14.8998,333449.0
2019-11-28,14.7809,14.909,14.6437,14.8998,333449.0
2019-11-29,14.845,14.909,14.7718,14.7718,157912.0
2019-11-30,14.845,14.909,14.7718,14.7718,157912.0
2019-12-01,14.845,14.909,14.7718,14.7718,157912.0
2019-12-02,14.8907,14.9867,14.6986,14.7626,510549.0
2019-12-03,14.5431,14.5614,14.2047,14.5065,626786.0
2019-12-04,14.6072,14.9273,14.5908,14.7261,473856.0
2019-12-05,14.8084,14.9364,14.7535,14.8175,359031.0
2019-12-06,15.0645,15.3846,15.0645,15.0828,759428.0
2019-12-07,15.0645,15.3846,15.0645,15.0828,759428.0
2019-12-08,15.0645,15.3846,15.0645,15.0828,759428.0
2019-12-09,15.0188,15.2108,15.0188,15.1834,553426.0
2019-12-10,15.1468,15.22,14.973,15.0279,859974.0
2019-12-11,15.1102,15.1834,14.845,15.1011,568947.0
2019-12-12,15.1102,15.4486,15.0906,15.4029,934466.0
2019-12-13,15.4029,15.531,15.037,15.1011,707309.0
2019-12-14,15.4029,15.531,15.037,15.1011,707309.0
2019-12-15,15.4029,15.531,15.037,15.1011,707309.0
2019-12-16,15.2291,15.595,15.1377,15.2383,806406.0
2019-12-17,15.2657,15.4212,15.2291,15.3755,450556.0
2019-12-18,15.3663,15.531,15.3663,15.4303,751659.0
2019-12-19,15.4303,15.5035,15.3206,15.4395,848100.0
2019-12-20,15.5035,15.5493,15.3206,15.3755,2403983.0
2019-12-21,15.5035,15.5493,15.3206,15.3755,2403983.0
2019-12-22,15.5035,15.5493,15.3206,15.3755,2403983.0
2019-12-23,15.3755,15.4761,15.2383,15.2383,687400.0
2019-12-24,15.348,15.348,15.1194,15.22,411909.0
2019-12-25,15.348,15.348,15.1194,15.22,411909.0
2019-12-26,15.2291,15.3755,15.2245,15.3297,494920.0
2019-12-27,15.348,15.3938,15.2291,15.2474,353918.0
2019-12-28,15.348,15.3938,15.2291,15.2474,353918.0
2019-12-29,15.348,15.3938,15.2291,15.2474,353918.0
2019-12-30,15.3389,15.3892,15.1742,15.3297,734421.0
2019-12-31,15.2657,15.4852,15.2657,15.2931,514487.0
2020-01-01,15.2657,15.4852,15.2657,15.2931,514487.0
2020-01-02,15.3846,15.4303,15.1514,15.2383,892915.0
2020-01-03,14.8541,15.0462,14.7901,15.0005,826406.0
2020-01-04,14.8541,15.0462,14.7901,15.0005,826406.0
2020-01-05,14.8541,15.0462,14.7901,15.0005,826406.0
2020-01-06,14.8541,15.0462,14.7626,15.0005,757510.0
2020-01-07,15.1194,15.1834,15.0005,15.1102,857618.0
2020-01-08,15.0919,15.3297,15.0645,15.1377,1482324.0
2020-01-09,15.2383,15.3114,15.1102,15.3023,1143175.0
2020-01-10,15.2744,15.6412,15.2002,15.3766,1542347.0
2020-01-11,15.2744,15.6412,15.2002,15.3766,1542347.0
2020-01-12,15.2744,15.6412,15.2002,15.3766,1542347.0
2020-01-13,15.4416,15.5716,15.3394,15.5437,1202763.0
2020-01-14,15.5437,15.7108,15.4787,15.6459,1290347.0
2020-01-15,15.5159,15.7573,15.4694,15.5994,736175.0
2020-01-16,15.7758,16.0683,15.7108,15.9616,995052.0
2020-01-17,16.008,16.0451,15.618,15.6273,836674.0
2020-01-18,16.008,16.0451,15.618,15.6273,836674.0
2020-01-19,16.008,16.0451,15.618,15.6273,836674.0
2020-01-20,16.008,16.0451,15.618,15.6273,836674.0
2020-01-21,15.5251,15.6273,15.3766,15.4416,930161.0
2020-01-22,15.5251,15.6134,15.3673,15.5623,547742.0
2020-01-23,15.4787,15.618,15.228,15.5251,700251.0
2020-01-24,15.553,15.5623,15.1305,15.2744,529593.0
2020-01-25,15.553,15.5623,15.1305,15.2744,529593.0
2020-01-26,15.553,15.5623,15.1305,15.2744,529593.0
2020-01-27,14.9309,14.9866,14.7591,14.7916,882109.0
2020-01-28,14.9123,14.9959,14.838,14.8566,837400.0
2020-01-29,14.9216,15.1259,14.8937,14.9216,583919.0
2020-01-30,14.7637,15.3301,14.7173,15.2559,1098905.0
2020-01-31,15.0702,15.1909,14.8195,14.838,1269242.0
2020-02-01,15.0702,15.1909,14.8195,14.838,1269242.0
2020-02-02,15.0702,15.1909,14.8195,14.838,1269242.0
2020-02-03,14.903,15.2187,14.8937,15.033,1348137.0
2020-02-04,15.7201,15.8037,15.1909,15.3766,2168502.0
2020-02-05,15.683,15.7944,15.488,15.7294,1214388.0
2020-02-06,15.8594,16.008,15.7016,15.9894,963469.0
2020-02-07,15.9244,15.9894,15.6737,15.7294,820372.0
2020-02-08,15.9244,15.9894,15.6737,15.7294,820372.0
2020-02-09,15.9244,15.9894,15.6737,15.7294,820372.0
2020-02-10,15.6273,15.7619,15.6087,15.7108,583278.0
2020-02-11,15.8408,16.1473,15.8037,16.0358,790176.0
2020-02-12,16.1473,16.1565,15.4416,15.6087,1242795.0
2020-02-13,15.5159,15.6644,15.2837,15.4137,694795.0
2020-02-14,15.3673,15.3673,14.9866,15.0516,644221.0
2020-02-15,15.3673,15.3673,14.9866,15.0516,644221.0
2020-02-16,15.3673,15.3673,14.9866,15.0516,644221.0
2020-02-17,15.3673,15.3673,14.9866,15.0516,644221.0
2020-02-18,15.1444,15.2373,14.8334,14.9309,729837.0
2020-02-19,14.903,15.1491,14.8705,15.1352,586277.0
2020-02-20,15.0516,15.4462,15.0516,15.2559,792537.0
2020-02-21,15.2187,15.2187,14.9309,14.9494,994686.0
2020-02-22,15.2187,15.2187,14.9309,14.9494,994686.0
2020-02-23,15.2187,15.2187,14.9309,14.9494,994686.0
2020-02-24,14.4852,14.5687,14.2159,14.3273,1104921.0
2020-02-25,14.318,14.3645,13.7841,13.8631,1705204.0
2020-02-26,13.9652,14.0952,13.6495,13.7238,1478738.0
2020-02-27,13.3524,13.7609,13.0645,13.0645,1391090.0
2020-02-28,12.6281,12.9995,12.5306,12.7767,2602783.0
2020-02-29,12.6281,12.9995,12.5306,12.7767,2602783.0
2020-03-01,12.6281,12.9995,12.5306,12.7767,2602783.0
2020-03-02,12.7952,13.3152,12.6467,13.2595,1279043.0
2020-03-03,13.2688,13.7702,12.8417,13.0274,1574481.0
2020-03-04,13.2595,13.3802,13.0088,13.3616,1109294.0
2020-03-05,12.916,13.0181,12.6281,12.9717,1929893.0
2020-03-06,12.3774,12.8835,12.331,12.5817,1836337.0
2020-03-07,12.3774,12.8835,12.331,12.5817,1836337.0
2020-03-08,12.3774,12.8835,12.331,12.5817,1836337.0
2020-03-09,11.7553,12.006,11.3885,11.6531,2443380.0
2020-03-10,12.1453,12.2474,11.4024,11.9224,1742642.0
2020-03-11,11.5046,11.616,10.4971,10.9103,3110393.0
