,WDR US Equity,WDR US Equity,WDR US Equity,WDR US Equity,WDR US Equity
2024-01-15,24.99,25.0,24.98,24.98,5534095.0
2024-01-16,24.99,25.0,24.98,24.98,5534095.0
2024-01-17,24.99,25.0,24.98,24.98,5534095.0
2024-01-18,24.99,25.0,24.98,24.98,5534095.0
2024-01-19,24.99,25.0,24.98,24.98,5534095.0
2024-01-20,24.99,25.0,24.98,24.98,5534095.0
2024-01-21,24.99,25.0,24.98,24.98,5534095.0
2024-01-22,24.99,25.0,24.98,24.98,5534095.0
2024-01-23,24.99,25.0,24.98,24.98,5534095.0
2024-01-24,24.99,25.0,24.98,24.98,5534095.0
2024-01-25,24.99,25.0,24.98,24.98,5534095.0
2024-01-26,24.99,25.0,24.98,24.98,5534095.0
2024-01-27,24.99,25.0,24.98,24.98,5534095.0
2024-01-28,24.99,25.0,24.98,24.98,5534095.0
2024-01-29,24.99,25.0,24.98,24.98,5534095.0
2024-01-30,24.99,25.0,24.98,24.98,5534095.0
2024-01-31,24.99,25.0,24.98,24.98,5534095.0
2024-02-01,24.99,25.0,24.98,24.98,5534095.0
2024-02-02,24.99,25.0,24.98,24.98,5534095.0
2024-02-03,24.99,25.0,24.98,24.98,5534095.0
2024-02-04,24.99,25.0,24.98,24.98,5534095.0
2024-02-05,24.99,25.0,24.98,24.98,5534095.0
2024-02-06,24.99,25.0,24.98,24.98,5534095.0
2024-02-07,24.99,25.0,24.98,24.98,5534095.0
2024-02-08,24.99,25.0,24.98,24.98,5534095.0
2024-02-09,24.99,25.0,24.98,24.98,5534095.0
2024-02-10,24.99,25.0,24.98,24.98,5534095.0
2024-02-11,24.99,25.0,24.98,24.98,5534095.0
2024-02-12,24.99,25.0,24.98,24.98,5534095.0
2024-02-13,24.99,25.0,24.98,24.98,5534095.0
2024-02-14,24.99,25.0,24.98,24.98,5534095.0
2024-02-15,24.99,25.0,24.98,24.98,5534095.0
2024-02-16,24.99,25.0,24.98,24.98,5534095.0
2024-02-17,24.99,25.0,24.98,24.98,5534095.0
2024-02-18,24.99,25.0,24.98,24.98,5534095.0
2024-02-19,24.99,25.0,24.98,24.98,5534095.0
2024-02-20,24.99,25.0,24.98,24.98,5534095.0
2024-02-21,24.99,25.0,24.98,24.98,5534095.0
2024-02-22,24.99,25.0,24.98,24.98,5534095.0
2024-02-23,24.99,25.0,24.98,24.98,5534095.0
2024-02-24,24.99,25.0,24.98,24.98,5534095.0
2024-02-25,24.99,25.0,24.98,24.98,5534095.0
2024-02-26,24.99,25.0,24.98,24.98,5534095.0
2024-02-27,24.99,25.0,24.98,24.98,5534095.0
2024-02-28,24.99,25.0,24.98,24.98,5534095.0
2024-02-29,24.99,25.0,24.98,24.98,5534095.0
2024-03-01,24.99,25.0,24.98,24.98,5534095.0
2024-03-02,24.99,25.0,24.98,24.98,5534095.0
2024-03-03,24.99,25.0,24.98,24.98,5534095.0
2024-03-04,24.99,25.0,24.98,24.98,5534095.0
2024-03-05,24.99,25.0,24.98,24.98,5534095.0
2024-03-06,24.99,25.0,24.98,24.98,5534095.0
2024-03-07,24.99,25.0,24.98,24.98,5534095.0
2024-03-08,24.99,25.0,24.98,24.98,5534095.0
2024-03-09,24.99,25.0,24.98,24.98,5534095.0
2024-03-10,24.99,25.0,24.98,24.98,5534095.0
2024-03-11,24.99,25.0,24.98,24.98,5534095.0
2024-03-12,24.99,25.0,24.98,24.98,5534095.0
2024-03-13,24.99,25.0,24.98,24.98,5534095.0
2024-03-14,24.99,25.0,24.98,24.98,5534095.0
2024-03-15,24.99,25.0,24.98,24.98,5534095.0
2024-03-16,24.99,25.0,24.98,24.98,5534095.0
2024-03-17,24.99,25.0,24.98,24.98,5534095.0
2024-03-18,24.99,25.0,24.98,24.98,5534095.0
2024-03-19,24.99,25.0,24.98,24.98,5534095.0
2024-03-20,24.99,25.0,24.98,24.98,5534095.0
2024-03-21,24.99,25.0,24.98,24.98,5534095.0
2024-03-22,24.99,25.0,24.98,24.98,5534095.0
2024-03-23,24.99,25.0,24.98,24.98,5534095.0
2024-03-24,24.99,25.0,24.98,24.98,5534095.0
2024-03-25,24.99,25.0,24.98,24.98,5534095.0
2024-03-26,24.99,25.0,24.98,24.98,5534095.0
2024-03-27,24.99,25.0,24.98,24.98,5534095.0
2024-03-28,24.99,25.0,24.98,24.98,5534095.0
2024-03-29,24.99,25.0,24.98,24.98,5534095.0
2024-03-30,24.99,25.0,24.98,24.98,5534095.0
2024-03-31,24.99,25.0,24.98,24.98,5534095.0
2024-04-01,24.99,25.0,24.98,24.98,5534095.0
2024-04-02,24.99,25.0,24.98,24.98,5534095.0
2024-04-03,24.99,25.0,24.98,24.98,5534095.0
2024-04-04,24.99,25.0,24.98,24.98,5534095.0
2024-04-05,24.99,25.0,24.98,24.98,5534095.0
2024-04-06,24.99,25.0,24.98,24.98,5534095.0
2024-04-07,24.99,25.0,24.98,24.98,5534095.0
2024-04-08,24.99,25.0,24.98,24.98,5534095.0
2024-04-09,24.99,25.0,24.98,24.98,5534095.0
2024-04-10,24.99,25.0,24.98,24.98,5534095.0
2024-04-11,24.99,25.0,24.98,24.98,5534095.0
2024-04-12,24.99,25.0,24.98,24.98,5534095.0
2024-04-13,24.99,25.0,24.98,24.98,5534095.0
2024-04-14,24.99,25.0,24.98,24.98,5534095.0
2024-04-15,24.99,25.0,24.98,24.98,5534095.0
2024-04-16,24.99,25.0,24.98,24.98,5534095.0
2024-04-17,24.99,25.0,24.98,24.98,5534095.0
2024-04-18,24.99,25.0,24.98,24.98,5534095.0
2024-04-19,24.99,25.0,24.98,24.98,5534095.0
2024-04-20,24.99,25.0,24.98,24.98,5534095.0
2024-04-21,24.99,25.0,24.98,24.98,5534095.0
2024-04-22,24.99,25.0,24.98,24.98,5534095.0
2024-04-23,24.99,25.0,24.98,24.98,5534095.0
2024-04-24,24.99,25.0,24.98,24.98,5534095.0
2024-04-25,24.99,25.0,24.98,24.98,5534095.0
2024-04-26,24.99,25.0,24.98,24.98,5534095.0
2024-04-27,24.99,25.0,24.98,24.98,5534095.0
2024-04-28,24.99,25.0,24.98,24.98,5534095.0
2024-04-29,24.99,25.0,24.98,24.98,5534095.0
2024-04-30,24.99,25.0,24.98,24.98,5534095.0
2024-05-01,24.99,25.0,24.98,24.98,5534095.0
