,HLIO US Equity,HLIO US Equity,HLIO US Equity,HLIO US Equity,HLIO US Equity
2020-03-04,40.7941,42.8946,40.0064,42.5931,107043.0
2020-03-05,41.0761,41.9513,39.8216,40.055,84244.0
2020-03-06,38.2268,40.1426,37.7406,39.987,102771.0
2020-03-07,38.2268,40.1426,37.7406,39.987,102771.0
2020-03-08,38.2268,40.1426,37.7406,39.987,102771.0
2020-03-09,37.1183,38.9658,35.2512,35.4165,91068.0
2020-03-10,36.5931,40.0648,36.5931,39.9675,100683.0
2020-03-11,38.4311,39.034,35.5623,36.2236,88593.0
2020-03-12,33.4716,34.5024,30.9918,31.3516,116207.0
2020-03-13,33.3549,36.7098,31.0064,36.7098,105148.0
2020-03-14,33.3549,36.7098,31.0064,36.7098,105148.0
2020-03-15,33.3549,36.7098,31.0064,36.7098,105148.0
2020-03-16,31.3516,37.3127,31.3516,35.0858,118385.0
2020-03-17,35.9805,42.3986,31.3711,41.8152,390079.0
2020-03-18,37.974,40.9011,37.0599,39.1701,195812.0
2020-03-19,39.0826,43.7601,37.8476,42.6709,207103.0
2020-03-20,42.3111,44.6353,37.9448,38.2171,441042.0
2020-03-21,42.3111,44.6353,37.9448,38.2171,441042.0
2020-03-22,42.3111,44.6353,37.9448,38.2171,441042.0
2020-03-23,37.0696,37.7503,33.5397,37.7406,251264.0
2020-03-24,40.3468,41.5526,37.2836,38.8978,136881.0
2020-03-25,39.0631,41.2706,34.2933,34.5024,158397.0
2020-03-26,34.8719,38.3144,34.6288,38.0129,146835.0
2020-03-27,36.4181,37.2836,34.1523,34.2884,94847.0
2020-03-28,36.4181,37.2836,34.1523,34.2884,94847.0
2020-03-29,36.4181,37.2836,34.1523,34.2884,94847.0
2020-03-30,34.5413,36.846,33.6272,36.4473,105861.0
2020-03-31,36.6515,37.0696,34.8622,36.8751,139928.0
2020-04-01,34.9983,37.7503,33.5494,33.5494,110261.0
2020-04-02,33.1496,35.9185,32.9546,34.0759,74915.0
2020-04-03,33.9296,33.9296,31.1412,31.8139,110406.0
2020-04-04,33.9296,33.9296,31.1412,31.8139,110406.0
2020-04-05,33.9296,33.9296,31.1412,31.8139,110406.0
2020-04-06,33.7151,34.9115,32.3696,32.8084,202571.0
2020-04-07,34.4269,34.4464,32.0187,33.0034,145542.0
2020-04-08,33.8614,34.3025,32.1454,32.5939,289395.0
2020-04-09,31.2094,32.8571,29.5519,30.9852,931492.0
2020-04-10,31.2094,32.8571,29.5519,30.9852,931492.0
2020-04-11,31.2094,32.8571,29.5519,30.9852,931492.0
2020-04-12,31.2094,32.8571,29.5519,30.9852,931492.0
2020-04-13,30.9169,31.0702,28.3008,29.0254,263524.0
2020-04-14,29.9614,31.0339,28.7622,30.9169,332696.0
2020-04-15,29.7664,30.7512,29.2302,30.3904,177545.0
2020-04-16,30.7024,31.1704,29.4349,30.2052,245256.0
2020-04-17,30.9949,32.4379,30.9949,32.1747,115029.0
2020-04-18,30.9949,32.4379,30.9949,32.1747,115029.0
2020-04-19,30.9949,32.4379,30.9949,32.1747,115029.0
2020-04-20,31.5702,31.5702,29.7859,30.7024,114983.0
2020-04-21,29.6202,30.1662,29.0742,29.3472,91754.0
2020-04-22,30.2149,30.2149,29.3248,29.5422,150655.0
2020-04-23,29.5519,31.0827,29.5519,30.0687,104088.0
2020-04-24,30.1564,30.1564,29.0254,29.7957,63972.0
2020-04-25,30.1564,30.1564,29.0254,29.7957,63972.0
2020-04-26,30.1564,30.1564,29.0254,29.7957,63972.0
2020-04-27,30.1954,31.8042,30.0687,31.4922,84644.0
2020-04-28,32.4086,32.8961,31.4116,32.3014,75071.0
2020-04-29,33.4031,35.7041,32.7889,35.2459,174134.0
2020-04-30,34.2904,35.2556,33.876,34.6804,93056.0
2020-05-01,33.7054,34.2026,32.7889,33.1009,135742.0
2020-05-02,33.7054,34.2026,32.7889,33.1009,135742.0
2020-05-03,33.7054,34.2026,32.7889,33.1009,135742.0
2020-05-04,32.4866,32.9498,30.9852,31.7749,136908.0
2020-05-05,34.9339,36.3671,33.4226,33.8321,210749.0
2020-05-06,33.6956,33.8321,32.7596,32.9741,86797.0
2020-05-07,33.8321,33.9199,32.2331,32.6036,84113.0
2020-05-08,33.5786,34.0856,33.1789,33.8809,87341.0
2020-05-09,33.5786,34.0856,33.1789,33.8809,87341.0
2020-05-10,33.5786,34.0856,33.1789,33.8809,87341.0
2020-05-11,33.2374,33.2374,32.1162,32.5256,135703.0
2020-05-12,32.7986,32.8279,31.8529,32.1747,702060.0
2020-05-13,31.9407,31.9407,30.4538,30.9949,89478.0
2020-05-14,30.2344,30.2344,29.0839,29.6397,148081.0
2020-05-15,29.9517,29.9517,28.9669,29.2497,228211.0
2020-05-16,29.9517,29.9517,28.9669,29.2497,228211.0
2020-05-17,29.9517,29.9517,28.9669,29.2497,228211.0
2020-05-18,30.3027,31.1412,29.5519,30.7122,339861.0
2020-05-19,30.6634,30.9559,29.0059,29.1034,162737.0
2020-05-20,29.6592,30.6342,29.4057,30.2247,778413.0
2020-05-21,30.3612,32.1259,30.3612,31.1899,256948.0
2020-05-22,31.1704,31.9602,30.831,31.2972,257996.0
2020-05-23,31.1704,31.9602,30.831,31.2972,257996.0
2020-05-24,31.1704,31.9602,30.831,31.2972,257996.0
2020-05-25,31.1704,31.9602,30.831,31.2972,257996.0
2020-05-26,32.5744,33.9394,32.1064,33.1594,541325.0
2020-05-27,33.7736,35.0021,33.4616,34.3781,499764.0
2020-05-28,34.9436,35.4701,33.0424,34.0661,459530.0
2020-05-29,35.7529,35.7529,34.3391,34.8754,389050.0
2020-05-30,35.7529,35.7529,34.3391,34.8754,389050.0
2020-05-31,35.7529,35.7529,34.3391,34.8754,389050.0
2020-06-01,34.8656,35.5969,34.3391,34.6024,238882.0
2020-06-02,35.2361,35.3336,33.5104,33.8029,220172.0
2020-06-03,34.4756,36.8448,34.2514,36.2111,115862.0
2020-06-04,36.0746,37.0301,36.0746,36.9813,70836.0
2020-06-05,38.3951,40.5888,37.8003,39.4578,195455.0
2020-06-06,38.3951,40.5888,37.8003,39.4578,195455.0
2020-06-07,38.3951,40.5888,37.8003,39.4578,195455.0
2020-06-08,39.9746,39.9746,36.9823,38.5218,166262.0
2020-06-09,37.8198,38.8923,37.2933,38.4341,219431.0
2020-06-10,38.3171,38.6096,37.0691,37.7711,191346.0
2020-06-11,36.0746,36.4549,34.0759,34.1246,193269.0
2020-06-12,35.5676,35.8016,33.2374,34.1149,158275.0
2020-06-13,35.5676,35.8016,33.2374,34.1149,158275.0
2020-06-14,35.5676,35.8016,33.2374,34.1149,158275.0
2020-06-15,33.0326,35.0606,32.9059,34.6511,69217.0
2020-06-16,36.1819,36.6304,34.8705,35.3726,194905.0
2020-06-17,35.3044,35.3044,34.0174,34.5146,91254.0
2020-06-18,34.6999,35.2556,34.5244,35.1191,89241.0
2020-06-19,35.5384,35.8796,34.3879,34.6901,175632.0
2020-06-20,35.5384,35.8796,34.3879,34.6901,175632.0
2020-06-21,35.5384,35.8796,34.3879,34.6901,175632.0
2020-06-22,34.4464,35.3239,34.1246,35.1874,130750.0
2020-06-23,35.6164,35.8114,34.3977,35.0996,132999.0
2020-06-24,34.7876,34.8656,33.9784,34.6024,205942.0
2020-06-25,34.4074,36.1429,34.0661,35.9869,177980.0
2020-06-26,35.7041,37.0496,35.0216,35.6846,443225.0
2020-06-27,35.7041,37.0496,35.0216,35.6846,443225.0
2020-06-28,35.7041,37.0496,35.0216,35.6846,443225.0
2020-06-29,36.6499,37.3908,35.4896,36.5719,176617.0
2020-06-30,36.4159,36.9326,35.8406,36.3184,139920.0
2020-07-01,36.3477,36.5822,34.002,34.2464,111924.0
2020-07-02,35.0282,35.8394,34.8035,34.9989,64106.0
2020-07-03,35.0282,35.8394,34.8035,34.9989,64106.0
2020-07-04,35.0282,35.8394,34.8035,34.9989,64106.0
2020-07-05,35.0282,35.8394,34.8035,34.9989,64106.0
2020-07-06,35.6928,36.1229,35.2824,35.4681,85700.0
2020-07-07,34.9305,35.297,34.1291,34.2659,130065.0
2020-07-08,34.2366,34.2366,32.8683,33.5427,104456.0
2020-07-09,33.6893,34.0998,32.5751,32.8781,90970.0
2020-07-10,33.0345,33.6648,32.4969,33.3961,56122.0
2020-07-11,33.0345,33.6648,32.4969,33.3961,56122.0
2020-07-12,33.0345,33.6648,32.4969,33.3961,56122.0
2020-07-13,33.7186,34.6666,30.8452,33.5329,68433.0
2020-07-14,33.5915,34.52,33.5818,34.4809,107050.0
2020-07-15,35.1944,36.1913,35.1944,35.7417,99296.0
2020-07-16,35.4094,36.0154,34.911,35.2042,51927.0
2020-07-17,35.1749,36.2793,35.1749,35.8981,67556.0
2020-07-18,35.1749,36.2793,35.1749,35.8981,67556.0
2020-07-19,35.1749,36.2793,35.1749,35.8981,67556.0
2020-07-20,35.7124,35.7271,34.9403,35.5267,66386.0
2020-07-21,35.7613,36.5431,35.7026,35.9861,61828.0
2020-07-22,35.7124,36.162,35.5951,35.6147,38808.0
2020-07-23,35.5169,36.7875,35.5169,36.3477,48771.0
2020-07-24,36.2108,36.289,35.6928,35.8394,44359.0
2020-07-25,36.2108,36.289,35.6928,35.8394,44359.0
2020-07-26,36.2108,36.289,35.6928,35.8394,44359.0
2020-07-27,35.7515,37.7062,35.6049,36.9829,93822.0
2020-07-28,36.6995,37.2595,35.5072,35.8199,90374.0
2020-07-29,36.0154,37.5596,36.0154,37.5009,93802.0
2020-07-30,36.8559,37.8332,36.4552,37.3543,89825.0
2020-07-31,36.9341,37.2762,36.2011,36.9732,106472.0
2020-08-01,36.9341,37.2762,36.2011,36.9732,106472.0
2020-08-02,36.9341,37.2762,36.2011,36.9732,106472.0
2020-08-03,37.2566,37.8039,36.7973,37.3934,167719.0
2020-08-04,38.5174,39.9736,37.2273,38.6738,159749.0
2020-08-05,38.9377,40.345,38.9377,40.1593,103476.0
2020-08-06,40.2375,40.433,39.5338,40.2962,56519.0
2020-08-07,40.2278,41.3713,39.8173,41.254,103431.0
2020-08-08,40.2278,41.3713,39.8173,41.254,103431.0
2020-08-09,40.2278,41.3713,39.8173,41.254,103431.0
2020-08-10,41.3419,42.1238,41.2149,42.0065,102656.0
2020-08-11,42.2704,43.5214,41.6547,42.3975,114226.0
2020-08-12,42.7884,43.0328,41.9088,42.3877,69134.0
2020-08-13,42.1336,42.3193,41.4006,41.6449,57925.0
2020-08-14,41.4592,41.6156,40.7634,41.6156,47963.0
2020-08-15,41.4592,41.6156,40.7634,41.6156,47963.0
2020-08-16,41.4592,41.6156,40.7634,41.6156,47963.0
2020-08-17,41.7524,41.8697,41.0732,41.1953,69029.0
2020-08-18,41.2931,41.2931,40.8191,41.1269,52902.0
2020-08-19,41.2247,41.2931,40.5503,40.6969,63910.0
2020-08-20,40.2278,40.6187,39.6853,40.1496,55036.0
2020-08-21,40.1496,40.2825,39.2211,39.7195,86378.0
2020-08-22,40.1496,40.2825,39.2211,39.7195,86378.0
2020-08-23,40.1496,40.2825,39.2211,39.7195,86378.0
2020-08-24,40.1593,40.7164,39.5045,40.3157,94760.0
2020-08-25,40.5112,40.7164,39.3775,40.0909,84711.0
2020-08-26,40.1398,40.6334,39.4166,40.1007,88664.0
2020-08-27,40.3059,40.5991,39.6316,39.9834,98579.0
2020-08-28,40.2668,40.7164,40.1398,40.5405,58363.0
2020-08-29,40.2668,40.7164,40.1398,40.5405,58363.0
2020-08-30,40.2668,40.7164,40.1398,40.5405,58363.0
2020-08-31,40.9901,41.0487,39.9688,40.1789,112557.0
2020-09-01,39.9834,41.8306,39.9052,41.4885,126458.0
2020-09-02,41.4103,42.3877,41.4103,41.7133,123540.0
2020-09-03,41.5765,41.5765,39.9736,40.1789,74515.0
2020-09-04,40.7653,41.0585,39.827,40.13,49892.0
2020-09-05,40.7653,41.0585,39.827,40.13,49892.0
2020-09-06,40.7653,41.0585,39.827,40.13,49892.0
2020-09-07,40.7653,41.0585,39.827,40.13,49892.0
2020-09-08,39.7098,39.8173,38.7617,39.1136,43909.0
2020-09-09,39.5436,39.827,38.9572,39.2895,39906.0
2020-09-10,39.5143,39.9883,38.5467,38.5467,41624.0
2020-09-11,38.6347,39.2015,38.361,38.5956,70443.0
2020-09-12,38.6347,39.2015,38.361,38.5956,70443.0
2020-09-13,38.6347,39.2015,38.361,38.5956,70443.0
2020-09-14,38.8692,39.612,38.8692,39.309,79069.0
2020-09-15,39.6609,39.8564,38.2926,38.4685,40224.0
2020-09-16,38.6249,38.752,38.0385,38.2046,71978.0
2020-09-17,37.7453,38.1558,36.4356,37.9408,59232.0
2020-09-18,38.4197,39.0843,37.5596,37.6671,253756.0
2020-09-19,38.4197,39.0843,37.5596,37.6671,253756.0
2020-09-20,38.4197,39.0843,37.5596,37.6671,253756.0
2020-09-21,36.895,36.9243,34.5982,35.2335,136317.0
2020-09-22,35.3508,35.8688,34.7448,35.6244,76942.0
2020-09-23,35.5072,36.3086,35.2921,35.4974,88260.0
2020-09-24,35.5756,36.2402,35.0282,35.4583,52238.0
2020-09-25,35.3019,35.5881,35.0673,35.1553,44322.0
2020-09-26,35.3019,35.5881,35.0673,35.1553,44322.0
2020-09-27,35.3019,35.5881,35.0673,35.1553,44322.0
2020-09-28,35.5462,36.5431,35.5462,36.0936,51162.0
2020-09-29,36.0936,36.3379,35.6147,36.0838,37478.0
2020-09-30,36.2402,36.6604,35.1358,35.5756,91440.0
2020-10-01,35.6635,36.2988,35.0282,36.1327,113097.0
2020-10-02,35.3782,37.0732,35.0745,36.6029,59360.0
2020-10-03,35.3782,37.0732,35.0745,36.6029,59360.0
2020-10-04,35.3782,37.0732,35.0745,36.6029,59360.0
2020-10-05,36.8772,38.1068,36.6225,37.8472,86529.0
2020-10-06,38.2391,39.7675,37.9843,38.0431,72423.0
2020-10-07,38.4546,39.2286,37.8766,38.4448,68443.0
2020-10-08,38.7191,39.1894,38.1095,38.7387,60266.0
2020-10-09,40.4631,40.4631,38.4742,39.0718,49807.0
2020-10-10,40.4631,40.4631,38.4742,39.0718,49807.0
2020-10-11,40.4631,40.4631,38.4742,39.0718,49807.0
2020-10-12,39.4539,41.8249,39.4539,41.1293,339651.0
2020-10-13,40.9921,41.1391,39.9193,40.8354,163939.0
2020-10-14,40.9137,41.0509,39.6695,40.081,113159.0
2020-10-15,39.5617,41.6779,39.5617,41.6583,69635.0
2020-10-16,41.3742,42.3638,41.3742,41.5016,102160.0
2020-10-17,41.3742,42.3638,41.3742,41.5016,102160.0
2020-10-18,41.3742,42.3638,41.3742,41.5016,102160.0
2020-10-19,41.8151,42.3622,41.0509,41.2763,77985.0
2020-10-20,41.7367,42.4911,41.6877,42.3736,67070.0
2020-10-21,42.1286,43.5394,41.8788,43.2749,158642.0
2020-10-22,43.1084,43.8921,42.7067,43.4219,134906.0
2020-10-23,43.4317,43.6276,42.5695,43.2259,73024.0
2020-10-24,43.4317,43.6276,42.5695,43.2259,73024.0
2020-10-25,43.4317,43.6276,42.5695,43.2259,73024.0
2020-10-26,42.7165,42.9222,41.9082,42.9222,71942.0
2020-10-27,42.785,43.3435,42.1139,42.5499,148015.0
2020-10-28,41.58,43.2702,40.5023,40.659,73673.0
2020-10-29,40.5219,41.1783,39.111,40.9627,79276.0
2020-10-30,40.8746,41.6681,40.5121,40.9921,107684.0
2020-10-31,40.8746,41.6681,40.5121,40.9921,107684.0
2020-11-01,40.8746,41.6681,40.5121,40.9921,107684.0
2020-11-02,41.6094,43.1475,40.6727,42.6675,148591.0
2020-11-03,43.5002,44.333,42.0747,43.8432,168653.0
2020-11-04,43.5492,44.0783,41.5555,42.1678,79341.0
2020-11-05,44.1665,44.1665,42.4715,43.7452,50681.0
2020-11-06,43.9607,44.0881,43.2945,43.3533,37174.0
2020-11-07,43.9607,44.0881,43.2945,43.3533,37174.0
2020-11-08,43.9607,44.0881,43.2945,43.3533,37174.0
2020-11-09,44.0979,47.0763,43.3533,46.6942,187259.0
2020-11-10,47.0763,48.9868,46.2631,48.9084,177909.0
2020-11-11,48.928,48.9868,47.4094,48.9378,86034.0
2020-11-12,48.4381,48.879,44.2351,47.9874,134410.0
2020-11-13,48.3793,48.5263,47.1155,47.5172,109482.0
2020-11-14,48.3793,48.5263,47.1155,47.5172,109482.0
2020-11-15,48.3793,48.5263,47.1155,47.5172,109482.0
2020-11-16,48.7222,49.2317,48.007,48.8888,115431.0
2020-11-17,48.4773,49.1533,47.7719,48.6439,110891.0
2020-11-18,48.9378,49.2415,47.5662,47.6445,89242.0
2020-11-19,47.4094,48.2275,46.8069,48.1638,93297.0
2020-11-20,47.6151,47.9287,46.0378,47.4241,159612.0
2020-11-21,47.6151,47.9287,46.0378,47.4241,159612.0
2020-11-22,47.6151,47.9287,46.0378,47.4241,159612.0
2020-11-23,47.8111,49.026,47.5381,48.4675,67284.0
2020-11-24,48.9966,50.9462,47.7229,50.6327,153593.0
2020-11-25,50.3192,50.4074,47.3016,49.6922,77894.0
2020-11-26,50.3192,50.4074,47.3016,49.6922,77894.0
2020-11-27,49.7412,50.231,48.5067,48.8202,22887.0
2020-11-28,49.7412,50.231,48.5067,48.8202,22887.0
2020-11-29,49.7412,50.231,48.5067,48.8202,22887.0
2020-11-30,48.5851,49.0916,47.7229,48.2324,119705.0
2020-12-01,48.8986,49.6628,47.7719,48.0952,93934.0
2020-12-02,48.0952,48.6145,46.7236,48.0952,61494.0
2020-12-03,48.0462,49.1533,48.0462,48.252,37110.0
2020-12-04,48.4773,48.977,46.9979,48.8202,84952.0
2020-12-05,48.4773,48.977,46.9979,48.8202,84952.0
2020-12-06,48.4773,48.977,46.9979,48.8202,84952.0
2020-12-07,48.8202,49.3003,48.0893,48.5655,76328.0
2020-12-08,48.1442,49.8293,48.1442,49.6726,135147.0
2020-12-09,50.5054,51.321,50.3486,50.9462,83554.0
2020-12-10,50.3976,51.4165,49.9665,50.5837,88850.0
2020-12-11,50.2702,52.0925,50.2702,51.4753,52176.0
2020-12-12,50.2702,52.0925,50.2702,51.4753,52176.0
2020-12-13,50.2702,52.0925,50.2702,51.4753,52176.0
2020-12-14,52.7294,52.7294,50.3192,50.8483,99329.0
2020-12-15,51.2108,52.7783,51.0442,52.7587,93621.0
2020-12-16,52.4158,52.8469,51.1422,51.7202,94790.0
2020-12-17,51.9946,52.0435,50.8385,51.8672,71757.0
2020-12-18,52.2101,53.1017,51.2598,52.1807,265651.0
2020-12-19,52.2101,53.1017,51.2598,52.1807,265651.0
2020-12-20,52.2101,53.1017,51.2598,52.1807,265651.0
2020-12-21,51.1422,51.6321,49.8783,51.5635,103691.0
2020-12-22,51.5047,52.3473,50.427,50.8973,86519.0
2020-12-23,51.2206,51.4851,50.8483,51.152,41386.0
2020-12-24,51.152,52.1611,49.8685,51.6908,26960.0
2020-12-25,51.152,52.1611,49.8685,51.6908,26960.0
2020-12-26,51.152,52.1611,49.8685,51.6908,26960.0
2020-12-27,51.152,52.1611,49.8685,51.6908,26960.0
2020-12-28,52.1905,52.6902,51.2206,51.7006,61454.0
2020-12-29,51.9456,52.3767,50.5445,51.1226,46940.0
2020-12-30,51.1226,52.4158,51.1226,51.7986,61983.0
2020-12-31,51.6908,52.7685,51.6223,52.2101,86418.0
2021-01-01,51.6908,52.7685,51.6223,52.2101,86418.0
2021-01-02,51.6908,52.7685,51.6223,52.2101,86418.0
2021-01-03,51.6908,52.7685,51.6223,52.2101,86418.0
2021-01-04,52.4555,52.6615,50.5221,50.9539,90306.0
2021-01-05,51.003,53.378,50.5123,52.5634,168545.0
2021-01-06,52.956,56.5969,52.956,56.3221,174634.0
2021-01-07,56.2731,57.2839,55.8783,57.2054,82820.0
2021-01-08,57.8629,57.8629,55.3506,56.4497,145695.0
2021-01-09,57.8629,57.8629,55.3506,56.4497,145695.0
2021-01-10,57.8629,57.8629,55.3506,56.4497,145695.0
2021-01-11,55.5174,57.5096,55.5174,57.2937,62888.0
2021-01-12,57.2937,58.7703,57.2937,58.4125,68874.0
2021-01-13,58.0298,58.1132,56.7834,56.8619,45906.0
2021-01-14,57.0386,58.3438,56.9061,58.0396,87127.0
2021-01-15,57.4115,57.8237,56.1357,56.7343,131874.0
2021-01-16,57.4115,57.8237,56.1357,56.7343,131874.0
2021-01-17,57.4115,57.8237,56.1357,56.7343,131874.0
2021-01-18,57.4115,57.8237,56.1357,56.7343,131874.0
2021-01-19,57.5194,58.1426,55.9394,56.4399,93851.0
2021-01-20,56.8128,58.2064,56.0489,56.6558,67664.0
2021-01-21,57.1367,57.2152,55.4487,56.4105,51953.0
2021-01-22,55.6548,57.4704,55.4781,57.4115,93916.0
2021-01-23,55.6548,57.4704,55.4781,57.4115,93916.0
2021-01-24,55.6548,57.4704,55.4781,57.4115,93916.0
2021-01-25,56.9699,56.9699,55.4487,56.1357,86119.0
2021-01-26,56.7638,57.7295,55.537,55.9394,74979.0
2021-01-27,54.5458,55.9345,52.534,53.6331,147527.0
2021-01-28,54.0846,54.379,53.3387,54.0061,89396.0
2021-01-29,53.6429,53.849,52.8235,53.535,130391.0
2021-01-30,53.6429,53.849,52.8235,53.535,130391.0
2021-01-31,53.6429,53.849,52.8235,53.535,130391.0
2021-02-01,53.849,55.0365,52.6125,54.7715,78802.0
2021-02-02,55.4487,56.6558,55.2426,55.9688,72209.0
2021-02-03,55.5861,56.3123,55.4291,56.3123,71999.0
2021-02-04,56.1651,58.9032,56.1651,58.5793,141427.0
2021-02-05,59.2467,59.2467,56.7932,59.07,85743.0
2021-02-06,59.2467,59.2467,56.7932,59.07,85743.0
2021-02-07,59.2467,59.2467,56.7932,59.07,85743.0
2021-02-08,59.4724,60.8954,58.8443,60.8365,76374.0
2021-02-09,60.5814,61.4646,59.9042,60.8365,63654.0
2021-02-10,61.3076,61.3076,60.022,60.3262,64230.0
2021-02-11,59.7717,60.2772,57.912,59.2074,66975.0
2021-02-12,58.8738,59.5509,58.3144,59.4724,122294.0
2021-02-13,58.8738,59.5509,58.3144,59.4724,122294.0
2021-02-14,58.8738,59.5509,58.3144,59.4724,122294.0
2021-02-15,58.8738,59.5509,58.3144,59.4724,122294.0
2021-02-16,59.2663,59.865,58.8247,59.6294,91648.0
2021-02-17,59.2565,60.7482,59.2565,60.2477,100372.0
2021-02-18,60.0711,60.601,59.5019,60.3262,106904.0
2021-02-19,60.5618,61.8278,60.1594,61.7983,82836.0
2021-02-20,60.5618,61.8278,60.1594,61.7983,82836.0
2021-02-21,60.5618,61.8278,60.1594,61.7983,82836.0
2021-02-22,61.2291,63.2704,60.0907,63.0839,107517.0
2021-02-23,62.6914,64.6738,62.289,64.1046,175793.0
2021-02-24,64.8995,66.5286,64.3107,65.7043,129875.0
2021-02-25,65.6257,66.3029,64.1831,64.3696,111196.0
2021-02-26,64.5855,65.4197,63.3097,64.1831,146609.0
2021-02-27,64.5855,65.4197,63.3097,64.1831,146609.0
2021-02-28,64.5855,65.4197,63.3097,64.1831,146609.0
2021-03-01,65.3804,66.4697,64.9093,66.2931,63048.0
2021-03-02,68.6975,69.3845,67.0684,67.5787,156337.0
2021-03-03,68.1479,69.041,65.4295,68.0498,133079.0
2021-03-04,68.1676,69.0837,65.3804,66.931,128292.0
2021-03-05,68.0498,69.1195,65.7631,68.8055,135898.0
2021-03-06,68.0498,69.1195,65.7631,68.8055,135898.0
2021-03-07,68.0498,69.1195,65.7631,68.8055,135898.0
2021-03-08,69.3747,72.5985,68.2951,72.2698,140705.0
2021-03-09,72.6231,72.7801,70.5998,72.1422,209843.0
2021-03-10,72.0637,72.6231,70.4836,70.9351,132609.0
2021-03-11,71.0332,72.3768,69.7967,71.9067,142155.0
2021-03-12,72.0833,73.3591,72.0833,72.8881,82254.0
