,HLIO US Equity,HLIO US Equity,HLIO US Equity,HLIO US Equity,HLIO US Equity
2022-05-28,66.6885,67.547,66.6392,67.4188,72557.0
2022-05-29,66.6885,67.547,66.6392,67.4188,72557.0
2022-05-30,66.6885,67.547,66.6392,67.4188,72557.0
2022-05-31,66.6096,67.5865,65.7708,67.5174,156153.0
2022-06-01,67.8332,68.9779,66.5208,68.5832,97205.0
2022-06-02,69.0963,71.9877,69.0963,71.6423,117181.0
2022-06-03,70.6851,71.2969,69.6588,71.287,101667.0
2022-06-04,70.6851,71.2969,69.6588,71.287,101667.0
2022-06-05,70.6851,71.2969,69.6588,71.287,101667.0
2022-06-06,71.9482,72.6686,71.3265,71.7311,165269.0
2022-06-07,70.7838,71.8989,70.6655,71.8298,82166.0
2022-06-08,71.1982,71.9679,70.2805,71.5436,86328.0
2022-06-09,70.9022,71.7582,70.1127,70.3594,52226.0
2022-06-10,69.3134,69.4072,68.3858,69.274,127203.0
2022-06-11,69.3134,69.4072,68.3858,69.274,127203.0
2022-06-12,69.3134,69.4072,68.3858,69.274,127203.0
2022-06-13,67.6062,68.376,66.5701,67.3497,178294.0
2022-06-14,67.2214,68.0898,65.9978,66.5208,141013.0
2022-06-15,67.4484,68.1194,66.2938,67.1227,143321.0
2022-06-16,65.534,65.534,61.0637,61.2117,194557.0
2022-06-17,62.2183,63.21,61.5028,62.1097,228828.0
2022-06-18,62.2183,63.21,61.5028,62.1097,228828.0
2022-06-19,62.2183,63.21,61.5028,62.1097,228828.0
2022-06-20,62.2183,63.21,61.5028,62.1097,228828.0
2022-06-21,63.0373,63.0373,61.2512,61.2611,126833.0
2022-06-22,60.2743,61.9222,59.9289,61.3894,122088.0
2022-06-23,61.4387,62.2479,60.2151,62.2281,115863.0
2022-06-24,62.465,65.5537,62.465,65.455,281870.0
2022-06-25,62.465,65.5537,62.465,65.455,281870.0
2022-06-26,62.465,65.5537,62.465,65.455,281870.0
2022-06-27,66.0866,66.0866,64.7149,65.3267,124881.0
2022-06-28,65.8793,66.3925,64.4485,64.6754,87408.0
2022-06-29,64.9024,64.9024,63.0867,64.5669,111067.0
2022-06-30,63.659,65.5043,63.3031,65.3761,148135.0
2022-07-01,64.9808,65.712,63.2416,64.0519,118349.0
2022-07-02,64.9808,65.712,63.2416,64.0519,118349.0
2022-07-03,64.9808,65.712,63.2416,64.0519,118349.0
2022-07-04,64.9808,65.712,63.2416,64.0519,118349.0
2022-07-05,62.8562,63.5282,61.3839,62.8958,125464.0
2022-07-06,63.2021,63.6369,61.8039,62.5598,76091.0
2022-07-07,63.2416,64.961,63.001,64.1408,112131.0
2022-07-08,64.1013,64.3681,63.0638,63.1626,89796.0
2022-07-09,64.1013,64.3681,63.0638,63.1626,89796.0
2022-07-10,64.1013,64.3681,63.0638,63.1626,89796.0
2022-07-11,62.7377,63.1626,62.0361,62.3226,55614.0
2022-07-12,62.5005,63.7653,61.2456,61.2752,57086.0
2022-07-13,60.7712,61.9076,59.8918,61.206,80965.0
2022-07-14,60.0499,60.6428,58.6566,60.2871,86620.0
2022-07-15,61.4333,61.4333,60.5637,61.1171,113434.0
2022-07-16,61.4333,61.4333,60.5637,61.1171,113434.0
2022-07-17,61.4333,61.4333,60.5637,61.1171,113434.0
2022-07-18,61.5025,61.9867,59.4471,59.7831,85868.0
2022-07-19,60.2673,62.4116,60.2673,61.8187,212792.0
2022-07-20,61.8187,62.6981,61.5618,62.2238,176620.0
2022-07-21,61.6112,63.2219,61.0282,63.212,318728.0
2022-07-22,63.6072,64.3978,62.1645,62.5203,91811.0
2022-07-23,63.6072,64.3978,62.1645,62.5203,91811.0
2022-07-24,63.6072,64.3978,62.1645,62.5203,91811.0
2022-07-25,62.3325,63.2515,62.1053,63.1823,80020.0
2022-07-26,63.1033,63.9037,62.5499,63.8049,82506.0
2022-07-27,64.1211,66.0282,63.8246,65.297,83126.0
2022-07-28,65.7219,66.453,65.0104,66.2258,71536.0
2022-07-29,66.1962,68.4195,66.1623,68.0045,78789.0
2022-07-30,66.1962,68.4195,66.1623,68.0045,78789.0
2022-07-31,66.1962,68.4195,66.1623,68.0045,78789.0
2022-08-01,67.5203,68.1824,67.1251,67.6883,133808.0
2022-08-02,67.5895,67.7179,66.799,66.8088,60360.0
2022-08-03,66.8978,67.7822,65.975,67.3721,48895.0
2022-08-04,67.6784,68.9433,66.9818,68.9433,77577.0
2022-08-05,68.0144,68.8148,67.55,68.7753,95284.0
2022-08-06,68.0144,68.8148,67.55,68.7753,95284.0
2022-08-07,68.0144,68.8148,67.55,68.7753,95284.0
2022-08-08,69.1606,70.9787,69.0223,69.4472,170706.0
2022-08-09,63.0835,63.9531,58.4689,60.4254,297919.0
2022-08-10,62.2831,65.7911,61.6359,65.1982,140981.0
2022-08-11,66.1665,67.0855,65.4847,65.8306,117528.0
2022-08-12,66.2061,69.3583,65.8306,69.0915,171144.0
2022-08-13,66.2061,69.3583,65.8306,69.0915,171144.0
2022-08-14,66.2061,69.3583,65.8306,69.0915,171144.0
2022-08-15,68.2515,69.5559,67.9156,69.1903,148745.0
2022-08-16,68.8642,69.4892,68.1478,68.2812,97750.0
2022-08-17,67.3029,67.3029,65.5934,65.8108,68881.0
2022-08-18,66.0381,66.5717,65.3167,66.1764,50529.0
2022-08-19,65.7318,65.7318,64.21,64.9709,79185.0
2022-08-20,65.7318,65.7318,64.21,64.9709,79185.0
2022-08-21,65.7318,65.7318,64.21,64.9709,79185.0
2022-08-22,64.0717,64.0717,61.5618,61.8681,61671.0
2022-08-23,61.4531,63.0563,61.374,61.374,52671.0
2022-08-24,61.0084,61.7594,60.3068,60.5637,69191.0
2022-08-25,60.9294,61.8187,60.7712,61.3641,54731.0
2022-08-26,61.2456,61.2456,58.0044,58.0835,64177.0
2022-08-27,61.2456,61.2456,58.0044,58.0835,64177.0
2022-08-28,61.2456,61.2456,58.0044,58.0835,64177.0
2022-08-29,56.3246,57.9154,56.3246,56.7198,87738.0
2022-08-30,57.293,57.293,55.2425,55.4451,90848.0
2022-08-31,56.0479,56.0479,53.7751,53.9728,72985.0
2022-09-01,53.785,53.958,52.7771,53.6961,195784.0
2022-09-02,54.3483,55.2969,53.034,53.2514,178940.0
2022-09-03,54.3483,55.2969,53.034,53.2514,178940.0
2022-09-04,54.3483,55.2969,53.034,53.2514,178940.0
2022-09-05,54.3483,55.2969,53.034,53.2514,178940.0
2022-09-06,53.5775,54.4965,52.4411,54.3779,152573.0
2022-09-07,55.1388,56.1763,54.8127,55.3957,122529.0
2022-09-08,54.9016,55.5439,54.1012,55.3167,191771.0
2022-09-09,55.6724,56.4086,55.208,55.8107,103562.0
2022-09-10,55.6724,56.4086,55.208,55.8107,103562.0
2022-09-11,55.6724,56.4086,55.208,55.8107,103562.0
2022-09-12,55.8009,56.0677,55.4056,55.9688,116509.0
2022-09-13,54.3483,54.3977,52.7277,53.0736,83857.0
2022-09-14,52.7079,52.7474,50.5044,50.781,102146.0
2022-09-15,50.781,52.2237,50.4452,50.9095,97299.0
2022-09-16,50.3364,50.5587,48.8542,50.3561,170188.0
2022-09-17,50.3364,50.5587,48.8542,50.3561,170188.0
2022-09-18,50.3364,50.5587,48.8542,50.3561,170188.0
2022-09-19,50.198,52.036,50.198,51.9471,94573.0
2022-09-20,51.3542,51.8483,50.9787,51.5518,90309.0
2022-09-21,52.1546,52.7376,50.2277,50.5241,78274.0
2022-09-22,50.0103,50.1783,49.0221,49.6348,79601.0
2022-09-23,48.8542,48.8542,47.698,48.7455,101556.0
2022-09-24,48.8542,48.8542,47.698,48.7455,101556.0
2022-09-25,48.8542,48.8542,47.698,48.7455,101556.0
2022-09-26,48.5281,49.4075,48.5281,48.8838,273779.0
2022-09-27,49.5162,50.0795,48.3008,49.2198,150637.0
2022-09-28,49.4075,51.1022,49.3779,50.3957,106322.0
2022-09-29,49.6941,50.7613,48.8542,50.6724,118275.0
2022-09-30,50.6131,51.4925,49.704,50.0004,161605.0
2022-10-01,50.6131,51.4925,49.704,50.0004,161605.0
2022-10-02,50.6131,51.4925,49.704,50.0004,161605.0
2022-10-03,50.5834,51.532,50.3561,51.117,126621.0
2022-10-04,51.899,53.3541,51.899,52.8394,217518.0
2022-10-05,52.0574,53.1661,51.7011,52.78,133064.0
2022-10-06,52.1663,53.0077,51.7308,52.5325,137131.0
2022-10-07,52.0277,52.0277,50.2261,50.3845,169160.0
2022-10-08,52.0277,52.0277,50.2261,50.3845,169160.0
2022-10-09,52.0277,52.0277,50.2261,50.3845,169160.0
2022-10-10,50.9488,50.9488,49.9391,50.4241,102913.0
2022-10-11,50.2459,51.6912,49.5728,51.4635,92208.0
2022-10-12,51.315,51.5575,50.8102,51.0477,74206.0
2022-10-13,50.0579,52.681,49.5629,52.6612,99582.0
2022-10-14,52.8196,52.8196,50.6221,51.4635,200874.0
2022-10-15,52.8196,52.8196,50.6221,51.4635,200874.0
2022-10-16,52.8196,52.8196,50.6221,51.4635,200874.0
2022-10-17,52.3643,53.4432,52.0079,52.493,136584.0
2022-10-18,53.7303,54.2054,53.1265,53.6511,167234.0
2022-10-19,52.9483,53.5026,51.6644,52.7998,72785.0
2022-10-20,52.978,53.2354,50.1272,50.434,99820.0
2022-10-21,50.9586,52.7305,50.5429,52.2356,119656.0
2022-10-22,50.9586,52.7305,50.5429,52.2356,119656.0
2022-10-23,50.9586,52.7305,50.5429,52.2356,119656.0
2022-10-24,52.7305,53.2156,52.2257,52.394,89963.0
2022-10-25,52.3049,54.0767,52.3049,53.5719,104054.0
2022-10-26,54.1856,54.928,53.5917,54.3638,124293.0
2022-10-27,55.2052,56.403,54.5915,54.9379,153429.0
2022-10-28,54.9082,57.1652,54.7796,56.2149,305308.0
2022-10-29,54.9082,57.1652,54.7796,56.2149,305308.0
2022-10-30,54.9082,57.1652,54.7796,56.2149,305308.0
2022-10-31,55.5814,56.5118,55.5814,56.1159,119076.0
2022-11-01,56.5019,57.0167,55.9278,56.3139,113606.0
2022-11-02,56.3337,58.0857,55.126,55.2745,110402.0
2022-11-03,54.5222,55.1161,54.3044,54.443,103383.0
2022-11-04,55.6506,56.5428,54.9181,56.3238,164358.0
2022-11-05,55.6506,56.5428,54.9181,56.3238,164358.0
2022-11-06,55.6506,56.5428,54.9181,56.3238,164358.0
2022-11-07,52.4633,53.1757,48.8799,50.2261,326826.0
2022-11-08,49.9886,51.5724,49.0977,50.2459,219668.0
2022-11-09,49.4441,51.216,49.4045,50.5528,172121.0
2022-11-10,52.6711,55.3487,52.6711,53.8689,257921.0
2022-11-11,53.7501,54.4133,53.1442,53.4432,146042.0
2022-11-12,53.7501,54.4133,53.1442,53.4432,146042.0
2022-11-13,53.7501,54.4133,53.1442,53.4432,146042.0
2022-11-14,53.4234,54.3539,53.1265,53.661,122633.0
2022-11-15,54.3836,54.839,53.3145,54.1856,214765.0
2022-11-16,54.1559,54.1559,53.0423,53.275,64420.0
2022-11-17,52.6513,54.7994,51.9782,54.7499,122051.0
2022-11-18,56.1258,57.7492,56.1258,57.6898,240139.0
2022-11-19,56.1258,57.7492,56.1258,57.6898,240139.0
2022-11-20,56.1258,57.7492,56.1258,57.6898,240139.0
2022-11-21,57.4027,58.0362,56.3337,56.5613,220516.0
2022-11-22,56.8682,56.8682,55.1161,55.3834,98545.0
2022-11-23,55.3141,56.007,54.4925,55.2448,93711.0
2022-11-24,55.3141,56.007,54.4925,55.2448,93711.0
2022-11-25,55.5715,55.7001,55.1913,55.2448,21092.0
2022-11-26,55.5715,55.7001,55.1913,55.2448,21092.0
2022-11-27,55.5715,55.7001,55.1913,55.2448,21092.0
2022-11-28,54.4628,54.5915,53.463,53.7006,96237.0
2022-11-29,53.5026,53.6363,51.7011,51.7901,79584.0
2022-11-30,51.7308,52.4435,50.9735,52.2059,294610.0
2022-12-01,52.7404,53.1067,51.9515,53.077,246190.0
2022-12-02,52.4336,53.5917,52.4088,53.0869,111741.0
2022-12-03,52.4336,53.5917,52.4088,53.0869,111741.0
2022-12-04,52.4336,53.5917,52.4088,53.0869,111741.0
2022-12-05,52.5523,53.4432,52.2158,53.3442,98505.0
2022-12-06,53.2057,53.7451,52.389,52.7008,89159.0
2022-12-07,52.6513,53.8491,52.4645,52.9681,148105.0
2022-12-08,53.0671,53.6808,52.7107,53.4432,104776.0
2022-12-09,53.2453,54.0075,53.1661,53.2947,114872.0
2022-12-10,53.2453,54.0075,53.1661,53.2947,114872.0
2022-12-11,53.2453,54.0075,53.1661,53.2947,114872.0
2022-12-12,53.0572,53.7699,52.8592,53.364,90497.0
2022-12-13,55.027,55.9526,53.6776,54.9874,174904.0
2022-12-14,54.9181,56.1258,53.463,53.4927,118376.0
2022-12-15,52.8988,52.8988,50.7013,51.3249,141610.0
2022-12-16,50.6815,51.6664,50.6815,51.4239,160011.0
2022-12-17,50.6815,51.6664,50.6815,51.4239,160011.0
2022-12-18,50.6815,51.6664,50.6815,51.4239,160011.0
2022-12-19,51.5625,52.5622,51.5625,52.0079,110531.0
2022-12-20,51.7802,53.6214,51.7802,53.4531,144367.0
2022-12-21,53.7798,55.621,53.7798,55.0963,173189.0
2022-12-22,54.4925,54.8192,52.879,53.7402,151759.0
2022-12-23,53.2552,54.2351,53.1265,54.2351,84152.0
2022-12-24,53.2552,54.2351,53.1265,54.2351,84152.0
2022-12-25,53.2552,54.2351,53.1265,54.2351,84152.0
2022-12-26,53.2552,54.2351,53.1265,54.2351,84152.0
2022-12-27,54.2252,54.3242,53.661,53.8491,54061.0
2022-12-28,53.4729,54.7439,52.3841,52.394,219882.0
2022-12-29,52.8988,54.9874,52.8988,54.9379,74238.0
2022-12-30,54.3341,54.7697,53.3739,53.8887,72156.0
2022-12-31,54.3341,54.7697,53.3739,53.8887,72156.0
2023-01-01,54.3341,54.7697,53.3739,53.8887,72156.0
2023-01-02,54.3341,54.7697,53.3739,53.8887,72156.0
2023-01-03,54.443,54.6212,52.8889,53.859,96141.0
2023-01-04,54.0374,55.2867,53.621,55.138,117367.0
2023-01-05,55.2273,55.723,54.6918,55.138,103974.0
2023-01-06,55.9808,56.9624,55.8271,56.2981,144819.0
2023-01-07,55.9808,56.9624,55.8271,56.2981,144819.0
2023-01-08,55.9808,56.9624,55.8271,56.2981,144819.0
2023-01-09,56.8137,57.1558,56.1097,56.546,154568.0
2023-01-10,56.2981,56.5807,55.1678,56.2981,174009.0
2023-01-11,56.7244,57.9143,56.6451,57.8944,71891.0
2023-01-12,58.2613,59.2032,56.9733,59.1735,86504.0
2023-01-13,58.8661,59.7882,56.7988,59.58,197191.0
2023-01-14,58.8661,59.7882,56.7988,59.58,197191.0
2023-01-15,58.8661,59.7882,56.7988,59.58,197191.0
2023-01-16,58.8661,59.7882,56.7988,59.58,197191.0
2023-01-17,60.0064,60.5021,58.8116,60.2047,159637.0
2023-01-18,60.7896,61.7118,58.3704,58.4794,126632.0
2023-01-19,58.3902,60.2641,58.291,59.9667,224560.0
2023-01-20,60.7996,62.6041,60.1303,62.6041,231538.0
2023-01-21,60.7996,62.6041,60.1303,62.6041,231538.0
2023-01-22,60.7996,62.6041,60.1303,62.6041,231538.0
2023-01-23,62.4356,64.4483,62.2075,64.2599,159100.0
2023-01-24,63.9191,66.243,63.9051,64.8548,277707.0
2023-01-25,64.2599,64.8251,63.0404,64.726,87698.0
2023-01-26,65.3605,66.2132,64.7854,65.8563,74122.0
2023-01-27,65.301,66.2578,65.2019,65.6282,56227.0
2023-01-28,65.301,66.2578,65.2019,65.6282,56227.0
2023-01-29,65.301,66.2578,65.2019,65.6282,56227.0
2023-01-30,65.4299,66.1934,65.0631,65.2217,150618.0
2023-01-31,65.0432,65.4597,64.5475,65.4398,203885.0
2023-02-01,65.5291,68.7019,65.5291,68.4937,153792.0
2023-02-02,69.039,69.9016,68.5036,68.93,152192.0
2023-02-03,68.4243,69.0909,67.5914,69.0291,70187.0
2023-02-04,68.4243,69.0909,67.5914,69.0291,70187.0
2023-02-05,68.4243,69.0909,67.5914,69.0291,70187.0
2023-02-06,68.5135,69.2472,67.6311,67.9385,108289.0
2023-02-07,67.6807,68.1318,66.5305,67.8988,105704.0
2023-02-08,67.0263,67.2246,65.767,66.1339,83830.0
2023-02-09,66.5107,66.9668,65.1027,65.1523,80707.0
2023-02-10,64.8251,66.6396,64.8251,66.1141,68242.0
2023-02-11,64.8251,66.6396,64.8251,66.1141,68242.0
2023-02-12,64.8251,66.6396,64.8251,66.1141,68242.0
2023-02-13,65.9753,66.6495,65.8364,66.3719,59210.0
2023-02-14,65.9951,66.7288,64.8747,65.8761,103901.0
2023-02-15,65.3605,67.8294,65.1714,67.7798,129336.0
2023-02-16,66.4908,67.3237,65.7373,65.7571,84998.0
2023-02-17,66.1141,68.2161,65.5145,68.0178,100993.0
2023-02-18,66.1141,68.2161,65.5145,68.0178,100993.0
2023-02-19,66.1141,68.2161,65.5145,68.0178,100993.0
2023-02-20,66.1141,68.2161,65.5145,68.0178,100993.0
2023-02-21,67.0858,67.0858,64.7061,64.716,75753.0
2023-02-22,64.9937,65.6282,64.3393,65.2515,143356.0
2023-02-23,65.6481,66.3619,64.9044,65.539,100205.0
2023-02-24,64.4582,65.7175,64.4483,65.4398,91299.0
2023-02-25,64.4582,65.7175,64.4483,65.4398,91299.0
2023-02-26,64.4582,65.7175,64.4483,65.4398,91299.0
2023-02-27,66.1736,67.4526,66.1339,66.5206,153357.0
2023-02-28,66.3124,68.9399,64.8152,67.1651,190671.0
2023-03-01,67.76,69.6042,67.403,69.4158,133933.0
2023-03-02,68.7118,70.0305,67.6807,69.9711,130461.0
2023-03-03,70.4371,71.7359,69.7033,71.726,167543.0
2023-03-04,70.4371,71.7359,69.7033,71.726,167543.0
2023-03-05,70.4371,71.7359,69.7033,71.726,167543.0
2023-03-06,71.6269,71.9987,69.862,70.447,97697.0
2023-03-07,70.794,71.0419,69.4951,70.209,147362.0
2023-03-08,70.2189,70.2338,68.4838,69.0093,89713.0
2023-03-09,69.2472,69.6329,67.7699,67.9781,83097.0
2023-03-10,67.5418,67.5418,64.1608,65.9356,109663.0
2023-03-11,67.5418,67.5418,64.1608,65.9356,109663.0
2023-03-12,67.5418,67.5418,64.1608,65.9356,109663.0
2023-03-13,64.6268,66.2331,64.4384,65.42,96470.0
2023-03-14,67.294,67.7501,66.8081,67.5815,160912.0
2023-03-15,65.6778,66.4511,64.6764,65.7373,260185.0
2023-03-16,64.7359,67.4824,64.4483,66.6197,95171.0
2023-03-17,66.4314,66.4314,63.6353,64.2599,173408.0
2023-03-18,66.4314,66.4314,63.6353,64.2599,173408.0
2023-03-19,66.4314,66.4314,63.6353,64.2599,173408.0
2023-03-20,64.8449,65.9059,64.141,64.2401,92144.0
2023-03-21,65.3209,66.1141,64.2599,64.6962,112794.0
2023-03-22,64.5475,65.7571,63.3378,63.4271,126714.0
2023-03-23,63.6551,64.3789,62.1976,62.9214,95028.0
2023-03-24,62.2571,63.432,61.8803,62.7033,119190.0
2023-03-25,62.2571,63.432,61.8803,62.7033,119190.0
2023-03-26,62.2571,63.432,61.8803,62.7033,119190.0
2023-03-27,63.4866,63.7295,62.7528,63.2585,380495.0
2023-03-28,63.1494,64.3591,62.4356,64.3194,174857.0
2023-03-29,64.7854,64.7854,63.5956,64.1707,74584.0
2023-03-30,64.4384,64.835,63.5163,64.1013,88876.0
2023-03-31,64.6863,65.3506,64.3938,64.8449,157383.0
2023-04-01,64.6863,65.3506,64.3938,64.8449,157383.0
2023-04-02,64.6863,65.3506,64.3938,64.8449,157383.0
2023-04-03,65.1325,65.2911,63.3775,64.5971,124013.0
2023-04-04,64.8353,64.8353,61.1418,61.3404,100621.0
2023-04-05,60.8439,60.8439,59.2156,60.1688,131885.0
2023-04-06,60.2879,60.5262,59.0865,59.1362,89618.0
2023-04-07,60.2879,60.5262,59.0865,59.1362,89618.0
2023-04-08,60.2879,60.5262,59.0865,59.1362,89618.0
2023-04-09,60.2879,60.5262,59.0865,59.1362,89618.0
2023-04-10,58.7092,59.9801,58.3716,59.573,163635.0
2023-04-11,59.6227,60.8439,59.6227,60.2383,158962.0
2023-04-12,60.6056,60.8042,59.8808,59.9404,84671.0
2023-04-13,60.278,61.3304,59.3645,60.695,114966.0
2023-04-14,60.7248,61.6382,59.7418,60.0,49212.0
2023-04-15,60.7248,61.6382,59.7418,60.0,49212.0
2023-04-16,60.7248,61.6382,59.7418,60.0,49212.0
2023-04-17,60.2184,61.3106,59.6015,61.0723,44212.0
2023-04-18,61.4198,61.6879,60.9432,61.5985,67388.0
2023-04-19,61.3702,61.4198,60.6255,61.3801,59964.0
2023-04-20,61.0226,61.8726,60.4865,61.0822,140806.0
2023-04-21,61.4297,61.4694,60.4119,61.2709,65514.0
2023-04-22,61.4297,61.4694,60.4119,61.2709,65514.0
2023-04-23,61.4297,61.4694,60.4119,61.2709,65514.0
2023-04-24,61.1716,62.1099,60.8241,61.3007,48216.0
2023-04-25,60.6652,61.2312,59.5432,59.5432,70006.0
2023-04-26,58.878,59.022,58.1234,58.3518,54837.0
2023-04-27,58.461,59.9305,58.4213,59.6525,46014.0
2023-04-28,59.4142,60.4815,59.4142,59.712,66176.0
2023-04-29,59.4142,60.4815,59.4142,59.712,66176.0
2023-04-30,59.4142,60.4815,59.4142,59.712,66176.0
2023-05-01,59.722,61.1517,59.722,60.5163,38555.0
2023-05-02,60.1489,60.7744,58.9376,60.5659,72846.0
2023-05-03,60.417,62.2439,59.9801,60.9929,161165.0
2023-05-04,60.5758,61.4277,59.4539,60.3574,161972.0
2023-05-05,61.4992,62.1148,60.7744,61.4893,188762.0
2023-05-06,61.4992,62.1148,60.7744,61.4893,188762.0
2023-05-07,61.4992,62.1148,60.7744,61.4893,188762.0
2023-05-08,61.3503,61.9857,60.8539,61.7276,91369.0
2023-05-09,59.0766,59.2702,54.8568,56.8426,235306.0
2023-05-10,57.488,57.488,52.0271,53.7944,169212.0
2023-05-11,53.3774,54.8072,52.6377,54.42,101297.0
2023-05-12,54.6086,54.9561,53.0696,53.9831,75093.0
2023-05-13,54.6086,54.9561,53.0696,53.9831,75093.0
2023-05-14,54.6086,54.9561,53.0696,53.9831,75093.0
2023-05-15,53.9434,54.4498,53.7647,54.41,72379.0
2023-05-16,53.8937,54.1519,52.1661,52.742,92353.0
2023-05-17,53.2782,53.4867,52.464,52.6725,116257.0
2023-05-18,52.7321,53.4072,52.0768,52.3349,198464.0
2023-05-19,53.3576,54.132,51.9477,52.5831,180843.0
2023-05-20,53.3576,54.132,51.9477,52.5831,180843.0
2023-05-21,53.3576,54.132,51.9477,52.5831,180843.0
2023-05-22,52.6328,53.2782,52.1065,52.603,120873.0
2023-05-23,52.5633,52.742,51.6846,52.2257,160313.0
2023-05-24,52.1165,52.1165,50.3342,50.5179,102108.0
2023-05-25,50.0711,50.6867,48.7605,50.0215,108231.0
2023-05-26,50.1307,51.3222,49.6889,51.0739,123151.0
2023-05-27,50.1307,51.3222,49.6889,51.0739,123151.0
2023-05-28,50.1307,51.3222,49.6889,51.0739,123151.0
2023-05-29,50.1307,51.3222,49.6889,51.0739,123151.0
2023-05-30,51.3023,51.4215,49.6392,49.7236,90388.0
2023-05-31,49.6442,49.6442,48.552,49.0981,130268.0
2023-06-01,49.1478,51.4016,48.765,51.2527,111918.0
2023-06-02,52.0569,55.6511,51.4314,55.254,196773.0
2023-06-03,52.0569,55.6511,51.4314,55.254,196773.0
2023-06-04,52.0569,55.6511,51.4314,55.254,196773.0
2023-06-05,54.7178,55.2441,53.4469,55.1348,155733.0
2023-06-06,54.7476,57.9546,54.7476,57.8752,190572.0
2023-06-07,58.0539,60.5361,57.8156,60.2482,139069.0
2023-06-08,60.0893,62.2042,60.0893,61.9857,306952.0
2023-06-09,61.529,62.7205,61.0624,61.946,328818.0
2023-06-10,61.529,62.7205,61.0624,61.946,328818.0
2023-06-11,61.529,62.7205,61.0624,61.946,328818.0
2023-06-12,61.8666,63.6538,61.7673,62.5715,232618.0
2023-06-13,63.0581,65.019,63.0233,64.0807,183831.0
2023-06-14,64.0907,64.319,62.8793,63.2765,156070.0
2023-06-15,62.5715,63.2467,61.6779,62.7105,362795.0
2023-06-16,62.5517,62.8992,61.8666,62.4822,310973.0
2023-06-17,62.5517,62.8992,61.8666,62.4822,310973.0
2023-06-18,62.5517,62.8992,61.8666,62.4822,310973.0
2023-06-19,62.5517,62.8992,61.8666,62.4822,310973.0
2023-06-20,62.085,62.7701,61.7921,62.7602,177198.0
2023-06-21,62.1347,64.2098,62.1347,63.2666,68277.0
2023-06-22,63.4453,63.5148,62.0999,62.7403,72583.0
2023-06-23,61.6084,62.7503,61.4259,62.2141,237596.0
2023-06-24,61.6084,62.7503,61.4259,62.2141,237596.0
2023-06-25,61.6084,62.7503,61.4259,62.2141,237596.0
2023-06-26,61.8964,63.5148,61.8964,62.7304,76672.0
2023-06-27,62.9985,63.9268,62.929,63.3857,71102.0
2023-06-28,63.3956,63.4751,62.9092,63.4651,66602.0
2023-06-29,63.4552,64.8651,63.4044,64.7857,112616.0
2023-06-30,65.3218,65.7686,64.3984,65.6197,212567.0
2023-07-01,65.3218,65.7686,64.3984,65.6197,212567.0
2023-07-02,65.3218,65.7686,64.3984,65.6197,212567.0
2023-07-03,65.0132,65.5799,64.198,64.6553,37838.0
2023-07-04,65.0132,65.5799,64.198,64.6553,37838.0
2023-07-05,63.8798,64.3272,63.0347,63.4224,104868.0
2023-07-06,62.5475,63.6014,62.1796,63.3131,124960.0
2023-07-07,63.2932,64.6354,63.2932,63.3528,65983.0
2023-07-08,63.2932,64.6354,63.2932,63.3528,65983.0
2023-07-09,63.2932,64.6354,63.2932,63.3528,65983.0
2023-07-10,63.3429,64.7547,63.3429,64.5857,111307.0
2023-07-11,64.9039,65.8125,64.3968,65.3712,73397.0
2023-07-12,66.604,66.8526,65.5203,66.7233,107266.0
2023-07-13,66.7531,66.9222,65.8086,65.8384,52319.0
2023-07-14,65.4209,65.4209,63.6412,64.3371,152295.0
2023-07-15,65.4209,65.4209,63.6412,64.3371,152295.0
2023-07-16,65.4209,65.4209,63.6412,64.3371,152295.0
2023-07-17,64.2974,64.6603,64.0289,64.2278,236503.0
2023-07-18,64.1582,65.1425,63.6312,64.1781,197431.0
2023-07-19,65.232,65.9677,63.6412,63.7804,200789.0
2023-07-20,64.2874,64.2874,62.9949,63.2833,133274.0
2023-07-21,63.3031,63.3181,60.5292,60.6783,265914.0
2023-07-22,63.3031,63.3181,60.5292,60.6783,265914.0
2023-07-23,63.3031,63.3181,60.5292,60.6783,265914.0
2023-07-24,60.8772,61.3644,60.1713,61.3644,318557.0
2023-07-25,60.9567,62.3188,60.9567,62.2791,135408.0
2023-07-26,62.3785,63.1242,61.3843,61.7223,102497.0
2023-07-27,61.8416,62.4481,61.1854,61.772,92985.0
2023-07-28,62.2294,62.5873,61.6278,61.8217,85650.0
2023-07-29,62.2294,62.5873,61.6278,61.8217,85650.0
2023-07-30,62.2294,62.5873,61.6278,61.8217,85650.0
2023-07-31,61.7223,62.8955,61.7223,62.8358,48756.0
2023-08-01,62.806,63.6412,62.6867,63.4224,68301.0
2023-08-02,62.9253,63.6511,62.6718,63.1341,92547.0
2023-08-03,62.8358,63.3628,62.2393,62.7662,92794.0
2023-08-04,62.7961,62.806,61.951,62.1299,87360.0
2023-08-05,62.7961,62.806,61.951,62.1299,87360.0
2023-08-06,62.7961,62.806,61.951,62.1299,87360.0
2023-08-07,61.951,62.7245,61.7919,61.9709,88940.0
2023-08-08,52.6946,54.3948,47.7533,54.3948,713932.0
2023-08-09,54.6533,57.8845,53.5695,55.6873,345335.0
2023-08-10,55.9259,56.8704,55.6873,56.8306,141505.0
2023-08-11,56.6716,57.6658,56.6716,57.5664,108457.0
2023-08-12,56.6716,57.6658,56.6716,57.5664,108457.0
